visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-07-13,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.0833365173803382,0.7960905144797568,0.0,-1.3960157028885147,1.2472798928136883,1,3.0,1,1,-0.4404577282697591,-0.4404577282697591
2016-07-14,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.1055901218552604,1.5239045233672748,0.0,-0.23382163056034563,1.0292256561508757,1,5.0,1,1,-0.23086182798761362,-0.23086182798761362
2016-07-15,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.7384056480190447,0.37059924774551545,0.0,-1.3960157028885147,1.018842121071694,1,14.0,1,1,0.918640687622278,0.918640687622278
2016-07-16,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.9498148905308055,0.8072876530780264,0.0,-1.1527657807733165,0.9357738404382414,1,13.0,1,1,1.3582098673806664,1.3582098673806664
2016-07-17,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,1.194604539754949,1.020033286445147,0.0,-1.2608768572689601,1.2265128226553252,1,8.0,1,1,0.45942189221243845,0.45942189221243845
2016-07-18,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.4393941889790927,1.4903131075724665,1.0,0.33376152104178364,1.330348173447141,1,1.0,1,1,-1.0223046806155067,-1.0223046806155067
2016-07-19,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.3615065733168652,1.3559474443932322,0.0,0.06348382980267453,1.330348173447141,1,15.0,1,1,-0.8520080116362635,-0.8520080116362635
2016-07-20,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.194604539754949,1.0872161180347641,0.0,-0.7473492439146528,1.2368963577345071,1,12.0,1,1,-0.3847838172573142,-0.3847838172573142
2016-07-21,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.6716448345942786,0.4153878021385937,0.0,-1.3960157028885147,0.9565409105966048,1,5.0,1,1,-0.17045745394796752,-0.17045745394796752
2016-07-22,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.6160108234069732,0.24743072316455111,0.0,-1.3960157028885147,0.8734726299631523,1,7.0,1,1,0.9805005887472168,0.9805005887472168
2016-07-23,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.727278845781584,0.5161620495230191,0.0,-1.3689879337646038,0.7904043493296997,1,9.0,1,1,1.2872529219726485,1.2872529219726485
2016-07-24,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,0.8941808793435001,0.9192590390607215,0.0,0.30673375191787255,0.7281031388546102,1,6.0,1,1,-0.446643718382253,-0.446643718382253
2016-07-25,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.027702506193033,0.9080619004624518,0.0,-1.287904626392871,0.9565409105966048,1,8.0,1,1,-1.0714287197441346,-1.0714287197441346
2016-07-26,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.9164344838184222,0.7960905144797568,0.0,-1.3689879337646038,0.998075050913331,1,13.0,1,1,-0.36149538389263136,-0.36149538389263136
2016-07-27,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.9386880882933443,0.7289076828901396,0.0,-1.3960157028885147,1.0084585859925128,1,24.0,1,1,-0.16390758206415046,-0.16390758206415046
2016-07-28,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.2502385509422544,1.1879903654191895,0.0,-0.07165501581688002,1.2368963577345071,1,21.0,1,1,0.05478536250107425,0.05478536250107425
2016-07-29,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.316999364367021,1.434327414581119,0.0,1.1716223638830217,1.1849786823385993,1,9.0,1,1,1.2199347942778622,1.2199347942778622
2016-07-30,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.3392529688419432,1.546298800563814,0.0,1.7662332846090616,1.0811433315467835,1,5.0,1,1,1.3349214340159836,1.3349214340159836
2016-08-01,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.2836189576546377,1.1208075338295724,0.0,-0.9905991660298511,1.351115243605504,1,12.0,1,1,-1.1245554583573172,-1.1245554583573172
2016-08-02,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.2836189576546377,1.3671445829915019,0.0,-0.5581548600472764,1.2680469629720519,1,10.0,1,1,-0.7788677756003065,-0.7788677756003065
2016-08-03,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.2391117487047931,1.266370335607076,0.0,-0.6662659365429201,1.1745951472594176,1,6.0,1,1,-0.34039024115588756,-0.34039024115588756
2016-08-04,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.4060137822667094,1.4791159689741968,0.0,0.6580947505287144,1.3095811032887779,1,25.0,1,1,-0.21630655713468686,-0.21630655713468686
2016-08-05,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.472774595691476,1.6358759093499697,0.0,0.9824279800156456,1.2991975682095962,1,12.0,1,1,0.8131149739385589,0.8131149739385589
2016-08-06,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.5506622113537034,1.658270186546509,0.0,0.495928135785249,1.4549505943973198,1,10.0,1,1,0.5758640590358526,0.5758640590358526
2016-08-08,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.450520991216554,1.4679188303759272,0.0,0.00942829155485266,1.3718823137638674,1,15.0,1,1,-1.1063613697911587,-1.1063613697911587
2016-08-09,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.839959069527691,1.9046072357084378,0.0,1.0094557491395564,1.4237999891597752,1,16.0,1,1,-0.2912662020272597,-0.2912662020272597
2016-08-10,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.5172818046413201,1.5015102461707355,0.0,0.5499836740330709,1.5068682697932276,1,19.0,1,1,0.6923062258592668,0.6923062258592668
2016-08-11,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.3058725621295597,1.288764612803615,1.0,-0.17976609231252377,1.4134164540805936,1,9.0,1,1,0.38810106503309727,0.38810106503309727
2016-08-12,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.2279849464673325,1.2999617514018846,0.0,-0.5851826291711875,1.2991975682095962,1,6.0,1,1,-0.03582119855839489,-0.03582119855839489
2016-08-13,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.2391117487047931,1.2999617514018846,1.0,-0.4230160144277219,1.288814033130415,1,12.0,1,1,0.12683395322306176,0.12683395322306176
2016-08-17,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.5172818046413201,1.7254530181361256,0.0,1.3337889786264872,1.1642116121802362,1,17.0,1,1,-0.7963341006238186,-0.7963341006238186
2016-08-18,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.1834777375174879,1.0424275636416858,0.0,-1.314932395516782,1.3822658488430488,1,16.0,1,1,-0.5263338263020271,-0.5263338263020271
2016-08-19,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.3503797710794039,1.3895388601880403,0.0,0.495928135785249,1.351115243605504,1,16.0,1,1,0.7770906785775652,0.7770906785775652
2016-08-20,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.0610829129054162,0.9752447320520691,0.0,-1.2068213190211383,1.2368963577345071,1,11.0,1,1,0.6621040388394437,0.6621040388394437
2016-08-22,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.0833365173803382,0.8184847916762957,0.0,-1.3960157028885147,1.1642116121802362,1,3.0,1,1,-1.9469282615476797,-1.9469282615476797
2016-08-23,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.1834777375174879,1.243976058410537,0.0,-0.017599477569058393,1.1122939367843283,1,13.0,1,1,-0.5896492545122585,-0.5896492545122585
2016-08-24,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.1834777375174879,1.2327789198122674,0.0,-0.5040993217994547,1.1745951472594176,1,8.0,1,1,-0.403705669366119,-0.403705669366119
2016-08-25,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.3837601777917872,1.4791159689741968,0.0,0.7662058270243581,1.2265128226553252,1,22.0,1,1,-0.2770748129456561,-0.2770748129456561
2016-08-26,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.4393941889790927,1.5351016619655444,0.0,1.685149977237329,1.2265128226553252,1,12.0,1,1,1.0685599774074237,1.0685599774074237
2016-08-27,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.871927274868578,0.8184847916762957,0.0,-1.3960157028885147,0.8942397001215153,1,2.0,1,1,1.1300559967610393,1.1300559967610393
2016-08-29,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.049956110667955,1.109610395231303,0.0,-0.6392381674190093,1.018842121071694,1,10.0,1,1,-1.3894613878805846,-1.3894613878805846
2016-08-30,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.9386880882933443,0.9304561776589908,0.0,-1.314932395516782,0.8942397001215153,1,25.0,1,1,-0.6154848602762035,-0.6154848602762035
2016-08-31,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.2057313419924103,1.3559474443932322,0.0,1.8473165919807946,0.8215549545672445,1,13.0,1,1,-0.19592917794058937,-0.19592917794058937
2016-09-01,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.2279849464673325,1.3559474443932322,0.0,1.2256779021308435,0.8734726299631523,1,25.0,1,1,-0.5801883284578561,-0.5801883284578561
2016-09-03,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.2724921554171764,1.3111588900001543,0.0,0.6310669814048036,1.2991975682095962,1,49.0,1,1,1.1638970014940941,1.1638970014940941
2016-09-04,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,1.2391117487047931,1.3447503057949626,0.0,0.00942829155485266,1.2057457524969624,1,10.0,1,1,-0.7188272833319835,-0.7188272833319835
2016-09-05,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.4282673867416318,1.5351016619655444,0.0,1.3067612095025762,1.3095811032887779,1,8.0,1,1,-1.3006742356777312,-1.3006742356777312
2016-09-06,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.5061550024038592,1.4791159689741968,0.0,1.3067612095025762,1.4237999891597752,1,15.0,1,1,-0.6154848602762035,-0.6154848602762035
2016-09-07,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.316999364367021,1.2999617514018846,0.0,-0.5851826291711875,1.3718823137638674,1,7.0,1,1,-0.5212394815035026,-0.5212394815035026
2016-09-08,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.150097330805105,1.0648218408382248,0.0,-1.1527657807733165,1.216129287576144,1,11.0,1,1,-0.37750618183085083,-0.37750618183085083
2016-09-09,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,1.2836189576546377,1.2999617514018846,0.0,-0.5040993217994547,1.1434445420218728,1,14.0,1,1,0.9048131803119976,0.9048131803119976
2016-09-10,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.2168581442298712,1.1879903654191895,0.0,0.19862267542222908,1.2368963577345071,1,28.0,1,1,1.4004201528541542,1.4004201528541542
2016-09-11,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,0.9386880882933443,0.7289076828901396,0.0,-1.1797935498972274,1.0603762613884204,1,2.0,1,1,-0.29090232025593654,-0.29090232025593654
2016-09-12,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.027702506193033,0.9080619004624518,0.0,-0.9095158586581183,1.1226774718635097,1,2.0,1,1,-1.2799329747123105,-1.2799329747123105
2016-09-13,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.7717860547314281,0.426584940736863,0.0,-1.3960157028885147,0.9565409105966048,1,6.0,1,1,-0.775592839658398,-0.775592839658398
2016-09-14,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.8051664614438114,0.6953162670953313,0.0,-1.1527657807733165,0.8838561650423337,1,18.0,1,1,-0.3909698073698081,-0.3909698073698081
2016-09-15,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.8941808793435001,0.6841191284970617,0.0,-1.3960157028885147,1.091526866625965,1,3.0,1,1,-0.074756548089974,-0.074756548089974
2016-09-16,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.8051664614438114,0.4825706337282105,0.0,-1.3960157028885147,0.998075050913331,1,13.0,1,1,0.8385866979311808,0.8385866979311808
2016-09-17,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,1.072209715142877,1.0760189794364945,0.0,-0.3149049379320783,1.0084585859925128,1,17.0,1,1,1.2887084490579412,1.2887084490579412
2016-09-19,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,0.5937572189320511,0.2586278617628204,1.0,-1.3960157028885147,0.7696372791713366,1,4.0,1,1,-1.282844028882896,-1.282844028882896
2016-09-20,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.36009437194536836,-0.0548920189887259,0.0,-1.3960157028885147,0.5931171828252501,1,9.0,1,1,-1.7540709227464002,-1.7540709227464002
2016-09-21,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.4936159987949012,0.32581069335243756,0.0,-1.3689879337646038,0.6035007179044315,1,11.0,1,1,0.3440713707029938,0.3440713707029938
2016-09-22,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.4046015808952125,0.03468508979743023,1.0,-1.3960157028885147,0.6450348582211579,1,6.0,1,1,-0.3043659457948938,-0.3043659457948938
2016-09-23,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.5715036144571286,0.1802478915749339,0.0,-1.3960157028885147,0.8007878844088814,1,7.0,1,1,0.16431377566934818,0.16431377566934818
2016-09-24,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.6716448345942786,0.3594021091472462,0.0,-1.3960157028885147,0.8942397001215153,1,8.0,1,1,1.0681960956361005,1.0681960956361005
2016-09-26,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,1.0610829129054162,1.0648218408382248,0.0,-0.4230160144277219,1.0292256561508757,1,13.0,1,1,-1.057601212433854,-1.057601212433854
2016-09-27,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.1278437263301824,1.0760189794364945,0.0,-0.6392381674190093,1.1330610069426914,1,13.0,1,1,-0.4502825360954847,-0.4502825360954847
2016-09-28,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,1.1612241330425657,1.199187504017459,0.0,-0.693293705666831,1.216129287576144,1,12.0,1,1,-0.3382069505279485,-0.3382069505279485
2016-09-29,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.9943220994806496,0.8520762074711044,0.0,-1.287904626392871,1.1122939367843283,1,19.0,1,1,-0.21994537484791854,-0.21994537484791854
2016-09-30,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.6716448345942786,0.426584940736863,0.0,-0.9095158586581183,0.8423220247256075,1,14.0,1,1,1.1347864597882407,1.1347864597882407
2016-10-01,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.5047428010323625,0.15785361437839496,0.0,-1.3960157028885147,0.686568998537884,1,6.0,1,1,1.167899700978649,1.167899700978649
2016-10-02,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,0.8274200659187335,0.9080619004624518,0.0,1.1986501330069326,0.6969525336170658,1,2.0,1,1,-0.4400938464984359,-0.4400938464984359
2016-10-03,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,0.727278845781584,0.5049649109247495,0.0,-1.3960157028885147,0.8942397001215153,1,16.0,1,1,-1.4931676927076878,-1.4931676927076878
2016-10-04,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,1.072209715142877,1.2775674742053456,0.0,0.36078929016569444,0.8007878844088814,1,18.0,1,1,-0.6733420619165874,-0.6733420619165874
2016-10-05,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.8051664614438114,0.6057391583091752,0.0,-1.2068213190211383,0.8423220247256075,1,12.0,1,1,-0.8385443860973063,-0.8385443860973063
2016-10-06,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,1.1389705285676437,1.1879903654191895,0.0,0.8202613652721797,0.8734726299631523,1,32.0,1,1,-0.3796894724587898,-0.3796894724587898
2016-10-07,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.6048840211695119,0.4825706337282105,0.0,0.2256504445461399,0.7073360686962471,1,9.0,1,1,0.7625354077246385,0.7625354077246385
2016-10-08,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.37122117418282957,0.404190663540324,0.0,-1.3689879337646038,0.5204324372709789,1,9.0,1,1,1.007063958053808,1.007063958053808
2016-10-10,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,0.2599531518082188,-0.1220748505783427,1.0,-1.341960164640693,0.5100489021917975,1,5.0,1,1,-0.7690429677745809,-0.7690429677745809
2016-10-11,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.1598119316710689,-0.06608915758699517,0.0,-1.2608768572689601,0.40621355139998183,1,18.0,1,1,-1.1489355370359697,-1.1489355370359697
2016-10-12,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.1931923383834522,0.3370078319507068,0.0,0.7121502887765362,0.14662517442044273,1,13.0,1,1,-0.4604712256925334,-0.4604712256925334
2016-10-13,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.07079751377138022,-0.26763765235584636,0.0,-1.3960157028885147,0.3646794110832556,1,22.0,1,1,-0.42735798450212503,-0.42735798450212503
2016-10-14,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,-0.07385091531561365,-0.1556662663731513,0.0,-0.3149049379320783,-0.019511386846462454,1,20.0,1,1,0.9146379881377232,0.9146379881377232
2016-10-15,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,-0.007090101890847236,0.2586278617628204,0.0,1.3608167477503978,-0.2064150182717305,1,7.0,1,1,1.3647597392644835,1.3647597392644835
2016-10-16,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,0.11530472272122476,0.34820497054897653,0.0,0.14456713717440722,-0.09219613240073334,1,2.0,1,1,-0.4713876788322285,-0.4713876788322285
2016-10-17,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,0.17093873390853015,-0.16686340497142096,0.0,-1.3960157028885147,0.3854464812416186,1,12.0,1,1,-1.3628980185739932,-1.3628980185739932
2016-10-18,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,0.6048840211695119,0.672921989898792,0.0,0.6580947505287144,0.5619665775877053,1,17.0,1,1,-0.5871020821129963,-0.5871020821129963
2016-10-19,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.5715036144571286,0.46017635653167155,0.0,-0.15273832318861294,0.665801928379521,1,12.0,1,1,-0.4546491173513627,-0.4546491173513627
2016-10-20,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.6827716368317394,0.8968647618641822,0.0,1.3067612095025762,0.48928183203343445,1,24.0,1,1,-0.24141439935598552,-0.24141439935598552
2016-10-21,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,0.27107995404567964,0.15785361437839496,0.0,0.036456060678763474,0.35429587600407403,1,20.0,1,1,0.9371986579597597,0.9371986579597597
2016-10-22,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.037417107058997305,-0.301229068150655,0.0,-1.3960157028885147,0.24007699013307668,1,12.0,1,1,1.466646635234971,1.466646635234971
2016-10-23,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,0.22657274509583553,0.20264216877147284,0.0,-0.04462724669296921,0.24007699013307668,1,8.0,1,1,-0.21375938473542466,-0.21375938473542466
2016-10-24,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,-0.10723132202799676,-0.14446912777488163,0.0,0.9554002108917343,-0.08181259732155181,1,12.0,1,1,-1.2020622756491524,-1.2020622756491524
2016-10-25,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,-0.37427457572706263,-0.4691861471246976,0.0,-0.7743770130385639,-0.362168044459454,1,22.0,1,1,-0.5514416685233258,-0.5514416685233258
2016-10-26,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,0.38234797642029045,0.6841191284970617,0.0,1.2527056712547546,0.03240628854944537,1,7.0,1,1,-0.17264074457590653,-0.17264074457590653
2016-10-27,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,0.32671396523298507,0.23623358456628143,0.0,0.7391780579004473,0.06355689378699014,1,17.0,1,1,-0.15954100080827244,-0.15954100080827244
2016-10-28,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,-0.4966694003391344,-0.7267203348848961,0.0,-1.3960157028885147,-0.2375656235092753,1,20.0,1,1,0.8425893974157357,0.8425893974157357
2016-10-29,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,0.015163502584075035,0.1802478915749339,0.0,-1.0987102425254949,-0.09219613240073334,1,16.0,1,1,1.6420376490127386,1.6420376490127386
2016-10-31,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,-0.2630065533524519,-0.2564405137575767,0.0,-0.4500437835516329,-0.3206339041427277,1,7.0,1,1,-1.0379515967824031,-1.0379515967824031
2016-11-01,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,-0.28526015782737413,-0.39080617693681113,0.0,-0.4770715526755438,-0.05066199208400704,1,8.0,1,1,-0.7635847412047334,-0.7635847412047334
2016-11-02,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,-0.563430213763901,-0.9618602454485558,0.0,-1.3960157028885147,-0.3310174392219094,1,18.0,1,1,0.3513490061294572,0.3513490061294572
2016-11-03,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,-0.3075137623022962,-0.07728629618526484,1.0,1.0094557491395564,-0.362168044459454,1,10.0,1,1,-0.09768109968333366,-0.09768109968333366
2016-11-04,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,-0.28526015782737413,-0.20045482076622917,0.0,1.090539056511289,-0.362168044459454,1,11.0,1,1,0.02676646610919022,0.02676646610919022
2016-11-05,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,-0.18511893769022442,0.012290812600891297,0.0,0.46890036666133816,-0.1544973428758227,1,8.0,1,1,1.1860937895448074,1.1860937895448074
2016-11-07,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,-0.5745570160013621,-0.7155231962866266,0.0,0.44187259753742714,-0.5802222811222669,1,8.0,1,1,-1.270108166886585,-1.270108166886585
2016-11-08,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,-0.7637126540382003,-0.9730573840468254,0.0,-1.0987102425254949,-0.7463588423891719,1,7.0,1,1,-1.095808798422787,-1.095808798422787
2016-11-09,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,-0.6079374227137452,-0.7379174734831656,0.0,0.33376152104178364,-0.4556198601720881,1,19.0,1,1,-0.7996090365657271,-0.7996090365657271
2016-11-10,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,-0.708078642850895,-0.9730573840468254,0.0,-1.287904626392871,-0.4556198601720881,1,10.0,1,1,-0.5452556784108319,-0.5452556784108319
2016-11-11,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,-0.7637126540382003,-0.9954516612433644,0.0,-1.3960157028885147,-0.673674096834901,1,13.0,1,1,0.3655403952110608,0.3655403952110608
2016-11-12,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,-0.2630065533524519,-0.08848343478353411,0.0,0.9283724417678235,-0.2687162287468199,1,9.0,1,1,1.7020781412810615,1.7020781412810615
2016-11-13,air_f9168b23fdfc1e52,0,0,0,1,0,0,0,-0.2741333555899129,-0.06608915758699517,0.0,0.847289134396091,-0.39331864969699876,1,3.0,1,1,-0.39278921622642393,-0.39278921622642393
2016-11-14,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,-0.21849934440260751,-0.4243975927316193,0.0,-1.341960164640693,-0.029894921925643983,1,3.0,1,1,-1.3759977623416273,-1.3759977623416273
2016-11-15,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,-0.07385091531561365,-0.09968057338180378,0.0,-0.9635713969059402,0.05317335870780861,1,12.0,1,1,-0.8949460606523975,-0.8949460606523975
2016-11-16,air_f9168b23fdfc1e52,0,0,0,0,0,0,1,-0.3965281802019849,-0.6259460875004705,0.0,-1.341960164640693,-0.13373027271745963,1,7.0,1,1,-0.33638754167133267,-0.33638754167133267
2016-11-17,air_f9168b23fdfc1e52,0,0,0,0,1,0,0,-0.4076549824394459,-0.2900319295523853,0.0,0.7391780579004473,-0.5802222811222669,1,9.0,1,1,-0.2887190296279975,-0.2887190296279975
2016-11-18,air_f9168b23fdfc1e52,1,0,0,0,0,0,0,-0.5856838182388231,-0.44679186992815867,0.0,0.9013446726439126,-0.7048247020724457,1,20.0,1,1,0.9521178105840096,0.9521178105840096
2016-11-19,air_f9168b23fdfc1e52,0,0,1,0,0,0,0,-0.708078642850895,-0.9842545226450948,0.0,-1.3960157028885147,-0.43485279001372495,1,4.0,1,1,1.4378999753004407,1.4378999753004407
2016-11-21,air_f9168b23fdfc1e52,0,1,0,0,0,0,0,-0.44103538915182905,-0.7043260576883572,0.0,-1.3960157028885147,-0.21679855335091205,1,8.0,1,1,-1.2770219205417253,-1.2770219205417253
2016-11-22,air_f9168b23fdfc1e52,0,0,0,0,0,1,0,-0.2407529488775298,-0.03249774179218657,0.0,0.495928135785249,-0.21679855335091205,1,15.0,1,1,0.6257158617071268,0.6257158617071268
