visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-07-13,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.0453769362490393,0.8333893643367236,0.0,-1.3498128182149063,1.213826596182797,1,2.0,1,1,-0.5371165495702013,-0.5371165495702015
2016-07-14,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.1376409735374158,1.447443360609059,0.0,-0.3205654118953428,0.9718684766776977,1,18.0,1,1,-0.3120279390680219,-0.31202793906802206
2016-07-15,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.7109198010786734,0.4162960838498537,0.0,-1.3498128182149063,0.938874187654275,1,15.0,1,1,0.9224424091548682,0.9224424091548681
2016-07-16,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.9300468896385684,0.844975288794692,0.0,-0.9275574720325213,0.8398913205840072,1,9.0,1,1,1.394503245069161,1.394503245069161
2016-07-17,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.1376409735374158,0.9724204578323468,0.0,-1.3234218590785074,1.224824692523938,1,8.0,1,1,0.42927951600599595,0.42927951600599584
2016-07-20,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.1837729921816043,1.0998656268700011,0.0,-0.13582869794054944,1.1918304035005154,1,15.0,1,1,-0.4773273874055599,-0.47732738740556
2016-07-21,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.6647877824344851,0.4510538572237596,0.0,-1.3498128182149063,0.9278760913131339,1,9.0,1,1,-0.2471586520135744,-0.2471586520135745
2016-07-22,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.6186557637902965,0.26567906589626183,0.0,-1.3498128182149063,0.8728856096074294,1,3.0,1,1,0.9888748115600253,0.9888748115600252
2016-07-23,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.7339858104007675,0.7754597420468806,0.0,-0.9803393903053195,0.8068970315605845,1,8.0,1,1,1.318301371722069,1.318301371722069
2016-07-24,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.9069808803164738,0.9955923067482838,0.0,0.5767271987422253,0.7189122608314572,1,1.0,1,1,-0.543759789810717,-0.5437597898107172
2016-07-25,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,0.9992449176048507,0.868147137710629,0.0,-1.1386851451237139,0.949872283995416,1,5.0,1,1,-1.214727054102804,-1.214727054102804
2016-07-26,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,0.895447875655427,0.810217515420786,0.0,-1.3234218590785074,0.9828665730188383,1,20.0,1,1,-0.45231754179420663,-0.4523175417942068
2016-07-27,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.9761789082827566,0.7986315909628177,0.0,-1.2706399408057092,1.0928475364302472,1,3.0,1,1,-0.24012463293538128,-0.24012463293538142
2016-07-28,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.2068390015036985,1.2388967203656247,0.0,0.022517056877845096,1.1918304035005154,1,13.0,1,1,-0.00526655149126702,-0.005266551491267145
2016-07-29,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.287570034131028,1.3895137383192162,0.0,1.6851474824709862,1.1478380181359515,1,4.0,1,1,1.246007286751751,1.2460072867517509
2016-07-30,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.287570034131028,1.447443360609059,0.0,1.500410768516193,1.0598532474068247,1,17.0,1,1,1.3694933994578078,1.3694933994578078
2016-07-31,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.3221690481141695,1.2041389469917188,0.0,0.47116336219662924,1.312809463253065,1,17.0,1,1,-0.49686632928942964,-0.4968663292894298
2016-08-01,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,1.3106360434531221,1.2852404181974988,0.0,-0.8483845946233242,1.334805655935347,1,1.0,1,1,-1.2717807644037036,-1.2717807644037036
2016-08-02,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.1376409735374158,1.041936004580158,0.0,-0.9011665128961222,1.1038456327713881,1,4.0,1,1,-0.9005408686101785,-0.9005408686101786
2016-08-03,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.2414380154868399,1.343170040487342,0.0,-0.2677834936225448,1.202828499841656,1,5.0,1,1,-0.42965236920891775,-0.42965236920891786
2016-08-04,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.3913670760804522,1.459029285067028,0.0,0.8934187083790142,1.312809463253065,1,13.0,1,1,-0.29639678556092613,-0.29639678556092625
2016-08-05,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.4605651040467345,1.5053729828989022,0.0,1.500410768516193,1.334805655935347,1,5.0,1,1,0.8091165462284237,0.8091165462284235
2016-08-06,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.506697122690923,1.5980603785626515,0.0,0.9725915857882116,1.4667828120290376,1,14.0,1,1,0.5543287440627623,0.5543287440627622
2016-08-07,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.4490320993856876,1.5285448318148398,0.0,1.6059746050617887,1.323807559594206,1,2.0,1,1,-0.7043698920961262,-0.7043698920961264
2016-08-08,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,1.4374990947246402,1.4822011339829655,0.0,-0.13582869794054944,1.411792330323333,1,1.0,1,1,-1.2522418225198337,-1.252241822519834
2016-08-09,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.8296212532002414,2.0035677345915524,0.0,0.7878548718334178,1.4557847156878965,1,14.0,1,1,-0.37689722612246945,-0.37689722612246956
2016-08-10,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.506697122690923,1.5748885296467139,0.0,-0.05665582053135205,1.4887790047113192,1,2.0,1,1,0.6793779721195287,0.6793779721195286
2016-08-11,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.2991030387920752,1.3547559649453107,1.0,-0.05665582053135205,1.4007942339821922,1,4.0,1,1,0.3526868638212266,0.3526868638212265
2016-08-13,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.2068390015036985,1.3199981915714047,1.0,0.5503362396058263,1.1918304035005154,1,21.0,1,1,0.07210765836885714,0.07210765836885702
2016-08-14,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.149173978198463,1.157795249159844,1.0,-0.34695637103174193,1.213826596182797,1,2.0,1,1,-1.0185560775887517,-1.0185560775887519
2016-08-16,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.2529710201478867,1.4706152095249967,0.0,-0.795602676350526,1.2358227888650788,1,2.0,1,1,-1.4480220201962086,-1.4480220201962086
2016-08-17,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.4605651040467345,1.6096463030206194,0.0,1.289283095425,1.1588361144770927,1,11.0,1,1,-0.9192982528186934,-0.9192982528186936
2016-08-18,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.2529710201478867,1.2968263426554676,0.0,-1.0595122677145166,1.4007942339821922,1,4.0,1,1,-0.6293403552620664,-0.6293403552620667
2016-08-19,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.3337020527752166,1.3779278138612474,0.0,0.47116336219662924,1.3787980412999103,1,19.0,1,1,0.7704294412983616,0.7704294412983616
2016-08-20,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.1145749642153215,1.11145155132797,0.0,-0.9275574720325213,1.2798151742296426,1,11.0,1,1,0.6469433285923049,0.6469433285923047
2016-08-21,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.3683010667583575,1.516958907356871,0.0,0.7350729535606199,1.213826596182797,1,1.0,1,1,-0.9064025511753394,-0.9064025511753395
2016-08-23,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.2414380154868399,1.157795249159844,0.0,-0.9011665128961222,1.290813270570783,1,4.0,1,1,-0.6973358730179332,-0.6973358730179333
2016-08-24,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.2068390015036985,1.250482644823593,0.0,-0.8483845946233242,1.213826596182797,1,16.0,1,1,-0.49764788696478446,-0.49764788696478457
2016-08-25,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.3798340714194048,1.4242715116931224,0.0,1.7907113190165824,1.213826596182797,1,12.0,1,1,-0.36165685145305104,-0.3616568514530512
2016-08-26,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.4144330854025462,1.4358574361510903,0.0,1.342065013697798,1.2688170778885015,1,22.0,1,1,1.0834432902779547,1.0834432902779547
2016-08-27,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.9531128989606624,0.7638738175889118,0.0,-1.3498128182149063,1.0048627657011204,1,17.0,1,1,1.1494849138454346,1.1494849138454344
2016-08-28,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.757051819722862,0.4858116305976655,0.0,-1.3498128182149063,0.9718684766776977,1,13.0,1,1,-0.3288314290881499,-0.32883142908815005
2016-08-30,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.0453769362490393,0.8913189866265666,0.0,-1.191467063396512,1.1038456327713881,1,14.0,1,1,-0.7250811704930282,-0.7250811704930283
2016-08-31,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.2414380154868399,1.2388967203656247,0.0,1.6323655641981882,1.1038456327713881,1,14.0,1,1,-0.274513170650992,-0.2745131706509922
2016-09-01,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.2645040248089339,1.401099662777185,0.0,1.3156740545613992,1.0488551510656838,1,7.0,1,1,-0.6871756232383209,-0.687175623238321
2016-09-02,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.2299050108257925,1.0882797024120328,0.0,-0.05665582053135205,1.1588361144770927,1,4.0,1,1,0.5754308012973416,0.5754308012973415
2016-09-03,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.287570034131028,1.401099662777185,0.0,0.6031181578786246,1.334805655935347,1,7.0,1,1,1.1858273457494322,1.1858273457494322
2016-09-04,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,1.2299050108257925,1.331584116029373,0.0,-0.1622196570769484,1.2688170778885015,1,2.0,1,1,-0.8360623603934083,-0.8360623603934084
2016-09-05,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,1.425966090063593,1.459029285067028,0.0,1.1837192588794039,1.3568018486176288,1,1.0,1,1,-1.4609177218395626,-1.4609177218395628
2016-09-06,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.4720981087077816,1.3895137383192162,0.0,1.1837192588794039,1.4777809083701783,1,17.0,1,1,-0.7250811704930282,-0.7250811704930283
2016-09-07,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,1.2760370294699812,1.1462093247018756,0.0,-0.7428207580777278,1.4227904266644738,1,5.0,1,1,-0.623869451534583,-0.6238694515345831
2016-09-08,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.1953059968426512,1.157795249159844,0.0,-1.0067303494417186,1.3458037522764876,1,8.0,1,1,-0.46951181065201203,-0.46951181065201214
2016-09-09,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,1.2645040248089339,1.401099662777185,0.0,0.04890801601424407,1.1148437291125293,1,12.0,1,1,0.9075928133231271,0.907592813323127
2016-09-10,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.2183720061647456,1.250482644823593,0.0,-0.2677834936225448,1.1918304035005154,1,11.0,1,1,1.4398335902397388,1.4398335902397388
2016-09-11,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.8262498476891442,0.5437412528875085,0.0,-1.297030899942108,0.9168779949719933,1,4.0,1,1,-0.37650644728479205,-0.3765064472847922
2016-09-12,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,0.9992449176048507,0.844975288794692,0.0,-1.2706399408057092,1.1038456327713881,1,2.0,1,1,-1.438643328091951,-1.4386433280919513
2016-09-13,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,0.757051819722862,0.404710159391885,0.0,-1.3498128182149063,0.9828665730188383,1,10.0,1,1,-0.8970238590710818,-0.8970238590710821
2016-09-14,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.8147168430280974,0.7175301197570375,0.0,-1.2706399408057092,0.8948818022897116,1,8.0,1,1,-0.4839706276460756,-0.48397062764607574
2016-09-15,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.9300468896385684,0.6943582708411,0.0,-1.3234218590785074,1.0708513437479654,1,9.0,1,1,-0.14438381770441955,-0.1443838177044197
2016-09-16,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.7916508337060029,0.462639781681728,0.0,-1.3498128182149063,1.0378570547245427,1,7.0,1,1,0.8364710648658413,0.8364710648658412
2016-09-17,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,1.0684429455711335,1.041936004580158,0.0,0.04890801601424407,1.0048627657011204,1,14.0,1,1,1.3198644870727787,1.3198644870727785
2016-09-18,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.9877119129438038,0.752287893130943,0.0,-1.3498128182149063,1.0708513437479654,1,4.0,1,1,0.08812959071363033,0.0881295907136302
2016-09-19,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,0.6071227591292496,0.28885091481219893,1.0,-1.3498128182149063,0.7409084535137389,1,3.0,1,1,-1.44176955879337,-1.4417695587933703
2016-09-21,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.46872670319668464,0.32360868818610483,0.0,-1.3234218590785074,0.564938912055485,1,1.0,1,1,0.30540262446226185,0.3054026244622617
2016-09-22,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.38799567056935463,0.0571324256528269,1.0,-1.3498128182149063,0.6199293937611894,1,10.0,1,1,-0.39096526427885564,-0.3909652642788558
2016-09-23,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.5494577358240141,0.19616351914845045,0.0,-1.3498128182149063,0.7629046461960206,1,11.0,1,1,0.1123578786496288,0.11235787864962869
2016-09-24,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.6647877824344851,0.404710159391885,0.0,-1.3498128182149063,0.9168779949719933,1,7.0,1,1,1.0830525114402774,1.0830525114402774
2016-09-25,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.8723818663333329,0.926076760000472,0.0,-0.45252020757733813,0.8618875132662889,1,6.0,1,1,-0.47810894508091467,-0.47810894508091484
2016-09-27,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.1030419595542749,1.0882797024120328,0.0,-0.7428207580777278,1.1368399217948109,1,9.0,1,1,-0.547667578187491,-0.5476675781874911
2016-09-29,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.9877119129438038,0.868147137710629,0.0,-1.1650761042601128,1.0158608620422611,1,7.0,1,1,-0.30030457393770005,-0.3003045739377002
2016-09-30,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.6186557637902965,0.4973975550556339,0.0,-0.7164297989413287,0.6969160681491755,1,14.0,1,1,1.1545650387352406,1.1545650387352406
2016-10-01,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.422594684552496,0.16140574577454456,0.0,-1.3498128182149063,0.564938912055485,1,16.0,1,1,1.1901259129638835,1.1901259129638835
2016-10-02,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.8147168430280974,0.8333893643367236,0.0,1.0517644631974086,0.6749198754668938,1,11.0,1,1,-0.5367257707325239,-0.536725770732524
2016-10-03,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,0.7685848243839088,0.7059441952990688,0.0,-1.3498128182149063,0.8398913205840072,1,5.0,1,1,-1.6676397269709045,-1.6676397269709047
2016-10-04,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,1.0223109269269448,1.343170040487342,0.0,0.2864266482418357,0.7958989352194433,1,12.0,1,1,-0.7872150056837339,-0.7872150056837341
2016-10-05,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.9185138849775211,0.6943582708411,0.0,-1.1650761042601128,0.9938646693599794,1,3.0,1,1,-0.9646285979892711,-0.9646285979892714
2016-10-06,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,1.149173978198463,1.2620685692815619,0.0,0.8406367901062163,0.9828665730188383,1,1.0,1,1,-0.47185648367807637,-0.47185648367807653
2016-10-07,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.6186557637902965,0.520569403971571,0.0,0.18086281169623938,0.7189122608314572,1,7.0,1,1,0.7547982877912658,0.7547982877912657
2016-10-08,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.5955897544682024,0.5669131018034457,0.0,-1.297030899942108,0.6309274901023301,1,11.0,1,1,1.017401666710475,1.017401666710475
2016-10-09,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.7224528057397206,0.6132567996353199,0.0,-1.3498128182149063,0.6749198754668938,1,7.0,1,1,0.26906019255826413,0.269060192558264
2016-10-11,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,0.18040158667050726,-0.03555497001092159,0.0,-1.297030899942108,0.41096556327951234,1,8.0,1,1,-1.2979629465280889,-1.297962946528089
2016-10-12,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.21500060065364823,0.32360868818610483,0.0,0.8142458309698168,0.1360131547509902,1,11.0,1,1,-0.558609385642458,-0.5586093856424582
2016-10-13,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.053538535398989076,-0.2556875347123253,0.0,-1.3498128182149063,0.31198269620924457,1,8.0,1,1,-0.5230485114138151,-0.5230485114138153
2016-10-14,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,-0.0502585065504348,-0.10507051675873337,0.0,-0.2941744527589437,0.015034094998440523,1,15.0,1,1,0.9181438419404169,0.9181438419404168
2016-10-15,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.07660454472108319,0.26567906589626183,0.0,1.500410768516193,-0.07295067573068645,1,8.0,1,1,1.4015372641473542,1.401537264147354
2016-10-16,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.15733557734841275,0.28885091481219893,0.0,0.022517056877845096,0.02603219133958137,1,2.0,1,1,-0.5703327507727799,-0.57033275077278
2016-10-17,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,0.16886858200946,-0.10507051675873337,0.0,-1.3498128182149063,0.3559750815738079,1,5.0,1,1,-1.527740903082397,-1.5277409030823972
2016-10-18,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,0.560990740485061,0.6827723463831317,0.0,0.2072537708326386,0.4659560449852168,1,4.0,1,1,-0.6946004211541914,-0.6946004211541915
2016-10-19,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.5494577358240141,0.404710159391885,0.0,-0.8483845946233242,0.6529236827846118,1,3.0,1,1,-0.5523569242396197,-0.5523569242396198
2016-10-20,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.676320787095532,0.844975288794692,0.0,1.289283095425,0.49895033400863953,1,10.0,1,1,-0.32336052536066634,-0.3233605253606665
2016-10-21,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,0.2495996146367896,0.11506204794266991,0.0,-0.05665582053135205,0.3229807925503854,1,10.0,1,1,0.9423721298764153,0.9423721298764152
2016-10-22,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,0.07660454472108319,-0.2441016102543565,0.0,-1.3234218590785074,0.24599411816239908,1,8.0,1,1,1.5109553386970247,1.5109553386970247
2016-10-23,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,0.23806660997574275,0.21933536806438758,0.0,-0.08304677966775126,0.24599411816239908,1,5.0,1,1,-0.2936613336971844,-0.2936613336971845
2016-10-24,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,-0.13098953917776437,-0.1514142145906076,0.0,1.2365011771522023,-0.0619525793895456,1,1.0,1,1,-1.3550166568289885,-1.3550166568289888
2016-10-26,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,0.35339665658621366,0.6132567996353199,0.0,1.1837192588794039,0.015034094998440523,1,12.0,1,1,-0.24950332503963876,-0.24950332503963887
2016-10-27,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,0.34186365192516643,0.3351946126440736,0.0,0.6559000761514225,0.08102267304528579,1,7.0,1,1,-0.23543528688325255,-0.2354352868832527
2016-10-28,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,-0.442380665026036,-0.6496089662832576,0.0,-1.3498128182149063,-0.2599183135300816,1,11.0,1,1,0.8407696320802927,0.8407696320802925
2016-10-29,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,-0.06179151121148186,0.04554650119485854,0.0,-1.3498128182149063,-0.09494686841296833,1,7.0,1,1,1.699310738457529,1.699310738457529
2016-10-30,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,-0.4769796790091772,-0.8002259842368495,0.0,-1.3498128182149063,-0.314908795235786,1,8.0,1,1,-0.20729921057048012,-0.20729921057048026
2016-10-31,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,-0.2001875671440469,-0.1514142145906076,0.0,-0.3205654118953428,-0.29291260255350415,1,1.0,1,1,-1.1787754010364835,-1.1787754010364837
2016-11-01,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,-0.3039846090934708,-0.4642341749557602,0.0,-0.47891116671373724,-0.08394877207182748,1,5.0,1,1,-0.8841281574277279,-0.884128157427728
2016-11-02,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,-0.5923097256196481,-0.9508430021904414,0.0,-1.3498128182149063,-0.4248897586471949,1,9.0,1,1,0.31321820121580973,0.3132182012158096
2016-11-03,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,-0.36164963239870623,-0.11665644121670213,1.0,1.1573282997430048,-0.4468859513294766,1,16.0,1,1,-0.16900288447809542,-0.16900288447809556
2016-11-04,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,-0.23478658112718825,-0.1861719879645135,0.0,1.0781554223338075,-0.43588785498833577,1,5.0,1,1,-0.03535652199242642,-0.035356521992426546
2016-11-05,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,-0.16558855316090573,-0.10507051675873337,0.0,0.44477240306023,-0.1389392537775319,1,6.0,1,1,1.2096648548477533,1.2096648548477533
2016-11-10,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,-0.7422387862132604,-0.8581556065266925,0.0,-1.217858022532911,-0.5348707220586038,1,14.0,1,1,-0.649660854821291,-0.6496608548212911
2016-11-11,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,-0.8114368141795429,-0.96242892664841,0.0,-1.3498128182149063,-0.7438345525402805,1,16.0,1,1,0.32845857588522814,0.328458575885228
2016-11-12,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,-0.2809185997713767,-0.1861719879645135,0.0,0.3128176073782347,-0.27091640987122245,1,9.0,1,1,1.763789246674299,1.763789246674299
2016-11-13,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,-0.2809185997713767,-0.20934383688045063,0.0,0.6559000761514225,-0.3698992769414905,1,2.0,1,1,-0.4859245218344626,-0.4859245218344627
2016-11-14,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,-0.2693855951103296,-0.4294764015818543,0.0,-1.3498128182149063,-0.10594496475410918,1,2.0,1,1,-1.5418089412387832,-1.5418089412387834
2016-11-15,air_cb25551c4cd8d9f3,0,0,0,0,0,1,0,-0.08485752053357597,-0.12824236567467048,0.0,-0.9275574720325213,0.02603219133958137,1,21.0,1,1,-1.0251993178292673,-1.0251993178292675
2016-11-16,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,-0.40778165104289466,-0.6496089662832576,0.0,-1.191467063396512,-0.19392973548323633,1,8.0,1,1,-0.4253538019944664,-0.42535380199446654
2016-11-17,air_cb25551c4cd8d9f3,0,0,0,0,1,0,0,-0.3962486463818476,-0.2441016102543565,0.0,0.7878548718334178,-0.5128745293763219,1,16.0,1,1,-0.3741617742587277,-0.3741617742587278
2016-11-18,air_cb25551c4cd8d9f3,1,0,0,0,0,0,0,-0.5461777069754598,-0.5453356461615403,0.0,1.0253735040610095,-0.699842167175717,1,24.0,1,1,0.9583940622211885,0.9583940622211884
2016-11-19,air_cb25551c4cd8d9f3,0,0,1,0,0,0,0,-0.7191727768911661,-0.9740148511063785,0.0,-1.3498128182149063,-0.501876433035181,1,14.0,1,1,1.4800838105205105,1.4800838105205105
2016-11-20,air_cb25551c4cd8d9f3,0,0,0,1,0,0,0,-0.2809185997713767,-0.0007971966370161127,0.0,0.47116336219662924,-0.39189546962377214,1,4.0,1,1,-0.22722893129202726,-0.2272289312920274
2016-11-21,air_cb25551c4cd8d9f3,0,1,0,0,0,0,0,-0.3962486463818476,-0.6611948907412264,0.0,-1.3498128182149063,-0.24892021718894078,1,10.0,1,1,-1.4355170973905318,-1.435517097390532
2016-11-23,air_cb25551c4cd8d9f3,0,0,0,0,0,0,1,-0.5346447023144126,-0.6611948907412264,1.0,-1.3234218590785074,-0.43588785498833577,1,7.0,1,1,-0.29209821834647476,-0.2920982183464749
