visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-02-06,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-1.051818081198423,-1.2103623093117724,0.0,-1.0730461813387742,-0.8299480070766782,1,42.0,1,1,-0.5370252242303764,-0.5370252242303764
2016-02-07,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-1.2647879199115823,-1.2726731503943223,0.0,0.8957664383173958,-1.1774333206645007,1,42.0,1,1,-1.1465804332789573,-1.1465804332789573
2016-02-08,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-1.3399537453397563,-1.2851353186108323,0.0,0.0484293615033479,-1.2013978250498676,1,21.0,1,1,-1.3418920815116069,-1.3418920815116069
2016-02-09,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-1.0643457187697853,-0.6121782349192932,0.0,0.8210014021279208,-1.2852735903986525,1,24.0,1,1,-1.1244840569509462,-1.1244840569509462
2016-02-10,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-1.139511544197959,-1.0982027953631825,0.0,1.1449832256156451,-1.1654510684718171,1,34.0,1,1,-0.8011658148180948,-0.8011658148180948
2016-02-11,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-1.139511544197959,-1.0109676178476128,1.0,1.1449832256156451,-1.1534688162791338,1,47.0,1,1,-0.8743124399039245,-0.8743124399039245
2016-02-12,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.9891798933416113,-0.9611189449815727,0.0,-0.7241426791212251,-1.1774333206645007,1,23.0,1,1,-0.8181825644040343,-0.8181825644040343
2016-02-13,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.1373005384889733,0.27263570845291585,0.0,-0.1758657470650766,-0.3626401715620204,1,43.0,1,1,-0.628712486924767,-0.628712486924767
2016-02-14,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.42644315222233126,0.42218172705103557,0.0,-0.2257091045247263,0.4521529775404597,1,55.0,1,1,-1.164105145539104,-1.164105145539104
2016-02-15,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.8764311551993504,-0.5124808891872134,0.0,-1.2225762537177238,-0.9737350333888805,1,31.0,1,1,-1.345447820231057,-1.345447820231057
2016-02-16,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-1.1896220944834086,-1.1979001410952625,0.0,1.0203748319665205,-1.2133800772425514,1,17.0,1,1,-1.1851855965187008,-1.1851855965187008
2016-02-17,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-1.1144562690552346,-0.7741864217339229,0.0,0.796079723398096,-1.2013978250498676,1,21.0,1,1,-1.0165419886819267,-1.0165419886819267
2016-02-18,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-1.1144562690552346,-1.1106649635796926,0.0,0.372411184991072,-1.225362329435235,1,22.0,1,1,-1.0261932794918625,-1.0261932794918625
2016-02-19,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.6759889540575533,-0.38785920702211346,0.0,0.9954531532366956,-1.0695930509303488,1,36.0,1,1,-0.707700682763979,-0.707700682763979
2016-02-20,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.8889587927707127,-1.0483541224971427,0.0,-1.172732896258074,-0.578320711030324,1,51.0,1,1,-0.741734181935858,-0.741734181935858
2016-02-21,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.7010442292002779,-0.4875565527541934,0.0,-0.37523917690367603,-0.6142674676083746,1,32.0,1,1,-1.1097531393989388,-1.1097531393989388
2016-02-22,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-1.051818081198423,-1.2228244775282824,0.0,-1.1976545749878988,-0.7700367461132606,1,12.0,1,1,-1.3324947720387745,-1.3324947720387745
2016-02-23,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-1.051818081198423,-1.1979001410952625,0.0,-1.2973412899071988,-0.7700367461132606,1,21.0,1,1,-1.1166106355007355,-1.1166106355007355
2016-02-24,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-1.1645668193406837,-1.4845300100749923,0.0,-1.2973412899071988,-1.0576107987376653,1,12.0,1,1,-1.072671864181817,-1.072671864181817
2016-02-25,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-1.4151195707679303,-1.397294832559422,0.0,-0.8238293940405248,-1.3092380947840194,1,30.0,1,1,-0.968539515969351,-0.968539515969351
2016-02-26,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-1.1645668193406837,-1.0234297860641226,0.0,1.2945132979945946,-1.34518485136207,1,24.0,1,1,-0.5591216005583874,-0.5591216005583874
2016-02-27,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.9140140679134374,-0.8863459356825129,0.0,1.2945132979945946,-1.0336462943522982,1,48.0,1,1,-0.39123993673292407,-0.39123993673292407
2016-02-28,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.8012653297711765,-0.5747917302697633,0.0,1.1200615468858204,-0.913823772425463,1,68.0,1,1,-0.973873124048526,-0.973873124048526
2016-02-29,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.8513758800566257,-0.5997160667027831,0.0,-0.7989077153106999,-0.7820189983059441,1,24.0,1,1,-1.2847462806633023,-1.2847462806633023
2016-03-01,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-1.239732644768858,-1.1605136364457325,0.0,1.3942000129138945,-1.1055398075083995,1,23.0,1,1,-1.1757882870458685,-1.1757882870458685
2016-03-02,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-1.101928631483872,-0.8988081038990228,0.0,0.8459230808577457,-1.225362329435235,1,14.0,1,1,-1.0460038237859415,-1.0460038237859415
2016-03-03,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.738627141914365,-0.4003213752386236,0.0,1.3692783341840697,-1.0815753031230326,1,17.0,1,1,-1.0627665920347775,-1.0627665920347775
2016-03-04,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.5882954910580169,-0.46263221632117335,0.0,1.095139868155995,-0.6861609807644758,1,30.0,1,1,-0.6901759705038323,-0.6901759705038323
2016-03-05,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.5507125783439301,-0.41278354345513335,0.0,-0.6742993216615752,-0.43453368471812165,1,60.0,1,1,-0.4671803565268931,-0.4671803565268931
2016-03-06,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.23752163905987198,-0.2881618612900335,0.0,-0.5496909280124506,-0.2787644062132357,1,66.0,1,1,-1.1011177739374174,-1.1011177739374174
2016-03-07,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.12477290091761103,-0.5124808891872134,0.0,-1.3222629686370235,0.17656117710873856,1,20.0,1,1,-1.3891326102128718,-1.3891326102128718
2016-03-08,air_36bcf77d3382d36e,0,0,0,0,0,1,0,0.0881969377955486,0.148014026287816,0.0,0.6963930084787961,0.16457892491605486,1,24.0,1,1,-1.0536232638990486,-1.0536232638990486
2016-03-09,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.8012653297711765,-0.5872538984862732,0.0,-1.3222629686370235,-0.9018415202327794,1,19.0,1,1,-1.100101848589003,-1.100101848589003
2016-03-10,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-1.126983906626597,-1.3848326643429123,0.0,-1.3222629686370235,-0.9258060246181465,1,23.0,1,1,-0.9794607134648047,-0.9794607134648047
2016-03-11,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-1.3148984701970317,-1.6839247015391519,0.0,-1.3222629686370235,-0.9976995377742477,1,20.0,1,1,-0.6403956284315315,-0.6403956284315315
2016-03-12,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-1.1645668193406837,-1.397294832559422,0.0,-0.9733594664194745,-1.0096817899669313,1,61.0,1,1,-0.45016360694095353,-0.45016360694095353
2016-03-13,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-1.051818081198423,-1.2975974868273425,0.0,-1.2973412899071988,-0.8898592680400959,1,60.0,1,1,-1.0508294691909095,-1.0508294691909095
2016-03-14,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-1.1770944569120463,-1.584227355807072,0.0,-1.3222629686370235,-0.8898592680400959,1,14.0,1,1,-1.280174616595438,-1.280174616595438
2016-03-15,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-0.8764311551993504,-0.6869512442183532,0.0,1.5188084065630192,-0.8778770158474124,1,18.0,1,1,-1.0048588471751623,-1.0048588471751623
2016-03-16,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.8012653297711765,-0.711875580651373,0.0,-0.7241426791212251,-1.0096817899669313,1,18.0,1,1,-0.9154574165147037,-0.9154574165147037
2016-03-17,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.2500492766312343,0.09816535342177578,0.0,1.5188084065630192,-0.5903029632230076,1,27.0,1,1,-0.8679629064763351,-0.8679629064763351
2016-03-18,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.03707943791807463,0.22278703558687563,0.0,0.5717846148296715,-0.44651593691080527,1,56.0,1,1,-0.4920705275630435,-0.4920705275630435
2016-03-19,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.024551800346712352,-0.36293487058909357,0.0,-0.8487510727703498,0.2724191946502067,1,44.0,1,1,-0.4745458153028968,-0.4745458153028968
2016-03-20,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.2124663639171472,-0.07630500160936383,1.0,-0.026335674686126864,-0.3626401715620204,1,47.0,1,1,-0.6871281944585894,-0.6871281944585894
2016-03-21,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.7010442292002779,-0.7243377488678829,1.0,-0.20078742579490144,-0.5303917022595899,1,52.0,1,1,-1.1331194224124679,-1.1331194224124679
2016-03-22,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-0.513129665629843,-0.2632375248570136,0.0,0.8708447595875709,-0.7101254851498429,1,22.0,1,1,-1.000795145781505,-1.000795145781505
2016-03-23,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.4504914777730314,-0.20092668377446368,0.0,0.14811607642264774,-0.4584981891034887,1,14.0,1,1,-0.8994565922771784,-0.8994565922771784
2016-03-24,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-1.101928631483872,-1.2602109821778125,0.0,-0.9484377876896495,-0.8658947636547288,1,17.0,1,1,-0.9591422064965186,-0.9591422064965186
2016-03-25,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.8764311551993504,-0.6495647395688231,0.0,0.9705314745068704,-1.0576107987376653,1,57.0,1,1,-0.3536506988415949,-0.3536506988415949
2016-03-26,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.8889587927707127,-0.8863459356825129,0.0,0.22288111261212248,-0.7460722417278935,1,59.0,1,1,-0.3594922695949771,-0.3594922695949771
2016-03-27,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.5882954910580169,-0.43770787988815324,0.0,-0.026335674686126864,-0.6382319719937417,1,44.0,1,1,-0.9190131552341537,-0.9190131552341537
2016-03-28,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.47554675291575593,-0.35047270237258343,0.0,-0.6244559642019254,-0.2787644062132357,1,19.0,1,1,-1.0366065143131091,-1.0366065143131091
2016-03-29,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-0.26257691420259655,-0.1261536744754036,0.0,1.1200615468858204,-0.4704804412961722,1,22.0,1,1,-0.7610367635557298,-0.7610367635557298
2016-03-30,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.024551800346712352,0.048316680555736014,0.0,-0.4250825343633258,-0.2308353974425016,1,12.0,1,1,-0.8466284741596347,-0.8466284741596347
2016-03-31,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.024551800346712352,0.0732410169887559,0.0,0.9456097957770455,-0.29074665840591923,1,25.0,1,1,-0.8108171056280307,-0.8108171056280307
2016-04-01,air_36bcf77d3382d36e,1,0,0,0,0,0,0,-0.2876321893453211,-0.15107801090842393,0.0,-0.25063078325455135,-0.38660467594738757,1,31.0,1,1,-0.6033143532144095,-0.6033143532144095
2016-04-02,air_36bcf77d3382d36e,0,0,1,0,0,0,0,-0.5757678534866546,-0.7866485899504329,0.0,-1.3222629686370235,-0.43453368471812165,1,50.0,1,1,-0.6205850841374526,-0.6205850841374526
2016-04-03,air_36bcf77d3382d36e,0,0,0,1,0,0,0,-0.2500492766312343,-0.32554836593956354,0.0,-1.3222629686370235,-0.21885314524981808,1,45.0,1,1,-1.146834414616061,-1.146834414616061
2016-04-04,air_36bcf77d3382d36e,0,1,0,0,0,0,0,0.06314166265282382,0.28509787666942554,0.0,-1.1478112175282489,-0.19488864086445112,1,32.0,1,1,-1.2598561096271519,-1.2598561096271519
2016-04-05,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-0.5381849407725675,-0.8489594310329828,0.0,-1.3222629686370235,-0.2667821540205523,1,22.0,1,1,-1.054639189247463,-1.054639189247463
2016-04-06,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.06213471306079941,0.0732410169887559,0.0,0.7462363659384462,-0.48246269348885584,1,18.0,1,1,-0.9873341349150155,-0.9873341349150155
2016-04-07,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.16235581363169788,0.06077884877224618,0.0,-1.1976545749878988,0.056738655181903234,1,17.0,1,1,-1.103657587308453,-1.103657587308453
2016-04-08,air_36bcf77d3382d36e,1,0,0,0,0,0,0,0.12577985050963567,0.4097195588345254,0.0,-0.2257091045247263,0.02079189860385255,1,36.0,1,1,-0.5428667949837586,-0.5428667949837586
2016-04-09,air_36bcf77d3382d36e,0,0,1,0,0,0,0,0.2510562262232589,0.4844925681335855,0.0,0.5468629360998466,-0.0511016145522486,1,51.0,1,1,-0.45016360694095353,-0.45016360694095353
2016-04-10,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.26358386379462095,0.5343412409996252,0.0,-0.2755524619843762,0.10466766395263719,1,41.0,1,1,-1.0322888315823484,-1.0322888315823484
2016-04-11,air_36bcf77d3382d36e,0,1,0,0,0,0,0,-0.4379638402016691,-0.31308619772305335,0.0,0.22288111261212248,-0.4704804412961722,1,17.0,1,1,-1.2822064672922666,-1.2822064672922666
2016-04-12,air_36bcf77d3382d36e,0,0,0,0,0,1,0,-0.5757678534866546,-0.5623295620532532,0.0,1.5188084065630192,-0.7460722417278935,1,9.0,1,1,-1.1181345235233568,-1.1181345235233568
2016-04-13,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.08718998820352397,-0.07630500160936383,0.0,-1.1478112175282489,-0.08704837113029928,1,17.0,1,1,-1.0297490182113127,-1.0297490182113127
2016-04-14,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.012024162775350074,-0.25077535664050343,0.0,-1.3222629686370235,0.21250793368678902,1,11.0,1,1,-0.9964774630507442,-0.9964774630507442
2016-04-15,air_36bcf77d3382d36e,1,0,0,0,0,0,0,0.1508351256523602,0.22278703558687563,0.0,1.6932601576717936,-0.03911936235956511,1,29.0,1,1,-0.5708047420651519,-0.5708047420651519
2016-04-16,air_36bcf77d3382d36e,0,0,1,0,0,0,0,0.0881969377955486,0.1604761945043257,0.0,-0.3503174981738511,-0.14695963209371693,1,57.0,1,1,-0.35415866151580205,-0.35415866151580205
2016-04-17,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.5141366152218674,0.4346438952675457,0.0,-0.5746126067422754,0.6318867604307129,1,43.0,1,1,-1.069116125462367,-1.069116125462367
2016-04-18,air_36bcf77d3382d36e,0,1,0,0,0,0,0,0.47655370250778034,0.8957441192784151,0.0,0.3973328637208971,0.2963836990355739,1,18.0,1,1,-1.3721158606269324,-1.3721158606269324
2016-04-19,air_36bcf77d3382d36e,0,0,0,0,0,1,0,0.13830748808099771,0.28509787666942554,0.0,1.568651764022669,0.08070315956727021,1,19.0,1,1,-1.0536232638990486,-1.0536232638990486
2016-04-20,air_36bcf77d3382d36e,0,0,0,0,0,0,1,-0.024551800346712352,-0.03891849695983379,0.0,1.5188084065630192,-0.1829063886717674,1,12.0,1,1,-0.9192671365712574,-0.9192671365712574
2016-04-21,air_36bcf77d3382d36e,0,0,0,0,1,0,0,0.17589040079508478,0.0732410169887559,0.0,-1.3222629686370235,0.2364724380721562,1,22.0,1,1,-1.0261932794918625,-1.0261932794918625
2016-04-22,air_36bcf77d3382d36e,1,0,0,0,0,0,0,0.27611150136598345,0.5094169045666054,0.0,0.796079723398096,0.2244901858794725,1,23.0,1,1,-0.5245801387123011,-0.5245801387123011
2016-04-23,air_36bcf77d3382d36e,0,0,1,0,0,0,0,0.35127732679415713,0.34740871775197546,0.0,-0.7989077153106999,0.32034820342094084,1,39.0,1,1,-0.4267973239274246,-0.4267973239274246
2016-04-24,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.0756693002241861,-0.06384283339285367,0.0,-1.0232028238791242,0.0926854117599537,1,36.0,1,1,-1.0475277118085629,-1.0475277118085629
2016-04-25,air_36bcf77d3382d36e,0,1,0,0,0,0,0,0.3763326019368821,0.4346438952675457,0.0,0.8459230808577457,0.2604369424575232,1,16.0,1,1,-1.2344579759167944,-1.2344579759167944
2016-04-26,air_36bcf77d3382d36e,0,0,0,0,0,1,0,0.5141366152218674,0.6838872595977454,0.0,1.3942000129138945,0.34431270780630785,1,11.0,1,1,-0.9563484117883794,-0.9563484117883794
2016-04-27,air_36bcf77d3382d36e,0,0,0,0,0,0,1,0.3763326019368821,0.27263570845291585,0.0,-1.2474979324475488,0.46413522973314314,1,18.0,1,1,-0.936791848831404,-0.936791848831404
2016-04-28,air_36bcf77d3382d36e,0,0,0,0,1,0,0,-0.08718998820352397,-0.5249430574037233,0.0,-1.3222629686370235,0.2364724380721562,1,26.0,1,1,-0.6934777278861788,-0.6934777278861788
2016-04-29,air_36bcf77d3382d36e,1,0,0,0,0,0,0,0.0881969377955486,0.22278703558687563,1.0,1.0203748319665205,0.008809646411169063,1,67.0,1,1,-0.5195005119702296,-0.5195005119702296
2016-04-30,air_36bcf77d3382d36e,0,0,1,0,0,0,0,0.11325221293827316,0.26017354023640565,0.0,1.4191216916437193,-0.09903062332298276,1,71.0,1,1,-0.5639472459633553,-0.5639472459633553
2016-05-01,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.38886023950824417,0.6714250913812353,0.0,0.9206881170472206,0.06872090737458672,1,49.0,1,1,-0.8461205114854276,-0.8461205114854276
2016-05-02,air_36bcf77d3382d36e,0,1,0,0,0,0,0,0.2886391389373455,0.22278703558687563,0.0,-0.4500042130931508,0.2244901858794725,1,33.0,1,1,-0.9865721909037048,-0.9865721909037048
2016-05-03,air_36bcf77d3382d36e,0,0,0,0,0,1,0,0.6644682660782152,0.6340385867317052,1.0,0.17303775515247258,0.6917980213941305,1,58.0,1,1,-0.6990653173024575,-0.6990653173024575
2016-05-04,air_36bcf77d3382d36e,0,0,0,0,0,0,1,0.8774381047913751,0.920668455711435,1.0,0.9705314745068704,0.8835140564770668,1,74.0,1,1,-0.7562111181507619,-0.7562111181507619
2016-05-05,air_36bcf77d3382d36e,0,0,0,0,1,0,0,0.8774381047913751,0.9705171285774747,1.0,1.7431035151314438,0.6917980213941305,1,54.0,1,1,-0.9497448970236864,-0.9497448970236864
2016-05-06,air_36bcf77d3382d36e,1,0,0,0,0,0,0,0.3763326019368821,0.35987088596848565,0.0,-1.2973412899071988,0.46413522973314314,1,17.0,1,1,-1.105435456668178,-1.105435456668178
2016-05-07,air_36bcf77d3382d36e,0,0,1,0,0,0,0,0.7646893666491139,0.8458954464123749,0.0,1.543730085292844,0.4880997341185103,1,39.0,1,1,-0.6746831089405142,-0.6746831089405142
2016-05-08,air_36bcf77d3382d36e,0,0,0,1,0,0,0,0.7772170042204763,0.920668455711435,0.0,1.6434168002121439,0.7037802735868138,1,59.0,1,1,-1.0185738393787553,-1.0185738393787553
