visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Western food,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-01-24,air_0728814bd98f7367,0,0,0,1,0,0,0,-1.4979958000852793,-1.362905306588984,0.0,1.0056736964095692,-1.5516995352729397,1,10.0,1,1,-1.3632828098404666,-1.3632828098404666
2016-01-25,air_0728814bd98f7367,0,1,0,0,0,0,0,-1.6052316631738812,-1.4334481674060642,0.0,1.1575485143690296,-1.7208405997642353,1,20.0,1,1,-1.3882096584216783,-1.3882096584216783
2016-01-27,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.1643731149207406,-0.7985624200523412,0.0,1.0816111053892996,-1.5291473933407667,1,5.0,1,1,-1.0605629373799783,-1.0605629373799783
2016-01-28,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.0213919641359381,-0.7162624157657477,0.0,1.1069235750492097,-1.3712823998155572,1,15.0,1,1,-1.0662164494293254,-1.0662164494293254
2016-01-29,air_0728814bd98f7367,1,0,0,0,0,0,0,-1.2477787862118752,-1.5157481716926577,0.0,-1.297761042642249,-0.976619916002534,1,12.0,1,1,-0.9217949143505525,-0.9217949143505525
2016-01-30,air_0728814bd98f7367,0,0,1,0,0,0,0,-1.4265052246928782,-1.7508910410829255,0.0,-1.297761042642249,-1.1119327675955706,1,9.0,1,1,-0.6172761971470903,-0.6172761971470903
2016-01-31,air_0728814bd98f7367,0,0,0,1,0,0,0,-1.1167127313258063,-1.0454624329121223,0.0,0.1703621976325362,-1.1683131224260026,1,2.0,1,1,-1.1777448234937158,-1.1777448234937158
2016-02-01,air_0728814bd98f7367,0,1,0,0,0,0,0,-1.283524073908076,-1.5980481759792518,0.0,-1.297761042642249,-0.976619916002534,1,4.0,1,1,-1.4347226439185785,-1.4347226439185785
2016-02-03,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.2596938821106087,-1.3746624500584972,0.0,-0.05745002930665448,-1.1344849095277434,1,7.0,1,1,-1.2096100732263988,-1.2096100732263988
2016-02-04,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.2716089780093423,-1.2100624414853098,0.0,0.19567466729244645,-1.1795891933920888,1,12.0,1,1,-1.171577355803519,-1.171577355803519
2016-02-05,air_0728814bd98f7367,1,0,0,0,0,0,0,-1.0452221559334052,-0.8338338504608815,0.0,1.0056736964095692,-1.3487302578833846,1,5.0,1,1,-0.7938199597789709,-0.7938199597789709
2016-02-06,air_0728814bd98f7367,0,0,1,0,0,0,0,-1.0571372518321385,-1.24533387189385,0.0,-1.0952612853629684,-0.976619916002534,1,12.0,1,1,-0.5684504112663663,-0.5684504112663663
2016-02-07,air_0728814bd98f7367,0,0,0,1,0,0,0,-1.3073542657055428,-1.3746624500584972,0.0,1.0816111053892996,-1.1683131224260026,1,3.0,1,1,-1.1851971802860368,-1.1851971802860368
2016-02-08,air_0728814bd98f7367,0,1,0,0,0,0,0,-1.3669297451992106,-1.4099338804670374,0.0,-0.032137559646744474,-1.157037051459916,1,6.0,1,1,-1.3828131241927561,-1.3828131241927561
2016-02-09,air_0728814bd98f7367,0,0,0,0,0,1,0,-1.1286278272245398,-0.6104481245401271,0.0,0.9297362874298392,-1.3938345417477302,1,5.0,1,1,-1.1628401099090737,-1.1628401099090737
2016-02-10,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.1405429231232733,-1.1395195806682294,0.0,1.1828609840289401,-1.0330002708329658,1,2.0,1,1,-0.8357073445082236,-0.8357073445082236
2016-02-11,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.1405429231232733,-1.1277624371987163,1.0,1.1828609840289401,-1.0330002708329658,1,9.0,1,1,-0.909716956790584,-0.909716956790584
2016-02-12,air_0728814bd98f7367,1,0,0,0,0,0,0,-1.0213919641359381,-0.8808624243389349,0.0,-0.43713707420530595,-1.2021413353242616,1,11.0,1,1,-0.8529248584766893,-0.8529248584766893
2016-02-13,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.1635050594271237,0.16552334444775635,0.0,-0.23463731692602516,-0.3902642257660421,1,7.0,1,1,-0.6612194044397418,-0.6612194044397418
2016-02-14,air_0728814bd98f7367,0,0,0,1,0,0,0,0.45607992730701996,0.5887805093502384,0.0,0.11973725831271599,0.42161288379217754,1,23.0,1,1,-1.2029286498953522,-1.2029286498953522
2016-02-15,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.8903259092498692,-0.5751766941315869,0.0,-1.2218236336625188,-0.9878959869686205,1,9.0,1,1,-1.3864108136787043,-1.3864108136787043
2016-02-16,air_0728814bd98f7367,0,0,0,0,0,1,0,-1.2477787862118752,-1.1512767241377428,0.0,1.1828609840289401,-1.303625974019039,1,16.0,1,1,-1.224257808990616,-1.224257808990616
2016-02-17,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.2120334985156747,-0.7985624200523412,0.0,0.47411183355145736,-1.3261781159512118,1,5.0,1,1,-1.053624536228507,-1.053624536228507
2016-02-18,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.2120334985156747,-1.033705289442609,0.0,1.0309861660694792,-1.3487302578833846,1,4.0,1,1,-1.0633896934046518,-1.0633896934046518
2016-02-19,air_0728814bd98f7367,1,0,0,0,0,0,0,-0.7830900461612673,-0.41057668555839943,0.0,1.1069235750492097,-1.2246934772564344,1,23.0,1,1,-0.7411395065918741,-0.7411395065918741
2016-02-20,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.9260711969460698,-1.1042481502596893,0.0,-1.2471361033224289,-0.6157856450877698,1,10.0,1,1,-0.7755745345288056,-0.7755745345288056
2016-02-21,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.6877692789713991,-0.6104481245401271,0.0,-0.23463731692602516,-0.6383377870199425,1,11.0,1,1,-1.1479353963244316,-1.1479353963244316
2016-02-22,air_0728814bd98f7367,0,1,0,0,0,0,0,-1.0213919641359381,-1.2335767284243364,0.0,-0.8927615280836876,-0.7172702837825471,1,13.0,1,1,-1.3733049448370362,-1.3733049448370362
2016-02-23,air_0728814bd98f7367,0,0,0,0,0,1,0,-1.0333070600346714,-1.2335767284243364,0.0,-1.2724485729823392,-0.773650638612979,1,3.0,1,1,-1.154873797475903,-1.154873797475903
2016-02-24,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.1405429231232733,-1.456962454345091,0.0,-1.297761042642249,-1.0330002708329658,1,8.0,1,1,-1.1104166345424018,-1.1104166345424018
2016-02-25,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.4145901287941445,-1.4922338847536312,0.0,-0.9686989370634179,-1.2359695482225208,1,12.0,1,1,-1.005055728168208,-1.005055728168208
2016-02-26,air_0728814bd98f7367,1,0,0,0,0,0,0,-1.1762882108194739,-1.0219481459730957,0.0,1.2841108626685802,-1.2923499030529526,1,7.0,1,1,-0.5908074816433294,-0.5908074816433294
2016-02-27,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.9260711969460698,-0.7750481331133146,0.0,1.2587983930086701,-0.9540677740703613,1,20.0,1,1,-0.4209451423424952,-0.4209451423424952
2016-02-28,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.8307504297562015,-0.6104481245401271,0.0,1.0309861660694792,-1.0555524127651388,1,12.0,1,1,-1.0104522623971302,-1.0104522623971302
2016-02-29,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.8903259092498692,-0.5399052637230468,0.0,-0.7915116494440473,-0.773650638612979,1,11.0,1,1,-1.324993114597162,-1.324993114597162
2016-03-01,air_0728814bd98f7367,0,0,0,0,0,1,0,-1.2596938821106087,-1.2923624457719034,0.0,1.3094233323284905,-1.0781045546973114,1,2.0,1,1,-1.214749629634896,-1.214749629634896
2016-03-02,air_0728814bd98f7367,0,0,0,0,0,0,1,-1.1643731149207406,-0.9749195720950421,0.0,0.6766115908307381,-1.4389388256120756,1,4.0,1,1,-1.0834339633977912,-1.0834339633977912
2016-03-04,air_0728814bd98f7367,1,0,0,0,0,0,0,-0.6281937994777314,-0.46936240290596637,0.0,0.7272365301505583,-0.8187549224773246,1,14.0,1,1,-0.7234080369825585,-0.7234080369825585
2016-03-05,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.5567032240853302,-0.4340909724974261,0.0,-0.6143243618246765,-0.4128163676982148,1,19.0,1,1,-0.49778151064952914,-0.49778151064952914
2016-03-06,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.21116544302205767,-0.16367667269861857,0.0,-0.7155742404643171,-0.30005565803735096,1,17.0,1,1,-1.1391981504299864,-1.1391981504299864
2016-03-07,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.27074092251572535,-0.5634195506620735,0.0,-1.297761042642249,0.08333075480958609,1,14.0,1,1,-1.4306109987917806,-1.4306109987917806
2016-03-08,air_0728814bd98f7367,0,0,0,0,0,1,0,0.05096666675008,0.1537662009782432,0.0,-0.006825089986834475,0.038226470945240516,1,9.0,1,1,-1.091143298010537,-1.091143298010537
2016-03-09,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.7711749502625339,-0.5399052637230468,0.0,-1.297761042642249,-0.8413070644094974,1,3.0,1,1,-1.1381702391482869,-1.1381702391482869
2016-03-10,air_0728814bd98f7367,0,0,0,0,1,0,0,-1.0928825395283392,-1.339391019649957,0.0,-1.297761042642249,-0.8525831353755837,1,6.0,1,1,-1.0161057744464772,-1.0161057744464772
2016-03-11,air_0728814bd98f7367,1,0,0,0,0,0,0,-1.3073542657055428,-1.6450767498573051,0.0,-1.297761042642249,-0.9653438450364475,1,6.0,1,1,-0.6730403841792855,-0.6730403841792855
2016-03-12,air_0728814bd98f7367,0,0,1,0,0,0,0,-1.1405429231232733,-1.4099338804670374,0.0,-1.1711986943426986,-0.920239561172102,1,17.0,1,1,-0.4805639966810633,-0.4805639966810633
2016-03-13,air_0728814bd98f7367,0,0,0,1,0,0,0,-1.0452221559334052,-1.3276338761804436,0.0,-1.297761042642249,-0.7962027805451518,1,10.0,1,1,-1.0883165419858636,-1.0883165419858636
2016-03-14,air_0728814bd98f7367,0,1,0,0,0,0,0,-1.1762882108194739,-1.5392624586316848,0.0,-1.297761042642249,-0.8300309934434109,1,6.0,1,1,-1.3203675138295146,-1.3203675138295146
2016-03-15,air_0728814bd98f7367,0,0,0,0,0,1,0,-0.8784108133511356,-0.786805276582828,0.0,1.486610619947861,-0.8300309934434109,1,9.0,1,1,-1.0418035564889634,-1.0418035564889634
2016-03-16,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.842665525654935,-0.6927481288267208,0.0,-0.8927615280836876,-1.0555524127651388,1,4.0,1,1,-0.9513473636994118,-0.9513473636994118
2016-03-17,air_0728814bd98f7367,0,0,0,0,1,0,0,-0.306486210211926,0.11849477056970296,0.0,1.511923089607771,-0.7623745676468927,1,4.0,1,1,-0.9032925112799625,-0.9032925112799625
2016-03-18,air_0728814bd98f7367,1,0,0,0,0,0,0,-0.09201448403472233,0.20079477485629657,0.0,0.42348689423163716,-0.5819574321895106,1,29.0,1,1,-0.5229653370511657,-0.5229653370511657
2016-03-19,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.008608812743587671,-0.2224623900461855,0.0,-0.6396368314845866,0.07205468384349954,1,20.0,1,1,-0.5052338674418502,-0.5052338674418502
2016-03-20,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.1873352512245907,-0.2459766769852122,1.0,0.19567466729244645,-0.09708638064779619,1,18.0,1,1,-0.7203243031374602,-0.7203243031374602
2016-03-21,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.6401088953764651,-0.7162624157657477,1.0,-0.3105747259057555,-0.4691967225286467,1,10.0,1,1,-1.171577355803519,-1.171577355803519
2016-03-22,air_0728814bd98f7367,0,0,0,0,0,1,0,-0.5209579363891297,-0.29300525086326557,0.0,1.1575485143690296,-0.7849267095790655,1,2.0,1,1,-1.0376919113621657,-1.0376919113621657
2016-03-23,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.5328730322878632,-0.23421953351569863,0.0,-0.15869990794629493,-0.6270617160538561,1,3.0,1,1,-0.9351577610126454,-0.9351577610126454
2016-03-25,air_0728814bd98f7367,1,0,0,0,0,0,0,-0.9141561010473362,-0.8808624243389349,0.0,0.9044238177699288,-1.0555524127651388,1,13.0,1,1,-0.3829124249196155,-0.3829124249196155
2016-03-26,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.842665525654935,-0.7985624200523412,0.0,0.27161207627217665,-0.6721659999182017,1,4.0,1,1,-0.38882291478938735,-0.38882291478938735
2016-03-27,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.5805334158827974,-0.4928766898449933,0.0,-0.3105747259057555,-0.5706813612234242,1,42.0,1,1,-0.9549450531853598,-0.9549450531853598
2016-03-28,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.46138245689546203,-0.4458481159669397,0.0,-0.5890118921647666,-0.3113317290034373,1,15.0,1,1,-1.0739257840420713,-1.0739257840420713
2016-03-29,air_0728814bd98f7367,0,0,0,0,0,1,0,-0.330316402009393,-0.12840524229007833,0.0,1.0562986357293898,-0.6383377870199425,1,8.0,1,1,-0.7951048488810952,-0.7951048488810952
2016-03-30,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.06818429223725535,0.03619476628310934,0.0,-0.4877620135251261,-0.2323992322408327,1,13.0,1,1,-0.8817063743642739,-0.8817063743642739
2016-04-01,air_0728814bd98f7367,1,0,0,0,0,0,0,-0.31840130611065953,-0.11664809882056477,0.0,-0.7661991797841371,-0.30005565803735096,1,13.0,1,1,-0.6355216223972555,-0.6355216223972555
2016-04-02,air_0728814bd98f7367,0,0,1,0,0,0,0,-0.5209579363891297,-0.8338338504608815,0.0,-1.297761042642249,-0.24367530320691905,1,7.0,1,1,-0.6529961141861462,-0.6529961141861462
2016-04-03,air_0728814bd98f7367,0,0,0,1,0,0,0,-0.19925034712332418,-0.21070524657667195,0.0,-1.1965111640026087,-0.20984709030866003,1,7.0,1,1,-1.1854541581064617,-1.1854541581064617
2016-04-04,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.05626919633852185,0.1302519140392161,0.0,-1.1458862246827886,-0.1760188774104008,1,3.0,1,1,-1.2998092881955254,-1.2998092881955254
2016-04-05,air_0728814bd98f7367,0,0,0,0,0,1,0,-0.5209579363891297,-0.763290989643801,0.0,-1.297761042642249,-0.24367530320691905,1,2.0,1,1,-1.0921712092922364,-1.0921712092922364
2016-04-06,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.08009938813598884,0.22430906179532328,0.0,0.9550487570897492,-0.5368531483251651,1,10.0,1,1,-1.0240720868796478,-1.0240720868796478
2016-04-08,air_0728814bd98f7367,1,0,0,0,0,0,0,0.19394781753488233,0.16552334444775635,0.0,-0.4118246045453959,0.0607786128774132,1,14.0,1,1,-0.5743609011361382,-0.5743609011361382
2016-04-09,air_0728814bd98f7367,0,0,1,0,0,0,0,0.229693105231083,0.43593764424656434,0.0,0.5247367728712776,-0.08581030968170965,1,14.0,1,1,-0.4805639966810633,-0.4805639966810633
2016-04-10,air_0728814bd98f7367,0,0,0,1,0,0,0,0.229693105231083,0.44769478771607785,0.0,-0.3611996652255756,0.07205468384349954,1,18.0,1,1,-1.0695571610948487,-1.0695571610948487
2016-04-11,air_0728814bd98f7367,0,1,0,0,0,0,0,-0.46138245689546203,-0.3988195420888863,0.0,0.42348689423163716,-0.48047279349473315,1,3.0,1,1,-1.3224233363929134,-1.3224233363929134
2016-04-12,air_0728814bd98f7367,0,0,0,0,0,1,0,-0.5686183199840636,-0.48111954637547993,0.0,1.486610619947861,-0.7172702837825471,1,18.0,1,1,-1.1564156643984522,-1.1564156643984522
2016-04-13,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.10392957993345603,0.11849477056970296,0.0,-0.9940114067233279,-0.10836245161388254,1,9.0,1,1,-1.0669873828906,-1.0669873828906
2016-04-14,air_0728814bd98f7367,0,0,0,0,1,0,0,0.0033062831551458195,-0.21070524657667195,0.0,-1.2724485729823392,0.2186436064026226,1,2.0,1,1,-1.033323288414943,-1.033323288414943
2016-04-15,air_0728814bd98f7367,1,0,0,0,0,0,0,0.11054214624374767,-0.03434809453397115,0.0,1.7650477862068719,-0.1760188774104008,1,2.0,1,1,-0.6026284613828731,-0.6026284613828731
2016-04-16,air_0728814bd98f7367,0,0,1,0,0,0,0,0.0033062831551458195,0.17728048791726989,0.0,-0.15869990794629493,-0.33388387093561017,1,12.0,1,1,-0.38342638056046524,-0.38342638056046524
2016-04-17,air_0728814bd98f7367,0,0,0,1,0,0,0,0.5156554068006877,0.5770233658807249,0.0,-0.3105747259057555,0.6471343031139052,1,23.0,1,1,-1.1068189450564536,-1.1068189450564536
2016-04-18,air_0728814bd98f7367,0,1,0,0,0,0,0,0.408419543712086,0.8004090918014795,0.0,-0.13338743828638494,0.3539564579956591,1,14.0,1,1,-1.4133934848233147,-1.4133934848233147
2016-04-19,air_0728814bd98f7367,0,0,0,0,0,1,0,0.17011762573741535,0.4124233573075376,0.0,1.3600482716483107,0.08333075480958609,1,20.0,1,1,-1.091143298010537,-1.091143298010537
2016-04-20,air_0728814bd98f7367,0,0,0,0,0,0,1,-0.020523908642321162,0.0009233358745690922,0.0,1.739735316546962,-0.16474280644431447,1,12.0,1,1,-0.9552020310057847,-0.9552020310057847
2016-04-22,air_0728814bd98f7367,1,0,0,0,0,0,0,0.25352329702855,0.459451931185591,0.0,0.8031739391302888,0.19609146447044992,1,5.0,1,1,-0.5558584980655481,-0.5558584980655481
2016-04-23,air_0728814bd98f7367,0,0,1,0,0,0,0,0.3011836806234844,0.3889090703685109,0.0,-1.0446363460431483,0.3314043160634864,1,21.0,1,1,-0.45692203720197594,-0.45692203720197594
2016-04-24,air_0728814bd98f7367,0,0,0,1,0,0,0,0.08671195444628069,-0.06961952494251139,0.0,-0.7915116494440473,0.139711109640018,1,22.0,1,1,-1.0849758303203403,-1.0849758303203403
2016-04-25,air_0728814bd98f7367,0,1,0,0,0,0,0,0.36075916011715203,0.4006662138380241,0.0,0.8537988784501087,0.2750239612330545,1,5.0,1,1,-1.2741115061530393,-1.2741115061530393
2016-04-26,air_0728814bd98f7367,0,0,0,0,0,1,0,0.4799101191044874,0.729866230984399,0.0,1.5625480289275915,0.28630003219914085,1,15.0,1,1,-0.9927207927878147,-0.9927207927878147
2016-04-27,air_0728814bd98f7367,0,0,0,0,0,0,1,0.36075916011715203,0.25958049220386353,0.0,-1.2218236336625188,0.4554410966904366,1,15.0,1,1,-0.9729335006151002,-0.9729335006151002
2016-04-28,air_0728814bd98f7367,0,0,0,0,1,0,0,-0.09201448403472233,-0.5399052637230468,0.0,-1.297761042642249,0.2524718193008818,1,3.0,1,1,-0.7267487486480818,-0.7267487486480818
2016-04-29,air_0728814bd98f7367,1,0,0,0,0,0,0,0.08671195444628069,0.03619476628310934,1.0,1.8156727255266925,0.07205468384349954,1,14.0,1,1,-0.5507189416570508,-0.5507189416570508
2016-04-30,air_0728814bd98f7367,0,0,1,0,0,0,0,0.11054214624374767,0.3066090660819169,0.0,1.790360255866782,-0.1760188774104008,1,10.0,1,1,-0.5956900602314018,-0.5956900602314018
2016-05-01,air_0728814bd98f7367,0,0,0,1,0,0,0,0.408419543712086,0.8356805222100193,0.0,1.1322360447091198,-0.05198209678345063,1,4.0,1,1,-0.8811924187234242,-0.8811924187234242
2016-05-02,air_0728814bd98f7367,0,1,0,0,0,0,0,0.32501387242095137,0.17728048791726989,0.0,-0.9433864674035078,0.2411957483347953,1,6.0,1,1,-1.0233011534183734,-1.0233011534183734
2016-05-03,air_0728814bd98f7367,0,0,0,0,0,1,0,0.6586365575854904,0.6945948005758588,1.0,0.1703621976325362,0.7260667998765098,1,5.0,1,1,-0.7324022606974288,-0.7324022606974288
2016-05-04,air_0728814bd98f7367,0,0,0,0,0,0,1,0.9565139550538287,1.0825805350698006,1.0,0.9803612267496592,0.8613796514695463,1,11.0,1,1,-0.7902222702930228,-0.7902222702930228
2016-05-05,air_0728814bd98f7367,0,0,0,0,1,0,0,0.896938475560161,1.000280530783207,1.0,1.8916101345064225,0.6809625160121644,1,2.0,1,1,-0.9860393694567682,-0.9860393694567682
2016-05-06,air_0728814bd98f7367,1,0,0,0,0,0,0,0.37267425601588533,0.25958049220386353,0.0,-1.1205737550228785,0.47799323862260945,1,10.0,1,1,-1.143566773377209,-1.143566773377209
2016-05-07,air_0728814bd98f7367,0,0,1,0,0,0,0,0.8373629960664934,0.8121662352709926,0.0,1.6384854379073215,0.6809625160121644,1,16.0,1,1,-0.7077323899366419,-0.7077323899366419
2016-05-08,air_0728814bd98f7367,0,0,0,1,0,0,0,0.718212037079158,0.8474376656795328,0.0,1.5878604985875016,0.7147907289104233,1,18.0,1,1,-1.055680358791906,-1.055680358791906
2016-05-09,air_0728814bd98f7367,0,1,0,0,0,0,0,0.3965044478133523,0.24782334873434997,0.0,-1.297761042642249,0.5456496644191278,1,1.0,1,1,-1.4930566091550224,-1.4930566091550224
2016-05-16,air_0728814bd98f7367,0,1,0,0,0,0,0,0.5037403109019544,0.4829662181246177,0.0,-0.4877620135251261,0.5230975224869548,1,3.0,1,1,-1.4306109987917806,-1.4306109987917806
2016-05-17,air_0728814bd98f7367,0,0,0,0,0,1,0,0.33692896831968466,0.05970905322213602,0.0,-1.297761042642249,0.44416502572435024,1,12.0,1,1,-1.2545811918007497,-1.2545811918007497
2016-05-18,air_0728814bd98f7367,0,0,0,0,0,0,1,0.539485598598155,0.8121662352709926,0.0,2.043484952465883,0.12843503867393147,1,17.0,1,1,-1.0472000907178856,-1.0472000907178856
2016-05-19,air_0728814bd98f7367,0,0,0,0,1,0,0,0.4799101191044874,0.5887805093502384,0.0,1.6131729682474114,0.376508599927832,1,5.0,1,1,-1.03846284482344,-1.03846284482344
2016-05-20,air_0728814bd98f7367,1,0,0,0,0,0,0,0.2416082011298167,0.16552334444775635,0.0,-0.5636994225048564,0.3088521741313137,1,5.0,1,1,-0.6442588682917009,-0.6442588682917009
2016-05-21,air_0728814bd98f7367,0,0,1,0,0,0,0,0.4679950232057537,0.7181090875148854,0.0,1.8409851951866023,0.139711109640018,1,17.0,1,1,-0.36312513274690106,-0.36312513274690106
2016-05-22,air_0728814bd98f7367,0,0,0,1,0,0,0,0.8492780919652266,1.1060948220088274,0.0,1.9422350738262428,0.613306090215646,1,10.0,1,1,-1.1132433905670753,-1.1132433905670753
2016-05-23,air_0728814bd98f7367,0,1,0,0,0,0,0,1.0518347222436966,1.4823234130332557,0.0,1.8409851951866023,0.46671716765652294,1,2.0,1,1,-1.31959658036824,-1.31959658036824
2016-05-24,air_0728814bd98f7367,0,0,0,0,0,1,0,1.075664914041164,1.2589376871125013,0.0,0.8031739391302888,0.7711710837408552,1,9.0,1,1,-1.2060123837404506,-1.2060123837404506
2016-05-25,air_0728814bd98f7367,0,0,0,0,0,0,1,0.8611931878639604,0.5887805093502384,0.0,-1.297761042642249,1.0417967869269287,1,4.0,1,1,-0.9968324379146124,-0.9968324379146124
2016-05-26,air_0728814bd98f7367,0,0,0,0,1,0,0,0.992259242750029,1.000280530783207,0.0,0.11973725831271599,0.9515882191982374,1,8.0,1,1,-0.9600846095938571,-0.9600846095938571
2016-05-27,air_0728814bd98f7367,1,0,0,0,0,0,0,0.5275705026994214,0.31836620955143047,0.0,-1.297761042642249,0.5005453805547821,1,9.0,1,1,-0.6609624266193169,-0.6609624266193169
2016-05-28,air_0728814bd98f7367,0,0,1,0,0,0,0,0.5156554068006877,0.5064805050636448,0.0,-1.1965111640026087,0.44416502572435024,1,15.0,1,1,-0.4620615936104732,-0.4620615936104732
