visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-23,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.7425553341570403,0.7858997626122296,0.0,-0.9881438178228704,0.8142340886091791,1,15.0,1,1,1.2692472706073052,1.2692472706073044
2016-07-24,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.9173594614293331,1.0081571980923152,0.0,0.5731749099618186,0.7256067111625669,1,18.0,1,1,-0.7546830364754527,-0.7546830364754533
2016-07-26,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,0.9057058529445138,0.8209930418985586,0.0,-1.332163198521192,0.9914888435024031,1,18.0,1,1,-0.6552917055505072,-0.6552917055505079
2016-07-27,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.9872811123382503,0.8092952821364491,0.0,-1.2792371399522193,1.1022730653106683,1,24.0,1,1,-0.4246528478913387,-0.42465284789133945
2016-07-28,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.2203532820346408,1.2538101530966206,0.0,0.017451294987607325,1.2019788649381071,1,11.0,1,1,-0.16937853213966245,-0.1693785321396632
2016-07-29,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.3019285414283772,1.4058810300040472,0.0,1.6846221399102415,1.157665176214801,1,20.0,1,1,1.1906686542777543,1.1906686542777534
2016-08-03,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.2553141074890992,1.3590899909556082,0.0,-0.27364202714174163,1.2130572871189333,1,11.0,1,1,-0.6306562474579993,-0.630656247458
2016-08-04,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.406811017791753,1.476067588576706,0.0,0.8907312613756537,1.3238415089271987,1,14.0,1,1,-0.4858167438451514,-0.48581674384515205
2016-08-05,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.4767326687006699,1.522858627625145,0.0,1.4993809349188378,1.345998353288852,1,20.0,1,1,0.7157989620807924,0.7157989620807916
2016-08-06,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,1.5233471026399483,1.6164407057220236,0.0,0.9701203492291127,1.4789394194587702,1,22.0,1,1,0.4388624331788075,0.43886243317880674
2016-08-07,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,1.4650790602158508,1.546254147149365,0.0,1.6052330520567824,1.3349199311080253,1,11.0,1,1,-0.9292549895102928,-0.9292549895102935
2016-08-09,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,1.8496481402148943,2.0258622973958658,0.0,0.7848791442377085,1.4678609972779435,1,18.0,1,1,-0.5733150950013,-0.5733150950013006
2016-08-10,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.5233471026399483,1.5930451861978039,0.0,-0.061937792865851396,1.501096263820423,1,24.0,1,1,0.5747822019650578,0.574782201965057
2016-08-11,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.313582149913197,1.3707877507177182,1.0,-0.061937792865851396,1.4124688863738109,1,23.0,1,1,0.21969180601097896,0.21969180601097818
2016-08-12,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.2436604990042797,1.3473922311934985,0.0,0.09684038284106605,1.3016846645655455,1,8.0,1,1,-0.27514110222646343,-0.27514110222646415
2016-08-13,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,1.2203532820346408,1.335694471431389,1.0,0.5467118806773325,1.2019788649381071,1,16.0,1,1,-0.0852781752031701,-0.08527817520317084
2016-08-18,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.2669677159739186,1.3122989519071695,0.0,-1.067532905676329,1.4124688863738109,1,9.0,1,1,-0.8477031282385428,-0.8477031282385433
2016-08-19,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.3485429753676554,1.3941832702419372,0.0,0.46732279282387373,1.390312042012158,1,17.0,1,1,0.6737487836125463,0.6737487836125454
2016-08-21,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,1.3835038008221137,1.534556387387255,0.0,0.7319530856687363,1.22413570929976,1,20.0,1,1,-1.1488503659555784,-1.148850365955579
2016-08-23,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,1.2553141074890992,1.1719258347618517,0.0,-0.9087547299694116,1.3016846645655455,1,9.0,1,1,-0.9216095025160663,-0.921609502516067
2016-08-24,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.2203532820346408,1.26550791285873,0.0,-0.8558286714004392,1.22413570929976,1,17.0,1,1,-0.7045626217355229,-0.7045626217355235
2016-08-25,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.3951574093069334,1.440974309290377,0.0,1.7904742570481864,1.22413570929976,1,10.0,1,1,-0.5567498731804758,-0.5567498731804764
2016-08-26,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.430118234761392,1.4526720690524861,0.0,1.3406027592119198,1.2795278202038927,1,16.0,1,1,1.0139729548556289,1.0139729548556282
2016-08-27,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.9639738953686113,0.7742020028501196,0.0,-1.358626227805678,1.0136456878640565,1,18.0,1,1,1.0857555827458674,1.0857555827458665
2016-08-28,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.7658625511266797,0.4934557685594852,0.0,-1.358626227805678,0.9804104213215769,1,15.0,1,1,-0.521070933874085,-0.5210709338740858
2016-08-30,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,1.0572027632471677,0.9028773602333273,0.0,-1.1998480520987607,1.113351487491495,1,13.0,1,1,-0.9517667012155155,-0.9517667012155162
2016-08-31,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.2553141074890992,1.2538101530966206,0.0,1.631696081341269,1.113351487491495,1,19.0,1,1,-0.46203078430755756,-0.4620307843075583
2016-09-01,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.2786213244587383,1.4175787897661571,0.0,1.3141397299274338,1.0579593765873623,1,12.0,1,1,-0.9105660213021834,-0.9105660213021841
2016-09-02,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.2436604990042797,1.1017392761891933,0.0,-0.061937792865851396,1.1687435983956276,1,15.0,1,1,0.46179889416148723,0.46179889416148645
2016-09-03,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,1.3019285414283772,1.4175787897661571,0.0,0.599637939246305,1.345998353288852,1,16.0,1,1,1.1252572655493713,1.1252572655493704
2016-09-04,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,1.2436604990042797,1.3473922311934985,0.0,-0.1677899100037965,1.2795278202038927,1,20.0,1,1,-1.0723954960133126,-1.0723954960133133
2016-09-07,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.2902749329435579,1.1602280749997422,0.0,-0.7499765542624942,1.4346257307354637,1,14.0,1,1,-0.8417566383541443,-0.8417566383541449
2016-09-08,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.208699673549821,1.1719258347618517,0.0,-1.0146068471073568,1.3570767754696782,1,19.0,1,1,-0.6739806737586166,-0.6739806737586173
2016-09-09,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,1.2786213244587383,1.4175787897661571,0.0,0.04391432427209349,1.1244299096723216,1,19.0,1,1,0.8228357799999645,0.8228357799999637
2016-09-10,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,1.2320068905194603,1.26550791285873,0.0,-0.27364202714174163,1.2019788649381071,1,22.0,1,1,1.4013442958964422,1.4013442958964413
2016-09-11,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.8357842020355966,0.5519445673700341,0.0,-1.3057001692367054,0.9250183104174442,1,29.0,1,1,-0.5728903457238429,-0.5728903457238437
2016-09-13,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,0.7658625511266797,0.4115714502247165,0.0,-1.358626227805678,0.9914888435024031,1,16.0,1,1,-1.1386563832966097,-1.1386563832966103
2016-09-14,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.8241305935507772,0.7274109638016807,0.0,-1.2792371399522193,0.9028614660557913,1,21.0,1,1,-0.6896963970245268,-0.6896963970245275
2016-09-15,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.9406666783989724,0.7040154442774608,0.0,-1.332163198521192,1.0801162209490154,1,3.0,1,1,-0.3205892749143659,-0.3205892749143666
2016-09-16,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,0.8008233765811379,0.47006024903526533,0.0,-1.358626227805678,1.0468809544065356,1,19.0,1,1,0.7455314115027847,0.7455314115027839
2016-09-18,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.99893472082307,0.7625042430880097,0.0,-1.358626227805678,1.0801162209490154,1,26.0,1,1,-0.06786345482743178,-0.06786345482743252
2016-09-20,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,0.3579862541579966,-0.03294342073545463,0.0,-1.358626227805678,0.5705088006309958,1,17.0,1,1,-2.280807190378569,-2.2808071903785696
2016-09-21,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.4745223390061918,0.32968713188994814,0.0,-1.332163198521192,0.5705088006309958,1,26.0,1,1,0.16829714343867808,0.1682971434386773
2016-09-22,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.3929470796124548,0.06063865736142323,1.0,-1.358626227805678,0.6259009115351284,1,23.0,1,1,-0.5886060689897531,-0.5886060689897539
2016-09-23,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,0.5560975983999283,0.20101177450674085,0.0,-1.358626227805678,0.7699203998858728,1,19.0,1,1,-0.04152899962509579,-0.041528999625096534
2016-09-24,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.6726336832481234,0.4115714502247165,0.0,-1.358626227805678,0.9250183104174442,1,19.0,1,1,1.013548205578172,1.013548205578171
2016-09-25,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.8823986359748749,0.9379706395196563,0.0,-0.45888323213314536,0.8696261995133117,1,37.0,1,1,-0.6833251578626713,-0.683325157862672
2016-09-27,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,1.1154708056712652,1.1017392761891933,0.0,-0.7499765542624942,1.1465867540339745,1,10.0,1,1,-0.758930529250023,-0.7589305292500237
2016-09-28,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,1.2203532820346408,1.1953213542860717,0.0,-0.8029026128314666,1.2795278202038927,1,19.0,1,1,-0.6281077517932572,-0.6281077517932578
2016-09-29,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.99893472082307,0.8794818407091074,0.0,-1.1733850228142741,1.0247241100448827,1,18.0,1,1,-0.4900642366197217,-0.49006423661972237
2016-09-30,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,0.6260192493088451,0.5051535283215948,0.0,-0.7235135249780079,0.7034498668009139,1,20.0,1,1,1.0912773233528088,1.091277323352808
2016-10-01,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.42790790506691345,0.16591849522041144,0.0,-1.358626227805678,0.5705088006309958,1,25.0,1,1,1.1299295076013987,1.1299295076013978
2016-10-02,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.8241305935507772,0.8443885614227784,0.0,1.049509437082571,0.6812930224392609,1,28.0,1,1,-0.7470375494812261,-0.7470375494812268
2016-10-05,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.9290130699141528,0.7040154442774608,0.0,-1.1733850228142741,1.0025672656832298,1,18.0,1,1,-1.2121380082966762,-1.2121380082966768
2016-10-06,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,1.162085239610543,1.27720567262084,0.0,0.8378052028066814,0.9914888435024031,1,26.0,1,1,-0.6765291694233588,-0.6765291694233595
2016-10-07,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,0.6260192493088451,0.5285490478458142,0.0,0.17622947069452477,0.7256067111625669,1,19.0,1,1,0.6567588125142649,0.6567588125142642
2016-10-08,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.6027120323392062,0.5753400868942535,0.0,-1.3057001692367054,0.6369793337159546,1,28.0,1,1,0.9421903269653905,0.9421903269653897
2016-10-09,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.730901725672221,0.6221311259426925,0.0,-1.358626227805678,0.6812930224392609,1,32.0,1,1,0.12879546063517408,0.12879546063517333
2016-10-11,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,0.18318212688570384,-0.03294342073545463,0.0,-1.3057001692367054,0.41541089009942433,1,10.0,1,1,-1.5744491419675246,-1.5744491419675253
2016-10-12,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.21814295234016207,0.32968713188994814,0.0,0.8113421735221947,0.1384503355787614,1,16.0,1,1,-0.7708235090188199,-0.7708235090188206
2016-10-13,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.05499243355268899,-0.25520085621554056,0.0,-1.358626227805678,0.31570509047198586,1,16.0,1,1,-0.73217132477023,-0.7321713247702306
2016-10-14,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.0498900428106867,-0.10312997930811343,0.0,-0.3001050564262278,0.01658769158966978,1,16.0,1,1,0.8343040104913044,0.8343040104913035
2016-10-15,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.07829965052232794,0.2711983330793993,0.0,1.4993809349188378,-0.07203968585694223,1,26.0,1,1,1.359718866705653,1.3597188667056521
2016-10-16,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.15987490991606448,0.2945938526036187,0.0,0.017451294987607325,0.027666113770496256,1,29.0,1,1,-0.7835659873425309,-0.7835659873425316
2016-10-18,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,0.5677512068847476,0.6923176845153513,0.0,0.20269249997901118,0.47080300100355693,1,8.0,1,1,-0.9186362575738671,-0.9186362575738677
2016-10-19,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.5560975983999283,0.4115714502247165,0.0,-0.8558286714004392,0.6591361780776076,1,19.0,1,1,-0.7640275205795074,-0.7640275205795081
2016-10-20,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.6842872917329428,0.8560863211848879,0.0,1.2876767006429475,0.5040382675460365,1,15.0,1,1,-0.5151244439896866,-0.5151244439896873
2016-10-21,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,0.2531037777946207,0.11912745617197211,0.0,-0.061937792865851396,0.3267835126528123,1,18.0,1,1,0.8606384656936404,0.8606384656936396
2016-10-22,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,0.07829965052232794,-0.24350309645343066,0.0,-1.332163198521192,0.24923455738702657,1,28.0,1,1,1.478648664393622,1.4786486643936212
2016-10-23,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,0.24145016930980143,0.22440729403096032,0.0,-0.08840082215033779,0.24923455738702657,1,12.0,1,1,-0.48284349890295214,-0.48284349890295286
2016-10-25,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.23634777856779893,-0.37217845383663833,0.0,-0.7235135249780079,-0.2714512851118196,1,14.0,1,1,-0.877010828383078,-0.8770108283830785
2016-10-26,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,0.3579862541579966,0.6221311259426925,0.0,1.1818245835050025,0.01658769158966978,1,19.0,1,1,-0.43484683055030754,-0.4348468305503082
2016-10-27,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,0.3463326456731769,0.34138489165205804,0.0,0.6525639978152773,0.08305822467462884,1,13.0,1,1,-0.41955585656185435,-0.41955585656185507
2016-10-28,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.4461127312945503,-0.6529246881272728,0.0,-1.358626227805678,-0.26037286293099315,1,16.0,1,1,0.750203653554812,0.7502036535548112
2016-10-29,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.06154365129550617,0.04894089759931371,0.0,-1.358626227805678,-0.09419653021859538,1,17.0,1,1,1.6833778161279116,1.6833778161279107
2016-10-30,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.48107355674900876,-0.8049955650346999,0.0,-1.358626227805678,-0.3157649738351257,1,11.0,1,1,-0.38897390858494807,-0.38897390858494874
2016-11-02,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.5976096415972039,-0.9570664419421271,0.0,-1.358626227805678,-0.4265491956433909,1,25.0,1,1,0.1767921289878187,0.17679212898781793
2016-11-03,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-0.3645374719008136,-0.11482773907022338,1.0,1.1553615542205162,-0.4487060400050438,1,24.0,1,1,-0.3473484793941589,-0.34734847939415964
2016-11-04,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.23634777856779893,-0.18501429764288177,0.0,1.0759724663670573,-0.43762761782421733,1,18.0,1,1,-0.20208422650385394,-0.20208422650385466
2016-11-05,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.16642612765888187,-0.10312997930811343,0.0,0.44085976353938733,-0.1385102189419015,1,14.0,1,1,1.1511669714742503,1.1511669714742494
2016-11-06,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.1431189106892427,0.04894089759931371,0.0,1.1553615542205162,-0.2825297072926461,1,30.0,1,1,-0.8443051340188865,-0.8443051340188871
2016-11-08,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.7141457264453991,-0.7932978052725902,0.0,-0.8822917006849255,-0.7035097501640538,1,5.0,1,1,-1.512435747458798,-1.5124357474587986
2016-11-09,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.6558776840213015,-0.6763202076514924,0.0,0.22915552926349733,-0.5040981509091764,1,11.0,1,1,-1.1666898356087738,-1.1666898356087745
2016-11-10,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-0.7491065518998578,-0.8634843638452487,0.0,-1.2263110813832467,-0.5373334174516561,1,16.0,1,1,-0.8697900906663084,-0.8697900906663091
2016-11-11,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.8190282028087748,-0.9687642017042367,0.0,-1.358626227805678,-0.7478234388873598,1,23.0,1,1,0.19335735080864297,0.1933573508086422
2016-11-12,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.28296221250707704,-0.18501429764288177,0.0,0.308544617116956,-0.2714512851118196,1,23.0,1,1,1.7534614469083218,1.753461446908321
2016-11-13,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.28296221250707704,-0.20840981716710125,0.0,0.6525639978152773,-0.3711570847392583,1,24.0,1,1,-0.691820143411812,-0.6918201434118126
2016-11-15,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.08485086826514512,-0.1265254988323329,0.0,-0.9352177592538979,0.027666113770496256,1,10.0,1,1,-1.2779741463025163,-1.277974146302517
2016-11-16,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.4111519058400917,-0.6529246881272728,0.0,-1.1998480520987607,-0.19390232984603406,1,26.0,1,1,-0.625984005405972,-0.6259840054059727
2016-11-17,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-0.3994982973552722,-0.24350309645343066,0.0,0.7848791442377085,-0.515176573090003,1,7.0,1,1,-0.5703418500591008,-0.5703418500591014
2016-11-18,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.5509952076579258,-0.5476448502682849,0.0,1.023046407798085,-0.7035097501640538,1,16.0,1,1,0.8780531860693788,0.8780531860693779
2016-11-19,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.7257993349302185,-0.9804619614663465,0.0,-1.358626227805678,-0.5040981509091764,1,18.0,1,1,1.4450934714745165,1.4450934714745156
2016-11-20,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.28296221250707704,0.0021498585508743628,0.0,0.46732279282387373,-0.39331392910091123,1,16.0,1,1,-0.4106361217352567,-0.4106361217352574
2016-11-22,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.23634777856779893,-0.1265254988323329,0.0,0.41439673425490114,-0.23821601856934,1,17.0,1,1,0.49705308419042094,0.4970530841904201
2016-11-24,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-1.5415519288675847,-1.3781857933780788,0.0,-1.358626227805678,-1.2795877035670327,1,17.0,1,1,-1.5217802315628526,-1.5217802315628532
2016-11-25,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-1.2152508912926383,-1.1208350786116636,0.0,1.1024354956515439,-1.3460582366519915,1,21.0,1,1,0.7264176940172182,0.7264176940172175
2016-11-26,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.9006034622025113,-0.851786604083139,0.0,0.3614706756859286,-1.0247839934080225,1,33.0,1,1,1.8031571123707946,1.8031571123707937
2016-11-27,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.6325704670516625,-0.7699022857483705,0.0,-1.2263110813832467,-0.4265491956433909,1,26.0,1,1,-0.8226429208685778,-0.8226429208685785
2016-11-29,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.644224075536482,-0.7114134869378216,0.0,0.14976644141003861,-0.5484118396324825,1,17.0,1,1,-0.9407232200016328,-0.9407232200016334
2016-11-30,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.8423354197784138,-1.003857480990566,0.0,-0.061937792865851396,-0.8475292385147984,1,17.0,1,1,-0.6697331809840462,-0.669733180984047
2016-12-01,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-0.7024921179605796,-0.45406277217140667,0.0,-0.5382723199866041,-0.7256665945257067,1,15.0,1,1,-0.7886629786720153,-0.788662978672016
2016-12-02,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.5276879906882869,-0.5710403697925044,0.0,0.8907312613756537,-0.4154707734625644,1,18.0,1,1,1.025441185346969,1.025441185346968
2016-12-03,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.6092632500820234,-0.5242493307440652,0.0,0.41439673425490114,-0.7478234388873598,1,26.0,1,1,2.3124314960417762,2.3124314960417753
2016-12-04,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-0.5160343822034674,-0.5125515709819556,0.0,0.5467118806773325,-0.5705686839941356,1,26.0,1,1,-0.5954020574290656,-0.5954020574290664
2016-12-07,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.9938323300810675,-1.0740440395632247,0.0,-0.9616807885383841,-0.8364508163339719,1,29.0,1,1,-0.43782007549250673,-0.43782007549250745
2016-12-08,air_c88467d88b2c8ecd,0,0,0,0,1,0,0,-0.8656426367480529,-0.7582045259862608,0.0,0.9171942906601399,-1.0469408377696758,1,20.0,1,1,-0.24880664702412747,-0.24880664702412816
2016-12-09,air_c88467d88b2c8ecd,1,0,0,0,0,0,0,-0.574302424627565,-0.34878293431241886,0.0,0.9965833785135988,-0.9583134603230637,1,19.0,1,1,1.7347724787002126,1.7347724787002115
2016-12-10,air_c88467d88b2c8ecd,0,0,1,0,0,0,0,-0.8772962452328723,-0.9570664419421271,0.0,0.943657319944626,-0.7589018610681864,1,32.0,1,1,2.563458319018882,2.563458319018881
2016-12-11,air_c88467d88b2c8ecd,0,0,0,1,0,0,0,-1.075407589474804,-1.109137318849554,0.0,0.9701203492291127,-0.9915487268655432,1,17.0,1,1,-0.02878652130138483,-0.02878652130138557
2016-12-13,air_c88467d88b2c8ecd,0,0,0,0,0,1,0,-0.7724137688694966,-0.5944358893167239,0.0,-0.6970504956935216,-1.0026271490463696,1,18.0,1,1,-0.7143318551170347,-0.7143318551170353
2016-12-14,air_c88467d88b2c8ecd,0,0,0,0,0,0,1,-0.9239106791721504,-1.0623462798011147,0.0,-1.2792371399522193,-0.7921371276106659,1,33.0,1,1,0.02770513260040044,0.027705132600399692
