visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,total_area_visitors,total_genre_visitors
2016-07-17,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.0646065606321184,1.0389392144316822,0.0,-0.029254331855092564,1.2093222726298485,1,1.0,1,1,0.48206143326456097,0.48206143326456097
2016-07-21,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.2160895485113337,1.1732522587911804,0.0,0.8082508298325043,1.1990226473678194,1,1.0,1,1,-0.15259713994519716,-0.15259713994519716
2016-07-22,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.1511682679916702,1.0949029829148065,0.0,0.8622834209091232,1.1269252705336155,1,3.0,1,1,1.0070938288950484,1.0070938288950484
2016-07-23,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.20526933509139,1.3411435642405536,0.0,1.6997885825967198,1.0754271442234697,1,3.0,1,1,1.3161736539764037,1.3161736539764037
2016-07-24,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.2701906156110534,1.2739870420608042,0.0,0.8622834209091232,1.1784233968437612,1,14.0,1,1,-0.43087897533873065,-0.43087897533873065
2016-07-25,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.2160895485113337,1.1172884903080562,0.0,-1.244987631079023,1.374116276822315,1,1.0,1,1,-1.060404550267185,-1.060404550267185
2016-07-29,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.3675725363905493,1.419492840116928,0.0,1.564707104905172,1.302018899988111,1,2.0,1,1,1.24834474811632,1.24834474811632
2016-07-30,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.3675725363905493,1.3299508105439286,0.0,1.3755930361370052,1.31231852525014,1,2.0,1,1,1.3642038521800308,1.3642038521800308
2016-07-31,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.3459321095506611,1.3859145790270528,0.0,0.7542182387558848,1.374116276822315,1,3.0,1,1,-0.3868818472132708,-0.3868818472132708
2016-08-01,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.378392749810493,1.430685593813552,0.0,1.564707104905172,1.240221148415936,1,8.0,1,1,-1.1139343894864946,-1.1139343894864946
2016-08-02,air_382f5ace4e2247b8,0,0,0,0,0,1,0,1.2269097619312779,1.2739870420608042,0.0,0.8352671253708137,1.2711200242020235,1,3.0,1,1,-0.7656237918266042,-0.7656237918266042
2016-08-04,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.389212963230437,1.4642638549034273,0.0,1.1864789673688383,1.302018899988111,1,8.0,1,1,-0.19879412447693,-0.19879412447693
2016-08-05,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.421673603490269,1.5426131307798008,0.0,1.564707104905172,1.31231852525014,1,2.0,1,1,0.8384381710807857,0.8384381710807857
2016-08-07,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.4649544571700446,1.4642638549034273,0.0,1.1594626718305283,1.4050151526084025,1,3.0,1,1,-0.5815691391684306,-0.5815691391684306
2016-08-08,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.4324938169102128,1.430685593813552,0.0,0.8082508298325043,1.3432174010362274,1,6.0,1,1,-1.095602252767553,-1.095602252767553
2016-08-09,air_382f5ace4e2247b8,0,0,0,0,0,1,0,1.4974150974298766,1.564998638173051,0.0,1.2675278539837667,1.3226181505121692,1,4.0,1,1,-0.27432252775896937,-0.27432252775896937
2016-08-11,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.3351118961307173,1.430685593813552,1.0,1.9699515379798154,1.096026394747528,1,4.0,1,1,0.4101994573263099,0.4101994573263099
2016-08-12,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.4000331766503809,1.576191391869676,0.0,1.9699515379798154,1.1990226473678194,1,16.0,1,1,-0.016939328225029342,-0.016939328225029342
2016-08-15,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.5190555242697645,1.4866493622966765,1.0,0.48405528337278936,1.5286106557527521,1,1.0,1,1,-1.3955160094894377,-1.3955160094894377
2016-08-16,air_382f5ace4e2247b8,0,0,0,0,0,1,0,1.4108533900703248,1.3635290716338035,0.0,-0.38046617385311693,1.4565132789185482,1,13.0,1,1,-1.2792902626913478,-1.2792902626913478
2016-08-18,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.378392749810493,1.5090348696899265,0.0,1.7538211736733391,1.1887230221057903,1,1.0,1,1,-0.5111737341676948,-0.5111737341676948
2016-08-20,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.5298757376897085,1.576191391869676,0.0,0.9703486030623616,1.43591402839449,1,1.0,1,1,0.6862814363135704,0.6862814363135704
2016-08-25,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.4541342437501006,1.5090348696899265,0.0,1.2945441495220762,1.3844159020843443,1,10.0,1,1,-0.26002346111819497,-0.26002346111819497
2016-08-26,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.3242916827107731,1.5202276233865515,0.0,0.8352671253708137,1.3432174010362274,1,6.0,1,1,1.0958213706147257,1.0958213706147257
2016-08-27,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.1511682679916702,1.0277464607350573,0.0,-1.4341016998471903,1.302018899988111,1,8.0,1,1,1.1577839927247484,1.1577839927247484
2016-08-28,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.1187076277318382,1.0501319681283068,0.0,-1.1639387444640945,1.106326020009557,1,1.0,1,1,-0.22922547143037306,-0.22922547143037306
2016-08-29,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.9347639995927912,0.9382044311620582,0.0,-0.7857106069277605,0.9930301421272365,1,6.0,1,1,-1.3808503001142842,-1.3808503001142842
2016-08-30,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.8157416519734075,0.7031566035329362,0.0,0.5380878744494085,0.7149402600524497,1,4.0,1,1,-0.6010012040905087,-0.6010012040905087
2016-09-01,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.9347639995927912,1.1284812440046812,0.0,0.34897380568124153,0.7046406347904204,1,2.0,1,1,-0.565436858855762,-0.565436858855762
2016-09-02,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.1187076277318382,1.2963725494540541,0.0,0.5110715789110989,0.8900338895069451,1,10.0,1,1,0.6191858159222441,0.6191858159222441
2016-09-03,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.2810108290309976,1.2851797957574291,0.0,-0.0022380363167828488,1.1372248957956446,1,5.0,1,1,1.1918817670219797,1.1918817670219797
2016-09-05,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.0862469874720064,0.9829754459485579,0.0,-1.1639387444640945,1.302018899988111,1,15.0,1,1,-1.2913894729258493,-1.2913894729258493
2016-09-06,air_382f5ace4e2247b8,0,0,0,0,0,1,0,1.2810108290309976,1.3075653031506793,0.0,0.5921204655260275,1.240221148415936,1,7.0,1,1,-0.6010012040905087,-0.6010012040905087
2016-09-08,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.9996852801124547,1.0053609533418075,0.0,-0.2724009916998785,1.023929017913324,1,4.0,1,1,-0.36121685580675256,-0.36121685580675256
2016-09-09,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.9347639995927912,0.9158189237688085,0.0,1.2945441495220762,0.9312323905550616,1,12.0,1,1,0.9308321401442513,0.9308321401442513
2016-09-11,air_382f5ace4e2247b8,0,0,0,1,0,0,0,1.1078874143118942,1.150866751397931,0.0,1.2405115584454574,1.106326020009557,1,1.0,1,1,-0.27395588502459056,-0.27395588502459056
2016-09-12,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.9780448532725668,0.7367348646228109,0.0,-1.4611179953854998,1.1990226473678194,1,13.0,1,1,-1.2704908370662558,-1.2704908370662558
2016-09-13,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.913123572752903,0.7926986331059352,0.0,-0.19135210508494988,1.0136293926512947,1,7.0,1,1,-0.7623240072171947,-0.7623240072171947
2016-09-15,air_382f5ace4e2247b8,0,0,0,0,1,0,0,1.0213257069523425,0.8822406626789339,0.0,-1.2720039266173326,1.106326020009557,1,10.0,1,1,-0.05617010080356436,-0.05617010080356436
2016-09-16,air_382f5ace4e2247b8,1,0,0,0,0,0,0,1.0646065606321184,1.0389392144316822,0.0,-0.1373195140083307,1.1372248957956446,1,7.0,1,1,0.8641031624873039,0.8641031624873039
2016-09-17,air_382f5ace4e2247b8,0,0,1,0,0,0,0,1.129527841151782,1.21802327357768,0.0,-0.05627062739340204,1.168123771581732,1,1.0,1,1,1.317640224913919,1.317640224913919
2016-09-19,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.7832810117135757,0.7255421109261858,1.0,-1.4341016998471903,0.7870376368866536,1,4.0,1,1,-1.2734239789412864,-1.2734239789412864
2016-09-20,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.491135249375089,0.3897595000274398,0.0,-1.4611179953854998,0.6840413842663622,1,5.0,1,1,-1.748226319961874,-1.748226319961874
2016-09-22,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.5560565298947528,0.16590442609494246,1.0,-1.4611179953854998,0.8385357631967993,1,3.0,1,1,-0.28752166619660735,-0.28752166619660735
2016-09-23,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.6534384506742483,0.6583855887464365,0.0,-0.35344987831480745,0.8179365126727411,1,13.0,1,1,0.18471417568332824,0.18471417568332824
2016-09-24,air_382f5ace4e2247b8,0,0,1,0,0,0,0,0.8049214385534634,0.7926986331059352,0.0,0.5651041699877181,0.7664383863625954,1,2.0,1,1,1.0954547278803468,1.0954547278803468
2016-09-25,air_382f5ace4e2247b8,0,0,0,1,0,0,0,0.7508203714537437,0.5688435591734379,0.0,-1.244987631079023,0.962131266341149,1,2.0,1,1,-0.3692829959630869,-0.3692829959630869
2016-09-26,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.8806629324930715,0.7926986331059352,0.0,-1.190955040002404,1.023929017913324,1,9.0,1,1,-1.0464721263607895,-1.0464721263607895
2016-09-27,air_382f5ace4e2247b8,0,0,0,0,0,1,0,1.0970672008919504,1.1172884903080562,0.0,0.48405528337278936,0.962131266341149,1,9.0,1,1,-0.43454540268251896,-0.43454540268251896
2016-09-29,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.6426182372543042,0.4121450074206895,0.0,-1.4611179953854998,0.7664383863625954,1,7.0,1,1,-0.20246055182071832,-0.20246055182071832
2016-09-30,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.4803150359551449,0.2778319630611911,0.0,-1.4611179953854998,0.6634421337423039,1,7.0,1,1,1.162550348271673,1.162550348271673
2016-10-01,air_382f5ace4e2247b8,0,0,1,0,0,0,0,0.6858990909340802,0.5576508054768128,0.0,-1.3530528132322615,0.8488353884588282,1,1.0,1,1,1.195914837100147,1.195914837100147
2016-10-03,air_382f5ace4e2247b8,0,1,0,0,0,0,0,1.0321459203722867,0.9270116774654336,0.0,-1.190955040002404,1.1990226473678194,1,10.0,1,1,-1.4853434794122513,-1.4853434794122513
2016-10-04,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.9780448532725668,0.9605899385553082,0.0,-1.1369224489257848,1.034228643175353,1,10.0,1,1,-0.659297398856743,-0.659297398856743
2016-10-06,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.7508203714537437,0.7367348646228109,0.0,0.34897380568124153,0.6222436326941871,1,8.0,1,1,-0.3634167122130256,-0.3634167122130256
2016-10-07,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.4262139688554251,0.44572326851056415,0.0,-0.4344987649297361,0.34415375061940023,1,12.0,1,1,0.787474831002128,0.787474831002128
2016-10-08,air_382f5ace4e2247b8,0,0,1,0,0,0,0,0.7508203714537437,0.7255421109261858,0.0,-0.6506291292362126,0.6737417590043329,1,1.0,1,1,1.033858748504703,1.033858748504703
2016-10-11,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.09078735283716285,-0.01317963305105556,0.0,-1.326036517693952,0.1690601211649048,1,3.0,1,1,-1.1384994526898764,-1.1384994526898764
2016-10-13,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.04750649915738681,0.02039862803881912,0.0,-1.001840971234237,0.2205582474750505,1,3.0,1,1,-0.41144691041665254,-0.41144691041665254
2016-10-15,air_382f5ace4e2247b8,0,0,1,0,0,0,0,0.09078735283716285,0.4345305148139391,0.0,1.0784137852156,-0.20172638826814465,1,16.0,1,1,1.3942685563990949,1.3942685563990949
2016-10-16,air_382f5ace4e2247b8,0,0,0,1,0,0,0,0.36129268833576167,0.3897595000274398,0.0,-1.380069108770571,0.261756748523167,1,1.0,1,1,-0.4558106812764912,-0.4558106812764912
2016-10-17,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.5019554627950331,0.44572326851056415,0.0,-1.1639387444640945,0.7149402600524497,1,7.0,1,1,-1.3540853805046296,-1.3540853805046296
2016-10-18,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.7291799446138558,0.6919638498363112,0.0,0.132843441374765,0.7046406347904204,1,5.0,1,1,-0.5724030708089598,-0.5724030708089598
2016-10-20,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.5344161030548646,0.46810877590381383,0.0,0.34897380568124153,0.5913447569080996,1,16.0,1,1,-0.2240924731490694,-0.2240924731490694
2016-10-21,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.2314501272964343,0.031591381735444145,0.0,-1.326036517693952,0.29265562430925446,1,9.0,1,1,0.9634633435039673,0.9634633435039673
2016-10-22,air_382f5ace4e2247b8,0,0,1,0,0,0,0,-0.049875421622108604,-0.5280463030957993,0.0,-1.4611179953854998,0.23085787273707964,1,8.0,1,1,1.4969285220251678,1.4969285220251678
2016-10-23,air_382f5ace4e2247b8,0,0,0,1,0,0,0,0.12324799309699479,0.02039862803881912,0.0,-1.380069108770571,0.21025862221302122,1,2.0,1,1,-0.1962276253362782,-0.1962276253362782
2016-10-24,air_382f5ace4e2247b8,0,1,0,0,0,0,0,0.004225645477611158,0.08755515021856848,0.0,1.3755930361370052,-0.09873013564785318,1,9.0,1,1,-1.192029291909186,-1.192029291909186
2016-10-25,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.10160756625710657,0.24425370197131646,0.0,0.24090862352800313,-0.18112713774408626,1,11.0,1,1,-0.5364720828398343,-0.5364720828398343
2016-10-27,air_382f5ace4e2247b8,0,0,0,0,1,0,0,0.28555119439615406,0.44572326851056415,0.0,1.0513974896772904,0.1690601211649048,1,3.0,1,1,-0.14159785791383223,-0.14159785791383223
2016-10-28,air_382f5ace4e2247b8,1,0,0,0,0,0,0,0.05832671257733092,-0.1586854311071785,0.0,-1.3530528132322615,0.29265562430925446,1,8.0,1,1,0.868136232565471,0.868136232565471
2016-10-29,air_382f5ace4e2247b8,0,0,1,0,0,0,0,0.06914692599727502,0.1435189187016928,0.0,-0.24538469616156908,-0.01633313355161993,1,28.0,1,1,1.6736503199957649,1.6736503199957649
2016-10-30,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.25545947660104373,-0.22584195328692788,0.0,0.8892997164474327,-0.22232563879220288,1,42.0,1,1,-0.1151995810385563,-0.1151995810385563
2016-11-01,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.25545947660104373,-0.23703470698355292,0.0,0.024778259221526624,-0.31502226615046525,1,9.0,1,1,-0.7502247969826933,-0.7502247969826933
2016-11-03,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.5151445986796986,-0.3265767365565515,1.0,0.5651041699877181,-0.5519136471771356,1,2.0,1,1,-0.07926859306943078,-0.07926859306943078
2016-11-04,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.5259648120996425,-0.2818057217700522,0.0,1.1594626718305283,-0.7167076513696019,1,4.0,1,1,0.04612322208812976,0.04612322208812976
2016-11-06,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.2987403302808196,-0.024372386747680188,0.0,0.3219575101429318,-0.43861776929481494,1,1.0,1,1,-0.5082405922926642,-0.5082405922926642
2016-11-07,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.5259648120996425,-0.33776949025317654,0.0,1.1864789673688383,-0.7167076513696019,1,12.0,1,1,-1.2605914832380274,-1.2605914832380274
2016-11-08,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.26627969002098767,-0.33776949025317654,0.0,-1.380069108770571,-0.26352413984031947,1,8.0,1,1,-1.0849696134705669,-1.0849696134705669
2016-11-10,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.7423690804985216,-0.886214421387795,0.0,-1.190955040002404,-0.6755091503214854,1,5.0,1,1,-0.5302391563553941,-0.5302391563553941
2016-11-11,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.46104353157997885,-0.25942021437680257,0.0,-0.2183684006232596,-0.5107151461290189,1,5.0,1,1,0.3874676077948223,0.3874676077948223
2016-11-12,air_382f5ace4e2247b8,0,0,1,0,0,0,0,-0.4394031047400908,-0.1586854311071785,0.0,0.997364898600671,-0.6446102745353979,1,13.0,1,1,1.734146371168272,1.734146371168272
2016-11-13,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.2229988363412118,-0.14749267741055389,0.0,0.024778259221526624,-0.32532189141249435,1,1.0,1,1,-0.3766158506506635,-0.3766158506506635
2016-11-15,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.03668628573744309,0.19948268718481715,0.0,-0.5695802426212839,-0.2429248893162611,1,13.0,1,1,-0.8825828240934517,-0.8825828240934517
2016-11-17,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.4718637449999228,-0.25942021437680257,0.0,0.8352671253708137,-0.6446102745353979,1,3.0,1,1,-0.27175602861831755,-0.27175602861831755
2016-11-18,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.3528413973805393,-0.3601549976464262,0.0,-0.16433580954664043,-0.46951664508090246,1,5.0,1,1,0.9784956956134995,0.9784956956134995
2016-11-20,air_382f5ace4e2247b8,0,0,0,1,0,0,0,0.05832671257733092,0.09874790391519311,0.0,-1.2179713355407136,0.09696274433070065,1,5.0,1,1,-0.13389836049187676,-0.13389836049187676
2016-11-21,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.1256169155617162,-0.38254050503967585,0.0,-1.4341016998471903,0.055764243282584024,1,8.0,1,1,-1.2675576951912253,-1.2675576951912253
2016-11-22,air_382f5ace4e2247b8,0,0,0,0,0,1,0,0.015045858897555265,0.12113341130844317,0.0,0.9163160119857426,-0.1193293861719114,1,14.0,1,1,0.6496171628756872,0.6496171628756872
2016-11-24,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.6233467328791381,-0.6287810863654231,0.0,0.15985973691307448,-0.5931121482252522,1,13.0,1,1,-1.093035753626901,-1.093035753626901
2016-11-25,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.7315488670785777,-0.6063955789721734,0.0,0.5110715789110989,-0.6858087755835145,1,6.0,1,1,0.8476042394402564,0.8476042394402564
2016-11-26,air_382f5ace4e2247b8,0,0,1,0,0,0,0,-0.7207286536586336,-0.6623593474552978,0.0,0.2679249190663128,-0.9535990323962723,1,4.0,1,1,1.7770435710905956,1.7770435710905956
2016-11-27,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.5800658791993623,-1.0205274657472934,0.0,-1.4611179953854998,-0.22232563879220288,1,2.0,1,1,-0.4895418128393438,-0.4895418128393438
2016-11-28,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.6774477999788578,-0.8078651455114209,0.0,-0.9748246756959276,-0.6137113987493105,1,10.0,1,1,-1.2228272815970078,-1.2228272815970078
2016-11-29,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.8072903610181853,-0.5952028252755486,0.0,-0.2724009916998785,-0.8506027797759808,1,4.0,1,1,-0.591468492996659,-0.591468492996659
2016-12-01,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.37448182422042714,-0.2818057217700522,0.0,-0.5965965381595935,-0.32532189141249435,1,7.0,1,1,-0.4602103940890372,-0.4602103940890372
2016-12-02,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.7531892939184655,-0.6735521011519225,0.0,0.9433323075240521,-0.7373069018936602,1,11.0,1,1,1.105720724442954,1.105720724442954
2016-12-04,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.7856499341782974,-1.1212622490169173,0.0,-1.0288572667725466,-0.7682057776797476,1,1.0,1,1,-0.29338794994666867,-0.29338794994666867
2016-12-05,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.4935041718398106,-0.3937332587363009,0.0,0.21389232798969365,-0.5622132724391647,1,15.0,1,1,-1.1582981603463334,-1.1582981603463334
2016-12-06,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.7207286536586336,-0.7071303622417973,0.0,-0.19135210508494988,-0.8918012808240974,1,7.0,1,1,-0.6864289612007766,-0.6864289612007766
2016-12-08,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.9046722817976809,-0.8078651455114209,0.0,0.997364898600671,-0.9535990323962723,1,8.0,1,1,0.005792521306458242,0.005792521306458242
2016-12-09,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.6990882268187457,-0.4385042735228002,0.0,-0.24538469616156908,-0.7476065271556893,1,15.0,1,1,1.7180140908556036,1.7180140908556036
2016-12-10,air_382f5ace4e2247b8,0,0,1,0,0,0,0,-0.8722116415378489,-0.8974071750844199,0.0,-0.11030321847002122,-0.9124005313481557,1,4.0,1,1,2.4333340656287046,2.4333340656287046
2016-12-11,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.9479531354774565,-0.7966723918147961,0.0,1.0784137852156,-1.0359960344925054,1,3.0,1,1,0.1957134577146932,0.1957134577146932
2016-12-12,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-1.0236946294170644,-1.221997032286541,0.0,-1.0828898578491657,-1.0565952850165636,1,5.0,1,1,-0.9658107247974465,-0.9658107247974465
2016-12-13,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.7640095073384094,-1.233189785983166,0.0,-1.4611179953854998,-0.4283181440327858,1,8.0,1,1,-0.3960479155727416,-0.3960479155727416
2016-12-15,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-1.1643574038763356,-1.31153906185954,0.0,-0.9207920846193083,-0.9535990323962723,1,5.0,1,1,0.34310383693498364,0.34310383693498364
2016-12-16,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-1.272559538075775,-1.221997032286541,0.0,-0.11030321847002122,-1.1904904134229428,1,5.0,1,1,1.8859364632011086,1.8859364632011086
2016-12-18,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-1.1102563367766158,-0.8750216676911703,0.0,0.8892997164474327,-1.2728874155191758,1,4.0,1,1,0.2936070677938413,0.2936070677938413
2016-12-19,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.861391428117905,-0.7295158696350469,0.0,0.8892997164474327,-1.0565952850165636,1,5.0,1,1,-0.43747854455754964,-0.43747854455754964
2016-12-20,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.5908860926193062,-0.5840100715789236,0.0,-0.9478083801576179,-0.4077188935087275,1,11.0,1,1,0.2672087909185654,0.2672087909185654
2016-12-22,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-0.2879201168608755,-0.47208253461267485,0.0,-1.4611179953854998,-0.2429248893162611,1,11.0,1,1,1.9013354580450195,1.9013354580450195
2016-12-23,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-0.7640095073384094,-0.8638289139945452,1.0,-1.380069108770571,-0.6034117734872814,1,7.0,1,1,1.4199335478056132,1.4199335478056132
2016-12-24,air_382f5ace4e2247b8,0,0,1,0,0,0,0,-0.9371329220575128,-0.9981419583540437,0.0,-0.05627062739340204,-0.9741982829203307,1,10.0,1,1,1.6542182550736868,1.6542182550736868
2016-12-25,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-0.8289307878580731,-0.886214421387795,0.0,0.34897380568124153,-0.6446102745353979,1,1.0,1,1,0.014225304197171378,0.014225304197171378
2016-12-26,air_382f5ace4e2247b8,0,1,0,0,0,0,0,-0.8938520683777368,-1.3003463081629152,0.0,-1.4611179953854998,-0.7270072766316311,1,14.0,1,1,-0.11703279471045047,-0.11703279471045047
2016-12-27,air_382f5ace4e2247b8,0,0,0,0,0,1,0,-0.6341669462990821,-0.6847448548485474,0.0,-1.001840971234237,-0.6034117734872814,1,8.0,1,1,0.6320183116255033,0.6320183116255033
2016-12-29,air_382f5ace4e2247b8,0,0,0,0,1,0,0,-1.3483010320153828,-1.4122738451291639,1.0,-1.2720039266173326,-1.2419885397330885,1,4.0,1,1,1.3609040675706212,1.3609040675706212
2017-01-01,air_382f5ace4e2247b8,0,0,0,1,0,0,0,-1.099436123356672,-0.9085999287810448,1.0,1.0513974896772904,-1.1801907881609137,1,1.0,1,1,-3.2587943856026618,-3.2587943856026618
2017-01-06,air_382f5ace4e2247b8,1,0,0,0,0,0,0,-1.1102563367766158,-1.1100694953202925,0.0,0.6461530566026467,-1.0565952850165636,1,9.0,1,1,0.0028593794314275855,0.0028593794314275855
