visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Minato-ku Akasaka,total_area_visitors,total_genre_visitors
2016-03-27,air_bb26d6d079594414,0,0,0,1,0,0,0,-0.8203976074564409,-0.6385103175940416,0.0,0.08149478804779271,-0.885863025327386,1,8.0,1,1,-1.1873515442683764,-1.187351544268376
2016-03-28,air_bb26d6d079594414,0,1,0,0,0,0,0,-0.7029034777453426,-0.5479817067206061,0.0,-0.5102508066941419,-0.5117950252014897,1,16.0,1,1,-1.308837545755526,-1.3088375457555255
2016-03-29,air_bb26d6d079594414,0,0,0,0,0,1,0,-0.4809701216243792,-0.31519385018891427,0.0,1.2156738446365007,-0.7112979586019677,1,30.0,1,1,-1.0241457280156614,-1.024145728015661
2016-03-30,air_bb26d6d079594414,0,0,0,0,0,0,1,-0.23292695890094942,-0.13413662844204308,0.0,-0.31300227511349704,-0.46191929185137015,1,18.0,1,1,-1.1125707442168913,-1.1125707442168908
2016-03-31,air_bb26d6d079594414,0,0,0,0,1,0,0,-0.23292695890094942,-0.10827131104963296,0.0,1.0430813795034362,-0.5242639585390195,1,32.0,1,1,-1.0755739273493143,-1.075573927349314
2016-04-01,air_bb26d6d079594414,1,0,0,0,0,0,0,-0.5070799282268454,-0.3410591675813248,0.0,-0.14040980998043284,-0.6240154252392586,1,23.0,1,1,-0.8612023005350571,-0.8612023005350566
2016-04-02,air_bb26d6d079594414,0,0,1,0,0,0,0,-0.8073427041552078,-1.0006247610877845,0.0,-1.2006206672263988,-0.6738911585893781,1,20.0,1,1,-0.8790447370385693,-0.8790447370385689
2016-04-07,air_bb26d6d079594414,0,0,0,0,1,0,0,-0.37653089521451394,-0.12120396974583779,0.0,-1.0773403349884958,-0.16266489175065302,1,61.0,1,1,-1.378108181592691,-1.3781081815926906
2016-04-08,air_bb26d6d079594414,1,0,0,0,0,0,0,-0.07626811928615156,0.24091047374790456,0.0,-0.1157537435328521,-0.20007169176324274,1,60.0,1,1,-0.7987537727727643,-0.7987537727727638
2016-04-11,air_bb26d6d079594414,0,1,0,0,0,0,0,-0.6637387678416433,-0.5091837306319907,0.0,0.3280554525235988,-0.7112979586019677,1,11.0,1,1,-1.5625674883863543,-1.5625674883863538
2016-04-12,air_bb26d6d079594414,0,0,0,0,0,1,0,-0.8073427041552078,-0.7678369045560929,0.0,1.6101709077977904,-0.9980834253651549,1,28.0,1,1,-1.393064341602988,-1.3930643416029875
2016-04-13,air_bb26d6d079594414,0,0,0,0,0,0,1,-0.29820147540711517,-0.26346321540409406,0.0,-1.0280282020933347,-0.3122920918010117,1,28.0,1,1,-1.3017530489085432,-1.3017530489085425
2016-04-14,air_bb26d6d079594414,0,0,0,0,1,0,0,-0.21987205559971632,-0.44452043715096523,0.0,-1.2006206672263988,-0.0005687583627647495,1,63.0,1,1,-1.2673801197620709,-1.2673801197620704
2016-04-15,air_bb26d6d079594414,1,0,0,0,0,0,0,-0.05015831268368536,0.046920593304828104,0.0,1.7827633729308545,-0.2624163584508921,1,24.0,1,1,-0.8276165377049164,-0.8276165377049159
2016-04-16,air_bb26d6d079594414,0,0,1,0,0,0,0,-0.11543282918985108,-0.01774270017619738,0.0,-0.23903407577075525,-0.37463675848866107,1,21.0,1,1,-0.603798915094682,-0.6037989150946815
2016-04-17,air_bb26d6d079594414,0,0,0,1,0,0,0,0.3284338830520756,0.26677579114031513,0.0,-0.4609386737989807,0.4358439084507812,1,11.0,1,1,-1.3424233085856665,-1.342423308585666
2016-04-18,air_bb26d6d079594414,0,1,0,0,0,0,0,0.2892691731483761,0.7452841628999036,0.0,0.500647917656663,0.08671377499994452,1,28.0,1,1,-1.655453113713462,-1.6554531137134616
2016-04-19,air_bb26d6d079594414,0,0,0,0,0,1,0,-0.06321321598491869,0.1115838867858536,0.0,1.6594830406929515,-0.13772702507559337,1,27.0,1,1,-1.3264175934869276,-1.3264175934869271
2016-04-20,air_bb26d6d079594414,0,0,0,0,0,0,1,-0.23292695890094942,-0.22466523931547866,0.0,1.6101709077977904,-0.4120435585012506,1,37.0,1,1,-1.187613933040487,-1.1876139330404865
2016-04-21,air_bb26d6d079594414,0,0,0,0,1,0,0,-0.024048506081219168,-0.10827131104963296,0.0,-1.2006206672263988,0.024369108312295138,1,25.0,1,1,-1.2980796060989963,-1.2980796060989959
2016-04-22,air_bb26d6d079594414,1,0,0,0,0,0,0,0.08039072032864608,0.34437174331754544,0.0,0.8951449808179527,0.011900174974765084,1,9.0,1,1,-0.7798617811808101,-0.7798617811808096
2016-04-23,air_bb26d6d079594414,0,0,1,0,0,0,0,0.15872014013604466,0.17624718026687908,0.0,-0.6828432718272062,0.11165164167500419,1,11.0,1,1,-0.6788421039182776,-0.6788421039182772
2016-04-25,air_bb26d6d079594414,0,1,0,0,0,0,0,0.18482994673851133,0.26677579114031513,0.0,0.9444571137131138,0.049306974987354805,1,1.0,1,1,-1.5132383992295853,-1.5132383992295846
2016-04-26,air_bb26d6d079594414,0,0,0,0,0,1,0,0.3284338830520756,0.525428965064417,0.0,1.4868905755598874,0.13658950835006387,1,14.0,1,1,-1.225922693768616,-1.2259226937686156
2016-04-27,air_bb26d6d079594414,0,0,0,0,0,0,1,0.18482994673851133,0.09865122808964877,0.0,-1.1266524678836571,0.26127884172536264,1,34.0,1,1,-1.2057187583161095,-1.205718758316109
2016-04-28,air_bb26d6d079594414,0,0,0,0,1,0,0,-0.29820147540711517,-0.7290389284674775,0.0,-1.2006206672263988,0.024369108312295138,1,42.0,1,1,-0.9543503146342753,-0.9543503146342749
2016-04-29,air_bb26d6d079594414,1,0,0,0,0,0,0,-0.11543282918985108,0.046920593304828104,1.0,1.1170495788461783,-0.21254062510077257,1,12.0,1,1,-0.7746140057386006,-0.7746140057386002
2016-05-02,air_bb26d6d079594414,0,1,0,0,0,0,0,0.09344562362987895,0.046920593304828104,0.0,-0.33765834156107766,0.011900174974765084,1,9.0,1,1,-1.2571469576497625,-1.257146957649762
2016-05-03,air_bb26d6d079594414,0,0,0,0,0,1,0,0.48509272266687326,0.4736983302795964,1.0,0.2787433196284375,0.49818857513843057,1,19.0,1,1,-0.9601228676207058,-0.9601228676207053
2016-05-06,air_bb26d6d079594414,1,0,0,0,0,0,0,0.18482994673851133,0.18917983896308435,0.0,-1.1759646007788185,0.26127884172536264,1,2.0,1,1,-1.3799449029974644,-1.3799449029974638
2016-05-08,air_bb26d6d079594414,0,0,0,1,0,0,0,0.6025868523779718,0.7711494802923138,0.0,1.7334512400356934,0.5106575084759601,1,9.0,1,1,-1.290207942935682,-1.2902079429356816
2016-05-09,air_bb26d6d079594414,0,1,0,0,0,0,0,0.2370495599434437,0.09865122808964877,0.0,-1.2006206672263988,0.3859681751006614,1,32.0,1,1,-1.7367936330677092,-1.7367936330677085
2016-05-10,air_bb26d6d079594414,0,0,0,0,0,1,0,0.22399465664221038,0.20211249765928965,0.0,-1.1759646007788185,0.3734992417631318,1,5.0,1,1,-1.5672904862843429,-1.5672904862843422
2016-05-11,air_bb26d6d079594414,0,0,0,0,0,0,1,0.6156417556792046,0.784082138988519,0.0,-0.7814675376175285,0.36103030842560174,1,42.0,1,1,-1.3689245745688243,-1.3689245745688239
2016-05-12,air_bb26d6d079594414,0,0,0,0,1,0,0,0.6548064655829042,0.9004760672543647,0.0,2.0293240374066603,0.5480643084885499,1,35.0,1,1,-1.2432403527279072,-1.2432403527279068
2016-05-13,air_bb26d6d079594414,1,0,0,0,0,0,0,0.5895319490767384,0.7064861868112883,0.0,1.5362027084550485,0.4233749751132511,1,18.0,1,1,-0.8706482963310341,-0.8706482963310337
2016-05-14,air_bb26d6d079594414,0,0,1,0,0,0,0,0.40676330285947465,0.4866309889758017,0.0,0.9937692466082753,0.16152737502512374,1,20.0,1,1,-0.7029818709524412,-0.7029818709524408
2016-05-16,air_bb26d6d079594414,0,1,0,0,0,0,0,0.3023240764496094,0.29264110853272524,0.0,-0.7568114711699481,0.13658950835006387,1,34.0,1,1,-1.673033161444864,-1.6730331614448632
2016-05-17,air_bb26d6d079594414,0,0,0,0,0,1,0,0.2109397533409775,-0.06947333496101758,0.0,-1.2006206672263988,0.22387204171277314,1,27.0,1,1,-1.4932968525491892,-1.4932968525491885
2016-05-18,air_bb26d6d079594414,0,0,0,0,0,0,1,0.43287310946194085,0.8487454324695445,0.0,2.1032922367494025,-0.0005687583627647495,1,38.0,1,1,-1.2815491134560366,-1.281549113456036
2016-05-19,air_bb26d6d079594414,0,0,0,0,1,0,0,0.341488786353309,0.525428965064417,0.0,1.6594830406929515,0.2114031083752433,1,35.0,1,1,-1.2726278952042804,-1.27262789520428
2016-05-20,air_bb26d6d079594414,1,0,0,0,0,0,0,0.06733581702741274,-0.0306753588724022,0.0,-0.7814675376175285,0.16152737502512374,1,8.0,1,1,-0.8701235187868132,-0.8701235187868127
2016-05-21,air_bb26d6d079594414,0,0,1,0,0,0,0,0.3153789797508428,0.6806208694188781,0.0,1.7827633729308545,-0.03797555837535425,1,32.0,1,1,-0.5830702020979546,-0.5830702020979541
2016-05-23,air_bb26d6d079594414,0,1,0,0,0,0,0,0.8897947250051009,1.2755231694443123,0.0,1.881387638721177,0.2488099083878328,1,33.0,1,1,-1.5596812118931391,-1.5596812118931385
2016-05-24,air_bb26d6d079594414,0,0,0,0,0,1,0,0.8767398217038676,1.068600630305031,0.0,0.9444571137131138,0.6104089751761993,1,42.0,1,1,-1.4437053746203095,-1.443705374620309
2016-05-25,air_bb26d6d079594414,0,0,0,0,0,0,1,0.7200809820890699,0.4478330128871863,0.0,-1.2006206672263988,0.9221323086144462,1,35.0,1,1,-1.2301209141223837,-1.2301209141223832
2016-05-26,air_bb26d6d079594414,0,0,0,0,1,0,0,0.8245202084989351,0.7970147976847238,0.0,-0.31300227511349704,0.8971944419393866,1,23.0,1,1,-1.1925993197105857,-1.1925993197105853
2016-05-27,air_bb26d6d079594414,1,0,0,0,0,0,0,0.3545436896545418,0.17624718026687908,0.0,-1.1266524678836571,0.26127884172536264,1,38.0,1,1,-0.887178788973994,-0.8871787889739936
2016-05-28,air_bb26d6d079594414,0,0,1,0,0,0,0,0.341488786353309,0.3961023781023661,0.0,-1.1513085343312377,0.2488099083878328,1,3.0,1,1,-0.684089879360487,-0.6840898793604866
2016-05-30,air_bb26d6d079594414,0,1,0,0,0,0,0,0.09344562362987895,0.03398793460862329,0.0,-1.2006206672263988,0.2862167084004225,1,31.0,1,1,-1.5460369957433944,-1.546036995743394
2016-05-31,air_bb26d6d079594414,0,0,0,0,0,1,0,0.48509272266687326,0.4995636476720065,0.0,-0.06644161063769106,0.39843710843819147,1,35.0,1,1,-1.3090999345276364,-1.3090999345276357
2016-06-01,air_bb26d6d079594414,0,0,0,0,0,0,1,0.628696658980438,0.693553528115083,0.0,0.20477512028569575,0.6104089751761993,1,28.0,1,1,-1.3311405913849161,-1.3311405913849157
2016-06-02,air_bb26d6d079594414,0,0,0,0,1,0,0,0.5242574325705728,0.6418228933302628,0.0,2.0046679709590802,0.39843710843819147,1,43.0,1,1,-1.2679048973062919,-1.2679048973062914
2016-06-03,air_bb26d6d079594414,1,0,0,0,0,0,0,0.3545436896545418,0.4090350367985709,0.0,1.930699771616338,0.13658950835006387,1,37.0,1,1,-0.9472658177872926,-0.9472658177872921
2016-06-06,air_bb26d6d079594414,0,1,0,0,0,0,0,0.43287310946194085,0.37023706070995555,0.0,-1.0773403349884958,0.39843710843819147,1,6.0,1,1,-1.5748997606755466,-1.5748997606755462
2016-06-07,air_bb26d6d079594414,0,0,0,0,0,1,0,0.3806534962570085,-0.01774270017619738,0.0,-1.2006206672263988,0.6602847085263186,1,9.0,1,1,-1.424026216712024,-1.4240262167120235
2016-06-08,air_bb26d6d079594414,0,0,0,0,0,0,1,0.6809162721853704,0.8099474563809291,0.0,0.20477512028569575,0.4233749751132511,1,39.0,1,1,-1.2526863485238844,-1.252686348523884
2016-06-09,air_bb26d6d079594414,0,0,0,0,1,0,0,0.5895319490767384,0.34437174331754544,0.0,-1.2006206672263988,0.8099119085766775,1,29.0,1,1,-1.3051641029459793,-1.3051641029459786
2016-06-10,air_bb26d6d079594414,1,0,0,0,0,0,0,0.8897947250051009,1.0039373368240057,0.0,1.3142981104268228,0.7849740419016173,1,23.0,1,1,-0.8486076394737543,-0.8486076394737538
2016-06-11,air_bb26d6d079594414,0,0,1,0,0,0,0,0.8897947250051009,1.042735312912621,0.0,1.437578442664726,0.5979400418386692,1,8.0,1,1,-0.6814659916393824,-0.6814659916393819
2016-06-13,air_bb26d6d079594414,0,1,0,0,0,0,0,0.40676330285947465,0.21504515635549445,0.0,-1.2006206672263988,0.647815775188789,1,32.0,1,1,-1.6386602322983919,-1.6386602322983912
2016-06-14,air_bb26d6d079594414,0,0,0,0,0,1,0,0.7200809820890699,0.6676882107226728,0.0,0.08149478804779271,0.6602847085263186,1,35.0,1,1,-1.346621528939434,-1.3466215289394337
2016-06-15,air_bb26d6d079594414,0,0,0,0,0,0,1,0.5373123358718062,0.15038186287446897,0.0,-1.2006206672263988,0.8099119085766775,1,42.0,1,1,-1.2841730011771413,-1.2841730011771408
2016-06-16,air_bb26d6d079594414,0,0,0,0,1,0,0,0.7070260787878371,0.434900354190981,0.0,-1.2006206672263988,0.8223808419142071,1,35.0,1,1,-1.358166634912295,-1.3581666349122945
2016-06-17,air_bb26d6d079594414,1,0,0,0,0,0,0,0.9811790481137328,1.0556679716088258,0.0,0.8211767814752107,0.7849740419016173,1,54.0,1,1,-0.7743516169664901,-0.7743516169664897
2016-06-20,air_bb26d6d079594414,0,1,0,0,0,0,0,0.9942339514149662,1.0039373368240057,0.0,0.254087253180857,0.9096633752769162,1,35.0,1,1,-1.606648802100914,-1.6066488021009133
2016-06-21,air_bb26d6d079594414,0,0,0,0,0,1,0,0.7853554985952357,0.6030249172416474,0.0,-0.5842190060368837,1.0094148419771554,1,6.0,1,1,-1.382568790718569,-1.3825687907185686
2016-06-22,air_bb26d6d079594414,0,0,0,0,0,0,1,0.7853554985952357,0.37023706070995555,0.0,-1.2006206672263988,0.9969459086396256,1,8.0,1,1,-1.3174963752351716,-1.317496375235171
2016-06-23,air_bb26d6d079594414,0,0,0,0,1,0,0,0.8245202084989351,0.7582168215961085,0.0,-0.3869704744562389,1.0343527086522148,1,11.0,1,1,-1.3130357661092935,-1.3130357661092928
2016-06-24,air_bb26d6d079594414,1,0,0,0,0,0,0,0.7853554985952357,0.5512942824568272,0.0,-1.2006206672263988,0.9720080419645656,1,6.0,1,1,-0.7971794401401014,-0.797179440140101
2016-06-25,air_bb26d6d079594414,0,0,1,0,0,0,0,1.1378378877285305,0.9910046781278002,0.0,-1.2006206672263988,1.0966973753398643,1,2.0,1,1,-0.6271515158125142,-0.6271515158125138
2016-06-27,air_bb26d6d079594414,0,1,0,0,0,0,0,1.0072888547161991,1.0168699955202103,0.0,1.3636102433219843,0.9720080419645656,1,2.0,1,1,-1.5494480497808305,-1.54944804978083
2016-06-28,air_bb26d6d079594414,0,0,0,0,0,1,0,0.3153789797508428,0.22797781505169973,0.0,-1.2006206672263988,0.49818857513843057,1,19.0,1,1,-1.3967377844125346,-1.3967377844125342
2016-06-29,air_bb26d6d079594414,0,0,0,0,0,0,1,0.628696658980438,0.4090350367985709,0.0,-1.2006206672263988,0.7475672418890281,1,32.0,1,1,-1.21149131130254,-1.2114913113025394
2016-06-30,air_bb26d6d079594414,0,0,0,0,1,0,0,0.8245202084989351,0.784082138988519,0.0,-1.0526842685409155,0.8722565752643269,1,41.0,1,1,-1.1857772116357135,-1.185777211635713
2016-07-01,air_bb26d6d079594414,1,0,0,0,0,0,0,1.1639476943309972,1.2367251933556973,0.0,-0.1157537435328521,1.1091663086773944,1,39.0,1,1,1.5023957586360934,1.5023957586360936
2016-07-02,air_bb26d6d079594414,0,0,1,0,0,0,0,1.346716340548261,1.3919170977101585,0.0,0.500647917656663,1.2837313754028126,1,3.0,1,1,1.6120742653782716,1.6120742653782718
2016-07-04,air_bb26d6d079594414,0,1,0,0,0,0,0,1.4511555669581262,1.65057027163426,0.0,0.5499600505518242,1.3086692420778725,1,24.0,1,1,-0.2894571661063341,-0.28945716610633365
2016-07-05,air_bb26d6d079594414,0,0,0,0,0,1,0,0.6548064655829042,0.5900922585454426,0.0,-1.2006206672263988,0.8847255086018565,1,49.0,1,1,0.170510351403327,0.17051035140332735
2016-07-06,air_bb26d6d079594414,0,0,0,0,0,0,1,0.8375751118001685,0.7582168215961085,0.0,-0.1897219428755941,0.9221323086144462,1,54.0,1,1,0.48747598811277965,0.48747598811278
2016-07-07,air_bb26d6d079594414,0,0,0,0,1,0,0,1.3989359537531934,2.0256173738242085,0.0,1.955355838063919,1.0966973753398643,1,19.0,1,1,0.44129556422133626,0.4412955642213366
2016-07-08,air_bb26d6d079594414,1,0,0,0,0,0,0,1.1247829844272976,1.1332639237860564,0.0,-0.6828432718272062,1.1216352420149245,1,50.0,1,1,1.3601810441522164,1.3601810441522166
2016-07-11,air_bb26d6d079594414,0,1,0,0,0,0,0,1.4772653735605923,1.611772295545645,0.0,1.881387638721177,1.1465731086899842,1,23.0,1,1,-0.3243548727970271,-0.32435487279702674
2016-07-12,air_bb26d6d079594414,0,0,0,0,0,1,0,1.3597712438494942,1.3919170977101585,0.0,0.3527115189711793,1.4333585754531715,1,45.0,1,1,0.18100590228774593,0.1810059022877463
2016-07-13,air_bb26d6d079594414,0,0,0,0,0,0,1,1.0986731778248313,0.8487454324695445,0.0,-1.2006206672263988,1.2962003087403426,1,29.0,1,1,0.23164693530506744,0.2316469353050678
2016-07-14,air_bb26d6d079594414,0,0,0,0,1,0,0,1.2031124042346961,1.5341763433684144,0.0,-0.23903407577075525,1.0218837753146854,1,45.0,1,1,0.3827828680407005,0.38278286804070083
2016-07-15,air_bb26d6d079594414,1,0,0,0,0,0,0,0.7200809820890699,0.3831697194061608,0.0,-1.2006206672263988,0.9844769753020957,1,27.0,1,1,1.211668999137688,1.2116689991376883
2016-07-16,air_bb26d6d079594414,0,0,1,0,0,0,0,0.9681241448125,0.8616780911657493,0.0,-0.8061236040651092,0.8722565752643269,1,2.0,1,1,1.5286346358471408,1.528634635847141
2016-07-17,air_bb26d6d079594414,0,0,0,1,0,0,0,1.2031124042346961,1.0039373368240057,0.0,-1.1759646007788185,1.3086692420778725,1,1.0,1,1,0.8805343687342698,0.8805343687342702
2016-07-19,air_bb26d6d079594414,0,0,0,0,0,1,0,1.3858810504519605,1.4565803911911834,0.0,0.3280554525235988,1.3211381754154021,1,3.0,1,1,-0.06511476595187873,-0.06511476595187836
2016-07-20,air_bb26d6d079594414,0,0,0,0,0,0,1,1.255332017439629,1.1461965824822613,0.0,-0.06644161063769106,1.271262442065283,1,61.0,1,1,0.27179241743797,0.27179241743797034
2016-07-21,air_bb26d6d079594414,0,0,0,0,1,0,0,0.6678613688841376,0.4219676954947762,0.0,-1.2006206672263988,0.9720080419645656,1,31.0,1,1,0.4263394042110392,0.42633940421103955
2016-07-22,air_bb26d6d079594414,1,0,0,0,0,0,0,0.6156417556792046,0.21504515635549445,0.0,-1.2006206672263988,0.9096633752769162,1,33.0,1,1,1.2562750903964688,1.256275090396469
2016-07-23,air_bb26d6d079594414,0,0,1,0,0,0,0,0.7461907886915361,0.784082138988519,0.0,-0.8554357369602704,0.8348497752517372,1,5.0,1,1,1.4774688252855983,1.4774688252855985
2016-07-25,air_bb26d6d079594414,0,1,0,0,0,0,0,1.0464535646198985,0.8875434085581594,0.0,-1.0033721356457541,0.9969459086396256,1,25.0,1,1,-0.2233351955344946,-0.2233351955344942
2016-07-26,air_bb26d6d079594414,0,0,0,0,0,1,0,0.9289594349088004,0.8228801150771339,0.0,-1.1759646007788185,1.0343527086522148,1,28.0,1,1,0.2885852988530403,0.2885852988530407
2016-07-27,air_bb26d6d079594414,0,0,0,0,0,0,1,1.0203437580174324,0.8099474563809291,0.0,-1.1266524678836571,1.1590420420275138,1,7.0,1,1,0.43106240210902774,0.4310624021090281
2016-07-28,air_bb26d6d079594414,0,0,0,0,1,0,0,1.2814418240420953,1.301388486836723,0.0,0.08149478804779271,1.271262442065283,1,46.0,1,1,0.5887580541474227,0.588758054147423
2016-07-29,air_bb26d6d079594414,1,0,0,0,0,0,0,1.372826147150727,1.4695130498873887,0.0,1.634826974245371,1.221386708715163,1,49.0,1,1,1.4289269024451607,1.428926902445161
2016-08-01,air_bb26d6d079594414,0,1,0,0,0,0,0,1.3989359537531934,1.353119121621543,0.0,-0.7321554047223674,1.4333585754531715,1,28.0,1,1,-0.2616439562626238,-0.26164395626262343
2016-08-02,air_bb26d6d079594414,0,0,0,0,0,1,0,1.2031124042346961,1.081533289001236,0.0,-0.7814675376175285,1.1715109753650437,1,50.0,1,1,-0.012374622757673447,-0.012374622757673068
2016-08-03,air_bb26d6d079594414,0,0,0,0,0,0,1,1.3206065339457949,1.4177824151025686,0.0,-0.1897219428755941,1.2837313754028126,1,41.0,1,1,0.3038038476354478,0.30380384763544815
2016-08-04,air_bb26d6d079594414,0,0,0,0,1,0,0,1.4903202768618258,1.5471090020646197,0.0,0.8951449808179527,1.4084207087781113,1,38.0,1,1,0.3932784189251195,0.39327841892511983
2016-08-05,air_bb26d6d079594414,1,0,0,0,0,0,0,1.5686496966692243,1.5988396368494397,0.0,1.4622345091123068,1.4333585754531715,1,34.0,1,1,1.1355762552256505,1.135576255225651
2016-08-08,air_bb26d6d079594414,0,1,0,0,0,0,0,1.5425398900667582,1.57297431945703,0.0,-0.06644161063769106,1.5206411088158804,1,29.0,1,1,-0.24852451765710012,-0.2485245176570997
2016-08-09,air_bb26d6d079594414,0,0,0,0,0,1,0,1.9864066023086848,2.1549439607862593,0.0,0.7965207150276302,1.5705168421659998,1,35.0,1,1,0.33922633187036183,0.33922633187036216
2016-08-10,air_bb26d6d079594414,0,0,0,0,0,0,1,1.6208693098741571,1.6764355890266704,0.0,0.007526588705050935,1.6079236421785894,1,33.0,1,1,1.0484631828849733,1.0484631828849735
2016-08-11,air_bb26d6d079594414,0,0,0,0,1,0,0,1.3858810504519605,1.430715073798774,1.0,0.007526588705050935,1.5081721754783504,1,7.0,1,1,0.8291061694006169,0.8291061694006172
2016-08-12,air_bb26d6d079594414,1,0,0,0,0,0,0,1.3075516306445614,1.4048497564063633,0.0,0.1554629873905345,1.3834828421030516,1,33.0,1,1,0.5234232498919146,0.5234232498919149
2016-08-13,air_bb26d6d079594414,0,0,1,0,0,0,0,1.2814418240420953,1.3919170977101585,1.0,0.5746161169994048,1.271262442065283,1,1.0,1,1,0.6407110310252965,0.6407110310252968
2016-08-15,air_bb26d6d079594414,0,1,0,0,0,0,0,1.2944967273433285,1.2625905107481075,1.0,-1.0280282020933347,1.4084207087781113,1,25.0,1,1,-0.4631585332434679,-0.4631585332434675
2016-08-16,air_bb26d6d079594414,0,0,0,0,0,1,0,1.3336614372470277,1.5600416607608247,0.0,-0.6828432718272062,1.3211381754154021,1,28.0,1,1,-0.3799812924844476,-0.37998129248444723
2016-08-17,air_bb26d6d079594414,0,0,0,0,0,0,1,1.5686496966692243,1.7152335651152855,0.0,1.2649859775316619,1.2338556420526932,1,29.0,1,1,-0.0249692838189762,-0.024969283818975823
2016-08-18,air_bb26d6d079594414,0,0,0,0,1,0,0,1.3336614372470277,1.3660517803177483,0.0,-0.9294039363030122,1.5081721754783504,1,33.0,1,1,0.16972318508699555,0.16972318508699594
2016-08-19,air_bb26d6d079594414,1,0,0,0,0,0,0,1.4250457603556599,1.4565803911911834,0.0,0.500647917656663,1.4832343088032907,1,33.0,1,1,1.1095997667867137,1.109599766786714
