visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,total_area_visitors,total_genre_visitors
2016-02-05,air_326ca454ef3558bc,1,0,0,0,0,0,0,-1.2180038855542346,-1.0294325474310437,0.0,0.8462910857792647,-1.3344868948886517,1,17.0,1,1,-0.8166928141310212,-0.8166928141310211
2016-02-06,air_326ca454ef3558bc,0,0,1,0,0,0,0,-1.152682596756041,-1.1242844545881632,0.0,-0.3339779441368291,-1.2154580535718158,1,54.0,1,1,-0.5951841545748376,-0.5951841545748376
2016-02-07,air_326ca454ef3558bc,0,0,0,1,0,0,0,-1.2180038855542346,-1.327538541353419,0.0,0.7458426577012992,-1.1797494011767649,1,20.0,1,1,-1.2013652069520788,-1.2013652069520788
2016-02-08,air_326ca454ef3558bc,0,1,0,0,0,0,0,-1.3486464631506219,-1.246236906647317,0.0,0.6956184436623167,-1.2987782424936007,1,26.0,1,1,-1.3955957191512864,-1.3955957191512864
2016-02-09,air_326ca454ef3558bc,0,0,0,0,0,1,0,-1.1396183389964023,-1.1242844545881632,0.0,0.6956184436623167,-1.2154580535718158,1,3.0,1,1,-1.179391143803404,-1.1793911438034037
2016-02-10,air_326ca454ef3558bc,0,0,0,0,0,0,1,-1.3617107209102606,-1.300437996451385,0.0,1.022075834915704,-1.4892243886005385,1,28.0,1,1,-0.8578626106049755,-0.8578626106049754
2016-02-11,air_326ca454ef3558bc,0,0,0,0,1,0,0,-1.2180038855542346,-1.097183909686129,1.0,1.022075834915704,-1.3344868948886517,1,35.0,1,1,-0.9306043368902445,-0.9306043368902444
2016-02-12,air_326ca454ef3558bc,1,0,0,0,0,0,0,-1.0873613079578472,-1.3952899036085045,0.0,-1.5393590810724143,-1.060720559859929,1,26.0,1,1,-0.8747851649838402,-0.8747851649838401
2016-02-13,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.47334119325482715,-0.3925697422332419,0.0,-0.6102111213512339,-0.6917311517777374,1,31.0,1,1,-0.6863638878699143,-0.6863638878699143
2016-02-15,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.5386624820530208,-0.5416227391944294,0.0,0.5951700155843511,-0.8107599930945734,1,14.0,1,1,-1.3991317752901538,-1.3991317752901535
2016-02-16,air_326ca454ef3558bc,0,0,0,0,0,1,0,-1.2702609165927896,-1.2191363617452828,0.0,1.072300048954687,-1.3106811266252847,1,8.0,1,1,-1.2397566736026375,-1.2397566736026373
2016-02-17,air_326ca454ef3558bc,0,0,0,0,0,0,1,-1.1396183389964023,-1.1107341821371461,0.0,1.0471879419351957,-1.0488176757282452,1,64.0,1,1,-1.0720465824449341,-1.072046582444934
2016-02-18,air_326ca454ef3558bc,0,0,0,0,1,0,0,-1.2180038855542346,-1.097183909686129,0.0,0.5198336945258769,-1.1440407487817141,1,5.0,1,1,-1.0816444491075736,-1.0816444491075736
2016-02-19,air_326ca454ef3558bc,1,0,0,0,0,0,0,-0.7215620906879631,-0.2977178350761226,0.0,1.022075834915704,-1.0726234439916127,1,48.0,1,1,-0.7649148492404652,-0.7649148492404652
2016-02-20,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.8913974415632664,-1.1649352719412145,0.0,-1.5393590810724143,-0.6084109628559522,1,39.0,1,1,-0.7987599579981944,-0.7987599579981944
2016-02-21,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.3818913889373559,-0.28416756262510534,0.0,1.0471879419351957,-0.406061932617331,1,44.0,1,1,-1.1647417683709538,-1.1647417683709538
2016-02-22,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.9305902148421826,-1.1242844545881632,0.0,-1.2882380108775007,-0.8345657613579406,1,22.0,1,1,-1.3862504279271375,-1.3862504279271373
2016-02-23,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.7215620906879631,-0.4061200146842587,0.0,0.14315208923350678,-0.7155369200411046,1,16.0,1,1,-1.1715613052101979,-1.1715613052101976
2016-02-24,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.9697829881210988,-1.015882274980027,0.0,-1.0622290477020786,-0.7988571089628898,1,53.0,1,1,-1.1278657543513384,-1.1278657543513382
2016-02-25,air_326ca454ef3558bc,0,0,0,0,1,0,0,-1.296389432112067,-1.4088401760595217,0.0,1.072300048954687,-1.1916522853084486,1,21.0,1,1,-1.0243098245702262,-1.0243098245702262
2016-02-26,air_326ca454ef3558bc,1,0,0,0,0,0,0,-1.3355822053909832,-1.1242844545881632,0.0,0.9718516208767215,-1.441612852073804,1,44.0,1,1,-0.6171582177235126,-0.6171582177235125
2016-02-27,air_326ca454ef3558bc,0,0,1,0,0,0,0,-1.100425565717486,-0.9210303678229073,0.0,0.9467395138572303,-1.3463897790203352,1,72.0,1,1,-0.4502058528812808,-0.45020585288128073
2016-02-28,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.813011895005434,-0.8126281882147709,0.0,1.072300048954687,-0.9774003709381438,1,39.0,1,1,-1.0296139087785272,-1.029613908778527
2016-02-29,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.7999476372457953,-0.7177762810576512,0.0,-1.2380137968385179,-0.7869542248312063,1,6.0,1,1,-1.3387662454909202,-1.33876624549092
2016-03-01,air_326ca454ef3558bc,0,0,0,0,0,1,0,-1.296389432112067,-1.3681893587064704,0.0,1.1727484770326526,-1.0369147915965617,1,9.0,1,1,-1.2304113823784883,-1.2304113823784881
2016-03-02,air_326ca454ef3558bc,0,0,0,0,0,0,1,-1.2441324010735122,-1.1107341821371461,0.0,1.1727484770326526,-1.3701955472837026,1,15.0,1,1,-1.101345333309834,-1.101345333309834
2016-03-03,air_326ca454ef3558bc,0,0,0,0,1,0,0,-0.7215620906879631,-0.0673632034088321,0.0,1.197860584052144,-1.2987782424936007,1,8.0,1,1,-1.1180153122502081,-1.1180153122502081
2016-03-04,air_326ca454ef3558bc,1,0,0,0,0,0,0,-0.6170480286108532,-0.5551730116454466,0.0,1.1225242629936696,-0.7869542248312063,1,42.0,1,1,-0.7474871439846195,-0.7474871439846195
2016-03-05,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.39495564669699484,-0.24351674527205402,0.0,0.09292787519452403,-0.4179648167490147,1,47.0,1,1,-0.5257259089899454,-0.5257259089899454
2016-03-06,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.2904415846198849,-0.3248183799781566,0.0,-0.6855474424097081,-0.406061932617331,1,55.0,1,1,-1.1561542034622763,-1.1561542034622763
2016-03-07,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.2512488113409686,-0.6906757361556173,0.0,-1.5393590810724143,0.010539011991594995,1,20.0,1,1,-1.4425747507105227,-1.4425747507105227
2016-03-08,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.10754197598494265,-0.04026265850679807,0.0,0.5449458015453686,-0.17990713411534276,1,17.0,1,1,-1.1089225964645495,-1.1089225964645495
2016-03-09,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.5647909975722981,-0.7719773708617196,0.0,-1.5393590810724143,-0.3346446278272294,1,2.0,1,1,-1.1551439017083143,-1.155143901708314
2016-03-10,air_326ca454ef3558bc,0,0,0,0,1,0,0,-0.9959115036403763,-1.4630412658635898,0.0,-1.5393590810724143,-0.5488965421975343,1,20.0,1,1,-1.0351705684253185,-1.0351705684253185
2016-03-11,air_326ca454ef3558bc,1,0,0,0,0,0,0,-1.1657468545156797,-1.5714434454717263,0.0,-1.514246974052923,-0.7155369200411046,1,50.0,1,1,-0.6979823580404781,-0.697982358040478
2016-03-12,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.9828472458807376,-1.070083364784095,0.0,0.4947215875063857,-0.8345657613579406,1,57.0,1,1,-0.5088033546110807,-0.5088033546110807
2016-03-13,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.9436544726018213,-0.8939298229208732,0.0,0.017591554136049996,-1.0250119074648782,1,61.0,1,1,-1.1061442666411538,-1.1061442666411538
2016-03-14,air_326ca454ef3558bc,0,1,0,0,0,0,0,-1.100425565717486,-1.5714434454717263,0.0,-1.5393590810724143,-0.6322167311193193,1,49.0,1,1,-1.3342198875980908,-1.3342198875980906
2016-03-15,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.8522046682843504,-0.8668292780188391,0.0,0.4696094804868944,-0.6798282676460538,1,23.0,1,1,-1.0604281122743702,-1.0604281122743702
2016-03-16,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.7084978329283241,-0.8126281882147709,0.0,-0.45953847923428587,-0.7512455724361553,1,15.0,1,1,-0.9715215579257083,-0.9715215579257082
2016-03-17,air_326ca454ef3558bc,0,0,0,0,1,0,0,-0.5517267398126595,-0.2977178350761226,0.0,1.3234211191496006,-0.822662877226257,1,31.0,1,1,-0.9242899509279815,-0.9242899509279814
2016-03-18,air_326ca454ef3558bc,1,0,0,0,0,0,0,-0.35576287341807855,-0.21641620037002,0.0,0.4444973734674031,-0.644119615251003,1,51.0,1,1,-0.5504783019620161,-0.5504783019620161
2016-03-19,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.12060623374458133,-0.0673632034088321,0.0,-1.037116940682587,0.07005343265001299,1,48.0,1,1,-0.5330505967061704,-0.5330505967061704
2016-03-20,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.2904415846198849,-0.473871376939344,1.0,-1.3635743319359748,-0.08468406106187387,1,83.0,1,1,-0.7444562387227333,-0.7444562387227333
2016-03-21,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.6301122863704918,-0.8397287331168048,1.0,-0.6855474424097081,-0.3346446278272294,1,37.0,1,1,-1.1879787087120814,-1.1879787087120812
2016-03-22,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.5647909975722981,-0.5280724667434126,0.0,0.7709547647207905,-0.5012850056707998,1,31.0,1,1,-1.056386905258522,-1.056386905258522
2016-03-23,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.48640545101446586,-0.04026265850679807,0.0,0.16826419625299804,-0.7869542248312063,1,44.0,1,1,-0.9556093053008057,-0.9556093053008056
2016-03-24,air_326ca454ef3558bc,0,0,0,0,1,0,0,-0.8260761527650727,-1.1378347270391804,0.0,-0.8613321915461475,-0.45367346914406537,1,22.0,1,1,-1.014964533346077,-1.014964533346077
2016-03-25,air_326ca454ef3558bc,1,0,0,0,0,0,0,-0.865268926043989,-1.015882274980027,0.0,0.14315208923350678,-0.7869542248312063,1,69.0,1,1,-0.41282468798468425,-0.41282468798468425
2016-03-26,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.7476906062072404,-0.7177762810576512,0.0,0.6453942296233337,-0.5846051945925851,1,75.0,1,1,-0.41863392306996616,-0.4186339230699661
2016-03-27,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.5778552553319368,-0.5822735565474806,0.0,0.7960668717402822,-0.703634035909421,1,21.0,1,1,-0.9750576140645755,-0.9750576140645754
2016-03-28,air_326ca454ef3558bc,0,1,0,0,0,0,0,-0.6039837708512145,-0.5958238289984978,0.0,-0.3088658371173376,-0.42986770088069826,1,25.0,1,1,-1.0920000420856848,-1.0920000420856848
2016-03-29,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.48640545101446586,-0.473871376939344,0.0,0.8965152998182473,-0.703634035909421,1,40.0,1,1,-0.8179556913234738,-0.8179556913234737
2016-03-30,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.08141346046566529,0.08168979355235531,0.0,0.29382473135045484,-0.39415904848564737,1,21.0,1,1,-0.903073614094778,-0.9030736140947779
2016-04-01,air_326ca454ef3558bc,1,0,0,0,0,0,0,-0.27737732686024624,-0.5280724667434126,0.0,-1.5393590810724143,-0.17990713411534276,1,22.0,1,1,-0.6611063440208627,-0.6611063440208625
2016-04-02,air_326ca454ef3558bc,0,0,1,0,0,0,0,-0.34269861565843984,-0.5958238289984978,0.0,-1.4389106529944486,-0.12039271345692476,1,34.0,1,1,-0.6782814738382178,-0.6782814738382177
2016-04-03,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.12060623374458133,-0.14866483811493467,0.0,-1.3635743319359748,-0.01326675627177233,1,29.0,1,1,-1.2016177823905694,-1.2016177823905692
2016-04-04,air_326ca454ef3558bc,0,1,0,0,0,0,0,0.11455040592891587,0.08168979355235531,0.0,-1.2631259038580092,0.12956785330843099,1,4.0,1,1,-1.3140138525188494,-1.3140138525188494
2016-04-05,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.2512488113409686,-0.37901946978222467,0.0,-0.9868927266436043,-0.16800424998365898,1,25.0,1,1,-1.1099328982185117,-1.1099328982185115
2016-04-06,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.1597990070234976,-0.013162113604764035,0.0,0.16826419625299804,-0.22751867064207698,1,8.0,1,1,-1.0430004070185246,-1.0430004070185244
2016-04-08,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.1798716947271095,0.05458924865032128,0.0,-0.5850990143317427,0.2009851580985325,1,78.0,1,1,-0.6009933896601195,-0.6009933896601195
2016-04-09,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.04922911713072223,-0.02671238605578129,0.0,0.6202821226038424,0.010539011991594995,1,62.0,1,1,-0.5088033546110807,-0.5088033546110807
2016-04-10,air_326ca454ef3558bc,0,0,0,1,0,0,0,-0.06834920270602661,-0.013162113604764035,0.0,-1.1375653687605523,-0.12039271345692476,1,11.0,1,1,-1.087706259631346,-1.087706259631346
2016-04-12,air_326ca454ef3558bc,0,0,0,0,0,1,0,-0.5125339665337432,-0.6635751912535832,0.0,-0.23352951605886357,-0.42986770088069826,1,21.0,1,1,-1.173076757841141,-1.1730767578411407
2016-04-13,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.1989917803024139,-0.20286592791900274,0.0,-1.1626774757800438,0.058150548518329216,1,19.0,1,1,-1.085180505246441,-1.085180505246441
2016-04-14,air_326ca454ef3558bc,0,0,0,0,1,0,0,0.11455040592891587,0.21719251806252596,0.0,-1.2882380108775007,0.08195631678169654,1,5.0,1,1,-1.0520931228041832,-1.052093122804183
2016-04-15,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.28438575680421896,0.36624551502371383,0.0,1.1727484770326526,0.27240246288863407,1,43.0,1,1,-0.6287766878940765,-0.6287766878940764
2016-04-16,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.04922911713072223,0.02748870374828725,0.0,1.3234211191496006,-0.01326675627177233,1,36.0,1,1,-0.4133298388616653,-0.41332983886166524
2016-04-17,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.24519298352530317,0.08168979355235531,0.0,-1.2882380108775007,0.3438197676787356,1,32.0,1,1,-1.124329698212471,-1.124329698212471
2016-04-19,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.3105142723234968,0.4881979670828672,0.0,1.4992058682860399,0.08195631678169654,1,15.0,1,1,-1.1089225964645495,-1.1089225964645495
2016-04-20,air_326ca454ef3558bc,0,0,0,0,0,0,1,-0.016092171667471417,-0.10801402076188339,0.0,1.2480847980911263,0.07005343265001299,1,12.0,1,1,-0.975310189503066,-0.9753101895030659
2016-04-21,air_326ca454ef3558bc,0,0,0,0,1,0,0,-0.08141346046566529,-0.18931565546798595,0.0,-1.5393590810724143,0.10576208504506365,1,39.0,1,1,-1.0816444491075736,-1.0816444491075736
2016-04-22,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.36277130336205154,0.5288487844359185,0.0,0.8211789787597735,0.2128880422302161,1,55.0,1,1,-0.5828079580888023,-0.5828079580888023
2016-04-23,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.2974500145638579,0.06813952110133854,0.0,-0.8362200845266563,0.5223630296539898,1,58.0,1,1,-0.48556641426995323,-0.4855664142699532
2016-04-24,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.20600021024638687,0.09524006600337258,0.0,-0.8864442985656389,0.4152370724688372,1,54.0,1,1,-1.102860785940777,-1.102860785940777
2016-04-25,air_326ca454ef3558bc,0,1,0,0,0,0,0,0.2974500145638579,0.3391449701216798,0.0,0.6956184436623167,0.2604995787569505,1,2.0,1,1,-1.2887563086697977,-1.2887563086697977
2016-04-26,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.3497070456024126,0.5288487844359185,0.0,1.4489816542470575,0.1533736215717981,1,17.0,1,1,-1.0121862035226814,-1.0121862035226814
2016-04-27,air_326ca454ef3558bc,0,0,0,0,0,0,1,0.20600021024638687,0.06813952110133854,0.0,-1.5393590810724143,0.18908227396684896,1,26.0,1,1,-0.9927378947589116,-0.9927378947589116
2016-04-28,air_326ca454ef3558bc,0,0,0,0,1,0,0,0.06229337489036068,-0.18931565546798595,0.0,-1.5393590810724143,0.2009851580985325,1,47.0,1,1,-0.7507706246849962,-0.7507706246849961
2016-04-29,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.12761466368855431,0.13589088335642385,1.0,-0.6353232283707253,0.14147073744011454,1,31.0,1,1,-0.577756449318992,-0.577756449318992
2016-04-30,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.07535763264999959,-0.09446374831086661,0.0,1.5494300823250229,-0.07278117693019032,1,43.0,1,1,-0.6219571510548325,-0.6219571510548324
2016-05-01,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.5979279430355487,1.219912679437789,0.0,0.871403192798756,-0.03707252453513944,1,66.0,1,1,-0.902568463217797,-0.9025684632177969
2016-05-02,air_326ca454ef3558bc,0,1,0,0,0,0,0,0.4411568499198841,0.3933460599257479,0.0,-0.057744766922424036,0.3438197676787356,1,22.0,1,1,-1.042242680703053,-1.042242680703053
2016-05-03,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.4411568499198841,0.2307427905135432,1.0,0.06781576817503275,0.46284860899557184,1,55.0,1,1,-0.7563272843317876,-0.7563272843317875
2016-05-04,air_326ca454ef3558bc,0,0,0,0,0,0,1,0.7677632939108523,0.9624575028684644,1.0,1.2731969051106176,0.5342659137856731,1,61.0,1,1,-0.8131567579921539,-0.8131567579921539
2016-05-05,air_326ca454ef3558bc,0,0,0,0,1,0,0,0.8722773559879617,1.1792618620847377,1.0,1.6247664033834968,0.665197639234193,1,15.0,1,1,-1.005619242121928,-1.0056192421219279
2016-05-06,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.23212872576566423,0.2307427905135432,0.0,-1.388686438955466,0.33191688354705207,1,12.0,1,1,-1.160447985916615,-1.160447985916615
2016-05-07,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.3105142723234968,0.7321028712011745,0.0,-0.1330810879808983,0.2009851580985325,1,44.0,1,1,-0.732080042236698,-0.7320800422366979
2016-05-08,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.4803496231987999,0.4881979670828672,0.0,0.7709547647207905,0.33191688354705207,1,42.0,1,1,-1.074067185952858,-1.074067185952858
2016-05-09,air_326ca454ef3558bc,0,1,0,0,0,0,0,0.11455040592891587,0.013938431297269996,0.0,-1.5393590810724143,0.3557226518104192,1,3.0,1,1,-1.5039505822637185,-1.5039505822637182
2016-05-10,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.2713214990445805,-0.04026265850679807,0.0,-1.388686438955466,0.42713995660052095,1,14.0,1,1,-1.3407868489988444,-1.3407868489988441
2016-05-11,air_326ca454ef3558bc,0,0,0,0,0,0,1,0.6501849740741035,0.3526952425726966,0.0,-1.514246974052923,0.629488986839142,1,12.0,1,1,-1.1498398175000133,-1.1498398175000133
2016-05-12,air_326ca454ef3558bc,0,0,0,0,1,0,0,0.46728536543916144,0.5830498742399866,0.0,1.6749906174224798,0.33191688354705207,1,9.0,1,1,-1.0288561824630555,-1.0288561824630555
2016-05-13,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.46728536543916144,0.3933460599257479,0.0,1.072300048954687,0.2962082311520012,1,35.0,1,1,-0.6701990598065213,-0.6701990598065212
2016-05-14,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.7416347783915744,0.840505050809311,0.0,0.8211789787597735,0.665197639234193,1,48.0,1,1,-0.5088033546110807,-0.5088033546110807
2016-05-15,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.36277130336205154,0.36624551502371383,0.0,0.5449458015453686,0.4390428407322045,1,21.0,1,1,-1.1266028771588859,-1.1266028771588856
2016-05-17,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.3497070456024126,0.06813952110133854,0.0,-1.5393590810724143,0.5818774503124078,1,7.0,1,1,-1.2695605753445185,-1.2695605753445183
2016-05-18,air_326ca454ef3558bc,0,0,0,0,0,0,1,0.5064781387180778,0.7050023262991405,0.0,1.7754390455004447,0.3795284200737865,1,21.0,1,1,-1.0657321964826711,-1.065732196482671
2016-05-19,air_326ca454ef3558bc,0,0,0,0,1,0,0,0.5848636852759098,0.7998542334562598,0.0,1.3485332261690919,0.2009851580985325,1,20.0,1,1,-1.0571446315739936,-1.0571446315739934
2016-05-20,air_326ca454ef3558bc,1,0,0,0,0,0,0,0.2974500145638579,0.2713936078665945,0.0,0.017591554136049996,0.33191688354705207,1,33.0,1,1,-0.6696939089295402,-0.6696939089295402
2016-05-21,air_326ca454ef3558bc,0,0,1,0,0,0,0,0.3366427878427742,0.2984941527686285,0.0,1.4740937612665488,0.16527650570348165,1,51.0,1,1,-0.39337637922091445,-0.3933763792209144
2016-05-22,air_326ca454ef3558bc,0,0,0,1,0,0,0,0.7155062628722971,1.0302088651235497,0.0,1.7252148314614622,0.39143130420547007,1,48.0,1,1,-1.130644084174734,-1.1306440841747338
2016-05-24,air_326ca454ef3558bc,0,0,0,0,0,1,0,0.7416347783915744,0.7321028712011745,0.0,1.022075834915704,0.4985572613906223,1,17.0,1,1,-1.2218238174698106,-1.2218238174698106
