visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-20,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.1547889029933354,1.0702812324543363,0.0,-0.09120683624683835,1.1541711544743696,1,25.0,1,1,-0.4053382416326422,-0.405338241632642
2016-07-21,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.6339795253453622,0.42102469611038046,0.0,-1.3170047378534409,0.8905676572099397,1,30.0,1,1,-0.18713956016828145,-0.1871395601682813
2016-07-22,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.5876853584433198,0.2355228285835357,0.0,-1.3170047378534409,0.8356502619465168,1,35.0,1,1,0.9846132912269189,0.984613291226919
2016-07-23,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.703420775698425,0.7456529642823586,0.0,-0.9439358112775184,0.7697493876304097,1,2.0,1,1,1.296907838721751,1.296907838721751
2016-07-25,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,0.9696122353851669,0.8384038980457805,0.0,-1.1038224940957708,0.9125346153153092,1,23.0,1,1,-1.1043890258826399,-1.1043890258826397
2016-07-26,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.8654503598555724,0.7804345644436417,0.0,-1.2903569573837321,0.9454850524733626,1,35.0,1,1,-0.38162904704228723,-0.381629047042287
2016-07-27,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.9464651519341459,0.7688406977232141,0.0,-1.2370613964443147,1.0553198430002082,1,11.0,1,1,-0.1804713491897441,-0.18047134918974395
2016-07-28,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.1779359864443562,1.20940763309947,0.0,0.0686798465714143,1.1541711544743696,1,18.0,1,1,0.042172806260308164,0.042172806260308324
2016-07-29,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.2589507785229297,1.360127900465031,0.0,1.7474900161630655,1.1102372382636312,1,18.0,1,1,1.228373448109006,1.228373448109006
2016-07-30,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.2589507785229297,1.41809723406717,0.0,1.5609555528751045,1.0223694058421549,1,9.0,1,1,1.3454375963988838,1.3454375963988838
2016-08-01,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.2820978619739507,1.255783099981181,0.0,-0.8106969089289745,1.2969563821592691,1,4.0,1,1,-1.1584756260418874,-1.1584756260418871
2016-08-02,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.108494736091293,1.0123118988521973,0.0,-0.863992469868392,1.066303322052893,1,11.0,1,1,-0.8065422688413054,-0.8065422688413052
2016-08-03,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.212656611620888,1.31375243358332,0.0,-0.2244457385953821,1.165154633527054,1,23.0,1,1,-0.360142589444778,-0.36014258944477784
2016-08-04,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.3631126540525247,1.4296911007875979,0.0,0.9480566020718031,1.2749894240538997,1,21.0,1,1,-0.23381703701804285,-0.23381703701804266
2016-08-05,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.4325539044055875,1.4760665676693088,0.0,1.5609555528751045,1.2969563821592691,1,26.0,1,1,0.8142034551087424,0.8142034551087425
2016-08-06,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.4788480713076297,1.5688175014327317,0.0,1.0279999434809295,1.428758130791484,1,10.0,1,1,0.572666035219501,0.5726660352195011
2016-08-08,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.4094068209545665,1.4528788342284538,0.0,-0.09120683624683835,1.373840735528061,1,11.0,1,1,-1.1399528177681724,-1.1399528177681721
2016-08-09,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.802907239621924,1.9746028366477042,0.0,0.841465480192968,1.4177746517387992,1,14.0,1,1,-0.310131007105748,-0.31013100710574776
2016-08-10,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.4788480713076297,1.5456297679918758,0.0,-0.011263494837711906,1.450725088896853,1,10.0,1,1,0.6912120081712759,0.691212008171276
2016-08-11,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.2705243202484404,1.325346300303748,1.0,-0.011263494837711906,1.3628572564753765,1,16.0,1,1,0.3815106538347639,0.381510653834764
2016-08-12,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.2010830698953772,1.302158566862892,0.0,0.1486231879805405,1.2530224659485307,1,19.0,1,1,-0.0500707789427917,-0.050070778942791536
2016-08-15,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.1895095281698669,1.1746260329381866,1.0,-1.1304702745654795,1.2749894240538997,1,5.0,1,1,-1.442985961126147,-1.4429859611261469
2016-08-16,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.2242301533463982,1.441284967508026,0.0,-0.757401347989557,1.1981050706851077,1,20.0,1,1,-1.325551356670795,-1.3255513566707948
2016-08-17,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.4325539044055875,1.5804113681531589,0.0,1.3477733091174342,1.1212207173163158,1,12.0,1,1,-0.8243241647840717,-0.8243241647840714
2016-08-18,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.2242301533463982,1.267376966701609,0.0,-1.0238791526866444,1.3628572564753765,1,6.0,1,1,-0.5494456900021436,-0.5494456900021434
2016-08-19,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.3052449454249722,1.348534033744603,0.0,0.5216921145564631,1.3408902983700073,1,7.0,1,1,0.777528294726787,0.7775282947267871
2016-08-20,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.085347652640272,1.0818750991747643,0.0,-0.8906402503381008,1.2420389868958464,1,13.0,1,1,0.6604641464369093,0.6604641464369094
2016-08-22,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.085347652640272,0.884779364927492,0.0,-1.3170047378534409,1.143187675421685,1,7.0,1,1,-1.9957065600137978,-1.9957065600137975
2016-08-23,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.212656611620888,1.1282505660564752,0.0,-0.863992469868392,1.2530224659485307,1,30.0,1,1,-0.6139050627946712,-0.613905062794671
2016-08-24,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.1779359864443562,1.2210014998198977,0.0,-0.8106969089289745,1.1761381125797388,1,10.0,1,1,-0.4246019622373056,-0.42460196223730545
2016-08-25,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.351539112327014,1.3949095006263148,0.0,1.8540811380419007,1.1761381125797388,1,22.0,1,1,-0.2956832166522504,-0.2956832166522502
2016-08-26,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.3862597375035457,1.406503367346742,0.0,1.4010688700568517,1.2310555078431615,1,14.0,1,1,1.0742636832716987,1.0742636832716987
2016-08-27,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.923318068483125,0.7340590975619307,0.0,-1.3170047378534409,0.9674520105787321,1,26.0,1,1,1.1368707752368548,1.1368707752368548
2016-08-29,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.0737741109147618,1.0934689658951922,0.0,-0.6241624456410132,1.0223694058421549,1,5.0,1,1,-1.4281677145071752,-1.428167714507175
2016-08-30,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.0159064022872093,0.8615916314866364,0.0,-1.1571180550351885,1.066303322052893,1,23.0,1,1,-0.6402074505433463,-0.640207450543346
2016-08-31,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.212656611620888,1.20940763309947,0.0,1.6941944552236483,1.066303322052893,1,10.0,1,1,-0.21307149175148224,-0.21307149175148205
2016-09-01,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.235803695071909,1.371721767185459,0.0,1.374421089587143,1.0113859267894703,1,30.0,1,1,-0.6042732024923395,-0.6042732024923393
2016-09-02,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.2010830698953772,1.0586873657339089,0.0,-0.011263494837711906,1.1212207173163158,1,20.0,1,1,0.592670668155113,0.5926706681551132
2016-09-03,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.2589507785229297,1.371721767185459,0.0,0.6549310169050069,1.2969563821592691,1,4.0,1,1,1.1713231986259645,1.1713231986259645
2016-09-05,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.3978332792290558,1.4296911007875979,0.0,1.2411821872385993,1.3189233402646383,1,13.0,1,1,-1.3377764101314469,-1.3377764101314467
2016-09-06,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.4441274461310982,1.360127900465031,0.0,1.2411821872385993,1.4397416098441682,1,7.0,1,1,-0.6402074505433463,-0.640207450543346
2016-09-07,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.2473772367974194,1.1166566993360476,0.0,-0.7041057870501396,1.3848242145807454,1,9.0,1,1,-0.5442593036855035,-0.5442593036855032
2016-09-08,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.1663624447188456,1.1282505660564752,0.0,-0.9705835917472271,1.3079398612119535,1,12.0,1,1,-0.39792911832315625,-0.3979291183231561
2016-09-09,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,1.235803695071909,1.371721767185459,0.0,0.09532762704112295,1.0772868011055778,1,23.0,1,1,0.9075584088082651,0.9075584088082652
2016-09-10,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.1895095281698669,1.2210014998198977,0.0,-0.2244457385953821,1.1541711544743696,1,11.0,1,1,1.4121197061842572,1.4121197061842572
2016-09-12,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,0.9696122353851669,0.8152161646049251,0.0,-1.2370613964443147,1.066303322052893,1,13.0,1,1,-1.316660408699412,-1.3166604086994118
2016-09-13,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.7265678591494463,0.37464922922866906,0.0,-1.3170047378534409,0.9454850524733626,1,25.0,1,1,-0.8032081633520368,-0.8032081633520366
2016-09-14,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.784435567776999,0.6876836306802196,0.0,-1.2370613964443147,0.8576172200518863,1,12.0,1,1,-0.41163599644570525,-0.41163599644570503
2016-09-15,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.900170985032104,0.6644958972393638,0.0,-1.2903569573837321,1.0333528848948392,1,24.0,1,1,-0.08970958864854145,-0.08970958864854127
2016-09-16,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.7612884843259776,0.432618562830808,0.0,-1.3170047378534409,1.0004024477367854,1,29.0,1,1,0.8401353866919432,0.8401353866919433
2016-09-17,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,1.03905348573823,1.0123118988521973,0.0,0.09532762704112295,0.9674520105787321,1,12.0,1,1,1.298389663383648,1.2983896633836483
2016-09-20,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.32149389875657836,-0.06591770614758652,0.0,-1.3170047378534409,0.5281128484713492,1,25.0,1,1,-1.7993647923124205,-1.7993647923124203
2016-09-21,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.43722931601168347,0.29349216218567464,0.0,-1.2903569573837321,0.5281128484713492,1,42.0,1,1,0.336685457812374,0.33668545781237413
2016-09-22,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.35621452393310954,0.026833227615835453,1.0,-1.3170047378534409,0.5830302437347721,1,5.0,1,1,-0.3234674290628226,-0.32346742906282244
2016-09-23,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.518244108090257,0.16595962826096924,0.0,-1.3170047378534409,0.7258154714196712,1,9.0,1,1,0.15368011206807144,0.1536801120680716
2016-09-24,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.6339795253453622,0.37464922922866906,0.0,-1.3170047378534409,0.8795841781572554,1,11.0,1,1,1.0738932271062243,1.0738932271062245
2016-09-26,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,1.0506270274637404,1.0934689658951922,0.0,-0.4909235432924695,1.0004024477367854,1,8.0,1,1,-1.0903116915946167,-1.0903116915946165
2016-09-27,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,1.0737741109147618,1.0586873657339089,0.0,-0.7041057870501396,1.0992537592109468,1,16.0,1,1,-0.47202035141801557,-0.4720203514180154
2016-09-28,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,1.1779359864443562,1.1514382994973311,0.0,-0.757401347989557,1.2310555078431615,1,23.0,1,1,-0.3579198524519322,-0.35791985245193203
2016-09-29,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.9580386936596567,0.8384038980457805,0.0,-1.1304702745654795,0.9784354896314164,1,26.0,1,1,-0.2375215986727858,-0.23752159867278563
2016-09-30,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.5876853584433198,0.4674001629920915,0.0,-0.6774580065804308,0.6599145971035639,1,35.0,1,1,1.1416867053880206,1.1416867053880206
2016-10-01,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.39093514910964117,0.1311780280996858,0.0,-1.3170047378534409,0.5281128484713492,1,13.0,1,1,1.1753982164461816,1.1753982164461818
2016-10-03,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,0.7381414008749566,0.6760897639597917,0.0,-1.3170047378534409,0.8026998247884635,1,9.0,1,1,-1.5337477216673499,-1.5337477216673496
2016-10-04,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.9927593188361878,1.31375243358332,0.0,0.33515765126850183,0.758765908577725,1,16.0,1,1,-0.6991099808537594,-0.6991099808537592
2016-10-05,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.8885974433065934,0.6644958972393638,0.0,-1.1304702745654795,0.9564685315260473,1,17.0,1,1,-0.8672970799790901,-0.8672970799790899
2016-10-06,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,1.1200682778168036,1.2325953665403255,0.0,0.8947610411323857,0.9454850524733626,1,6.0,1,1,-0.40015185531600206,-0.40015185531600184
2016-10-07,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.5876853584433198,0.4905878964329469,0.0,0.2285665293896667,0.681881555208933,1,25.0,1,1,0.7627100481078152,0.7627100481078153
2016-10-08,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.5645382749922989,0.5369633633146583,0.0,-1.2637091769140232,0.5940137227874563,1,8.0,1,1,1.0116565913065425,1.0116565913065425
2016-10-11,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.14789077287392063,-0.06591770614758652,0.0,-1.2637091769140232,0.3743441417337649,1,6.0,1,1,-1.183296189128665,-1.1832961891286649
2016-10-12,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.18261139805045185,0.29349216218567464,0.0,0.8681132606626766,0.09975716541665063,1,11.0,1,1,-0.4823931240512959,-0.4823931240512957
2016-10-13,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.02058181389330481,-0.2862011738357147,0.0,-1.3170047378534409,0.2754928302596039,1,22.0,1,1,-0.4486816129931349,-0.4486816129931347
2016-10-14,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.08358006163628987,-0.1354809064701534,0.0,-0.25109351906509075,-0.02106110416287962,1,30.0,1,1,0.9175607252760711,0.9175607252760712
2016-10-17,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,0.13631723114840996,-0.1354809064701534,0.0,-1.3170047378534409,0.3194267464703421,1,8.0,1,1,-1.4011244144275516,-1.4011244144275514
2016-10-18,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,0.5298176498157673,0.6529020305189362,0.0,0.2552143098593756,0.4292615369971878,1,18.0,1,1,-0.6113118696363511,-0.611311869636351
2016-10-19,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.518244108090257,0.37464922922866906,0.0,-0.8106969089289745,0.6159806808928254,1,10.0,1,1,-0.47646582540370713,-0.47646582540370697
2016-10-20,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.6455530670708725,0.8152161646049251,0.0,1.3477733091174342,0.46221197415524157,1,16.0,1,1,-0.2593785124357693,-0.25937851243576915
2016-10-21,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,0.21733202322698347,0.08480256121797439,0.0,-0.011263494837711906,0.28647630931228846,1,30.0,1,1,0.9405290075354775,0.9405290075354776
2016-10-22,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,0.04372889734432576,-0.27460730711528675,0.0,-1.2903569573837321,0.20959195594349636,1,14.0,1,1,1.479542728300579,1.4795427283005793
2016-10-24,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.16459485371486338,-0.1818563733518644,0.0,1.294477748178017,-0.09794545753167154,1,17.0,1,1,-1.2373827892879126,-1.2373827892879123
2016-10-25,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.26875672924445804,-0.4021398410399926,0.0,-0.6774580065804308,-0.30663155953267845,1,9.0,1,1,-0.5750071654198701,-0.5750071654198698
2016-10-26,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,0.32149389875657836,0.5833388301963693,0.0,1.2411821872385993,-0.02106110416287962,1,22.0,1,1,-0.18936229716112724,-0.18936229716112707
2016-10-27,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,0.3099203570310677,0.3050860289061026,0.0,0.7082265778444242,0.04483977015322777,1,32.0,1,1,-0.17602587520405258,-0.17602587520405238
2016-10-28,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.4770804803036474,-0.6803926423302593,0.0,-1.3170047378534409,-0.2956480804799939,1,15.0,1,1,0.8442104045121605,0.8442104045121606
2016-10-29,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,-0.09515360336180033,0.015239360895407913,0.0,-1.3170047378534409,-0.13089589468972535,1,22.0,1,1,1.65810260005919,1.6581026000591903
2016-10-30,air_a49f1cf0634f13e5,0,0,0,1,0,0,0,-0.5118011054801788,-0.8311129096958206,0.0,-1.3170047378534409,-0.3505654757434168,1,3.0,1,1,-0.1493530312899032,-0.14935303128990304
2016-10-31,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.23403610406792644,-0.1818563733518644,0.0,-0.27774129953479954,-0.32859851763804754,1,9.0,1,1,-1.0703070586590047,-1.0703070586590044
2016-11-01,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.33819797959752107,-0.494890774803415,0.0,-0.43762798235305206,-0.1199124156370408,1,19.0,1,1,-0.790983109891385,-0.7909831098913848
2016-11-02,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,-0.6275365227352839,-0.981833177061382,0.0,-1.3170047378534409,-0.4604002662702625,1,37.0,1,1,0.3440945811218599,0.3440945811218601
2016-11-04,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.26875672924445804,-0.21663797351314784,0.0,1.1345910653597642,-0.471383745322947,1,18.0,1,1,0.013647681518787322,0.013647681518787485
2016-11-05,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,-0.199315478891395,-0.1354809064701534,0.0,0.49504433408675425,-0.17482981090046368,1,15.0,1,1,1.1939210247198964,1.1939210247198966
2016-11-07,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.6159629810097735,-0.7267681092119705,0.0,0.9214088216020944,-0.5043341824810008,1,18.0,1,1,-1.306658092231606,-1.3066580922316058
2016-11-08,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.7432719399903891,-0.8195190429753929,0.0,-0.8373446893986833,-0.7349872425873768,1,8.0,1,1,-1.1292095889694178,-1.1292095889694176
2016-11-09,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,-0.6854042313628366,-0.703580375771115,0.0,0.28186209032908427,-0.5372846196390544,1,17.0,1,1,-0.8276582702733404,-0.8276582702733402
2016-11-10,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,-0.7779925651669207,-0.8890822432979596,0.0,-1.183765835504897,-0.5702350567971082,1,12.0,1,1,-0.568709410606807,-0.5687094106068068
2016-11-11,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.8474338155199838,-0.9934270437818097,0.0,-1.3170047378534409,-0.778921158798115,1,33.0,1,1,0.3585423715753575,0.3585423715753576
2016-11-12,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,-0.31505089614650017,-0.21663797351314784,0.0,0.36180543173821045,-0.30663155953267845,1,10.0,1,1,1.719227867362449,1.7192278673624493
2016-11-14,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.30347735442098966,-0.4601091746421315,0.0,-1.3170047378534409,-0.14187937374240986,1,11.0,1,1,-1.4144608363846263,-1.414460836384626
2016-11-15,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.11830068681282128,-0.1586686399110089,0.0,-0.8906402503381008,-0.010077625110195087,1,27.0,1,1,-0.9247177856276061,-0.9247177856276059
2016-11-16,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,-0.4423598551271158,-0.6803926423302593,0.0,-1.1571180550351885,-0.22974720616388652,1,8.0,1,1,-0.35606757162456076,-0.35606757162456054
2016-11-17,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,-0.4307863134016053,-0.27460730711528675,0.0,0.841465480192968,-0.5482680986917391,1,20.0,1,1,-0.30753781394742785,-0.3075378139474277
2016-11-18,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.5812423558332419,-0.5760478418464094,0.0,1.0812955044203467,-0.7349872425873768,1,24.0,1,1,0.9557177103199237,0.9557177103199238
2016-11-19,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,-0.7548454817158996,-1.0050209105022374,0.0,-1.3170047378534409,-0.5372846196390544,1,12.0,1,1,1.4502766912281098,1.4502766912281098
2016-11-21,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.4307863134016053,-0.6919865090506873,0.0,-1.3170047378534409,-0.28466460142730937,1,12.0,1,1,-1.3136967593756177,-1.3136967593756173
2016-11-22,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.26875672924445804,-0.1586686399110089,0.0,0.4683965536170456,-0.27368112237462466,1,45.0,1,1,0.6234185298894797,0.6234185298894798
2016-11-24,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,-1.5649934025016357,-1.3992123789967823,0.0,-1.3170047378534409,-1.3061281533269744,1,15.0,1,1,-1.1373596246098523,-1.137359624609852
2016-11-25,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-1.2409342341873413,-1.1441473111473708,0.0,1.1612388458294733,-1.3720290276430818,1,24.0,1,1,0.8234648592455998,0.8234648592455999
2016-11-26,air_a49f1cf0634f13e5,0,0,1,0,0,0,0,-0.9284486075985573,-0.8774883765775319,0.0,0.415100992677628,-1.0535081351152291,1,4.0,1,1,1.7625712387229417,1.762571238722942
2016-11-28,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.604389439284263,-0.7731435760936817,0.0,-0.43762798235305206,-0.3725324338487858,1,18.0,1,1,-1.2685011071877534,-1.2685011071877532
2016-11-29,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.6738306896373261,-0.7383619759323983,0.0,0.20191874891995806,-0.5812185358497928,1,23.0,1,1,-0.6305755902410145,-0.6305755902410144
2016-11-30,air_a49f1cf0634f13e5,0,0,0,0,0,0,1,-0.8705808989710048,-1.0282086439430929,0.0,-0.011263494837711906,-0.8777724702722762,1,18.0,1,1,-0.3942245566684133,-0.3942245566684131
2016-12-01,air_a49f1cf0634f13e5,0,0,0,0,1,0,0,-0.7316983982648786,-0.48329690808298703,0.0,-0.4909235432924695,-0.7569542006927459,1,12.0,1,1,-0.49795228300121636,-0.49795228300121613
2016-12-02,air_a49f1cf0634f13e5,1,0,0,0,0,0,0,-0.5580952723822209,-0.5992355752872649,0.0,0.9480566020718031,-0.44941678721757794,1,23.0,1,1,1.0842659997395045,1.0842659997395048
2016-12-04,air_a49f1cf0634f13e5,0,0,0,1,0,0,0,-0.5465217306567104,-0.5412662416851259,0.0,0.6016354559655893,-0.6031854939551619,1,12.0,1,1,-0.3293947277104114,-0.3293947277104112
2016-12-05,air_a49f1cf0634f13e5,0,1,0,0,0,0,0,-0.41921277167609483,-0.27460730711528675,0.0,0.7082265778444242,-0.5153176615336853,1,12.0,1,1,-1.2033008220642771,-1.203300822064277
2016-12-06,air_a49f1cf0634f13e5,0,0,0,0,0,1,0,-0.6391100644607944,-0.4137337077604201,0.0,0.9480566020718031,-0.6361359311132156,1,15.0,1,1,-0.7265237370988574,-0.7265237370988572
