visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Creative cuisine,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-07-16,air_4c727b55acdee495,0,0,1,0,0,0,0,0.8981378927556714,0.8419131431951259,0.0,-0.12932277538109305,0.7211706924184418,1,16.0,1,1,1.455244212482246,1.455244212482246
2016-07-17,air_4c727b55acdee495,0,0,0,1,0,0,0,1.024620896087235,0.874161336909488,0.0,-0.6791805612167623,1.1501123076865922,1,28.0,1,1,0.5025382714895784,0.5025382714895784
2016-07-18,air_4c727b55acdee495,0,1,0,0,0,0,0,1.1300233988635375,1.0783998971004474,1.0,1.300307467791647,1.0888349340768564,1,26.0,1,1,-1.0680765429728274,-1.0680765429728274
2016-07-19,air_4c727b55acdee495,0,0,0,0,0,1,0,1.1300233988635375,1.1536456824339592,0.0,1.6302221392930485,1.0581962472719884,1,12.0,1,1,-0.8875638383636905,-0.8875638383636903
2016-07-20,air_4c727b55acdee495,0,0,0,0,0,0,1,1.1089428983082767,1.121397488719597,0.0,2.1800799251287177,1.0071317692638753,1,12.0,1,1,-0.39231103341041706,-0.39231103341041706
2016-07-21,air_4c727b55acdee495,0,0,0,0,1,0,0,1.0878623977530162,1.121397488719597,0.0,0.8879141284148951,1.0071317692638753,1,8.0,1,1,-0.16512730901985787,-0.16512730901985787
2016-07-22,air_4c727b55acdee495,1,0,0,0,0,0,0,1.1089428983082767,1.1428962845291717,0.0,1.7401936964601823,0.9867059780606301,1,11.0,1,1,1.054876290720955,1.054876290720955
2016-07-23,air_4c727b55acdee495,0,0,1,0,0,0,0,1.1089428983082767,1.1321468866243842,0.0,0.9154070177066785,1.1092607252801014,1,17.0,1,1,1.3800305855617723,1.3800305855617723
2016-07-24,air_4c727b55acdee495,0,0,0,1,0,0,0,1.0457013966424953,0.9386577243382123,0.0,-0.12932277538109305,1.0990478296784791,1,26.0,1,1,-0.4578818876487788,-0.4578818876487788
2016-07-25,air_4c727b55acdee495,0,1,0,0,0,0,0,0.9508391441438226,0.6699227767185285,0.0,-1.4489814613866991,1.1807509944914598,1,28.0,1,1,-1.1201475154562324,-1.1201475154562324
2016-07-26,air_4c727b55acdee495,0,0,0,0,0,1,0,0.9508391441438226,0.8311637452903388,0.0,-1.3390099042195653,1.1398994120849695,1,13.0,1,1,-0.3676255353442103,-0.3676255353442103
2016-07-27,air_4c727b55acdee495,0,0,0,0,0,0,1,1.1300233988635375,1.0354023054812982,0.0,0.14560611753674157,1.231815472499573,1,24.0,1,1,-0.1581845126887372,-0.1581845126887372
2016-07-28,air_4c727b55acdee495,0,0,0,0,1,0,0,1.182724650251689,1.1536456824339592,0.0,1.4377719142505643,1.1296865164833467,1,16.0,1,1,0.07362774258923577,0.07362774258923577
2016-07-29,air_4c727b55acdee495,1,0,0,0,0,0,0,1.1721843999740584,1.121397488719597,0.0,0.33805634257922584,1.1807509944914598,1,39.0,1,1,1.3086740677141433,1.3086740677141433
2016-07-30,air_4c727b55acdee495,0,0,1,0,0,0,0,1.22488565136221,1.1643950803387468,0.0,1.3278003570834305,1.1501123076865922,1,12.0,1,1,1.4305587144160392,1.4305587144160392
2016-07-31,air_4c727b55acdee495,0,0,0,1,0,0,0,1.22488565136221,1.2396408656722577,0.0,0.8879141284148951,1.1807509944914598,1,21.0,1,1,-0.4115965787746411,-0.41159657877464106
2016-08-01,air_4c727b55acdee495,0,1,0,0,0,0,0,1.2881271530279916,1.2718890593866201,0.0,0.9154070177066785,1.231815472499573,1,20.0,1,1,-1.1764613079197666,-1.1764613079197666
2016-08-02,air_4c727b55acdee495,0,0,0,0,0,1,0,1.2354259016398403,1.2288914677674703,0.0,0.22808478541209193,1.1807509944914598,1,15.0,1,1,-0.8100359459995098,-0.8100359459995098
2016-08-03,air_4c727b55acdee495,0,0,0,0,0,0,1,1.2354259016398403,1.3363854468153438,0.0,0.7229567926641944,1.0990478296784791,1,21.0,1,1,-0.3452543027217104,-0.34525430272171037
2016-08-04,air_4c727b55acdee495,0,0,0,0,1,0,0,1.351368654693773,1.3471348447201312,0.0,1.8501652536273163,1.2420283681011957,1,10.0,1,1,-0.21372688333770246,-0.21372688333770243
2016-08-05,air_4c727b55acdee495,1,0,0,0,0,0,0,1.3724491552490337,1.422380630053643,0.0,1.4377719142505643,1.3033057417109315,1,11.0,1,1,0.8774492733700938,0.8774492733700937
2016-08-06,air_4c727b55acdee495,0,0,1,0,0,0,0,1.382989405526664,1.4331300279584305,0.0,1.7401936964601823,1.3033057417109315,1,26.0,1,1,0.6259657618206123,0.6259657618206123
2016-08-08,air_4c727b55acdee495,0,1,0,0,0,0,0,1.4040699060819244,1.5513734049110908,0.0,1.7127008071683991,1.0581962472719884,1,10.0,1,1,-1.1571757625555426,-1.1571757625555426
2016-08-09,air_4c727b55acdee495,0,0,0,0,0,1,0,1.3302881541385125,1.4008818342440679,0.0,0.9978856855820291,1.2113896812963276,1,6.0,1,1,-0.2931833302383055,-0.29318333023830545
2016-08-10,air_4c727b55acdee495,0,0,0,0,0,0,1,1.2143454010845796,1.3471348447201312,0.0,1.7127008071683991,1.037770456068743,1,20.0,1,1,0.7493932521516462,0.7493932521516461
2016-08-11,air_4c727b55acdee495,0,0,0,0,1,0,0,1.2459661519174703,1.3901324363392804,1.0,2.0426154786698003,1.017344664865498,1,21.0,1,1,0.4269389336618202,0.4269389336618202
2016-08-12,air_4c727b55acdee495,1,0,0,0,0,0,0,1.2775869027503612,1.3901324363392804,0.0,2.0976012572533675,1.1194736208817242,1,12.0,1,1,-0.02241427332459996,-0.022414273324599956
2016-08-13,air_4c727b55acdee495,0,0,1,0,0,0,0,1.3197479038608821,1.4331300279584305,1.0,0.6404781247888439,1.2522412637028184,1,12.0,1,1,0.14999850223156297,0.14999850223156297
2016-08-14,air_4c727b55acdee495,0,0,0,1,0,0,0,1.2670466524727308,1.4116312321488556,1.0,0.5305065676217101,1.3237315329141766,1,15.0,1,1,-0.926520639999423,-0.9265206399994229
2016-08-15,air_4c727b55acdee495,0,1,0,0,0,0,0,1.3197479038608821,1.3793830384344936,1.0,0.11811322824495821,1.2930928461093087,1,19.0,1,1,-1.4726872847142478,-1.4726872847142478
2016-08-16,air_4c727b55acdee495,0,0,0,0,0,1,0,1.3197479038608821,1.4761276195775797,0.0,0.4205350104545762,1.3747960109222896,1,16.0,1,1,-1.3504169271050674,-1.3504169271050674
2016-08-17,air_4c727b55acdee495,0,0,0,0,0,0,1,1.1721843999740584,1.3363854468153438,0.0,-1.0090952327181637,1.2522412637028184,1,17.0,1,1,-0.8285500695491649,-0.8285500695491648
2016-08-18,air_4c727b55acdee495,0,0,0,0,1,0,0,1.3408284044161431,1.5298746091015165,0.0,1.3827861356669977,1.068409142873611,1,14.0,1,1,-0.5423525763440801,-0.5423525763440801
2016-08-19,air_4c727b55acdee495,1,0,0,0,0,0,0,1.4778516580253362,1.5513734049110908,0.0,1.4377719142505643,1.4054346977271577,1,7.0,1,1,0.8392638935489302,0.8392638935489302
2016-08-20,air_4c727b55acdee495,0,0,1,0,0,0,0,1.456771157470076,1.6911155776733267,0.0,1.492757692834131,1.2216025768979504,1,30.0,1,1,0.7173792468470342,0.7173792468470342
2016-08-21,air_4c727b55acdee495,0,0,0,1,0,0,0,1.583254160801639,1.6481179860541775,0.0,1.7401936964601823,1.5382023405482514,1,17.0,1,1,-0.815821609608777,-0.8158216096087769
2016-08-22,air_4c727b55acdee495,0,1,0,0,0,0,0,1.3935296558042944,1.5943709965302406,0.0,0.7779425712477612,1.3747960109222896,1,11.0,1,1,-2.048167958382693,-2.048167958382693
2016-08-23,air_4c727b55acdee495,0,0,0,0,0,1,0,1.2670466524727308,1.4116312321488556,0.0,0.22808478541209193,1.1807509944914598,1,6.0,1,1,-0.6094662742115797,-0.6094662742115797
2016-08-24,air_4c727b55acdee495,0,0,0,0,0,0,1,1.3724491552490337,1.4653782216727922,0.0,1.0803643534573792,1.2522412637028184,1,13.0,1,1,-0.4123680005892101,-0.41236800058921
2016-08-25,air_4c727b55acdee495,0,0,0,0,1,0,0,1.3619089049714035,1.3363854468153438,0.0,0.8054354605395445,1.364583115320667,1,15.0,1,1,-0.2781406048542107,-0.2781406048542107
2016-08-26,air_4c727b55acdee495,1,0,0,0,0,0,0,1.2670466524727308,1.3148866510057695,0.0,0.39304212116279286,1.2930928461093087,1,17.0,1,1,1.1482183302837994,1.1482183302837992
2016-08-27,air_4c727b55acdee495,0,0,1,0,0,0,0,0.9297586435885622,0.7881661536711891,0.0,-1.201545457760648,1.0888349340768564,1,27.0,1,1,1.2134034736148767,1.2134034736148764
2016-08-28,air_4c727b55acdee495,0,0,0,1,0,0,0,1.024620896087235,0.9279083264334247,0.0,-0.844137896967463,1.037770456068743,1,14.0,1,1,-0.24574088864231436,-0.24574088864231433
2016-08-29,air_4c727b55acdee495,0,1,0,0,0,0,0,0.7294938883135872,0.54093000186108,0.0,-1.4489814613866991,0.8335125440362907,1,12.0,1,1,-1.4572588484228686,-1.4572588484228686
2016-08-30,air_4c727b55acdee495,0,0,0,0,0,1,0,0.7189536380359567,0.7021709704328902,0.0,0.5854923462052771,0.6088288408005932,1,23.0,1,1,-0.6368517486287779,-0.6368517486287779
2016-08-31,air_4c727b55acdee495,0,0,0,0,0,0,1,0.9508391441438226,0.9816553159573614,0.0,1.6852079178766157,0.823299648434668,1,10.0,1,1,-0.19212707252977151,-0.19212707252977151
2016-09-01,air_4c727b55acdee495,0,0,0,0,1,0,0,0.8243561408122595,0.9494071222429994,0.0,1.300307467791647,0.588403049597348,1,7.0,1,1,-0.5994377906221833,-0.5994377906221833
2016-09-02,air_4c727b55acdee495,1,0,0,0,0,0,0,0.9824598949767136,1.0676504991956604,0.0,1.3552932463752139,0.6905320056135742,1,14.0,1,1,0.6467941508139743,0.6467941508139742
2016-09-03,air_4c727b55acdee495,0,0,1,0,0,0,0,1.151103899418798,1.3793830384344936,0.0,-0.2118014432564434,1.0071317692638753,1,17.0,1,1,1.2492745879923333,1.2492745879923333
2016-09-04,air_4c727b55acdee495,0,0,0,1,0,0,0,1.22488565136221,1.282638457291407,0.0,0.4480278997463598,1.3135186373125538,1,26.0,1,1,-0.7463936462975704,-0.7463936462975704
2016-09-05,air_4c727b55acdee495,0,1,0,0,0,0,0,0.9508391441438226,0.7236697662424653,0.0,-1.3939956828031324,1.1807509944914598,1,6.0,1,1,-1.3631453870454553,-1.3631453870454553
2016-09-06,air_4c727b55acdee495,0,0,0,0,0,1,0,1.2038051508069494,1.2181420698626835,0.0,0.5305065676217101,1.2113896812963276,1,14.0,1,1,-0.6368517486287779,-0.6368517486287779
2016-09-07,air_4c727b55acdee495,0,0,0,0,0,0,1,1.2354259016398403,1.2503902635770452,0.0,0.47552078903814315,1.2113896812963276,1,16.0,1,1,-0.5369526236420974,-0.5369526236420974
2016-09-08,air_4c727b55acdee495,0,0,0,0,1,0,0,0.9402988938661926,0.8419131431951259,0.0,-1.146559679177081,0.9152157088492718,1,20.0,1,1,-0.38459681526472744,-0.38459681526472744
2016-09-09,air_4c727b55acdee495,1,0,0,0,0,0,0,0.8348963910898899,0.9386577243382123,0.0,0.8879141284148951,0.823299648434668,1,24.0,1,1,0.9746484220057829,0.9746484220057829
2016-09-10,air_4c727b55acdee495,0,0,1,0,0,0,0,0.8559768916451503,1.0246529075765107,0.0,1.107857242749163,0.6394675276054611,1,28.0,1,1,1.499986677727246,1.4999866777272457
2016-09-11,air_4c727b55acdee495,0,0,0,1,0,0,0,1.0457013966424953,1.121397488719597,0.0,0.8879141284148951,0.9152157088492718,1,34.0,1,1,-0.292797619331021,-0.292797619331021
2016-09-12,air_4c727b55acdee495,0,1,0,0,0,0,0,0.9824598949767136,0.8849107348142755,0.0,-1.4489814613866991,1.0581962472719884,1,4.0,1,1,-1.34115986533024,-1.34115986533024
2016-09-13,air_4c727b55acdee495,0,0,0,0,0,1,0,0.7927353899793685,0.530180603956293,0.0,-1.4489814613866991,0.9969188736622528,1,10.0,1,1,-0.8065645478339495,-0.8065645478339494
2016-09-14,air_4c727b55acdee495,0,0,0,0,0,0,1,0.8559768916451503,0.6484239809089535,0.0,-1.2840241256359985,0.9867059780606301,1,23.0,1,1,-0.3988681188342532,-0.3988681188342532
2016-09-15,air_4c727b55acdee495,0,0,0,0,1,0,0,0.8243561408122595,0.6161757871945918,0.0,-1.1740525684688645,0.9254286044508943,1,16.0,1,1,-0.0636853404040394,-0.0636853404040394
2016-09-16,air_4c727b55acdee495,1,0,0,0,0,0,0,0.8875976424780413,0.970905918052574,0.0,-0.5142232254660615,0.9254286044508943,1,8.0,1,1,0.9044490368800074,0.9044490368800074
2016-09-17,air_4c727b55acdee495,0,0,1,0,0,0,0,1.0667818971977558,1.0139035096717237,0.0,-0.9541094541345969,1.1296865164833467,1,14.0,1,1,1.3815734291909103,1.38157342919091
2016-09-18,air_4c727b55acdee495,0,0,0,1,0,0,0,0.84543664136752,0.4871830123371433,0.0,-1.4489814613866991,1.0786220384752334,1,22.0,1,1,0.1658126494302267,0.16581264943022667
2016-09-19,air_4c727b55acdee495,0,1,0,0,0,0,0,0.6346316358149144,0.5194312060515054,1.0,-1.4489814613866991,0.7211706924184418,1,23.0,1,1,-1.3442455525885157,-1.3442455525885157
2016-09-20,air_4c727b55acdee495,0,0,0,0,0,1,0,0.43436688053993944,0.11095408566958607,0.0,-1.4489814613866991,0.7109577968168194,1,2.0,1,1,-1.8437411775219184,-1.8437411775219184
2016-09-21,air_4c727b55acdee495,0,0,0,0,0,0,1,0.5713901341491331,0.54093000186108,0.0,-1.256531236344215,0.5986159451989704,1,8.0,1,1,0.380267913880398,0.380267913880398
2016-09-22,air_4c727b55acdee495,0,0,0,0,1,0,0,0.5713901341491331,0.22919746262224705,1.0,-1.4489814613866991,0.8028738572314228,1,27.0,1,1,-0.3070689229005468,-0.30706892290054677
2016-09-23,air_4c727b55acdee495,1,0,0,0,0,0,0,0.5713901341491331,0.3151926458605459,0.0,-0.8166450076756796,0.7211706924184418,1,17.0,1,1,0.1897267256818645,0.18972672568186447
2016-09-24,air_4c727b55acdee495,0,0,1,0,0,0,0,0.6978731374806962,0.7021709704328902,0.0,0.7504496819559778,0.5781901539957253,1,10.0,1,1,1.147832619376515,1.1478326193765147
2016-09-25,air_4c727b55acdee495,0,0,0,1,0,0,0,0.8243561408122595,0.7021709704328902,0.0,-1.3390099042195653,0.9560672912557622,1,28.0,1,1,-0.393082455224986,-0.393082455224986
2016-09-26,air_4c727b55acdee495,0,1,0,0,0,0,0,0.803275640256999,0.659173378813741,0.0,-0.9266165648428134,1.0275575604671203,1,18.0,1,1,-1.105490500979422,-1.105490500979422
2016-09-27,air_4c727b55acdee495,0,0,0,0,0,1,0,0.993000145254344,1.0676504991956604,0.0,0.14560611753674157,0.9152157088492718,1,15.0,1,1,-0.4617389967216236,-0.4617389967216236
2016-09-28,air_4c727b55acdee495,0,0,0,0,0,0,1,0.961379394421453,0.8849107348142755,0.0,-0.9541094541345969,1.1194736208817242,1,21.0,1,1,-0.34294003727800354,-0.3429400372780035
2016-09-29,air_4c727b55acdee495,0,0,0,0,1,0,0,0.5819303844267631,0.3151926458605459,0.0,-1.4489814613866991,0.6803191100119514,1,37.0,1,1,-0.21758399241054727,-0.21758399241054724
2016-09-30,air_4c727b55acdee495,1,0,0,0,0,0,0,0.4449071308175699,0.5086818081467183,0.0,-0.844137896967463,0.45563540677625386,1,20.0,1,1,1.2184177154095748,1.2184177154095748
2016-10-01,air_4c727b55acdee495,0,0,1,0,0,0,0,0.6662523866478054,0.5086818081467183,0.0,-1.3390099042195653,0.7926609616298004,1,16.0,1,1,1.2535174079724627,1.2535174079724625
2016-10-02,air_4c727b55acdee495,0,0,0,1,0,0,0,0.961379394421453,0.9386577243382123,0.0,-0.15681566467287641,0.9969188736622528,1,12.0,1,1,-0.45093909131765814,-0.45093909131765814
2016-10-03,air_4c727b55acdee495,0,1,0,0,0,0,0,0.8665171419227807,0.6269251850993789,0.0,-1.4489814613866991,0.9560672912557622,1,7.0,1,1,-1.5671864569989455,-1.5671864569989455
2016-10-04,air_4c727b55acdee495,0,0,0,0,0,1,0,0.7294938883135872,0.659173378813741,0.0,-1.3390099042195653,0.8539383352395359,1,20.0,1,1,-0.6981797828870103,-0.6981797828870103
2016-10-05,air_4c727b55acdee495,0,0,0,0,0,0,1,0.7294938883135872,0.755917959956827,0.0,-1.3939956828031324,0.6598933188087063,1,13.0,1,1,-0.8732925347941647,-0.8732925347941646
2016-10-06,air_4c727b55acdee495,0,0,0,0,1,0,0,0.6240913855372845,0.7344191641472524,0.0,0.11811322824495821,0.5373385715892349,1,23.0,1,1,-0.38691108070843433,-0.38691108070843433
2016-10-07,air_4c727b55acdee495,1,0,0,0,0,0,0,0.43436688053993944,0.45493481862278157,0.0,0.14560611753674157,0.2922290771502918,1,21.0,1,1,0.8238354572575509,0.8238354572575509
2016-10-08,air_4c727b55acdee495,0,0,1,0,0,0,0,0.7505743888688476,0.7881661536711891,0.0,-1.0365881220099473,0.7109577968168194,1,6.0,1,1,1.083033186952722,1.083033186952722
2016-10-09,air_4c727b55acdee495,0,0,0,1,0,0,0,0.39220587942941854,0.2721950542413963,0.0,-0.40425166829892767,0.3330806595567823,1,25.0,1,1,0.3443967995029413,0.3443967995029413
2016-10-10,air_4c727b55acdee495,0,1,0,0,0,0,0,0.11815937221103129,0.10020468776479895,1.0,0.7779425712477612,0.10839695632108469,1,26.0,1,1,-0.7996217515028288,-0.7996217515028288
2016-10-11,air_4c727b55acdee495,0,0,0,0,0,1,0,0.07599837110051035,-0.14703146404531015,0.0,-1.0090952327181637,0.12882274752432984,1,11.0,1,1,-1.2023039387078267,-1.2023039387078267
2016-10-12,air_4c727b55acdee495,0,0,0,0,0,0,1,0.06545812082287993,0.33669144167012055,0.0,0.5305065676217101,-0.024370686500009467,1,21.0,1,1,-0.4725389021255891,-0.472538902125589
2016-10-13,air_4c727b55acdee495,0,0,0,0,1,0,0,-0.0399443819534228,-0.018038689187862042,0.0,-0.6791805612167623,-0.01415779089838688,1,17.0,1,1,-0.4374392095627013,-0.43743920956270127
2016-10-14,air_4c727b55acdee495,1,0,0,0,0,0,0,-0.05048463223105304,0.1647010751935228,0.0,0.25557767470387555,-0.11628674691461309,1,18.0,1,1,0.985062616502464,0.9850626165024639
2016-10-15,air_4c727b55acdee495,0,0,1,0,0,0,0,0.11815937221103129,0.36893963538448266,0.0,1.410279024958781,-0.1673512249227262,1,21.0,1,1,1.4621870088133666,1.4621870088133666
2016-10-16,air_4c727b55acdee495,0,0,0,1,0,0,0,0.29734362693074584,0.3581902374796952,0.0,-0.486730336174278,0.1492485387275752,1,16.0,1,1,-0.4841102293441235,-0.48411022934412345
2016-10-17,air_4c727b55acdee495,0,1,0,0,0,0,0,0.43436688053993944,0.5516793997658676,0.0,-0.486730336174278,0.44542251117463105,1,7.0,1,1,-1.4291019521911015,-1.4291019521911015
2016-10-18,air_4c727b55acdee495,0,0,0,0,0,1,0,0.6030108849820239,0.7236697662424653,0.0,0.008141671077824262,0.588403049597348,1,24.0,1,1,-0.6067662978605884,-0.6067662978605883
2016-10-19,air_4c727b55acdee495,0,0,0,0,0,0,1,0.49760838220572123,0.5516793997658676,0.0,-0.6241947826331954,0.45563540677625386,1,27.0,1,1,-0.4663675276090374,-0.4663675276090374
2016-10-20,air_4c727b55acdee495,0,0,0,0,1,0,0,0.45544738109519994,0.5946769913850167,0.0,0.2830705639956589,0.5066998847843669,1,15.0,1,1,-0.24034093594033162,-0.2403409359403316
2016-10-21,air_4c727b55acdee495,1,0,0,0,0,0,0,0.09707887165577081,-0.0825350766165859,0.0,-1.3390099042195653,0.17988722553244296,1,14.0,1,1,1.0089766927541017,1.0089766927541017
2016-10-22,air_4c727b55acdee495,0,0,1,0,0,0,0,-0.0715651327863137,-0.28677363680754575,0.0,-1.4489814613866991,-0.03458358210163205,1,26.0,1,1,1.5701860628530213,1.5701860628530213
2016-10-23,air_4c727b55acdee495,0,0,0,1,0,0,0,0.11815937221103129,-0.0825350766165859,0.0,-1.311517014927782,0.17988722553244296,1,17.0,1,1,-0.2110269069867111,-0.21102690698671106
2016-10-24,air_4c727b55acdee495,0,1,0,0,0,0,0,-0.08210538306394394,-0.007289291283074539,0.0,1.3827861356669977,-0.11628674691461309,1,6.0,1,1,-1.2586177311713609,-1.2586177311713609
2016-10-25,air_4c727b55acdee495,0,0,0,0,0,1,0,-0.0715651327863137,-0.05028688290222416,0.0,-1.256531236344215,-0.3205446589470655,1,13.0,1,1,-0.5689666289467092,-0.5689666289467092
2016-10-26,air_4c727b55acdee495,0,0,0,0,0,0,1,0.3711253788741577,0.3151926458605459,0.0,-1.366502793511349,0.5066998847843669,1,12.0,1,1,-0.16744157446356475,-0.16744157446356472
2016-10-27,air_4c727b55acdee495,0,0,0,0,1,0,0,0.03383736998998903,0.07870589195522433,0.0,0.9154070177066785,0.07775826951621674,1,14.0,1,1,-0.15355598180132343,-0.15355598180132343
2016-10-28,air_4c727b55acdee495,1,0,0,0,0,0,0,-0.1348066344520953,-0.46951340118893065,0.0,-1.4489814613866991,0.06754537391459416,1,36.0,1,1,0.9086918568601368,0.9086918568601366
2016-10-29,air_4c727b55acdee495,0,0,1,0,0,0,0,-0.1031858836192044,-0.12553266823573553,0.0,0.25557767470387555,-0.07543516450812257,1,16.0,1,1,1.7560987201641411,1.756098720164141
2016-10-30,air_4c727b55acdee495,0,0,0,1,0,0,0,-0.37723239083759147,-0.2222772493788215,0.0,0.9703927962902457,-0.49416388417465,1,23.0,1,1,-0.12578479647684082,-0.12578479647684082
2016-10-31,air_4c727b55acdee495,0,1,0,0,0,0,0,-0.2612896377836585,-0.2975230347123329,0.0,-0.9816023434263803,-0.3716091369551786,1,11.0,1,1,-1.0846621119860602,-1.08466211198606
2016-11-01,air_4c727b55acdee495,0,0,0,0,0,1,0,-0.2718298880612887,-0.2975230347123329,0.0,0.1730990068285252,-0.1673512249227262,1,13.0,1,1,-0.7938360878935616,-0.7938360878935615
2016-11-02,air_4c727b55acdee495,0,0,0,0,0,0,1,-0.38777264111522186,-0.2760242389027583,0.0,0.5854923462052771,-0.279693076540575,1,12.0,1,1,0.3879821320260876,0.3879821320260876
2016-11-03,air_4c727b55acdee495,0,0,0,0,1,0,0,-0.47209464333626394,-0.4157664116649939,1.0,0.6404781247888439,-0.49416388417465,1,22.0,1,1,-0.0879851275629617,-0.08798512756296169
2016-11-04,air_4c727b55acdee495,1,0,0,0,0,0,0,-0.48263489361389417,-0.16853025985488476,0.0,0.9978856855820291,-0.6269315269957441,1,12.0,1,1,0.043928002728330744,0.04392800272833074
2016-11-05,air_4c727b55acdee495,0,0,1,0,0,0,0,-0.37723239083759147,-0.17927965775967228,0.0,1.107857242749163,-0.5248025709795179,1,15.0,1,1,1.2728029533366867,1.2728029533366865
2016-11-06,air_4c727b55acdee495,0,0,0,1,0,0,0,-0.5142556444467851,-0.46951340118893065,0.0,-0.9816023434263803,-0.575867048987631,1,23.0,1,1,-0.5392668890858042,-0.5392668890858042
2016-11-07,air_4c727b55acdee495,0,1,0,0,0,0,0,-0.5247958947244153,-0.2760242389027583,0.0,1.190335910624513,-0.7596991698168382,1,17.0,1,1,-1.330745670833559,-1.3307456708335588
2016-11-08,air_4c727b55acdee495,0,0,0,0,0,1,0,-0.31399088917180984,-0.45876400328414313,0.0,-1.4489814613866991,-0.18777701612597136,1,16.0,1,1,-1.1459901462442925,-1.1459901462442925
2016-11-09,air_4c727b55acdee495,0,0,0,0,0,0,1,-0.7356009002770207,-0.8994893173804246,0.0,-0.4592374468824945,-0.7596991698168382,1,3.0,1,1,-0.8320214677147252,-0.8320214677147252
2016-11-10,air_4c727b55acdee495,0,0,0,0,1,0,0,-0.7988424019428023,-0.8457423278564878,0.0,-1.146559679177081,-0.820976543426574,1,24.0,1,1,-0.5624095435228731,-0.5624095435228731
2016-11-11,air_4c727b55acdee495,1,0,0,0,0,0,0,-0.3983128913928521,-0.16853025985488476,0.0,0.6129852354970605,-0.46352519736978215,1,8.0,1,1,0.4030248574101824,0.40302485741018235
