visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Tōkyō-to Chūō-ku Ginza,total_area_visitors,total_genre_visitors
2016-03-05,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,-0.5668105984693249,-0.42472443678740646,0.0,-0.6576906476812528,-0.4533960197034451,1,15.0,1,1,-0.500315238754672,-0.500315238754672
2016-03-06,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,-0.254142587031679,-0.3006409160082626,0.0,-0.5336037142443917,-0.2976349698881059,1,16.0,1,1,-1.141281892078308,-1.141281892078308
2016-03-07,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,-0.14158210291412643,-0.5239912534107216,0.0,-1.3029427015529316,0.1576665603413472,1,25.0,1,1,-1.4324902994777484,-1.4324902994777486
2016-03-08,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,0.0710321448634729,0.13365140671874073,0.0,0.7072656201242209,0.1456849411247825,1,14.0,1,1,-1.0932607525865132,-1.0932607525865132
2016-03-09,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.8169450076194416,-0.5984413658782078,0.0,-1.3029427015529316,-0.9206791691494627,1,24.0,1,1,-1.140254701928751,-1.140254701928751
2016-03-10,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-1.1421197395145932,-1.3925758988647283,0.0,-1.3029427015529316,-0.9446424075825919,1,24.0,1,1,-1.0182758716688443,-1.0182758716688443
2016-03-11,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,-1.3297205463771808,-1.6903763487346735,0.0,-1.3029427015529316,-1.0165321228819792,1,40.0,1,1,-0.675451159254159,-0.6754511592541591
2016-03-12,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,-1.1796399008871106,-1.4049842509426427,0.0,-0.9554992879297199,-1.0285137420985437,1,12.0,1,1,-0.48310980374959034,-0.48310980374959045
2016-03-13,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,-1.0670794167695583,-1.3057174343193276,0.0,-1.2781253148655594,-0.9086975499328981,1,13.0,1,1,-1.0904359796752312,-1.0904359796752312
2016-03-14,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,-1.1921466213446166,-1.5911095321113584,0.0,-1.3029427015529316,-0.9086975499328981,1,22.0,1,1,-1.3223241559377485,-1.3223241559377488
2016-03-15,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,-0.8919853303644766,-0.697708182501523,0.0,1.5262393808075054,-0.8967159307163336,1,31.0,1,1,-1.043955625407772,-1.043955625407772
2016-03-16,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.8169450076194416,-0.7225248866573516,0.0,-0.7073254210559975,-1.0285137420985437,1,41.0,1,1,-0.9535628922467463,-0.9535628922467465
2016-03-17,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-0.2666493074891848,0.08401799840708295,0.0,1.5262393808075054,-0.6091570695187842,1,35.0,1,1,-0.9055417527549515,-0.9055417527549516
2016-03-18,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,-0.05403505971158546,0.20810151918622677,0.0,0.5831786866873596,-0.4653776389200097,1,53.0,1,1,-0.5254813974188212,-0.5254813974188212
2016-03-19,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,-0.04152833925407967,-0.3750910284757491,0.0,-0.8314123544928587,0.25351951407386353,1,38.0,1,1,-0.507762367338961,-0.5077623673389611
2016-03-20,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,-0.22912914611666718,-0.08969893068371822,1.0,-0.012438593809574294,-0.3815063044040577,1,39.0,1,1,-0.722701906133786,-0.7227019061337862
2016-03-21,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,-0.7168912439593949,-0.734933238735266,1.0,-0.1861603006211801,-0.5492489734359615,1,8.0,1,1,-1.173638381789357,-1.1736383817893572
2016-03-22,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,-0.5292904370968072,-0.27582421185243394,0.0,0.8809873269358269,-0.7289732616844298,1,39.0,1,1,-1.0398468648095436,-1.0398468648095436
2016-03-23,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.4667568348092781,-0.21378245146286204,0.0,0.16128311300203152,-0.4773592581365742,1,44.0,1,1,-0.9373846473912218,-0.937384647391222
2016-03-24,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-1.1171062985995814,-1.2684923780855846,0.0,-0.9306819012423477,-0.8847343114997691,1,44.0,1,1,-0.997732068677702,-0.9977320686777021
2016-03-25,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,-0.8919853303644766,-0.6604831262677797,0.0,0.9802568736853157,-1.076440218964802,1,78.0,1,1,-0.385526739541665,-0.3855267395416651
2016-03-26,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,-0.9044920508219824,-0.896241815748153,0.0,0.23573527306414824,-0.7649181193341236,1,44.0,1,1,-0.3914330829016184,-0.39143308290161843
2016-03-27,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,-0.6043307598418423,-0.4495411409432351,0.0,-0.012438593809574294,-0.6570835463850425,1,12.0,1,1,-0.9571580577701962,-0.9571580577701964
2016-03-28,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,-0.49177027572428966,-0.3626826763978345,0.0,-0.6080558743065084,-0.2976349698881059,1,28.0,1,1,-1.0760553175814316,-1.0760553175814318
2016-03-29,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,-0.2791560279466906,-0.13933233899537556,0.0,1.1291611938095494,-0.48934087735313875,1,31.0,1,1,-0.7974299895140657,-0.7974299895140659
2016-03-30,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.04152833925407967,0.034384590095425605,0.0,-0.40951678080753035,-0.24970849302184767,1,44.0,1,1,-0.8839707596142522,-0.8839707596142523
2016-03-31,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-0.04152833925407967,0.059201294251254276,0.0,0.9554394869979435,-0.30961658910467044,1,38.0,1,1,-0.8477623068423641,-0.8477623068423642
2016-04-01,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,-0.30416946886170215,-0.16414904315120468,0.0,-0.23579507399592467,-0.40546954283718695,1,60.0,1,1,-0.6379587187953245,-0.6379587187953246
2016-04-02,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,-0.5918240393843365,-0.7969749991248379,0.0,-1.3029427015529316,-0.4533960197034451,1,11.0,1,1,-0.6554209513377954,-0.6554209513377955
2016-04-03,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,-0.2666493074891848,-0.3378659722420059,0.0,-1.3029427015529316,-0.23772687380528315,1,42.0,1,1,-1.187505448808378,-1.187505448808378
2016-04-04,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,0.04601870394846109,0.2701432795757987,0.0,-1.1292209947413256,-0.21376363537215412,1,10.0,1,1,-1.3017803529466063,-1.3017803529466065
2016-04-05,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,-0.5543038780118189,-0.8590167595144098,0.0,-1.3029427015529316,-0.2856533506715414,1,28.0,1,1,-1.0942879427360703,-1.0942879427360706
2016-04-06,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.07904850062659727,0.059201294251254276,0.0,0.7569003934989657,-0.5013224965697034,1,35.0,1,1,-1.0262365953279118,-1.026236595327912
2016-04-07,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-0.1791022642866438,0.04679294217334016,0.0,-1.1788557681160703,0.03785036817570168,1,42.0,1,1,-1.1438498674522009,-1.1438498674522009
2016-04-08,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,0.10855230623599048,0.3942268003549425,0.0,-0.21097768730855226,0.0019055105260079315,1,55.0,1,1,-0.5768409048966766,-0.5768409048966767
2016-04-09,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,0.23361951081104884,0.46867691282242896,0.0,0.5583612999999875,-0.06998420477337935,1,26.0,1,1,-0.48310980374959034,-0.48310980374959045
2016-04-10,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,0.2461262312685544,0.5183103211340863,0.0,-0.2606124606832968,0.08577684504195972,1,8.0,1,1,-1.071689759445814,-1.0716897594458141
2016-04-11,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,-0.4542501143517723,-0.3254576201640913,0.0,0.23573527306414824,-0.48934087735313875,1,41.0,1,1,-1.3243785362368627,-1.324378536236863
2016-04-12,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,-0.5918240393843365,-0.5736246617223791,0.0,1.5262393808075054,-0.7649181193341236,1,39.0,1,1,-1.1584873270833895,-1.1584873270833898
2016-04-13,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.10406194154160885,-0.08969893068371822,0.0,-1.1292209947413256,-0.1059290624230731,1,28.0,1,1,-1.0691217840719212,-1.0691217840719212
2016-04-14,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-0.02902161879657388,-0.26341585977451937,0.0,-1.3029427015529316,0.19361141799104076,1,17.0,1,1,-1.0354813066739257,-1.035481306673926
2016-04-15,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,0.13356574715100206,0.20810151918622677,0.0,1.6999610876191111,-0.05800258555681484,1,56.0,1,1,-0.6050886340094971,-0.6050886340094972
2016-04-16,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,0.0710321448634729,0.14605975879665486,0.0,-0.33506462074541365,-0.16583715850589587,1,31.0,1,1,-0.38604033461644355,-0.38604033461644366
2016-04-17,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,0.4962606404186711,0.4190435045107716,0.0,-0.5584211009317639,0.6129680905708004,1,22.0,1,1,-1.108925402367259,-1.1089254023672592
2016-04-18,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,0.4587404790461535,0.8781525313936036,0.0,0.4094569798757541,0.2774827525069928,1,19.0,1,1,-1.415284864472667,-1.415284864472667
2016-04-19,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,0.12105902669349605,0.2701432795757987,0.0,1.5758741541822499,0.0618136066088307,1,38.0,1,1,-1.0932607525865132,-1.0932607525865132
2016-04-20,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,-0.04152833925407967,-0.052473874449974985,0.0,1.5262393808075054,-0.2017820161555894,1,44.0,1,1,-0.9574148553075855,-0.9574148553075856
2016-04-21,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,0.15857918806601365,0.059201294251254276,0.0,-1.3029427015529316,0.21757465642416998,1,30.0,1,1,-1.0655266185484713,-1.0655266185484713
2016-04-22,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,0.25863295172606043,0.49349361697825767,0.0,0.80653516687371,0.20559303720760527,1,61.0,1,1,-0.5583514822046486,-0.5583514822046487
2016-04-23,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,0.3336732744710952,0.3321850399653706,0.0,-0.7817775811181141,0.30144599094012176,1,28.0,1,1,-0.45948443030977687,-0.4594844303097769
2016-04-24,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,0.05852542440596688,-0.07729057860580366,0.0,-1.0051340613044644,0.07379522582539522,1,23.0,1,1,-1.0870976116891706,-1.0870976116891706
2016-04-25,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,0.3586867153861072,0.4190435045107716,0.0,0.8561699402484544,0.241537894857299,1,32.0,1,1,-1.2761005992076786,-1.2761005992076788
2016-04-26,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,0.4962606404186711,0.6672105460690593,0.0,1.4021524473706442,0.3254092293732508,1,42.0,1,1,-0.99490729576642,-0.9949072957664201
2016-04-27,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,0.3586867153861072,0.25773492749788457,0.0,-1.2284905414908147,0.4452254215388963,1,51.0,1,1,-0.9751338853874456,-0.9751338853874457
2016-04-28,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,-0.10406194154160885,-0.536399605488636,0.0,-1.3029427015529316,0.21757465642416998,1,54.0,1,1,-0.729121844568518,-0.7291218445685181
2016-04-29,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,0.0710321448634729,0.20810151918622677,1.0,1.0298916470600603,-0.01007610869055658,1,24.0,1,1,-0.5532155314568631,-0.5532155314568632
2016-04-30,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,0.09604558577848447,0.24532657541997,0.0,1.4269698340580164,-0.11791068163963761,1,17.0,1,1,-0.5981551004999865,-0.5981551004999867
2016-05-01,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,0.37119343584361275,0.6548021939911447,0.0,0.9306221003105712,0.049831987392266186,1,22.0,1,1,-0.8834571645394736,-0.8834571645394738
2016-05-02,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,0.271139672183566,0.20810151918622677,0.0,-0.43433416749490267,0.20559303720760527,1,35.0,1,1,-1.025466202715744,-1.0254662027157442
2016-05-03,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,0.6463412859087411,0.6175771377574014,1.0,0.18610049968940368,0.6728761866536231,1,25.0,1,1,-0.7347713903910821,-0.7347713903910822
2016-05-04,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,0.8589555336863406,0.9029692355494323,1.0,0.9802568736853157,0.8645820941186557,1,23.0,1,1,-0.7925508363036695,-0.7925508363036696
2016-05-05,air_8093d0b565e9dbdf,0,0,0,0,1,0,0,0.8589555336863406,0.9526026438610897,1.0,1.7495958609938558,0.6728761866536231,1,17.0,1,1,-0.9882305597942987,-0.988230559794299
2016-05-06,air_8093d0b565e9dbdf,1,0,0,0,0,0,0,0.3586867153861072,0.34459339204328515,0.0,-1.2781253148655594,0.4452254215388963,1,42.0,1,1,-1.1456474502139258,-1.145647450213926
2016-05-07,air_8093d0b565e9dbdf,0,0,1,0,0,0,0,0.7463950495687878,0.8285191230819459,0.0,1.5510567674948776,0.4691886599720256,1,23.0,1,1,-0.7101188268017115,-0.7101188268017116
2016-05-08,air_8093d0b565e9dbdf,0,0,0,1,0,0,0,0.7589017700262938,0.9029692355494323,0.0,1.6503263142443667,0.6848578058701874,1,14.0,1,1,-1.0578226924267928,-1.057822692426793
2016-05-09,air_8093d0b565e9dbdf,0,1,0,0,0,0,0,0.4087135972161303,0.25773492749788457,0.0,-1.3029427015529316,0.5650416137045419,1,34.0,1,1,-1.494892101063343,-1.4948921010633431
2016-05-10,air_8093d0b565e9dbdf,0,0,0,0,0,1,0,0.3962068767586243,0.3570017441211997,0.0,-1.2781253148655594,0.5530599944879776,1,18.0,1,1,-1.3290008919098697,-1.32900089190987
2016-05-11,air_8093d0b565e9dbdf,0,0,0,0,0,0,1,0.7714084904837993,0.9153775876273469,0.0,-0.8810471278676032,0.5410783752714129,1,34.0,1,1,-1.134861953643576,-1.1348619536435762
