visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-08-07,air_a24bf50c3e90d583,0,0,0,1,0,0,0,1.2531104180203092,1.1948868691877772,0.0,0.870507073828052,1.2927741863945847,1,6.0,1,1,-0.5610791347941725,-0.5610791347941725
2016-08-08,air_a24bf50c3e90d583,0,1,0,0,0,0,0,1.5391647816198044,1.7198104855702576,0.0,1.6677515116015582,1.2056064673317868,1,27.0,1,1,-1.082794609088813,-1.082794609088813
2016-08-09,air_a24bf50c3e90d583,0,0,0,0,0,1,0,1.7107973997795016,1.879569847077969,0.0,1.487728574039799,1.4344217298716315,1,7.0,1,1,-0.2492406415995158,-0.24924064159951578
2016-08-10,air_a24bf50c3e90d583,0,0,0,0,0,0,1,1.3789743380040873,1.6056966559218924,0.0,1.1791178239339257,1.2382943619803362,1,26.0,1,1,0.7566059539913637,0.7566059539913637
2016-08-11,air_a24bf50c3e90d583,0,0,0,0,1,0,0,1.161573021668471,1.1492413373284314,1.0,0.9219421988456978,1.162022607800388,1,21.0,1,1,0.44551170541053675,0.44551170541053675
2016-08-12,air_a24bf50c3e90d583,1,0,0,0,0,0,0,1.161573021668471,1.1264185713987585,0.0,-0.3896534891042643,1.2927741863945847,1,26.0,1,1,0.01198921785471927,0.011989217854719281
2016-08-13,air_a24bf50c3e90d583,0,0,1,0,0,0,0,1.1272464980365315,1.115007188433922,1.0,-0.8011344892454288,1.1293347131518385,1,42.0,1,1,0.17832788904566382,0.17832788904566382
2016-08-14,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.8411921344370363,0.6699632528052973,1.0,-1.5726613645101124,0.9767912047919423,1,10.0,1,1,-0.8602654695537237,-0.8602654695537237
2016-08-15,air_a24bf50c3e90d583,0,1,0,0,0,0,0,1.0585934507726524,1.1606527202932682,1.0,-0.4668061766307326,1.031271029206191,1,31.0,1,1,-1.3871906561451723,-1.3871906561451723
2016-08-16,air_a24bf50c3e90d583,0,0,0,0,0,1,0,1.2874369416522486,1.3888803795899987,0.0,1.230552948951571,1.0966468185032892,1,21.0,1,1,-1.2692278848531602,-1.2692278848531602
2016-08-17,air_a24bf50c3e90d583,0,0,0,0,0,0,1,1.3789743380040873,1.331823464765816,0.0,1.1019651364074572,1.4344217298716315,1,14.0,1,1,-0.7657464035973481,-0.7657464035973481
2016-08-18,air_a24bf50c3e90d583,0,0,0,0,1,0,0,1.2531104180203092,1.1720641032581047,0.0,-0.4668061766307326,1.3472540108088336,1,19.0,1,1,-0.48963165186651847,-0.4896316518665184
2016-08-19,air_a24bf50c3e90d583,1,0,0,0,0,0,0,1.2187838943883702,1.1948868691877772,0.0,-0.02960761398074545,1.2382943619803362,1,36.0,1,1,0.8433104515025271,0.8433104515025271
2016-08-20,air_a24bf50c3e90d583,0,0,1,0,0,0,0,1.3789743380040873,1.5144055922032005,0.0,0.66476657375747,1.2056064673317868,1,28.0,1,1,0.7257198025174298,0.72571980251743
2016-08-21,air_a24bf50c3e90d583,0,0,0,1,0,0,0,1.3446478143721476,1.331823464765816,0.0,1.1019651364074572,1.151126642917538,1,8.0,1,1,-0.7534663674691575,-0.7534663674691575
2016-08-22,air_a24bf50c3e90d583,0,1,0,0,0,0,0,1.3789743380040873,1.3546462306954894,0.0,-1.4955086769836439,1.412629800105932,1,25.0,1,1,-1.9423971380621505,-1.9423971380621505
2016-08-23,air_a24bf50c3e90d583,0,0,0,0,0,1,0,1.2416682434763295,1.2747665499416334,0.0,0.2532855736163053,1.2056064673317868,1,15.0,1,1,-0.554380933269705,-0.554380933269705
2016-08-24,air_a24bf50c3e90d583,0,0,0,0,0,0,1,1.2187838943883702,1.2291210180822874,0.0,-0.0038900514719225317,1.2818782215117352,1,18.0,1,1,-0.364226434436209,-0.364226434436209
2016-08-25,air_a24bf50c3e90d583,0,0,0,0,1,0,0,1.20734171984439,1.206298252152614,0.0,1.1791178239339257,1.1729185726832378,1,32.0,1,1,-0.23472787162983608,-0.23472787162983608
2016-08-26,air_a24bf50c3e90d583,1,0,0,0,0,0,0,1.20734171984439,1.1834754862229415,0.0,1.487728574039799,1.151126642917538,1,9.0,1,1,1.141380419341334,1.141380419341334
2016-08-27,air_a24bf50c3e90d583,0,0,1,0,0,0,0,1.0585934507726524,1.2291210180822874,0.0,-0.6211115516836695,1.107542783386139,1,37.0,1,1,1.204269089209946,1.204269089209946
2016-08-28,air_a24bf50c3e90d583,0,0,0,1,0,0,0,1.081477799860612,1.1035958054690855,0.0,-0.5696764266660238,1.0748548887375897,1,12.0,1,1,-0.20346959784898744,-0.2034695978489874
2016-08-29,air_a24bf50c3e90d583,0,1,0,0,0,0,0,1.3675321634601072,1.4915828262735271,0.0,0.5361787612133561,1.2709822566288853,1,21.0,1,1,-1.3723057638685776,-1.3723057638685776
2016-08-30,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.9212873562448949,0.9210136780317009,0.0,0.7162016987751154,0.8242476964320455,1,22.0,1,1,-0.5808016170606604,-0.5808016170606604
2016-08-31,air_a24bf50c3e90d583,0,0,0,0,0,0,1,1.0128247525967335,1.1264185713987585,0.0,0.870507073828052,0.813351731549196,1,15.0,1,1,-0.15174459718782124,-0.1517445971878212
2016-09-01,air_a24bf50c3e90d583,0,0,0,0,1,0,0,1.1158043234925517,1.137829954363595,0.0,1.1019651364074572,1.0530629589718905,1,6.0,1,1,-0.5447057532899184,-0.5447057532899184
2016-09-02,air_a24bf50c3e90d583,1,0,0,0,0,0,0,1.1386886725805112,1.2291210180822874,0.0,1.359140761495685,0.9658952399090923,1,23.0,1,1,0.6576214203520097,0.6576214203520097
2016-09-03,air_a24bf50c3e90d583,0,0,1,0,0,0,0,1.3332056398281682,1.4801714433086905,0.0,0.3818733861604192,1.2600862917460354,1,42.0,1,1,1.2388764637530285,1.2388764637530285
2016-09-04,air_a24bf50c3e90d583,0,0,0,1,0,0,0,1.161573021668471,1.1720641032581047,0.0,0.07326263605454578,0.9549992750262428,1,10.0,1,1,-0.6864843522244819,-0.6864843522244819
2016-09-05,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.978498228964794,0.9894819758207202,0.0,-1.264050614404239,0.9441033101433929,1,16.0,1,1,-1.2815079209813507,-1.2815079209813507
2016-09-06,air_a24bf50c3e90d583,0,0,0,0,0,1,0,1.047151276228673,1.1264185713987585,0.0,-0.5182413016483782,1.1838145375660873,1,8.0,1,1,-0.5808016170606604,-0.5808016170606604
2016-09-07,air_a24bf50c3e90d583,0,0,0,0,0,0,1,1.081477799860612,1.0693616565745758,0.0,0.047545073545723085,1.0966468185032892,1,29.0,1,1,-0.48442193956971036,-0.4844219395697103
2016-09-08,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.9899404035087739,1.0579502736097395,0.0,-1.032592551824834,1.107542783386139,1,18.0,1,1,-0.33743362833833873,-0.33743362833833873
2016-09-09,air_a24bf50c3e90d583,1,0,0,0,0,0,0,1.0585934507726524,1.137829954363595,0.0,1.487728574039799,0.9767912047919423,1,33.0,1,1,0.9739253812296447,0.9739253812296447
2016-09-10,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.9556138798768344,1.0008933587855569,0.0,0.4590260736868875,0.7806638369006467,1,63.0,1,1,1.4807559632476905,1.4807559632476905
2016-09-11,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.967056054420814,0.9438364439613742,0.0,-0.15819542652485938,0.9876871696747918,1,8.0,1,1,-0.24886851929260093,-0.24886851929260093
2016-09-12,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.978498228964794,0.8411339972778452,0.0,-1.1868979268777708,1.118438748268989,1,38.0,1,1,-1.2602969494872034,-1.2602969494872034
2016-09-13,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.9327295307888749,0.7954884654184993,0.0,-1.4440735519659986,0.9441033101433929,1,17.0,1,1,-0.7445354321032008,-0.7445354321032008
2016-09-14,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.9441717053328544,0.8981909121020278,0.0,-1.3412033019307072,1.1293347131518385,1,5.0,1,1,-0.3512021536941887,-0.3512021536941887
2016-09-15,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.9327295307888749,0.749842933559153,0.0,-1.264050614404239,0.9985831345576417,1,10.0,1,1,-0.027827868985171263,-0.02782786898517125
2016-09-16,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.8869608326129554,0.7384315505943166,0.0,-0.9811574268071884,1.0203750643233411,1,30.0,1,1,0.9061991213711393,0.9061991213711393
2016-09-17,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.9556138798768344,0.8639567632075182,0.0,-0.6211115516836695,1.0094790994404916,1,27.0,1,1,1.366514415024827,1.366514415024827
2016-09-18,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.8984030071569353,0.48738112536791317,0.0,-1.5983789270189352,1.107542783386139,1,22.0,1,1,0.19358490362917327,0.1935849036291733
2016-09-19,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.909845181700915,1.0123047417503932,1.0,-0.4925237391395555,0.9658952399090923,1,22.0,1,1,-1.2632739279425222,-1.2632739279425222
2016-09-20,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.5894642944694807,0.3846786786843842,0.0,-1.5983789270189352,0.7915598017834966,1,5.0,1,1,-1.7451723153972722,-1.7451723153972722
2016-09-21,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.6123486435574401,0.5900835720514418,0.0,-1.2126154893865935,0.7479759422520973,1,32.0,1,1,0.4004849062738381,0.4004849062738381
2016-09-22,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.5894642944694807,0.4759697424030765,1.0,-1.521226239492467,0.715288047603548,1,46.0,1,1,-0.26263704464845095,-0.26263704464845095
2016-09-23,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.6237908181014198,0.23633070014150928,0.0,-1.5983789270189352,0.8896234857291442,1,26.0,1,1,0.2166564866578949,0.21665648665789491
2016-09-24,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.5093690726616217,0.224919317176673,0.0,-1.5983789270189352,0.715288047603548,1,43.0,1,1,1.141008297034419,1.141008297034419
2016-09-25,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.6581173417333592,0.72702016762948,0.0,-0.2610656765601504,0.5518485743608018,1,35.0,1,1,-0.34562031909046576,-0.34562031909046576
2016-09-27,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.9899404035087739,1.0008933587855569,0.0,0.1504153235810141,1.0094790994404916,1,17.0,1,1,-0.4118580897213117,-0.4118580897213117
2016-09-28,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.909845181700915,0.8068998483833356,0.0,-1.5469438020012896,1.0966468185032892,1,9.0,1,1,-0.2972444191915334,-0.2972444191915333
2016-09-29,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.9556138798768344,0.9894819758207202,0.0,-0.6468291141924921,0.9876871696747918,1,24.0,1,1,-0.1763046694442023,-0.17630466944420228
2016-09-30,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.6466751671893797,0.3960900616492209,0.0,-1.4955086769836439,0.8024557666663461,1,40.0,1,1,1.2091066791998393,1.2091066791998393
2016-10-01,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.6810016908213188,0.5444380401920959,0.0,-1.5726613645101124,0.813351731549196,1,48.0,1,1,1.242969809129092,1.242969809129092
2016-10-02,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.7725390871731573,0.6585518698404611,0.0,-1.4697911144748212,0.933207345260543,1,12.0,1,1,-0.4014386651276955,-0.4014386651276955
2016-10-03,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.6123486435574401,0.4759697424030765,0.0,-1.5983789270189352,0.7370799773692478,1,13.0,1,1,-1.4783606213393141,-1.4783606213393141
2016-10-04,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.9212873562448949,1.0579502736097395,0.0,-0.3382183640866187,0.7697678720177967,1,9.0,1,1,-0.6399690638601238,-0.6399690638601238
2016-10-05,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.7954234362611169,0.7726656994888264,0.0,-1.0068749893160112,0.8787275208462942,1,10.0,1,1,-0.8089125911994725,-0.8089125911994725
2016-10-06,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.8755186580689759,0.8411339972778452,0.0,0.8447895113192293,0.9114154154948436,1,23.0,1,1,-0.33966636217982793,-0.33966636217982793
2016-10-07,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.6123486435574401,0.6585518698404611,0.0,-0.6468291141924921,0.7370799773692478,1,39.0,1,1,0.8284255592259325,0.8284255592259326
2016-10-08,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.6924438653652988,0.5102038912975861,0.0,-1.264050614404239,0.7479759422520973,1,46.0,1,1,1.0784917494727218,1.0784917494727218
2016-10-09,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.5551377708375411,0.3276217638602016,0.0,-1.392638426948353,0.5409526094779523,1,9.0,1,1,0.36587753173075566,0.36587753173075566
2016-10-10,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.32629427995794497,0.28197623200085564,1.0,-0.8782871767718973,0.39930506600090543,1,11.0,1,1,-0.7378372305787333,-0.7378372305787332
2016-10-11,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.29196775632600547,0.2933876149656919,0.0,-0.6211115516836695,0.41020103088375537,1,13.0,1,1,-1.1263329189978522,-1.1263329189978522
2016-10-12,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.36062080358988446,0.6471404868756244,0.0,0.17613288608983702,0.3666171713523561,1,22.0,1,1,-0.42227751431492794,-0.4222775143149279
2016-10-13,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.12033513816630834,-0.026131108049730508,0.0,-1.36692086443953,0.2249696278753095,1,17.0,1,1,-0.3884143843856752,-0.3884143843856752
2016-10-14,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.0974507890783488,0.030925806774452124,0.0,-0.9811574268071884,0.15959383857821105,1,17.0,1,1,0.983972683516346,0.983972683516346
2016-10-15,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.14321948725426786,0.3162103808953653,0.0,1.0248124488809887,-0.145493178141582,1,30.0,1,1,1.4442879771700339,1.4442879771700339
2016-10-16,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.36062080358988446,0.48738112536791317,0.0,0.8962246363368747,0.23586559275815921,1,12.0,1,1,-0.4334411835223739,-0.4334411835223739
2016-10-17,air_a24bf50c3e90d583,0,1,0,0,0,0,0,0.31485210541396497,0.09939410456347104,0.0,-1.521226239492467,0.43199296064945475,1,4.0,1,1,-1.3451408354637926,-1.3451408354637926
2016-10-18,air_a24bf50c3e90d583,0,0,0,0,0,1,0,0.6695595162773392,0.9096022950668645,0.0,1.1276826989162798,0.42109699576660486,1,15.0,1,1,-0.5517760771213008,-0.5517760771213008
2016-10-19,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.6123486435574401,0.5672608061217688,0.0,0.12469776107219138,0.6717041880721492,1,14.0,1,1,-0.41632355740429006,-0.41632355740429006
2016-10-20,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.6810016908213188,0.7384315505943166,0.0,0.793354386301584,0.5409526094779523,1,21.0,1,1,-0.19825988555217933,-0.19825988555217933
2016-10-21,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.3034099308699854,0.20209655124700002,0.0,-1.1354628018601252,0.4537848904151542,1,27.0,1,1,1.0070442665450676,1.0070442665450676
2016-10-22,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.2690834072380459,0.122216870493144,0.0,-1.032592551824834,0.3230333118209573,1,36.0,1,1,1.5484822231061959,1.5484822231061959
2016-10-23,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.3034099308699854,0.24774208310634596,0.0,-0.9811574268071884,0.3557212064695066,1,4.0,1,1,-0.1699785902266496,-0.1699785902266496
2016-10-24,air_a24bf50c3e90d583,0,1,0,0,0,0,0,-0.08562400362532831,-0.254358767346461,0.0,-1.3412033019307072,0.05063418974971355,1,2.0,1,1,-1.1806627758074224,-1.1806627758074224
2016-10-25,air_a24bf50c3e90d583,0,0,0,0,0,1,0,-0.1542770508892069,-0.379883979959663,0.0,-1.5983789270189352,-0.05832545907878394,1,12.0,1,1,-0.5153080910436441,-0.5153080910436441
2016-10-26,air_a24bf50c3e90d583,0,0,0,0,0,0,1,0.47504254902968257,0.6471404868756244,0.0,0.741919261283938,0.3339292767038068,1,14.0,1,1,-0.12792876954526988,-0.12792876954526988
2016-10-27,air_a24bf50c3e90d583,0,0,0,0,1,0,0,0.4178316763097835,0.3960900616492209,0.0,0.5618963237221788,0.38840910111805554,1,21.0,1,1,-0.11453236649633475,-0.11453236649633475
2016-10-28,air_a24bf50c3e90d583,1,0,0,0,0,0,0,0.10889296362232836,-0.24294738438162475,0.0,-1.5983789270189352,0.38840910111805554,1,18.0,1,1,0.9102924667472029,0.9102924667472029
2016-10-29,air_a24bf50c3e90d583,0,0,1,0,0,0,0,0.29196775632600547,0.35044452978987456,0.0,0.6133314487398241,0.19228173322676018,1,42.0,1,1,1.7278451750391608,1.7278451750391608
2016-10-30,air_a24bf50c3e90d583,0,0,0,1,0,0,0,-0.2686987963290052,-0.31141568217064364,0.0,-1.238333051895416,-0.10190931861018297,1,21.0,1,1,-0.08773956039846449,-0.08773956039846448
2016-10-31,air_a24bf50c3e90d583,0,1,0,0,0,0,0,-0.13139270180124737,-0.026131108049730508,0.0,0.33043826114277364,-0.2435568620872298,1,20.0,1,1,-1.0128356153888183,-1.0128356153888183
2016-11-01,air_a24bf50c3e90d583,0,0,0,0,0,1,0,-0.22293009815308593,-0.10601078880358651,0.0,-0.312500801577796,-0.21086896743868047,1,11.0,1,1,-0.7322553959750103,-0.7322553959750102
2016-11-02,air_a24bf50c3e90d583,0,0,0,0,0,0,1,-0.337351843592884,-0.42552951181900894,0.0,-1.109745239351302,-0.18907703767298104,1,26.0,1,1,0.4079273524121354,0.4079273524121354
2016-11-03,air_a24bf50c3e90d583,0,0,0,0,1,0,0,-0.2686987963290052,-0.33423844810031705,1.0,1.0248124488809887,-0.23266089720438007,1,11.0,1,1,-0.05127157432080774,-0.05127157432080773
2016-11-04,air_a24bf50c3e90d583,1,0,0,0,0,0,0,-0.31446749450492445,-0.22012461845195178,0.0,0.9476597613545206,-0.2980366865014785,1,29.0,1,1,0.07599425464407601,0.07599425464407603
2016-11-05,air_a24bf50c3e90d583,0,0,1,0,0,0,0,-0.17716139997716665,-0.07177663990907686,0.0,0.9990948863721659,-0.2980366865014785,1,32.0,1,1,1.2615759244748352,1.2615759244748352
2016-11-06,air_a24bf50c3e90d583,0,0,0,1,0,0,0,0.005913392726510248,0.1450396364228174,0.0,0.9476597613545206,-0.2762447567357789,1,12.0,1,1,-0.4866546734111995,-0.4866546734111995
2016-11-07,air_a24bf50c3e90d583,0,1,0,0,0,0,0,-0.39456271631278306,-0.41411812885417265,0.0,0.40759094866924195,-0.3961003704471263,1,10.0,1,1,-1.250249647200502,-1.250249647200502
2016-11-08,air_a24bf50c3e90d583,0,0,0,0,0,1,0,-0.3487940181368638,-0.379883979959663,0.0,-1.032592551824834,-0.3307245811500277,1,16.0,1,1,-1.072003062188282,-1.072003062188282
2016-11-09,air_a24bf50c3e90d583,0,0,0,0,0,0,1,-0.6806170799122783,-0.6994027029750858,0.0,0.9476597613545206,-0.6576035276355202,1,11.0,1,1,-0.7690955043595818,-0.7690955043595818
