visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,total_area_visitors,total_genre_visitors
2016-02-23,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-1.0626699520497898,-1.2089425749733231,0.0,-1.309091816779484,-0.78230082497815,1,39.0,1,1,-1.1261708781322892,-1.1261708781322892
2016-02-24,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-1.1765385582126346,-1.499851833645405,0.0,-1.309091816779484,-1.0723451625861218,1,21.0,1,1,-1.0828461131226923,-1.0828461131226923
2016-02-26,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-1.1765385582126346,-1.0318673740424906,0.0,1.3350722009384404,-1.3623895001940938,1,29.0,1,1,-0.5764722700625479,-0.5764722700625479
2016-02-27,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-0.9234972111840908,-0.8927368590254082,0.0,1.3350722009384404,-1.048174801118791,1,81.0,1,1,-0.4109366072224116,-0.41093660722241154
2016-02-28,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-0.8096286050212462,-0.5765311430774933,0.0,1.157099622822811,-0.9273229937821359,1,55.0,1,1,-0.9854279998930207,-0.9854279998930205
2016-02-29,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-0.8602368744269547,-0.6018276003533264,0.0,-0.8005987364491138,-0.7943860057118155,1,5.0,1,1,-1.291956973140111,-1.291956973140111
2016-03-01,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-1.2524509623211975,-1.1709978890595731,0.0,1.4367708170045144,-1.120685885520784,1,15.0,1,1,-1.184521573203018,-1.184521573203018
2016-03-02,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-1.1132782214554986,-0.9053850876633247,0.0,0.877428428641107,-1.2415376928574389,1,30.0,1,1,-1.0565507355157115,-1.0565507355157115
2016-03-04,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-0.594543460046984,-0.46269708533624393,0.0,1.1316749688062921,-0.6977045598424916,1,26.0,1,1,-0.705695268588282,-0.705695268588282
2016-03-05,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-0.5565872579927025,-0.4121041707845775,0.0,-0.6734754663665213,-0.44391576443551617,1,92.0,1,1,-0.48581582536038553,-0.4858158253603854
2016-03-06,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-0.24028557420702293,-0.28562188440541153,0.0,-0.5463521962839288,-0.28680841489786474,1,73.0,1,1,-1.1108945159034718,-1.1108945159034718
2016-03-07,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-0.12641696804417824,-0.5132899998879104,0.0,-1.3345164707960024,0.17242845298142412,1,10.0,1,1,-1.3948845940588643,-1.3948845940588643
2016-03-08,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,0.08866817693008403,0.15706611792166933,0.0,0.7248805045419962,0.16034327224775843,1,16.0,1,1,-1.0640637005462774,-1.0640637005462774
2016-03-09,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.8096286050212462,-0.5891793717154099,0.0,-1.3345164707960024,-0.9152378130484705,1,17.0,1,1,-1.1098927872327298,-1.1098927872327298
2016-03-11,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-1.3283633664297607,-1.7022234918520704,0.0,-1.3345164707960024,-1.0119192589177943,1,15.0,1,1,-0.656610563721918,-0.6566105637219178
2016-03-12,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-1.1765385582126346,-1.4113142331799886,0.0,-0.9785713145647434,-1.0240044396514598,1,35.0,1,1,-0.4690368701254549,-0.46903687012545486
2016-03-13,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-1.0626699520497898,-1.3101284040766559,0.0,-1.309091816779484,-0.9031526323148049,1,44.0,1,1,-1.0613089467017367,-1.0613089467017367
2016-03-14,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-1.1891906255640614,-1.6010376627487375,0.0,-1.3345164707960024,-0.9031526323148049,1,5.0,1,1,-1.2874491941217714,-1.2874491941217714
2016-03-15,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-0.8855410091298093,-0.6903652008187428,0.0,1.563894087087107,-0.8910674515811394,1,19.0,1,1,-1.0159807243506553,-1.0159807243506553
2016-03-16,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.8096286050212462,-0.7156616580945758,0.0,-0.7243247743995584,-1.0240044396514598,1,9.0,1,1,-0.9278286013253484,-0.9278286013253484
2016-03-18,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-0.03785249658418781,0.23295548974916863,0.0,0.5977572344594037,-0.4560009451691817,1,13.0,1,1,-0.5103581777935676,-0.5103581777935675
2016-03-19,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-0.025200429232760668,-0.3615112562329113,0.0,-0.851448044482151,0.26910989885074793,1,14.0,1,1,-0.4930783582232659,-0.49307835822326584
2016-03-20,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-0.21498143950416843,-0.07060199756082948,1.0,-0.012434461937040278,-0.3714046800335231,1,30.0,1,1,-0.7026900825760557,-0.7026900825760556
2016-03-21,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-0.7084120662098287,-0.7283098867324924,1.0,-0.19040704005266984,-0.5405972103048401,1,34.0,1,1,-1.142448969031849,-1.1424489690318487
2016-03-22,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-0.5186310559384208,-0.2603254271295784,0.0,0.902853082657626,-0.7218749213098224,1,26.0,1,1,-1.011973809667687,-1.011973809667687
2016-03-23,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.45537071918128497,-0.19708428393999544,0.0,0.1655381161785893,-0.46808612590284715,1,6.0,1,1,-0.9120513747611599,-0.9120513747611599
2016-03-25,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-0.8855410091298093,-0.6524205149049929,0.0,1.0045516987236995,-1.0723451625861218,1,11.0,1,1,-0.373872646404953,-0.37387264640495294
2016-03-26,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-0.8981930764812364,-0.8927368590254082,0.0,0.24181207822814474,-0.758130463510819,1,16.0,1,1,-0.3796325862617202,-0.37963258626172014
2016-03-27,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-0.594543460046984,-0.4374006280604106,0.0,-0.012434461937040278,-0.6493638369078296,1,23.0,1,1,-0.9313346516729458,-0.9313346516729458
2016-03-28,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-0.4806748538841392,-0.3488630275949945,0.0,-0.6226261583334844,-0.28680841489786474,1,10.0,1,1,-1.047284745311347,-1.0472847453113467
2016-03-29,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-0.2655897089098772,-0.1211949121124957,0.0,1.157099622822811,-0.48017130663651264,1,20.0,1,1,-0.7755658433725453,-0.7755658433725453
2016-03-30,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.025200429232760668,0.05588028881833647,0.0,-0.41922892620133634,-0.23846769196320272,1,10.0,1,1,-0.8599614838825694,-0.8599614838825693
2016-03-31,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,-0.025200429232760668,0.08117674609416957,0.0,0.9791270447071811,-0.29889359563153023,1,2.0,1,1,-0.8246505482389095,-0.8246505482389095
2016-04-01,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,-0.29089384361273146,-0.14649136938832924,0.0,-0.2412563480857069,-0.39557504150085426,1,10.0,1,1,-0.6200474672398303,-0.6200474672398303
2016-04-02,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,-0.5818913926955568,-0.7915510299220754,0.0,-1.3345164707960024,-0.44391576443551617,1,24.0,1,1,-0.6370768546424465,-0.6370768546424465
2016-04-03,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,-0.25293764155845005,-0.3235665703191614,0.0,-1.3345164707960024,-0.2263825112295373,1,26.0,1,1,-1.1559723060868674,-1.1559723060868674
2016-04-04,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,0.06336404222722952,0.2961966329387516,0.0,-1.1565438926803728,-0.2022121497622064,1,10.0,1,1,-1.267414620706929,-1.267414620706929
2016-04-05,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-0.5439351906412752,-0.8547921731116583,0.0,-1.3345164707960024,-0.2747232341641993,1,11.0,1,1,-1.0650654292170196,-1.0650654292170196
2016-04-06,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.06315663128704231,0.08117674609416957,0.0,0.7757298125750335,-0.4922564873701782,1,13.0,1,1,-0.9987009047803538,-0.9987009047803538
2016-04-08,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.12662437898436568,0.42267891931791757,0.0,-0.21583169406918826,0.015321103443772601,1,12.0,1,1,-0.5604446113306739,-0.5604446113306738
2016-04-09,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.2531450524986375,0.49856829114541734,0.0,0.5723325804428853,-0.057189980958220324,1,21.0,1,1,-0.4690368701254549,-0.46903687012545486
2016-04-10,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.26579711985006443,0.5491612056970835,0.0,-0.2666810021022253,0.09991736857943097,1,34.0,1,1,-1.0430273984606928,-1.0430273984606928
2016-04-11,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,-0.4427186518298578,-0.3109183416812446,0.0,0.24181207822814474,-0.48017130663651264,1,10.0,1,1,-1.2894526514632558,-1.2894526514632556
2016-04-12,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,-0.5818913926955568,-0.5638829144395767,0.0,1.563894087087107,-0.758130463510819,1,13.0,1,1,-1.1276734711384024,-1.1276734711384024
2016-04-13,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.08846076598989659,-0.07060199756082948,0.0,-1.1565438926803728,-0.09344552315921689,1,6.0,1,1,-1.0405230767838376,-1.0405230767838376
2016-04-14,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,-0.012548361881333531,-0.24767719849166164,0.0,-1.3345164707960024,0.20868399518242045,1,1.0,1,1,-1.007716462817033,-1.007716462817033
2016-04-15,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.15192851368721996,0.23295548974916863,0.0,1.7418666652027364,-0.04510480022455487,1,12.0,1,1,-0.5879921497760823,-0.5879921497760823
2016-04-16,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.08866817693008403,0.16971434655958564,0.0,-0.3429549641517809,-0.15387142682754437,1,19.0,1,1,-0.37437351074032404,-0.374373510740324
2016-04-17,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.5188384668786081,0.44797537659375114,0.0,-0.5717768503004473,0.6316653208607129,1,29.0,1,1,-1.0793400627750949,-1.0793400627750949
2016-04-18,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,0.48088226482432644,0.9159598361966651,0.0,0.4197846563437743,0.293280260318079,1,8.0,1,1,-1.3781056388239339,-1.3781056388239339
2016-04-19,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,0.1392764463357926,0.2961966329387516,0.0,1.6147433951201438,0.07574700711210007,1,2.0,1,1,-1.0640637005462774,-1.0640637005462774
2016-04-20,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,-0.025200429232760668,-0.03265731164707961,0.0,1.563894087087107,-0.1901269690285407,1,12.0,1,1,-0.9315850838406313,-0.9315850838406313
2016-04-21,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,0.17723264839007422,0.08117674609416957,0.0,-1.3345164707960024,0.23285435664975157,1,2.0,1,1,-1.0370170264362402,-1.0370170264362402
2016-04-22,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.2784491872014918,0.5238647484212504,0.0,0.8265791206080703,0.2207691759160859,1,17.0,1,1,-0.5424134952573156,-0.5424134952573155
2016-04-23,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.3543615913100546,0.3594377761283346,0.0,-0.8005987364491138,0.31745062178540995,1,32.0,1,1,-0.44599711069838605,-0.44599711069838593
2016-04-24,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.07601610957865666,-0.057953768922912714,0.0,-1.0294206225977804,0.08783218784576552,1,36.0,1,1,-1.0580533285218248,-1.0580533285218248
2016-04-25,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,0.3796657260129094,0.44797537659375114,0.0,0.877428428641107,0.2570247181170825,1,13.0,1,1,-1.2423714039383758,-1.2423714039383758
2016-04-26,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,0.5188384668786081,0.700939949352083,0.0,1.4367708170045144,0.3416209832527409,1,9.0,1,1,-0.968148180322719,-0.9681481803227189
2016-04-27,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,0.3796657260129094,0.2835484043008353,0.0,-1.258242508746447,0.4624727905893958,1,6.0,1,1,-0.948864903410933,-0.948864903410933
2016-04-28,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,-0.08846076598989659,-0.5259382285258268,0.0,-1.3345164707960024,0.23285435664975157,1,1.0,1,1,-0.708950886768194,-0.708950886768194
2016-04-29,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.08866817693008403,0.23295548974916863,1.0,1.055401006756737,0.0032359227101071497,1,37.0,1,1,-0.537404851903605,-0.5374048519036049
2016-04-30,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.1139723116329383,0.2709001756629185,0.0,1.4621954710210328,-0.10553070389288234,1,34.0,1,1,-0.581230481248573,-0.5812304812485729
2016-05-01,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.39231779336433625,0.6882917207141662,0.0,0.9537023906906628,0.06366182637843462,1,47.0,1,1,-0.8594606195471983,-0.8594606195471983
2016-05-02,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,0.2911012545529187,0.23295548974916863,0.0,-0.4446535802178549,0.2207691759160859,1,11.0,1,1,-0.9979496082772972,-0.9979496082772972
2016-05-03,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,0.6706632750957342,0.6503470348004163,1.0,0.1909627701951077,0.6920912245290405,1,36.0,1,1,-0.7144603944572757,-0.7144603944572756
2016-05-04,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,0.8857484200699967,0.9412562934724982,1.0,1.0045516987236995,0.8854541162676881,1,49.0,1,1,-0.7708076321865203,-0.7708076321865202
2016-05-05,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,0.8857484200699967,0.9918492080241643,1.0,1.7927159732357736,0.6920912245290405,1,42.0,1,1,-0.9616369439628951,-0.9616369439628951
2016-05-06,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.3796657260129094,0.37208600476625137,0.0,-1.309091816779484,0.4624727905893958,1,21.0,1,1,-1.115151862754126,-1.115151862754126
2016-05-07,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.7718798139071518,0.8653669216449984,0.0,1.5893187411036254,0.4866431520567269,1,21.0,1,1,-0.6904189063594647,-0.6904189063594646
2016-05-08,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.7845318812585792,0.9412562934724982,0.0,1.6910173571696994,0.7041764052627056,1,19.0,1,1,-1.029504061405674,-1.029504061405674
2016-05-09,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,0.4302739954186179,0.2835484043008353,0.0,-1.3345164707960024,0.5833245979260507,1,3.0,1,1,-1.4557396108064486,-1.4557396108064486
2016-05-13,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.7718798139071518,0.8780151502829152,0.0,1.4876201250375511,0.6195801401270473,1,4.0,1,1,-0.6290630252765095,-0.6290630252765094
2016-05-14,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.5947508709871714,0.6629952634383331,0.0,0.9282777366741444,0.36579134472007196,1,16.0,1,1,-0.4690368701254549,-0.46903687012545486
2016-05-20,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.26579711985006443,0.15706611792166933,0.0,-0.9022973525151878,0.36579134472007196,1,12.0,1,1,-0.6285621609411384,-0.6285621609411384
2016-05-21,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.5061863995271811,0.8527186930070821,0.0,1.7418666652027364,0.17242845298142412,1,32.0,1,1,-0.35458936949316705,-0.354589369493167
2016-05-22,air_5b6d18c470bbfaf9,0,0,0,1,0,0,0,0.923704622124278,1.23216555214458,0.0,1.9961132053679214,0.6679208630617091,1,24.0,1,1,-1.0856008669672332,-1.0856008669672332
2016-05-23,air_5b6d18c470bbfaf9,0,1,0,0,0,0,0,1.062877362989977,1.4345372103512453,0.0,1.8435652812688104,0.45038760985573034,1,13.0,1,1,-1.286697897618715,-1.286697897618715
2016-05-24,air_5b6d18c470bbfaf9,0,0,0,0,0,1,0,1.0502252956385498,1.23216555214458,0.0,0.877428428641107,0.8008578511320297,1,9.0,1,1,-1.17600687950171,-1.17600687950171
2016-05-25,air_5b6d18c470bbfaf9,0,0,0,0,0,0,1,0.8984004874214236,0.6250505775245833,0.0,-1.3345164707960024,1.1029873694736672,1,10.0,1,1,-0.9721550950056874,-0.9721550950056874
2016-05-26,air_5b6d18c470bbfaf9,0,0,0,0,1,0,0,0.9996170262328412,0.9665527507483312,0.0,-0.41922892620133634,1.0788170080063362,1,2.0,1,1,-0.9363432950266565,-0.9363432950266565
2016-05-27,air_5b6d18c470bbfaf9,1,0,0,0,0,0,0,0.5441426015814623,0.3594377761283346,0.0,-1.258242508746447,0.4624727905893958,1,14.0,1,1,-0.6448402518406979,-0.6448402518406979
2016-05-28,air_5b6d18c470bbfaf9,0,0,1,0,0,0,0,0.5314905342300354,0.5744576629729171,0.0,-1.2836671627629654,0.45038760985573034,1,19.0,1,1,-0.45100575405209664,-0.4510057540520966
