visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-02-25,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-1.4039593358862787,-1.3789815952447815,0.0,-0.8167375197340007,-1.3003184543643975,1,32.0,1,1,-1.0039938392819088,-1.0039938392819088
2016-02-26,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-1.155137688006831,-1.0086732437940238,0.0,1.2622908085245441,-1.3360901831394472,1,27.0,1,1,-0.6006548398993546,-0.6006548398993545
2016-02-27,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-0.9063160401273833,-0.8728935149287459,0.0,1.2622908085245441,-1.026068533755683,1,14.0,1,1,-0.4352658333287167,-0.4352658333287166
2016-02-28,air_609050e4e4f79ae1,0,0,0,1,0,0,0,-0.7943462985816319,-0.5643032220531145,0.0,1.0910767109032524,-0.9068294378388505,1,5.0,1,1,-1.009248255526967,-1.0092482555269668
2016-02-29,air_609050e4e4f79ae1,0,1,0,0,0,0,0,-0.8441106281575212,-0.5889904454831649,0.0,-0.7922783629309589,-0.7756664323303349,1,22.0,1,1,-1.3155056595246384,-1.3155056595246382
2016-03-01,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-1.2297841823706654,-1.1444529726593016,0.0,1.360127435736711,-1.0976119913057825,1,27.0,1,1,-1.2081654419470231,-1.208165441947023
2016-03-02,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-1.092932276036969,-0.8852371266437712,0.0,0.8220259860697934,-1.2168510872226148,1,39.0,1,1,-1.080307979983943,-1.0803079799839428
2016-03-03,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.7321408866117699,-0.391492658042761,0.0,1.3356682789336696,-1.0737641721224158,1,19.0,1,1,-1.0968218596112684,-1.0968218596112682
2016-03-04,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-0.5828478978841011,-0.4532107166178871,0.0,1.0666175541002103,-0.680275155596869,1,33.0,1,1,-0.7297633533493534,-0.7297633533493533
2016-03-05,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-0.545524650702184,-0.403836269757786,0.0,-0.6699825789157504,-0.4298730541715209,1,15.0,1,1,-0.5100787122464485,-0.5100787122464484
2016-03-07,air_609050e4e4f79ae1,0,1,0,0,0,0,0,-0.1225278493071228,-0.5025851634779882,0.0,-1.3059206557948346,0.17824633500432444,1,17.0,1,1,-1.4183420917493468,-1.4183420917493466
2016-03-08,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.08897055139040795,0.15162625741835062,0.0,0.6752710452515432,0.16632242541264103,1,21.0,1,1,-1.0878142889054545,-1.0878142889054545
2016-03-09,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.7943462985816319,-0.5766468337681396,0.0,-1.3059206557948346,-0.8949055282471673,1,28.0,1,1,-1.1336027733266751,-1.133602773326675
2016-03-10,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-1.117814440824914,-1.3666379835297562,0.0,-1.3059206557948346,-0.9187533474305338,1,27.0,1,1,-1.0147528820694087,-1.0147528820694085
2016-03-11,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-1.3044306767344997,-1.6628846646903626,0.0,-1.3059206557948346,-0.9902968049806332,1,41.0,1,1,-0.6807221350621445,-0.6807221350621444
2016-03-12,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-1.155137688006831,-1.3789815952447815,0.0,-0.9634924605522508,-1.0022207145723163,1,13.0,1,1,-0.4933146223217394,-0.4933146223217393
2016-03-13,air_609050e4e4f79ae1,0,0,0,1,0,0,0,-1.0431679464610797,-1.2802327015245796,0.0,-1.281461498991793,-0.882981618655484,1,4.0,1,1,-1.0850619756342337,-1.0850619756342335
2016-03-14,air_609050e4e4f79ae1,0,1,0,0,0,0,0,-1.1675787704008036,-1.5641357709701604,0.0,-1.3059206557948346,-0.882981618655484,1,33.0,1,1,-1.3110018741717315,-1.3110018741717313
2016-03-15,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-0.8689927929454662,-0.6753957274883419,0.0,1.4824232197519196,-0.8710577090638009,1,26.0,1,1,-1.0397739118077807,-1.0397739118077804
2016-03-16,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.7943462985816319,-0.7000829509183922,0.0,-0.7189008925218339,-1.0022207145723163,1,36.0,1,1,-0.9516998871287117,-0.9516998871287116
2016-03-17,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.24693867324684668,0.10225181055824932,0.0,1.4824232197519196,-0.584883878863403,1,34.0,1,1,-0.9049105615179563,-0.9049105615179562
2016-03-18,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-0.03544027254931594,0.2256879277085019,0.0,0.5529752612363347,-0.4417969637632042,1,30.0,1,1,-0.534599321390053,-0.5345993213900528
2016-03-19,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-0.022999190155343595,-0.35446182289768513,0.0,-0.8411966765370423,0.2736376117377902,1,7.0,1,1,-0.5173348108705764,-0.5173348108705762
2016-03-20,air_609050e4e4f79ae1,0,0,0,1,0,0,0,-0.20961542606492944,-0.07055875345210412,1.0,-0.03404450203666605,-0.3583295966214214,1,14.0,1,1,-0.7267608297807487,-0.7267608297807486
2016-03-22,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-0.5082014035202668,-0.255712929177483,0.0,0.8464851428728354,-0.7041229747802354,1,34.0,1,1,-1.0357705470496412,-1.035770547049641
2016-03-23,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.44599599155040487,-0.1939948706023567,0.0,0.1371695955846259,-0.4537208733548874,1,35.0,1,1,-0.9359366383935375,-0.9359366383935372
2016-03-24,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-1.092932276036969,-1.2432018663795037,0.0,-0.9390333037492091,-0.8591337994721177,1,25.0,1,1,-0.9947360582787113,-0.9947360582787111
2016-03-25,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-0.8689927929454662,-0.638364892343266,0.0,0.9443217700850018,-1.0499163529390494,1,44.0,1,1,-0.39823470931592636,-0.39823470931592625
2016-03-26,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-0.8814338753394385,-0.8728935149287459,0.0,0.21054706599375098,-0.7398947035552852,1,10.0,1,1,-0.4039895461557519,-0.4039895461557518
2016-03-28,air_609050e4e4f79ae1,0,1,0,0,0,0,0,-0.47087815633834956,-0.3421182111826597,0.0,-0.6210642653096671,-0.2748622294796388,1,18.0,1,1,-1.0710501989807455,-1.0710501989807453
2016-03-29,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-0.25937975564081905,-0.11993320031220497,0.0,1.0910767109032524,-0.4656447829465706,1,27.0,1,1,-0.7995720263194108,-0.7995720263194107
2016-03-30,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.022999190155343595,0.05287736369814846,0.0,-0.4253910108853333,-0.2271665911129058,1,29.0,1,1,-0.883892896537724,-0.8838928965377238
2016-03-31,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.022999190155343595,0.07756458712819889,0.0,0.9198626132819603,-0.286786139071322,1,36.0,1,1,-0.8486132446066197,-0.8486132446066196
2016-04-01,air_609050e4e4f79ae1,1,0,0,0,0,0,0,-0.28426192042876375,-0.14462042374225584,0.0,-0.25417691326404146,-0.382177415804788,1,27.0,1,1,-0.6441914316441216,-0.6441914316441215
2016-04-02,air_609050e4e4f79ae1,0,0,1,0,0,0,0,-0.5704068154901287,-0.7741446212085438,0.0,-1.3059206557948346,-0.4298730541715209,1,12.0,1,1,-0.6612057318662146,-0.6612057318662143
2016-04-04,air_609050e4e4f79ae1,0,1,0,0,0,0,0,0.06408838660246305,0.2874059862836282,0.0,-1.1347065581735427,-0.1913948623378562,1,29.0,1,1,-1.290985050381034,-1.2909850503810338
2016-04-05,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-0.5330835683082115,-0.83586267978367,0.0,-1.3059206557948346,-0.2629383198879556,1,18.0,1,1,-1.0888151300949895,-1.0888151300949893
2016-04-06,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.06032243733726085,0.07756458712819889,0.0,0.7241893588576269,-0.4775686925382539,1,36.0,1,1,-1.022509401288304,-1.0225094012883038
2016-04-07,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.15985109648903983,0.0652209754131739,0.0,-1.183624871779626,0.059007239087492024,1,10.0,1,1,-1.1371057174900472,-1.137105717490047
2016-04-08,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.1262937985723252,0.4108421034338808,0.0,-0.22971775646099962,0.023235510312442222,1,26.0,1,1,-0.5846413808667966,-0.5846413808667965
2016-04-09,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.2507046225120491,0.4849037737240325,0.0,0.5285161044332931,-0.04830794723765718,1,13.0,1,1,-0.4933146223217394,-0.4933146223217393
2016-04-11,air_609050e4e4f79ae1,0,1,0,0,0,0,0,-0.4335549091564325,-0.30508737603758385,0.0,0.21054706599375098,-0.4656447829465706,1,18.0,1,1,-1.3130035565508011,-1.3130035565508011
2016-04-12,air_609050e4e4f79ae1,0,0,0,0,0,1,0,-0.5704068154901287,-0.5519596103380893,0.0,1.4824232197519196,-0.7398947035552852,1,23.0,1,1,-1.151367704440919,-1.151367704440919
2016-04-13,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.08520460212520554,-0.07055875345210412,0.0,-1.1347065581735427,-0.08407967601270698,1,33.0,1,1,-1.064294520951385,-1.0642945209513848
2016-04-14,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.010558107761371248,-0.24336931746245757,0.0,-1.3059206557948346,0.21401806377937402,1,48.0,1,1,-1.031516971994118,-1.0315169719941177
2016-04-15,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.1511759633602699,0.2256879277085019,0.0,1.6536373173732113,-0.036384037645973984,1,35.0,1,1,-0.6121645135790057,-0.6121645135790056
2016-04-16,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.08897055139040795,0.1639698691333756,0.0,-0.35201354047620825,-0.1436992239711232,1,7.0,1,1,-0.3987351299106938,-0.3987351299106937
2016-04-18,air_609050e4e4f79ae1,0,1,0,0,0,0,0,0.47464410560355175,0.8922429603198662,0.0,0.381761163615043,0.2974854309211568,1,18.0,1,1,-1.4015780018246375,-1.4015780018246373
2016-04-19,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.13873488096629732,0.2874059862836282,0.0,1.531341533358003,0.08285505827085843,1,14.0,1,1,-1.0878142889054545,-1.0878142889054545
2016-04-20,air_609050e4e4f79ae1,0,0,0,0,0,0,1,-0.022999190155343595,-0.03352791830702826,0.0,1.4824232197519196,-0.17947095274617278,1,36.0,1,1,-0.9554530415894674,-0.9554530415894673
2016-04-21,air_609050e4e4f79ae1,0,0,0,0,1,0,0,0.1760581281482146,0.07756458712819889,0.0,-1.3059206557948346,0.23786588296274064,1,23.0,1,1,-1.060791576788013,-1.0607915767880127
2016-04-22,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.2755867872999938,0.509590997154083,0.0,0.7731076724637101,0.22594197337105723,1,42.0,1,1,-0.5666262394551689,-0.5666262394551688
2016-04-23,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.3502332816638279,0.3491240448587545,0.0,-0.7922783629309589,0.32133325010452324,1,8.0,1,1,-0.4702952749624373,-0.47029527496243717
2016-04-24,air_609050e4e4f79ae1,0,0,0,1,0,0,0,0.0765294689964354,-0.05821514173707869,0.0,-1.0124107741583341,0.09477896786254163,1,12.0,1,1,-1.0818092417682452,-1.0818092417682452
2016-04-25,air_609050e4e4f79ae1,0,1,0,0,0,0,0,0.375115446451773,0.43552932686393164,0.0,0.8220259860697934,0.261713702146107,1,18.0,1,1,-1.2659640206426621,-1.265964020642662
2016-04-26,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.511967352785469,0.6824015611644368,0.0,1.360127435736711,0.3451810692878896,1,32.0,1,1,-0.9919837450074904,-0.9919837450074902
2016-04-27,air_609050e4e4f79ae1,0,0,0,0,0,0,1,0.375115446451773,0.2750623745686032,0.0,-1.2325431853857096,0.464420165204722,1,42.0,1,1,-0.9727175521089441,-0.972717552108944
2016-04-28,air_609050e4e4f79ae1,0,0,0,0,1,0,0,-0.08520460212520554,-0.5149287751930134,0.0,-1.3059206557948346,0.23786588296274064,1,31.0,1,1,-0.7330160872153417,-0.7330160872153416
2016-04-30,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.11385271617835264,0.26271876285357776,0.0,1.3845865925397527,-0.09600358560439018,1,9.0,1,1,-0.6054088355496453,-0.6054088355496452
2016-05-01,air_609050e4e4f79ae1,0,0,0,1,0,0,0,0.38755652884574515,0.6700579494494114,0.0,0.8954034564789186,0.07093114867917523,1,8.0,1,1,-0.8833924759429566,-0.8833924759429564
2016-05-02,air_609050e4e4f79ae1,0,1,0,0,0,0,0,0.28802786969396593,0.2256879277085019,0.0,-0.44985016768837505,0.22594197337105723,1,14.0,1,1,-1.0217587703961528,-1.0217587703961528
2016-05-03,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.6612603415131376,0.6330271143043356,1.0,0.16162875238766752,0.6909744474467039,1,3.0,1,1,-0.7385207137577835,-0.7385207137577834
2016-05-04,air_609050e4e4f79ae1,0,0,0,0,0,0,1,0.8727587422106686,0.9169301837499165,1.0,0.9443217700850018,0.8817570009136354,1,9.0,1,1,-0.7948180306691202,-0.79481803066912
2016-05-05,air_609050e4e4f79ae1,0,0,0,0,1,0,0,0.8727587422106686,0.9663046306100174,1.0,1.702555630979295,0.6909744474467039,1,4.0,1,1,-0.9854782772755137,-0.9854782772755135
2016-05-06,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.375115446451773,0.36146765657377994,0.0,-1.281461498991793,0.464420165204722,1,39.0,1,1,-1.1388571895717332,-1.138857189571733
2016-05-07,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.7607890006649168,0.8428685134597649,0.0,1.5068823765549613,0.48826798438808866,1,2.0,1,1,-0.7145005252089466,-0.7145005252089465
2016-05-10,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.4124386936336898,0.37381126828880534,0.0,-1.281461498991793,0.5717353515298714,1,15.0,1,1,-1.3175073419037082,-1.317507341903708
2016-05-11,air_609050e4e4f79ae1,0,0,0,0,0,0,1,0.7856711654528615,0.929273795464942,0.0,-0.8901149901431257,0.559811441938188,1,21.0,1,1,-1.128348357081617,-1.1283483570816168
2016-05-12,air_609050e4e4f79ae1,0,0,0,0,1,0,0,0.8229944126347788,1.0403663009001691,0.0,1.8982288854036284,0.7386700858134366,1,16.0,1,1,-1.0084976246348158,-1.0084976246348156
2016-05-13,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.7607890006649168,0.8552121251747903,0.0,1.4090457493427944,0.6194309898966043,1,32.0,1,1,-0.6531990023499356,-0.6531990023499354
2016-05-14,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.5866138471493035,0.645370726019361,0.0,0.870944299675877,0.36902888847125626,1,12.0,1,1,-0.4933146223217394,-0.4933146223217393
2016-05-15,air_609050e4e4f79ae1,0,0,0,1,0,0,0,0.31291003448191107,0.509590997154083,0.0,1.7514739445853782,0.14247460622927463,1,10.0,1,1,-1.105329009722315,-1.1053290097223147
2016-05-16,air_609050e4e4f79ae1,0,1,0,0,0,0,0,0.4870851879975243,0.46021655029398206,0.0,-0.8656558333400841,0.3451810692878896,1,19.0,1,1,-1.4183420917493468,-1.4183420917493466
2016-05-17,air_609050e4e4f79ae1,0,0,0,0,0,1,0,0.39999761123971767,0.11459542227327475,0.0,-1.3059206557948346,0.42864843642967243,1,27.0,1,1,-1.2469480380414995,-1.2469480380414995
2016-05-18,air_609050e4e4f79ae1,0,0,0,0,0,0,1,0.6114960119372482,0.9909918540400683,0.0,1.9716063558127535,0.21401806377937402,1,33.0,1,1,-1.0450283280528387,-1.0450283280528385
2016-05-19,air_609050e4e4f79ae1,0,0,0,0,1,0,0,0.5244084351794416,0.6824015611644368,0.0,1.531341533358003,0.4167245268379892,1,24.0,1,1,-1.0365211779417922,-1.0365211779417922
2016-05-20,air_609050e4e4f79ae1,1,0,0,0,0,0,0,0.26314570490602124,0.15162625741835062,0.0,-0.8901149901431257,0.36902888847125626,1,39.0,1,1,-0.652698581755168,-0.6526985817551679
2016-05-21,air_609050e4e4f79ae1,0,0,1,0,0,0,0,0.4995262703914969,0.8305249017447398,0.0,1.6536373173732113,0.17824633500432444,1,11.0,1,1,-0.37896851641738005,-0.37896851641737994
2016-05-22,air_609050e4e4f79ae1,0,0,0,1,0,0,0,0.9100819893925854,1.2008332531954975,0.0,1.8982288854036284,0.667126628263337,1,12.0,1,1,-1.1093323744804544,-1.1093323744804542
2016-05-23,air_609050e4e4f79ae1,0,1,0,0,0,0,0,1.046933895726282,1.3983310406359015,0.0,1.7514739445853782,0.45249625561303886,1,19.0,1,1,-1.3102512432795803,-1.31025124327958
2016-05-25,air_609050e4e4f79ae1,0,0,0,0,0,0,1,0.8851998246046408,0.6083398908742851,0.0,-1.3059206557948346,1.0963873735639338,1,22.0,1,1,-0.9959871097656299,-0.9959871097656298
2016-05-26,air_609050e4e4f79ae1,0,0,0,0,1,0,0,0.9847284837564199,0.941617407179967,0.0,-0.4253910108853333,1.0725395543805674,1,24.0,1,1,-0.9602070372397581,-0.960207037239758
