visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-01-29,air_3b6438b125086430,1,0,0,0,0,0,0,-0.9696050506066254,-1.3302538028982922,0.0,-1.3087669462504143,-0.7003140306637503,1,13.0,1,1,-0.9009661531093641,-0.9009661531093641
2016-01-30,air_3b6438b125086430,0,0,1,0,0,0,0,-0.8309524912348737,-1.0859267094293525,0.0,-1.3087669462504143,-0.6665546523985213,1,16.0,1,1,-0.6006142830736505,-0.6006142830736505
2016-01-31,air_3b6438b125086430,0,0,0,1,0,0,0,-1.0158225703972095,-1.1440998269219573,0.0,-0.4618961990545123,-0.9816421828739922,1,21.0,1,1,-1.153413800835584,-1.153413800835584
2016-02-01,air_3b6438b125086430,0,1,0,0,0,0,0,-1.0273769503448553,-1.2371768149101248,0.0,-1.3087669462504143,-0.7903390393710277,1,10.0,1,1,-1.4068752945366083,-1.4068752945366083
2016-02-02,air_3b6438b125086430,0,0,0,0,0,1,0,-1.1082576099783772,-1.155734450420478,0.0,-0.23772453067912644,-1.1391859481117277,1,9.0,1,1,-1.2593607052026123,-1.2593607052026123
2016-02-03,air_3b6438b125086430,0,0,0,0,0,0,1,-1.1198119899260233,-1.1906383209160412,0.0,-0.13809267806784375,-0.9703890567855825,1,24.0,1,1,-1.184843026054511,-1.184843026054511
2016-02-04,air_3b6438b125086430,0,0,0,0,1,0,0,-1.1775838896642532,-1.1091959564263945,0.0,0.5095143639054931,-1.3079828394378727,1,10.0,1,1,-1.1473307249867597,-1.1473307249867597
2016-02-05,air_3b6438b125086430,1,0,0,0,0,0,0,-1.189138269611899,-1.1440998269219573,0.0,0.03626306400190086,-1.2067047046421857,1,10.0,1,1,-0.7747423292462541,-0.7747423292462541
2016-02-06,air_3b6438b125086430,0,0,1,0,0,0,0,-1.316236449036005,-1.1673690739189992,0.0,0.11098695346036277,-1.2742234611726437,1,18.0,1,1,-0.5524565992704559,-0.5524565992704559
2016-02-07,air_3b6438b125086430,0,0,0,1,0,0,0,-1.2815733091930668,-1.2837153089042086,0.0,0.23552676922446603,-1.1729453263769567,1,20.0,1,1,-1.160764184152914,-1.160764184152914
2016-02-08,air_3b6438b125086430,0,1,0,0,0,0,0,-1.189138269611899,-1.1790036974175202,0.0,-0.11318471491502319,-1.2742234611726437,1,9.0,1,1,-1.3556760728090014,-1.3556760728090014
2016-02-09,air_3b6438b125086430,0,0,0,0,0,1,0,-0.9580506706589794,-0.9928497214411851,0.0,0.6091462165167758,-0.9816421828739922,1,21.0,1,1,-1.1387130342009248,-1.1387130342009248
2016-02-10,air_3b6438b125086430,0,0,0,0,0,0,1,-1.1198119899260233,-0.8415996159604128,0.0,1.2567532584901129,-1.3079828394378727,1,25.0,1,1,-0.816056552719521,-0.816056552719521
2016-02-11,air_3b6438b125086430,0,0,0,0,1,0,0,-0.9696050506066254,-0.7834264984678081,1.0,1.1820293690316508,-1.1729453263769567,1,4.0,1,1,-0.889053462905416,-0.889053462905416
2016-02-12,air_3b6438b125086430,1,0,0,0,0,0,0,-0.7616262115489978,-0.7717918749692873,0.0,-1.2091350936391316,-0.8916171741667148,1,8.0,1,1,-0.8330384727974897,-0.8330384727974897
2016-02-13,air_3b6438b125086430,0,0,1,0,0,0,0,-0.461212332910202,-0.795061121966329,0.0,-1.3087669462504143,-0.22768273495054403,1,18.0,1,1,-0.6439561984965256,-0.6439561984965256
2016-02-14,air_3b6438b125086430,0,0,0,1,0,0,0,-0.3918860532243262,-0.4576570405092216,0.0,-1.1095032410278494,-0.3852265001882793,1,13.0,1,1,-1.1782530272182845,-1.1782530272182845
2016-02-15,air_3b6438b125086430,0,1,0,0,0,0,0,-1.2353557894024831,-1.3186191793997715,0.0,-0.06336878860938183,-1.1391859481117277,1,18.0,1,1,-1.3592245337208158,-1.3592245337208158
2016-02-16,air_3b6438b125086430,0,0,0,0,0,1,0,-1.3393452089312967,-1.3651576733938553,0.0,-0.06336878860938183,-1.3079828394378727,1,14.0,1,1,-1.1992903311954695,-1.1992903311954695
2016-02-17,air_3b6438b125086430,0,0,0,0,0,0,1,-1.2238014094548368,-1.3069845559012505,0.0,-0.0882767517622024,-1.2179578307305954,1,4.0,1,1,-1.0309918993779896,-1.0309918993779896
2016-02-18,air_3b6438b125086430,0,0,0,0,1,0,0,-1.293127689140713,-1.1208305799249154,0.0,1.2567532584901129,-1.476779730764018,1,10.0,1,1,-1.0406234361386284,-1.0406234361386284
2016-02-19,air_3b6438b125086430,1,0,0,0,0,0,0,-0.9118331508683954,-0.7717918749692873,0.0,-0.01355286230374049,-1.1841984524653664,1,8.0,1,1,-0.7227827230375442,-0.7227827230375442
2016-02-20,air_3b6438b125086430,0,0,1,0,0,0,0,-0.9233875308160415,-1.2488114384086457,0.0,-1.283858983097594,-0.6102890219564729,1,19.0,1,1,-0.7567465631934814,-0.7567465631934814
2016-02-21,air_3b6438b125086430,0,0,0,1,0,0,0,-1.1082576099783772,-1.1673690739189992,0.0,0.8582258480449821,-1.0491609394044503,1,9.0,1,1,-1.1240122675662654,-1.1240122675662654
2016-02-22,air_3b6438b125086430,0,1,0,0,0,0,0,-1.1660295097166071,-1.1906383209160412,0.0,-0.9351474989581047,-1.229210956819005,1,10.0,1,1,-1.3462979975420635,-1.3462979975420635
2016-02-23,air_3b6438b125086430,0,0,0,0,0,1,0,-1.0158225703972095,-0.9230419804500594,0.0,-0.9600554621109253,-0.846604669813076,1,5.0,1,1,-1.130855727896193,-1.130855727896193
2016-02-24,air_3b6438b125086430,0,0,0,0,0,0,1,-1.258464549297775,-1.4931385318775856,0.0,-1.283858983097594,-1.1166796959349083,1,5.0,1,1,-1.087006889485916,-1.087006889485916
2016-02-26,air_3b6438b125086430,1,0,0,0,0,0,0,-1.2815733091930668,-1.1440998269219573,0.0,1.0325815901147268,-1.4430203524987888,1,17.0,1,1,-0.5745077492224451,-0.5745077492224451
2016-02-27,air_3b6438b125086430,0,0,1,0,0,0,0,-1.0735944701354392,-1.0277535919367478,0.0,-0.7607917568883601,-1.0716671915812694,1,11.0,1,1,-0.40696970188606807,-0.40696970188606807
2016-02-28,air_3b6438b125086430,0,0,0,1,0,0,0,-0.7154086917584138,-0.5856378989929522,0.0,-0.1879086043734851,-0.7453265350173891,1,26.0,1,1,-0.9884103684362174,-0.9884103684362174
2016-02-29,air_3b6438b125086430,0,1,0,0,0,0,0,-1.1313663698736691,-1.155734450420478,0.0,-0.5615280516657949,-1.3755015959683308,1,19.0,1,1,-1.2986472367262711,-1.2986472367262711
2016-03-01,air_3b6438b125086430,0,0,0,0,0,1,0,-1.5588784279365708,-1.7607348723435672,0.0,-1.059687314722208,-1.364248469879921,1,9.0,1,1,-1.1899122559285318,-1.1899122559285318
2016-03-02,air_3b6438b125086430,0,0,0,0,0,0,1,-1.2006926495595451,-0.9346766039485804,0.0,1.3812930742542162,-1.40926097423356,1,7.0,1,1,-1.0603934326473083,-1.0603934326473083
2016-03-03,air_3b6438b125086430,0,0,0,0,1,0,0,-0.9002787709207495,-0.6321763929870358,0.0,1.4062010374070366,-1.2179578307305954,1,2.0,1,1,-1.0771218912315759,-1.0771218912315759
2016-03-04,air_3b6438b125086430,1,0,0,0,0,0,0,-0.6114192722295999,-0.5623686519959101,0.0,-1.0347793515693873,-0.5990358958680632,1,21.0,1,1,-0.7052938799721735,-0.7052938799721735
2016-03-05,air_3b6438b125086430,0,0,1,0,0,0,0,-0.19546159411434452,-0.015541347565425764,0.0,0.2853426955301074,-0.43023900454191805,1,17.0,1,1,-0.4827546885026743,-0.4827546885026743
2016-03-06,air_3b6438b125086430,0,0,0,1,0,0,0,0.012517244943283259,-0.1551568295476774,0.0,-1.1842271304863112,0.1324172998785657,1,12.0,1,1,-1.1153945767804305,-1.1153945767804305
2016-03-07,air_3b6438b125086430,0,1,0,0,0,0,0,0.1280610444197429,0.2636896163990767,0.0,1.1571214058788302,0.12116417379015608,1,8.0,1,1,-1.402819910637392,-1.402819910637392
2016-03-08,air_3b6438b125086430,0,0,0,0,0,1,0,-0.21857035400963643,-0.3878492995180962,0.0,-1.1095032410278494,-0.04763271753598905,1,15.0,1,1,-1.067997277458339,-1.067997277458339
2016-03-09,air_3b6438b125086430,0,0,0,0,0,0,1,-0.7500718316013516,-0.8648688629574546,0.0,-1.283858983097594,-0.5765296436912439,1,14.0,1,1,-1.1143807308056264,-1.1143807308056264
2016-03-10,air_3b6438b125086430,0,0,0,0,1,0,0,-0.8193981112872277,-1.004484344939706,0.0,-1.0098713884165667,-0.6102890219564729,1,7.0,1,1,-0.99398652129764,-0.99398652129764
2016-03-11,air_3b6438b125086430,1,0,0,0,0,0,0,-0.9464962907113335,-0.9579458509456222,0.0,-0.01355286230374049,-0.8578577959014858,1,9.0,1,1,-0.6556154272067728,-0.6556154272067728
2016-03-12,air_3b6438b125086430,0,0,1,0,0,0,0,-1.0042681904495634,-0.9230419804500594,0.0,1.1820293690316508,-1.0829203176696793,1,10.0,1,1,-0.46577276842470566,-0.46577276842470566
2016-03-13,air_3b6438b125086430,0,0,0,1,0,0,0,-0.9233875308160415,-1.004484344939706,0.0,-0.9600554621109253,-0.8578577959014858,1,27.0,1,1,-1.0652092010276277,-1.0652092010276277
2016-03-14,air_3b6438b125086430,0,1,0,0,0,0,0,-0.8656156310778115,-0.7601572514707663,0.0,-0.4369882359016916,-0.7453265350173891,1,9.0,1,1,-1.2940849298396526,-1.2940849298396526
2016-03-15,air_3b6438b125086430,0,0,0,0,0,1,0,-0.7847349714442897,-0.6205417694885149,0.0,1.5058328900183193,-0.8691109219898955,1,11.0,1,1,-1.0193326706677424,-1.0193326706677424
2016-03-16,air_3b6438b125086430,0,0,0,0,0,0,1,-0.6460824120725379,-0.46929166400774275,0.0,0.23552676922446603,-0.7340734089289793,1,4.0,1,1,-0.930114224884982,-0.930114224884982
2016-03-17,air_3b6438b125086430,0,0,0,0,1,0,0,-0.3918860532243262,-0.12025295905211449,0.0,1.4062010374070366,-0.7453265350173891,1,3.0,1,1,-0.8827169255628904,-0.8827169255628904
2016-03-18,air_3b6438b125086430,1,0,0,0,0,0,0,-0.42654919306726424,-0.7136187574766825,0.0,-1.3087669462504143,-0.17141710450849565,1,7.0,1,1,-0.5075939148853746,-0.5075939148853746
2016-03-19,air_3b6438b125086430,0,0,1,0,0,0,0,-0.16079845427140652,0.07753564042274144,0.0,-0.5366200885129742,-0.14891085233167617,1,18.0,1,1,-0.49010507182000396,-0.49010507182000396
2016-03-20,air_3b6438b125086430,0,0,0,1,0,0,0,-0.518984232648432,-0.2133299470402821,1.0,1.4560169637126779,-0.45274525671873755,1,14.0,1,1,-0.7022523420477612,-0.7022523420477612
2016-03-21,air_3b6438b125086430,0,1,0,0,0,0,0,-0.6807455519154758,-0.364580052521054,1.0,1.6303727057824227,-0.8240984176362567,1,16.0,1,1,-1.1473307249867597,-1.1473307249867597
2016-03-22,air_3b6438b125086430,0,0,0,0,0,1,0,-0.5998648922819539,-0.32967618202549154,0.0,1.5805567794767812,-0.9591359306971727,1,18.0,1,1,-1.015277286768526,-1.015277286768526
2016-03-23,air_3b6438b125086430,0,0,0,0,0,0,1,-0.43810357301491015,-0.25986844103436574,0.0,0.7835019585865204,-0.6327952741332923,1,4.0,1,1,-0.9141461507818174,-0.9141461507818174
2016-03-24,air_3b6438b125086430,0,0,0,0,1,0,0,-0.7385174516537057,-0.6205417694885149,0.0,0.9827656638090854,-0.6665546523985213,1,10.0,1,1,-0.9737096018015581,-0.9737096018015581
2016-03-25,air_3b6438b125086430,1,0,0,0,0,0,0,-0.9002787709207495,-0.7019841339781616,0.0,1.0325815901147268,-1.015401561139221,1,19.0,1,1,-0.36945740081831646,-0.36945740081831646
2016-03-26,air_3b6438b125086430,0,0,1,0,0,0,0,-0.8771700110254577,-0.7717918749692873,0.0,1.53074085317114,-1.1391859481117277,1,19.0,1,1,-0.37528701517344004,-0.37528701517344004
2016-03-27,air_3b6438b125086430,0,0,0,1,0,0,0,-0.7847349714442897,-0.7019841339781616,0.0,0.23552676922446603,-0.677807778486931,1,11.0,1,1,-0.9336626857967962,-0.9336626857967962
2016-03-28,air_3b6438b125086430,0,1,0,0,0,0,0,-0.6345280321248918,-0.48092628750626343,0.0,0.8831338111978031,-0.9028703002551244,1,9.0,1,1,-1.0510153573803704,-1.0510153573803704
2016-03-29,air_3b6438b125086430,0,0,0,0,0,1,0,-0.518984232648432,-0.37621467601957514,0.0,0.21061880607164524,-0.8916171741667148,1,9.0,1,1,-0.7760096367147592,-0.7760096367147592
2016-03-30,air_3b6438b125086430,0,0,0,0,0,0,1,-0.2070159740619905,-0.1435222060491563,0.0,0.16080287976600413,-0.39647962627668915,1,2.0,1,1,-0.8614261600920043,-0.8614261600920043
2016-03-31,air_3b6438b125086430,0,0,0,0,1,0,0,-0.18390721416669858,-0.1435222060491563,0.0,-0.41208027274887093,-0.27269523930418255,1,5.0,1,1,-0.8256880894801599,-0.8256880894801599
2016-04-01,air_3b6438b125086430,1,0,0,0,0,0,0,-0.06836341469023875,-0.2365991940373239,0.0,-1.258951019944773,0.09865792161333661,1,6.0,1,1,-0.6186100491264233,-0.6186100491264233
2016-04-02,air_3b6438b125086430,0,0,1,0,0,0,0,0.13961542436738905,0.13570875791534615,0.0,0.6589621428224172,0.08740479552492697,1,17.0,1,1,-0.6358454306980929,-0.6358454306980929
2016-04-03,air_3b6438b125086430,0,0,0,1,0,0,0,0.104952284524451,0.01936252293013673,0.0,-1.2340430567919525,0.26745481293948176,1,15.0,1,1,-1.161017645646615,-1.161017645646615
2016-04-04,air_3b6438b125086430,0,1,0,0,0,0,0,0.04718038478622109,0.12407413441682545,0.0,-1.1095032410278494,0.08740479552492697,1,17.0,1,1,-1.2738080103435707,-1.2738080103435707
2016-04-05,air_3b6438b125086430,0,0,0,0,0,1,0,-0.18390721416669858,-0.3064069350284493,0.0,0.23552676922446603,-0.22768273495054403,1,1.0,1,1,-1.0690111234331432,-1.0690111234331432
2016-04-06,air_3b6438b125086430,0,0,0,0,0,0,1,-0.09147217458553064,0.05426639342569964,0.0,0.45969843759985174,-0.32896086974623096,1,5.0,1,1,-1.0018438276023718,-1.0018438276023718
2016-04-07,air_3b6438b125086430,0,0,0,0,1,0,0,-0.10302655453317658,0.08917026392126255,0.0,-1.3087669462504143,-0.07013896971280852,1,5.0,1,1,-1.1179291917174408,-1.1179291917174408
2016-04-08,air_3b6438b125086430,1,0,0,0,0,0,0,-0.04525465479494666,-0.07371446505803048,0.0,0.03626306400190086,-0.05888584362439889,1,7.0,1,1,-0.5582862136255795,-0.5582862136255795
2016-04-09,air_3b6438b125086430,0,0,1,0,0,0,0,0.09339790457680527,0.15897800491238837,0.0,1.1820293690316508,-0.08139209580121816,1,14.0,1,1,-0.46577276842470566,-0.46577276842470566
2016-04-10,air_3b6438b125086430,0,0,0,1,0,0,0,0.05873476473386723,0.17061262841090907,0.0,-0.9600554621109253,0.019886038994468964,1,9.0,1,1,-1.046706511987453,-1.046706511987453
2016-04-11,air_3b6438b125086430,0,1,0,0,0,0,0,-0.2070159740619905,-0.1435222060491563,0.0,1.2816612216429335,-0.43023900454191805,1,21.0,1,1,-1.296112621789261,-1.296112621789261
2016-04-12,air_3b6438b125086430,0,0,0,0,0,1,0,-0.4843210928054941,-0.32967618202549154,0.0,0.8333178848921615,-0.7340734089289793,1,6.0,1,1,-1.1323764968583991,-1.1323764968583991
2016-04-13,air_3b6438b125086430,0,0,0,0,0,0,1,-0.12613531442846868,-0.07371446505803048,0.0,-0.6611599042770775,-0.2839483653925924,1,6.0,1,1,-1.0441718970504428,-1.0441718970504428
2016-04-14,air_3b6438b125086430,0,0,0,0,1,0,0,0.4400293030061848,0.7174399328413933,0.0,1.3314771479485745,0.3012141912047109,1,4.0,1,1,-1.0109684413756086,-1.0109684413756086
2016-04-15,air_3b6438b125086430,1,0,0,0,0,0,0,0.16272418426268093,0.368401227885765,0.0,1.5805567794767812,0.1324172998785657,1,5.0,1,1,-0.5861669779326921,-0.5861669779326921
2016-04-16,air_3b6438b125086430,0,0,1,0,0,0,0,0.08184352462915913,0.25205499290055555,0.0,1.0076736269619064,-0.23893586103895365,1,28.0,1,1,-0.36996432380571853,-0.36996432380571853
2016-04-17,air_3b6438b125086430,0,0,0,1,0,0,0,0.35914864337266256,0.4382089688768908,0.0,1.2567532584901129,0.3012141912047109,1,18.0,1,1,-1.0834584285741016,-1.0834584285741016
2016-04-18,air_3b6438b125086430,0,1,0,0,0,0,0,-0.12613531442846868,-0.1435222060491563,0.0,-1.283858983097594,-0.14891085233167617,1,8.0,1,1,-1.3858379905594234,-1.3858379905594234
2016-04-19,air_3b6438b125086430,0,0,0,0,0,1,0,-0.16079845427140652,0.14734338141386727,0.0,1.2318452953372918,-0.5315171393376051,1,9.0,1,1,-1.067997277458339,-1.067997277458339
2016-04-20,air_3b6438b125086430,0,0,0,0,0,0,1,0.024071624890929202,0.3218627338916814,0.0,1.4311090005598572,-0.41898587845350843,1,14.0,1,1,-0.9339161472904973,-0.9339161472904973
2016-04-22,air_3b6438b125086430,1,0,0,0,0,0,0,0.3360398834773707,0.4033050983813279,0.0,1.7050965952408843,0.222442308585843,1,8.0,1,1,-0.5400369860791058,-0.5400369860791058
2016-04-23,air_3b6438b125086430,0,0,1,0,0,0,0,0.15116980431503518,0.21715112240499307,0.0,-0.6362519411242568,0.222442308585843,1,26.0,1,1,-0.44245431100421145,-0.44245431100421145
2016-04-24,air_3b6438b125086430,0,0,0,1,0,0,0,0.20894170405326512,0.2636896163990767,0.0,-0.03846082545656127,0.19993605640902373,1,4.0,1,1,-1.0619142016095144,-1.0619142016095144
2016-04-25,air_3b6438b125086430,0,1,0,0,0,0,0,0.16272418426268093,0.368401227885765,0.0,-0.0882767517622024,0.019886038994468964,1,9.0,1,1,-1.2484618609734683,-1.2484618609734683
2016-04-26,air_3b6438b125086430,0,0,0,0,0,1,0,0.40536616316324675,0.6476321918502679,0.0,1.082397516420368,0.06489854334810771,1,8.0,1,1,-0.9709215253708467,-0.9709215253708467
2016-04-27,air_3b6438b125086430,0,0,0,0,0,0,1,0.27826798373914075,-0.12025295905211449,0.0,-1.3087669462504143,0.5037704607960849,1,3.0,1,1,-0.9514049903558679,-0.9514049903558679
2016-04-28,air_3b6438b125086430,0,0,0,0,1,0,0,0.08184352462915913,0.12407413441682545,0.0,-1.2091350936391316,0.04239229117128823,1,8.0,1,1,-0.7085888793902868,-0.7085888793902868
2016-04-29,air_3b6438b125086430,1,0,0,0,0,0,0,-0.07991779463788469,0.10080488741978366,1.0,1.4809249268654985,-0.29520149148100205,1,27.0,1,1,-0.5349677562050853,-0.5349677562050853
2016-04-30,air_3b6438b125086430,0,0,1,0,0,0,0,0.04718038478622109,0.3334973573902025,0.0,1.804728447852167,-0.39647962627668915,1,12.0,1,1,-0.5793235176027645,-0.5793235176027645
2016-05-01,air_3b6438b125086430,0,0,0,1,0,0,0,0.3938117832156006,0.6359975683517467,0.0,1.754912521546526,0.0311391650828786,1,12.0,1,1,-0.8609192371046023,-0.8609192371046023
2016-05-02,air_3b6438b125086430,0,1,0,0,0,0,0,0.5093555826920605,0.7174399328413933,0.0,1.804728447852167,0.19993605640902373,1,4.0,1,1,-1.0010834431212687,-1.0010834431212687
2016-05-03,air_3b6438b125086430,0,0,0,0,0,1,0,0.3129311235820788,0.08917026392126255,1.0,-1.3087669462504143,0.49251733470767545,1,3.0,1,1,-0.7141650322517094,-0.7141650322517094
2016-05-04,air_3b6438b125086430,0,0,0,0,0,0,1,0.5093555826920605,0.7058053093428726,1.0,1.6552806689352433,0.27870793902789137,1,13.0,1,1,-0.7711938683344398,-0.7711938683344398
2016-05-05,air_3b6438b125086430,0,0,0,0,1,0,0,0.5093555826920605,0.4963820863694955,1.0,1.1322134427260095,0.27870793902789137,1,9.0,1,1,-0.9643315265346202,-0.9643315265346202
2016-05-06,air_3b6438b125086430,1,0,0,0,0,0,0,0.05873476473386723,-0.2831376880314075,0.0,-1.3087669462504143,0.3237204433815301,1,9.0,1,1,-1.119703422173348,-1.119703422173348
2016-05-07,air_3b6438b125086430,0,0,1,0,0,0,0,0.3360398834773707,0.4382089688768908,0.0,-0.28754045698476777,0.36873294773516885,1,16.0,1,1,-0.689832728856411,-0.689832728856411
2016-05-08,air_3b6438b125086430,0,0,0,1,0,0,0,0.4400293030061848,0.6476321918502679,0.0,0.8333178848921615,0.1324172998785657,1,9.0,1,1,-1.0330195913275977,-1.0330195913275977
2016-05-09,air_3b6438b125086430,0,1,0,0,0,0,0,0.05873476473386723,-0.201695323541761,0.0,-1.3087669462504143,0.19993605640902373,1,13.0,1,1,-1.4644110536067407,-1.4644110536067407
2016-05-10,air_3b6438b125086430,0,0,0,0,0,1,0,0.24360484389620274,-0.06207984155950978,0.0,-1.3087669462504143,0.4700110825308558,1,7.0,1,1,-1.3006749286758792,-1.3006749286758792
2016-05-11,air_3b6438b125086430,0,0,0,0,0,0,1,0.24360484389620274,0.05426639342569964,0.0,-0.3622643464432297,0.06489854334810771,1,4.0,1,1,-1.109058039437905,-1.109058039437905
2016-05-12,air_3b6438b125086430,0,0,0,0,1,0,0,0.232050463948557,0.5545552038621002,0.0,2.0039921530747327,-0.18267023059690526,1,8.0,1,1,-0.9876499839551144,-0.9876499839551144
2016-05-13,air_3b6438b125086430,1,0,0,0,0,0,0,0.5209099626397066,0.5429205803635792,0.0,0.21061880607164524,0.4137454520888076,1,8.0,1,1,-0.6277346628996601,-0.6277346628996601
2016-05-14,air_3b6438b125086430,0,0,1,0,0,0,0,0.6480081420638122,0.787247673832519,0.0,1.8545443741578083,0.39123919991198813,1,19.0,1,1,-0.46577276842470566,-0.46577276842470566
2016-05-15,air_3b6438b125086430,0,0,0,1,0,0,0,0.6595625220114584,0.4963820863694955,0.0,-0.984963425263746,0.6500610999454107,1,11.0,1,1,-1.0857395820174107,-1.0857395820174107
2016-05-16,air_3b6438b125086430,0,1,0,0,0,0,0,0.22049608400091084,0.3800358513842861,0.0,-1.3087669462504143,-0.013873339270760144,1,8.0,1,1,-1.402819910637392,-1.402819910637392
