visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Other,Ōsaka-fu Ōsaka-shi Kyōmachibori,total_area_visitors,total_genre_visitors
2016-01-31,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.944313597236817,-1.0063874814830216,0.0,0.8573945246056782,-0.9131513821123203,1,21.0,1,1,-1.2452503603004295,-1.2452503603004295
2016-02-01,air_efef1e3daecce07e,0,1,0,0,0,0,0,-1.0732653241884815,-1.2390483183951744,0.0,-1.151035758988473,-0.8666544704757286,1,18.0,1,1,-1.4975060309256236,-1.4975060309256236
2016-02-03,air_efef1e3daecce07e,0,0,0,0,0,0,1,-1.3546145466284765,-1.2390483183951744,0.0,-0.4391870508791536,-1.2967509031142024,1,21.0,1,1,-1.2765300634579535,-1.2765300634579535
2016-02-04,air_efef1e3daecce07e,0,0,0,0,1,0,0,-1.2491085882134785,-1.1614947060911234,0.0,0.6540091794315872,-1.4362416380239775,1,13.0,1,1,-1.2391962242054249,-1.2391962242054249
2016-02-05,air_efef1e3daecce07e,1,0,0,0,0,0,0,-1.1201568612618138,-1.0839410937870724,0.0,0.8319713564589168,-1.134011712386131,1,16.0,1,1,-0.8683803883863896,-0.8683803883863895
2016-02-06,air_efef1e3daecce07e,0,0,1,0,0,0,0,-1.1904941668718128,-1.1836528810351379,0.0,-0.21037853755830085,-1.1223874844769832,1,37.0,1,1,-0.6471521652480945,-0.6471521652480944
2016-02-07,air_efef1e3daecce07e,0,0,0,1,0,0,0,-1.3780603151651427,-1.349839193115247,0.0,0.14554581649635898,-1.2502539914776105,1,25.0,1,1,-1.2525657747485601,-1.2525657747485601
2016-02-08,air_efef1e3daecce07e,0,1,0,0,0,0,0,-1.2842772410184777,-1.0507038313710508,0.0,1.137049374220054,-1.5408596892063091,1,18.0,1,1,-1.4465503854593345,-1.4465503854593342
2016-02-10,air_efef1e3daecce07e,0,0,0,0,0,0,1,-1.2022170511401458,-1.2390483183951744,0.0,0.37435432981721156,-1.0293936612037997,1,15.0,1,1,-0.9094980626982963,-0.9094980626982961
2016-02-11,air_efef1e3daecce07e,0,0,0,0,1,0,0,-1.0967110927251476,-0.8402011694029126,1.0,1.1116262060732922,-1.331623586841646,1,16.0,1,1,-0.9821476958383522,-0.982147695838352
2016-02-12,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.662964374796822,-0.4191958454666363,0.0,0.2980848253769274,-0.8434060146574327,1,25.0,1,1,-0.9263991926301842,-0.9263991926301841
2016-02-13,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.3464464995518275,-0.2862467958025487,0.0,-1.151035758988473,-0.22732193547259197,1,17.0,1,1,-0.7382164623437896,-0.7382164623437893
2016-02-14,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.10026592991683186,-0.042506871418388804,0.0,-0.5663028916129605,-0.23894616338174007,1,26.0,1,1,-1.2699714160216986,-1.2699714160216984
2016-02-15,air_efef1e3daecce07e,0,1,0,0,0,0,0,-1.0849882084568145,-1.0950201812590796,0.0,-0.8713809093740975,-1.0410178891129478,1,15.0,1,1,-1.4500819648480872,-1.450081964848087
2016-02-17,air_efef1e3daecce07e,0,0,0,0,0,0,1,-1.2491085882134785,-1.2279692309231671,0.0,-0.23580170570506215,-1.1688843961135749,1,25.0,1,1,-1.1234108713884607,-1.1234108713884607
2016-02-18,air_efef1e3daecce07e,0,0,0,0,1,0,0,-1.2022170511401458,-1.0174665689550288,0.0,1.1878957105135768,-1.3781204984782378,1,31.0,1,1,-1.1329965868722183,-1.132996586872218
2016-02-19,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.7801932174801534,-0.6850939447948107,0.0,0.5777396749913027,-1.0410178891129478,1,24.0,1,1,-0.8166679759082249,-0.8166679759082247
2016-02-20,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.8739762916268182,-1.1836528810351379,0.0,-1.4815369448963713,-0.5295518611104385,1,17.0,1,1,-0.8504702357720009,-0.8504702357720008
2016-02-21,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.9794822500418164,-0.984229306539007,0.0,0.3235079935236887,-0.9131513821123203,1,24.0,1,1,-1.215988702507907,-1.215988702507907
2016-02-22,air_efef1e3daecce07e,0,1,0,0,0,0,0,-1.1553255140668133,-1.3166019306992252,0.0,-1.27815159972228,-1.1223874844769832,1,12.0,1,1,-1.4372169256462022,-1.4372169256462022
2016-02-24,air_efef1e3daecce07e,0,0,0,0,0,0,1,-1.2608314724818115,-1.2944437557552106,0.0,-0.23580170570506215,-1.1456359402952792,1,13.0,1,1,-1.1791593745966287,-1.1791593745966287
2016-02-25,air_efef1e3daecce07e,0,0,0,0,1,0,0,-1.3546145466284765,-1.2944437557552106,0.0,1.1624725423668154,-1.2735024472959064,1,28.0,1,1,-1.0757345496402992,-1.075734549640299
2016-02-26,air_efef1e3daecce07e,1,0,0,0,0,0,0,-1.2960001252868107,-1.2279692309231671,0.0,0.6031628431380641,-1.2967509031142024,1,24.0,1,1,-0.6690984085924864,-0.6690984085924863
2016-02-27,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.9794822500418164,-0.7515684696268543,0.0,0.06927631205607457,-1.2270055356593146,1,20.0,1,1,-0.5023574103092331,-0.502357410309233
2016-02-28,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.6864101433334883,-0.541065807658716,0.0,1.0353567016330083,-0.8317817867482848,1,37.0,1,1,-1.0810319187234283,-1.081031918723428
2016-02-29,air_efef1e3daecce07e,0,1,0,0,0,0,0,-0.9560364815051502,-0.9620711315949925,0.0,-1.3544211041625642,-1.3083751310233502,1,19.0,1,1,-1.3897928595686657,-1.3897928595686657
2016-03-03,air_efef1e3daecce07e,0,0,0,0,1,0,0,-0.8739762916268182,-0.6961730322668179,0.0,1.2895883831006225,-1.180508624022723,1,24.0,1,1,-1.169321403442246,-1.169321403442246
2016-03-04,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.4988439950401582,-0.27516770833054166,0.0,0.9845103653394852,-0.8201575588391369,1,16.0,1,1,-0.7992623346350864,-0.7992623346350863
2016-03-05,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.08854304564849877,-0.042506871418388804,0.0,0.4252006661107344,-0.18082502383600038,1,39.0,1,1,-0.5777818558261661,-0.5777818558261659
2016-03-06,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.028685797034832705,0.012888565941647554,0.0,-0.591726059759722,-0.26219461920003584,1,38.0,1,1,-1.2074120097066505,-1.2074120097066503
2016-03-07,air_efef1e3daecce07e,0,1,0,0,0,0,0,0.09902310264483122,0.012888565941647554,0.0,-0.9476504138143818,0.22602295298417746,1,23.0,1,1,-1.4934699401956204,-1.4934699401956204
2016-03-08,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.1588803512584975,-0.05358595889039624,0.0,-0.2612248738518237,-0.11107965638111258,1,23.0,1,1,-1.160240199299739,-1.160240199299739
2016-03-10,air_efef1e3daecce07e,0,0,0,0,1,0,0,-1.049819555651815,-1.1393365311471089,0.0,-0.896804077520859,-0.8317817867482848,1,50.0,1,1,-1.0865815434771824,-1.0865815434771824
2016-03-11,air_efef1e3daecce07e,1,0,0,0,0,0,0,-1.0849882084568145,-0.9399129566509781,0.0,-0.006993192384209609,-0.9828967495672081,1,59.0,1,1,-0.7498202231925485,-0.7498202231925483
2016-03-12,air_efef1e3daecce07e,0,0,1,0,0,0,0,-1.0967110927251476,-0.9288338691789706,0.0,1.2387420468070993,-1.1572601682044272,1,45.0,1,1,-0.5608807258942782,-0.560880725894278
2016-03-13,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.9091449444318177,-0.7072521197388252,0.0,-0.8459577412273361,-1.006145205385504,1,68.0,1,1,-1.157465386922862,-1.157465386922862
2016-03-14,air_efef1e3daecce07e,0,1,0,0,0,0,0,-1.1436026297984803,-1.3609182805872542,0.0,-1.4815369448963713,-0.8899029262940246,1,29.0,1,1,-1.3852522574974122,-1.3852522574974122
2016-03-15,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.9091449444318177,-0.7737266445708689,0.0,1.137049374220054,-0.8434060146574327,1,47.0,1,1,-1.1118071105397018,-1.1118071105397018
2016-03-17,air_efef1e3daecce07e,0,0,0,0,1,0,0,-0.38161515235682697,-0.06466504636240328,0.0,1.3912810556876682,-0.7620364192933972,1,72.0,1,1,-0.9758413040727223,-0.9758413040727222
2016-03-18,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.21749477260016312,-0.1089813962504326,0.0,-0.5663028916129605,-0.4133095820189591,1,39.0,1,1,-0.6025029115474352,-0.602502911547435
2016-03-19,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.25266342540516257,-0.4191958454666363,0.0,-1.3544211041625642,-0.22732193547259197,1,60.0,1,1,-0.5850972702742968,-0.5850972702742966
2016-03-20,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.5926270691868231,-0.49674945777068713,1.0,0.4252006661107344,-0.42493380992810703,1,74.0,1,1,-0.7962352665875841,-0.796235266587584
2016-03-21,air_efef1e3daecce07e,0,1,0,0,0,0,0,-0.76847033321182,-0.6629357698507962,1.0,1.2387420468070993,-0.7387879634751012,1,73.0,1,1,-1.2391962242054249,-1.2391962242054249
2016-03-22,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.662964374796822,-0.43027493293864333,0.0,1.3658578875409064,-0.97127252165806,1,61.0,1,1,-1.1077710198096988,-1.1077710198096986
2016-03-24,air_efef1e3daecce07e,0,0,0,0,1,0,0,-0.8622534073584851,-0.8069639069868907,0.0,-0.4391870508791536,-0.7620364192933972,1,50.0,1,1,-1.066401089827167,-1.066401089827167
2016-03-25,air_efef1e3daecce07e,1,0,0,0,0,0,0,-1.026373787115149,-0.9288338691789706,0.0,0.8319713564589168,-0.9480240658397642,1,44.0,1,1,-0.4650235710567044,-0.4650235710567042
2016-03-26,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.944313597236817,-0.7294102946828398,0.0,1.1116262060732922,-1.0758905728403916,1,69.0,1,1,-0.47082545148108385,-0.4708254514810837
2016-03-27,air_efef1e3daecce07e,0,0,0,1,0,0,0,-0.7450245646751539,-0.5632239826027308,0.0,-0.08326269682449379,-0.9480240658397642,1,62.0,1,1,-1.0265446938683862,-1.0265446938683862
2016-03-28,air_efef1e3daecce07e,0,1,0,0,0,0,0,-0.6746872590651551,-0.618619419962767,0.0,0.4760470024042573,-0.6806668239293616,1,59.0,1,1,-1.1433390693678511,-1.1433390693678511
2016-03-29,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.4988439950401582,-0.4524331078826578,0.0,0.45062383425749575,-0.7852848751116931,1,54.0,1,1,-0.8696416667395156,-0.8696416667395155
2016-03-31,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.016962912766499413,0.14583761560573474,0.0,0.6031628431380641,-0.16920079592685228,1,49.0,1,1,-0.9190837781820537,-0.9190837781820536
2016-04-01,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.21749477260016312,-0.4745912828266727,0.0,-1.4815369448963713,0.028411078528662592,1,33.0,1,1,-0.7129908952812701,-0.71299089528127
2016-04-02,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.06385444983983175,0.09044217824569838,0.0,-0.13410903311801667,0.051659534346958386,1,61.0,1,1,-0.7301442808837834,-0.7301442808837831
2016-04-03,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.16936040825483015,0.2012330529657711,0.0,-1.4052674404560872,0.17952604134758587,1,66.0,1,1,-1.2528180304191854,-1.2528180304191854
2016-04-05,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.21749477260016312,-0.27516770833054166,0.0,-0.4391870508791536,-0.05295851683537289,1,53.0,1,1,-1.16124922198224,-1.16124922198224
2016-04-06,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.016962912766499413,0.17907487802175664,0.0,0.5777396749913027,-0.23894616338174007,1,40.0,1,1,-1.0944014692665636,-1.0944014692665633
2016-04-07,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.09902310264483122,0.2012330529657711,0.0,-1.4815369448963713,0.028411078528662592,1,22.0,1,1,-1.2099345664129024,-1.2099345664129022
2016-04-08,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.041651508575166224,-0.19761409602649085,0.0,-0.9476504138143818,0.07490799016525439,1,30.0,1,1,-0.652954045672474,-0.6529540456724738
2016-04-09,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.07557733410816504,0.22339122790978558,0.0,0.27266165723016605,-0.13432811219940857,1,85.0,1,1,-0.5608807258942782,-0.560880725894278
2016-04-10,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.1224688711814974,0.03504674088566202,0.0,-1.4052674404560872,0.08653221807440228,1,83.0,1,1,-1.1390507229672229,-1.1390507229672227
2016-04-12,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.4988439950401582,-0.29732588327455617,0.0,1.137049374220054,-0.8434060146574327,1,35.0,1,1,-1.2243131396385385,-1.2243131396385383
2016-04-13,air_efef1e3daecce07e,0,0,0,0,0,0,1,-0.006482855770166759,0.02396765341365459,0.0,-1.3035747678690415,0.13302912971099407,1,27.0,1,1,-1.136528166260971,-1.1365281662609708
2016-04-14,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.23969771386482866,0.28986575274182935,0.0,0.8573945246056782,0.22602295298417746,1,43.0,1,1,-1.1034826734090706,-1.1034826734090704
2016-04-15,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.08854304564849877,0.0018094784696401256,0.0,1.5692432327149979,-0.16920079592685228,1,36.0,1,1,-0.6807021694412453,-0.6807021694412452
2016-04-16,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.006482855770166759,0.3231030151578513,0.0,1.4929737282747135,-0.4598064936555507,1,66.0,1,1,-0.4655280823979548,-0.4655280823979546
2016-04-17,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.46243251496315835,0.5779220270140182,0.0,0.34893116167045024,0.3887621437122488,1,64.0,1,1,-1.175627795207876,-1.175627795207876
2016-04-19,air_efef1e3daecce07e,0,0,0,0,0,1,0,-0.17060323552683057,-0.042506871418388804,0.0,1.1878957105135768,-0.26219461920003584,1,35.0,1,1,-1.160240199299739,-1.160240199299739
2016-04-20,air_efef1e3daecce07e,0,0,0,0,0,0,1,-0.0650972771118324,0.14583761560573474,0.0,1.5946664008617593,-0.3784368982915152,1,36.0,1,1,-1.0267969495390115,-1.0267969495390115
2016-04-21,air_efef1e3daecce07e,0,0,0,0,1,0,0,-0.08854304564849877,-0.44135402041065075,0.0,-1.4815369448963713,0.19115026925673376,1,27.0,1,1,-1.1329965868722183,-1.132996586872218
2016-04-22,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.3569265565481599,0.34526119010186573,0.0,0.4252006661107344,0.3538894599848049,1,40.0,1,1,-0.63479163738746,-0.6347916373874598
2016-04-23,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.2983121352064943,0.42281480240591657,0.0,0.09469948020283613,0.19115026925673376,1,54.0,1,1,-0.5376732041967602,-0.5376732041967601
2016-04-24,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.1928061767914963,0.3231030151578513,0.0,-0.10868586497125511,0.27251986462076927,1,73.0,1,1,-1.1541860632047345,-1.1541860632047345
2016-04-26,air_efef1e3daecce07e,0,0,0,0,0,1,0,0.49760116776815777,0.7551874265661347,0.0,1.5183968964214751,0.3538894599848049,1,41.0,1,1,-1.0636262774502898,-1.0636262774502898
2016-04-27,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.251420598133162,-0.03142778394638177,0.0,-1.4815369448963713,0.4701317390762843,1,33.0,1,1,-1.04420259081215,-1.0442025908121497
2016-04-28,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.040408681303165585,-0.1422186586664545,0.0,-1.4815369448963713,0.08653221807440228,1,37.0,1,1,-0.802541658353214,-0.8025416583532139
2016-04-29,air_efef1e3daecce07e,1,0,0,0,0,0,0,-0.3464464995518275,-0.3416422331625851,1.0,0.24723848908340448,-0.250570391290888,1,57.0,1,1,-0.6297465239749561,-0.6297465239749559
2016-04-30,air_efef1e3daecce07e,0,0,1,0,0,0,0,-0.0650972771118324,0.14583761560573474,0.0,1.7472054097423275,-0.5063034052921425,1,68.0,1,1,-0.673891266334365,-0.6738912663343649
2016-05-01,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.3803723250848265,0.4782102397659529,0.0,0.8573945246056782,0.07490799016525439,1,58.0,1,1,-0.9541473163989557,-0.9541473163989554
2016-05-03,air_efef1e3daecce07e,0,0,0,0,0,1,0,0.5796613576464896,0.4671311522939455,1.0,-1.4306906086028484,0.44688328325798854,1,58.0,1,1,-0.8080912831069683,-0.8080912831069681
2016-05-04,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.4858782834998245,0.48928932723796037,1.0,1.7472054097423275,0.3887621437122488,1,53.0,1,1,-0.8648488089976369,-0.8648488089976368
2016-05-05,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.5562155891098234,0.5003684147099674,1.0,1.3912810556876682,0.6328709298043552,1,55.0,1,1,-1.0570676300140347,-1.0570676300140347
2016-05-06,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.13419175544983067,0.09044217824569838,0.0,-1.4815369448963713,0.4003863716213965,1,42.0,1,1,-1.2117003561072788,-1.2117003561072786
2016-05-07,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.2983121352064943,0.234470315381793,0.0,-0.6171492279064834,0.37713791580310074,1,58.0,1,1,-0.7838747387269497,-0.7838747387269495
2016-05-08,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.43898674642649216,0.5668429395420111,0.0,1.4167042238344294,0.13302912971099407,1,69.0,1,1,-1.1254289167534623,-1.1254289167534623
2016-05-11,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.3334807880114938,0.40065662746190206,0.0,-1.4815369448963713,0.319016776257361,1,41.0,1,1,-1.2011056179410207,-1.2011056179410204
2016-05-12,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.3686494408164932,0.61115928943004,0.0,1.8743212504761346,0.016786850619514695,1,46.0,1,1,-1.0802751517115525,-1.0802751517115525
2016-05-13,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.5679384733781563,0.600080201958033,0.0,1.4929737282747135,0.44688328325798854,1,41.0,1,1,-0.7220720994237771,-0.7220720994237769
2016-05-14,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.6851673160614876,0.8216619513981785,0.0,1.5438200645682365,0.481755966985432,1,70.0,1,1,-0.5608807258942782,-0.560880725894278
2016-05-15,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.7086130845981538,0.7330292516221203,0.0,1.137049374220054,0.5979982460769113,1,74.0,1,1,-1.1778980962435026,-1.1778980962435026
2016-05-17,air_efef1e3daecce07e,0,0,0,0,0,1,0,0.16936040825483015,0.40065662746190206,0.0,1.3150115512473837,-0.12270388429026069,1,56.0,1,1,-1.3206748058173625,-1.3206748058173625
2016-05-18,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.4038180936214927,0.7662665140381422,0.0,1.9251675867696576,0.016786850619514695,1,57.0,1,1,-1.1171044796228309,-1.1171044796228309
2016-05-19,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.6734444317931547,0.8438201263421929,0.0,1.5438200645682365,0.481755966985432,1,48.0,1,1,-1.1085277868215744,-1.1085277868215744
2016-05-20,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.6968902003298209,0.9102946511742364,0.0,0.8828176927524399,0.7374889809866869,1,42.0,1,1,-0.7215675880825267,-0.7215675880825265
2016-05-21,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.7672275059398194,0.9102946511742364,0.0,1.7980517460358507,0.5979982460769113,1,82.0,1,1,-0.44559988441856446,-0.4455998844185643
2016-05-22,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.6851673160614876,0.7884246889821566,0.0,1.7980517460358507,0.4933801948945801,1,68.0,1,1,-1.1819341869735058,-1.1819341869735058
2016-05-24,air_efef1e3daecce07e,0,0,0,0,0,1,0,0.9313478856964834,0.9435319135902582,0.0,0.7302786838718711,0.8188585763507225,1,49.0,1,1,-1.2729984840692008,-1.2729984840692008
2016-05-25,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.8844563486231507,0.600080201958033,0.0,-1.4815369448963713,0.9699735391696457,1,39.0,1,1,-1.067662368180293,-1.0676623681802928
2016-05-26,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.9430707699648163,0.9324528261182512,0.0,-0.896804077520859,1.0629673624428289,1,44.0,1,1,-1.0315898072808902,-1.03158980728089
2016-05-27,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.8375648115498183,0.8548992138142,0.0,0.5777396749913027,0.8072343484415744,1,46.0,1,1,-0.7379642066731643,-0.7379642066731642
2016-05-28,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.5210469363048239,0.24554940285380003,0.0,-1.4815369448963713,0.7258647530775388,1,40.0,1,1,-0.5427183176092641,-0.542718317609264
2016-05-29,air_efef1e3daecce07e,0,0,0,1,0,0,0,0.5913842419148224,0.7551874265661347,0.0,-0.08326269682449379,0.5747497902586156,1,63.0,1,1,-1.0474819145302774,-1.0474819145302774
2016-05-31,air_efef1e3daecce07e,0,0,0,0,0,1,0,0.9079021171598173,0.9435319135902582,0.0,1.0353567016330083,0.865355487987314,1,41.0,1,1,-1.1435913250384764,-1.1435913250384762
2016-06-01,air_efef1e3daecce07e,0,0,0,0,0,0,1,0.5562155891098234,0.48928932723796037,0.0,0.6285860112848258,0.5050044228037283,1,39.0,1,1,-1.1647808013709926,-1.1647808013709926
2016-06-02,air_efef1e3daecce07e,0,0,0,0,1,0,0,0.3920952093531594,0.4671311522939455,0.0,1.7217822415955661,0.42363482743969233,1,41.0,1,1,-1.1039871847503209,-1.1039871847503209
2016-06-03,air_efef1e3daecce07e,1,0,0,0,0,0,0,0.5210469363048239,0.6554756393180694,0.0,1.950590754916419,0.19115026925673376,1,50.0,1,1,-0.7957307552463337,-0.7957307552463336
2016-06-04,air_efef1e3daecce07e,0,0,1,0,0,0,0,0.6382757789881552,0.5446847645979968,0.0,-0.9476504138143818,0.6793678414409473,1,49.0,1,1,-0.6216743425149499,-0.6216743425149497
