visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Tōkyō-to Shibuya-ku Shibuya,total_area_visitors,total_genre_visitors
2016-11-05,air_8d61f49aa0373492,0,0,1,0,0,0,0,1.4922973343996877,1.463825434487029,0.0,0.23861291642246163,1.5537680237444178,1,53.0,1,1,1.1257690824488285,1.125769082448829
2016-11-06,air_8d61f49aa0373492,0,0,0,1,0,0,0,1.5438768081450112,1.7793469003367999,0.0,1.032030249354291,1.2363336462507446,1,70.0,1,1,-0.5510079062571562,-0.5510079062571558
2016-11-07,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.5638668069838719,0.22601045307638978,0.0,0.7087861507524348,0.8212271526051712,1,21.0,1,1,-1.283393257645977,-1.2833932576459768
2016-11-08,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.2801797013845949,0.03184339716883835,0.0,-1.230678440858704,0.3084485428076987,1,37.0,1,1,-1.1124319597340642,-1.112431959734064
2016-11-09,air_8d61f49aa0373492,0,0,0,0,0,0,1,0.40912838574790267,0.2745522170532774,0.0,0.003526299257475192,0.7479730654912469,1,20.0,1,1,-0.8219048271655943,-0.821904827165594
2016-11-10,air_8d61f49aa0373492,0,0,0,0,1,0,0,0.2028104907666101,-0.11378189476182501,0.0,-1.612694193751807,0.674718978377322,1,37.0,1,1,-0.5724226826135544,-0.5724226826135541
2016-11-11,air_8d61f49aa0373492,1,0,0,0,0,0,0,0.04807206953064088,-0.33221983265782024,0.0,-1.7596233294799235,0.21077642665579924,1,36.0,1,1,0.32093040438752674,0.3209304043875272
2016-11-12,air_8d61f49aa0373492,0,0,1,0,0,0,0,1.2343999656730722,1.2939292605679218,0.0,0.09168378069434507,1.2607516752887193,1,56.0,1,1,1.6318716303383742,1.631871630338375
2016-11-13,air_8d61f49aa0373492,0,0,0,1,0,0,0,1.2343999656730722,1.245387496591034,0.0,0.47369953358744804,1.0409894139469453,1,75.0,1,1,-0.4228761610580399,-0.4228761610580395
2016-11-14,air_8d61f49aa0373492,0,1,0,0,0,0,0,1.2601897025457336,0.7842407388105994,0.0,-1.7596233294799235,1.6270221108583427,1,17.0,1,1,-1.3872549229745086,-1.3872549229745084
2016-11-15,air_8d61f49aa0373492,0,0,0,0,0,1,0,1.6728254925083188,1.4152836705101413,0.0,-1.2894500951499503,1.9200384593140412,1,44.0,1,1,-0.9154160172552002,-0.9154160172551997
2016-11-16,air_8d61f49aa0373492,0,0,0,0,0,0,1,0.9507128600737952,0.3230939810301655,0.0,-1.5833083666061836,1.4316778785545434,1,32.0,1,1,-0.36755465547067767,-0.3675546554706773
2016-11-17,air_8d61f49aa0373492,0,0,0,0,1,0,0,0.9765025969464567,1.1725748506257023,0.0,0.6206286693155646,0.7235550364532718,1,45.0,1,1,-0.3207990604258748,-0.32079906042587436
2016-11-18,air_8d61f49aa0373492,1,0,0,0,0,0,0,0.6412360176018568,0.5415319189261603,0.0,0.8851011136261745,0.3084485428076987,1,33.0,1,1,0.8962740624960936,0.8962740624960941
2016-11-19,air_8d61f49aa0373492,0,0,1,0,0,0,0,0.25438996451193346,-0.3564907146462641,0.0,-1.7596233294799235,0.7479730654912469,1,64.0,1,1,1.3727528364259551,1.3727528364259558
2016-11-20,air_8d61f49aa0373492,0,0,0,1,0,0,0,1.2343999656730722,1.6822633723830238,0.0,0.26799874356808506,0.9921533558709957,1,49.0,1,1,-0.18659979525911227,-0.18659979525911188
2016-11-21,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.9765025969464567,0.2988230990417212,0.0,-1.7596233294799235,1.309587733364669,1,31.0,1,1,-1.29017460349217,-1.2901746034921695
2016-11-22,air_8d61f49aa0373492,0,0,0,0,0,1,0,1.3375589131637184,1.4152836705101413,0.0,0.20922708927683842,1.3340057624026442,1,36.0,1,1,0.5761231559679395,0.57612315596794
2016-11-23,air_8d61f49aa0373492,0,0,0,0,0,0,1,0.6670257544745182,0.2988230990417212,1.0,-1.7302375023343002,0.8944812397190961,1,48.0,1,1,-0.24584734317848084,-0.24584734317848042
2016-11-24,air_8d61f49aa0373492,0,0,0,0,1,0,0,-1.5508916165743754,-1.181700702253357,0.0,-1.7596233294799235,-0.9612889671669955,1,30.0,1,1,-1.1202840443980768,-1.1202840443980766
2016-11-25,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.828778984139852,-0.6477412985075908,0.0,0.9732585950630447,-1.1077971413948449,1,39.0,1,1,0.7688561431755239,0.7688561431755244
2016-11-26,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.1324560885779898,-0.0895110127733812,0.0,0.15045543498559175,-0.39967429929357295,1,62.0,1,1,1.673630444233351,1.6736304442333514
2016-11-27,air_8d61f49aa0373492,0,0,0,1,0,0,0,0.4607078594932256,0.08038516114572643,0.0,-1.612694193751807,0.9188992687570708,1,73.0,1,1,-0.5328053463542176,-0.5328053463542173
2016-11-28,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.5896565438565333,0.12892692512261406,0.0,-0.7898910336743542,1.1142435010608702,1,29.0,1,1,-1.2466312249008267,-1.2466312249008265
2016-11-29,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.4349181226205642,0.20173957108794596,0.0,-0.08463118217939469,0.6503009493393471,1,45.0,1,1,-0.6320271434721964,-0.6320271434721959
2016-11-30,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.003507404214682043,-0.4050324786231517,0.0,-0.3197177993443811,-0.008985834685974853,1,21.0,1,1,-0.40431668821582806,-0.40431668821582767
2016-12-01,air_8d61f49aa0373492,0,0,0,0,1,0,0,0.3059694382572564,0.7356989748337117,0.0,-0.8486626879656007,0.259612484731749,1,33.0,1,1,-0.5042523112123533,-0.5042523112123529
2016-12-02,air_8d61f49aa0373492,1,0,0,0,0,0,0,0.6928154913471797,0.4929901549492727,0.0,0.738171977898058,0.9433172977950457,1,29.0,1,1,1.0201228524239303,1.0201228524239307
2016-12-03,air_8d61f49aa0373492,0,0,1,0,0,0,0,0.512287333238549,0.5900736829030484,0.0,0.20922708927683842,0.21077642665579924,1,59.0,1,1,2.101569058422043,2.1015690584220437
2016-12-04,air_8d61f49aa0373492,0,0,0,1,0,0,0,0.7186052282198411,0.6143445648914923,0.0,0.356156225004955,0.6014648912633973,1,61.0,1,1,-0.34185692384299976,-0.34185692384299937
2016-12-05,air_8d61f49aa0373492,0,1,0,0,0,0,0,1.002292333819118,1.1725748506257023,0.0,0.47369953358744804,0.7968091235671965,1,22.0,1,1,-1.1838145475887252,-1.1838145475887247
2016-12-06,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.512287333238549,0.8813242667643755,0.0,0.738171977898058,0.5282108041494727,1,22.0,1,1,-0.7244675947439821,-0.7244675947439818
2016-12-07,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.3387739835592824,-0.5506577705538155,0.0,-1.3188359222955737,0.015432194352000165,1,42.0,1,1,-0.20944222337260376,-0.20944222337260338
2016-12-08,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.05508687796000542,0.10465604313417025,0.0,0.7675578050436812,-0.4485103573695228,1,37.0,1,1,-0.050615965395983266,-0.05061596539598284
2016-12-09,air_8d61f49aa0373492,1,0,0,0,0,0,0,0.5896565438565333,0.9541369127297066,0.0,0.8557152864805513,-0.2531661250657237,1,45.0,1,1,1.616167461010349,1.6161674610103494
2016-12-10,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.08087661483266688,-0.30794895066937644,0.0,0.7969436321893044,0.18635839761782422,1,73.0,1,1,2.312504605532566,2.3125046055325664
2016-12-11,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.5193021416679133,-0.6234704165191469,0.0,0.8263294593349281,-0.32642021217964834,1,63.0,1,1,0.13426493714758847,0.13426493714758891
2016-12-12,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.46772266792259015,-0.7205539444729226,0.0,0.44431370644182483,-0.5461824735214224,1,24.0,1,1,-0.9964352544702403,-0.99643525447024
2016-12-13,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.15123101702128716,0.44444839097238503,0.0,-1.0249776508393407,-0.35083824121762325,1,42.0,1,1,-0.441792546839525,-0.4417925468395246
2016-12-14,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.18403556232331317,-0.5263868885653713,0.0,-1.6714658480430535,0.11310431050389959,1,28.0,1,1,0.18173435807093796,0.18173435807093843
2016-12-15,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.6740405629038825,-0.8176374724266984,0.0,0.26799874356808506,-0.42409232833154786,1,34.0,1,1,0.2777439387354569,0.27774393873545733
2016-12-16,air_8d61f49aa0373492,1,0,0,0,0,0,0,-1.0350968791211443,-0.8904501183920298,0.0,0.7675578050436812,-0.8147807929391461,1,66.0,1,1,1.7796335871975224,1.7796335871975228
2016-12-17,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.5450918785405747,-0.0895110127733812,0.0,0.8851011136261745,-1.1810512285087695,1,74.0,1,1,2.735803351510705,2.7358033515107056
2016-12-18,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.15824582545065172,0.3473648630186093,0.0,0.47369953358744804,-0.39967429929357295,1,64.0,1,1,0.22956069193356077,0.22956069193356124
2016-12-19,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.3059694382572564,0.5415319189261603,0.0,0.6794003236068116,-0.033403863723949656,1,48.0,1,1,-0.4821237089774084,-0.482123708977408
2016-12-20,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.2028104907666101,0.2502813350648336,0.0,-0.7311193793831076,0.259612484731749,1,33.0,1,1,0.20386296030588286,0.2038629603058833
2016-12-21,air_8d61f49aa0373492,0,0,0,0,0,0,1,0.4349181226205642,0.8570533847759313,0.0,0.5324711878786947,0.08868628146592479,1,40.0,1,1,0.7495828444547654,0.749582844454766
2016-12-23,air_8d61f49aa0373492,1,0,0,0,0,0,0,1.3375589131637184,1.4880963164754732,1.0,-0.49603276221812115,0.8944812397190961,1,56.0,1,1,1.3259972413811523,1.3259972413811527
2016-12-24,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.05508687796000542,-0.3807615966347079,0.0,0.738171977898058,0.1375223395418746,1,88.0,1,1,1.5540646095767938,1.5540646095767945
2016-12-25,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.5708816154132365,-0.7205539444729226,0.0,-0.3784894536356278,-0.08223992179989947,1,65.0,1,1,-0.04240696779269726,-0.042406967792696836
2016-12-26,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.4935124047952516,-0.5991995345307032,0.0,-1.3776075765868205,-0.2531661250657237,1,52.0,1,1,-0.17018180005254027,-0.17018180005253986
2016-12-27,air_8d61f49aa0373492,0,0,0,0,0,1,0,0.5896565438565333,1.2939292605679218,0.0,-1.7008516751886769,0.16194036857984942,1,55.0,1,1,0.5589913348828208,0.5589913348828214
2016-12-28,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.7256200366492057,-0.9875336463458055,0.0,0.8851011136261745,-0.6926906477492717,1,54.0,1,1,1.6722027924762577,1.6722027924762581
2016-12-29,air_8d61f49aa0373492,0,0,0,0,1,0,0,-1.164045563484452,-1.3273259941840203,1.0,-0.23156031790751125,-1.0101250252429452,1,70.0,1,1,1.2685342581581502,1.2685342581581507
2016-12-30,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.7256200366492057,-0.7933665904382545,1.0,0.8851011136261745,-0.5461824735214224,1,92.0,1,1,0.5315090385587764,0.5315090385587768
2016-12-31,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.6482508260312211,-0.4050324786231517,1.0,0.8557152864805513,-0.8147807929391461,1,10.0,1,1,-2.2227881138133148,-2.2227881138133143
2017-01-04,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.08087661483266688,0.12892692512261406,0.0,0.7969436321893044,-0.30200218314167343,1,28.0,1,1,-1.8419620076086987,-1.8419620076086984
2017-01-05,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.5450918785405747,-0.7448248264613665,0.0,0.8851011136261745,-0.2775841541036985,1,37.0,1,1,-1.2698305659535916,-1.2698305659535911
2017-01-06,air_8d61f49aa0373492,1,0,0,0,0,0,0,-1.112466089739129,-1.1331589382764689,0.0,0.8263294593349281,-0.8147807929391461,1,41.0,1,1,-0.0534712689101697,-0.053471268910169276
2017-01-07,air_8d61f49aa0373492,0,0,1,0,0,0,0,-1.2156250372297752,-1.1574298202649131,0.0,0.7969436321893044,-1.1566331994707946,1,60.0,1,1,0.7035410752885092,0.7035410752885096
2017-01-08,air_8d61f49aa0373492,0,0,0,1,0,0,0,-1.2672045109750982,-1.8127436339528984,0.0,-1.7596233294799235,-0.7903627639011712,1,69.0,1,1,-0.36719774253140436,-0.36719774253140397
2017-01-09,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.41614319417726703,-0.5749286525422593,1.0,-1.1131351322762106,-0.2531661250657237,1,47.0,1,1,-1.217721276819689,-1.2177212768196888
2017-01-10,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.18403556232331317,-0.1865945407271569,0.0,0.8557152864805513,-0.32642021217964834,1,31.0,1,1,-1.1470525148435748,-1.1470525148435744
2017-01-11,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.4935124047952516,-0.5991995345307032,0.0,0.8851011136261745,-0.22874809602774882,1,32.0,1,1,-0.8379659094328931,-0.8379659094328927
2017-01-12,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.7256200366492057,-0.33221983265782024,0.0,0.6500144964611878,-1.0101250252429452,1,19.0,1,1,-0.8511716881860053,-0.851171688186005
2017-01-13,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.6740405629038825,-0.1865945407271569,0.0,0.20922708927683842,-0.839198821977121,1,58.0,1,1,0.6521456120331534,0.6521456120331538
2017-01-14,air_8d61f49aa0373492,0,0,1,0,0,0,0,-1.6540505640650214,-1.7399309879875668,0.0,-0.8192768608199774,-1.498485606002443,1,68.0,1,1,1.0836533556145784,1.083653355614579
2017-01-15,air_8d61f49aa0373492,0,0,0,1,0,0,0,-2.092476090900268,-2.128265099802669,0.0,0.6206286693155646,-1.742665896382192,1,56.0,1,1,-0.8229755659834143,-0.8229755659834139
2017-01-16,air_8d61f49aa0373492,0,1,0,0,0,0,0,-1.447732669083729,-1.3273259941840203,0.0,0.9732585950630447,-1.6694118092682673,1,18.0,1,1,-1.3380009373547928,-1.3380009373547923
2017-01-17,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.8803584578851749,-0.6234704165191469,0.0,0.9144869407717977,-1.0101250252429452,1,41.0,1,1,-0.8361813447365265,-0.8361813447365262
2017-01-18,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.7771995103945288,-0.7690957084498103,0.0,0.9144869407717977,-0.9124529090910457,1,22.0,1,1,-0.43572502687187886,-0.4357250268718785
2017-01-19,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.6224610891585594,-0.6234704165191469,0.0,-0.11401700932501815,-0.5950185315973722,1,48.0,1,1,-0.4450047632929848,-0.4450047632929844
2017-01-20,air_8d61f49aa0373492,1,0,0,0,0,0,0,-1.4993121428290521,-2.346703037698665,0.0,-1.7596233294799235,-0.6438545896733219,1,51.0,1,1,0.6864092542033906,0.686409254203391
2017-01-21,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.7514097735218671,-0.5991995345307032,0.0,1.002644422208668,-0.8880348800530707,1,69.0,1,1,1.5583475648480736,1.558347564848074
2017-01-22,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.7256200366492057,-0.13805277675026884,0.0,0.9732585950630447,-0.9612889671669955,1,70.0,1,1,-0.5374452145647707,-0.5374452145647702
2017-01-23,air_8d61f49aa0373492,0,1,0,0,0,0,0,-1.2414147741024366,-1.3515968761724642,0.0,0.26799874356808506,-1.1322151704328196,1,33.0,1,1,-1.3529912808042714,-1.3529912808042712
2017-01-24,air_8d61f49aa0373492,0,0,0,0,0,1,0,-1.62826082719236,-1.400138640149352,0.0,1.002644422208668,-1.6449937802302925,1,36.0,1,1,-0.7244675947439821,-0.7244675947439818
2017-01-25,air_8d61f49aa0373492,0,0,0,0,0,0,1,-1.2672045109750982,-0.9632627643573618,0.0,1.0614160764999143,-1.4740675769644682,1,36.0,1,1,-0.3589887449281184,-0.358988744928118
2017-01-26,air_8d61f49aa0373492,0,0,0,0,1,0,0,-1.0866763528664676,-0.6720121804960351,0.0,1.032030249354291,-1.522903635040418,1,39.0,1,1,-0.23050008678972875,-0.23050008678972833
2017-01-27,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.003507404214682043,0.6143445648914923,0.0,-0.23156031790751125,-0.839198821977121,1,54.0,1,1,1.1104218260600762,1.1104218260600769
2017-01-28,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.10666635170532834,0.03184339716883835,0.0,0.9144869407717977,-0.057821892761924676,1,74.0,1,1,1.8078297094001134,1.807829709400114
2017-01-29,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.20982529919597465,-0.3564907146462641,0.0,-0.9074343422568475,-0.008985834685974853,1,73.0,1,1,-0.17125253887036018,-0.17125253887035977
2017-01-30,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.6154462807291948,1.463825434487029,0.0,0.5618570150243182,0.45495671703554813,1,50.0,1,1,-1.2655476106823118,-1.2655476106823116
2017-01-31,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.7514097735218671,-0.8419083544151422,0.0,0.9732585950630447,-0.49734641544547264,1,27.0,1,1,-0.698412950177031,-0.6984129501770306
2017-02-01,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.7256200366492057,-0.6962830624844789,0.0,0.356156225004955,-0.6438545896733219,1,35.0,1,1,-0.5303069557793045,-0.5303069557793042
2017-02-02,air_8d61f49aa0373492,0,0,0,0,1,0,0,-1.112466089739129,-0.9147210003804741,0.0,1.0614160764999143,-0.9612889671669955,1,30.0,1,1,-0.5417281698360503,-0.5417281698360499
2017-02-03,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.36456372043194385,0.05611427915728217,0.0,1.0614160764999143,-0.9368709381290206,1,25.0,1,1,0.6603546096364393,0.6603546096364398
2017-02-04,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.15824582545065172,-0.016698366808049293,0.0,1.0614160764999143,-0.10665795083787427,1,84.0,1,1,1.6411513667594801,1.6411513667594808
2017-02-05,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.41614319417726703,-0.8661792364035861,0.0,-1.0249776508393407,-0.35083824121762325,1,42.0,1,1,-0.6345255340471094,-0.6345255340471091
2017-02-06,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.02929714108734396,0.5415319189261603,0.0,0.032912126403098395,-0.37525627025559816,1,33.0,1,1,-1.305521859880922,-1.3055218598809217
2017-02-07,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.828778984139852,-0.8419083544151422,0.0,1.032030249354291,-0.6438545896733219,1,27.0,1,1,-0.8111974389873952,-0.8111974389873948
2017-02-08,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.6482508260312211,-0.5991995345307032,0.0,1.032030249354291,-0.7171086767872465,1,34.0,1,1,-0.3682684813492243,-0.3682684813492239
2017-02-09,air_8d61f49aa0373492,0,0,0,0,1,0,0,-1.6540505640650214,-1.958368925883562,0.0,-1.7596233294799235,-0.9368709381290206,1,36.0,1,1,-0.6666476985817069,-0.6666476985817065
2017-02-10,air_8d61f49aa0373492,1,0,0,0,0,0,0,-1.164045563484452,-1.0118045283342494,0.0,-0.5841902436549911,-0.8147807929391461,1,43.0,1,1,0.9305377046663309,0.9305377046663313
2017-02-11,air_8d61f49aa0373492,0,0,1,0,0,0,0,-1.2156250372297752,-0.8176374724266984,1.0,0.3855420521505782,-1.5717396931163676,1,66.0,1,1,1.5033829721999845,1.5033829721999852
2017-02-12,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.9835174053758212,-0.5506577705538155,0.0,1.032030249354291,-1.2787233446606692,1,48.0,1,1,-0.3225836251222413,-0.3225836251222409
2017-02-13,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.6482508260312211,-0.4050324786231517,0.0,0.5912428421699414,-0.9368709381290206,1,42.0,1,1,-1.1631135971108735,-1.163113597110873
2017-02-14,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.6998302997765442,-0.4050324786231517,0.0,0.8557152864805513,-0.6682726187112967,1,21.0,1,1,-0.5592169038604422,-0.5592169038604419
2017-02-15,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.596671352285898,-0.16232365873871266,0.0,1.1495735579367845,-0.8880348800530707,1,41.0,1,1,-0.047760661881796826,-0.0477606618817964
2017-02-16,air_8d61f49aa0373492,0,0,0,0,1,0,0,-0.3903534573046055,0.05611427915728217,0.0,1.1495735579367845,-0.863616851015096,1,43.0,1,1,-0.03348414431086465,-0.033484144310864224
2017-02-17,air_8d61f49aa0373492,1,0,0,0,0,0,0,1.131241018182426,1.7308051363599122,0.0,0.6500144964611878,-0.008985834685974853,1,41.0,1,1,1.0590263628047205,1.059026362804721
2017-02-18,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.18403556232331317,-0.6720121804960351,0.0,-0.9074343422568475,0.3817026299216235,1,68.0,1,1,1.7221706039745204,1.7221706039745208
2017-02-19,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.6740405629038825,-0.4778451245884836,0.0,1.0614160764999143,-0.7903627639011712,1,55.0,1,1,-0.16768340947762714,-0.16768340947762672
2017-02-20,air_8d61f49aa0373492,0,1,0,0,0,0,0,0.2801797013845949,1.5123671984639167,0.0,-0.11401700932501815,-0.7415267058252215,1,25.0,1,1,-1.3322903303264197,-1.3322903303264195
2017-02-21,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.6998302997765442,-0.8661792364035861,0.0,1.0908019036455374,-0.30200218314167343,1,48.0,1,1,-0.5135320476334593,-0.5135320476334588
2017-02-22,air_8d61f49aa0373492,0,0,0,0,0,0,1,-0.46772266792259015,-0.6962830624844789,0.0,-0.49603276221812115,-0.9124529090910457,1,28.0,1,1,-0.06632013472400866,-0.06632013472400825
2017-02-23,air_8d61f49aa0373492,0,0,0,0,1,0,0,0.9249231232011337,0.6871572108568241,0.0,-1.3188359222955737,0.8700632106811212,1,47.0,1,1,-0.13449050612520982,-0.1344905061252094
2017-02-24,air_8d61f49aa0373492,1,0,0,0,0,0,0,-0.36456372043194385,-0.5263868885653713,0.0,-0.7311193793831076,0.08868628146592479,1,52.0,1,1,1.193225627971483,1.1932256279714835
2017-02-25,air_8d61f49aa0373492,0,0,1,0,0,0,0,-0.3387739835592824,-0.1865945407271569,0.0,0.6206286693155646,-0.32642021217964834,1,77.0,1,1,2.0309002964459286,2.0309002964459295
2017-02-26,air_8d61f49aa0373492,0,0,0,1,0,0,0,-0.05508687796000542,0.1774686890995017,0.0,0.7087861507524348,-0.37525627025559816,1,78.0,1,1,0.03968300824016278,0.03968300824016321
2017-02-27,air_8d61f49aa0373492,0,1,0,0,0,0,0,-0.6740405629038825,-0.9147210003804741,0.0,-1.1719067865674573,-0.1310759798758493,1,46.0,1,1,-1.012496336737539,-1.0124963367375386
2017-02-28,air_8d61f49aa0373492,0,0,0,0,0,1,0,-0.8545687210125135,-0.8176374724266984,0.0,0.8263294593349281,-0.39967429929357295,1,37.0,1,1,-0.40431668821582806,-0.40431668821582767
