visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-01-19,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.240313273341097,-1.355286597303808,0.0,0.9582715216520545,-1.235462571612733,1,17.0,1,1,-1.2953507657785437,-1.2953507657785435
2016-01-20,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.3643519839317895,-1.2935456817587567,0.0,0.9827827298794517,-1.4246566348779883,1,7.0,1,1,-1.1718158518299449,-1.1718158518299446
2016-01-21,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.203101660163889,-1.2441529493227157,0.0,0.5415809817863013,-1.2236379426586548,1,13.0,1,1,-1.0512939845630191,-1.0512939845630187
2016-01-22,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-1.1534861759276123,-1.1453674844506339,0.0,0.7131594393780819,-0.9871453635770855,1,16.0,1,1,-0.746725182490559,-0.7467251824905586
2016-01-23,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-1.389159726049928,-1.626946625702033,0.0,-1.223226010586301,-1.0344438793933994,1,3.0,1,1,-0.6744120621304035,-0.6744120621304032
2016-01-25,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-1.5131984366406204,-1.3799829635218284,0.0,1.0808275627890407,-1.649324585005479,1,7.0,1,1,-1.386997602346102,-1.3869976023461015
2016-01-26,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.401563597108997,-1.2318047662137055,0.0,0.8357154805150682,-1.4956044086024594,1,6.0,1,1,-1.2165093776080966,-1.2165093776080962
2016-01-27,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.091466820632266,-0.7625738080713165,0.0,1.0318051463342464,-1.4719551506943023,1,3.0,1,1,-1.0668613924183303,-1.0668613924183301
2016-01-28,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.9054087547462273,-0.688484709417255,0.0,1.0318051463342464,-1.0935670241637916,1,26.0,1,1,-1.0723853113347313,-1.0723853113347308
2016-01-29,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-1.203101660163889,-1.4540720621758896,0.0,-1.2722484270410956,-1.0344438793933994,1,12.0,1,1,-0.931274291743039,-0.9312742917430387
2016-01-30,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-1.4635829524043433,-1.7998211892281764,0.0,-1.2722484270410956,-1.1645147978882624,1,9.0,1,1,-0.6337359319278161,-0.6337359319278157
2016-02-01,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-1.2899287575773741,-1.5899020763750025,0.0,-1.2722484270410956,-1.0344438793933994,1,4.0,1,1,-1.4324443897946717,-1.4324443897946715
2016-02-02,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.1286784338094737,-1.095974752014593,0.0,0.811204272287671,-1.0344438793933994,1,13.0,1,1,-1.2863116257335243,-1.2863116257335239
2016-02-03,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.2527171444001661,-1.2811974986497465,0.0,0.4680473571041094,-1.1645147978882624,1,20.0,1,1,-1.2124919820325324,-1.212491982032532
2016-02-04,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.240313273341097,-1.2441529493227157,0.0,0.17391285837534248,-1.2118133137045763,1,13.0,1,1,-1.1753310729585635,-1.175331072958563
2016-02-05,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.9426203679234351,-0.7749219911803267,0.0,0.9337603134246574,-1.2709364584749685,1,5.0,1,1,-0.8062328544536036,-0.8062328544536032
2016-02-06,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-1.0418513363959891,-1.1947602168866747,0.0,-1.0271363447671231,-0.8216005582199871,1,5.0,1,1,-0.5860293594679914,-0.586029359467991
2016-02-08,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-1.3271403707545817,-1.268849315540736,0.0,0.07586802546575336,-1.1881640557964193,1,2.0,1,1,-1.381724770653174,-1.3817247706531735
2016-02-09,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.0542552074550584,-0.6020474276541835,0.0,0.8357154805150682,-1.2709364584749685,1,12.0,1,1,-1.1667941073604897,-1.1667941073604893
2016-02-10,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.1286784338094737,-1.0836265689055826,0.0,1.1543611874712327,-1.152690168934184,1,7.0,1,1,-0.8471600718796638,-0.8471600718796634
2016-02-11,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.1286784338094737,-0.997189287142511,1.0,1.1543611874712327,-1.1408655399801055,1,6.0,1,1,-0.9194731922398192,-0.9194731922398188
2016-02-12,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.9798319811006427,-0.94779655470647,0.0,-0.6839794295835616,-1.1645147978882624,1,14.0,1,1,-0.8639829158523388,-0.8639829158523384
2016-02-15,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-0.8681971415690196,-0.5032619627821014,0.0,-1.1742035941315065,-0.9634961056689285,1,10.0,1,1,-1.3852399917817926,-1.3852399917817921
2016-02-16,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.1782939180457508,-1.1824120337776645,0.0,1.0318051463342464,-1.199988684750498,1,16.0,1,1,-1.2268039537704798,-1.2268039537704793
2016-02-17,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.1038706916913354,-0.7625738080713165,0.0,0.811204272287671,-1.1881640557964193,1,13.0,1,1,-1.0600820373845659,-1.0600820373845654
2016-02-18,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.1038706916913354,-1.095974752014593,0.0,0.3945137324219176,-1.2118133137045763,1,5.0,1,1,-1.0696233518765308,-1.0696233518765303
2016-02-19,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.6697352046239117,-0.3797801316919991,0.0,1.0072939381068493,-1.0580931373015563,1,24.0,1,1,-0.7547599736416873,-0.754759973641687
2016-02-20,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-0.8806010126280888,-1.0342338364695418,0.0,-1.1251811776767122,-0.5732833501843395,1,6.0,1,1,-0.7884056615870375,-0.7884056615870371
2016-02-22,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-1.0418513363959891,-1.2071083999956849,0.0,-1.1496923859041095,-0.7624774134495949,1,10.0,1,1,-1.3724345433846816,-1.3724345433846814
2016-02-23,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.0418513363959891,-1.1824120337776645,0.0,-1.2477372188136986,-0.7624774134495949,1,13.0,1,1,-1.1590104034328341,-1.1590104034328337
2016-02-24,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.1534861759276123,-1.4664202452849,0.0,-1.2477372188136986,-1.0462685083474779,1,9.0,1,1,-1.1155723137720464,-1.115572313772046
2016-02-25,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.401563597108997,-1.3799829635218284,0.0,-0.7820242624931506,-1.2945857163831254,1,16.0,1,1,-1.0126265521482138,-1.0126265521482134
2016-02-26,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-1.1534861759276123,-1.0095374702515212,0.0,1.3014284368356162,-1.3300596032453609,1,22.0,1,1,-0.6078739479101216,-0.6078739479101213
2016-02-27,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-0.9054087547462273,-0.8737074560524086,0.0,1.3014284368356162,-1.0226192504393208,1,3.0,1,1,-0.441905293194626,-0.4419052931946256
2016-02-29,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-0.843389399450881,-0.5896992445451731,0.0,-0.7575130542657533,-0.7743020424036733,1,13.0,1,1,-1.3252301453718025,-1.325230145371802
2016-03-01,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-1.2279094022820278,-1.1453674844506339,0.0,1.3994732697452053,-1.0935670241637916,1,7.0,1,1,-1.2175137265019875,-1.2175137265019873
2016-03-02,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-1.091466820632266,-0.8860556391614188,0.0,0.8602266887424653,-1.2118133137045763,1,8.0,1,1,-1.0892081553074062,-1.0892081553074058
2016-03-03,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.7317545599192579,-0.3921283148010095,0.0,1.3749620615178082,-1.069917766255635,1,17.0,1,1,-1.1057799120566085,-1.105779912056608
2016-03-04,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.5829081072104267,-0.45386923034606047,0.0,1.105338771016438,-0.6797050107710457,1,10.0,1,1,-0.7374349552220668,-0.7374349552220664
2016-03-05,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-0.5456964940332192,-0.4044764979100195,0.0,-0.6349570131287671,-0.43138780273539806,1,13.0,1,1,-0.5169803730129818,-0.5169803730129814
2016-03-08,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.08690092997931269,0.1511917419954412,0.0,0.7131594393780819,0.15984364496852468,1,12.0,1,1,-1.0967407720115891,-1.0967407720115887
2016-03-09,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.7937739152146042,-0.5773510614361629,0.0,-1.2722484270410956,-0.8925483319444579,1,17.0,1,1,-1.1426897339071045,-1.142689733907104
2016-03-10,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.1162745627504045,-1.3676347804128182,0.0,-1.2722484270410956,-0.9161975898526148,1,16.0,1,1,-1.0234233027575426,-1.0234233027575423
2016-03-11,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-1.3023326286364432,-1.663991175029064,0.0,-1.2722484270410956,-0.9871453635770855,1,15.0,1,1,-0.6882218594214055,-0.6882218594214051
2016-03-12,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-1.1534861759276123,-1.3799829635218284,0.0,-0.9290915118575341,-0.9989699925311639,1,12.0,1,1,-0.5001575290403067,-0.5001575290403064
2016-03-14,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-1.1658900469866815,-1.5652057101569818,0.0,-1.2722484270410956,-0.8807237029903794,1,4.0,1,1,-1.3207105753492927,-1.3207105753492923
2016-03-15,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-0.8681971415690196,-0.6761365263082448,0.0,1.5220293108821916,-0.868899074036301,1,7.0,1,1,-1.048532025104819,-1.0485320251048185
2016-03-16,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.7937739152146042,-0.7008328925262652,0.0,-0.6839794295835616,-0.9989699925311639,1,19.0,1,1,-0.9601493224424066,-0.9601493224424063
2016-03-17,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.24800358861555716,0.10179900955939998,0.0,1.5220293108821916,-0.5851079791384179,1,15.0,1,1,-0.9131960116530001,-0.9131960116529998
2016-03-18,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.037137780611379796,0.22528084064950235,0.0,0.5906033982410956,-0.44321243168947655,1,12.0,1,1,-0.5415869209133125,-0.5415869209133121
2016-03-22,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-0.5084848808560113,-0.25629830060189673,0.0,0.8847378969698629,-0.7033542686792026,1,17.0,1,1,-1.0445146295292547,-1.0445146295292542
2016-03-23,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.4464655255606651,-0.19455738505684556,0.0,0.17391285837534248,-0.455037060643555,1,10.0,1,1,-0.9443308273636226,-0.9443308273636223
2016-03-24,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-1.091466820632266,-1.2441529493227157,0.0,-0.9045803036301369,-0.8570744450822225,1,15.0,1,1,-1.0033363248797216,-1.0033363248797214
2016-03-25,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.8681971415690196,-0.639091976981214,0.0,0.9827827298794517,-1.0462685083474779,1,21.0,1,1,-0.4047443841206572,-0.4047443841206569
2016-03-26,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-0.8806010126280888,-0.8737074560524086,0.0,0.2474464830575342,-0.738828155541438,1,9.0,1,1,-0.41051939026053075,-0.4105193902605304
2016-03-28,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-0.4712732676788035,-0.3427355823649683,0.0,-0.5859345966739726,-0.2776676263323781,1,15.0,1,1,-1.079917928038914,-1.0799179280389137
2016-03-29,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-0.26040745967462636,-0.12046828640278394,0.0,1.1298499792438355,-0.4668616895976334,1,13.0,1,1,-0.8074882905709674,-0.8074882905709669
2016-03-30,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.024733909552310588,0.052406277123359206,0.0,-0.3898449308547945,-0.23036911051606426,1,14.0,1,1,-0.8921046848812881,-0.8921046848812878
2016-03-31,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.024733909552310588,0.07710264334137959,0.0,0.9582715216520545,-0.28949225528645656,1,23.0,1,1,-0.8567013863716287,-0.8567013863716283
2016-04-01,air_0b184ec04c741a6a,1,0,0,0,0,0,0,-0.28521520179276477,-0.14516465262080477,0.0,-0.21826647326301377,-0.3840892869190843,1,6.0,1,1,-0.6515631247943822,-0.6515631247943818
2016-04-02,air_0b184ec04c741a6a,0,0,1,0,0,0,0,-0.5705042361513576,-0.7749219911803267,0.0,-1.2722484270410956,-0.43138780273539806,1,15.0,1,1,-0.66863705599053,-0.6686370559905297
2016-04-04,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.062093187861174064,0.28702175619455356,0.0,-1.100669969449315,-0.19489522365382903,1,17.0,1,1,-1.3006235974714717,-1.3006235974714715
2016-04-05,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-0.5332926229741497,-0.8366629067253778,0.0,-1.2722484270410956,-0.2658429973782997,1,13.0,1,1,-1.0977451209054803,-1.0977451209054798
2016-04-06,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.06194552272951842,0.07710264334137959,0.0,0.7621818558328767,-0.4786863185517119,1,21.0,1,1,-1.0312070066851982,-1.031207006685198
2016-04-07,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.16117649120207228,0.06475446023236962,0.0,-1.1496923859041095,0.053421984381818735,1,9.0,1,1,-1.1462049550357232,-1.1462049550357227
2016-04-08,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.12411254315652052,0.4105035872846559,0.0,-0.19375526503561638,0.017948097519583282,1,31.0,1,1,-0.5918043656078649,-0.5918043656078645
2016-04-09,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.248151253747213,0.4845926859387175,0.0,0.5660921900136985,-0.052999676204887415,1,5.0,1,1,-0.5001575290403067,-0.5001575290403064
2016-04-11,air_0b184ec04c741a6a,0,1,0,0,0,0,0,-0.4340616545015959,-0.3056910330379375,0.0,0.2474464830575342,-0.4668616895976334,1,6.0,1,1,-1.322719273137075,-1.3227192731370745
2016-04-12,air_0b184ec04c741a6a,0,0,0,0,0,1,0,-0.5705042361513576,-0.5526546952181425,0.0,1.5220293108821916,-0.738828155541438,1,22.0,1,1,-1.1605169267736706,-1.1605169267736704
2016-04-13,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.08675326484765683,-0.07107555396674317,0.0,-1.100669969449315,-0.08847356306712287,1,27.0,1,1,-1.0731385730051495,-1.073138573005149
2016-04-14,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.012330038493241383,-0.2439501174928863,0.0,-1.2722484270410956,0.20714216078483855,1,16.0,1,1,-1.0402461467302178,-1.0402461467302173
2016-04-15,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.14892028527465895,0.22528084064950235,0.0,1.693607768473972,-0.041175047250809005,1,33.0,1,1,-0.6194239601898687,-0.6194239601898683
2016-04-16,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.08690092997931269,0.16353992510445117,0.0,-0.3163113061726028,-0.14759670783751516,1,14.0,1,1,-0.4052465585676028,-0.4052465585676024
2016-04-18,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.47142093281045916,0.8920827285360554,0.0,0.419024940649315,0.28991456346338784,1,35.0,1,1,-1.4116041502464325,-1.4116041502464323
2016-04-19,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.13651641421558952,0.28702175619455356,0.0,1.571051727336986,0.07707124228997557,1,22.0,1,1,-1.0967407720115891,-1.0967407720115887
2016-04-20,air_0b184ec04c741a6a,0,0,0,0,0,0,1,-0.024733909552310588,-0.03403100463971237,0.0,1.5220293108821916,-0.1830705946997504,1,26.0,1,1,-0.963915630794498,-0.9639156307944977
2016-04-21,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.17372802739279736,0.07710264334137959,0.0,-1.2722484270410956,0.23079141869299558,1,27.0,1,1,-1.0696233518765308,-1.0696233518765303
2016-04-22,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.27295899586535144,0.5092890521567379,0.0,0.811204272287671,0.21896678973891695,1,28.0,1,1,-0.573726085517826,-0.5737260855178257
2016-04-23,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.34738222221976667,0.34876267173960473,0.0,-0.7575130542657533,0.3135638213715447,1,18.0,1,1,-0.4770575044808127,-0.4770575044808123
2016-04-25,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.3721899643379055,0.43519995350267676,0.0,0.8602266887424653,0.25444067660115244,1,27.0,1,1,-1.2755148751241956,-1.2755148751241951
2016-04-26,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.5086325459876669,0.6821636156828815,0.0,1.3994732697452053,0.3372130792797015,1,9.0,1,1,-1.0005743654215213,-1.000574365421521
2016-04-27,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.3721899643379055,0.2746735730855436,0.0,-1.198714802358904,0.4554593688204861,1,26.0,1,1,-0.9812406492141186,-0.9812406492141182
2016-04-28,air_0b184ec04c741a6a,0,0,0,0,1,0,0,-0.08675326484765683,-0.5156101458911116,0.0,-1.2722484270410956,0.23079141869299558,1,24.0,1,1,-0.7406990891272127,-0.7406990891272123
2016-04-29,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.08690092997931269,0.22528084064950235,1.0,1.0318051463342464,0.006123468565504867,1,13.0,1,1,-0.5687043410483708,-0.5687043410483704
2016-04-30,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.1117086720974511,0.26232538997653315,0.0,1.4239844779726025,-0.10029819202120129,1,8.0,1,1,-0.6126446051561041,-0.6126446051561037
2016-05-02,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.2853628669244204,0.22528084064950235,0.0,-0.41435613908219177,0.21896678973891695,1,2.0,1,1,-1.03045374501478,-1.0304537450147795
2016-05-09,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.42180544857418234,0.2746735730855436,0.0,-1.2722484270410956,0.5737056583612706,1,8.0,1,1,-1.4894411895229889,-1.4894411895229884
2016-05-10,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.4094015775151129,0.37345903795762553,0.0,-1.2477372188136986,0.5618810294071924,1,39.0,1,1,-1.3272388431595845,-1.327238843159584
2016-05-11,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.7815177092871903,0.9291272778630862,0.0,-0.8555578871753423,0.5500564004531139,1,7.0,1,1,-1.1374169022141765,-1.1374169022141762
2016-05-12,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.8187293224643982,1.0402609258441782,0.0,1.9387198507479446,0.7274258347642907,1,3.0,1,1,-1.0171461221707236,-1.0171461221707232
2016-05-13,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.7567099671690519,0.8550381792090247,0.0,1.4484956861999996,0.6091795452235061,1,5.0,1,1,-0.6606022648394017,-0.6606022648394012
2016-05-14,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.5830557723420826,0.6451190663558507,0.0,0.9092491051972601,0.36086233718785854,1,4.0,1,1,-0.5001575290403067,-0.5001575290403064
2016-05-16,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.48382480386952853,0.4598963197206971,0.0,-0.8310466789479451,0.3372130792797015,1,5.0,1,1,-1.4284269942191077,-1.4284269942191072
2016-05-17,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.39699770645604393,0.11414719266841039,0.0,-1.2722484270410956,0.41998548195825086,1,3.0,1,1,-1.2564322461402657,-1.2564322461402653
2016-05-18,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.607863514460221,0.9908681934081375,0.0,2.0122534754301364,0.20714216078483855,1,3.0,1,1,-1.0538048567977467,-1.0538048567977465
2016-05-19,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.5210364170467364,0.6821636156828815,0.0,1.571051727336986,0.40816085300417243,1,6.0,1,1,-1.045267891199673,-1.0452678911996724
2016-05-20,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.260555124806282,0.1511917419954412,0.0,-0.8555578871753423,0.36086233718785854,1,6.0,1,1,-0.6601000903924561,-0.6601000903924558
2016-05-21,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.49622867492859796,0.8303418129910043,0.0,1.693607768473972,0.1716682739226033,1,5.0,1,1,-0.38541066791325457,-0.3854106679132542
2016-05-23,air_0b184ec04c741a6a,0,1,0,0,0,0,0,1.0419990015276448,1.398358236005475,0.0,1.7916526013835612,0.44363473986640767,1,4.0,1,1,-1.3199573136788745,-1.319957313678874
2016-05-24,air_0b184ec04c741a6a,0,0,0,0,0,1,0,1.0295951304685753,1.2007873062613115,0.0,0.8602266887424653,0.786548979534683,1,2.0,1,1,-1.2089767609039137,-1.2089767609039133
2016-05-25,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.8807486777597444,0.6080745170288199,0.0,-1.2722484270410956,1.0821647033866444,1,5.0,1,1,-1.0045917609970856,-1.0045917609970851
2016-05-26,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.9799796462322985,0.9414754609720962,0.0,-0.3898449308547945,1.0585154454784875,1,3.0,1,1,-0.9686862880404805,-0.9686862880404802
2016-05-27,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.5334402881058053,0.34876267173960473,0.0,-1.198714802358904,0.4554593688204861,1,4.0,1,1,-0.6764207599181856,-0.6764207599181853
2016-05-28,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.5210364170467364,0.5586817845927792,0.0,-1.223226010586301,0.44363473986640767,1,5.0,1,1,-0.4820792489502679,-0.48207924895026755
2016-05-30,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.2853628669244204,0.21293265754049237,0.0,-1.2722484270410956,0.4791086267286431,1,2.0,1,1,-1.3069007780582909,-1.3069007780582904
2016-05-31,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.6574789986964978,0.6574672494648607,0.0,-0.14473284858082203,0.5855302873153493,1,4.0,1,1,-1.0801690152623868,-1.0801690152623864
2016-06-01,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.7939215803462598,0.8426899961000143,0.0,0.12489044192054792,0.786548979534683,1,5.0,1,1,-1.1012603420340987,-1.1012603420340985
2016-06-02,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.6946906118737057,0.7932972636639735,0.0,1.9142086425205476,0.5855302873153493,1,6.0,1,1,-1.040748321177163,-1.0407483211771629
2016-06-03,air_0b184ec04c741a6a,1,0,0,0,0,0,0,0.5334402881058053,0.571029967701789,0.0,1.8406750178383555,0.3372130792797015,1,3.0,1,1,-0.7339197340934481,-0.7339197340934478
2016-06-04,air_0b184ec04c741a6a,0,0,1,0,0,0,0,0.8187293224643982,0.9414754609720962,0.0,0.6886482311506847,0.5855302873153493,1,5.0,1,1,-0.5606695498972424,-0.560669549897242
2016-06-07,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.5582480302239442,0.16353992510445117,0.0,-1.2722484270410956,0.8338474953509967,1,6.0,1,1,-1.1901452191434565,-1.190145219143456
2016-06-08,air_0b184ec04c741a6a,0,0,0,0,0,0,1,0.8435370645825366,0.9538236440811066,0.0,0.12489044192054792,0.6091795452235061,1,3.0,1,1,-1.026185262215743,-1.0261852622157426
2016-06-09,air_0b184ec04c741a6a,0,0,0,0,1,0,0,0.7567099671690519,0.5092890521567379,0.0,-1.2722484270410956,0.9757430427999384,1,5.0,1,1,-1.0764027069102955,-1.076402706910295
2016-06-10,air_0b184ec04c741a6a,1,0,0,0,0,0,0,1.0419990015276448,1.1390463907162602,0.0,1.227894812153424,0.9520937848917812,1,3.0,1,1,-0.6395109380676897,-0.6395109380676892
2016-06-11,air_0b184ec04c741a6a,0,0,1,0,0,0,0,1.0419990015276448,1.176090940043291,0.0,1.3504508532904105,0.7747243505806043,1,2.0,1,1,-0.4795683767155403,-0.4795683767155399
2016-06-13,air_0b184ec04c741a6a,0,1,0,0,0,0,0,0.5830557723420826,0.3858072210666355,0.0,-1.2722484270410956,0.8220228663969185,1,5.0,1,1,-1.3955345679441757,-1.3955345679441753
2016-06-14,air_0b184ec04c741a6a,0,0,0,0,0,1,0,0.8807486777597444,0.8179936298819939,0.0,0.002334400783561635,0.8338474953509967,1,1.0,1,1,-1.1160744882189917,-1.1160744882189915
