visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Kōtō-ku Tomioka,total_area_visitors,total_genre_visitors
2016-07-19,air_084d98859256acf0,0,0,0,0,0,1,0,1.2816111195759,1.3578607350685428,0.0,0.28037409815130226,1.2154890811902153,1,15.0,1,1,-0.8801859118688697,-0.8801859118688701
2016-07-20,air_084d98859256acf0,0,0,0,0,0,0,1,1.1657008332639012,1.0794960129992108,0.0,-0.14780367288739737,1.1713183076471494,1,15.0,1,1,-0.42183145383308485,-0.4218314538330851
2016-07-21,air_084d98859256acf0,0,0,0,0,1,0,0,0.6441045448599066,0.42997832817076964,0.0,-1.3788147646236584,0.9062936663887533,1,10.0,1,1,-0.21157384029486262,-0.2115738402948629
2016-07-22,air_084d98859256acf0,1,0,0,0,0,0,0,0.5977404303351069,0.24440184679121477,0.0,-1.3788147646236584,0.8510801994599209,1,6.0,1,1,0.917534532576779,0.9175345325767786
2016-07-23,air_084d98859256acf0,0,0,1,0,0,0,0,0.7136507166471057,0.7547371705849905,0.0,-1.0041592149647962,0.7848240391453221,1,18.0,1,1,1.2184635108666284,1.2184635108666282
2016-07-25,air_084d98859256acf0,0,1,0,0,0,0,0,0.980244375164703,0.8475254112747675,0.0,-1.1647258791043087,0.9283790531602866,1,10.0,1,1,-1.0954411596847409,-1.095441159684741
2016-07-26,air_084d98859256acf0,0,0,0,0,0,1,0,0.8759251174839042,0.7895327608436566,0.0,-1.3520536539337398,0.9615071333175857,1,20.0,1,1,-0.3989851257066906,-0.39898512570669087
2016-07-27,air_084d98859256acf0,0,0,0,0,0,0,1,0.9570623179023033,0.7779342307574347,0.0,-1.2985314325539021,1.0719340671752506,1,14.0,1,1,-0.20514831050931423,-0.2051483105093145
2016-07-28,air_084d98859256acf0,0,0,0,0,1,0,0,1.188882890526301,1.2186783740338774,0.0,0.012762991252115084,1.1713183076471494,1,12.0,1,1,0.009392989552606916,0.009392989552606625
2016-07-29,air_084d98859256acf0,1,0,0,0,0,0,0,1.2700200909447,1.3694592651547652,0.0,1.6987129647169943,1.127147534104083,1,23.0,1,1,1.15242334362627,1.1524233436262696
2016-07-30,air_084d98859256acf0,0,0,1,0,0,0,0,1.2700200909447,1.427451915585876,0.0,1.5113851898875634,1.0388059870179516,1,20.0,1,1,1.2652270887503416,1.2652270887503414
2016-08-01,air_084d98859256acf0,0,1,0,0,0,0,0,1.2932021482070997,1.265072494378766,0.0,-0.8703536615152027,1.3148733216621138,1,17.0,1,1,-1.1475593457230777,-1.147559345723078
2016-08-02,air_084d98859256acf0,0,0,0,0,0,1,0,1.1193367187391015,1.0215033625681,0.0,-0.9238758828950401,1.0829767605610174,1,7.0,1,1,-0.8084341625969128,-0.808434162596913
2016-08-03,air_084d98859256acf0,0,0,0,0,0,0,1,1.2236559764199006,1.3230651448098767,0.0,-0.281609226336991,1.1823610010329155,1,17.0,1,1,-0.3782806408421458,-0.3782806408421461
2016-08-04,air_084d98859256acf0,0,0,0,0,1,0,0,1.3743393486254991,1.4390504456720983,0.0,0.8958796440194328,1.2927879348905806,1,17.0,1,1,-0.2565525487937013,-0.2565525487937016
2016-08-05,air_084d98859256acf0,1,0,0,0,0,0,0,1.4438855204126981,1.4854445660169868,0.0,1.5113851898875634,1.3148733216621138,1,26.0,1,1,0.7533265491683202,0.7533265491683199
2016-08-06,air_084d98859256acf0,0,0,1,0,0,0,0,1.4902496349374978,1.5782328067067648,0.0,0.9761629760891891,1.4473856422913116,1,11.0,1,1,0.5205795813806786,0.5205795813806783
2016-08-08,air_084d98859256acf0,0,1,0,0,0,0,0,1.4207034631502984,1.462247505844543,0.0,-0.14780367288739737,1.3921721753624792,1,14.0,1,1,-1.129710651874332,-1.1297106518743325
2016-08-09,air_084d98859256acf0,0,0,0,0,0,1,0,1.814798436611094,1.9841813597245406,0.0,0.7888352012597578,1.436342948905545,1,22.0,1,1,-0.33008916745053285,-0.3300891674505332
2016-08-10,air_084d98859256acf0,0,0,0,0,0,0,1,1.4902496349374978,1.55503574653432,0.0,-0.06752034081764102,1.4694710290628445,1,31.0,1,1,0.63481122201265,0.6348112220126496
2016-08-11,air_084d98859256acf0,0,0,0,0,1,0,0,1.2816111195759,1.334663674896099,1.0,-0.06752034081764102,1.3811294819767126,1,5.0,1,1,0.33638106086162484,0.33638106086162456
2016-08-12,air_084d98859256acf0,1,0,0,0,0,0,0,1.2120649477887004,1.3114666147236542,0.0,0.0930463233218712,1.2707025481190477,1,23.0,1,1,-0.07949350581414577,-0.07949350581414606
2016-08-13,air_084d98859256acf0,0,0,1,0,0,0,0,1.188882890526301,1.2998680846374324,1.0,0.5479852050504894,1.1713183076471494,1,20.0,1,1,0.08007381719363918,0.08007381719363887
2016-08-17,air_084d98859256acf0,0,0,0,0,0,0,1,1.4438855204126981,1.5898313367929862,0.0,1.2972963043682135,1.1381902274898499,1,3.0,1,1,-0.8255689086917085,-0.8255689086917087
2016-08-18,air_084d98859256acf0,0,0,0,0,1,0,0,1.2352470050511002,1.2766710244649881,0.0,-1.0844425470345525,1.3811294819767126,1,18.0,1,1,-0.560694291976325,-0.5606942919763253
2016-08-19,air_084d98859256acf0,1,0,0,0,0,0,0,1.3163842054694996,1.3578607350685428,0.0,0.46770187298073335,1.3590440952051797,1,10.0,1,1,0.7179861353478041,0.7179861353478038
2016-08-20,air_084d98859256acf0,0,0,1,0,0,0,0,1.0961546614767017,1.0910945430854333,0.0,-0.9506369935849588,1.2596598547332813,1,14.0,1,1,0.6051823902237323,0.6051823902237321
2016-08-22,air_084d98859256acf0,0,1,0,0,0,0,0,1.0961546614767017,0.8939195316196564,0.0,-1.3788147646236584,1.1602756142613828,1,5.0,1,1,-1.954320307686375,-1.9543203076863753
2016-08-23,air_084d98859256acf0,0,0,0,0,0,1,0,1.2236559764199006,1.1374886634303218,0.0,-0.9238758828950401,1.2707025481190477,1,11.0,1,1,-0.6228077465699594,-0.6228077465699596
2016-08-24,air_084d98859256acf0,0,0,0,0,0,0,1,1.188882890526301,1.2302769041200992,0.0,-0.8703536615152027,1.1934036944186823,1,9.0,1,1,-0.4403940954357802,-0.44039409543578045
2016-08-25,air_084d98859256acf0,0,0,0,0,1,0,0,1.3627483199942991,1.4042548554134322,0.0,1.8057574074766694,1.1934036944186823,1,24.0,1,1,-0.31616718624851137,-0.31616718624851164
2016-08-26,air_084d98859256acf0,1,0,0,0,0,0,0,1.3975214058878986,1.4158533854996536,0.0,1.3508185257480507,1.2486171613475148,1,19.0,1,1,1.0039222108047072,1.003922210804707
2016-08-27,air_084d98859256acf0,0,0,1,0,0,0,0,0.9338802606399036,0.7431386404987681,0.0,-1.3788147646236584,0.983592520089119,1,17.0,1,1,1.064250796013467,1.0642507960134668
2016-08-29,air_084d98859256acf0,0,1,0,0,0,0,0,1.0845636328455022,1.1026930731716555,0.0,-0.6830258866857716,1.0388059870179516,1,12.0,1,1,-1.4074363281608124,-1.4074363281608127
2016-08-30,air_084d98859256acf0,0,0,0,0,0,1,0,1.0266084896895027,0.8707224714472122,0.0,-1.2182481004841461,1.0829767605610174,1,6.0,1,1,-0.648152891835178,-0.6481528918351783
2016-08-31,air_084d98859256acf0,0,0,0,0,0,0,1,1.2236559764199006,1.2186783740338774,0.0,1.645190743337157,1.0829767605610174,1,13.0,1,1,-0.23656201168310634,-0.23656201168310664
2016-09-01,air_084d98859256acf0,0,0,0,0,1,0,0,1.2468380336823002,1.3810577952409875,0.0,1.3240574150581321,1.027763293632185,1,2.0,1,1,-0.6135264257686117,-0.613526425768612
2016-09-02,air_084d98859256acf0,1,0,0,0,0,0,0,1.2120649477887004,1.067897482912989,0.0,-0.06752034081764102,1.1381902274898499,1,19.0,1,1,0.5398561707373237,0.5398561707373235
2016-09-03,air_084d98859256acf0,0,0,1,0,0,0,0,1.2700200909447,1.3810577952409875,0.0,0.601507426430327,1.3148733216621138,1,9.0,1,1,1.0974493665721339,1.0974493665721334
2016-09-05,air_084d98859256acf0,0,1,0,0,0,0,0,1.4091124345190984,1.4390504456720983,0.0,1.1902518616085385,1.3369587084336467,1,14.0,1,1,-1.3203347021789342,-1.3203347021789347
2016-09-06,air_084d98859256acf0,0,0,0,0,0,1,0,1.4554765490438981,1.3694592651547652,0.0,1.1902518616085385,1.458428335677078,1,9.0,1,1,-0.648152891835178,-0.6481528918351783
2016-09-07,air_084d98859256acf0,0,0,0,0,0,0,1,1.2584290623135004,1.1258901333440998,0.0,-0.7633092187555278,1.4032148687482455,1,4.0,1,1,-0.5556966576986763,-0.5556966576986765
2016-09-08,air_084d98859256acf0,0,0,0,0,1,0,0,1.1772918618951007,1.1374886634303218,0.0,-1.030920325654715,1.3259160150478801,1,6.0,1,1,-0.4146919762935866,-0.4146919762935869
2016-09-09,air_084d98859256acf0,1,0,0,0,0,0,0,1.2468380336823002,1.3810577952409875,0.0,0.03952410194203371,1.094019453946784,1,27.0,1,1,0.8432839661659977,0.8432839661659973
2016-09-10,air_084d98859256acf0,0,0,1,0,0,0,0,1.200473919157501,1.2302769041200992,0.0,-0.281609226336991,1.1713183076471494,1,13.0,1,1,1.3294823866058256,1.3294823866058252
2016-09-12,air_084d98859256acf0,0,1,0,0,0,0,0,0.980244375164703,0.8243283511023233,0.0,-1.2985314325539021,1.0829767605610174,1,14.0,1,1,-1.2999871911913645,-1.2999871911913647
2016-09-13,air_084d98859256acf0,0,0,0,0,0,1,0,0.7368327739095057,0.3835842078258807,0.0,-1.3788147646236584,0.9615071333175857,1,11.0,1,1,-0.8052213977041386,-0.8052213977041389
2016-09-14,air_084d98859256acf0,0,0,0,0,0,0,1,0.7947879170655051,0.6967445201538797,0.0,-1.2985314325539021,0.8731655862314541,1,13.0,1,1,-0.4279000097416583,-0.4279000097416586
2016-09-15,air_084d98859256acf0,0,0,0,0,1,0,0,0.910698203377504,0.673547459981435,0.0,-1.3520536539337398,1.0498486804037177,1,12.0,1,1,-0.11768971065046119,-0.11768971065046148
2016-09-16,air_084d98859256acf0,1,0,0,0,0,0,0,0.771605859803105,0.44157685825699156,0.0,-1.3788147646236584,1.0167206002464182,1,14.0,1,1,0.7783147205565639,0.7783147205565636
2016-09-17,air_084d98859256acf0,0,0,1,0,0,0,0,1.0497905469519024,1.0215033625681,0.0,0.03952410194203371,0.983592520089119,1,11.0,1,1,1.219891406374528,1.2198914063745276
2016-09-20,air_084d98859256acf0,0,0,0,0,0,1,0,0.33114677181751007,-0.0571599354505614,0.0,-1.3788147646236584,0.5418847846584594,1,4.0,1,1,-1.7651241528896726,-1.7651241528896728
2016-09-21,air_084d98859256acf0,0,0,0,0,0,0,1,0.4470570581295088,0.3023944972223256,0.0,-1.3520536539337398,0.5418847846584594,1,20.0,1,1,0.2931872217476607,0.2931872217476604
2016-09-23,air_084d98859256acf0,1,0,0,0,0,0,0,0.5281942585479079,0.174810666273882,0.0,-1.3788147646236584,0.7406532656022559,1,19.0,1,1,0.11684212652205495,0.11684212652205465
2016-09-24,air_084d98859256acf0,0,0,1,0,0,0,0,0.6441045448599066,0.3835842078258807,0.0,-1.3788147646236584,0.8952509730029871,1,15.0,1,1,1.0035652369277324,1.0035652369277321
2016-09-26,air_084d98859256acf0,0,1,0,0,0,0,0,1.061381575583102,1.1026930731716555,0.0,-0.549220333236178,1.0167206002464182,1,18.0,1,1,-1.0818761523596943,-1.0818761523596945
2016-09-27,air_084d98859256acf0,0,0,0,0,0,1,0,1.0845636328455022,1.067897482912989,0.0,-0.7633092187555278,1.116104840718317,1,10.0,1,1,-0.48608675168856874,-0.486086751688569
2016-09-28,air_084d98859256acf0,0,0,0,0,0,0,1,1.188882890526301,1.1606857236027663,0.0,-0.8168314401353652,1.2486171613475148,1,6.0,1,1,-0.37613879758029634,-0.3761387975802966
2016-09-29,air_084d98859256acf0,0,0,0,0,1,0,0,0.9686533465335033,0.8475254112747675,0.0,-1.1914869897942273,0.9946352134748854,1,8.0,1,1,-0.26012228756345046,-0.26012228756345074
2016-09-30,air_084d98859256acf0,1,0,0,0,0,0,0,0.5977404303351069,0.4763724485156582,0.0,-0.7365481080656091,0.6743971052876572,1,23.0,1,1,1.068891456414141,1.0688914564141407
2016-10-01,air_084d98859256acf0,0,0,1,0,0,0,0,0.4006929436047091,0.1400150760152154,0.0,-1.3788147646236584,0.5418847846584594,1,21.0,1,1,1.1013760792188578,1.1013760792188576
2016-10-03,air_084d98859256acf0,0,1,0,0,0,0,0,0.7484238025407054,0.6851459900676573,0.0,-1.3788147646236584,0.8179521193026217,1,12.0,1,1,-1.5091738830986619,-1.509173883098662
2016-10-04,air_084d98859256acf0,0,0,0,0,0,1,0,1.0034264324271027,1.3230651448098767,0.0,0.28037409815130226,0.7737813457595555,1,7.0,1,1,-0.7049117382741887,-0.7049117382741891
2016-10-05,air_084d98859256acf0,0,0,0,0,0,0,1,0.8991071747463039,0.673547459981435,0.0,-1.1914869897942273,0.9725498267033524,1,10.0,1,1,-0.8669778784207981,-0.8669778784207984
2016-10-06,air_084d98859256acf0,0,0,0,0,1,0,0,1.1309277473703014,1.2418754342063216,0.0,0.8423574226395955,0.9615071333175857,1,14.0,1,1,-0.4168338195554361,-0.41683381955543636
2016-10-07,air_084d98859256acf0,1,0,0,0,0,0,0,0.5977404303351069,0.4995695086881024,0.0,0.17332965539162729,0.6964824920591901,1,27.0,1,1,0.7037071802688076,0.7037071802688073
2016-10-08,air_084d98859256acf0,0,0,1,0,0,0,0,0.5745583730727072,0.5459636290329913,0.0,-1.3252925432438207,0.608140944973058,1,13.0,1,1,0.9435936255959474,0.9435936255959471
2016-10-11,air_084d98859256acf0,0,0,0,0,0,1,0,0.15728134234951188,-0.0571599354505614,0.0,-1.3252925432438207,0.3872870772577282,1,13.0,1,1,-1.1714765954803967,-1.171476595480397
2016-10-12,air_084d98859256acf0,0,0,0,0,0,0,1,0.19205442824311117,0.3023944972223256,0.0,0.8155963119496764,0.11121974261356588,1,9.0,1,1,-0.4960820202438662,-0.4960820202438665
2016-10-13,air_084d98859256acf0,0,0,0,0,1,0,0,0.029780027406313057,-0.2775320070887829,0.0,-1.3788147646236584,0.28790283678582995,1,7.0,1,1,-0.46359739743914935,-0.4635973974391496
2016-10-14,air_084d98859256acf0,1,0,0,0,0,0,0,-0.07453923027448589,-0.1267511159678946,0.0,-0.3083703370269096,-0.010249884629865508,1,17.0,1,1,0.8529222608443202,0.8529222608443199
2016-10-15,air_084d98859256acf0,0,0,1,0,0,0,0,0.05296208466871273,0.24440184679121477,0.0,1.5113851898875634,-0.09859143171599734,1,16.0,1,1,1.2944989466622843,1.294498946662284
2016-10-17,air_084d98859256acf0,0,1,0,0,0,0,0,0.14569031371831184,-0.1267511159678946,0.0,-1.3788147646236584,0.33207361032889576,1,10.0,1,1,-1.381377235141644,-1.3813772351416442
2016-10-18,air_084d98859256acf0,0,0,0,0,0,1,0,0.5397852871791076,0.661948929895213,0.0,0.20009076608154616,0.44250054418656065,1,7.0,1,1,-0.620308929431135,-0.6203089294311352
2016-10-19,air_084d98859256acf0,0,0,0,0,0,0,1,0.5281942585479079,0.3835842078258807,0.0,-0.8703536615152027,0.630226331744591,1,7.0,1,1,-0.49037043821226767,-0.49037043821226795
2016-10-20,air_084d98859256acf0,0,0,0,0,1,0,0,0.6556955734911063,0.8243283511023233,0.0,1.2972963043682135,0.4756286243438602,1,14.0,1,1,-0.2811837463049702,-0.28118374630497045
2016-10-21,air_084d98859256acf0,1,0,0,0,0,0,0,0.2268275141367109,0.09362095567032648,0.0,-0.06752034081764102,0.29894553017159636,1,30.0,1,1,0.8750546412167647,0.8750546412167644
2016-10-22,air_084d98859256acf0,0,0,1,0,0,0,0,0.05296208466871273,-0.26593347700256054,0.0,-1.3520536539337398,0.22164667647123082,1,8.0,1,1,1.3944516322152594,1.394451632215259
2016-10-24,air_084d98859256acf0,0,1,0,0,0,0,0,-0.15567643069288495,-0.1731452363127831,0.0,1.2437740829883763,-0.08754873833023089,1,10.0,1,1,-1.2235947815187336,-1.2235947815187338
2016-10-25,air_084d98859256acf0,0,0,0,0,0,1,0,-0.2599956883736839,-0.3935173079510046,0.0,-0.7365481080656091,-0.2973599126597943,1,15.0,1,1,-0.5853254894875938,-0.5853254894875941
2016-10-26,air_084d98859256acf0,0,0,0,0,0,0,1,0.33114677181751007,0.5923577493778799,0.0,1.1902518616085385,-0.010249884629865508,1,12.0,1,1,-0.21371568355671208,-0.21371568355671236
2016-10-27,air_084d98859256acf0,0,0,0,0,1,0,0,0.31955574318631,0.31399302730854795,0.0,0.6550296478101642,0.05600627568473341,1,14.0,1,1,-0.2008646239856153,-0.2008646239856156
2016-10-28,air_084d98859256acf0,1,0,0,0,0,0,0,-0.46863420373528175,-0.6718820300203365,0.0,-1.3788147646236584,-0.2863172192740278,1,20.0,1,1,0.7822414332032879,0.7822414332032877
2016-10-29,air_084d98859256acf0,0,0,1,0,0,0,0,-0.08613025890568572,0.024029775152993704,0.0,-1.3788147646236584,-0.12067681848753044,1,27.0,1,1,1.5665130409171661,1.5665130409171657
2016-10-31,air_084d98859256acf0,0,1,0,0,0,0,0,-0.2252226024800842,-0.1731452363127831,0.0,-0.33513144771682835,-0.3194452994313272,1,12.0,1,1,-1.062599563003049,-1.0625995630030494
2016-11-01,air_084d98859256acf0,0,0,0,0,0,1,0,-0.3295418601608831,-0.486305548640782,0.0,-0.49569811185634066,-0.10963412510176399,1,9.0,1,1,-0.7934412597639666,-0.7934412597639668
2016-11-02,air_084d98859256acf0,0,0,0,0,0,0,1,-0.6193175759408801,-0.9734438122621131,0.0,-1.3788147646236584,-0.45195762006052526,1,22.0,1,1,0.3003266992871589,0.3003266992871586
2016-11-04,air_084d98859256acf0,1,0,0,0,0,0,0,-0.2599956883736839,-0.2079408265714497,0.0,1.0832074188488636,-0.46300031344629167,1,6.0,1,1,-0.018093998974461185,-0.018093998974461477
2016-11-05,air_084d98859256acf0,0,0,1,0,0,0,0,-0.19044951658648468,-0.1267511159678946,0.0,0.44094076229081447,-0.16484759203059646,1,8.0,1,1,1.1192247730676033,1.119224773067603
2016-11-07,air_084d98859256acf0,0,1,0,0,0,0,0,-0.6077265473096802,-0.7182761503652252,0.0,0.8691185333295142,-0.49612839360359123,1,11.0,1,1,-1.2903488965130419,-1.290348896513042
2016-11-08,air_084d98859256acf0,0,0,0,0,0,1,0,-0.7352278622528788,-0.8110643910550026,0.0,-0.8971147722051215,-0.7280249547046875,1,12.0,1,1,-1.1193584094420597,-1.11935840944206
2016-11-09,air_084d98859256acf0,0,0,0,0,0,0,1,-0.6772727190968795,-0.6950790901927809,0.0,0.2268518767714648,-0.5292564737608906,1,9.0,1,1,-0.8287816735844827,-0.828781673584483
2016-11-10,air_084d98859256acf0,0,0,0,0,1,0,0,-0.7700009481464786,-0.8806555715723356,0.0,-1.2450092111740647,-0.5623845539181902,1,20.0,1,1,-0.5792569335790203,-0.5792569335790206
2016-11-11,air_084d98859256acf0,1,0,0,0,0,0,0,-0.8395471199336778,-0.9850423423483352,0.0,-1.3788147646236584,-0.7721957282477535,1,16.0,1,1,0.3142486804891804,0.3142486804891801
2016-11-12,air_084d98859256acf0,0,0,1,0,0,0,0,-0.30635980289848347,-0.2079408265714497,0.0,0.30713520884122086,-0.2973599126597943,1,7.0,1,1,1.6254137306180263,1.6254137306180259
2016-11-14,air_084d98859256acf0,0,1,0,0,0,0,0,-0.2947687742672836,-0.45150995838211544,0.0,-1.3788147646236584,-0.1317195118732969,1,2.0,1,1,-1.3942282947127407,-1.3942282947127411
2016-11-15,air_084d98859256acf0,0,0,0,0,0,1,0,-0.1093123161680854,-0.14994817614033884,0.0,-0.9506369935849588,0.0007928087559009459,1,16.0,1,1,-0.9223088293519093,-0.9223088293519095
2016-11-16,air_084d98859256acf0,0,0,0,0,0,0,1,-0.4338611178416821,-0.6718820300203365,0.0,-1.2182481004841461,-0.22006105895942893,1,15.0,1,1,-0.37435392819542174,-0.37435392819542207
2016-11-17,air_084d98859256acf0,0,0,0,0,1,0,0,-0.4222700892104822,-0.26593347700256054,0.0,0.7888352012597578,-0.5402991671466572,1,10.0,1,1,-0.3275903503117085,-0.3275903503117088
2016-11-18,air_084d98859256acf0,1,0,0,0,0,0,0,-0.5729534614160805,-0.5674952592443371,0.0,1.0296851974690264,-0.7280249547046875,1,21.0,1,1,0.889690570172736,0.8896905701727357
2016-11-19,air_084d98859256acf0,0,0,1,0,0,0,0,-0.7468188908840787,-0.9966408724345573,0.0,-1.3788147646236584,-0.5292564737608906,1,17.0,1,1,1.3662506959342413,1.366250695934241
2016-11-21,air_084d98859256acf0,0,1,0,0,0,0,0,-0.4222700892104822,-0.6834805601065588,0.0,-1.3788147646236584,-0.2752745258882614,1,16.0,1,1,-1.2971314001755652,-1.2971314001755654
2016-11-22,air_084d98859256acf0,0,0,0,0,0,1,0,-0.2599956883736839,-0.14994817614033884,0.0,0.41417965160089587,-0.2642318325024947,1,25.0,1,1,0.5694850025262413,0.569485002526241
2016-11-25,air_084d98859256acf0,1,0,0,0,0,0,0,-1.2336420933944736,-1.1358232334692233,0.0,1.1099685295387827,-1.3685011710791442,1,16.0,1,1,0.7622508960926929,0.7622508960926926
2016-11-26,air_084d98859256acf0,0,0,1,0,0,0,0,-0.9206843203520768,-0.8690570414861135,0.0,0.3606574302210584,-1.0482630628919158,1,9.0,1,1,1.6671796742240907,1.6671796742240905
2016-11-28,air_084d98859256acf0,0,1,0,0,0,0,0,-0.5961355186784804,-0.764670270710114,0.0,-0.49569811185634066,-0.3636160729743932,1,5.0,1,1,-1.2535805871846262,-1.2535805871846264
2016-11-29,air_084d98859256acf0,0,0,0,0,0,1,0,-0.6656816904656796,-0.7298746804514473,0.0,0.1465685447017087,-0.5734272473039567,1,7.0,1,1,-0.6388715710338304,-0.6388715710338306
2016-11-30,air_084d98859256acf0,0,0,0,0,0,0,1,-0.8627291771960774,-1.0198379326070015,0.0,-0.06752034081764102,-0.8715799687196519,1,7.0,1,1,-0.41112223752383753,-0.4111222375238378
2016-12-01,air_084d98859256acf0,0,0,0,0,1,0,0,-0.723636833621679,-0.47470701855455966,0.0,-0.549220333236178,-0.7501103414762205,1,19.0,1,1,-0.5110749230768125,-0.5110749230768127
2016-12-02,air_084d98859256acf0,1,0,0,0,0,0,0,-0.5497714041536809,-0.5906923194167814,0.0,0.8958796440194328,-0.4409149266747588,1,17.0,1,1,1.01356050548303,1.0135605054830295
2016-12-03,air_084d98859256acf0,0,0,1,0,0,0,0,-0.6309086045720799,-0.5442981990718927,0.0,0.41417965160089587,-0.7721957282477535,1,13.0,1,1,2.0951913527170083,2.095191352717008
2016-12-05,air_084d98859256acf0,0,1,0,0,0,0,0,-0.4106790605792824,-0.26593347700256054,0.0,0.6550296478101642,-0.5071710869893576,1,4.0,1,1,-1.1907531848370418,-1.190753184837042
2016-12-06,air_084d98859256acf0,0,0,0,0,0,1,0,-0.6309086045720799,-0.4051158380372265,0.0,0.8958796440194328,-0.6286407142327891,1,7.0,1,1,-0.7313278051703321,-0.7313278051703325
2016-12-07,air_084d98859256acf0,0,0,0,0,0,0,1,-1.013412549401676,-1.0894291131243348,0.0,-0.9773981042748775,-0.8605372753338854,1,15.0,1,1,-0.21621450069553647,-0.21621450069553674
2016-12-08,air_084d98859256acf0,0,0,0,0,1,0,0,-0.8859112344584773,-0.7762688007963361,0.0,0.9226407547093514,-1.0703484496634488,1,16.0,1,1,-0.05736112544170133,-0.05736112544170162
2016-12-09,air_084d98859256acf0,1,0,0,0,0,0,0,-0.5961355186784804,-0.3703202477785603,0.0,1.0029240867791076,-0.9820069025773168,1,25.0,1,1,1.6097068800311303,1.6097068800311298
2016-12-10,air_084d98859256acf0,0,0,1,0,0,0,0,-0.8975022630896772,-0.9734438122621131,0.0,0.94940186539927,-0.78323842163352,1,19.0,1,1,2.3061629140091804,2.30616291400918
2016-12-12,air_084d98859256acf0,0,1,0,0,0,0,0,-1.0713676925576754,-1.1706188237278898,0.0,0.6282685371202456,-1.1145192232065149,1,8.0,1,1,-1.003341899425214,-1.0033418994252141
2016-12-13,air_084d98859256acf0,0,0,0,0,0,1,0,-0.7931830054088782,-0.6138893795892256,0.0,-0.7097869973756904,-1.026177676120383,1,6.0,1,1,-0.4486044946062031,-0.4486044946062034
2016-12-14,air_084d98859256acf0,0,0,0,0,0,0,1,-0.9438663776144768,-1.0778305830381125,0.0,-1.2985314325539021,-0.8163665017908195,1,19.0,1,1,0.17502886846896534,0.17502886846896504
