visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Sakai-shi Minamikawaramachi,total_area_visitors,total_genre_visitors
2016-01-28,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.9784822761323221,-0.9101050675470082,0.0,-0.5831637494481928,-1.2608704766272023,1,11.0,1,1,-1.123196136582574,-1.123196136582574
2016-01-29,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.9087037520329523,-1.2214527370149817,0.0,-1.451947134702073,-0.4978777128007842,1,10.0,1,1,-0.9805238196005336,-0.9805238196005337
2016-01-30,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.9203335060495138,-1.1880940581434132,0.0,-1.1453177046124683,-0.6437439764734818,1,36.0,1,1,-0.679693400341249,-0.6796934003412491
2016-01-31,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.9901120301488837,-0.9768224252901453,0.0,0.8733260434774298,-0.9579174674608304,1,33.0,1,1,-1.2333736909779576,-1.2333736909779576
2016-02-02,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-1.1412988323641853,-1.1324962600241322,0.0,0.10675246825341786,-0.9466969856398537,1,23.0,1,1,-1.3394894000500088,-1.339489400050009
2016-02-03,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-1.3622641586788566,-1.1547353792718447,0.0,0.030095110731016703,-1.4291777039418534,1,15.0,1,1,-1.2648529922337812,-1.2648529922337814
2016-02-04,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-1.2924856345794868,-1.1658549388957007,0.0,0.5666966133878252,-1.451618667583807,1,8.0,1,1,-1.2272809229929593,-1.2272809229929593
2016-02-05,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-1.1412988323641853,-1.0768984619048512,0.0,0.6178015184027591,-1.1486656584174348,1,11.0,1,1,-0.8540988839118215,-0.8540988839118218
2016-02-06,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-1.1296690783476235,-1.1992136177672692,0.0,0.08120001574595088,-1.0476813220286443,1,38.0,1,1,-0.6314589871266802,-0.6314589871266804
2016-02-07,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-1.3041153885960484,-1.3548874525012562,0.0,-0.19987696183618675,-1.316972885732086,1,93.0,1,1,-1.240735785626497,-1.2407357856264971
2016-02-09,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.9901120301488837,-1.0435397830332827,0.0,-0.17432450932871976,-0.7896102401461794,1,7.0,1,1,-1.2186495016808785,-1.2186495016808787
2016-02-10,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-1.2343368644966786,-1.121376700400276,0.0,0.00454265822354973,-1.182327103880365,1,9.0,1,1,-0.8954789331432674,-0.8954789331432675
2016-02-11,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-1.1994476024469936,-0.8878659482992958,1.0,1.1288505685521004,-1.3394138493740395,1,70.0,1,1,-0.9685921489632455,-0.9685921489632456
2016-02-12,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.5947003935857874,-0.4097248844734793,0.0,0.28561963580568733,-0.845712649251063,1,21.0,1,1,-0.9124879104347207,-0.9124879104347208
2016-02-13,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.1992887570226913,-0.26517060936334863,0.0,-1.1453177046124683,-0.07149940360366824,1,11.0,1,1,-0.723104372234361,-0.7231043722343611
2016-02-14,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.09462097087363637,-0.05389897651008058,0.0,-1.0431078945826,-0.13882229452952863,1,27.0,1,1,-1.2582524935833665,-1.2582524935833668
2016-02-15,air_d4b5a4b04c5f2d04,0,1,0,0,0,0,0,-1.0715203082648153,-1.1102571407764197,0.0,-0.8131358220153964,-0.8793740947139933,1,6.0,1,1,-1.439512341137062,-1.4395123411370623
2016-02-16,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-1.280855880562925,-1.4104852506205372,0.0,-0.3020867718660551,-1.0476813220286443,1,19.0,1,1,-1.2793233161981519,-1.279323316198152
2016-02-17,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-1.1878178484304318,-1.1880940581434132,0.0,0.10675246825341786,-1.227209031164272,1,12.0,1,1,-1.1107567352798693,-1.1107567352798695
2016-02-18,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-1.2924856345794868,-1.0435397830332827,0.0,1.1799554735670348,-1.4628391494047837,1,20.0,1,1,-1.1204036179227832,-1.1204036179227832
2016-02-19,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.8272954739170205,-0.6543551961983156,0.0,0.5922490658952921,-1.0925632493125512,1,22.0,1,1,-0.8020564907066289,-0.802056490706629
2016-02-20,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.7924062118673357,-1.0880180215287072,0.0,-1.451947134702073,-0.4754367491588307,1,34.0,1,1,-0.8360744452895353,-0.8360744452895355
2016-02-21,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.9319632600660754,-1.0213006637855702,0.0,0.2089622782832862,-0.7896102401461794,1,20.0,1,1,-1.2039253123837996,-1.2039253123837999
2016-02-23,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.9552227680991987,-1.1547353792718447,0.0,-1.2730799671498034,-0.7447283128622724,1,23.0,1,1,-1.2107796763669225,-1.2107796763669227
2016-02-24,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-1.1994476024469936,-1.3215287736296877,0.0,-0.2509818668511209,-1.0476813220286443,1,33.0,1,1,-1.1668609738083942,-1.1668609738083942
2016-02-25,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-1.2924856345794868,-1.2992896543819752,0.0,1.3077177361043701,-1.238429512985249,1,25.0,1,1,-1.0627761873980088,-1.0627761873980088
2016-02-26,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-1.31574514261261,-1.232572296638838,0.0,0.8222211384624959,-1.4067367402998998,1,20.0,1,1,-0.6535452710722987,-0.6535452710722988
2016-02-27,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.9319632600660754,-0.6988334346937403,0.0,0.15785737326835203,-1.2047680675223185,1,32.0,1,1,-0.48574028615214077,-0.4857402861521409
2016-02-28,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.710997933751404,-0.47644224221661624,0.0,1.0521932110296994,-0.8120512037881328,1,30.0,1,1,-1.0681073593848822,-1.0681073593848822
2016-03-01,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-1.45530219081135,-1.4994417276113867,0.0,0.10675246825341786,-1.272090958448179,1,14.0,1,1,-1.2699302988879464,-1.2699302988879466
2016-03-02,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-1.1412988323641853,-1.0546593426571387,0.0,0.9755358535072981,-1.227209031164272,1,23.0,1,1,-1.1402051138740272,-1.1402051138740272
2016-03-03,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.8970739980163907,-0.6098769577028907,0.0,1.3332701886118372,-1.1711066220593884,1,13.0,1,1,-1.156960225832772,-1.1569602258327722
2016-03-04,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.5714408855526641,-0.23181193049177995,0.0,0.541144160880358,-0.8793740947139933,1,29.0,1,1,-0.7845397827497592,-0.7845397827497593
2016-03-05,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.08299121685707476,0.02393794085691274,0.0,0.7200113284326275,-0.2734680763812496,1,60.0,1,1,-0.5616460206319096,-0.5616460206319097
2016-03-06,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.03330632330854179,0.11289441784776243,0.0,-0.6342686544631269,-0.3071295218441797,1,38.0,1,1,-1.195293891071719,-1.195293891071719
2016-03-07,air_d4b5a4b04c5f2d04,0,1,0,0,0,0,0,0.09145509339135006,0.046177060104625064,0.0,-0.7875833695079293,0.07436686006902941,1,3.0,1,1,-1.4831771783628822,-1.4831771783628824
2016-03-08,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.12951023292332123,-0.03165985726236826,0.0,0.18340982577581924,-0.23980663091831927,1,23.0,1,1,-1.147821073855275,-1.147821073855275
2016-03-09,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.7807764578507741,-0.8100290309323023,0.0,-1.451947134702073,-0.5539801219056679,1,20.0,1,1,-1.194278429740886,-1.194278429740886
2016-03-10,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.9784822761323221,-1.1658549388957007,0.0,-0.9408980845527317,-0.6661849401154353,1,16.0,1,1,-1.0736923967044638,-1.073692396704464
2016-03-11,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.9901120301488837,-0.8878659482992958,0.0,0.49003925586542385,-0.8232716856091096,1,17.0,1,1,-0.7347821775389408,-0.7347821775389409
2016-03-12,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-1.0947798162979387,-0.8989855079231519,0.0,1.358822641119304,-1.227209031164272,1,104.0,1,1,-0.5446370433404564,-0.5446370433404565
2016-03-13,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.850554981950144,-0.7099529943175966,0.0,-1.017555442075133,-0.8344921674300863,1,52.0,1,1,-1.145028555195484,-1.1450285551954842
2016-03-14,air_d4b5a4b04c5f2d04,0,1,0,0,0,0,0,-1.083150062281377,-1.3882461313728247,0.0,-1.451947134702073,-0.7110668673993422,1,4.0,1,1,-1.3742689506310402,-1.3742689506310402
2016-03-15,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.8738144899832672,-0.8100290309323023,0.0,0.9244309484923642,-0.7447283128622724,1,31.0,1,1,-1.0990789299752894,-1.0990789299752897
2016-03-16,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.9087037520329523,-0.6654747558221717,0.0,-0.4298490344033904,-1.014019876565714,1,26.0,1,1,-1.0097183328619832,-1.0097183328619832
2016-03-17,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.5132921154698559,-0.10949677462936158,0.0,1.3843750936267711,-0.89059457653497,1,24.0,1,1,-0.9622455156455391,-0.9622455156455392
2016-03-18,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.17602924898956787,-0.08725765538164926,0.0,-0.6342686544631269,-0.43055482187492383,1,29.0,1,1,-0.5865248232373188,-0.5865248232373189
2016-03-19,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.23417801907237615,-0.44308356334504756,0.0,-1.426394682194606,-0.17248373999245892,1,22.0,1,1,-0.569008115280449,-0.5690081152804491
2016-03-20,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.5598111315361026,-0.5320400403358972,1.0,0.3878294458355557,-0.32957048548613327,1,36.0,1,1,-0.7814933987572601,-0.7814933987572602
2016-03-21,air_d4b5a4b04c5f2d04,0,1,0,0,0,0,0,-0.710997933751404,-0.6543551961983156,1.0,1.0777456635371665,-0.5876415673685981,1,115.0,1,1,-1.2272809229929593,-1.2272809229929593
2016-03-22,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.7575169498176506,-0.4097248844734793,0.0,1.409927546134238,-0.9803584311027839,1,21.0,1,1,-1.0950170846519574,-1.0950170846519576
2016-03-23,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.45514334538704765,-0.1650945727486426,0.0,1.2566128310894358,-0.7559487946832492,1,19.0,1,1,-0.9937248169013629,-0.993724816901363
2016-03-24,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.7691467038342122,-0.8545072694277271,0.0,0.2345147307907532,-0.5988620491895749,1,41.0,1,1,-1.0533831700878034,-1.0533831700878034
2016-03-25,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.9901120301488837,-0.9323441867947206,0.0,0.6178015184027591,-0.9242560219979001,1,10.0,1,1,-0.44816821691131875,-0.44816821691131886
2016-03-26,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.9784822761323221,-0.6877138750698841,0.0,1.4354799986417055,-1.2608704766272023,1,32.0,1,1,-0.4540071195636086,-0.4540071195636088
2016-03-27,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,-0.7226276877679658,-0.4653226825927603,0.0,-0.1487720568212528,-0.767169276504226,1,43.0,1,1,-1.0132724475198986,-1.0132724475198989
2016-03-29,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.5016623614532943,-0.3874857652257666,0.0,0.46448680335795683,-0.8344921674300863,1,21.0,1,1,-0.8553682105753628,-0.8553682105753629
2016-03-30,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.21091851103925294,-0.14285545350093026,0.0,-0.09766715180631862,-0.43055482187492383,1,31.0,1,1,-0.9409208276980454,-0.9409208276980456
2016-03-31,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.0364722007908281,0.15737265634318706,0.0,0.3878294458355557,-0.2734680763812496,1,25.0,1,1,-0.9051258157861812,-0.9051258157861813
2016-04-01,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.14113998693988303,-0.44308356334504756,0.0,-1.451947134702073,0.23145360556270356,1,1.0,1,1,-0.6977178389635353,-0.6977178389635355
2016-04-05,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.2574375271054996,-0.2985292882349173,0.0,-0.4554014869108575,-0.1837042218134356,1,11.0,1,1,-1.1488365351861078,-1.148836535186108
2016-04-06,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.013212692757704666,0.1462530967193307,0.0,0.9244309484923642,-0.25102711273929595,1,22.0,1,1,-1.0815622220184198,-1.08156222201842
2016-04-07,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.19612287954040522,0.24632913333403675,0.0,-1.451947134702073,0.19779216009977346,1,3.0,1,1,-1.1978325443988016,-1.1978325443988016
2016-04-08,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.09462097087363637,-0.23181193049177995,0.0,-1.017555442075133,-0.08271988542464494,1,11.0,1,1,-0.6372978897789702,-0.6372978897789703
2016-04-09,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,0.010046815275418562,0.19073133521475574,0.0,0.4389343508504899,-0.2173656672763659,1,28.0,1,1,-0.5446370433404564,-0.5446370433404565
2016-04-10,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.010046815275418562,0.0016988216092004196,0.0,-1.375289777179672,0.01826445096414573,1,45.0,1,1,-1.1264963859077812,-1.1264963859077815
2016-04-12,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.5249218694864175,-0.3096488478587733,0.0,1.0266407585222321,-0.9130355401769235,1,5.0,1,1,-1.2123028683631722,-1.2123028683631722
2016-04-13,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,0.07982533937478865,-0.05389897651008058,0.0,-1.2986324196572707,0.29877649648856414,1,12.0,1,1,-1.1239577325806986,-1.1239577325806989
2016-04-14,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.27753115765633674,0.3352856103248864,0.0,0.5922490658952921,0.3885403510563779,1,17.0,1,1,-1.090701373995917,-1.0907013739959173
2016-04-15,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.04810195480738971,-0.042779416886224615,0.0,1.5887947136865077,-0.037837958140737954,1,17.0,1,1,-0.6652230763768784,-0.6652230763768785
2016-04-16,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.0015829387411430518,0.2352095737101804,0.0,1.4865849036566394,-0.4529957855168773,1,29.0,1,1,-0.44867594757673523,-0.44867594757673535
2016-04-17,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.5101262379875698,0.7244701971598534,0.0,0.515591708372891,0.28755601466758723,1,40.0,1,1,-1.1633068591504785,-1.1633068591504787
2016-04-19,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,-0.15276974095644466,-0.00942073801465594,0.0,1.5632422611790409,-0.4754367491588307,1,8.0,1,1,-1.147821073855275,-1.147821073855275
2016-04-20,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,-0.04810195480738971,0.06841617935233739,0.0,1.6143471661939748,-0.37445241277004004,1,8.0,1,1,-1.0135263128526069,-1.013526312852607
2016-04-21,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,-0.04810195480738971,-0.4097248844734793,0.0,-1.451947134702073,0.22023312374172685,1,5.0,1,1,-1.1204036179227832,-1.1204036179227832
2016-04-22,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,0.335679927739145,0.35752472957259873,0.0,0.8733260434774298,0.4109813146983315,1,10.0,1,1,-0.6190195858239756,-0.6190195858239758
2016-04-23,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,0.25427164962321347,0.4242420873157357,0.0,0.13230492076088504,0.16413071463684317,1,56.0,1,1,-0.5212814327312967,-0.5212814327312969
2016-04-24,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.19612287954040522,0.26856825258174905,0.0,-0.27653431935858813,0.29877649648856414,1,25.0,1,1,-1.1417283058702767,-1.1417283058702767
2016-04-26,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,0.4054584518385147,0.6355137201690038,0.0,1.409927546134238,0.08558734189000611,1,17.0,1,1,-1.0505906514280126,-1.0505906514280126
2016-04-27,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,0.30079066568945995,0.05729661972848142,0.0,-1.451947134702073,0.5344066147290754,1,5.0,1,1,-1.0310430208094767,-1.0310430208094767
2016-04-28,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.10308484740791189,-0.08725765538164926,0.0,-1.451947134702073,0.17535119645781988,1,16.0,1,1,-0.7878400320749666,-0.7878400320749667
2016-04-29,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,-0.3155862971883079,-0.3318879671064856,1.0,0.28561963580568733,-0.23980663091831927,1,44.0,1,1,-0.6139422791698105,-0.6139422791698106
2016-04-30,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,-0.12951023292332123,0.16849221596704342,0.0,1.793214333746244,-0.5876415673685981,1,23.0,1,1,-0.6583687123937555,-0.6583687123937556
2016-05-01,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.30079066568945995,0.5131985643065854,0.0,0.9499834009998311,-0.11638133088757523,1,33.0,1,1,-0.940413097032629,-0.9404130970326291
2016-05-03,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,0.5799047620869395,0.5243181239304417,1.0,-1.2475275146423366,0.2651150510256339,1,26.0,1,1,-0.7934250693945482,-0.7934250693945483
2016-05-04,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,0.533385746020693,0.546557243178154,1.0,1.793214333746244,0.3885403510563779,1,51.0,1,1,-0.850544769253906,-0.8505447692539061
2016-05-05,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.5682750080703781,0.43536164693959206,1.0,1.3843750936267711,0.6353909511178663,1,29.0,1,1,-1.0439901527775979,-1.0439901527775979
2016-05-06,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,0.1844931255238434,0.07953573897619375,0.0,-1.451947134702073,0.4446427601612616,1,7.0,1,1,-1.1996096017277593,-1.1996096017277593
2016-05-07,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,0.3473096817557064,0.22409001408632442,0.0,-0.6087162019556599,0.4334222783402849,1,35.0,1,1,-0.7690539974545555,-0.7690539974545556
2016-05-08,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.31242041970602175,0.602155041297435,0.0,1.3843750936267711,-0.04905843996171485,1,47.0,1,1,-1.1127876579415354,-1.1127876579415354
2016-05-10,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,0.4054584518385147,0.22409001408632442,0.0,-1.426394682194606,0.4895246874451686,1,9.0,1,1,-1.3808694492814548,-1.3808694492814548
2016-05-11,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,0.38219894380539143,0.41312252769187974,0.0,-1.451947134702073,0.3997608328773546,1,4.0,1,1,-1.1889472577540126,-1.1889472577540126
2016-05-12,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.21938238757352843,0.4798398854350167,0.0,1.8698716912686455,-0.07149940360366824,1,8.0,1,1,-1.0673457633867574,-1.0673457633867576
2016-05-13,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,0.45197746790476157,0.5131985643065854,0.0,1.5121373561641065,0.23145360556270356,1,3.0,1,1,-0.7068569909410326,-0.7068569909410327
2016-05-14,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,0.5566452540538163,0.768948435655278,0.0,1.5376898086715733,0.37731986923540123,1,28.0,1,1,-0.5446370433404564,-0.5446370433404565
2016-05-15,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.7194618102856797,0.7467093164075658,0.0,1.3077177361043701,0.4783042056241919,1,1.0,1,1,-1.1655916471448529,-1.165591647144853
2016-05-17,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,0.17286337150728157,0.4020029680680234,0.0,1.2566128310894358,0.029484932785122424,1,14.0,1,1,-1.3092794254577262,-1.3092794254577265
2016-05-18,air_d4b5a4b04c5f2d04,0,0,0,0,0,0,1,0.3473096817557064,0.657752839416716,0.0,1.9209765962835794,-0.11638133088757523,1,12.0,1,1,-1.104410101962163,-1.104410101962163
2016-05-19,air_d4b5a4b04c5f2d04,0,0,0,0,1,0,0,0.5682750080703781,0.7911875549029904,0.0,1.4610324511491726,0.3548789055934478,1,12.0,1,1,-1.0957786806500822,-1.0957786806500822
2016-05-20,air_d4b5a4b04c5f2d04,1,0,0,0,0,0,0,0.6264237781531864,0.7467093164075658,0.0,0.8477735909699629,0.5792885420129825,1,6.0,1,1,-0.7063492602756161,-0.7063492602756162
2016-05-21,air_d4b5a4b04c5f2d04,0,0,1,0,0,0,0,0.6845725482359947,0.88014403189384,0.0,1.8187667862537114,0.4895246874451686,1,13.0,1,1,-0.42862058629278293,-0.42862058629278305
2016-05-22,air_d4b5a4b04c5f2d04,0,0,0,1,0,0,0,0.6496832861863095,0.7022310779121407,0.0,1.793214333746244,0.46708372380321517,1,29.0,1,1,-1.169653492468185,-1.1696534924681852
2016-05-23,air_d4b5a4b04c5f2d04,0,1,0,0,0,0,0,0.8124998424181726,1.102535224370964,0.0,1.6398996187014416,0.5456270965500523,1,1.0,1,1,-1.3735073546329153,-1.3735073546329155
2016-05-24,air_d4b5a4b04c5f2d04,0,0,0,0,0,1,0,0.8473891044678576,0.8912635915176964,0.0,0.5922490658952921,0.5231861329080989,1,7.0,1,1,-1.2612988775758658,-1.2612988775758658
