visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,total_area_visitors,total_genre_visitors
2016-07-23,air_2f8ced25216df926,0,0,1,0,0,0,0,0.7235703963535374,0.764179287219613,0.0,-0.9842221686875041,0.7984825300718482,1,11.0,1,1,1.3805317581444068,1.3805317581444065
2016-07-24,air_2f8ced25216df926,0,0,0,1,0,0,0,0.8974797168211748,0.9850173908231243,0.0,0.5827115196601412,0.7099542055869511,1,9.0,1,1,-0.4407697978427954,-0.4407697978427956
2016-07-25,air_2f8ced25216df926,0,1,0,0,0,0,0,0.9902313544039149,0.8571637518947754,0.0,-1.1435713573330273,0.9423410573598059,1,13.0,1,1,-1.097049917807124,-1.0970499178071242
2016-07-26,air_2f8ced25216df926,0,0,0,0,0,1,0,0.8858857621233326,0.7990484614727987,0.0,-1.3294787440861378,0.975539179041642,1,6.0,1,1,-0.35132917578592127,-0.35132917578592143
2016-07-27,air_2f8ced25216df926,0,0,0,0,0,0,1,0.9670434450082299,0.7874254033884036,0.0,-1.2763623478709634,1.0861995846477632,1,9.0,1,1,-0.14378106562830303,-0.1437810656283032
2016-07-28,air_2f8ced25216df926,0,0,0,0,1,0,0,1.19892253896508,1.2291016105954267,0.0,0.02498935940080996,1.1857939496932728,1,9.0,1,1,0.08593608760324124,0.08593608760324106
2016-07-29,air_2f8ced25216df926,1,0,0,0,0,0,0,1.2800802218499774,1.380201365692566,0.0,1.6981558401788042,1.141529787450824,1,15.0,1,1,1.3098201552361943,1.309820155236194
2016-07-30,air_2f8ced25216df926,0,0,1,0,0,0,0,1.2800802218499774,1.4383166561145426,0.0,1.512248453425694,1.0530014629659272,1,17.0,1,1,1.4306032175010328,1.4306032175010328
2016-07-31,air_2f8ced25216df926,0,0,0,1,0,0,0,1.314862085943505,1.1942324363422407,0.0,0.47647872722979256,1.307520395860006,1,12.0,1,1,-0.39490281217260353,-0.3949028121726037
2016-08-01,air_2f8ced25216df926,0,1,0,0,0,0,0,1.3032681312456622,1.275593842933008,0.0,-0.851431178149568,1.3296524769812303,1,7.0,1,1,-1.1528547503725242,-1.1528547503725244
2016-08-02,air_2f8ced25216df926,0,0,0,0,0,1,0,1.1293588107780248,1.0315096231607055,0.0,-0.9045475743647423,1.0972656252083757,1,9.0,1,1,-0.7897411138168385,-0.7897411138168388
2016-08-03,air_2f8ced25216df926,0,0,0,0,0,0,1,1.2337044030586075,1.3337091333549846,0.0,-0.2671508197826495,1.1968599902538846,1,14.0,1,1,-0.3291601327119952,-0.32916013271199535
2016-08-04,air_2f8ced25216df926,0,0,0,0,1,0,0,1.38442581413056,1.449939714198938,0.0,0.9014098969511878,1.307520395860006,1,11.0,1,1,-0.1988214484325333,-0.19882144843253347
2016-08-05,air_2f8ced25216df926,1,0,0,0,0,0,0,1.4539895423176148,1.4964319465365195,0.0,1.512248453425694,1.3296524769812303,1,10.0,1,1,0.8824927387422401,0.8824927387422399
2016-08-06,air_2f8ced25216df926,0,0,1,0,0,0,0,1.5003653611089849,1.5894164112116826,0.0,0.9810844912739496,1.462444963708576,1,7.0,1,1,0.6332821166008642,0.6332821166008641
2016-08-07,air_2f8ced25216df926,0,0,0,1,0,0,0,1.4423955876197725,1.5196780627053104,0.0,1.6184812458560422,1.3185864364206181,1,7.0,1,1,-0.5978642237632026,-0.5978642237632027
2016-08-08,air_2f8ced25216df926,0,1,0,0,0,0,0,1.4308016329219297,1.4731858303677292,0.0,-0.13435982924471343,1.4071147609055152,1,17.0,1,1,-1.1337435063432777,-1.1337435063432777
2016-08-09,air_2f8ced25216df926,0,0,0,0,0,1,0,1.8249960926485747,1.9962234441655196,0.0,0.7951771045208389,1.4513789231479637,1,17.0,1,1,-0.2775597738330293,-0.2775597738330295
2016-08-10,air_2f8ced25216df926,0,0,0,0,0,0,1,1.5003653611089849,1.5661702950428915,0.0,-0.05468523492195162,1.4845770448298001,1,14.0,1,1,0.7555940783880426,0.7555940783880424
2016-08-11,air_2f8ced25216df926,0,0,0,0,1,0,0,1.29167417654782,1.3453321914393803,1.0,-0.05468523492195162,1.396048720344903,1,9.0,1,1,0.4360540782190392,0.436054078219039
2016-08-12,air_2f8ced25216df926,1,0,0,0,0,0,0,1.2221104483607648,1.3220860752705892,0.0,0.10466395372357154,1.2853883147387817,1,11.0,1,1,-0.009237907662406893,-0.00923790766240706
2016-08-16,air_2f8ced25216df926,0,0,0,0,0,1,0,1.2452983577564498,1.4615627722833338,0.0,-0.7983147819343935,1.230058111935721,1,7.0,1,1,-1.3252381715163286,-1.3252381715163288
2016-08-17,air_2f8ced25216df926,0,0,0,0,0,0,1,1.4539895423176148,1.6010394692960772,0.0,1.299782868564996,1.1525958280114361,1,6.0,1,1,-0.8080879080849153,-0.8080879080849155
2016-08-18,air_2f8ced25216df926,0,0,0,0,1,0,0,1.2452983577564498,1.2872169010174035,0.0,-1.0638967630102656,1.396048720344903,1,10.0,1,1,-0.5244770466908956,-0.5244770466908957
2016-08-19,air_2f8ced25216df926,1,0,0,0,0,0,0,1.3264560406413475,1.3685783076081703,0.0,0.47647872722979256,1.3739166392236788,1,18.0,1,1,0.8446524755643318,0.8446524755643315
2016-08-20,air_2f8ced25216df926,0,0,1,0,0,0,0,1.1061709013823398,1.1012479716670778,0.0,-0.9311057724723296,1.2743222741781697,1,19.0,1,1,0.7238694132994932,0.723869413299493
2016-08-21,air_2f8ced25216df926,0,0,0,1,0,0,0,1.3612379047348746,1.508055004620915,0.0,0.7420607083056646,1.2079260308144968,1,10.0,1,1,-0.7954744870256125,-0.7954744870256127
2016-08-22,air_2f8ced25216df926,0,1,0,0,0,0,0,1.1061709013823398,0.903655984232357,0.0,-1.356036942193725,1.1747279091326603,1,9.0,1,1,-2.0166829804944713,-2.0166829804944713
2016-08-23,air_2f8ced25216df926,0,0,0,0,0,1,0,1.2337044030586075,1.147740204004659,0.0,-0.9045475743647423,1.2853883147387817,1,17.0,1,1,-0.5909841759126738,-0.5909841759126739
2016-08-24,air_2f8ced25216df926,0,0,0,0,0,0,1,1.19892253896508,1.240724668679822,0.0,-0.851431178149568,1.2079260308144968,1,8.0,1,1,-0.3956672619337734,-0.39566726193377355
2016-08-25,air_2f8ced25216df926,0,0,0,0,1,0,0,1.3728318594327173,1.4150705399457524,0.0,1.804388632609153,1.2079260308144968,1,11.0,1,1,-0.262653003490217,-0.26265300349021714
2016-08-26,air_2f8ced25216df926,1,0,0,0,0,0,0,1.407613723526245,1.4266935980301472,0.0,1.35289926478017,1.2632562336175575,1,6.0,1,1,1.1508146049128625,1.1508146049128622
2016-08-27,air_2f8ced25216df926,0,0,1,0,0,0,0,0.9438555356125451,0.7525562291352175,0.0,-1.356036942193725,0.9976712601628666,1,8.0,1,1,1.215410609731716,1.2154106097317159
2016-08-28,air_2f8ced25216df926,0,0,0,1,0,0,0,0.7467583057492226,0.4736028351097294,0.0,-1.356036942193725,0.9644731384810301,1,8.0,1,1,-0.23054611352108267,-0.23054611352108284
2016-08-29,air_2f8ced25216df926,0,1,0,0,0,0,0,1.0945769466844977,1.1128710297514732,0.0,-0.6655237913964575,1.0530014629659272,1,11.0,1,1,-1.4311144634383548,-1.431114463438355
2016-08-30,air_2f8ced25216df926,0,0,0,0,0,1,0,1.036607173195285,0.8804098680635665,0.0,-1.196687753548202,1.0972656252083757,1,14.0,1,1,-0.6181221424342039,-0.6181221424342042
2016-08-31,air_2f8ced25216df926,0,0,0,0,0,0,1,1.2337044030586075,1.2291016105954267,0.0,1.6450394439636298,1.0972656252083757,1,5.0,1,1,-0.1774168551197771,-0.17741685511977726
2016-09-01,air_2f8ced25216df926,0,0,0,0,1,0,0,1.2568923124542923,1.3918244237769615,0.0,1.326341066672583,1.041935422405315,1,11.0,1,1,-0.5810463290174656,-0.5810463290174657
2016-09-02,air_2f8ced25216df926,1,0,0,0,0,0,0,1.2221104483607648,1.0780018554982873,0.0,-0.05468523492195162,1.1525958280114361,1,10.0,1,1,0.6539222601524506,0.6539222601524504
2016-09-03,air_2f8ced25216df926,0,0,1,0,0,0,0,1.2800802218499774,1.3918244237769615,0.0,0.6092697177677286,1.3296524769812303,1,6.0,1,1,1.2509575236261148,1.2509575236261146
2016-09-04,air_2f8ced25216df926,0,0,0,1,0,0,0,1.2221104483607648,1.3220860752705892,0.0,-0.16091802735230054,1.2632562336175575,1,2.0,1,1,-0.7266740085203247,-0.7266740085203249
2016-09-05,air_2f8ced25216df926,0,1,0,0,0,0,0,1.4192076782240872,1.449939714198938,0.0,1.193550076134647,1.3517845581024546,1,8.0,1,1,-1.3378515925756314,-1.3378515925756316
2016-09-06,air_2f8ced25216df926,0,0,0,0,0,1,0,1.4655834970154573,1.380201365692566,0.0,1.193550076134647,1.4735110042691877,1,11.0,1,1,-0.6181221424342039,-0.6181221424342042
2016-09-07,air_2f8ced25216df926,0,0,0,0,0,0,1,1.268486267152135,1.136117145920264,0.0,-0.7451983857192193,1.4181808014661272,1,17.0,1,1,-0.5191258983627065,-0.5191258983627067
2016-09-08,air_2f8ced25216df926,0,0,0,0,1,0,0,1.1873285842672372,1.147740204004659,0.0,-1.0107803667950912,1.3407185175418423,1,7.0,1,1,-0.3681470705316583,-0.36814707053165846
2016-09-09,air_2f8ced25216df926,1,0,0,0,0,0,0,1.2568923124542923,1.3918244237769615,0.0,0.051547557508397075,1.108331665768988,1,14.0,1,1,0.978813408649643,0.9788134086496428
2016-09-10,air_2f8ced25216df926,0,0,1,0,0,0,0,1.2105164936629225,1.240724668679822,0.0,-0.2671508197826495,1.1857939496932728,1,10.0,1,1,1.4994036960063206,1.4994036960063206
2016-09-11,air_2f8ced25216df926,0,0,0,1,0,0,0,0.8163220339362774,0.5317181255317062,0.0,-1.3029205459785504,0.9091429356779694,1,10.0,1,1,-0.2771775489524444,-0.27717754895244456
2016-09-12,air_2f8ced25216df926,0,1,0,0,0,0,0,0.9902313544039149,0.8339176357259849,0.0,-1.2763623478709634,1.0972656252083757,1,11.0,1,1,-1.3160647743822902,-1.3160647743822904
2016-09-13,air_2f8ced25216df926,0,0,0,0,0,1,0,0.7467583057492226,0.39224142851896165,0.0,-1.356036942193725,0.975539179041642,1,9.0,1,1,-0.7863010898915742,-0.7863010898915743
2016-09-14,air_2f8ced25216df926,0,0,0,0,0,0,1,0.8047280792384351,0.7060639967976363,0.0,-1.2763623478709634,0.8870108545567453,1,10.0,1,1,-0.3822893911133008,-0.38228939111330096
2016-09-15,air_2f8ced25216df926,0,0,0,0,1,0,0,0.9206676262168602,0.6828178806288453,0.0,-1.3294787440861378,1.0640675035265392,1,14.0,1,1,-0.05013596988499464,-0.05013596988499481
2016-09-16,air_2f8ced25216df926,1,0,0,0,0,0,0,0.7815401698427499,0.45035671894093837,0.0,-1.356036942193725,1.0308693818447026,1,11.0,1,1,0.9092484803831853,0.9092484803831852
2016-09-17,air_2f8ced25216df926,0,0,1,0,0,0,0,1.05979508259097,1.0315096231607055,0.0,0.051547557508397075,0.9976712601628666,1,14.0,1,1,1.3820606576667465,1.3820606576667462
2016-09-18,air_2f8ced25216df926,0,0,0,1,0,0,0,0.9786373997060727,0.740933171050822,0.0,-1.356036942193725,1.0640675035265392,1,6.0,1,1,0.17728783406304005,0.17728783406303988
2016-09-19,air_2f8ced25216df926,0,1,0,0,0,0,0,0.5960368946772702,0.2760108476750082,1.0,-1.356036942193725,0.7320862867081753,1,13.0,1,1,-1.3191225734269698,-1.3191225734269698
2016-09-20,air_2f8ced25216df926,0,0,0,0,0,1,0,0.34096989132473526,-0.04943477868806106,0.0,-1.356036942193725,0.5550296377383814,1,13.0,1,1,-1.814103793784457,-1.814103793784457
2016-09-21,air_2f8ced25216df926,0,0,0,0,0,0,1,0.4569094383031603,0.31088002192819436,0.0,-1.3294787440861378,0.5550296377383814,1,23.0,1,1,0.3898048676682624,0.3898048676682622
2016-09-22,air_2f8ced25216df926,0,0,0,0,1,0,0,0.37575175541826245,0.043549685987101364,1.0,-1.356036942193725,0.6103598405414421,1,11.0,1,1,-0.2913198695340869,-0.29131986953408706
2016-09-23,air_2f8ced25216df926,1,0,0,0,0,0,0,0.5380671211880577,0.1830263829998458,0.0,-1.356036942193725,0.7542183678293994,1,10.0,1,1,0.20098577665930584,0.20098577665930567
2016-09-24,air_2f8ced25216df926,0,0,1,0,0,0,0,0.6540066681664827,0.39224142851896165,0.0,-1.356036942193725,0.9091429356779694,1,11.0,1,1,1.1504323800322775,1.1504323800322773
2016-09-25,air_2f8ced25216df926,0,0,0,1,0,0,0,0.8626978527276477,0.9152790423167522,0.0,-0.4530582065357599,0.8538127328749089,1,19.0,1,1,-0.3765560179045268,-0.376556017904527
2016-09-26,air_2f8ced25216df926,0,1,0,0,0,0,0,1.0713890372888122,1.1128710297514732,0.0,-0.5327328008585215,1.0308693818447026,1,12.0,1,1,-1.0825253723448967,-1.0825253723448969
2016-09-27,air_2f8ced25216df926,0,0,0,0,0,1,0,1.0945769466844977,1.0780018554982873,0.0,-0.7451983857192193,1.1304637468902121,1,4.0,1,1,-0.4445920466486447,-0.4445920466486449
2016-09-28,air_2f8ced25216df926,0,0,0,0,0,0,1,1.19892253896508,1.17098632017345,0.0,-0.7983147819343935,1.2632562336175575,1,17.0,1,1,-0.3268667834284856,-0.32686678342848574
2016-09-29,air_2f8ced25216df926,0,0,0,0,1,0,0,0.9786373997060727,0.8571637518947754,0.0,-1.1701295554406144,1.0087373007234786,1,13.0,1,1,-0.2026436972383826,-0.20264369723838277
2016-09-30,air_2f8ced25216df926,1,0,0,0,0,0,0,0.6076308493751124,0.4852258931941245,0.0,-0.718640187611632,0.6878221244657269,1,13.0,1,1,1.2203795331793201,1.22037953317932
2016-10-01,air_2f8ced25216df926,0,0,1,0,0,0,0,0.41053361951179,0.1481572087466597,0.0,-1.356036942193725,0.5550296377383814,1,14.0,1,1,1.255161997312549,1.2551619973125487
2016-10-02,air_2f8ced25216df926,0,0,0,1,0,0,0,0.8047280792384351,0.8222945776415898,0.0,1.060759085596711,0.6656900433445028,1,14.0,1,1,-0.43388974999226665,-0.43388974999226676
2016-10-03,air_2f8ced25216df926,0,1,0,0,0,0,0,0.7583522604470649,0.6944409387132408,0.0,-1.356036942193725,0.8316806517536847,1,13.0,1,1,-1.5400485544050606,-1.5400485544050606
2016-10-04,air_2f8ced25216df926,0,0,0,0,0,1,0,1.0134192637995998,1.3337091333549846,0.0,0.29057134047668204,0.7874164895112359,1,13.0,1,1,-0.6788958984472082,-0.6788958984472083
2016-10-05,air_2f8ced25216df926,0,0,0,0,0,0,1,0.9090736715190175,0.6828178806288453,0.0,-1.1701295554406144,0.9866052196022543,1,13.0,1,1,-0.8524259942327674,-0.8524259942327675
2016-10-06,air_2f8ced25216df926,0,0,0,0,1,0,0,1.1409527654758673,1.2523477267642174,0.0,0.8482935007360136,0.975539179041642,1,6.0,1,1,-0.3704404198151679,-0.370440419815168
2016-10-07,air_2f8ced25216df926,1,0,0,0,0,0,0,0.6076308493751124,0.5084720093629151,0.0,0.18433854804633312,0.7099542055869511,1,12.0,1,1,0.8293634803409344,0.8293634803409343
2016-10-08,air_2f8ced25216df926,0,0,1,0,0,0,0,0.5844429399794274,0.5549642417004967,0.0,-1.3029205459785504,0.621425881102054,1,14.0,1,1,1.086218600094009,1.0862186000940088
2016-10-09,air_2f8ced25216df926,0,0,0,1,0,0,0,0.7119764416556951,0.601456474038078,0.0,-1.356036942193725,0.6656900433445028,1,15.0,1,1,0.35425795377386365,0.3542579537738635
2016-10-10,air_2f8ced25216df926,0,1,0,0,0,0,0,0.2598122084398375,-0.10755006911003778,1.0,-1.356036942193725,0.5328975566171569,1,10.0,1,1,-0.7794210420410453,-0.7794210420410456
2016-10-11,air_2f8ced25216df926,0,0,0,0,0,1,0,0.16706057085709783,-0.04943477868806106,0.0,-1.3029205459785504,0.4001050698898114,1,15.0,1,1,-1.1784638173717146,-1.1784638173717148
2016-10-12,air_2f8ced25216df926,0,0,0,0,0,0,1,0.20184243495062498,0.31088002192819436,0.0,0.821735302628426,0.12345405587450824,1,12.0,1,1,-0.45529434330502283,-0.455294343305023
2016-10-13,air_2f8ced25216df926,0,0,0,0,1,0,0,0.03952706918083019,-0.27027288229157287,0.0,-1.356036942193725,0.3005107048443024,1,12.0,1,1,-0.420511879171794,-0.42051187917179417
2016-10-14,air_2f8ced25216df926,1,0,0,0,0,0,0,-0.06481852309975232,-0.11917312719443329,0.0,-0.2937090178902366,0.0017276097077748656,1,16.0,1,1,0.9891334804254361,0.9891334804254359
2016-10-15,air_2f8ced25216df926,0,0,1,0,0,0,0,0.0627149785765151,0.25276473150621764,0.0,1.512248453425694,-0.08680071477712203,1,7.0,1,1,1.4619456577089973,1.461945657708997
2016-10-16,air_2f8ced25216df926,0,0,0,1,0,0,0,0.1438726614614125,0.2760108476750082,0.0,0.02498935940080996,0.012793650268386955,1,10.0,1,1,-0.4667610897225708,-0.46676108972257097
2016-10-17,air_2f8ced25216df926,0,1,0,0,0,0,0,0.15546661615925517,-0.11917312719443329,0.0,-1.356036942193725,0.3447748670867508,1,12.0,1,1,-1.4032120471556548,-1.403212047155655
2016-10-18,air_2f8ced25216df926,0,0,0,0,0,1,0,0.5496610758858999,0.6711948225444502,0.0,0.21089674615392048,0.4554352726928721,1,10.0,1,1,-0.5883086017485792,-0.5883086017485795
2016-10-19,air_2f8ced25216df926,0,0,0,0,0,0,1,0.5380671211880577,0.39224142851896165,0.0,-0.851431178149568,0.6435579622232782,1,14.0,1,1,-0.4491787452156639,-0.4491787452156641
2016-10-20,air_2f8ced25216df926,0,0,0,0,1,0,0,0.6656006228643249,0.8339176357259849,0.0,1.299782868564996,0.48863339437470854,1,11.0,1,1,-0.22519496519289361,-0.22519496519289378
2016-10-21,air_2f8ced25216df926,1,0,0,0,0,0,0,0.23662429904415255,0.10166497640907808,0.0,-0.05468523492195162,0.31157674540491453,1,15.0,1,1,1.012831423021702,1.0128314230217017
2016-10-22,air_2f8ced25216df926,0,0,1,0,0,0,0,0.0627149785765151,-0.25864982420717736,0.0,-1.3294787440861378,0.2341144614806295,1,12.0,1,1,1.5689686242727783,1.5689686242727783
2016-10-23,air_2f8ced25216df926,0,0,0,1,0,0,0,0.2250303443463103,0.20627249916863644,0.0,-0.08124343302953897,0.2341144614806295,1,12.0,1,1,-0.19614587426843877,-0.19614587426843894
2016-10-24,air_2f8ced25216df926,0,1,0,0,0,0,0,-0.14597620598464972,-0.1656653595320145,0.0,1.2466664723498218,-0.07573467421650995,1,5.0,1,1,-1.2342686499371147,-1.234268649937115
2016-10-25,air_2f8ced25216df926,0,0,0,0,0,1,0,-0.25032179826523226,-0.3865034631355263,0.0,-0.718640187611632,-0.28598944486814043,1,11.0,1,1,-0.5508505634512559,-0.550850563451256
2016-10-26,air_2f8ced25216df926,0,0,0,0,0,0,1,0.34096989132473526,0.601456474038078,0.0,1.193550076134647,0.0017276097077748656,1,16.0,1,1,-0.15295446276234143,-0.1529544627623416
2016-10-27,air_2f8ced25216df926,0,0,0,0,1,0,0,0.32937593662689263,0.32250308001258987,0.0,0.6623861139829028,0.0681238530714476,1,10.0,1,1,-0.13919436706128385,-0.13919436706128402
2016-10-28,air_2f8ced25216df926,1,0,0,0,0,0,0,-0.45901298282639724,-0.6654568571610143,0.0,-1.356036942193725,-0.2749234043075283,1,18.0,1,1,0.9134529540696196,0.9134529540696193
2016-10-29,air_2f8ced25216df926,0,0,1,0,0,0,0,-0.07641247779759477,0.03192662790270626,0.0,-1.356036942193725,-0.10893279589834641,1,18.0,1,1,1.7532010167147158,1.7532010167147156
2016-10-30,air_2f8ced25216df926,0,0,0,1,0,0,0,-0.49379484691992465,-0.8165566122581539,0.0,-1.356036942193725,-0.330253607110589,1,9.0,1,1,-0.11167417565916873,-0.1116741756591689
2016-10-31,air_2f8ced25216df926,0,1,0,0,0,0,0,-0.21553993417170467,-0.1656653595320145,0.0,-0.3202672159978238,-0.3081215259893646,1,8.0,1,1,-1.0618852287933103,-1.0618852287933105
2016-11-01,air_2f8ced25216df926,0,0,0,0,0,1,0,-0.3198855264522872,-0.4794879278106891,0.0,-0.4796164046433471,-0.09786675533773433,1,11.0,1,1,-0.7736876688322714,-0.7736876688322716
2016-11-02,air_2f8ced25216df926,0,0,0,0,0,0,1,-0.6097343938983496,-0.9676563673552935,0.0,-1.356036942193725,-0.44091401271671027,1,14.0,1,1,0.39744936527996105,0.39744936527996083
2016-11-03,air_2f8ced25216df926,0,0,0,0,1,0,0,-0.3778552999414997,-0.1307961852788288,1.0,1.1669918780270598,-0.46304609383793444,1,11.0,1,1,-0.07421613736184537,-0.07421613736184554
2016-11-04,air_2f8ced25216df926,1,0,0,0,0,0,0,-0.25032179826523226,-0.2005345337852006,0.0,1.0873172837042981,-0.4519800532773223,1,18.0,1,1,0.05650477179820145,0.056504771798201285
2016-11-05,air_2f8ced25216df926,0,0,1,0,0,0,0,-0.1807580700781773,-0.11917312719443329,0.0,0.4499205291222052,-0.15319695814079495,1,15.0,1,1,1.2742732413417956,1.2742732413417954
2016-11-06,air_2f8ced25216df926,0,0,0,1,0,0,0,-0.1575701606824922,0.03192662790270626,0.0,1.1669918780270598,-0.2970554854287525,1,10.0,1,1,-0.5214192476462162,-0.5214192476462163
2016-11-07,air_2f8ced25216df926,0,1,0,0,0,0,0,-0.5981404392005072,-0.7119490894985958,0.0,0.8748516988436007,-0.4851781749591588,1,10.0,1,1,-1.305744702606497,-1.3057447026064972
2016-11-08,air_2f8ced25216df926,0,0,0,0,0,1,0,-0.7256739408767746,-0.8049335541737587,0.0,-0.8779893762571552,-0.7175650267320135,1,12.0,1,1,-1.1226589848063147,-1.1226589848063147
2016-11-09,air_2f8ced25216df926,0,0,0,0,0,0,1,-0.6677041673875621,-0.6887029733298052,0.0,0.2374549442615076,-0.518376296640995,1,13.0,1,1,-0.8115279320101797,-0.8115279320101798
2016-11-10,air_2f8ced25216df926,0,0,0,0,1,0,0,-0.7604558049703022,-0.8746719026801306,0.0,-1.223245951655789,-0.5515744183228315,1,10.0,1,1,-0.5443527404813121,-0.5443527404813122
2016-11-11,air_2f8ced25216df926,1,0,0,0,0,0,0,-0.8300195331573571,-0.9792794254396888,0.0,-1.356036942193725,-0.761829188974462,1,16.0,1,1,0.4123561356227734,0.41235613562277323
2016-11-12,air_2f8ced25216df926,0,0,1,0,0,0,0,-0.29669761705660225,-0.2005345337852006,0.0,0.3171295385842692,-0.28598944486814043,1,17.0,1,1,1.8162681220112296,1.8162681220112293
2016-11-13,air_2f8ced25216df926,0,0,0,1,0,0,0,-0.29669761705660225,-0.22378064995399122,0.0,0.6623861139829028,-0.3855838099136496,1,13.0,1,1,-0.3842005155162254,-0.3842005155162256
