visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Fukuoka-ken Yame-shi Motomachi,total_area_visitors,total_genre_visitors
2016-10-15,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.3483898872579788,0.41955750563984173,0.0,0.19192733606421247,0.0549115003746635,1,11.0,1,1,1.373291716032003,1.373291716032003
2016-10-16,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.44410974289362043,0.5355572468759916,0.0,-1.0214352728234126,0.3991328460068824,1,9.0,1,1,-0.45079343481180145,-0.4507934348118015
2016-10-17,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.699362691255332,0.7148295742409506,0.0,0.4293243682378784,0.8040991349859635,1,8.0,1,1,-1.336447144595258,-1.336447144595258
2016-10-18,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.635549454164904,0.7042841432194826,0.0,0.5612116083343593,0.7636025060880556,1,12.0,1,1,-0.565747671428593,-0.565747671428593
2016-10-19,air_b2dcec37b83e2494,0,0,0,0,0,0,1,0.48665190095390587,0.24028517827488224,0.0,-1.4170969931128556,0.6623609338432853,1,1.0,1,1,-0.4341648345464794,-0.4341648345464794
2016-10-20,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.42283866386347785,0.4828300917686506,0.0,-0.36199907234100764,0.4295053176803136,1,9.0,1,1,-0.22233092681868127,-0.22233092681868127
2016-10-21,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.23139895259219426,-0.1288049074765043,0.0,-1.4170969931128556,0.5307468899250839,1,9.0,1,1,0.9485394266460596,0.9485394266460597
2016-10-22,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.2845766501675508,-0.09716861441209966,0.0,-1.4170969931128556,0.5307468899250839,1,8.0,1,1,1.474509282864398,1.4745092828643982
2016-10-23,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.2526700316223368,-0.13935033849797226,0.0,-0.9423029287655241,0.5712435188229918,1,10.0,1,1,-0.19485758724988833,-0.19485758724988836
2016-10-24,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.18885679453190918,0.1875580231675413,0.0,1.3789124969325415,0.2776429593131582,1,7.0,1,1,-1.17666798552412,-1.17666798552412
2016-10-25,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.3058477291976933,0.30355776440369153,0.0,-1.3643420970742632,0.17640138706838793,1,7.0,1,1,-0.5303215230372547,-0.5303215230372547
2016-10-26,air_b2dcec37b83e2494,0,0,0,0,0,0,1,0.4122031243484064,0.12428543703873242,0.0,-1.4170969931128556,0.5408710471495607,1,1.0,1,1,-0.15400906920681462,-0.15400906920681465
2016-10-27,air_b2dcec37b83e2494,0,0,0,0,1,0,0,0.29521218968262225,0.11374000601726408,0.0,0.2183047840835088,0.3586362171089743,1,7.0,1,1,-0.14099538204264955,-0.14099538204264958
2016-10-28,air_b2dcec37b83e2494,1,0,0,0,0,0,0,0.3164832687127648,0.10319457499579611,0.0,-1.4170969931128556,0.4193811604558364,1,5.0,1,1,0.8545516860159785,0.8545516860159786
2016-10-29,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.09313693889626719,0.018831126824050547,0.0,0.9832507766430986,-0.03620591464562978,1,8.0,1,1,1.6487480943401638,1.6487480943401638
2016-10-30,air_b2dcec37b83e2494,0,0,0,1,0,0,0,-0.07703169334487352,-0.012805166240354087,0.0,0.4293243682378784,-0.11719917244144588,1,12.0,1,1,-0.1149680077143194,-0.11496800771431942
2016-10-31,air_b2dcec37b83e2494,0,1,0,0,0,0,0,-0.25783586510108586,-0.4662587001634862,0.0,-1.4170969931128556,-0.07670254354353774,1,12.0,1,1,-1.013635404661941,-1.013635404661941
2016-11-01,air_b2dcec37b83e2494,0,0,0,0,0,1,0,-0.4811821949175833,-0.5611675793566997,0.0,0.0072851999291392525,-0.6132828764408202,1,8.0,1,1,-0.7410709568347057,-0.7410709568347058
2016-11-02,air_b2dcec37b83e2494,0,0,0,0,0,0,1,-0.6300797481285816,-0.43462240709908156,0.0,1.0887605687202835,-0.6942761342366364,1,5.0,1,1,0.3665384173597883,0.3665384173597883
2016-11-03,air_b2dcec37b83e2494,0,0,0,0,1,0,0,-0.6619863666737954,-0.41353154505614526,1.0,1.1151380167395795,-0.7044002914611135,1,13.0,1,1,-0.07954185932298115,-0.07954185932298116
2016-11-04,air_b2dcec37b83e2494,1,0,0,0,0,0,0,-0.5343598924929398,-0.29753180381999506,0.0,1.1942703607974683,-0.6335311908897743,1,3.0,1,1,0.04408816873658705,0.044088168736587045
2016-11-05,air_b2dcec37b83e2494,0,0,1,0,0,0,0,-0.31101356267644237,-0.08662318339063133,0.0,0.9832507766430986,-0.51204130419605,1,14.0,1,1,1.195799482765196,1.195799482765196
2016-11-06,air_b2dcec37b83e2494,0,0,0,1,0,0,0,-0.013218456254445702,0.13483086806020037,0.0,0.8777409845659137,-0.12732332966592289,1,11.0,1,1,-0.5024866921583461,-0.5024866921583461
2016-11-07,air_b2dcec37b83e2494,0,1,0,0,0,0,0,-0.26847140461615715,-0.04444145930475872,0.0,1.1678929127781723,-0.2589373735841243,1,8.0,1,1,-1.2442668605157552,-1.2442668605157554
2016-11-08,air_b2dcec37b83e2494,0,0,0,0,0,1,0,-0.32164910219151366,-0.4451678381205499,0.0,-1.4170969931128556,-0.24881321635964732,1,1.0,1,1,-1.0711125229703367,-1.0711125229703367
2016-11-10,air_b2dcec37b83e2494,0,0,0,0,1,0,0,-0.5662665110381538,-0.90916680306515,0.0,-1.4170969931128556,-0.2386890591351703,1,9.0,1,1,-0.5241761707652878,-0.5241761707652879
2016-11-11,air_b2dcec37b83e2494,1,0,0,0,0,0,0,-0.36419126025179893,-0.28698637279852707,0.0,0.40294692021858225,-0.3196823169309864,1,6.0,1,1,0.3806365784543005,0.3806365784543005
2016-11-12,air_b2dcec37b83e2494,0,0,1,0,0,0,0,-0.4067334183120842,-0.13935033849797226,0.0,0.640343952392248,-0.51204130419605,1,11.0,1,1,1.7083941605092536,1.7083941605092539
2016-11-13,air_b2dcec37b83e2494,0,0,0,1,0,0,0,-0.07703169334487352,0.11374000601726408,0.0,0.27105968012210124,-0.28930984525755543,1,6.0,1,1,-0.372711311826811,-0.37271131182681105
2016-11-14,air_b2dcec37b83e2494,0,1,0,0,0,0,0,0.07186585986612465,-0.339713527905868,0.0,-1.4170969931128556,0.31813958821106614,1,4.0,1,1,-1.349460831759423,-1.349460831759423
2016-11-15,air_b2dcec37b83e2494,0,0,0,0,0,1,0,0.061230320351053566,-0.14989576951944059,0.0,-0.6521510005532659,-0.01595760019667562,1,9.0,1,1,-0.8715693197864721,-0.8715693197864722
2016-11-16,air_b2dcec37b83e2494,0,0,0,0,0,0,1,-0.36419126025179893,-0.25535007973412244,0.0,1.1678929127781723,-0.4209238891757567,1,1.0,1,1,-0.31668015875887806,-0.31668015875887806
2016-11-17,air_b2dcec37b83e2494,0,0,0,0,1,0,0,-0.3748267997668702,-0.08662318339063133,0.0,-0.2828667282831191,-0.5930345619918661,1,7.0,1,1,-0.2693247971337218,-0.2693247971337218
2016-11-18,air_b2dcec37b83e2494,1,0,0,0,0,0,0,-0.26847140461615715,-0.3608043899488043,0.0,-1.2852097530163746,-0.3804272602778486,1,9.0,1,1,0.9633605703608032,0.9633605703608032
2016-11-19,air_b2dcec37b83e2494,0,0,1,0,0,0,0,0.3058477291976933,0.02937655784551851,0.0,-1.0478127208427088,0.4295053176803136,1,11.0,1,1,1.445951469365258,1.4459514693652582
2016-11-20,air_b2dcec37b83e2494,0,0,0,1,0,0,0,0.18885679453190918,0.02937655784551851,0.0,-1.0741901688620052,0.21689801596629588,1,9.0,1,1,-0.1334040645302199,-0.13340406453021994
2016-11-21,air_b2dcec37b83e2494,0,1,0,0,0,0,0,-0.03448953528458843,-0.19207749360531318,0.0,-1.3643420970742632,0.07515981482361765,1,10.0,1,1,-1.2511351954079535,-1.2511351954079535
2016-11-22,air_b2dcec37b83e2494,0,0,0,0,0,1,0,-0.013218456254445702,-0.04444145930475872,0.0,0.27105968012210124,-0.01595760019667562,1,6.0,1,1,0.6391028651870234,0.6391028651870235
2016-11-23,air_b2dcec37b83e2494,0,0,0,0,0,0,1,-0.3748267997668702,-0.7509853377431271,1.0,-1.2852097530163746,-0.04633007187010677,1,1.0,1,1,-0.19341162200942555,-0.19341162200942558
2016-11-24,air_b2dcec37b83e2494,0,0,0,0,1,0,0,-0.8746971569752215,-1.0568028373657046,0.0,0.5875890563536555,-0.9980008509709473,1,11.0,1,1,-1.079065331792882,-1.079065331792882
2016-11-25,air_b2dcec37b83e2494,1,0,0,0,0,0,0,-1.0023236311560775,-0.8458942169363409,0.0,0.7986086405080253,-1.0384974798688553,1,6.0,1,1,0.8343081726494995,0.8343081726494996
2016-11-26,air_b2dcec37b83e2494,0,0,1,0,0,0,0,-0.747070682794366,-0.7509853377431271,0.0,-0.4411314163988962,-0.9372559076240851,1,5.0,1,1,1.7506886437927902,1.7506886437927902
2016-11-27,air_b2dcec37b83e2494,0,0,0,1,0,0,0,-0.4599111158874407,-0.8669850789792771,0.0,-1.4170969931128556,-0.16781995856383103,1,12.0,1,1,-0.4840506353424455,-0.4840506353424456
2016-11-28,air_b2dcec37b83e2494,0,1,0,0,0,0,0,-0.8108839198847938,-0.9302576651080863,0.0,-0.5993961045146734,-0.8360143353793149,1,7.0,1,1,-1.2070332555738386,-1.2070332555738386
2016-11-29,air_b2dcec37b83e2494,0,0,0,0,0,1,0,-0.9066037755204356,-0.7509853377431271,0.0,0.9041184325852102,-0.9473800648485622,1,5.0,1,1,-0.5845452195546091,-0.5845452195546091
2016-11-30,air_b2dcec37b83e2494,0,0,0,0,0,0,1,-0.6088086690984389,-0.6666218895713816,0.0,-0.8631705847076354,-0.7347727631345445,1,1.0,1,1,-0.3539137637007948,-0.3539137637007948
2016-12-02,air_b2dcec37b83e2494,1,0,0,0,0,0,0,-0.8321549989149364,-0.7615307687645954,0.0,0.9041184325852102,-0.8157660209303608,1,10.0,1,1,1.08879805497095,1.08879805497095
