visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Hokkaidō Sapporo-shi Kotoni 2 Jō,total_area_visitors,total_genre_visitors
2016-01-20,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.2068994505931172,-1.3398160344417192,0.0,-0.5512709310989959,-1.1109619770085741,1,8.0,1,1,-1.083207027874092,-1.083207027874092
2016-01-21,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.3752265305164897,-1.4167799290707712,0.0,-0.9308063696437876,-1.2931481030505305,1,8.0,1,1,-0.955311197977033,-0.9553111979770331
2016-01-22,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.4383491854877544,-1.4167799290707712,0.0,-1.1917369836433318,-1.3467322577687528,1,11.0,1,1,-0.6321077778413404,-0.6321077778413406
2016-01-23,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.5435536104398622,-1.4071594422421394,0.0,-0.33778224691755065,-1.6146530313598648,1,19.0,1,1,-0.5553702799031052,-0.5553702799031053
2016-01-24,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.7539624603440778,-1.7246355075869786,0.0,0.136637051263439,-1.775405495514532,1,30.0,1,1,-1.2857087585444351,-1.2857087585444353
2016-01-27,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.3331447605356466,-1.4071594422421394,0.0,-0.48010803637184757,-1.175262962670441,1,11.0,1,1,-0.9718310760054031,-0.9718310760054033
2016-01-28,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.564594495430284,-1.6091896656434008,0.0,-1.2628998783704803,-1.4110332434306194,1,26.0,1,1,-0.9776929682090183,-0.9776929682090185
2016-01-29,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.6803193628776025,-1.7246355075869786,0.0,-0.005688738190857999,-1.486051060036131,1,13.0,1,1,-0.8279482673712119,-0.8279482673712121
2016-01-30,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.7644829028392888,-1.830460862701925,0.0,-0.5038290012808969,-1.6789540170217314,1,34.0,1,1,-0.5122054373128477,-0.512205437312848
2016-01-31,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.743442017848867,-1.7631174549015047,0.0,-0.1480145276451548,-1.6360866932471536,1,27.0,1,1,-1.093332114407609,-1.0933321144076091
2016-02-03,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.5225127254494408,-1.47450285004256,0.0,-0.10057259782705578,-1.625369862303509,1,12.0,1,1,-1.1263718704643493,-1.1263718704643495
2016-02-04,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.1963790080979066,-1.1955087320122468,0.0,-0.26661935219040217,-1.239563948332308,1,11.0,1,1,-1.0869373229127561,-1.0869373229127564
2016-02-05,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.4067878580021222,-1.4648823632139285,0.0,-0.7173176854623423,-1.4003164124869751,1,10.0,1,1,-0.6952563438530133,-0.6952563438530135
2016-02-06,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.6697989203823917,-1.6188101524720324,0.0,-0.6461547907351939,-1.625369862303509,1,26.0,1,1,-0.46158000464526194,-0.4615800046452621
2016-02-07,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.64875803539197,-1.5995691788147695,0.0,0.041753191627241,-1.7218213407963094,1,38.0,1,1,-1.1010591541305563,-1.1010591541305565
2016-02-10,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.3331447605356466,-1.378297981756245,0.0,-1.1205740889161835,-1.218130286445019,1,12.0,1,1,-0.7386876360888895,-0.7386876360888897
2016-02-11,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.3436652030308576,-1.3686774949276137,1.0,0.20779994599058738,-1.3788827505996861,1,43.0,1,1,-0.8154251340271248,-0.815425134027125
2016-02-12,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.133256353126642,-1.0127194822682486,0.0,-0.5038290012808969,-1.528918383810709,1,17.0,1,1,-0.756539762345354,-0.7565397623453541
2016-02-13,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.649315998346946,-0.6375204959516204,0.0,-1.0256902292799854,-0.500102613220839,1,20.0,1,1,-0.5577683267136749,-0.5577683267136752
2016-02-14,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.7966021932798968,-0.647140982780252,0.0,-1.2154579485523813,-0.993076836628485,1,33.0,1,1,-1.1194441796782586,-1.1194441796782588
2016-02-17,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.6171967079063378,-1.7534969680728731,0.0,-1.096853124007134,-1.3895995815433306,1,18.0,1,1,-0.9646369355736936,-0.9646369355736937
2016-02-18,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.217419893088328,-1.2917136002985616,0.0,-0.9070854047347381,-1.3360154268251083,1,15.0,1,1,-0.9747620221072106,-0.9747620221072109
2016-02-19,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.8912861757367939,-0.8587916930101447,0.0,-0.33778224691755065,-0.9609263437975515,1,15.0,1,1,-0.6406341665011444,-0.6406341665011446
2016-02-20,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.9964906006889017,-1.0127194822682486,0.0,-0.1242935627361054,-0.9502095128539071,1,53.0,1,1,-0.6763384190140733,-0.6763384190140735
2016-02-21,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.2068994505931172,-1.2532316529840357,0.0,-1.2391789134614308,-1.0788114841776408,1,38.0,1,1,-1.0624239555158197,-1.06242395551582
2016-02-24,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.8696873277913966,-1.8593223231878195,0.0,-0.9782482994618865,-1.7218213407963094,1,13.0,1,1,-1.0235223072554644,-1.0235223072554647
2016-02-25,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.8276055578105537,-1.6572920997865581,0.0,-0.3140612820085012,-1.979025283443777,1,23.0,1,1,-0.9142779525517266,-0.9142779525517268
2016-02-26,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.743442017848867,-1.7342559944156102,0.0,-1.049411194189035,-1.7218213407963094,1,30.0,1,1,-0.48476112381410386,-0.484761123814104
2016-02-27,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.64875803539197,-1.570707718328875,0.0,-0.005688738190857999,-1.753971833627243,1,34.0,1,1,-0.30863790806002905,-0.3086379080600292
2016-02-28,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.51199228295423,-1.5226052841857174,0.0,1.0143127528982696,-1.5610688766416423,1,28.0,1,1,-0.9198733951097229,-0.9198733951097231
2016-03-02,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.5014718404590193,-1.397538955413508,0.0,-0.26661935219040217,-1.5503520456979978,1,16.0,1,1,-0.9955450944654828,-0.9955450944654829
2016-03-03,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.51199228295423,-1.4456413895566655,0.0,-1.2391789134614308,-1.443183736261553,1,22.0,1,1,-1.0131307710763284,-1.0131307710763287
2016-03-04,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.417308300497333,-1.3301955476130878,0.0,-0.33778224691755065,-1.4967678909797755,1,23.0,1,1,-0.6222491409534422,-0.6222491409534423
2016-03-05,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.2489812205739605,-1.1474062978690893,0.0,1.1803595072616162,-1.5182015528670643,1,37.0,1,1,-0.38830635210007197,-0.38830635210007214
2016-03-06,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.7545204232990538,-0.7722073115524613,0.0,-1.0731321590980845,-0.8001738796428844,1,39.0,1,1,-1.053364667564778,-1.0533646675647783
2016-03-09,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-1.217419893088328,-1.2147497056695098,0.0,0.2552418758086864,-1.1323956388958634,1,24.0,1,1,-1.0522988689823025,-1.0522988689823027
2016-03-10,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.3647060880212791,-1.3205750607844562,0.0,-0.26661935219040217,-1.3360154268251083,1,21.0,1,1,-0.9257352873133381,-0.9257352873133383
2016-03-11,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.4067878580021222,-1.3398160344417192,0.0,0.20779994599058738,-1.3360154268251083,1,29.0,1,1,-0.5700250104121432,-0.5700250104121433
2016-03-12,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-1.3647060880212791,-1.3398160344417192,0.0,-0.029409703099907394,-1.4003164124869751,1,64.0,1,1,-0.3704542258436075,-0.37045422584360765
2016-03-13,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.2279403355835388,-1.137785811040458,0.0,0.136637051263439,-1.5182015528670643,1,78.0,1,1,-1.0006076377322413,-1.0006076377322415
2016-03-16,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.5861933433756812,-0.3777673515785703,0.0,0.6110563494444285,-1.1431124698395076,1,21.0,1,1,-0.8585899766173822,-0.8585899766173823
2016-03-17,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.3231822809954117,-0.1468756676914145,0.0,1.2989643318068635,-0.6608550773755063,1,21.0,1,1,-0.8087638928866531,-0.8087638928866532
2016-03-18,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.2705800685193578,-0.18535761500594047,0.0,-0.8833644398256886,-0.26433233246066057,1,13.0,1,1,-0.4144184173707215,-0.41441841737072166
2016-03-19,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.5546320158900488,-0.47397221986488514,0.0,-1.2628998783704803,-0.4679521203899056,1,22.0,1,1,-0.3960333918230193,-0.39603339182301944
2016-03-20,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-1.038572370669745,-1.118544837383195,1.0,-0.7884805801894907,-0.9502095128539071,1,31.0,1,1,-0.6190517452060157,-0.6190517452060159
2016-03-23,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.9649292732032693,-0.9453760744678281,0.0,-0.24289838728135277,-0.9502095128539071,1,27.0,1,1,-0.8418036489433932,-0.8418036489433934
2016-03-24,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-1.0490928131649555,-1.0127194822682486,0.0,-0.26661935219040217,-1.0680946532339963,1,23.0,1,1,-0.9044193156638283,-0.9044193156638285
2016-03-25,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-1.0490928131649555,-1.0319604559255113,0.0,-0.8122015450985403,-0.8966253581356847,1,17.0,1,1,-0.2692033605084359,-0.2692033605084361
2016-03-26,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.8071226357751077,-0.8299302325242504,0.0,0.53989345471728,-0.8001738796428844,1,42.0,1,1,-0.27533170235766996,-0.2753317023576701
2016-03-27,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.47046847592836266,-0.3296649174354128,0.0,1.1803595072616162,-0.8216075415301733,1,43.0,1,1,-0.8623202716560464,-0.8623202716560466
2016-03-30,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.45994803343315194,-0.531695140836674,0.0,-0.8359225100075898,-0.45723528944626113,1,20.0,1,1,-0.7863821226546677,-0.7863821226546679
2016-03-31,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.5335911308996273,-0.44511075937899064,0.0,0.8719869634439728,-0.7680233868119509,1,32.0,1,1,-0.7488127226224066,-0.7488127226224068
2016-04-01,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.41786626345230876,-0.2045985886632034,0.0,1.4650110861702097,-0.542969936995417,1,28.0,1,1,-0.5311233621517877,-0.5311233621517879
2016-04-02,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.6598364408421566,-0.7337253642379353,0.0,0.53989345471728,-0.43580162755897217,1,35.0,1,1,-0.549241938053871,-0.5492419380538712
2016-04-03,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.3231822809954117,-0.30080345694951827,0.0,-1.144295053825233,-0.3607838109534608,1,36.0,1,1,-1.1013256037761752,-1.1013256037761754
2016-04-06,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.20745741354809313,-0.16611664134867757,0.0,1.2515224019887643,-0.22146500868608263,1,27.0,1,1,-0.9339952263275232,-0.9339952263275234
2016-04-07,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.29162095350977946,-0.28156248329225536,0.0,-1.096853124007134,-0.39293430378439426,1,23.0,1,1,-1.056029164020967,-1.0560291640209671
2016-04-08,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.22849829853851464,-0.012188852090573618,0.0,-0.1480145276451548,-0.25361550151701606,1,15.0,1,1,-0.467708346494496,-0.46770834649449616
2016-04-09,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.45994803343315194,-0.19497810183457195,0.0,0.8719869634439728,-0.4679521203899056,1,43.0,1,1,-0.3704542258436075,-0.37045422584360765
2016-04-10,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.7019182108229999,-0.6567614696088835,0.0,0.7771031038077747,-0.6072709226572839,1,35.0,1,1,-0.9811568136020636,-0.9811568136020639
2016-04-13,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.3021413960049902,-0.3392854042640443,0.0,-1.144295053825233,-0.24289867057337158,1,24.0,1,1,-0.9784923171458749,-0.9784923171458751
2016-04-14,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.002951436356122471,0.04553406888121528,0.0,-1.001969264370936,-0.007128389813193074,1,17.0,1,1,-0.9435874135698026,-0.9435874135698028
2016-04-15,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.6598364408421566,-0.6856229300947779,0.0,-1.2154579485523813,-0.4679521203899056,1,9.0,1,1,-0.497017807512572,-0.4970178075125722
2016-04-16,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.31266183850020096,-0.2045985886632034,0.0,0.53989345471728,-0.5322531060517725,1,29.0,1,1,-0.26973625979967364,-0.2697362597996738
2016-04-17,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.22849829853851464,-0.32004443060678134,0.0,-1.2628998783704803,-0.049995713587771023,1,29.0,1,1,-1.0197920122168,-1.0197920122168003
2016-04-20,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.13381431608161776,0.1224979635102671,0.0,0.7059402090806266,-0.40365113472803876,1,24.0,1,1,-0.8625867213016652,-0.8625867213016655
2016-04-21,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.2975238262220244,0.574660844455947,0.0,1.3701272265340116,0.014305272074095899,1,29.0,1,1,-0.9747620221072106,-0.9747620221072109
2016-04-22,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.3290851537076566,0.5939018181132103,0.0,0.8008240687168241,0.16434090528511852,1,14.0,1,1,-0.4485239720099372,-0.4485239720099374
2016-04-23,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.15485520107203923,-0.05067079940509961,0.0,-0.26661935219040217,-0.06071254453141546,1,41.0,1,1,-0.3459408584466712,-0.3459408584466714
2016-04-24,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.12329387358640682,0.035913582052583826,0.0,1.227801437079715,-0.296482825291594,1,52.0,1,1,-0.997143792339196,-0.9971437923391961
2016-04-27,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,-0.3021413960049902,-0.18535761500594047,0.0,1.8445465247150012,-0.296482825291594,1,17.0,1,1,-0.8809717468493675,-0.8809717468493677
2016-04-28,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.35474360848104414,-0.22383956232046648,0.0,-0.36150321182660017,-0.40365113472803876,1,19.0,1,1,-0.6257129863464875,-0.6257129863464876
2016-04-29,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,-0.649315998346946,-0.8972736403246707,1.0,-1.2628998783704803,-0.45723528944626113,1,39.0,1,1,-0.4431949790975597,-0.4431949790975599
2016-04-30,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,-0.7019182108229999,-0.8395507193528816,0.0,-1.0731321590980845,-0.5751204298263504,1,29.0,1,1,-0.48982366708086245,-0.4898236670808626
2016-05-01,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,-0.4915093609187842,-0.41624929889309625,0.0,1.0143127528982696,-0.42508479661532766,1,34.0,1,1,-0.78584922336343,-0.7858492233634301
2016-05-04,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.2764829412316027,0.16097991082479324,1.0,-0.8596434749166392,0.3572438622707192,1,42.0,1,1,-0.6915260488143491,-0.6915260488143492
2016-05-05,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.10815586130823028,0.007052121566689292,1.0,-0.9545273345528371,0.14290724339782965,1,46.0,1,1,-0.89456067877593,-0.8945606787759302
2016-05-06,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.055553648832176374,0.007052121566689292,0.0,-0.9545273345528371,-0.007128389813193074,1,29.0,1,1,-1.057894311540299,-1.0578943115402992
2016-05-07,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.1607580737842842,0.1321184503388987,0.0,-0.6461547907351939,0.3036597075524968,1,56.0,1,1,-0.605995712570691,-0.6059957125706911
2016-05-08,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.4448100211549752,0.4207330551978434,0.0,1.3226852967159128,0.3143765384961412,1,58.0,1,1,-0.9667685327386445,-0.9667685327386447
2016-05-11,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.04503320633696563,-0.1276346940341516,0.0,-1.2628998783704803,0.22864189094698537,1,14.0,1,1,-1.0467034264243062,-1.0467034264243065
2016-05-12,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.06017121861514218,-0.13725518086278304,0.0,-0.5275499661899464,0.1536240743414741,1,17.0,1,1,-0.9190740461728663,-0.9190740461728665
2016-05-13,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.4868917911358184,0.8921369098007862,0.0,1.5361739808973582,0.04645576490502931,1,22.0,1,1,-0.5407155493940671,-0.5407155493940673
2016-05-14,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.3711669236884998,0.5457993839700528,0.0,1.7971045948969024,0.17505773622876297,1,46.0,1,1,-0.3704542258436075,-0.37045422584360765
2016-05-15,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.3922078086789213,0.3437691605687914,0.0,0.3738467003539338,0.36796069321436364,1,31.0,1,1,-1.02219005902737,-1.0221900590273703
2016-05-18,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.5289735611166615,0.5650403576273157,0.0,1.725941700169754,0.5608636501999643,1,20.0,1,1,-0.9579756944332217,-0.957975694433222
2016-05-19,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.6973006410400342,0.8825164229721549,0.0,1.678499770351655,0.4965626645380973,1,14.0,1,1,-0.94891640648218,-0.9489164064821802
2016-05-20,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.8551072784681959,1.219233461974257,0.0,1.7971045948969024,0.421544847932586,1,25.0,1,1,-0.5401826501028294,-0.5401826501028295
2016-05-21,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.9392708184298818,1.421263685375518,0.0,1.8919884545331005,0.5072794954817419,1,45.0,1,1,-0.2486867377957827,-0.24868673779578285
2016-05-22,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.802505065992142,1.2480949224601512,0.0,1.9631513492602484,0.7216161143546315,1,48.0,1,1,-1.0264532533572719,-1.026453253357272
2016-05-24,air_cb083b4789a8d3a2,0,0,0,0,0,1,0,0.6236575435735584,0.8344139888289974,0.0,-0.36150321182660017,0.6144478049181867,1,1.0,1,1,-1.122641575425685,-1.122641575425685
2016-05-25,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.6236575435735584,0.46883548934100083,0.0,-0.005688738190857999,0.668031959636409,1,32.0,1,1,-0.9057515638919227,-0.9057515638919229
2016-05-26,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.9287503759346712,0.9402393439439436,0.0,-1.2154579485523813,0.9038022403965874,1,28.0,1,1,-0.8676492645684238,-0.8676492645684241
2016-05-27,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.6657393135544017,0.6901066863995251,0.0,1.0617546827163686,0.5822973120872532,1,24.0,1,1,-0.5575018770680561,-0.5575018770680563
2016-05-28,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.4763713486406076,0.7959320415144713,0.0,1.3464062616249624,0.3143765384961412,1,51.0,1,1,-0.35126985135904865,-0.3512698513590488
2016-05-29,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.3396055962028674,0.3726306210546859,0.0,1.9157094194421496,0.16434090528511852,1,56.0,1,1,-0.8844355922424129,-0.8844355922424131
2016-06-01,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.07659453382259786,0.2090823449679507,0.0,-0.8596434749166392,0.16434090528511852,1,14.0,1,1,-1.0083346774551887,-1.008334677455189
2016-06-02,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,-0.018089448634299017,-0.22383956232046648,0.0,-0.5038290012808969,0.12147358151054058,1,24.0,1,1,-0.9441203128610404,-0.9441203128610405
2016-06-03,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.03451276384175489,-0.22383956232046648,0.0,-1.1917369836433318,0.21792506000334091,1,12.0,1,1,-0.6185188459147779,-0.6185188459147781
2016-06-04,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.25544205624118127,0.2860462395970023,0.0,-1.144295053825233,0.2929428766088524,1,29.0,1,1,-0.4346685904377558,-0.43466859043775596
2016-06-05,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.12919674629865177,0.09363650302437272,0.0,1.417569156352111,0.2715092147215633,1,48.0,1,1,-1.0570949626034423,-1.0570949626034425
2016-06-08,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.6552188710591909,0.5361788971414212,0.0,-1.2391789134614308,0.7644834381292093,1,18.0,1,1,-0.9286662334151458,-0.9286662334151459
2016-06-09,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.5920962160879264,0.4303535420264747,0.0,-1.0256902292799854,0.668031959636409,1,26.0,1,1,-0.9819561625389203,-0.9819561625389205
2016-06-10,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.4027282511741322,0.2668052659397394,0.0,-0.48010803637184757,0.5930141430308976,1,18.0,1,1,-0.5183337791620818,-0.518333779162082
2016-06-11,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.4448100211549752,0.4495945156837379,0.0,0.824545033625874,0.603730973974542,1,45.0,1,1,-0.34860535490285993,-0.3486053549028601
2016-06-12,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.5394940036118724,0.4495945156837379,0.0,0.6822192441715768,0.5930141430308976,1,41.0,1,1,-1.0128643214307094,-1.0128643214307096
2016-06-15,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.6131371010783478,0.48807646299826374,0.0,1.132917577443517,0.7859171000164983,1,23.0,1,1,-0.9606401908894104,-0.9606401908894107
2016-06-16,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.4448100211549752,0.25718477911110815,0.0,-1.096853124007134,0.7108992834109868,1,17.0,1,1,-1.0357789909539326,-1.0357789909539328
2016-06-17,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.5394940036118724,0.48807646299826374,0.0,-1.1917369836433318,0.7001824524673423,1,31.0,1,1,-0.4429285294519409,-0.44292852945194106
2016-06-18,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.3185647112124459,0.1224979635102671,0.0,-1.1680160187342823,0.5394299883126752,1,40.0,1,1,-0.3459408584466712,-0.3459408584466714
2016-06-19,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.6236575435735584,0.6420042522563677,0.0,0.6822192441715768,0.5501468192563197,1,55.0,1,1,-1.0059366306446187,-1.005936630644619
2016-06-22,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,0.9287503759346712,0.8728959361435233,0.0,0.7771031038077747,0.9788200570020986,1,30.0,1,1,-0.9944792958830072,-0.9944792958830074
2016-06-23,air_cb083b4789a8d3a2,0,0,0,0,1,0,0,0.8551072784681959,0.8728959361435233,0.0,0.23152091089963678,0.7216161143546315,1,27.0,1,1,-0.9899496519074864,-0.9899496519074866
2016-06-24,air_cb083b4789a8d3a2,1,0,0,0,0,0,0,0.7288619685256662,0.6323837654277361,0.0,-0.5275499661899464,0.7537666071855648,1,58.0,1,1,-0.4661096486207828,-0.46610964862078297
2016-06-25,air_cb083b4789a8d3a2,0,0,1,0,0,0,0,0.50793267612624,0.3052872132542656,0.0,-0.9070854047347381,0.6358814668054755,1,24.0,1,1,-0.2934502782597533,-0.29345027825975345
2016-06-26,air_cb083b4789a8d3a2,0,0,0,1,0,0,0,0.50793267612624,0.353389647397423,0.0,-0.7884805801894907,0.6144478049181867,1,33.0,1,1,-0.892429081610979,-0.8924290816109792
2016-06-29,air_cb083b4789a8d3a2,0,0,0,0,0,0,1,1.0655161283724115,1.2961973566033087,0.0,1.8445465247150012,0.8609349166220096,1,28.0,1,1,-0.8868336390529827,-0.8868336390529828
