visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Katsushika-ku Tateishi,total_area_visitors,total_genre_visitors
2016-03-08,air_9241121af22ff1d6,0,0,0,0,0,1,0,0.061600348173783986,0.12553798905815577,0.0,0.7100686115988755,0.13641366135974045,1,39.0,1,1,-1.0855853603713979,-1.085585360371398
2016-03-09,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.8269610754837491,-0.606233813026273,0.0,-1.2993579566379623,-0.9307110860478625,1,9.0,1,1,-1.1323612020256124,-1.1323612020256124
2016-03-10,air_9241121af22ff1d6,0,0,0,0,1,0,0,-1.152349765837212,-1.400020174609382,0.0,-1.2993579566379623,-0.9546914174502805,1,24.0,1,1,-1.0109484982783343,-1.0109484982783343
2016-03-11,air_9241121af22ff1d6,1,0,0,0,0,0,0,-1.340074010271902,-1.697690060203048,0.0,-1.2993579566379623,-1.0266324116575347,1,19.0,1,1,-0.6697148993254581,-0.6697148993254582
2016-03-12,air_9241121af22ff1d6,0,0,1,0,0,0,0,-1.1898946147241498,-1.412423086509118,0.0,-0.9520496608933237,-1.0386225773587436,1,29.0,1,1,-0.4782662359429081,-0.47826623594290824
2016-03-13,air_9241121af22ff1d6,0,0,0,1,0,0,0,-1.077260068063336,-1.3131997913112297,0.0,-1.274550221227631,-0.9187209203466534,1,33.0,1,1,-1.0827736977583031,-1.0827736977583031
2016-03-14,air_9241121af22ff1d6,0,1,0,0,0,0,0,-1.2024095643531292,-1.5984667650051594,0.0,-1.2993579566379623,-0.9187209203466534,1,24.0,1,1,-1.313585637724181,-1.3135856377241812
2016-03-15,air_9241121af22ff1d6,0,0,0,0,0,1,0,-0.9020507732576251,-0.7054571082241616,0.0,1.5287238801398095,-0.9067307546454444,1,12.0,1,1,-1.0365090674882875,-1.0365090674882877
2016-03-16,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.8269610754837491,-0.7302629320236337,0.0,-0.7039723067900103,-1.0386225773587436,1,10.0,1,1,-0.946535863869252,-0.9465358638692521
2016-03-17,air_9241121af22ff1d6,0,0,0,0,1,0,0,-0.27630329180865826,0.0759263414592112,0.0,1.5287238801398095,-0.6189667778164278,1,20.0,1,1,-0.8987375994466394,-0.8987375994466396
2016-03-18,air_9241121af22ff1d6,1,0,0,0,0,0,0,-0.06354914811600938,0.199955460456572,0.0,0.5860299345472189,-0.47508478940191967,1,43.0,1,1,-0.5204411751393311,-0.5204411751393311
2016-03-19,air_9241121af22ff1d6,0,0,1,0,0,0,0,-0.05103419848703009,-0.38298139883102367,0.0,-0.8280109838416669,0.2443251526706217,1,50.0,1,1,-0.5028043823844632,-0.5028043823844633
2016-03-20,air_9241121af22ff1d6,0,0,0,1,0,0,0,-0.23875844292172016,-0.09771442513709373,1.0,-0.00935571530073298,-0.3911536294934564,1,41.0,1,1,-0.7167463466717722,-0.7167463466717723
2016-03-21,air_9241121af22ff1d6,0,1,0,0,0,0,0,-0.7268414784519144,-0.7426658439233698,1.0,-0.18300986317305235,-0.5590159493103827,1,58.0,1,1,-1.1655899419985516,-1.1655899419985518
2016-03-22,air_9241121af22ff1d6,0,0,0,0,0,1,0,-0.5391172340172243,-0.2837581036331349,0.0,0.883722759471195,-0.738868434828518,1,21.0,1,1,-1.0324193764146952,-1.0324193764146952
2016-03-23,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.4765424858723276,-0.22174354413445452,0.0,0.16429843257158638,-0.48707495510312865,1,5.0,1,1,-0.9304327052669815,-0.9304327052669816
2016-03-24,air_9241121af22ff1d6,0,0,0,0,1,0,0,-1.127319866579253,-1.2759910556120213,0.0,-0.9272419254829922,-0.8947405889442355,1,23.0,1,1,-0.9905000429103717,-0.9905000429103719
2016-03-25,air_9241121af22ff1d6,1,0,0,0,0,0,0,-0.9020507732576251,-0.6682483725249533,0.0,0.98295370111252,-1.0865832401635798,1,38.0,1,1,-0.3811360729450857,-0.3811360729450858
2016-03-26,air_9241121af22ff1d6,0,0,1,0,0,0,0,-0.9145657228866044,-0.9039036986199389,0.0,0.23872163880258032,-0.7748389319321451,1,50.0,1,1,-0.38701500386337495,-0.38701500386337506
2016-03-27,air_9241121af22ff1d6,0,0,0,1,0,0,0,-0.6142069317911003,-0.45739887022943987,0.0,-0.00935571530073298,-0.666927440621264,1,32.0,1,1,-0.9501143435586455,-0.9501143435586457
2016-03-28,air_9241121af22ff1d6,0,1,0,0,0,0,0,-0.5015723851302862,-0.37057848693128737,0.0,-0.604741365148685,-0.3072224695849933,1,26.0,1,1,-1.0684597790007293,-1.0684597790007293
2016-03-29,air_9241121af22ff1d6,0,0,0,0,0,1,0,-0.28881824143763757,-0.14732607273603787,0.0,1.1318001135745084,-0.4990651208043376,1,35.0,1,1,-0.7911276030727362,-0.7911276030727363
2016-03-30,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.05103419848703009,0.02631469386026706,0.0,-0.4062794818660343,-0.25926180678015714,1,8.0,1,1,-0.8772667213102787,-0.8772667213102788
2016-03-31,air_9241121af22ff1d6,0,0,0,0,1,0,0,-0.05103419848703009,0.05112051765973913,0.0,0.9581459657021888,-0.31921263528620225,1,30.0,1,1,-0.8412263187242446,-0.8412263187242447
2016-04-01,air_9241121af22ff1d6,1,0,0,0,0,0,0,-0.31384814069559613,-0.1721318965355104,0.0,-0.23262533399371504,-0.4151339608958745,1,25.0,1,1,-0.6323964682789264,-0.6323964682789265
2016-04-02,air_9241121af22ff1d6,0,0,1,0,0,0,0,-0.6016919821621209,-0.8046804034220502,0.0,-1.2993579566379623,-0.4630946237007106,1,49.0,1,1,-0.6497776553416946,-0.6497776553416947
2016-04-03,air_9241121af22ff1d6,0,0,0,1,0,0,0,-0.27630329180865826,-0.3457726631318153,0.0,-1.2993579566379623,-0.2472716410789482,1,49.0,1,1,-1.1793926493719264,-1.1793926493719264
2016-04-04,air_9241121af22ff1d6,0,1,0,0,0,0,0,0.03657044891582518,0.2619700199552524,0.0,-1.1257038087656428,-0.22329130967653021,1,44.0,1,1,-1.2931371823562186,-1.2931371823562186
2016-04-05,air_9241121af22ff1d6,0,0,0,0,0,1,0,-0.5641471332751828,-0.8666949629207306,0.0,-1.2993579566379623,-0.2952323038837843,1,23.0,1,1,-1.086607783139796,-1.0866077831397962
2016-04-06,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.0885790473739682,0.05112051765973913,0.0,0.7596840824195384,-0.5110552865055467,1,3.0,1,1,-1.0188722747334198,-1.01887227473342
2016-04-07,air_9241121af22ff1d6,0,0,0,0,1,0,0,-0.18869864440580275,0.03871760576000332,0.0,-1.1753192795863057,0.028502170048859413,1,14.0,1,1,-1.1359396817150058,-1.135939681715006
2016-04-08,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.09914519706072208,0.3859991389526132,0.0,-0.20781759858338358,-0.007468327054767739,1,27.0,1,1,-0.5715623135592376,-0.5715623135592377
2016-04-09,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.22429469335051547,0.4604166103510298,0.0,0.5612221991368875,-0.07940932126202183,1,48.0,1,1,-0.4782662359429081,-0.47826623594290824
2016-04-10,air_9241121af22ff1d6,0,0,0,1,0,0,0,0.23680964297949453,0.510028257949974,0.0,-0.2574330694040463,0.07646283285369533,1,28.0,1,1,-1.0641144822350372,-1.0641144822350372
2016-04-11,air_9241121af22ff1d6,0,1,0,0,0,0,0,-0.4640275362433483,-0.33336975123207907,0.0,0.23872163880258032,-0.4990651208043376,1,20.0,1,1,-1.3156304832609773,-1.3156304832609775
2016-04-12,air_9241121af22ff1d6,0,0,0,0,0,1,0,-0.6016919821621209,-0.5814279892268008,0.0,1.5287238801398095,-0.7748389319321451,1,18.0,1,1,-1.150509206164679,-1.1505092061646793
2016-04-14,air_9241121af22ff1d6,0,0,0,0,1,0,0,-0.0385192488580508,-0.27135519173339867,0.0,-1.2993579566379623,0.18437432416457658,1,18.0,1,1,-1.028074079649003,-1.028074079649003
2016-04-15,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.12417509631868066,0.199955460456572,0.0,1.7023780280121288,-0.06741915556081285,1,34.0,1,1,-0.5996789396901862,-0.5996789396901863
2016-04-16,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.061600348173783986,0.1379409009578916,0.0,-0.33185627563504033,-0.17533064687169408,1,47.0,1,1,-0.38164728432928474,-0.38164728432928485
2016-04-17,air_9241121af22ff1d6,0,0,0,1,0,0,0,0.4871086355590813,0.4108049627520857,0.0,-0.5551258943280223,0.6040301237068926,1,34.0,1,1,-1.1011773075894693,-1.1011773075894695
2016-04-18,air_9241121af22ff1d6,0,1,0,0,0,0,0,0.44956378667214314,0.8697127030423205,0.0,0.41237578667489966,0.26830548407303983,1,20.0,1,1,-1.406114898264212,-1.406114898264212
2016-04-19,air_9241121af22ff1d6,0,0,0,0,0,1,0,0.11166014668970116,0.2619700199552524,0.0,1.578339350960472,0.05248250145127737,1,22.0,1,1,-1.0855853603713979,-1.085585360371398
2016-04-20,air_9241121af22ff1d6,0,0,0,0,0,0,1,-0.05103419848703009,-0.0605056894378854,0.0,1.5287238801398095,-0.21130114397532104,1,15.0,1,1,-0.950369949250745,-0.9503699492507451
2016-04-21,air_9241121af22ff1d6,0,0,0,0,1,0,0,0.14920499557663924,0.05112051765973913,0.0,-1.2993579566379623,0.20835465556699476,1,14.0,1,1,-1.0579799456246484,-1.0579799456246484
2016-04-22,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.24932459260847403,0.4852224341505019,0.0,0.8092995532402009,0.19636448986578556,1,34.0,1,1,-0.5531587037280712,-0.5531587037280713
2016-04-23,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.3244142903823498,0.3239845794539328,0.0,-0.7783955130210043,0.2922858154754578,1,37.0,1,1,-0.4547505122697511,-0.4547505122697512
2016-04-24,air_9241121af22ff1d6,0,0,0,1,0,0,0,0.04908539854480447,-0.08531151323735747,0.0,-1.0016651317139862,0.06447266715248635,1,47.0,1,1,-1.0794508237610092,-1.0794508237610092
2016-04-25,air_9241121af22ff1d6,0,1,0,0,0,0,0,0.3494441896403088,0.4108049627520857,0.0,0.8589150240608634,0.2323349869694127,1,25.0,1,1,-1.2675766131462651,-1.2675766131462654
2016-04-26,air_9241121af22ff1d6,0,0,0,0,0,1,0,0.4871086355590813,0.6588632007468073,0.0,1.404685203088153,0.3162661468778758,1,30.0,1,1,-0.9876883802972769,-0.9876883802972769
2016-04-27,air_9241121af22ff1d6,0,0,0,0,0,0,1,0.3494441896403088,0.24956710805551657,0.0,-1.2249347504069683,0.436167803889966,1,1.0,1,1,-0.9680067420056129,-0.968006742005613
2016-04-28,air_9241121af22ff1d6,0,0,0,0,1,0,0,-0.11360894663192678,-0.5442192535275926,0.0,-1.2993579566379623,0.20835465556699476,1,33.0,1,1,-0.7231364889742605,-0.7231364889742605
2016-04-29,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.061600348173783986,0.199955460456572,1.0,1.0325691719331829,-0.01945849275597672,1,59.0,1,1,-0.5480465898860806,-0.5480465898860807
2016-04-30,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.08663024743174257,0.23716419615578033,0.0,1.4294929384984842,-0.12736998406685796,1,29.0,1,1,-0.5927775860034988,-0.592777586003499
2016-05-01,air_9241121af22ff1d6,0,0,0,1,0,0,0,0.3619591392692879,0.6464602888470711,0.0,0.9333382302918576,0.040492335750068394,1,42.0,1,1,-0.8767555099260796,-0.8767555099260798
2016-05-02,air_9241121af22ff1d6,0,1,0,0,0,0,0,0.2618395422374531,0.199955460456572,0.0,-0.4310872172763656,0.19636448986578556,1,41.0,1,1,-1.0181054576571213,-1.0181054576571213
2016-05-03,air_9241121af22ff1d6,0,0,0,0,0,1,0,0.6372880311068332,0.6092515531478627,1.0,0.18910616798191762,0.6639809522129376,1,50.0,1,1,-0.7287598142004502,-0.7287598142004503
2016-05-04,air_9241121af22ff1d6,0,0,0,0,0,0,1,0.8500421747994823,0.8945185268417926,1.0,0.98295370111252,0.8558236034322818,1,19.0,1,1,-0.7862710949228451,-0.7862710949228452
2016-05-05,air_9241121af22ff1d6,0,0,0,0,1,0,0,0.8500421747994823,0.9441301744407368,1.0,1.7519934988327917,0.6639809522129376,1,16.0,1,1,-0.981042632302689,-0.9810426323026891
2016-05-06,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.3494441896403088,0.336387491353669,0.0,-1.274550221227631,0.436167803889966,1,40.0,1,1,-1.1377289215597026,-1.1377289215597026
2016-05-07,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.737407628138668,0.820101055443376,0.0,1.5535316155501409,0.4601481352923842,1,45.0,1,1,-0.704221667758895,-0.7042216677588952
2016-05-08,air_9241121af22ff1d6,0,0,0,1,0,0,0,0.7499225777676475,0.8945185268417926,0.0,1.6527625571914661,0.6759711179141464,1,36.0,1,1,-1.0503117748616624,-1.0503117748616624
2016-05-09,air_9241121af22ff1d6,0,1,0,0,0,0,0,0.399503988156226,0.24956710805551657,0.0,-1.2993579566379623,0.5560694609020562,1,13.0,1,1,-1.485352662815067,-1.485352662815067
2016-05-10,air_9241121af22ff1d6,0,0,0,0,0,1,0,0.3869890385272465,0.3487904032534053,0.0,-1.274550221227631,0.5440792952008474,1,22.0,1,1,-1.3202313857187689,-1.320231385718769
2016-05-11,air_9241121af22ff1d6,0,0,0,0,0,0,1,0.7624375273966266,0.9069214387415289,0.0,-0.8776264546623296,0.5320891294996383,1,3.0,1,1,-1.1269934824915222,-1.1269934824915222
2016-05-12,air_9241121af22ff1d6,0,0,0,0,1,0,0,0.7999823762835647,1.0185476458391534,0.0,1.950455382115442,0.7119416150177736,1,23.0,1,1,-1.004558355975846,-1.0045583559758462
2016-05-13,air_9241121af22ff1d6,1,0,0,0,0,0,0,0.737407628138668,0.8325039673431122,0.0,1.4543006739088153,0.5920399580056833,1,39.0,1,1,-0.6415982731945096,-0.6415982731945097
2016-05-14,air_9241121af22ff1d6,0,0,1,0,0,0,0,0.5621983333329574,0.6216544650475989,0.0,0.9085304948815263,0.3402464782802939,1,39.0,1,1,-0.4782662359429081,-0.47826623594290824
