visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,total_area_visitors,total_genre_visitors
2016-01-25,air_37189c92b6c761ec,0,1,0,0,0,0,0,-1.7288980766254187,-1.4967008696096575,0.0,0.43822508614373323,-2.05944017059159,1,19.0,1,1,-1.420647336942703,-1.420647336942703
2016-01-30,air_37189c92b6c761ec,0,0,1,0,0,0,0,-1.7106552570047104,-1.5977756473557152,0.0,0.7685090255099728,-1.706002671961076,1,40.0,1,1,-0.6536534090186752,-0.6536534090186752
2016-01-31,air_37189c92b6c761ec,0,0,0,1,0,0,0,-1.391405913642314,-1.3956260918636,0.0,-0.603439645703637,-1.3616276732954469,1,39.0,1,1,-1.2112579946194435,-1.2112579946194435
2016-02-01,air_37189c92b6c761ec,0,1,0,0,0,0,0,-1.5647127000390435,-1.5977756473557152,0.0,-1.111568783190159,-1.4522526729442968,1,3.0,1,1,-1.466922637260786,-1.466922637260786
2016-02-02,air_37189c92b6c761ec,0,0,0,0,0,1,0,-1.4370129626940848,-1.3366658048450661,0.0,-0.7304719300752675,-1.4341276730145267,1,3.0,1,1,-1.3181258152435247,-1.3181258152435247
2016-02-06,air_37189c92b6c761ec,0,0,1,0,0,0,0,-1.3275560449698347,-1.2018994345169896,0.0,0.03172177615451566,-1.4794401728389517,1,48.0,1,1,-0.6050771269168201,-0.6050771269168201
2016-02-08,air_37189c92b6c761ec,0,1,0,0,0,0,0,-1.2545847664870013,-1.2355910270990087,0.0,0.6668831980126683,-1.3978776731549867,1,6.0,1,1,-1.4152783794472348,-1.4152783794472348
2016-02-09,air_37189c92b6c761ec,0,0,0,0,0,1,0,-1.1360064389523967,-0.9407895920063406,0.0,-0.8829106713212241,-1.4160026730847566,1,13.0,1,1,-1.1964294453462456,-1.1964294453462456
2016-02-12,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.8349999152107086,-0.7554858328052351,0.0,-1.086162326315833,-1.0172526746298176,1,45.0,1,1,-0.8880978863207863,-0.8880978863207863
2016-02-19,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.5613576209000832,-0.6459881569136725,0.0,-0.8829106713212241,-0.5369401764909137,1,16.0,1,1,-0.7768837667718024,-0.7768837667718024
2016-02-20,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.5978432601415,-0.7639087309507399,0.0,0.3874121723950812,-0.41006517698252404,1,25.0,1,1,-0.8111428288857423,-0.8111428288857423
2016-02-21,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.8349999152107086,-0.9323666938608358,0.0,-0.4764073613320064,-0.6910026758939585,1,63.0,1,1,-1.1816008960730477,-1.1816008960730477
2016-02-22,air_37189c92b6c761ec,0,1,0,0,0,0,0,-1.0630351604695634,-1.2018994345169896,0.0,-0.6796590163266152,-0.8088151754374631,1,31.0,1,1,-1.4058187876695052,-1.4058187876695052
2016-02-23,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.9809424721763758,-1.0250185734613886,0.0,-1.111568783190159,-0.9810026747702777,1,5.0,1,1,-1.1885038414243638,-1.1885038414243638
2016-02-26,air_37189c92b6c761ec,1,0,0,0,0,0,0,-1.2272205370559386,-1.2524368233900183,0.0,-0.04449759446846261,-1.0353776745595875,1,31.0,1,1,-0.627319950826617,-0.627319950826617
2016-02-27,air_37189c92b6c761ec,0,0,1,0,0,0,0,-1.3093132253491264,-1.1766307400804752,0.0,0.3874121723950812,-1.343502673365677,1,18.0,1,1,-0.4583256220406895,-0.4583256220406895
2016-02-28,air_37189c92b6c761ec,0,0,0,1,0,0,0,-1.3093132253491264,-1.1597849437894656,0.0,0.6414767411383422,-1.3616276732954469,1,52.0,1,1,-1.0448203122599293,-1.0448203122599293
2016-02-29,air_37189c92b6c761ec,0,1,0,0,0,0,0,-1.0447923408488549,-0.8144461198237686,0.0,-1.0099429556928545,-1.4613151729091816,1,21.0,1,1,-1.3577538348529328,-1.3577538348529328
2016-03-01,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.9809424721763758,-0.9744811845883599,0.0,-0.37478153383470203,-0.9810026747702777,1,18.0,1,1,-1.2480737031597968,-1.2480737031597968
2016-03-02,air_37189c92b6c761ec,0,0,0,0,0,0,1,-1.199856307624876,-1.1176704530619415,0.0,0.5144444567667117,-1.2166276738572872,1,15.0,1,1,-1.1174290707700707,-1.1174290707700707
2016-03-03,air_37189c92b6c761ec,0,0,0,0,1,0,0,-1.3640416842112515,-1.227168128953504,0.0,-0.9591300419442024,-1.3978776731549867,1,3.0,1,1,-1.1343029371843993,-1.1343029371843993
2016-03-04,air_37189c92b6c761ec,1,0,0,0,0,0,0,-1.482620011745856,-1.1092475549164367,0.0,0.9463542236302553,-1.8781901712938907,1,6.0,1,1,-0.7592429064295497,-0.7592429064295497
2016-03-05,air_37189c92b6c761ec,0,0,1,0,0,0,0,-1.2637061762973554,-0.9155208975698262,0.0,1.3528575336194728,-1.5791276724526864,1,30.0,1,1,-0.5347693501904509,-0.5347693501904509
2016-03-06,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.5796004405207916,-0.460684397712567,0.0,-1.111568783190159,-1.0172526746298176,1,43.0,1,1,-1.172908298223242,-1.172908298223242
2016-03-07,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.36980801488264525,-0.4859530921490814,0.0,-0.04449759446846261,-0.4010026770176391,1,14.0,1,1,-1.4628320029785244,-1.4628320029785244
2016-03-08,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.5431148012793748,-0.3848783144030237,0.0,-0.22234279258874537,-0.5188151765611438,1,7.0,1,1,-1.125099010049311,-1.125099010049311
2016-03-09,air_37189c92b6c761ec,0,0,0,0,0,0,1,-0.8076356857796462,-0.9407895920063406,0.0,-0.06990405134278885,-0.6819401759290734,1,12.0,1,1,-1.1718856396526767,-1.1718856396526767
2016-03-10,air_37189c92b6c761ec,0,0,0,0,1,0,0,-0.9353354231246048,-0.8649835086967974,0.0,0.6414767411383422,-1.0172526746298176,1,10.0,1,1,-1.0504449343980389,-1.0504449343980389
2016-03-11,air_37189c92b6c761ec,1,0,0,0,0,0,0,-1.0083067016074383,-1.008172777170379,0.0,-0.2731557063373976,-0.8269401753672332,1,12.0,1,1,-0.7091326364718465,-0.7091326364718465
2016-03-12,air_37189c92b6c761ec,0,0,1,0,0,0,0,-1.0083067016074383,-0.9913269808793694,0.0,0.5398509136410378,-1.0172526746298176,1,30.0,1,1,-0.517639819133481,-0.517639819133481
2016-03-13,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.8623641446417712,-0.671256851350187,0.0,0.8193219392586247,-1.252877673716827,1,76.0,1,1,-1.1222866989802562,-1.1222866989802562
2016-03-14,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.5339933914690207,-0.418569906985043,0.0,0.870134853007277,-0.7544401756481532,1,8.0,1,1,-1.3531518712853885,-1.3531518712853885
2016-03-15,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.7711500465382294,-0.8228690179692734,0.0,0.6414767411383422,-0.6819401759290734,1,6.0,1,1,-1.076011398662173,-1.076011398662173
2016-03-16,air_37189c92b6c761ec,0,0,0,0,0,0,1,-0.44277929336547883,-0.23326614778393726,0.0,1.3782639904937992,-1.0444401745244725,1,18.0,1,1,-0.9860174444524206,-0.9860174444524206
2016-03-17,air_37189c92b6c761ec,0,0,0,0,1,0,0,-0.1326513598134365,-0.15746006447439417,0.0,1.0733865080018858,-0.2650651775443644,1,31.0,1,1,-0.9382081562784895,-0.9382081562784895
2016-03-18,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.050558671520248906,0.20472455578231233,0.0,0.36200571552075494,-0.43725267687717895,1,1.0,1,1,-0.5598244851693025,-0.5598244851693025
2016-03-19,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.18737981867556167,-0.1321913700378797,0.0,-1.111568783190159,-0.011315178527584973,1,44.0,1,1,-0.5421836248270498,-0.5421836248270498
2016-03-20,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.6890573582450418,-0.7891774253872541,1.0,0.18416051740047218,-0.6728776759641885,1,100.0,1,1,-0.7561749307178536,-0.7561749307178536
2016-03-21,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.8532427348314171,-0.8228690179692734,1.0,0.10794114677749392,-0.7997526754725781,1,4.0,1,1,-1.2051220431960512,-1.2051220431960512
2016-03-22,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.6343288993829167,-0.6628339532046822,0.0,-0.2477492494630715,-0.5913151762802237,1,6.0,1,1,-1.0719207643799118,-1.0719207643799118
2016-03-24,air_37189c92b6c761ec,0,0,0,0,1,0,0,-0.6981787680553959,-0.6038736661861486,0.0,0.9463542236302553,-0.6728776759641885,1,24.0,1,1,-1.0299917629867315,-1.0299917629867315
2016-03-25,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.7346644072968127,-0.7554858328052351,0.0,0.05712823302884167,-0.7453776756832683,1,4.0,1,1,-0.4204872549297708,-0.4204872549297708
2016-03-26,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.48838634241724976,-0.5280675828766054,0.0,0.6668831980126683,-0.36475267715809917,1,64.0,1,1,-0.42636754171052166,-0.42636754171052166
2016-03-27,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.1508941794341449,-0.0900768793103557,0.0,1.0987929648762118,-0.4010026770176391,1,127.0,1,1,-0.9895967494493993,-0.9895967494493993
2016-03-28,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.2694725069687493,-0.3848783144030237,0.0,1.0225735942532337,-0.32850267729855925,1,5.0,1,1,-1.107969478992341,-1.107969478992341
2016-03-29,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.34244378545158277,-0.08165398116485094,0.0,1.5815156454884078,-0.6094401762099936,1,11.0,1,1,-0.8305733417264843,-0.8305733417264843
2016-03-30,air_37189c92b6c761ec,0,0,0,0,0,0,1,-0.18737981867556167,-0.06480818487384124,0.0,-0.06990405134278885,-0.21975267771993953,1,14.0,1,1,-0.9167323262966167,-0.9167323262966167
2016-03-31,air_37189c92b6c761ec,0,0,0,0,1,0,0,-0.3242009658308744,-0.30064933294797574,0.0,-0.29856216321172363,-0.2650651775443644,1,15.0,1,1,-0.8806836116841874,-0.8806836116841874
2016-04-01,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.20562263829626998,-0.09849977745586047,0.0,1.9117995848546474,-0.16537767793062963,1,13.0,1,1,-0.6718055986462106,-0.6718055986462106
2016-04-02,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.30595814621016604,-0.25853484222045175,0.0,0.7431025686356465,-0.42819017691229405,1,39.0,1,1,-0.6891907943458219,-0.6891907943458219
2016-04-03,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.02319444208918629,-0.14903716632888925,0.0,-0.7304719300752675,0.06118482119149486,1,12.0,1,1,-1.2189279338986836,-1.2189279338986836
2016-04-04,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.10528713038237399,-0.05638528672833647,0.0,1.5561091886140819,-0.1744401778955146,1,12.0,1,1,-1.332698699874081,-1.332698699874081
2016-04-05,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.11440854019272813,0.15418716690928355,0.0,0.7431025686356465,-0.45537767680694896,1,11.0,1,1,-1.1261216686198763,-1.1261216686198763
2016-04-06,air_37189c92b6c761ec,0,0,0,0,0,0,1,-0.014073032278832137,-0.05638528672833647,0.0,1.50529627486543,0.09743482105103478,1,13.0,1,1,-1.0583705383199205,-1.0583705383199205
2016-04-07,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.04977683639364717,0.19630165763680757,0.0,0.3365992586464289,-0.29225267743901934,1,8.0,1,1,-1.1754649446496555,-1.1754649446496555
2016-04-08,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.041437261709894674,0.05311238916322586,0.0,-0.4764073613320064,-0.1291276780710897,1,13.0,1,1,-0.6109574136975711,-0.6109574136975711
2016-04-09,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.24210827753768674,-0.07323108301934617,0.0,-0.4764073613320064,-0.28319017747413433,1,39.0,1,1,-0.517639819133481,-0.517639819133481
2016-04-10,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.3789294246929995,-0.40172411069403335,0.0,0.59066382738969,-0.32850267729855925,1,12.0,1,1,-1.103623180067438,-1.103623180067438
2016-04-11,air_37189c92b6c761ec,0,1,0,0,0,0,0,-0.5522362110897291,-0.5112217865855958,0.0,0.3365992586464289,-0.41006517698252404,1,3.0,1,1,-1.3551971884265193,-1.3551971884265193
2016-04-12,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.2603510971583951,-0.19115165705641327,0.0,1.0225735942532337,-0.33756517726344426,1,8.0,1,1,-1.190037829280212,-1.190037829280212
2016-04-14,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.20484080316966832,0.3142222316738748,0.0,-0.9845364988185284,0.2786848203487343,1,7.0,1,1,-1.0675744654550088,-1.0675744654550088
2016-04-15,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.28771532658945764,-0.34276382367549973,0.0,-0.7558783869495935,-0.11100267814131975,1,3.0,1,1,-0.6390805243881187,-0.6390805243881187
2016-04-16,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.10528713038237399,-0.0479623885828317,0.0,0.8193219392586247,-0.2650651775443644,1,99.0,1,1,-0.4209985842150535,-0.4209985842150535
2016-04-17,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.12352995000308237,-0.33434092552999495,0.0,-1.111568783190159,0.16087232080522965,1,23.0,1,1,-1.140694553250433,-1.140694553250433
2016-04-19,air_37189c92b6c761ec,0,0,0,0,0,1,0,-0.3606866050722911,-0.376455416257519,0.0,-0.7558783869495935,-0.22881517768482446,1,16.0,1,1,-1.125099010049311,-1.125099010049311
2016-04-20,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.13186952468683477,0.2299932502188268,0.0,0.31119280177210273,-0.0475651783871249,1,5.0,1,1,-0.9898524140920407,-0.9898524140920407
2016-04-21,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.6061828348252525,0.7016755463670955,0.0,1.6831414729857124,0.5052473194708588,1,11.0,1,1,-1.097487228644046,-1.097487228644046
2016-04-22,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.4055118189974603,0.7606358333856293,0.0,1.530702731739756,0.18805982069988456,1,10.0,1,1,-0.5925495594273944,-0.5925495594273944
2016-04-23,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.040655426583292936,-0.005847897855307691,0.0,-0.9337235850698762,0.07024732115637985,1,35.0,1,1,-0.49411867201047743,-0.49411867201047743
2016-04-24,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.09538388544541809,0.20472455578231233,0.0,0.7939154823842988,0.024934821331954956,1,44.0,1,1,-1.1189630586259187,-1.1189630586259187
2016-04-27,air_37189c92b6c761ec,0,0,0,0,0,0,1,-0.08704431076166559,0.13734137061827387,0.0,1.6831414729857124,-0.2650651775443644,1,15.0,1,1,-1.0074932744342933,-1.0074932744342933
2016-04-28,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.03153401677293879,0.16261006505478834,0.0,0.7431025686356465,-0.3103776773687893,1,6.0,1,1,-0.7625665467838871,-0.7625665467838871
2016-04-29,air_37189c92b6c761ec,1,0,0,0,0,0,0,-0.38805083450335376,-0.5364904810221102,1.0,-1.111568783190159,-0.11100267814131975,1,30.0,1,1,-0.5874362665745675,-0.5874362665745675
2016-04-30,air_37189c92b6c761ec,0,0,1,0,0,0,0,-0.34244378545158277,-0.45226149956706213,0.0,-0.7050654732009414,-0.14725267800085967,1,21.0,1,1,-0.6321775790368025,-0.6321775790368025
2016-05-01,air_37189c92b6c761ec,0,0,0,1,0,0,0,-0.1326513598134365,-0.11534557374687017,0.0,-0.019091137594136595,-0.06569017831689486,1,13.0,1,1,-0.9162209970113341,-0.9162209970113341
2016-05-02,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.19571939335931418,0.44898860200195145,0.0,1.4798898179911033,-0.32850267729855925,1,6.0,1,1,-1.0576035443919964,-1.0576035443919964
2016-05-03,air_37189c92b6c761ec,0,0,0,0,0,1,0,1.0257676861015448,1.324970009134451,1.0,1.530702731739756,0.5505598192952837,1,31.0,1,1,-0.7681911689219967,-0.7681911689219967
2016-05-04,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.7065183427391485,0.6174465649120475,1.0,-1.0353494125671807,0.913059817890683,1,27.0,1,1,-0.8257157135162988,-0.8257157135162988
2016-05-05,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.35078336013533523,0.1457642687637788,1.0,-0.9083171281955502,0.48712231954108887,1,7.0,1,1,-1.0205321712090019,-1.0205321712090019
2016-05-06,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.4055118189974603,0.26368484280084586,0.0,-0.17152987884009313,0.41462231982200903,1,5.0,1,1,-1.177254597148145,-1.177254597148145
2016-05-07,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.42375463861816876,0.5332175834569994,0.0,-0.40018799070902816,0.5686848192250537,1,17.0,1,1,-0.7436473632284278,-0.7436473632284278
2016-05-08,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.4055118189974603,0.43214280571094194,0.0,1.3782639904937992,0.32399732017315924,1,29.0,1,1,-1.0898172893648057,-1.0898172893648057
2016-05-09,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.5058473269113563,0.8280190185496675,0.0,1.8101737573573429,-0.06569017831689486,1,11.0,1,1,-1.5249585111403707,-1.5249585111403707
2016-05-10,air_37189c92b6c761ec,0,0,0,0,0,1,0,0.6335470642563149,0.6932526482215908,0.0,0.36200571552075494,0.5143098194357437,1,6.0,1,1,-1.3597991519940635,-1.3597991519940635
2016-05-11,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.3781475895663979,0.2721077409463508,0.0,-1.111568783190159,0.5868098191548237,1,3.0,1,1,-1.1665166821572084,-1.1665166821572084
2016-05-13,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.6791541133080858,1.2660097221159174,0.0,1.784767300483017,0.2061848206296545,1,8.0,1,1,-0.6810095257812989,-0.6810095257812989
2016-05-14,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.68827552311844,0.9459395925867349,0.0,2.267489981095213,0.3421223201029292,1,8.0,1,1,-0.517639819133481,-0.517639819133481
2016-05-15,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.68827552311844,0.8701335092771916,0.0,0.5652573705153637,0.37837231996246906,1,53.0,1,1,-1.142995535034205,-1.142995535034205
2016-05-16,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.6791541133080858,0.600600768621038,0.0,-0.40018799070902816,0.5958723191197086,1,7.0,1,1,-1.4628320029785244,-1.4628320029785244
2016-05-17,air_37189c92b6c761ec,0,0,0,0,0,1,0,0.8524608997048154,0.8027503241131534,0.0,0.6668831980126683,0.8949348179609131,1,29.0,1,1,-1.287701722769205,-1.287701722769205
2016-05-18,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.8524608997048154,0.8617106111316869,0.0,1.860986671105995,0.8224348182418332,1,4.0,1,1,-1.0813803561576414,-1.0813803561576414
2016-05-19,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.934553587998003,1.274432620261422,0.0,2.08964478297493,0.5143098194357437,1,2.0,1,1,-1.0726877583078358,-1.0726877583078358
2016-05-20,air_37189c92b6c761ec,1,0,0,0,0,0,0,1.0896175547740243,1.3923531942984892,0.0,2.1658641535979086,0.6139973190494785,1,3.0,1,1,-0.6804981964960162,-0.6804981964960162
2016-05-21,air_37189c92b6c761ec,0,0,1,0,0,0,0,1.2081958823086285,1.5523882590630804,0.0,2.318302894843865,0.6593098188739034,1,19.0,1,1,-0.40080107744638743,-0.40080107744638743
2016-05-22,air_37189c92b6c761ec,0,0,0,1,0,0,0,1.2264387019293372,1.5523882590630804,0.0,2.4199287223411696,0.940247317785338,1,12.0,1,1,-1.1470861693164665,-1.1470861693164665
2016-05-23,air_37189c92b6c761ec,0,1,0,0,0,0,0,1.0713747351533158,1.2238952313883935,0.0,1.8101737573573429,0.7408723185578683,1,2.0,1,1,-1.3523848773574645,-1.3523848773574645
2016-05-24,air_37189c92b6c761ec,0,0,0,0,0,1,0,0.9710392272394199,1.0385914721872875,0.0,0.9971671373789077,0.7499348185227532,1,4.0,1,1,-1.239381105309991,-1.239381105309991
2016-05-25,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.9436749978083573,1.0554372684782973,0.0,-0.09531050821711486,0.940247317785338,1,10.0,1,1,-1.0312700861999382,-1.0312700861999382
2016-05-26,air_37189c92b6c761ec,0,0,0,0,1,0,0,1.1990744724982745,1.1143975554968308,0.0,0.3365992586464289,1.2755598164860822,1,3.0,1,1,-0.9947100423022263,-0.9947100423022263
2016-05-27,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.8889465389462321,0.7606358333856293,0.0,1.3274510767451468,0.7227473186280984,1,1.0,1,1,-0.6971163982677034,-0.6971163982677034
2016-05-28,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.68827552311844,0.8280190185496675,0.0,0.3365992586464289,0.48712231954108887,1,57.0,1,1,-0.4992319648633043,-0.4992319648633043
2016-05-29,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.5970614250148981,0.8195961204041629,0.0,1.4798898179911033,0.32399732017315924,1,7.0,1,1,-1.0108169147886308,-1.0108169147886308
2016-05-30,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.7886110310323362,0.9964769814597636,0.0,1.1496058786248644,0.5958723191197086,1,9.0,1,1,-1.3390903159401146,-1.3390903159401146
2016-05-31,air_37189c92b6c761ec,0,0,0,0,0,1,0,0.779489621221982,0.93751669444123,0.0,-0.7812848438239197,0.8496223181364881,1,16.0,1,1,-1.1082251436349824,-1.1082251436349824
2016-06-01,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.25956926203179337,0.15418716690928355,0.0,-1.111568783190159,0.4055598198571241,1,2.0,1,1,-1.129700973616855,-1.129700973616855
2016-06-03,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.23220503260073078,0.1878787594913028,0.0,-0.9083171281955502,0.09743482105103478,1,20.0,1,1,-0.7556636014325709,-0.7556636014325709
2016-06-04,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.15011234430754325,-0.031116592291822155,0.0,-1.111568783190159,0.3964973198922391,1,29.0,1,1,-0.5792549980100445,-0.5792549980100445
2016-06-05,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.4055118189974603,0.6511381574940669,0.0,1.1496058786248644,0.36024732003269916,1,19.0,1,1,-1.1764876032202207,-1.1764876032202207
2016-06-06,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.7612468016012737,0.9038251018592109,0.0,1.759360843608691,0.48712231954108887,1,54.0,1,1,-1.3672134266306624,-1.3672134266306624
2016-06-08,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.8433394898944612,0.6511381574940669,0.0,-0.857504214446898,0.885872317996028,1,9.0,1,1,-1.0532572454670937,-1.0532572454670937
2016-06-09,air_37189c92b6c761ec,0,0,0,0,1,0,0,0.9436749978083573,0.6764068519305814,0.0,-1.0353494125671807,1.1849348168372325,1,10.0,1,1,-1.1043901739953623,-1.1043901739953623
2016-06-10,air_37189c92b6c761ec,1,0,0,0,0,0,0,0.779489621221982,0.642715259348562,0.0,-0.6796590163266152,0.913059817890683,1,27.0,1,1,-0.6595336957994261,-0.6595336957994261
2016-06-11,air_37189c92b6c761ec,0,0,1,0,0,0,0,0.8798251291358781,0.9038251018592109,0.0,0.7176961117613205,0.8586848181013731,1,40.0,1,1,-0.4966753184368909,-0.4966753184368909
2016-06-12,air_37189c92b6c761ec,0,0,0,1,0,0,0,0.9163107683772946,1.232318129533898,0.0,1.0987929648762118,0.6774348188036735,1,6.0,1,1,-1.1340472725417579,-1.1340472725417579
2016-06-13,air_37189c92b6c761ec,0,1,0,0,0,0,0,0.8342180800841071,0.6595610556395715,0.0,-1.111568783190159,1.0308723174341878,1,3.0,1,1,-1.4293399347925086,-1.4293399347925086
2016-06-14,air_37189c92b6c761ec,0,0,0,0,0,1,0,0.8068538506530445,0.5500633797480093,0.0,-1.111568783190159,1.0218098174693027,1,4.0,1,1,-1.1447851875326944,-1.1447851875326944
2016-06-15,air_37189c92b6c761ec,0,0,0,0,0,0,1,0.9163107683772946,0.853287712986182,0.0,-0.7558783869495935,0.876809818031143,1,14.0,1,1,-1.083937002584055,-1.083937002584055
