visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Musashino-shi Midorichō,total_area_visitors,total_genre_visitors
2016-07-11,air_88f31db64991768a,0,1,0,0,0,0,0,1.35427800838143,1.5749810669385549,0.0,1.3711708014131019,1.1207058728885173,1,10.0,1,1,-1.208014072702046,-1.2080140727020463
2016-07-12,air_88f31db64991768a,0,0,0,0,0,1,0,1.2994037201760724,1.3666140366697639,0.0,0.6381338091034168,1.2858769524224436,1,3.0,1,1,-0.4963844994751926,-0.49638449947519264
2016-07-13,air_88f31db64991768a,0,0,0,0,0,0,1,1.06893170971357,0.7744130032742521,0.0,-1.3980800584234867,1.2445841825389619,1,5.0,1,1,-0.42507374784861796,-0.42507374784861796
2016-07-14,air_88f31db64991768a,0,0,0,0,1,0,0,1.0908814249957128,1.4872475805095904,0.0,-0.23065077437472878,1.027797140650684,1,10.0,1,1,-0.2122499502480636,-0.2122499502480636
2016-07-15,air_88f31db64991768a,1,0,0,0,0,0,0,0.7287111228403519,0.35767894273666967,0.0,-1.3980800584234867,1.0174739481798134,1,11.0,1,1,0.9549555647174766,0.9549555647174768
2016-07-16,air_88f31db64991768a,0,0,1,0,0,0,0,0.9372334180207115,0.7853796890778728,0.0,-1.1537343943202583,0.9348884084128503,1,14.0,1,1,1.4012943624630836,1.4012943624630838
2016-07-17,air_88f31db64991768a,0,0,0,1,0,0,0,1.1786802861242853,0.9937467193466639,0.0,-1.2623324672550265,1.2239377975972212,1,12.0,1,1,0.48866453594681764,0.48866453594681775
2016-07-18,air_88f31db64991768a,0,1,0,0,0,0,0,1.4201271542278593,1.454347523098729,1.0,0.33948910853280434,1.3271697223059251,1,8.0,1,1,-1.0158814776459901,-1.0158814776459903
2016-07-19,air_88f31db64991768a,0,0,0,0,0,1,0,1.3433031507403586,1.3227472934552815,0.0,0.06799392619588389,1.3271697223059251,1,4.0,1,1,-0.8429621420955398,-0.8429621420955399
2016-07-20,air_88f31db64991768a,0,0,0,0,0,0,1,1.1786802861242853,1.0595468341683876,0.0,-0.7464916208148776,1.2342609900680916,1,1.0,1,1,-0.3685424266109707,-0.3685424266109707
2016-07-21,air_88f31db64991768a,0,0,0,0,1,0,0,0.6628619769939229,0.40154568595115225,0.0,-1.3980800584234867,0.9555347933545913,1,12.0,1,1,-0.15091531413401496,-0.15091531413401493
2016-07-22,air_88f31db64991768a,1,0,0,0,0,0,0,0.6079876887885651,0.2370453988968434,0.0,-1.3980800584234867,0.8729492535876282,1,22.0,1,1,1.017768143870418,1.0177681438704183
2016-07-23,air_88f31db64991768a,0,0,1,0,0,0,0,0.7177362651992806,0.5002458581837373,0.0,-1.3709305401897949,0.7903637138206651,1,19.0,1,1,1.3292446393170627,1.329244639317063
2016-07-24,air_88f31db64991768a,0,0,0,1,0,0,0,0.8823591298153537,0.8950465471140787,0.0,0.3123395902991122,0.7284245589954426,1,12.0,1,1,-0.43135500576391206,-0.4313550057639121
2016-07-25,air_88f31db64991768a,0,1,0,0,0,0,0,1.014057421508212,0.884079861310458,0.0,-1.2894819854887185,0.9555347933545913,1,1.0,1,1,-1.06576205520862,-1.0657620552086202
2016-07-26,air_88f31db64991768a,0,0,0,0,0,1,0,0.9043088450974968,0.7744130032742521,0.0,-1.3709305401897949,0.9968275632380728,1,3.0,1,1,-0.3448953379886869,-0.3448953379886869
2016-07-27,air_88f31db64991768a,0,0,0,0,0,0,1,0.9262585603796397,0.7086128884525285,0.0,-1.3980800584234867,1.0071507557089432,1,9.0,1,1,-0.14426457045899763,-0.14426457045899763
2016-07-28,air_88f31db64991768a,0,0,0,0,1,0,0,1.233554574329643,1.1582470064009727,0.0,-0.06775366497257634,1.2342609900680916,1,12.0,1,1,0.07779637113463632,0.07779637113463637
2016-07-29,air_88f31db64991768a,1,0,0,0,0,0,0,1.2994037201760724,1.399514094080626,0.0,1.1811241737772578,1.1826450277137397,1,10.0,1,1,1.2608897737682734,1.2608897737682738
2016-07-30,air_88f31db64991768a,0,0,1,0,0,0,0,1.3213534354582155,1.509180952116832,0.0,1.7784135749184826,1.079413103005036,1,11.0,1,1,1.3776472738407999,1.3776472738408
2016-07-31,air_88f31db64991768a,0,0,0,1,0,0,0,1.2884288625350007,1.202113749615455,0.0,0.36663862676649633,1.316846529835055,1,19.0,1,1,-0.38701671459712994,-0.38701671459712994
2016-08-01,air_88f31db64991768a,0,1,0,0,0,0,0,1.2664791472528578,1.0924468915792491,0.0,-0.9908372849181061,1.3478161072476658,1,15.0,1,1,-1.119706976128205,-1.1197069761282052
2016-08-03,air_88f31db64991768a,0,0,0,0,0,0,1,1.2225797166885712,1.2350138070263168,0.0,-0.6650430661138014,1.1723218352428693,1,3.0,1,1,-0.32346516392474217,-0.32346516392474217
2016-08-04,air_88f31db64991768a,0,0,0,0,1,0,0,1.3872025813046445,1.4433808372951082,0.0,0.6652833273371087,1.3065233373641842,1,9.0,1,1,-0.19747051985913622,-0.19747051985913622
2016-08-05,air_88f31db64991768a,1,0,0,0,0,0,0,1.453051727151074,1.5969144385457963,0.0,0.9910775461414136,1.2962001448933138,1,9.0,1,1,0.8478046943977531,0.8478046943977533
2016-08-06,air_88f31db64991768a,0,0,1,0,0,0,0,1.5298757306385746,1.618847810153038,0.0,0.5023862179349565,1.4510480319563697,1,13.0,1,1,0.6068999790582367,0.6068999790582368
2016-08-07,air_88f31db64991768a,0,0,0,1,0,0,0,1.4640265847921456,1.4433808372951082,0.0,1.5340679108152546,1.4200784545437588,1,15.0,1,1,-0.5832136530101409,-0.583213653010141
2016-08-09,air_88f31db64991768a,0,0,0,0,0,1,0,1.8152220293064343,1.8601148978326902,0.0,1.0182270643751055,1.4200784545437588,1,1.0,1,1,-0.27358458636211225,-0.27358458636211225
2016-08-10,air_88f31db64991768a,0,0,0,0,0,0,1,1.4969511577153598,1.465314208902349,0.0,0.5566852544023407,1.5026639943107216,1,16.0,1,1,0.7251354221696558,0.725135422169656
2016-08-11,air_88f31db64991768a,0,0,0,0,1,0,0,1.2884288625350007,1.256947178633558,1.0,-0.17635173790734462,1.4097552620728881,1,10.0,1,1,0.4162453270410734,0.41624532704107353
2016-08-12,air_88f31db64991768a,1,0,0,0,0,0,0,1.2116048590475,1.2679138644371786,0.0,-0.5835945114127253,1.2962001448933138,1,12.0,1,1,-0.014205583036436648,-0.01420558303643661
2016-08-13,air_88f31db64991768a,0,0,1,0,0,0,0,1.2225797166885712,1.2679138644371786,1.0,-0.42069740201057304,1.2858769524224436,1,12.0,1,1,0.15095455155982687,0.15095455155982695
2016-08-14,air_88f31db64991768a,0,0,0,1,0,0,0,1.1457557132010705,1.125346948990111,1.0,-0.6378935478801094,1.213614605126351,1,15.0,1,1,-0.8802802038275814,-0.8802802038275815
2016-08-15,air_88f31db64991768a,0,1,0,0,0,0,0,1.2006300014064284,1.2240471212226964,1.0,-1.1537343943202583,1.2755537599515732,1,11.0,1,1,-1.4034720395956108,-1.403472039595611
2016-08-16,air_88f31db64991768a,0,0,0,0,0,1,0,1.2116048590475,1.311780607651661,0.0,-0.2849498108421129,1.2239377975972212,1,1.0,1,1,-1.2863450537633612,-1.2863450537633614
2016-08-17,air_88f31db64991768a,0,0,0,0,0,0,1,1.4969511577153598,1.6846479249747608,0.0,1.3440212831794098,1.161998642771999,1,4.0,1,1,-0.7864308208578925,-0.7864308208578926
2016-08-18,air_88f31db64991768a,0,0,0,0,1,0,0,1.1677054284832136,1.015680090953905,0.0,-1.3166315037224106,1.378785684660277,1,9.0,1,1,-0.5122723871432895,-0.5122723871432896
2016-08-19,air_88f31db64991768a,1,0,0,0,0,0,0,1.3323282930992868,1.355647350866143,0.0,0.5023862179349565,1.3478161072476658,1,9.0,1,1,0.8112256041851578,0.811225604185158
2016-08-20,air_88f31db64991768a,0,0,1,0,0,0,0,1.046981994431427,0.9498799761321817,0.0,-1.2080334307876424,1.2342609900680916,1,20.0,1,1,0.6944681041126315,0.6944681041126316
2016-08-21,air_88f31db64991768a,0,0,0,1,0,0,0,1.3652528660225014,1.5420810095276933,0.0,0.6924328455708009,1.19296822018461,1,4.0,1,1,-0.7742377907870274,-0.7742377907870275
2016-08-23,air_88f31db64991768a,0,0,0,0,0,1,0,1.1677054284832136,1.2130804354190756,0.0,-0.013454628505192443,1.110382680417647,1,5.0,1,1,-0.5765629093351237,-0.5765629093351237
2016-08-24,air_88f31db64991768a,0,0,0,0,0,0,1,1.1677054284832136,1.202113749615455,0.0,-0.5021459567116492,1.1723218352428693,1,7.0,1,1,-0.3877556861165763,-0.38775568611657635
2016-08-25,air_88f31db64991768a,0,0,0,0,1,0,0,1.3652528660225014,1.4433808372951082,0.0,0.773881400271877,1.2239377975972212,1,2.0,1,1,-0.25917464173290805,-0.25917464173290805
2016-08-26,air_88f31db64991768a,1,0,0,0,0,0,0,1.4201271542278593,1.4982142663132112,0.0,1.6969650202174067,1.2239377975972212,1,11.0,1,1,1.1071836977234286,1.1071836977234288
2016-08-27,air_88f31db64991768a,0,0,1,0,0,0,0,0.8604094145332107,0.7963463748814932,0.0,-1.3980800584234867,0.8935956385293689,1,16.0,1,1,1.169626791116647,1.1696267911166471
2016-08-28,air_88f31db64991768a,0,0,0,1,0,0,0,0.6738368346349942,0.41251237175477257,0.0,-1.3980800584234867,0.8626260611167577,1,9.0,1,1,-0.22813783791616055,-0.22813783791616055
2016-08-29,air_88f31db64991768a,0,1,0,0,0,0,0,1.0360071367903552,1.0814802057756288,0.0,-0.6378935478801094,1.0174739481798134,1,7.0,1,1,-1.3886926092066834,-1.3886926092066836
2016-08-30,air_88f31db64991768a,0,0,0,0,0,1,0,0.9262585603796397,0.9060132329176991,0.0,-1.3166315037224106,0.8935956385293689,1,2.0,1,1,-0.6027963982754697,-0.6027963982754698
2016-08-31,air_88f31db64991768a,0,0,0,0,0,0,1,1.189655143765357,1.3227472934552815,0.0,1.859862129619559,0.8213332912332763,1,10.0,1,1,-0.1767793173146379,-0.17677931731463786
2016-09-01,air_88f31db64991768a,0,0,0,0,1,0,0,1.2116048590475,1.3227472934552815,0.0,1.2354232102446416,0.8729492535876282,1,4.0,1,1,-0.5669562795823209,-0.5669562795823209
2016-09-02,air_88f31db64991768a,1,0,0,0,0,0,0,1.2006300014064284,1.1911470638118347,0.0,0.5295357361686485,1.110382680417647,1,9.0,1,1,0.6268522100832886,0.6268522100832888
2016-09-03,air_88f31db64991768a,0,0,1,0,0,0,0,1.255504289611786,1.2788805502407994,0.0,0.6381338091034168,1.2962001448933138,1,9.0,1,1,1.203988966770903,1.2039889667709034
2016-09-04,air_88f31db64991768a,0,0,0,1,0,0,0,1.2225797166885712,1.311780607651661,0.0,0.013694889728499748,1.2032914126554806,1,12.0,1,1,-0.7077303540368541,-0.7077303540368542
2016-09-05,air_88f31db64991768a,0,1,0,0,0,0,0,1.409152296586788,1.4982142663132112,0.0,1.316871764945718,1.3065233373641842,1,13.0,1,1,-1.2985380838342264,-1.2985380838342266
2016-09-06,air_88f31db64991768a,0,0,0,0,0,1,0,1.4859763000742885,1.4433808372951082,0.0,1.316871764945718,1.4200784545437588,1,3.0,1,1,-0.6027963982754697,-0.6027963982754698
2016-09-07,air_88f31db64991768a,0,0,0,0,0,0,1,1.2994037201760724,1.2679138644371786,0.0,-0.5835945114127253,1.3684624921894069,1,6.0,1,1,-0.5070995865071649,-0.507099586507165
2016-09-08,air_88f31db64991768a,0,0,0,0,1,0,0,1.1347808555599992,1.0376134625611462,0.0,-1.1537343943202583,1.213614605126351,1,8.0,1,1,-0.361152711416507,-0.361152711416507
2016-09-09,air_88f31db64991768a,1,0,0,0,0,0,0,1.2664791472528578,1.2679138644371786,0.0,-0.5021459567116492,1.141352257830258,1,9.0,1,1,0.9409151058479955,0.9409151058479958
2016-09-10,air_88f31db64991768a,0,0,1,0,0,0,0,1.2006300014064284,1.1582470064009727,0.0,0.20374151736434412,1.2342609900680916,1,7.0,1,1,1.4441547105909731,1.4441547105909733
2016-09-13,air_88f31db64991768a,0,0,0,0,0,1,0,0.7616356957635666,0.41251237175477257,0.0,-1.3980800584234867,0.9555347933545913,1,2.0,1,1,-0.7653701325536709,-0.765370132553671
2016-09-14,air_88f31db64991768a,0,0,0,0,0,0,1,0.7945602686867813,0.675712831041667,0.0,-1.1537343943202583,0.8832724460584983,1,12.0,1,1,-0.37482368452626486,-0.37482368452626486
2016-09-15,air_88f31db64991768a,0,0,0,0,1,0,0,0.8823591298153537,0.6647461452380462,0.0,-1.3980800584234867,1.089736295475906,1,12.0,1,1,-0.0537405593268174,-0.05374055932681737
2016-09-16,air_88f31db64991768a,1,0,0,0,0,0,0,0.7945602686867813,0.4673458007728755,0.0,-1.3980800584234867,0.9968275632380728,1,7.0,1,1,0.873668697578376,0.8736686975783762
2016-09-17,air_88f31db64991768a,0,0,1,0,0,0,0,1.0579568520724982,1.0485801483647668,0.0,-0.31209932907580484,1.0071507557089432,1,12.0,1,1,1.3307225823559554,1.3307225823559556
2016-09-18,air_88f31db64991768a,0,0,0,1,0,0,0,0.871384272174282,0.7086128884525285,0.0,-1.3980800584234867,1.0587667180632951,1,16.0,1,1,0.16610346770847745,0.1661034677084775
2016-09-19,air_88f31db64991768a,0,1,0,0,0,0,0,0.5860379735064222,0.24801208470046376,1.0,-1.3980800584234867,0.7697173288789243,1,5.0,1,1,-1.2804332816077904,-1.2804332816077906
2016-09-21,air_88f31db64991768a,0,0,0,0,0,0,1,0.48726425473677804,0.3138121995221875,0.0,-1.3709305401897949,0.604546249344998,1,5.0,1,1,0.37153755011456807,0.3715375501145682
2016-09-22,air_88f31db64991768a,0,0,0,0,1,0,0,0.3994653936082056,0.02867836862805197,1.0,-1.3980800584234867,0.6458390192284797,1,9.0,1,1,-0.2868860737121469,-0.2868860737121469
2016-09-23,air_88f31db64991768a,1,0,0,0,0,0,0,0.5640882582242788,0.1712452840751197,0.0,-1.3980800584234867,0.8006869062915356,1,11.0,1,1,0.1890115848113149,0.18901158481131497
2016-09-24,air_88f31db64991768a,0,0,1,0,0,0,0,0.6628619769939229,0.3467122569330493,0.0,-1.3980800584234867,0.8935956385293689,1,9.0,1,1,1.1068142119637054,1.1068142119637057
2016-09-25,air_88f31db64991768a,0,0,0,1,0,0,0,0.871384272174282,0.9279466045249403,0.0,-0.25780029260842074,0.841979676175017,1,15.0,1,1,-0.36928139813041705,-0.3692813981304171
2016-09-27,air_88f31db64991768a,0,0,0,0,0,1,0,1.112831140277856,1.0485801483647668,0.0,-0.6378935478801094,1.1310290653593877,1,3.0,1,1,-0.43504986336114393,-0.435049863361144
2016-09-28,air_88f31db64991768a,0,0,0,0,0,0,1,1.1457557132010705,1.1692136922045935,0.0,-0.6921925843474935,1.213614605126351,1,4.0,1,1,-0.32124824936640306,-0.32124824936640306
2016-09-29,air_88f31db64991768a,0,0,0,0,1,0,0,0.9811328485849975,0.8292464322923551,0.0,-1.2894819854887185,1.110382680417647,1,21.0,1,1,-0.20116537745636806,-0.20116537745636806
2016-09-30,air_88f31db64991768a,1,0,0,0,0,0,0,0.6628619769939229,0.41251237175477257,0.0,-0.9093887302170299,0.841979676175017,1,13.0,1,1,1.1744301059930482,1.1744301059930484
2016-10-01,air_88f31db64991768a,0,0,1,0,0,0,0,0.49823911237784974,0.14931191246787862,0.0,-1.3980800584234867,0.6871317891119612,1,13.0,1,1,1.208053310127858,1.2080533101278583
2016-10-02,air_88f31db64991768a,0,0,0,1,0,0,0,0.8165099839689243,0.884079861310458,0.0,1.2082736920109496,0.6974549815828317,1,9.0,1,1,-0.4247042620888948,-0.4247042620888948
2016-10-04,air_88f31db64991768a,0,0,0,0,0,1,0,1.0579568520724982,1.2459804928299376,0.0,0.36663862676649633,0.8006869062915356,1,2.0,1,1,-0.6615446340714561,-0.6615446340714561
2016-10-05,air_88f31db64991768a,0,0,0,0,0,0,1,0.7945602686867813,0.5879793446127022,0.0,-1.2080334307876424,0.841979676175017,1,11.0,1,1,-0.8292911689857819,-0.829291168985782
2016-10-06,air_88f31db64991768a,0,0,0,0,1,0,0,1.1238059979189277,1.1582470064009727,0.0,0.8281804367392609,0.8729492535876282,1,13.0,1,1,-0.3633696259748461,-0.3633696259748461
2016-10-07,air_88f31db64991768a,1,0,0,0,0,0,0,0.5970128311474935,0.4673458007728755,0.0,0.2308910355980361,0.7077781740537019,1,9.0,1,1,0.7964461737962304,0.7964461737962306
2016-10-08,air_88f31db64991768a,0,0,1,0,0,0,0,0.3665408206849913,0.3905790001475315,0.0,-1.3709305401897949,0.5219607095780349,1,21.0,1,1,1.0447406043302105,1.0447406043302108
2016-10-09,air_88f31db64991768a,0,0,0,1,0,0,0,0.7067614075582089,0.5660459730054611,0.0,-1.3166315037224106,0.65616221169935,1,8.0,1,1,0.3371753744603119,0.33717537446031204
2016-10-11,air_88f31db64991768a,0,0,0,0,0,1,0,0.15801852550463172,-0.07002180360453318,0.0,-1.2623324672550265,0.4084055923984608,1,1.0,1,1,-1.1444625220296585,-1.1444625220296585
2016-10-12,air_88f31db64991768a,0,0,0,0,0,0,1,0.19094309842784643,0.3247788853258078,0.0,0.7195823638044929,0.15032578062670113,1,2.0,1,1,-0.4453954646333931,-0.44539546463339313
2016-10-13,air_88f31db64991768a,0,0,0,0,1,0,0,0.07021966437605931,-0.2674221480697039,0.0,-1.3980800584234867,0.36711282251497923,1,8.0,1,1,-0.4117722604985833,-0.41177226049858334
2016-10-14,air_88f31db64991768a,1,0,0,0,0,0,0,-0.07245348495787064,-0.15775529003349797,0.0,-0.31209932907580484,-0.014845298907225187,1,3.0,1,1,0.9508912213605215,0.9508912213605217
2016-10-15,air_88f31db64991768a,0,0,1,0,0,0,0,-0.006604339111441419,0.24801208470046376,0.0,1.3711708014131019,-0.20066276338289205,1,7.0,1,1,1.407945106138101,1.4079451061381012
2016-10-16,air_88f31db64991768a,0,0,0,1,0,0,0,0.11411909494034571,0.33574557112942854,0.0,0.14944248089696,-0.08710764620331782,1,17.0,1,1,-0.45648003742508864,-0.4564800374250887
2016-10-17,air_88f31db64991768a,0,1,0,0,0,0,0,0.16899338314570342,-0.1687219758371187,0.0,-1.3980800584234867,0.38775920745671993,1,3.0,1,1,-1.3617201487468908,-1.361720148746891
2016-10-18,air_88f31db64991768a,0,0,0,0,0,1,0,0.5970128311474935,0.6537794594344255,0.0,0.6652833273371087,0.5632534794615166,1,1.0,1,1,-0.5739765090170613,-0.5739765090170614
2016-10-19,air_88f31db64991768a,0,0,0,0,0,0,1,0.5640882582242788,0.44541242916563445,0.0,-0.1492022196736527,0.6664854041702205,1,8.0,1,1,-0.43948369247782215,-0.43948369247782215
2016-10-20,air_88f31db64991768a,0,0,0,0,1,0,0,0.6738368346349942,0.8731131755068373,0.0,1.316871764945718,0.49099113216542395,1,2.0,1,1,-0.22296503728003594,-0.22296503728003594
2016-10-21,air_88f31db64991768a,1,0,0,0,0,0,0,0.26776710191534714,0.14931191246787862,0.0,0.0408444079621917,0.35678963004410885,1,6.0,1,1,0.973799338463359,0.9737993384633592
2016-10-22,air_88f31db64991768a,0,0,1,0,0,0,0,0.037295091452844986,-0.3003222054805657,0.0,-1.3980800584234867,0.24323451286453449,1,6.0,1,1,1.5114011188605927,1.511401118860593
2016-10-23,air_88f31db64991768a,0,0,0,1,0,0,0,0.22386767135106114,0.1931786556823608,0.0,-0.04060414673888439,0.24323451286453449,1,9.0,1,1,-0.19488411954107393,-0.19488411954107393
2016-10-24,air_88f31db64991768a,0,1,0,0,0,0,0,-0.10537805788108515,-0.14678860422987722,0.0,0.9639280279077211,-0.07678445373244747,1,2.0,1,1,-1.1984074429492433,-1.1984074429492435
2016-10-25,air_88f31db64991768a,0,0,0,0,0,1,0,-0.3687746412668022,-0.46482249253487457,0.0,-0.7736411390485697,-0.3555106504459478,1,6.0,1,1,-0.5377669045641893,-0.5377669045641893
2016-10-26,air_88f31db64991768a,0,0,0,0,0,0,1,0.3775156783260626,0.6647461452380462,0.0,1.2625727284783341,0.03677066344712675,1,5.0,1,1,-0.15313222869235407,-0.15313222869235404
2016-10-27,air_88f31db64991768a,0,0,0,0,1,0,0,0.32264139012070486,0.22607871309322267,0.0,0.7467318820381851,0.06774024085973798,1,10.0,1,1,-0.13983074134231943,-0.1398307413423194
2016-10-28,air_88f31db64991768a,1,0,0,0,0,0,0,-0.4894980753185892,-0.717056266018148,0.0,-1.3980800584234867,-0.23163234079550327,1,10.0,1,1,0.877733040935331,0.8777330409353312
2016-10-29,air_88f31db64991768a,0,0,1,0,0,0,0,0.015345376170701783,0.1712452840751197,0.0,-1.0994353578528742,-0.08710764620331782,1,8.0,1,1,1.6894932550471675,1.689493255047168
2016-10-30,air_88f31db64991768a,0,0,0,1,0,0,0,-0.4894980753185892,-0.7718896950362509,0.0,-1.3980800584234867,-0.23163234079550327,1,17.0,1,1,-0.11322776664225012,-0.11322776664225011
2016-10-31,air_88f31db64991768a,0,1,0,0,0,0,0,-0.2590260648560868,-0.2564554622660831,0.0,-0.4478469202442651,-0.31421788056246625,1,1.0,1,1,-1.0317693653140871,-1.0317693653140871
2016-11-01,air_88f31db64991768a,0,0,0,0,0,1,0,-0.28097578013823,-0.3880556919095305,0.0,-0.4749964384779572,-0.04581487631983624,1,5.0,1,1,-0.7531771024828059,-0.753177102482806
2016-11-02,air_88f31db64991768a,0,0,0,0,0,0,1,-0.5553472211650186,-0.9473566678941803,0.0,-1.3980800584234867,-0.3245410730333368,1,18.0,1,1,0.37892726530903176,0.37892726530903187
2016-11-03,air_88f31db64991768a,0,0,0,0,1,0,0,-0.302925495420373,-0.08098848940815392,1.0,1.0182270643751055,-0.3555106504459478,1,11.0,1,1,-0.07701816218937803,-0.077018162189378
2016-11-04,air_88f31db64991768a,1,0,0,0,0,0,0,-0.28097578013823,-0.20162203324798017,0.0,1.0996756190761814,-0.3555106504459478,1,3.0,1,1,0.0493459676359511,0.04934596763595116
2016-11-05,air_88f31db64991768a,0,0,1,0,0,0,0,-0.18220206136858608,0.006744997020810869,0.0,0.4752366997012646,-0.1490468010285401,1,14.0,1,1,1.2265275981140173,1.2265275981140176
2016-11-06,air_88f31db64991768a,0,0,0,1,0,0,0,-0.13830263080429986,-0.059055117800912826,0.0,1.1539746555435657,-0.31421788056246625,1,14.0,1,1,-0.5093165010655041,-0.5093165010655041
2016-11-07,air_88f31db64991768a,0,1,0,0,0,0,0,-0.5663220788060901,-0.7060895802145274,0.0,0.4480871814675724,-0.572297692334226,1,1.0,1,1,-1.2675012800174787,-1.267501280017479
2016-11-08,air_88f31db64991768a,0,0,0,0,0,1,0,-0.7528946587043063,-0.9583233536978011,0.0,-1.0994353578528742,-0.7374687718681522,1,3.0,1,1,-1.0905176011100735,-1.0905176011100737
2016-11-09,air_88f31db64991768a,0,0,0,0,0,0,1,-0.5992466517293046,-0.7280229518217686,0.0,0.33948910853280434,-0.44841938268378134,1,5.0,1,1,-0.7897561926954012,-0.7897561926954012
2016-11-10,air_88f31db64991768a,0,0,0,0,1,0,0,-0.6980203704989485,-0.9583233536978011,0.0,-1.2894819854887185,-0.44841938268378134,1,14.0,1,1,-0.5314856466488951,-0.5314856466488952
2016-11-11,air_88f31db64991768a,1,0,0,0,0,0,0,-0.7528946587043063,-0.9802567253050422,0.0,-1.3980800584234867,-0.6652064245720595,1,7.0,1,1,0.39333720993823595,0.39333720993823607
2016-11-12,air_88f31db64991768a,0,0,1,0,0,0,0,-0.2590260648560868,-0.09195517521177428,0.0,0.9367785096740292,-0.2626019182081143,1,23.0,1,1,1.7504584054014931,1.7504584054014933
2016-11-13,air_88f31db64991768a,0,0,0,1,0,0,0,-0.2700009224971583,-0.07002180360453318,0.0,0.8553299549729534,-0.38648022785855907,1,20.0,1,1,-0.37667111332488074,-0.3766711133248808
2016-11-14,air_88f31db64991768a,0,1,0,0,0,0,0,-0.2151266342918006,-0.420955749320392,0.0,-1.3437810219561026,-0.02516849137809554,1,5.0,1,1,-1.3750216360969256,-1.3750216360969258
2016-11-15,air_88f31db64991768a,0,0,0,0,0,1,0,-0.07245348495787064,-0.10292186101539502,0.0,-0.9636877666844139,0.057417048388867624,1,5.0,1,1,-0.8865614617428755,-0.8865614617428756
2016-11-16,air_88f31db64991768a,0,0,0,0,0,0,1,-0.39072435654894544,-0.6183560937855627,0.0,-1.3437810219561026,-0.1284004160867994,1,10.0,1,1,-0.3194008205677871,-0.3194008205677872
2016-11-17,air_88f31db64991768a,0,0,0,0,1,0,0,-0.4016992141900169,-0.28935551967694495,0.0,0.7467318820381851,-0.572297692334226,1,11.0,1,1,-0.27099818604404996,-0.27099818604404996
2016-11-18,air_88f31db64991768a,1,0,0,0,0,0,0,-0.5772969364471616,-0.44288912092763344,0.0,0.9096289914403373,-0.6961760019846707,1,16.0,1,1,0.9889482546120095,0.9889482546120097
2016-11-19,air_88f31db64991768a,0,0,1,0,0,0,0,-0.6980203704989485,-0.9692900395014216,0.0,-1.3980800584234867,-0.42777299774204053,1,9.0,1,1,1.4822117438424611,1.4822117438424613
2016-11-20,air_88f31db64991768a,0,0,0,1,0,0,0,-0.31390035306144454,0.017711682824431613,0.0,-0.366398365543189,-0.42777299774204053,1,2.0,1,1,-0.13207154038813254,-0.1320715403881325
