visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,total_area_visitors,total_genre_visitors
2016-02-14,air_48e9fc98b62495a7,0,0,0,1,0,0,0,-0.10985075632128478,-0.05017092430999275,0.0,-0.5297104172646512,-0.25127558810491396,1,9.0,1,1,-1.2070442631810387,-1.2070442631810387
2016-02-15,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-1.0819458125285562,-1.0893061975603444,0.0,-0.8377912534185729,-1.0448886319000692,1,2.0,1,1,-1.3882125599324957,-1.3882125599324957
2016-02-16,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-1.3133970163874302,-1.3627628484157002,0.0,1.0106937635049573,-1.1944099300064026,1,12.0,1,1,-1.2281044433356199,-1.2281044433356199
2016-02-17,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-1.243961655229768,-1.2205653899709155,0.0,-0.19595617809790253,-1.171406653374659,1,12.0,1,1,-1.0596230020989708,-1.0596230020989708
2016-02-18,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-1.1976714144579932,-1.012738335320845,0.0,1.2417543906203987,-1.3784361430603516,1,14.0,1,1,-1.0692650122902247,-1.0692650122902247
2016-02-19,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.7810592475120198,-0.6845903542944182,0.0,0.6255927183125551,-1.0448886319000692,1,25.0,1,1,-0.7510786759788421,-0.7510786759788421
2016-02-20,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.8736397290555694,-1.1768123258340584,0.0,-1.4539529257264163,-0.5388165460017093,1,31.0,1,1,-0.7850794487585274,-0.7850794487585274
2016-02-21,air_48e9fc98b62495a7,0,0,0,1,0,0,0,-0.9777927707920628,-0.9799235372182022,0.0,0.3688586881842871,-0.9183706104254791,1,11.0,1,1,-1.1527445215776608,-1.1527445215776608
2016-02-22,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-1.1513811736862185,-1.3080715182446292,0.0,-1.2485657016238019,-1.1254001001111718,1,17.0,1,1,-1.3752719673073917,-1.3752719673073917
2016-02-23,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.9546476504061755,-1.1986888579024868,0.0,-1.0688518805340141,-0.7688493123191456,1,28.0,1,1,-1.1595954235556571,-1.1595954235556571
2016-02-24,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-1.2555342154227118,-1.2861949861762008,0.0,-0.19595617809790253,-1.1484033767429154,1,9.0,1,1,-1.1156989034744218,-1.1156989034744218
2016-02-25,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-1.3481146969662614,-1.2861949861762008,0.0,1.216080987607572,-1.2749213982175054,1,16.0,1,1,-1.0116666882529968,-1.0116666882529968
2016-02-26,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-1.2902518960015428,-1.2205653899709155,0.0,0.6512661213253819,-1.297924674849249,1,27.0,1,1,-0.6026424664555896,-0.6026424664555896
2016-02-27,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.9777927707920628,-0.7502199504997035,0.0,0.11212465805601898,-1.228914844954018,1,49.0,1,1,-0.4349222365498289,-0.4349222365498289
2016-02-28,air_48e9fc98b62495a7,0,0,0,1,0,0,0,-0.6884787659684701,-0.542392895849633,0.0,1.087713972543438,-0.8378591422143764,1,35.0,1,1,-1.0169951675692162,-1.0169951675692162
2016-02-29,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.9546476504061755,-0.9580470051497738,0.0,-1.3255859106622823,-1.3094263131651207,1,19.0,1,1,-1.3275693905717139,-1.3275693905717139
2016-03-01,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-1.5217030998604169,-1.4721455087578426,0.0,0.26616507613297996,-1.3899377813762235,1,10.0,1,1,-1.218716170254662,-1.218716170254662
2016-03-02,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-1.1398086134932748,-1.0564913994577019,0.0,1.344448002671706,-1.3669345047444799,1,14.0,1,1,-1.0890565068933251,-1.0890565068933251
2016-03-03,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-0.8736397290555694,-0.6955286203286323,0.0,1.344448002671706,-1.182908291690531,1,5.0,1,1,-1.1058031561728716,-1.1058031561728716
2016-03-04,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.5033178028813708,-0.2798745110284917,0.0,1.036367166517784,-0.8263575038985046,1,40.0,1,1,-0.7335708153684073,-0.7335708153684073
2016-03-05,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.09827819612834113,-0.05017092430999275,0.0,0.4715523002355944,-0.19376739652555486,1,41.0,1,1,-0.5107896325283803,-0.5107896325283803
2016-03-06,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.01744740580109615,0.00452040586107839,0.0,-0.555383820277478,-0.27427886473665747,1,15.0,1,1,-1.1441174598275914,-1.1441174598275914
2016-03-07,air_48e9fc98b62495a7,0,1,0,0,0,0,0,0.08688276695875814,0.00452040586107839,0.0,-0.9148114624570532,0.20878994452995864,1,44.0,1,1,-1.431855342903435,-1.431855342903435
2016-03-08,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.16771355728600332,-0.06110919034420714,0.0,-0.22162958111072947,-0.12475756663032382,1,2.0,1,1,-1.0966686202022098,-1.0966686202022098
2016-03-09,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.8620671688626257,-0.87054087687606,0.0,-1.4539529257264163,-0.6883378441080428,1,4.0,1,1,-1.1431025113864068,-1.1431025113864068
2016-03-10,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-1.047228131949725,-1.1330592616972015,0.0,-0.8634646564313997,-0.8378591422143764,1,31.0,1,1,-1.0225773839957315,-1.0225773839957315
2016-03-11,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-1.0819458125285562,-0.9361704730813455,0.0,0.035104449017538605,-0.9873804403207102,1,57.0,1,1,-0.6838383417503602,-0.6838383417503602
2016-03-12,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-1.0935183727214999,-0.925232207047131,0.0,1.2931011966460522,-1.1599050150587873,1,56.0,1,1,-0.49378924613853764,-0.49378924613853764
2016-03-14,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-1.1398086134932748,-1.351824582381486,0.0,-1.4539529257264163,-0.8953673337937356,1,24.0,1,1,-1.323002122586383,-1.323002122586383
2016-03-15,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.9083574096344006,-0.772096482568132,0.0,1.1904075845947453,-0.8493607805302482,1,13.0,1,1,-1.0479510950253474,-1.0479510950253474
2016-03-16,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.896784849441457,-0.6408372901575612,0.0,-0.2986497901492099,-1.1138984617952998,1,42.0,1,1,-0.9586356322010997,-0.9586356322010997
2016-03-17,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-0.3875922009519338,-0.07204745637842114,0.0,1.4471416147230134,-0.7688493123191456,1,33.0,1,1,-0.9111867925757181,-0.9111867925757181
2016-03-18,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.22557635825072186,-0.11580052051527828,0.0,-0.5297104172646512,-0.42380016284299116,1,56.0,1,1,-0.5356558693374037,-0.5356558693374037
2016-03-19,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.26029403882955304,-0.4220719694732768,0.0,-1.3255859106622823,-0.23977394978904196,1,45.0,1,1,-0.5181480087269689,-0.5181480087269689
2016-03-20,air_48e9fc98b62495a7,0,0,0,1,0,0,0,-0.5958982844249204,-0.4986398317127763,1.0,0.4715523002355944,-0.4353018011588629,1,23.0,1,1,-0.7305259700448534,-0.7305259700448534
2016-03-21,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.769486687319076,-0.6627138222259897,1.0,1.2931011966460522,-0.7458460356874018,1,17.0,1,1,-1.1760883357249075,-1.1760883357249075
2016-03-22,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.6653336455825828,-0.4330102355074908,0.0,1.4214682117101862,-0.9758788020048381,1,53.0,1,1,-1.0438913012606088,-1.0438913012606088
2016-03-23,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.457027562109596,-0.12673878654949228,0.0,1.164734181581918,-0.5848230992651965,1,14.0,1,1,-0.9426501942524418,-0.9426501942524418
2016-03-24,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-0.8620671688626257,-0.8049112806707746,0.0,-0.4013434022005172,-0.7688493123191456,1,18.0,1,1,-1.002278415172039,-1.002278415172039
2016-03-25,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-1.0240830115638377,-0.925232207047131,0.0,0.8823267484408233,-0.9528755253730946,1,41.0,1,1,-0.39736914422599745,-0.39736914422599745
2016-03-26,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.9430750902132315,-0.728343418431275,0.0,1.164734181581918,-1.0793935468476845,1,59.0,1,1,-0.4032050977628091,-0.4032050977628091
2016-03-28,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.6769062057755265,-0.6189607580891328,0.0,0.522899106261248,-0.6883378441080428,1,85.0,1,1,-1.0796682338123673,-1.0796682338123673
2016-03-29,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.5033178028813708,-0.45488676757591917,0.0,0.49722570324842114,-0.7918525889508892,1,26.0,1,1,-0.8043634691410354,-0.8043634691410354
2016-03-30,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.15614099709305965,-0.20330664878899218,0.0,0.4458788972227677,-0.33178705631601657,1,15.0,1,1,-0.8898728753108408,-0.8898728753108408
2016-03-31,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.005874845608152279,0.13577959827164907,0.0,0.6512661213253819,-0.18226575820968288,1,12.0,1,1,-0.8540959427590825,-0.8540959427590825
2016-04-01,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.22557635825072186,-0.47676329964434794,0.0,-1.4539529257264163,0.013262093160137876,1,24.0,1,1,-0.6467927236471211,-0.6467927236471211
2016-04-02,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.052165086379926943,0.08108826810057791,0.0,-0.09326256604659544,0.03626536979188142,1,19.0,1,1,-0.6640468471472599,-0.6640468471472599
2016-04-03,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.15631812811642054,0.1904709284427202,0.0,-1.376932716687936,0.16278339126647154,1,34.0,1,1,-1.1897901396808999,-1.1897901396808999
2016-04-04,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.05198795535656626,0.0920265341347923,0.0,-1.2999125076494555,-0.02124282178747765,1,13.0,1,1,-1.3027031537626903,-1.3027031537626903
2016-04-05,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.22557635825072186,-0.2798745110284917,0.0,-0.4013434022005172,-0.06724937505096475,1,12.0,1,1,-1.0976835686433946,-1.0976835686433946
2016-04-06,air_48e9fc98b62495a7,0,0,0,0,0,0,1,0.005874845608152279,0.16859439637429183,0.0,0.6255927183125551,-0.25127558810491396,1,4.0,1,1,-1.0304432344149126,-1.0304432344149126
2016-04-07,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.08688276695875814,0.1904709284427202,0.0,-1.4539529257264163,0.013262093160137876,1,12.0,1,1,-1.146654830930553,-1.146654830930553
2016-04-08,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.05198795535656626,-0.20330664878899218,0.0,-0.9148114624570532,0.05926864642362518,1,38.0,1,1,-0.5864032913966354,-0.5864032913966354
2016-04-09,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.06373764657287082,0.21234746051114858,0.0,0.31751188215863363,-0.14776084326206756,1,33.0,1,1,-0.49378924613853764,-0.49378924613853764
2016-04-10,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.11002788734464547,0.02639693792950677,0.0,-1.376932716687936,0.07077028473949695,1,15.0,1,1,-1.0753547029373325,-1.0753547029373325
2016-04-11,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.5843257242319767,-0.47676329964434794,0.0,0.7026129273510358,-0.6653345674762993,1,3.0,1,1,-1.3250320194687524,-1.3250320194687524
2016-04-13,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.017270274777735052,0.015458671895292386,0.0,-1.2742391046366286,0.11677683800298425,1,3.0,1,1,-1.072817331834371,-1.072817331834371
2016-04-14,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.22575348927408254,0.27797705671643413,0.0,0.90800015145365,0.20878994452995864,1,14.0,1,1,-1.0395777703855742,-1.0395777703855742
2016-04-15,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.09827819612834113,-0.006417860173135995,0.0,1.626855435812801,-0.18226575820968288,1,66.0,1,1,-0.6143143735292128,-0.6143143735292128
2016-04-16,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.017270274777735052,0.3107918548190769,0.0,1.5498352267743203,-0.46980671610647823,1,34.0,1,1,-0.3978766184465898,-0.3978766184465898
2016-04-18,air_48e9fc98b62495a7,0,1,0,0,0,0,0,-0.07513307574245359,-0.20330664878899218,0.0,-1.1972188955981482,-0.009741183471605672,1,13.0,1,1,-1.4148549565135924,-1.4148549565135924
2016-04-19,air_48e9fc98b62495a7,0,0,0,0,0,1,0,-0.179286117478947,-0.05017092430999275,0.0,1.2417543906203987,-0.27427886473665747,1,4.0,1,1,-1.0966686202022098,-1.0966686202022098
2016-04-20,air_48e9fc98b62495a7,0,0,0,0,0,0,1,-0.07513307574245359,0.13577959827164907,0.0,1.6525288388256276,-0.3892952478953756,1,17.0,1,1,-0.962441688855542,-0.962441688855542
2016-04-21,air_48e9fc98b62495a7,0,0,0,0,1,0,0,-0.09827819612834113,-0.4439485015417052,0.0,-1.4539529257264163,0.17428502958234332,1,19.0,1,1,-1.0692650122902247,-1.0692650122902247
2016-04-22,air_48e9fc98b62495a7,1,0,0,0,0,0,0,0.3414790912035196,0.3326683868875053,0.0,0.4715523002355944,0.33530796600454876,1,24.0,1,1,-0.5681342194553121,-0.5681342194553121
2016-04-23,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.2836162902388011,0.4092362491270048,0.0,0.13779806106884593,0.17428502958234332,1,63.0,1,1,-0.4704454319912911,-0.4704454319912911
2016-04-25,air_48e9fc98b62495a7,0,1,0,0,0,0,0,0.2951888504317449,0.4967423774007187,0.0,0.2918384791458067,0.08227192305536872,1,27.0,1,1,-1.2773294427330746,-1.2773294427330746
2016-04-26,air_48e9fc98b62495a7,0,0,0,0,0,1,0,0.4803498135188444,0.7373842301534317,0.0,1.5755086297871475,0.33530796600454876,1,21.0,1,1,-0.9994873069587812,-0.9994873069587812
2016-04-27,air_48e9fc98b62495a7,0,0,0,0,0,0,1,0.2373260494670264,-0.03923265827577876,0.0,-1.4539529257264163,0.4503243491632669,1,11.0,1,1,-0.979949549465977,-0.979949549465977
2016-04-28,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.02901996599403961,-0.14861531861792104,0.0,-1.4539529257264163,0.07077028473949695,1,14.0,1,1,-0.7368693978022574,-0.7368693978022574
2016-04-29,air_48e9fc98b62495a7,1,0,0,0,0,0,0,-0.3528745203731026,-0.34550410723377684,1.0,0.2918384791458067,-0.2627772264207857,1,28.0,1,1,-0.5630594772493889,-0.5630594772493889
2016-04-30,air_48e9fc98b62495a7,0,0,1,0,0,0,0,-0.07513307574245359,0.13577959827164907,0.0,1.8065692569025884,-0.5158132693699655,1,56.0,1,1,-0.6074634715512166,-0.6074634715512166
2016-05-01,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.36462421158940733,0.46392757929807593,0.0,0.90800015145365,0.05926864642362518,1,50.0,1,1,-0.8893654010902485,-0.8893654010902485
2016-05-02,air_48e9fc98b62495a7,0,1,0,0,0,0,0,0.5497851746765064,0.9233347527350735,0.0,1.5498352267743203,0.20878994452995864,1,15.0,1,1,-1.029682023084024,-1.029682023084024
2016-05-03,air_48e9fc98b62495a7,0,0,0,0,0,1,0,0.5613577348694503,0.45298931326386155,1.0,-1.4026061197007627,0.42732107253152335,1,33.0,1,1,-0.7424516142287728,-0.7424516142287728
2016-05-04,air_48e9fc98b62495a7,0,0,0,0,0,0,1,0.46877725332590053,0.4748658453322903,1.0,1.8065692569025884,0.3698128809521643,1,17.0,1,1,-0.7995424640454084,-0.7995424640454084
2016-05-05,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.538212614483563,0.4858041113665043,1.0,1.4471416147230134,0.6113472855854721,1,5.0,1,1,-0.9928901420910811,-0.9928901420910811
2016-05-06,air_48e9fc98b62495a7,1,0,0,0,0,0,0,0.12160044753758935,0.08108826810057791,0.0,-1.4539529257264163,0.38131451926803583,1,7.0,1,1,-1.1484309907026262,-1.1484309907026262
2016-05-07,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.2836162902388011,0.22328572654536297,0.0,-0.5810572232903048,0.3583112426362923,1,23.0,1,1,-0.7180928516403416,-0.7180928516403416
2016-05-08,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.4224870125541259,0.5514337075717899,0.0,1.4728150177358401,0.11677683800298425,1,17.0,1,1,-1.06165289898134,-1.06165289898134
2016-05-09,air_48e9fc98b62495a7,0,1,0,0,0,0,0,0.02901996599403961,-0.14861531861792104,0.0,-1.4539529257264163,0.20878994452995864,1,16.0,1,1,-1.4935134607054015,-1.4935134607054015
2016-05-10,air_48e9fc98b62495a7,0,0,0,0,0,1,0,0.2373260494670264,0.04827346999793515,0.0,-1.4282795227135896,0.31230468937280503,1,4.0,1,1,-1.3295992874540832,-1.3295992874540832
2016-05-11,air_48e9fc98b62495a7,0,0,0,0,0,0,1,0.31833397081763226,0.3873597170585764,0.0,-1.4539529257264163,0.3008030510569332,1,54.0,1,1,-1.1377740320701875,-1.1377740320701875
2016-05-13,air_48e9fc98b62495a7,1,0,0,0,0,0,0,0.5497851746765064,0.5842485056744326,0.0,1.5498352267743203,0.42732107253152335,1,16.0,1,1,-0.6559272596177829,-0.6559272596177829
2016-05-14,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.6655107766059435,0.8030138263587172,0.0,1.6011820327999742,0.4618259874791385,1,61.0,1,1,-0.49378924613853764,-0.49378924613853764
2016-05-16,air_48e9fc98b62495a7,0,1,0,0,0,0,0,0.6307930960271123,0.7811372942902884,0.0,-0.3499965961748635,0.0937735613712405,1,6.0,1,1,-1.431855342903435,-1.431855342903435
2016-05-17,air_48e9fc98b62495a7,0,0,0,0,0,1,0,0.15631812811642054,0.3873597170585764,0.0,1.3701214056845328,-0.13625920494619578,1,27.0,1,1,-1.2580454223505666,-1.2580454223505666
2016-05-18,air_48e9fc98b62495a7,0,0,0,0,0,0,1,0.3877693319752947,0.748322496187646,0.0,1.9862830779923764,0.0017604548442661024,1,25.0,1,1,-1.0532795743415668,-1.0532795743415668
2016-05-19,air_48e9fc98b62495a7,0,0,0,0,1,0,0,0.653938216413,0.8248903584271455,0.0,1.6011820327999742,0.4618259874791385,1,2.0,1,1,-1.0446525125914974,-1.0446525125914974
2016-05-20,air_48e9fc98b62495a7,1,0,0,0,0,0,0,0.6770833367988873,0.8905199546324307,0.0,0.9336735544664772,0.7148620304283188,1,30.0,1,1,-0.6554197853971905,-0.6554197853971905
2016-05-21,air_48e9fc98b62495a7,0,0,1,0,0,0,0,0.7465186979565493,0.8905199546324307,0.0,1.8579160629282423,0.5768423706378566,1,27.0,1,1,-0.3778313867331933,-0.3778313867331933
2016-05-22,air_48e9fc98b62495a7,0,0,0,1,0,0,0,0.6655107766059435,0.7701990282560744,0.0,1.8579160629282423,0.4733276257950105,1,28.0,1,1,-1.1184900116876795,-1.1184900116876795
