visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Shinjuku-ku Nishishinjuku,total_area_visitors,total_genre_visitors
2016-10-02,air_728ff578acc6ac6e,0,0,0,1,0,0,0,0.820807090539922,0.8251216678682065,0.0,1.0241556997266703,0.6884410651915609,1,17.0,1,1,-0.5685819317820683,-0.5685819317820677
2016-10-03,air_728ff578acc6ac6e,0,1,0,0,0,0,0,0.7742168461313332,0.6970269046457404,0.0,-1.4422441525431646,0.854986089345687,1,8.0,1,1,-1.6850582823803537,-1.685058282380353
2016-10-04,air_728ff578acc6ac6e,0,0,0,0,0,1,0,1.0304631903785697,1.33750072075807,0.0,0.23816014240990982,0.8105740829045864,1,3.0,1,1,-0.8158733418489311,-0.8158733418489305
2016-10-05,air_728ff578acc6ac6e,0,0,0,0,0,0,1,0.9256351404592459,0.6853819261709706,0.0,-1.2525210869839465,1.0104281118895377,1,3.0,1,1,-0.9910220160616545,-0.9910220160616539
2016-10-06,air_728ff578acc6ac6e,0,0,0,0,1,0,0,1.1585863625021882,1.2559858714346828,0.0,0.8073293390875642,0.9993251102792625,1,6.0,1,1,-0.5045407865853456,-0.5045407865853451
2016-10-07,air_728ff578acc6ac6e,1,0,0,0,0,0,0,0.6227985518034207,0.5107072490494261,0.0,0.12974696209035652,0.732853071632661,1,13.0,1,1,0.7064541216828015,0.7064541216828021
2016-10-08,air_728ff578acc6ac6e,0,0,1,0,0,0,0,0.5995034295991265,0.5572871629485049,0.0,-1.388037562383388,0.6440290587504603,1,9.0,1,1,0.9657050227201366,0.9657050227201371
2016-10-09,air_728ff578acc6ac6e,0,0,0,1,0,0,0,0.727626601722745,0.6038670768475832,0.0,-1.4422441525431646,0.6884410651915609,1,5.0,1,1,0.22691711276999268,0.22691711276999327
2016-10-11,air_728ff578acc6ac6e,0,0,0,0,0,1,0,0.18019122992183062,-0.04825171773951587,0.0,-1.388037562383388,0.421969026544959,1,4.0,1,1,-1.3201009127652956,-1.320100912765295
2016-10-12,air_728ff578acc6ac6e,0,0,0,0,0,0,1,0.21513391322827163,0.31274261497834244,0.0,0.7802260440076756,0.14439398628808228,1,4.0,1,1,-0.5901861735351795,-0.5901861735351789
2016-10-13,air_728ff578acc6ac6e,0,0,0,0,1,0,0,0.05206805779821218,-0.2695063087601391,0.0,-1.4422441525431646,0.32204201205248356,1,4.0,1,1,-0.5550792806863738,-0.5550792806863731
2016-10-14,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.052759992121111904,-0.11812158858813382,0.0,-0.3581123493476328,0.022260968575056547,1,17.0,1,1,0.8677143547685248,0.8677143547685254
2016-10-15,air_728ff578acc6ac6e,0,0,1,0,0,0,0,0.07536318000250633,0.2545177226044943,0.0,1.4849117160847718,-0.0665630443071439,1,15.0,1,1,1.3449366234935003,1.344936623493501
2016-10-16,air_728ff578acc6ac6e,0,0,0,1,0,0,0,0.15689610771753604,0.27780767955403346,0.0,-0.03287280838897316,0.033363970185331576,1,2.0,1,1,-0.6017598744743463,-0.6017598744743456
2016-10-17,air_728ff578acc6ac6e,0,1,0,0,0,0,0,0.16854366881968333,-0.11812158858813382,0.0,-1.4422441525431646,0.36645401849358367,1,10.0,1,1,-1.546945451172964,-1.5469454511729632
2016-10-18,air_728ff578acc6ac6e,0,0,0,0,0,1,0,0.564560746292685,0.6737369476962012,0.0,0.15685025717024498,0.4774840345963344,1,2.0,1,1,-0.7244411044295138,-0.7244411044295131
2016-10-19,air_728ff578acc6ac6e,0,0,0,0,0,0,1,0.5529131851905382,0.3942574643017298,0.0,-0.9272815460252871,0.6662350619710105,1,6.0,1,1,-0.5840135330342906,-0.58401353303429
2016-10-20,air_728ff578acc6ac6e,0,0,0,0,1,0,0,0.6810363573141562,0.8367666463429759,0.0,1.268085355445665,0.5107930394271596,1,15.0,1,1,-0.3579405746892335,-0.3579405746892329
2016-10-21,air_728ff578acc6ac6e,1,0,0,0,0,0,0,0.25007659653471304,0.103133002432489,0.0,-0.114182693628638,0.33314501366275856,1,14.0,1,1,0.8916333367094694,0.89163333670947
2016-10-22,air_728ff578acc6ac6e,0,0,1,0,0,0,0,0.07536318000250633,-0.25786133028536934,0.0,-1.4151408574632764,0.25542400239083296,1,12.0,1,1,1.4529578322590566,1.452957832259057
2016-10-23,air_728ff578acc6ac6e,0,0,0,1,0,0,0,0.2384290354325662,0.20793780870541595,0.0,-0.14128598870852646,0.25542400239083296,1,2.0,1,1,-0.3286205323100111,-0.3286205323100105
2016-10-24,air_728ff578acc6ac6e,0,1,0,0,0,0,0,-0.13429291983614164,-0.1647015024872122,0.0,1.2138787652858887,-0.05546004269686886,1,7.0,1,1,-1.3764262573359072,-1.3764262573359065
2016-10-25,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.2391209697554657,-0.38595609350783544,0.0,-0.7917650706258456,-0.26641707329209524,1,16.0,1,1,-0.6866336813615691,-0.6866336813615684
2016-10-26,air_728ff578acc6ac6e,0,0,0,0,0,0,1,0.35490464645403735,0.6038670768475832,0.0,1.1596721751261119,0.022260968575056547,1,2.0,1,1,-0.28502625877248305,-0.28502625877248244
2016-10-27,air_728ff578acc6ac6e,0,0,0,0,1,0,0,0.3432570853518901,0.32438759345311224,0.0,0.6176062735283459,0.08887897823670693,1,7.0,1,1,-0.27113781764548295,-0.27113781764548234
2016-10-28,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.4487770695941139,-0.6654355769023064,0.0,-1.4422441525431646,-0.2553140716818202,1,6.0,1,1,0.7913279285700243,0.7913279285700249
2016-10-29,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.06440755322325897,0.033263131583871466,0.0,-1.4422441525431646,-0.08876904752769416,1,5.0,1,1,1.6389086273483355,1.6389086273483362
2016-10-30,air_728ff578acc6ac6e,0,0,0,1,0,0,0,-0.4837197529005551,-0.8168202970743117,0.0,-1.4422441525431646,-0.31082907973319557,1,1.0,1,1,-0.24336093539148274,-0.24336093539148212
2016-11-01,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.30900633636834834,-0.47911592130599256,0.0,-0.547835414906851,-0.07766604591741912,1,8.0,1,1,-0.9115492696127095,-0.9115492696127089
2016-11-02,air_728ff578acc6ac6e,0,0,0,0,0,0,1,-0.6001953639220262,-0.968205017246317,0.0,-1.4422441525431646,-0.4218590958359462,1,25.0,1,1,0.27051138630752075,0.27051138630752136
2016-11-03,air_728ff578acc6ac6e,0,0,0,0,1,0,0,-0.36724414187908394,-0.12976656706290363,1.0,1.1325688800462237,-0.44406509905649627,1,4.0,1,1,-0.20555351232353805,-0.20555351232353744
2016-11-04,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.2391209697554657,-0.19963643791152116,0.0,1.0512589948065585,-0.4329620974462213,1,3.0,1,1,-0.07361332161703715,-0.07361332161703654
2016-11-05,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.16923560314258307,-0.11812158858813382,0.0,0.40077991288923953,-0.13318105396879446,1,8.0,1,1,1.1555137181224713,1.1555137181224717
2016-11-06,air_728ff578acc6ac6e,0,0,0,1,0,0,0,-0.1459404809382887,0.033263131583871466,0.0,1.1325688800462237,-0.27752007490237024,1,6.0,1,1,-0.6569278489510412,-0.6569278489510405
2016-11-07,air_728ff578acc6ac6e,0,1,0,0,0,0,0,-0.5885478028198792,-0.712015490801385,0.0,0.8344326341674524,-0.46627110227704655,1,2.0,1,1,-1.4485689931900465,-1.4485689931900458
2016-11-08,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.7166709749434974,-0.8051753185995422,0.0,-0.9543848411051754,-0.699434136092823,1,3.0,1,1,-1.263775568194684,-1.2637755681946834
2016-11-09,air_728ff578acc6ac6e,0,0,0,0,0,0,1,-0.6584331694327619,-0.6887255338518458,0.0,0.18395355225013318,-0.49958010710787165,1,2.0,1,1,-0.9497424827119598,-0.9497424827119592
2016-11-10,air_728ff578acc6ac6e,0,0,0,0,1,0,0,-0.7516136582499389,-0.8750451894481599,0.0,-1.3067276771437233,-0.5328891119386969,1,1.0,1,1,-0.6800752508293746,-0.680075250829374
2016-11-11,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.8214990248628214,-0.9798499957210866,0.0,-1.4422441525431646,-0.7438461425339232,1,8.0,1,1,0.2855571975284375,0.2855571975284381
2016-11-12,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.2857112141640542,-0.19963643791152116,0.0,0.265263437489798,-0.26641707329209524,1,4.0,1,1,1.7025639825137526,1.7025639825137533
2016-11-13,air_728ff578acc6ac6e,0,0,0,1,0,0,0,-0.2857112141640542,-0.22292639486106033,0.0,0.6176062735283459,-0.3663440877845709,1,4.0,1,1,-0.5184292277123458,-0.5184292277123451
2016-11-15,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.08770267542755313,-0.14141154553767302,0.0,-1.008591431264952,0.033363970185331576,1,8.0,1,1,-1.050819470914016,-1.0508194709140153
2016-11-16,air_728ff578acc6ac6e,0,0,0,0,0,0,1,-0.41383438628767244,-0.6654355769023064,0.0,-1.279624382063835,-0.1886960620201698,1,2.0,1,1,-0.4586317728599842,-0.4586317728599836
2016-11-17,air_728ff578acc6ac6e,0,0,0,0,1,0,0,-0.40218682518552534,-0.25786133028536934,0.0,0.7531227489277873,-0.5106831087181468,1,8.0,1,1,-0.40809327875895607,-0.40809327875895546
2016-11-18,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.5536051195134377,-0.5606307706293799,0.0,0.9970524046467821,-0.699434136092823,1,1.0,1,1,0.9074507279929973,0.9074507279929979
2016-11-19,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.7283185360456444,-0.9914949741958562,0.0,-1.4422441525431646,-0.49958010710787165,1,4.0,1,1,1.4224804197859175,1.422480419785918
2016-11-20,air_728ff578acc6ac6e,0,0,0,1,0,0,0,-0.2857112141640542,-0.013316782315207307,0.0,0.427883207969128,-0.38855009100512095,1,3.0,1,1,-0.2630362269880662,-0.2630362269880656
2016-11-22,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.2391209697554657,-0.14141154553767302,0.0,0.3736766178093513,-0.23310806846126994,1,4.0,1,1,0.5613970699119116,0.5613970699119122
2016-11-23,air_728ff578acc6ac6e,0,0,0,0,0,0,1,-0.5419575584112907,-0.6770805553770762,1.0,-1.4151408574632764,-0.4329620974462213,1,3.0,1,1,-0.3270773721847889,-0.3270773721847883
2016-11-25,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-1.2175161023358234,-1.1312347158930918,0.0,1.0783622898864471,-1.3434082294887768,1,8.0,1,1,0.769723686816913,0.7697236868169136
2016-11-26,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.9030319525778512,-0.8634002109733903,0.0,0.31947002764957466,-1.0214211827907997,1,23.0,1,1,1.747701416176503,1.7477014161765037
2016-11-27,air_728ff578acc6ac6e,0,0,0,1,0,0,0,-0.6351380472284677,-0.7818853616500028,0.0,-1.3067276771437233,-0.4218590958359462,1,2.0,1,1,-0.6372525573544576,-0.6372525573544571
2016-11-28,air_728ff578acc6ac6e,0,1,0,0,0,0,0,-0.5769002417177321,-0.7585954047004636,0.0,-0.547835414906851,-0.3330350829537456,1,2.0,1,1,-1.408832619965574,-1.4088326199655734
2016-11-29,air_728ff578acc6ac6e,0,0,0,0,0,1,0,-0.6467856083306147,-0.7236604692761546,0.0,0.10264366701046833,-0.5439921135489719,1,8.0,1,1,-0.7445021860574028,-0.7445021860574021
2016-11-30,air_728ff578acc6ac6e,0,0,0,0,0,0,1,-0.8447941470671156,-1.0147849311453954,0.0,-0.114182693628638,-0.8437731570263989,1,12.0,1,1,-0.49836814608445673,-0.49836814608445607
2016-12-01,air_728ff578acc6ac6e,0,0,0,0,1,0,0,-0.7050234138413504,-0.46747094283122276,0.0,-0.6020420050666274,-0.721640139313373,1,10.0,1,1,-0.606389354850013,-0.6063893548500123
2016-12-02,air_728ff578acc6ac6e,1,0,0,0,0,0,0,-0.5303099973091436,-0.5839207275789191,0.0,0.8615359292473407,-0.4107560942256712,1,25.0,1,1,1.041319868856026,1.0413198688560266
2016-12-03,air_728ff578acc6ac6e,0,0,1,0,0,0,0,-0.6118429250241734,-0.5373408136798405,0.0,0.3736766178093513,-0.7438461425339232,1,7.0,1,1,2.210263663711867,2.210263663711868
