visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-07-16,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.8900046828847104,0.7442550451199782,0.0,-1.1111977118973961,0.8835735616874028,1,77.0,1,1,1.4382665170963238,1.4382665170963238
2016-07-17,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.1321079660187274,0.9532790303404233,0.0,-1.2198675601685236,1.1744803007374496,1,8.0,1,1,0.48348097729173606,0.48348097729173606
2016-07-18,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.3742112491527445,1.4153320503014075,1.0,0.3830127018306024,1.2783755646838948,1,35.0,1,1,-1.090562228410402,-1.090562228410402
2016-07-19,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.2971783863373754,1.2833169017411261,0.0,0.11133808115278443,1.2783755646838948,1,4.0,1,1,-0.9096554945526907,-0.9096554945526907
2016-07-20,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.1321079660187274,1.019286604620564,0.0,-0.7036857808806695,1.184869827132094,1,9.0,1,1,-0.4133216349943544,-0.4133216349943544
2016-07-21,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.6148873156869638,0.3592108618191582,0.0,-1.3557048705074324,0.904352614476692,1,22.0,1,1,-0.18564200627172195,-0.18564200627172195
2016-07-22,air_df507aec929ce5f6,1,0,0,0,0,0,0,0.5598638422474144,0.19419192611880676,0.0,-1.3557048705074324,0.8212364033195358,1,7.0,1,1,1.037024658668323,1.037024658668323
2016-07-23,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.669910789126513,0.4582222232393689,0.0,-1.3285374084396508,0.7381201921623796,1,27.0,1,1,1.3628887113222774,1.3628887113222774
2016-07-24,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.8349812094451611,0.8542676689202126,0.0,0.3558452397628204,0.6757830337945122,1,19.0,1,1,-0.4790356195153179,-0.4790356195153179
2016-07-25,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.9670375457000794,0.8432664065401889,0.0,-1.2470350222363051,0.904352614476692,1,37.0,1,1,-1.1427468631770494,-1.1427468631770494
2016-07-26,air_df507aec929ce5f6,0,0,0,0,0,1,0,0.8569905988209807,0.7332537827399547,0.0,-1.3285374084396508,0.94591072005527,1,16.0,1,1,-0.38858225258646223,-0.38858225258646223
2016-07-27,air_df507aec929ce5f6,0,0,0,0,0,0,1,0.8789999881968004,0.6672462084598139,0.0,-1.3557048705074324,0.9563002464499147,1,13.0,1,1,-0.1786840549695023,-0.1786840549695023
2016-07-28,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.1871314394582768,1.1182979660407746,0.0,-0.024499229186124537,1.184869827132094,1,19.0,1,1,0.053634207954609936,0.053634207954609936
2016-07-29,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.253159607585736,1.3603257384012903,0.0,1.2252040259318377,1.1329221951588715,1,11.0,1,1,1.291376434049464,1.291376434049464
2016-07-30,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.2751689969615558,1.4703383622015247,0.0,1.822888191423037,1.0290269312124263,1,27.0,1,1,1.4135271346884315,1.4135271346884315
2016-07-31,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.2421549128978262,1.1623030155608682,0.0,0.4101801638983841,1.2679860382892505,1,9.0,1,1,-0.4326492775005201,-0.4326492775005201
2016-08-01,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.2201455235220064,1.0522903917606339,0.0,-0.9481929394907056,1.2991546174731836,1,2.0,1,1,-1.1991835792950536,-1.1991835792950536
2016-08-02,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.2201455235220064,1.2943181641211496,0.0,-0.5135135464061968,1.2160384063160279,1,10.0,1,1,-0.8319583716779044,-0.8319583716779044
2016-08-03,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.1761267447703667,1.1953068027009386,0.0,-0.622183394677324,1.122532668764227,1,11.0,1,1,-0.36616218727931,-0.36616218727931
2016-08-04,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.3411971650890147,1.404330787921384,0.0,0.7090222466439837,1.2575965118946058,1,9.0,1,1,-0.23434766538725962,-0.23434766538725962
2016-08-05,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.4072253332164741,1.5583484612417118,0.0,1.0350317914573655,1.247206985499961,1,10.0,1,1,0.8592103476115981,0.8592103476115981
2016-08-06,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.484258196031843,1.580350986001759,0.0,0.546017474237293,1.403049881419629,1,12.0,1,1,0.6071778893311968,0.6071778893311968
2016-08-07,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.4182300279043842,1.404330787921384,0.0,1.5783810328130012,1.3718813022356957,1,11.0,1,1,-0.6379088409160003,-0.6379088409160003
2016-08-08,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.3852159438406544,1.3933295255413605,0.0,0.05700315701722079,1.319933670262473,1,15.0,1,1,-1.1798559367888877,-1.1798559367888877
2016-08-09,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.7703802579174994,1.822378758362274,0.0,1.0621992535251472,1.3718813022356957,1,15.0,1,1,-0.31397755251266246,-0.31397755251266246
2016-08-10,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.4512441119681134,1.4263333126814304,0.0,0.6003523983728567,1.4549975133928517,1,35.0,1,1,0.7308748013706575,0.7308748013706575
2016-08-11,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.2421549128978262,1.2173093274609854,1.0,-0.1331690774572518,1.361491775841051,1,36.0,1,1,0.4077166186675663,0.4077166186675663
2016-08-12,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.165122050082457,1.228310589841009,0.0,-0.5406810084739787,1.247206985499961,1,1.0,1,1,-0.04261745172609546,-0.04261745172609546
2016-08-13,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.1761267447703667,1.228310589841009,1.0,-0.3776762360672879,1.2368174591053167,1,26.0,1,1,0.13017167227902626,0.13017167227902626
2016-08-14,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.0990938819549978,1.0852941789007042,1.0,-0.5950159326095423,1.1640907743428053,1,22.0,1,1,-0.9486973324151454,-0.9486973324151454
2016-08-15,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.1541173553945472,1.1843055403209155,1.0,-1.1111977118973961,1.2264279327106722,1,16.0,1,1,-1.4960561681897593,-1.4960561681897593
2016-08-16,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.165122050082457,1.2723156393611026,0.0,-0.24183892572837906,1.1744803007374496,1,40.0,1,1,-1.3735189147006686,-1.3735189147006686
2016-08-17,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.4512441119681134,1.6463585602818989,0.0,1.3882087983385285,1.1121431423695824,1,9.0,1,1,-0.8505129084838235,-0.8505129084838235
2016-08-18,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.1211032713308173,0.97528155510047,0.0,-1.2742024843040871,1.3303231966571174,1,11.0,1,1,-0.5636906936923238,-0.5636906936923238
2016-08-19,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.2861736916494655,1.316320688881196,0.0,0.546017474237293,1.2991546174731836,1,26.0,1,1,0.8209416154493899,0.8209416154493899
2016-08-20,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.0000516297638091,0.9092739808203296,0.0,-1.1655326360329599,1.184869827132094,1,18.0,1,1,0.6987909148104224,0.6987909148104224
2016-08-21,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.3191877757131951,1.5033421493415946,0.0,0.7361897087117656,1.1433117215535158,1,43.0,1,1,-0.837756664429754,-0.837756664429754
2016-08-22,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.0220610191396287,0.7552563075000014,0.0,-1.3557048705074324,1.1121431423695824,1,1.0,1,1,-2.0727930205737453,-2.0727930205737453
2016-08-23,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.1211032713308173,1.1733042779408918,0.0,0.029835694949438857,1.0601955103963598,1,9.0,1,1,-0.6309508896137807,-0.6309508896137807
2016-08-24,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.1211032713308173,1.1623030155608682,0.0,-0.4591786222706334,1.122532668764227,1,12.0,1,1,-0.43342238320076676,-0.43342238320076676
2016-08-26,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.3742112491527445,1.4593370998215012,0.0,1.741385805219692,1.1744803007374496,1,23.0,1,1,1.1305704483981651,1.1305704483981651
2016-08-27,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.8129718200693414,0.7552563075000014,0.0,-1.3557048705074324,0.8420154561088248,1,51.0,1,1,1.1958978800690052,1.1958978800690052
2016-08-28,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.6258920103748733,0.37021212419918137,0.0,-1.3557048705074324,0.8108468769248911,1,25.0,1,1,-0.26643155194749474,-0.26643155194749474
2016-08-29,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.989046935075899,1.0412891293806108,0.0,-0.5950159326095423,0.966689772844559,1,27.0,1,1,-1.4805940541848266,-1.4805940541848266
2016-08-30,air_df507aec929ce5f6,0,0,0,0,0,1,0,0.8789999881968004,0.8652689313002357,0.0,-1.2742024843040871,0.8420154561088248,1,13.0,1,1,-0.658396141972536,-0.658396141972536
2016-08-31,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.1431126607066375,1.2833169017411261,0.0,1.9043905776263825,0.7692887713463131,1,19.0,1,1,-0.212700705780354,-0.212700705780354
2016-09-01,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.165122050082457,1.2833169017411261,0.0,1.2795389500674013,0.8212364033195358,1,9.0,1,1,-0.6209005155105745,-0.6209005155105745
2016-09-02,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.1541173553945472,1.151301753180845,0.0,0.5731849363050747,1.0601955103963598,1,8.0,1,1,0.6280517432378558,0.6280517432378558
2016-09-03,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.2091408288340963,1.2393118522210325,0.0,0.681854784576202,1.247206985499961,1,20.0,1,1,1.2318472951304735,1.2318472951304735
2016-09-04,air_df507aec929ce5f6,0,0,0,1,0,0,0,1.1761267447703667,1.2723156393611026,0.0,0.05700315701722079,1.1537012479481605,1,35.0,1,1,-0.7681771514075574,-0.7681771514075574
2016-09-05,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.3632065544648349,1.4593370998215012,0.0,1.3610413362707467,1.2575965118946058,1,12.0,1,1,-1.386275158754738,-1.386275158754738
2016-09-06,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.4402394172802038,1.404330787921384,0.0,1.3610413362707467,1.3718813022356957,1,8.0,1,1,-0.658396141972536,-0.658396141972536
2016-09-07,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.253159607585736,1.228310589841009,0.0,-0.5406810084739787,1.319933670262473,1,14.0,1,1,-0.5582789537905974,-0.5582789537905974
2016-09-08,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.0880891872670881,0.9972840798605168,0.0,-1.1111977118973961,1.1640907743428053,1,12.0,1,1,-0.4055905779918881,-0.4055905779918881
2016-09-09,air_df507aec929ce5f6,1,0,0,0,0,0,0,1.2201455235220064,1.228310589841009,0.0,-0.4591786222706334,1.0913640895802932,1,2.0,1,1,0.9566216658426734,0.9566216658426734
2016-09-10,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.1541173553945472,1.1182979660407746,0.0,0.2471753914916934,1.184869827132094,1,15.0,1,1,1.4831066477106283,1.4831066477106283
2016-09-11,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.8789999881968004,0.6672462084598139,0.0,-1.1383651739651781,1.0082478784231372,1,58.0,1,1,-0.31359099966253917,-0.31359099966253917
2016-09-12,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.9670375457000794,0.8432664065401889,0.0,-0.8666905532873602,1.0705850367910041,1,5.0,1,1,-1.364241646297709,-1.364241646297709
2016-09-13,air_df507aec929ce5f6,0,0,0,0,0,1,0,0.7139295678781523,0.37021212419918137,0.0,-1.3557048705074324,0.904352614476692,1,16.0,1,1,-0.8284793960267945,-0.8284793960267945
2016-09-15,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.8349812094451611,0.6232411589397203,0.0,-1.3557048705074324,1.0394164576070706,1,22.0,1,1,-0.08397860668929015,-0.08397860668929015
2016-09-16,air_df507aec929ce5f6,1,0,0,0,0,0,0,0.7469436519418821,0.42521843609929855,0.0,-1.3557048705074324,0.94591072005527,1,8.0,1,1,0.8862690471202301,0.8862690471202301
2016-09-17,air_df507aec929ce5f6,0,0,1,0,0,0,0,1.0110563244517188,1.0082853422405404,0.0,-0.26900638779616076,0.9563002464499147,1,21.0,1,1,1.3644349227227706,1.3644349227227706
2016-09-18,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.8239765147572511,0.6672462084598139,0.0,-1.3557048705074324,1.0082478784231372,1,121.0,1,1,0.1460203391340822,0.1460203391340822
2016-09-19,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.5378544528715947,0.20519318849882995,1.0,-1.3557048705074324,0.7173411393730905,1,5.0,1,1,-1.3673340690986955,-1.3673340690986955
2016-09-20,air_df507aec929ce5f6,0,0,0,0,0,1,0,0.30675586442548736,-0.10284215814182615,0.0,-1.3557048705074324,0.5407191906641338,1,54.0,1,1,-1.8679200100083881,-1.8679200100083881
2016-09-21,air_df507aec929ce5f6,0,0,0,0,0,0,1,0.43881220068040566,0.2712007627789707,0.0,-1.3285374084396508,0.5511087170587781,1,20.0,1,1,0.3609437238026452,0.3609437238026452
2016-09-22,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.35077464317712664,-0.014832059101638642,1.0,-1.3557048705074324,0.5926668226373564,1,29.0,1,1,-0.32789345511710183,-0.32789345511710183
2016-09-23,air_df507aec929ce5f6,1,0,0,0,0,0,0,0.5158450634957746,0.12818435183866603,0.0,-1.3557048705074324,0.7485097185570242,1,10.0,1,1,0.1699866158417277,0.1699866158417277
2016-09-24,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.6148873156869638,0.30420454991904106,0.0,-1.3557048705074324,0.8420154561088248,1,25.0,1,1,1.1301838955480419,1.1301838955480419
2016-09-25,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.8239765147572511,0.8872714560602825,0.0,-0.21467146366059714,0.7900678241356022,1,6.0,1,1,-0.414094740694601,-0.414094740694601
2016-09-26,air_df507aec929ce5f6,0,1,0,0,0,0,0,1.0000516297638091,0.9972840798605168,0.0,-0.3776762360672879,0.9770792992392037,1,56.0,1,1,-1.1280578548723637,-1.1280578548723637
2016-09-27,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.0660797978912682,1.0082853422405404,0.0,-0.5950159326095423,1.0809745631856489,1,1.0,1,1,-0.4829011480165511,-0.4829011480165511
2016-09-28,air_df507aec929ce5f6,0,0,0,0,0,0,1,1.0990938819549978,1.1292992284207983,0.0,-0.6493508567451058,1.1640907743428053,1,25.0,1,1,-0.3638428701785701,-0.3638428701785701
2016-09-29,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.9340234616363497,0.7882600946400717,0.0,-1.2470350222363051,1.0601955103963598,1,19.0,1,1,-0.23821319388849277,-0.23821319388849277
2016-09-30,air_df507aec929ce5f6,1,0,0,0,0,0,0,0.6148873156869638,0.37021212419918137,0.0,-0.8666905532873602,0.7900678241356022,1,2.0,1,1,1.2009230671206084,1.2009230671206084
2016-10-01,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.4498168953683157,0.10618182707861924,0.0,-1.3557048705074324,0.6342249282159342,1,29.0,1,1,1.23609937648183,1.23609937648183
2016-10-02,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.7689530413177017,0.8432664065401889,0.0,1.2523714879996195,0.644614454610579,1,19.0,1,1,-0.47207766821309827,-0.47207766821309827
2016-10-03,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.669910789126513,0.4472209608593453,0.0,-1.3557048705074324,0.8420154561088248,1,19.0,1,1,-1.5907616164699714,-1.5907616164699714
2016-10-04,air_df507aec929ce5f6,0,0,0,0,0,1,0,1.0110563244517188,1.206308065080962,0.0,0.4101801638983841,0.7485097185570242,1,30.0,1,1,-0.719858045142143,-0.719858045142143
2016-10-06,air_df507aec929ce5f6,0,0,0,0,1,0,0,1.077084492579178,1.1182979660407746,0.0,0.8720270190506744,0.8212364033195358,1,12.0,1,1,-0.407909895092628,-0.407909895092628
2016-10-08,air_df507aec929ce5f6,0,0,1,0,0,0,0,0.31776055911339735,0.3482095994391346,0.0,-1.3285374084396508,0.4679925059016217,1,43.0,1,1,1.0652430167273248,1.0652430167273248
2016-10-09,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.658906094438603,0.5242297975195096,0.0,-1.2742024843040871,0.6030563490320007,1,58.0,1,1,0.32499430874117696,0.32499430874117696
2016-10-10,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.20771361223429868,-0.1688497324219665,1.0,-1.3013699463718689,0.4576029795069774,1,22.0,1,1,-0.8215214447245749,-0.8215214447245749
2016-10-12,air_df507aec929ce5f6,0,0,0,0,0,0,1,0.1416854441068393,0.2822020251589939,0.0,0.7633571707795473,0.09396955569441907,1,2.0,1,1,-0.49372462782000387,-0.49372462782000387
2016-10-13,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.02063380253983061,-0.31186614336227114,0.0,-1.3557048705074324,0.31214960998195407,1,12.0,1,1,-0.45854831845878224,-0.45854831845878224
2016-10-14,air_df507aec929ce5f6,1,0,0,0,0,0,0,-0.12242722840299755,-0.20185351956203687,0.0,-0.26900638779616076,-0.07226286661989346,1,19.0,1,1,0.9670585927960029,0.9670585927960029
2016-10-15,air_df507aec929ce5f6,0,0,1,0,0,0,0,-0.056399060275538385,0.20519318849882995,0.0,1.4153762604063103,-0.2592743417234948,1,30.0,1,1,1.4452244683985433,1.4452244683985433
2016-10-16,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.06465258129147032,0.2932032875390175,0.0,0.19284046735612975,-0.14498955138240505,1,24.0,1,1,-0.5053212133237034,-0.5053212133237034
2016-10-17,air_df507aec929ce5f6,0,1,0,0,0,0,0,0.11967605473101965,-0.21285478194206045,0.0,-1.3557048705074324,0.33292866277124306,1,23.0,1,1,-1.4523756961258247,-1.4523756961258247
2016-10-18,air_df507aec929ce5f6,0,0,0,0,0,1,0,0.5488591475595044,0.6122398965596968,0.0,0.7090222466439837,0.5095506114802001,1,30.0,1,1,-0.6282450196629175,-0.6282450196629175
2016-10-19,air_df507aec929ce5f6,0,0,0,0,0,0,1,0.5158450634957746,0.4032159113392518,0.0,-0.1060016153894701,0.6134458754266453,1,4.0,1,1,-0.48753978221803085,-0.48753978221803085
2016-10-20,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.6258920103748733,0.8322651441601654,0.0,1.3610413362707467,0.43682392671768844,1,10.0,1,1,-0.26101981204576835,-0.26101981204576835
2016-10-21,air_df507aec929ce5f6,1,0,0,0,0,0,0,0.2187183069222083,0.10618182707861924,0.0,0.0841706190850025,0.30176008358730955,1,26.0,1,1,0.9910248695036484,0.9910248695036484
2016-10-22,air_df507aec929ce5f6,0,0,1,0,0,0,0,-0.01238028152389868,-0.34486993050234155,0.0,-1.3557048705074324,0.18747529324621964,1,11.0,1,1,1.5534592664330715,1.5534592664330715
2016-10-23,air_df507aec929ce5f6,0,0,0,1,0,0,0,0.174699528170569,0.1501868765987128,0.0,0.002668232881657161,0.18747529324621964,1,59.0,1,1,-0.23164179543639643,-0.23164179543639643
2016-10-24,air_df507aec929ce5f6,0,1,0,0,0,0,0,-0.15544131246672704,-0.1908522571820133,0.0,1.0078643293895833,-0.13460002498776058,1,2.0,1,1,-1.2815193363713195,-1.2815193363713195
2016-10-25,air_df507aec929ce5f6,0,0,0,0,0,1,0,-0.41955398497656393,-0.5098888662026929,0.0,-0.7308532429484513,-0.41511723764316266,1,30.0,1,1,-0.5903628403508326,-0.5903628403508326
2016-10-26,air_df507aec929ce5f6,0,0,0,0,0,0,1,0.328765253801307,0.6232411589397203,0.0,1.3067064121351835,-0.020315234646670836,1,1.0,1,1,-0.18796132337246185,-0.18796132337246185
2016-10-27,air_df507aec929ce5f6,0,0,0,0,1,0,0,0.27374178036175767,0.18319066373878318,0.0,0.7905246328473292,0.01085334453726281,1,12.0,1,1,-0.1740454207680225,-0.1740454207680225
2016-10-28,air_df507aec929ce5f6,1,0,0,0,0,0,0,-0.5406056265435724,-0.7629179009432318,0.0,-1.3557048705074324,-0.29044292090742846,1,23.0,1,1,0.8905211284715866,0.8905211284715866
2016-10-29,air_df507aec929ce5f6,0,0,1,0,0,0,0,-0.03438967089971853,0.12818435183866603,0.0,-1.0568627877618326,-0.14498955138240505,1,27.0,1,1,1.7397777401925092,1.7397777401925092
2016-10-30,air_df507aec929ce5f6,0,0,0,1,0,0,0,-0.5406056265435724,-0.8179242128433488,0.0,-1.3557048705074324,-0.29044292090742846,1,6.0,1,1,-0.14621361555914383,-0.14621361555914383
2016-10-31,air_df507aec929ce5f6,0,1,0,0,0,0,0,-0.3095070380974652,-0.30086488098224756,0.0,-0.4048436981350697,-0.3735591320645845,1,51.0,1,1,-1.1071840009657046,-1.1071840009657046
2016-11-01,air_df507aec929ce5f6,0,0,0,0,0,1,0,-0.3315164274732851,-0.432880029542529,0.0,-0.4320111602028515,-0.10343144580382692,1,20.0,1,1,-0.8157231519727252,-0.8157231519727252
2016-11-03,air_df507aec929ce5f6,0,0,0,0,1,0,0,-0.3535258168491047,-0.12484468290187294,1.0,1.0621992535251472,-0.41511723764316266,1,18.0,1,1,-0.10833143624705899,-0.10833143624705899
2016-11-04,air_df507aec929ce5f6,1,0,0,0,0,0,0,-0.3315164274732851,-0.2458585690821304,0.0,1.1437016397284923,-0.41511723764316266,1,31.0,1,1,0.02386963849511469,0.02386963849511469
2016-11-05,air_df507aec929ce5f6,0,0,1,0,0,0,0,-0.23247417528209624,-0.03683458386168542,0.0,0.5188500121695113,-0.20732670975027218,1,9.0,1,1,1.2554270189879957,1.2554270189879957
2016-11-06,air_df507aec929ce5f6,0,0,0,1,0,0,0,-0.18845539653045673,-0.10284215814182615,0.0,1.1980365638640562,-0.3735591320645845,1,26.0,1,1,-0.5605982708913374,-0.5605982708913374
2016-11-07,air_df507aec929ce5f6,0,1,0,0,0,0,0,-0.6176384893589416,-0.7519166385632083,0.0,0.4916825501017294,-0.6332972919306977,1,21.0,1,1,-1.3538047193443794,-1.3538047193443794
2016-11-08,air_df507aec929ce5f6,0,0,0,0,0,1,0,-0.8047182990534093,-1.0049456733037474,0.0,-1.0568627877618326,-0.7995297142450101,1,8.0,1,1,-1.1686459041353117,-1.1686459041353117
2016-11-10,air_df507aec929ce5f6,0,0,0,0,1,0,0,-0.7496948256138599,-1.0049456733037474,0.0,-1.2470350222363051,-0.5086229751949635,1,28.0,1,1,-0.5837914418987362,-0.5837914418987362
2016-11-11,air_df507aec929ce5f6,1,0,0,0,0,0,0,-0.8047182990534093,-1.026948198063794,0.0,-1.3557048705074324,-0.7268030294824984,1,9.0,1,1,0.3837503419599208,0.3837503419599208
2016-11-12,air_df507aec929ce5f6,0,0,1,0,0,0,0,-0.3095070380974652,-0.13584594528189614,0.0,0.9806968673218016,-0.3216115000913619,1,18.0,1,1,1.8035589604628564,1.8035589604628564
2016-11-13,air_df507aec929ce5f6,0,0,0,1,0,0,0,-0.32051173278537504,-0.11384342052184936,0.0,0.8991944811184565,-0.4462858168270963,1,38.0,1,1,-0.42182579769706735,-0.42182579769706735
2016-11-14,air_df507aec929ce5f6,0,1,0,0,0,0,0,-0.2654882593458257,-0.46588381668259904,0.0,-1.3013699463718689,-0.08265239301453794,1,6.0,1,1,-1.466291598730264,-1.466291598730264
2016-11-15,air_df507aec929ce5f6,0,0,0,0,0,1,0,-0.12242722840299755,-0.14684720766191972,0.0,-0.9210254774229237,0.00046381814261832276,1,5.0,1,1,-0.9552687308672418,-0.9552687308672418
2016-11-16,air_df507aec929ce5f6,0,0,0,0,0,0,1,-0.44156337435238374,-0.6639065395230208,0.0,-1.3013699463718689,-0.1865476569609832,1,10.0,1,1,-0.36191010592795353,-0.36191010592795353
