visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-07-27,air_4974785f48853db9,0,0,0,0,0,0,1,1.182441472655728,1.1470949215196893,0.0,1.023180664430223,1.2103779394966911,1,9.0,1,1,-0.25338887994619264,-0.25338887994619264
2016-07-28,air_4974785f48853db9,0,0,0,0,1,0,0,1.2464074840716062,1.2330692453941434,0.0,1.2756326358261405,1.2624033807185602,1,11.0,1,1,-0.029100319032045234,-0.029100319032045234
2016-07-29,air_4974785f48853db9,1,0,0,0,0,0,0,1.2783904897795455,1.2760564073313698,0.0,1.3878335120021037,1.2415932042298128,1,2.0,1,1,1.165861364906557,1.165861364906557
2016-07-30,air_4974785f48853db9,0,0,1,0,0,0,0,1.2783904897795455,1.2760564073313698,0.0,1.668335702442012,1.1999728512523176,1,4.0,1,1,1.2837901257199855,1.2837901257199855
2016-07-31,air_4974785f48853db9,0,0,0,1,0,0,0,1.2250854802663136,1.3405371502372103,0.0,0.6585278168583425,1.2624033807185602,1,2.0,1,1,-0.49857620859942864,-0.49857620859942864
2016-08-01,air_4974785f48853db9,0,1,0,0,0,0,0,1.2783904897795455,1.362030731205823,0.0,1.471984169134076,1.1687575865191961,1,6.0,1,1,-1.2386165019317985,-1.2386165019317985
2016-08-02,air_4974785f48853db9,0,0,0,0,0,1,0,1.2783904897795455,1.362030731205823,0.0,0.5463269406823793,1.2207830277410652,1,11.0,1,1,-0.8840838349294025,-0.8840838349294025
2016-08-03,air_4974785f48853db9,0,0,0,0,0,0,1,1.2570684859742527,1.3405371502372103,0.0,0.3780256264184343,1.2624033807185602,1,11.0,1,1,-0.4343871362579422,-0.4343871362579422
2016-08-04,air_4974785f48853db9,0,0,0,0,1,0,0,1.267729487876899,1.4050178931430497,0.0,1.6963859214860026,1.1687575865191961,1,4.0,1,1,-0.30712856841813474,-0.30712856841813474
2016-08-06,air_4974785f48853db9,0,0,1,0,0,0,0,1.342356501195424,1.4372582645959704,0.0,1.2475824167821497,1.2624033807185602,1,3.0,1,1,0.505311027438935,0.505311027438935
2016-08-08,air_4974785f48853db9,0,1,0,0,0,0,0,1.342356501195424,1.4480050550802772,0.0,1.2475824167821497,1.2728084689629342,1,7.0,1,1,-1.2199568878790408,-1.2199568878790408
2016-08-17,air_4974785f48853db9,0,0,0,0,0,0,1,1.3103734954874846,1.5447261694390373,0.0,0.2938749692864619,1.1375423217860747,1,3.0,1,1,-0.9019970644200498,-0.9019970644200498
2016-08-18,air_4974785f48853db9,0,0,0,0,1,0,0,1.321034497390131,1.4050178931430497,0.0,1.94883789288192,1.1479474100304488,1,1.0,1,1,-0.6250883918771257,-0.6250883918771257
2016-08-19,air_4974785f48853db9,1,0,0,0,0,0,0,1.4063225126113021,1.587713331376264,0.0,1.471984169134076,1.2519982924741866,1,6.0,1,1,0.7116863588624349,0.7116863588624349
2016-08-20,air_4974785f48853db9,0,0,1,0,0,0,0,1.4383055183192412,1.5984601218605707,0.0,1.7524863595739841,1.2728084689629342,1,16.0,1,1,0.5937575980490063,0.5937575980490063
2016-08-21,air_4974785f48853db9,0,0,0,1,0,0,0,1.4383055183192412,1.5554729599233441,0.0,1.6402854833980212,1.3248339101848032,1,15.0,1,1,-0.8896817191452298,-0.8896817191452298
2016-08-22,air_4974785f48853db9,0,1,0,0,0,0,0,1.459627522124534,1.5984601218605707,0.0,1.3036828548701311,1.4080746161397937,1,4.0,1,1,-2.082031057116446,-2.082031057116446
2016-08-23,air_4974785f48853db9,0,0,0,0,0,1,0,1.342356501195424,1.5017390075018107,0.0,1.61223526435403,1.1999728512523176,1,9.0,1,1,-0.6900238487807225,-0.6900238487807225
2016-08-24,air_4974785f48853db9,0,0,0,0,0,0,1,1.2570684859742527,1.2868031978156769,0.0,-0.2671294115933544,1.2728084689629342,1,8.0,1,1,-0.49932259316153893,-0.49932259316153893
2016-08-25,air_4974785f48853db9,0,0,0,0,1,0,0,1.3316954992927774,1.4480050550802772,0.0,0.9951304453862323,1.2936186454516816,1,5.0,1,1,-0.3694516793543454,-0.3694516793543454
2016-08-26,air_4974785f48853db9,1,0,0,0,0,0,0,1.182441472655728,1.383524312174437,0.0,0.01337277884655376,1.1999728512523176,1,12.0,1,1,1.010613375987613,1.010613375987613
2016-08-27,air_4974785f48853db9,0,0,1,0,0,0,0,0.9798824365054464,1.0396270166766224,0.0,-0.37933028776931765,1.0751117923198321,1,2.0,1,1,1.073682871485934,1.073682871485934
2016-08-28,air_4974785f48853db9,0,0,0,1,0,0,0,0.8093064060631043,0.6205021877886616,0.0,-1.389138173352987,0.9502507333873463,1,7.0,1,1,-0.3381035277457125,-0.3381035277457125
2016-08-29,air_4974785f48853db9,0,1,0,0,0,0,0,0.7773234003551651,0.7387168831160354,0.0,-0.2390791925493637,0.8461998509436084,1,13.0,1,1,-1.5103004825399504,-1.5103004825399504
2016-08-30,air_4974785f48853db9,0,0,0,0,0,1,0,0.6920353851339939,0.6419957687572749,0.0,0.6304775978143518,0.7317438802554969,1,6.0,1,1,-0.7165205007356384,-0.7165205007356384
2016-08-31,air_4974785f48853db9,0,0,0,0,0,0,1,0.9052554231869218,0.878425159412022,0.0,1.1353815406061865,0.7629591449886183,1,8.0,1,1,-0.28622980067904613,-0.28622980067904613
2016-09-01,air_4974785f48853db9,0,0,0,0,1,0,0,0.7240183908419331,0.7924508355375689,0.0,-1.248887078133033,0.6172879095673849,1,2.0,1,1,-0.6803208494732885,-0.6803208494732885
2016-09-02,air_4974785f48853db9,1,0,0,0,0,0,0,0.937238428894861,1.0181334357080092,0.0,0.23777453119848024,0.8045794979661134,1,8.0,1,1,0.5254634106159132,0.5254634106159132
2016-09-03,air_4974785f48853db9,0,0,1,0,0,0,0,1.054509449823971,1.1256013405510765,0.0,-0.3512800687253268,0.8253896744548609,1,6.0,1,1,1.1083897536240634,1.1083897536240634
2016-09-05,air_4974785f48853db9,0,1,0,0,0,0,0,0.8412894117710432,0.5237810734299015,0.0,-1.3610879543089962,1.023086351097963,1,9.0,1,1,-1.4192415659624928,-1.4192415659624928
2016-09-06,air_4974785f48853db9,0,0,0,0,0,1,0,1.097153457434557,1.2223224549098364,0.0,0.01337277884655376,0.9918710863648418,1,10.0,1,1,-0.7165205007356384,-0.7165205007356384
2016-09-08,air_4974785f48853db9,0,0,0,0,1,0,0,0.8945944212842751,0.9214123213492491,0.0,-0.2671294115933544,0.9190354686542253,1,8.0,1,1,-0.4724527489255679,-0.4724527489255679
2016-09-09,air_4974785f48853db9,1,0,0,0,0,0,0,0.8412894117710432,0.8999187403806358,0.0,1.61223526435403,0.7213387920111229,1,9.0,1,1,0.8426768495127939,0.8426768495127939
2016-09-10,air_4974785f48853db9,0,0,1,0,0,0,0,0.8412894117710432,0.9214123213492491,0.0,0.09752343597852615,0.7005286155223753,1,11.0,1,1,1.3509647363099133,1.3509647363099133
2016-09-12,air_4974785f48853db9,0,1,0,0,0,0,0,0.6707133813287012,0.44855354003975445,0.0,-1.389138173352987,0.7317438802554969,1,5.0,1,1,-1.3979696059423492,-1.3979696059423492
2016-09-14,air_4974785f48853db9,0,0,0,0,0,0,1,0.7986454041604578,0.6205021877886616,0.0,-1.2208368590890422,0.9086303804098513,1,28.0,1,1,-0.48626086332460855,-0.48626086332460855
2016-09-15,air_4974785f48853db9,0,0,0,0,1,0,0,0.937238428894861,0.9321591118335555,0.0,-0.772033354385189,0.9710609098760942,1,8.0,1,1,-0.16195677108767997,-0.16195677108767997
2016-09-16,air_4974785f48853db9,1,0,0,0,0,0,0,0.9905434384080929,0.9966398547393959,0.0,-0.6037320401212443,1.023086351097963,1,8.0,1,1,0.7747558543607559,0.7747558543607559
2016-09-17,air_4974785f48853db9,0,0,1,0,0,0,0,0.9905434384080929,0.9429059023178624,0.0,-0.5476316020332626,1.0022761746092153,1,1.0,1,1,1.236394706025981,1.236394706025981
2016-09-18,air_4974785f48853db9,0,0,0,1,0,0,0,0.8412894117710432,0.5022874924612879,0.0,-1.389138173352987,1.0438965275867107,1,19.0,1,1,0.06009263614013651,0.06009263614013651
2016-09-20,air_4974785f48853db9,0,0,0,0,0,1,0,0.4041883337625413,0.24436452083792748,0.0,-1.1927866400450513,0.5548573801011424,1,4.0,1,1,-1.8842391481572145,-1.8842391481572145
2016-09-21,air_4974785f48853db9,0,0,0,0,0,0,1,0.532120356594298,0.44855354003975445,0.0,-1.1927866400450513,0.5860726448342635,1,10.0,1,1,0.267587544406802,0.267587544406802
2016-09-23,air_4974785f48853db9,1,0,0,0,0,0,0,0.6920353851339939,0.8246912069904886,0.0,0.06947321693453544,0.6797184390336278,1,6.0,1,1,0.08323055756555604,0.08323055756555604
2016-09-24,air_4974785f48853db9,0,0,1,0,0,0,0,0.7453403946472258,0.8031976260218753,0.0,0.8829295692102689,0.6901235272780014,1,16.0,1,1,1.010240183706558,1.010240183706558
2016-09-26,air_4974785f48853db9,0,1,0,0,0,0,0,0.8199674079657505,0.7924508355375689,0.0,-1.0805857638690881,0.9086303804098513,1,3.0,1,1,-1.1699491222176501,-1.1699491222176501
2016-09-28,air_4974785f48853db9,0,0,0,0,0,0,1,0.9159164250895683,0.6097553973043548,0.0,-1.389138173352987,1.1063270570529533,1,16.0,1,1,-0.43214798257161124,-0.43214798257161124
2016-09-29,air_4974785f48853db9,0,0,0,0,1,0,0,0.5641033623022372,0.3840727971339145,0.0,-1.389138173352987,0.6380980860561325,1,12.0,1,1,-0.3108604912286863,-0.3108604912286863
2016-09-30,air_4974785f48853db9,1,0,0,0,0,0,0,0.4361713394704806,0.2551113113222343,0.0,-1.389138173352987,0.5964777330786374,1,12.0,1,1,1.0785343711396511,1.0785343711396511
2016-10-01,air_4974785f48853db9,0,0,1,0,0,0,0,0.5960863680101764,0.3518324256809944,0.0,-1.3330377352650054,0.7213387920111229,1,19.0,1,1,1.11249486871567,1.11249486871567
2016-10-02,air_4974785f48853db9,0,0,0,1,0,0,0,0.9478994307975072,0.9858930642550889,0.0,0.32192518833045264,0.8774151156767298,1,5.0,1,1,-0.5366418212670543,-0.5366418212670543
2016-10-03,air_4974785f48853db9,0,1,0,0,0,0,0,1.0118654422133857,0.9214123213492491,0.0,-1.0244853257811064,1.1375423217860747,1,4.0,1,1,-1.6166602826406693,-1.6166602826406693
2016-10-04,air_4974785f48853db9,0,0,0,0,0,1,0,0.9478994307975072,0.8031976260218753,0.0,-1.3049875162210145,1.0751117923198321,1,8.0,1,1,-0.7758580734234078,-0.7758580734234078
2016-10-05,air_4974785f48853db9,0,0,0,0,0,0,1,0.8093064060631043,0.8891719498963289,0.0,-1.1366862019570696,0.7837693214773658,1,7.0,1,1,-0.9452873690224477,-0.9452873690224477
2016-10-07,air_4974785f48853db9,1,0,0,0,0,0,0,0.3935273318598948,0.2980984732594609,0.0,-0.182978754461382,0.3363505269692925,1,11.0,1,1,0.6967586676202288,0.6967586676202288
2016-10-08,air_4974785f48853db9,0,0,1,0,0,0,0,0.5107983527890052,0.41631316858683465,0.0,-1.389138173352987,0.5028319388792734,1,2.0,1,1,0.9475438804892921,0.9475438804892921
2016-10-09,air_4974785f48853db9,0,0,0,1,0,0,0,0.31890031854137013,0.30884526374376775,0.0,-0.07077787828541864,0.28432508574742354,1,7.0,1,1,0.23288066226867268,0.23288066226867268
2016-10-12,air_4974785f48853db9,0,0,0,0,0,0,1,0.11634128239108882,0.31959205422807424,0.0,0.2658247502424712,-0.0382326498281641,1,10.0,1,1,-0.5575405890061429,-0.5575405890061429
2016-10-14,air_4974785f48853db9,1,0,0,0,0,0,0,0.08435827668314956,0.34108563519668755,0.0,0.49022650259439765,0.00338770314933112,1,9.0,1,1,0.852753041101283,0.852753041101283
2016-10-17,air_4974785f48853db9,0,1,0,0,0,0,0,0.3828663299572486,0.3518324256809944,0.0,-0.7159329162972075,0.42999632116865655,1,8.0,1,1,-1.4830574460229242,-1.4830574460229242
2016-10-18,air_4974785f48853db9,0,0,0,0,0,1,0,0.6600523794260547,0.7494636736003418,0.0,0.3780256264184343,0.6693133507892539,1,13.0,1,1,-0.6874115028133364,-0.6874115028133364
2016-10-19,air_4974785f48853db9,0,0,0,0,0,0,1,0.5214593546916514,0.2980984732594609,0.0,-1.3610879543089962,0.5964777330786374,1,4.0,1,1,-0.5515695125092605,-0.5515695125092605
2016-10-20,air_4974785f48853db9,0,0,0,0,1,0,0,0.4361713394704806,0.4593003305240613,0.0,0.6304775978143518,0.409186144679909,1,13.0,1,1,-0.33287883581094035,-0.33287883581094035
2016-10-21,air_4974785f48853db9,1,0,0,0,0,0,0,0.18030729380696695,-0.013558450785432954,0.0,-1.3610879543089962,0.2739199975030496,1,8.0,1,1,0.8758909625267026,0.8758909625267026
2016-10-22,air_4974785f48853db9,0,0,1,0,0,0,0,-0.10753975756448558,-0.43268327967339415,0.0,-1.389138173352987,0.1282487620818166,1,8.0,1,1,1.4188857314619512,1.4188857314619512
2016-10-23,air_4974785f48853db9,0,0,0,1,0,0,0,0.07369727478050302,-0.12102635562849987,0.0,-1.1927866400450513,0.16986911505931182,1,15.0,1,1,-0.30451622245074866,-0.30451622245074866
2016-10-24,air_4974785f48853db9,0,1,0,0,0,0,0,-0.022251742343314364,0.10465624454194042,0.0,1.5841850453100392,-0.11106826753878078,1,2.0,1,1,-1.3181064577965462,-1.3181064577965462
2016-10-26,air_4974785f48853db9,0,0,0,0,0,0,1,0.31890031854137013,0.20137735890070085,0.0,-1.2208368590890422,0.47161667414615194,1,12.0,1,1,-0.2623454946915163,-0.2623454946915163
2016-10-27,air_4974785f48853db9,0,0,0,0,1,0,0,0.1909682957096135,0.20137735890070085,0.0,0.8829295692102689,0.1282487620818166,1,16.0,1,1,-0.24891057257353078,-0.24891057257353078
2016-10-28,air_4974785f48853db9,1,0,0,0,0,0,0,-0.12886176136977828,-0.38969611773616714,0.0,-1.389138173352987,0.024197879638078637,1,4.0,1,1,0.7788609694523626,0.7788609694523626
2016-10-29,air_4974785f48853db9,0,0,1,0,0,0,0,-0.022251742343314364,-0.13177314611280672,0.0,0.09752343597852615,-0.10066317929440684,1,2.0,1,1,1.5987644109305355,1.5987644109305355
2016-10-30,air_4974785f48853db9,0,0,0,1,0,0,0,-0.22481077849359585,-0.13177314611280672,0.0,0.7426784739903148,-0.27754967944876147,1,29.0,1,1,-0.22204072833755972,-0.22204072833755972
2016-11-01,air_4974785f48853db9,0,0,0,0,0,1,0,-0.38472580703329173,-0.38969611773616714,0.0,0.40607584546242526,-0.45443617960311594,1,2.0,1,1,-0.868409759125086,-0.868409759125086
2016-11-02,air_4974785f48853db9,0,0,0,0,0,0,1,-0.4913358260597557,-0.40044290822047396,0.0,-0.15492853541739104,-0.6105125032687229,1,6.0,1,1,0.2750513900279051,0.2750513900279051
2016-11-04,air_4974785f48853db9,1,0,0,0,0,0,0,-0.5126578298650486,-0.3144685843460204,0.0,1.3317330739141218,-0.7041582974680871,1,10.0,1,1,-0.05783612467329207,-0.05783612467329207
2016-11-09,air_4974785f48853db9,0,0,0,0,0,0,1,-0.6725728584047445,-0.6691126703281413,0.0,0.49022650259439765,-0.7665888269343298,1,9.0,1,1,-0.9053557949495462,-0.9053557949495462
2016-11-10,air_4974785f48853db9,0,0,0,0,1,0,0,-0.8644708926523794,-0.8733016895299685,0.0,-1.1647364210010605,-0.7873990034230774,1,16.0,1,1,-0.6444943904919938,-0.6444943904919938
2016-11-11,air_4974785f48853db9,1,0,0,0,0,0,0,-0.4806748241571093,-0.2177474699872603,0.0,0.18167409311049856,-0.5480819738024801,1,2.0,1,1,0.28960588898905604,0.28960588898905604
2016-11-13,air_4974785f48853db9,0,0,0,1,0,0,0,-0.2887767899094742,-0.28222821289310024,0.0,-0.014677440197436956,-0.38160056189249947,1,5.0,1,1,-0.48812682472988433,-0.48812682472988433
2016-11-14,air_4974785f48853db9,0,1,0,0,0,0,0,-0.22481077849359585,-0.4864172320949276,0.0,-1.389138173352987,-0.04863773807253786,1,4.0,1,1,-1.4964923681409097,-1.4964923681409097
2016-11-15,air_4974785f48853db9,0,0,0,0,0,1,0,-0.08621775375919287,0.05092229212040696,0.0,-0.32322984968133606,-0.16309370876064977,1,1.0,1,1,-1.0031321725859965,-1.0031321725859965
2016-11-16,air_4974785f48853db9,0,0,0,0,0,0,1,-0.4913358260597557,-0.3574557462832474,0.0,1.3036828548701311,-0.5688921502912276,1,9.0,1,1,-0.4302820211663355,-0.4302820211663355
2016-11-17,air_4974785f48853db9,0,0,0,0,1,0,0,-0.470013822254463,-0.22849426047156676,0.0,0.9390300072982508,-0.6521328562462181,1,2.0,1,1,-0.38139383234811036,-0.38139383234811036
2016-11-18,air_4974785f48853db9,1,0,0,0,0,0,0,-0.470013822254463,-0.540151184516461,0.0,-1.1927866400450513,-0.4856514443362374,1,14.0,1,1,0.8911918460499638,0.8911918460499638
2016-11-21,air_4974785f48853db9,0,1,0,0,0,0,0,-0.150183765175071,-0.3574557462832474,0.0,-1.389138173352987,-0.07985300280565932,1,3.0,1,1,-1.3949840676939078,-1.3949840676939078
2016-11-22,air_4974785f48853db9,0,0,0,0,0,1,0,-0.07555675185654633,-0.03505203175404664,0.0,0.6865780359023335,-0.11106826753878078,1,12.0,1,1,0.5564383699434909,0.5564383699434909
2016-11-23,air_4974785f48853db9,0,0,0,0,0,0,1,-0.5126578298650486,-0.6906062512967546,1.0,-1.389138173352987,-0.38160056189249947,1,10.0,1,1,-0.3030234533265281,-0.3030234533265281
2016-11-24,air_4974785f48853db9,0,0,0,0,1,0,0,-0.7045558641126836,-0.744340203718288,0.0,-0.3512800687253268,-0.5168667090693587,1,5.0,1,1,-1.2173445419116546,-1.2173445419116546
2016-11-25,air_4974785f48853db9,1,0,0,0,0,0,0,-0.7791828774312084,-0.7658337846869016,0.0,1.079281102518205,-0.7353735622012084,1,21.0,1,1,0.757962201713274,0.757962201713274
2016-11-26,air_4974785f48853db9,0,0,1,0,0,0,0,-0.8218268850417938,-0.744340203718288,0.0,0.5463269406823793,-1.0059058565549273,1,8.0,1,1,1.7040046341880888,1.7040046341880888
2016-11-27,air_4974785f48853db9,0,0,0,1,0,0,0,-0.6512508545994515,-0.991516384857342,0.0,-1.389138173352987,-0.3920056501368732,1,10.0,1,1,-0.6030700472948717,-0.6030700472948717
2016-11-28,air_4974785f48853db9,0,1,0,0,0,0,0,-0.7045558641126836,-0.7335934132339813,0.0,-0.7439831353411983,-0.7769939151787036,1,3.0,1,1,-1.3494546094051791,-1.3494546094051791
2016-11-29,air_4974785f48853db9,0,0,0,0,0,1,0,-0.8751318945550257,-0.7228466227496747,0.0,0.12557365502251713,-1.0059058565549273,1,17.0,1,1,-0.7068175014282044,-0.7068175014282044
2016-12-01,air_4974785f48853db9,0,0,0,0,1,0,0,-0.5019968279624021,-0.5079108130635409,0.0,-0.9964351067371157,-0.49605653258061116,1,2.0,1,1,-0.5732146648104594,-0.5732146648104594
2016-12-02,air_4974785f48853db9,1,0,0,0,0,0,0,-0.6938948622100372,-0.7013530417810614,0.0,1.163431759650177,-0.6937532092237133,1,9.0,1,1,1.0206895675761023,1.0206895675761023
2016-12-03,air_4974785f48853db9,0,0,1,0,0,0,0,-0.7791828774312084,-0.6153787179066078,0.0,0.8829295692102689,-0.9018549741111892,1,13.0,1,1,2.151462179173218,2.151462179173218
2016-12-05,air_4974785f48853db9,0,1,0,0,0,0,0,-0.5339798336703413,-0.5079108130635409,0.0,0.06947321693453544,-0.5168667090693587,1,13.0,1,1,-1.2837727679394721,-1.2837727679394721
2016-12-06,air_4974785f48853db9,0,0,0,0,0,1,0,-0.7365388698206228,-0.8518081085613549,0.0,0.20972431215448953,-0.8186142681561988,1,13.0,1,1,-0.8034743022214892,-0.8034743022214892
2016-12-07,air_4974785f48853db9,0,0,0,0,0,0,1,-0.9284369040682577,-0.819567737108435,0.0,0.5182767216383883,-1.0579312977767963,1,17.0,1,1,-0.2649578406589024,-0.2649578406589024
2016-12-08,air_4974785f48853db9,0,0,0,0,1,0,0,-0.9284369040682577,-0.884048480014275,0.0,1.079281102518205,-0.9642855035774319,1,12.0,1,1,-0.09888727558935897,-0.09888727558935897
2016-12-09,air_4974785f48853db9,1,0,0,0,0,0,0,-0.7578608736259155,-0.5079108130635409,0.0,-0.014677440197436956,-0.7873990034230774,1,18.0,1,1,1.6439206769382089,1.6439206769382089
2016-12-10,air_4974785f48853db9,0,0,1,0,0,0,0,-0.9390979059709043,-0.8947952704985818,0.0,-0.04272765924142792,-0.9850956800661795,1,12.0,1,1,2.372018817276814,2.372018817276814
2016-12-12,air_4974785f48853db9,0,1,0,0,0,0,0,-1.0563689269000145,-1.1527182421219424,0.0,-0.940334668649134,-1.0891465625099175,1,2.0,1,1,-1.0878468203855163,-1.0878468203855163
2016-12-13,air_4974785f48853db9,0,0,0,0,0,1,0,-0.8324878869444403,-1.0452503372788755,0.0,-1.389138173352987,-0.6313226797574706,1,6.0,1,1,-0.5079060156258075,-0.5079060156258075
2016-12-14,air_4974785f48853db9,0,0,0,0,0,0,1,-0.907114900262965,-1.023756756310262,0.0,-0.772033354385189,-0.9850956800661795,1,13.0,1,1,0.1440608993775461,0.1440608993775461
2016-12-15,air_4974785f48853db9,0,0,0,0,1,0,0,-1.312232972563528,-1.6040834424628232,0.0,-1.389138173352987,-1.0683363860211699,1,14.0,1,1,0.24444962298138245,0.24444962298138245
2016-12-16,air_4974785f48853db9,1,0,0,0,0,0,0,-1.3761989839794064,-1.4321347947139162,0.0,-0.32322984968133606,-1.3492737686192624,1,15.0,1,1,1.8148427416614694,1.8148427416614694
2016-12-17,air_4974785f48853db9,0,0,1,0,0,0,0,-1.344215978271467,-1.2494393564807025,0.0,-0.32322984968133606,-1.4429195628186267,1,11.0,1,1,2.8146248626082264,2.8146248626082264
2016-12-19,air_4974785f48853db9,0,1,0,0,0,0,0,-0.853809890749733,-0.6691126703281413,0.0,1.0512308834742137,-1.0267160330436746,1,10.0,1,1,-0.5500767433850399,-0.5500767433850399
2016-12-21,air_4974785f48853db9,0,0,0,0,0,0,1,-0.5659628393782805,-0.7228466227496747,0.0,-0.5756818210772534,-0.47524635609186366,1,8.0,1,1,0.7378098185362957,0.7378098185362957
2016-12-22,air_4974785f48853db9,0,0,0,0,1,0,0,-0.3740648051306454,-0.19625388901864702,0.0,-1.389138173352987,-0.40241073838124697,1,15.0,1,1,1.8305168174657858,1.8305168174657858
2016-12-23,air_4974785f48853db9,1,0,0,0,0,0,0,-0.7791828774312084,-0.9700228038887286,1.0,-0.7439831353411983,-0.6521328562462181,1,25.0,1,1,1.340515352440369,1.340515352440369
2016-12-24,air_4974785f48853db9,0,0,1,0,0,0,0,-0.8857928964576723,-0.9700228038887286,0.0,0.041422997890544475,-0.8082091799118251,1,5.0,1,1,1.5789852200346122,1.5789852200346122
2016-12-26,air_4974785f48853db9,0,1,0,0,0,0,0,-0.9710809116788434,-1.335413680355156,0.0,-1.389138173352987,-0.756183738689956,1,8.0,1,1,-0.22390668974283548,-0.22390668974283548
2016-12-27,air_4974785f48853db9,0,0,0,0,0,1,0,-0.8005048812365011,-0.7765805751712082,0.0,-0.9122844496051431,-0.8914498858668155,1,1.0,1,1,0.5385251404528436,0.5385251404528436
