visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,total_area_visitors,total_genre_visitors
2016-01-29,air_8c119d1f16049f20,1,0,0,0,0,0,0,-1.2299121892330032,-1.4820082700218473,0.0,-1.3079213067996818,-1.0620745416870474,1,15.0,1,1,-0.9116361400601883,-0.9116361400601883
2016-01-30,air_8c119d1f16049f20,0,0,1,0,0,0,0,-1.4931105724864284,-1.830400163409443,0.0,-1.3079213067996818,-1.1940212380393165,1,34.0,1,1,-0.6077658309084437,-0.6077658309084437
2016-01-31,air_8c119d1f16049f20,0,0,0,1,0,0,0,-1.1421793948151948,-1.058960970908339,0.0,-0.04115919587387666,-1.2180115464670018,1,54.0,1,1,-1.1670410581320345,-1.1670410581320345
2016-02-01,air_8c119d1f16049f20,0,1,0,0,0,0,0,-1.3176449836508113,-1.6188765138526886,0.0,-1.3079213067996818,-1.0620745416870474,1,20.0,1,1,-1.4234716987664182,-1.4234716987664182
2016-02-02,air_8c119d1f16049f20,0,0,0,0,0,1,0,-1.154712651160596,-1.1211738090132666,0.0,0.8033488780766603,-1.0620745416870474,1,33.0,1,1,-1.2742290659172069,-1.2742290659172069
2016-02-03,air_8c119d1f16049f20,0,0,0,0,0,0,1,-1.280045214614608,-1.3078123233280499,0.0,0.455610259391145,-1.1940212380393165,1,25.0,1,1,-1.198838457570698,-1.198838457570698
2016-02-04,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.2675119582692067,-1.270484620465093,0.0,0.1575485862321322,-1.2420018548946872,1,29.0,1,1,-1.1608867227568092,-1.1608867227568092
2016-02-05,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.966713805979578,-0.7976670508676421,0.0,0.9275412418929158,-1.3019776259639007,1,30.0,1,1,-0.7839336810242653,-0.7839336810242653
2016-02-06,air_8c119d1f16049f20,0,0,1,0,0,0,0,-1.0669798567427875,-1.2207143499811508,0.0,-1.0595365791671711,-0.8461617658378794,1,43.0,1,1,-0.5590440091879109,-0.5590440091879109
2016-02-07,air_8c119d1f16049f20,0,0,0,1,0,0,0,-1.280045214614608,-1.2829271880860786,0.0,0.9027027691296647,-1.1940212380393165,1,36.0,1,1,-1.1744775467104316,-1.1744775467104316
2016-02-08,air_8c119d1f16049f20,0,1,0,0,0,0,0,-1.355244752687015,-1.295369755707064,0.0,0.058194695179127766,-1.2180115464670018,1,40.0,1,1,-1.3716727093582726,-1.3716727093582726
2016-02-09,air_8c119d1f16049f20,0,0,0,0,0,1,0,-1.0795131130881888,-0.6234711041738447,0.0,0.8281873508399112,-1.3019776259639007,1,28.0,1,1,-1.1521680809752401,-1.1521680809752401
2016-02-10,air_8c119d1f16049f20,0,0,0,0,0,0,1,-1.154712651160596,-1.108731241392281,0.0,1.1510874967621756,-1.182026083825474,1,30.0,1,1,-0.8257318754476698,-0.8257318754476698
2016-02-11,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.154712651160596,-1.0216332680453821,1.0,1.1510874967621756,-1.1700309296116314,1,46.0,1,1,-0.8995838999503724,-0.8995838999503724
2016-02-12,air_8c119d1f16049f20,1,0,0,0,0,0,0,-1.0043135750157814,-0.9718629975614399,0.0,-0.7117979604816559,-1.1940212380393165,1,23.0,1,1,-0.8429127283701735,-0.8429127283701735
2016-02-13,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.1520521435285003,0.25995119691612956,0.0,-0.16535155969013207,-0.3783507514980155,1,54.0,1,1,-0.6516154704569234,-0.6516154704569234
2016-02-14,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.4119443920145535,0.40926200836795606,0.0,-0.21502850521663408,0.43731973504328536,1,59.0,1,1,-1.1921712609142041,-1.1921712609142041
2016-02-15,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.8915142679071709,-0.5239305632059601,0.0,-1.2085674157466775,-0.9901036164039914,1,19.0,1,1,-1.375262738327154,-1.375262738327154
2016-02-16,air_8c119d1f16049f20,0,0,0,0,0,1,0,-1.2048456765422009,-1.2082717823601654,0.0,1.0268951329459202,-1.2300067006808446,1,20.0,1,1,-1.213455004086858,-1.213455004086858
2016-02-17,air_8c119d1f16049f20,0,0,0,0,0,0,1,-1.1296461384697933,-0.7852244832466566,0.0,0.8033488780766603,-1.2180115464670018,1,31.0,1,1,-1.043185058705627,-1.043185058705627
2016-02-18,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.1296461384697933,-1.1211738090132666,0.0,0.3810948411013918,-1.2420018548946872,1,30.0,1,1,-1.0529294230497337,-1.0529294230497337
2016-02-19,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.6909821663807518,-0.39950488699610465,0.0,1.0020566601826693,-1.0860648501147325,1,3.0,1,1,-0.7313653996942167,-0.7313653996942167
2016-02-20,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.9040475242525721,-1.058960970908339,0.0,-1.1588904702201754,-0.5942635273471835,1,20.0,1,1,-0.7657271055392241,-0.7657271055392241
2016-02-21,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.7160486790715541,-0.49904542796398915,0.0,-0.3640593417961407,-0.6302489899887115,1,50.0,1,1,-1.137295103818446,-1.137295103818446
2016-02-22,air_8c119d1f16049f20,0,1,0,0,0,0,0,-1.0669798567427875,-1.2331569176021364,0.0,-1.1837289429834263,-0.786185994768666,1,31.0,1,1,-1.3621847756548005,-1.3621847756548005
2016-02-23,air_8c119d1f16049f20,0,0,0,0,0,1,0,-1.0669798567427875,-1.2082717823601654,0.0,-1.2830828340364309,-0.786185994768666,1,35.0,1,1,-1.1442187311155743,-1.1442187311155743
2016-02-24,air_8c119d1f16049f20,0,0,0,0,0,0,1,-1.1797791638513986,-1.4944508376428332,0.0,-1.2830828340364309,-1.07406969590089,1,26.0,1,1,-1.099856230285826,-1.099856230285826
2016-02-25,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.4304442907594224,-1.407352864295934,0.0,-0.8111518515346602,-1.3259679343915858,1,36.0,1,1,-0.9947196676257286,-0.9947196676257286
2016-02-26,air_8c119d1f16049f20,1,0,0,0,0,0,0,-1.1797791638513986,-1.0340758356663675,0.0,1.300118333341682,-1.361953397033114,1,30.0,1,1,-0.5813534749231022,-0.5813534749231022
2016-02-27,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.9291140369433745,-0.8972075918355267,0.0,1.300118333341682,-1.0500793874732046,1,52.0,1,1,-0.4118528214637746,-0.4118528214637746
2016-02-28,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.8163147298347637,-0.5861434013108879,0.0,1.1262490239989247,-0.930127845334778,1,44.0,1,1,-1.0001047110790506,-1.0001047110790506
2016-02-29,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.8664477552163684,-0.6110285365528589,0.0,-0.786313378771409,-0.7981811489825088,1,26.0,1,1,-1.3139758152155363,-1.3139758152155363
2016-03-01,air_8c119d1f16049f20,0,0,0,0,0,1,0,-1.2549787019238055,-1.1709440794972086,0.0,1.3994722243946864,-1.1220503127562607,1,24.0,1,1,-1.2039670703833858,-1.2039670703833858
2016-03-02,air_8c119d1f16049f20,0,0,0,0,0,0,1,-1.1171128821243925,-0.9096501594565122,0.0,0.8530258236031623,-1.2420018548946872,1,20.0,1,1,-1.0729310130192156,-1.0729310130192156
2016-03-03,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.7536484481077578,-0.41194745461709037,0.0,1.3746337516314353,-1.098060004328575,1,27.0,1,1,-1.089855435301085,-1.089855435301085
2016-03-04,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.6032493719629433,-0.47416029272201793,0.0,1.101410551235673,-0.7022199152717675,1,37.0,1,1,-0.7136716854904441,-0.7136716854904441
2016-03-05,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.5656496029267398,-0.42439002223807565,0.0,-0.6621210149551536,-0.45032167678107154,1,54.0,1,1,-0.4885255830134553,-0.4885255830134553
2016-03-06,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.25231819429171,-0.2999643460282202,0.0,-0.5379286511388982,-0.29438467200111695,1,45.0,1,1,-1.128576462036877,-1.128576462036877
2016-03-07,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.13951888718309916,-0.5239305632059601,0.0,-1.3079213067996818,0.16143118812490426,1,21.0,1,1,-1.419368808516268,-1.419368808516268
2016-03-08,air_8c119d1f16049f20,0,0,0,0,0,1,0,0.07354647068872129,0.13552552070627405,0.0,0.7039949870236559,0.14943603391106142,1,29.0,1,1,-1.0806239322382472,-1.0806239322382472
2016-03-09,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.8163147298347637,-0.5985859689318734,0.0,-1.3079213067996818,-0.9181326911209353,1,18.0,1,1,-1.1275507394743394,-1.1275507394743394
2016-03-10,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.1421793948151948,-1.3949102966749487,0.0,-1.3079213067996818,-0.9421229995486207,1,20.0,1,1,-1.0057461851730072,-1.0057461851730072
2016-03-11,air_8c119d1f16049f20,1,0,0,0,0,0,0,-1.3301782399962128,-1.6935319195786018,0.0,-1.3079213067996818,-1.0140939248316767,1,18.0,1,1,-0.6634112799261049,-0.6634112799261049
2016-03-12,air_8c119d1f16049f20,0,0,1,0,0,0,0,-1.1797791638513986,-1.407352864295934,0.0,-0.9601826881141667,-1.0260890790455193,1,22.0,1,1,-0.4713447300909516,-0.4713447300909516
2016-03-13,air_8c119d1f16049f20,0,0,0,1,0,0,0,-1.0669798567427875,-1.3078123233280499,0.0,-1.2830828340364309,-0.9061375369070926,1,33.0,1,1,-1.077803195191269,-1.077803195191269
2016-03-14,air_8c119d1f16049f20,0,1,0,0,0,0,0,-1.1923124201967994,-1.5939913786107174,0.0,-1.3079213067996818,-0.9061375369070926,1,11.0,1,1,-1.3093600636841174,-1.3093600636841174
2016-03-15,air_8c119d1f16049f20,0,0,0,0,0,1,0,-0.8915142679071709,-0.6981265098997579,0.0,1.5236645882109419,-0.89414238269325,1,27.0,1,1,-1.0313892492364456,-1.0313892492364456
2016-03-16,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.8163147298347637,-0.7230116451417289,0.0,-0.7117979604816559,-1.0260890790455193,1,30.0,1,1,-0.9411256637331424,-0.9411256637331424
2016-03-17,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.26485145063711113,0.08575525022233159,0.0,1.5236645882109419,-0.6062586815610261,1,32.0,1,1,-0.8931731339345127,-0.8931731339345127
2016-03-18,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.051786092765290656,0.21018092643218708,0.0,0.5798026232074005,-0.4623168309949143,1,34.0,1,1,-0.5136557857956249,-0.5136557857956249
2016-03-19,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.03925283641988951,-0.37461975175413365,0.0,-0.8359903242979113,0.2573924218356454,1,33.0,1,1,-0.4959620715918524,-0.4959620715918524
2016-03-20,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.22725168160090745,-0.08844069647146592,1.0,-0.016320723110625445,-0.3783507514980155,1,43.0,1,1,-0.7105945178028316,-0.7105945178028316
2016-03-21,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.7160486790715541,-0.7354542127627144,1.0,-0.1901900324533831,-0.5462829104918128,1,37.0,1,1,-1.1608867227568092,-1.1608867227568092
2016-03-22,air_8c119d1f16049f20,0,0,0,0,0,1,0,-0.5280498338905362,-0.27507921078624914,0.0,0.8778642963664137,-0.7262102236994528,1,34.0,1,1,-1.0272863589862953,-1.0272863589862953
2016-03-23,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.4653835521635302,-0.21286637268132141,0.0,0.1575485862321322,-0.4743119852087569,1,31.0,1,1,-0.9249705333731763,-0.9249705333731763
2016-03-24,air_8c119d1f16049f20,0,0,0,0,1,0,0,-1.1171128821243925,-1.270484620465093,0.0,-0.9353442153509156,-0.8821472284794074,1,25.0,1,1,-0.9852317339222565,-0.9852317339222565
2016-03-25,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.8915142679071709,-0.6607988070368012,0.0,0.9772181874194177,-1.07406969590089,1,34.0,1,1,-0.3739010866498858,-0.3739010866498858
2016-03-26,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.9040475242525721,-0.8972075918355267,0.0,0.23206400452188541,-0.7621956863409808,1,52.0,1,1,-0.37979899138447665,-0.37979899138447665
2016-03-27,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.6032493719629433,-0.44927515748004665,0.0,-0.016320723110625445,-0.6542392984163968,1,58.0,1,1,-0.9447156927020238,-0.9447156927020238
2016-03-28,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.4904500648543325,-0.3621771841331479,0.0,-0.6124440694286516,-0.29438467200111695,1,43.0,1,1,-1.0634430793157434,-1.0634430793157434
2016-03-29,air_8c119d1f16049f20,0,0,0,0,0,1,0,-0.2773847069825123,-0.13821096695540794,0.0,1.1262490239989247,-0.4863071394225995,1,43.0,1,1,-0.7852158342274372,-0.7852158342274372
2016-03-30,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.03925283641988951,0.03598497973838957,0.0,-0.41373628732264284,-0.24640405514574626,1,49.0,1,1,-0.8716329601212245,-0.8716329601212245
2016-03-31,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.03925283641988951,0.06087011498036058,0.0,0.9523797146561667,-0.30637982621495957,1,46.0,1,1,-0.8354762397917764,-0.8354762397917764
2016-04-01,air_8c119d1f16049f20,1,0,0,0,0,0,0,-0.30245121967331456,-0.16309610219737938,0.0,-0.2398669779798853,-0.40234105992570096,1,27.0,1,1,-0.625972406393485,-0.625972406393485
2016-04-02,air_8c119d1f16049f20,0,0,1,0,0,0,0,-0.5907161156175421,-0.7976670508676421,0.0,-1.3079213067996818,-0.45032167678107154,1,35.0,1,1,-0.6434096899566231,-0.6434096899566231
2016-04-03,air_8c119d1f16049f20,0,0,0,1,0,0,0,-0.26485145063711113,-0.3372920488911769,0.0,-1.3079213067996818,-0.23440890093190364,1,44.0,1,1,-1.1747339773510659,-1.1747339773510659
2016-04-04,air_8c119d1f16049f20,0,1,0,0,0,0,0,0.04847995799791877,0.27239376453711484,0.0,-1.1340519974569243,-0.2104185925042184,1,24.0,1,1,-1.2888456124333667,-1.2888456124333667
2016-04-05,air_8c119d1f16049f20,0,0,0,0,0,1,0,-0.5531163465813385,-0.8598798889725698,0.0,-1.3079213067996818,-0.28238951778727434,1,32.0,1,1,-1.0816496548007848,-1.0816496548007848
2016-04-06,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.07685260545609318,0.06087011498036058,0.0,0.7536719325501583,-0.49830229363644224,1,39.0,1,1,-1.013695535032673,-1.013695535032673
2016-04-07,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.17711865621930262,0.048427547359375295,0.0,-1.1837289429834263,0.041479645986477645,1,23.0,1,1,-1.1311407684432206,-1.1311407684432206
2016-04-08,air_8c119d1f16049f20,1,0,0,0,0,0,0,0.11114623972492498,0.39681944074697034,0.0,-0.21502850521663408,0.005494183344949578,1,37.0,1,1,-0.5649419139225016,-0.5649419139225016
2016-04-09,air_8c119d1f16049f20,0,0,1,0,0,0,0,0.23647880317893694,0.4714748464728838,0.0,0.5549641504441495,-0.06647674193810635,1,66.0,1,1,-0.4713447300909516,-0.4713447300909516
2016-04-10,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.24901205952433786,0.5212451169568258,0.0,-0.2647054507431363,0.08946026284184812,1,49.0,1,1,-1.059083758424959,-1.059083758424959
2016-04-11,air_8c119d1f16049f20,0,1,0,0,0,0,0,-0.4528502958181291,-0.3248494812701912,0.0,0.23206400452188541,-0.4863071394225995,1,24.0,1,1,-1.3114115088091924,-1.3114115088091924
2016-04-12,air_8c119d1f16049f20,0,0,0,0,0,1,0,-0.5907161156175421,-0.5737008336899024,0.0,1.5236645882109419,-0.7621956863409808,1,21.0,1,1,-1.1457573149593807,-1.1457573149593807
2016-04-13,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.10191911814689548,-0.08844069647146592,0.0,-1.1340519974569243,-0.10246220457963441,1,28.0,1,1,-1.0565194520186152,-1.0565194520186152
2016-04-14,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.026719580074488356,-0.2626366431652634,0.0,-1.3079213067996818,0.1974166507664321,1,18.0,1,1,-1.0229270380955109,-1.0229270380955109
2016-04-15,air_8c119d1f16049f20,1,0,0,0,0,0,0,0.13621275241572728,0.21018092643218708,0.0,1.6975338975536993,-0.05448158772426373,1,22.0,1,1,-0.5931492843922839,-0.5931492843922839
2016-04-16,air_8c119d1f16049f20,0,0,1,0,0,0,0,0.07354647068872129,0.14796808832725933,0.0,-0.3392208690328896,-0.1624379756488477,1,45.0,1,1,-0.37441394793115457,-0.37441394793115457
2016-04-17,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.49967718643236175,0.4217045759889418,0.0,-0.5627671239021493,0.6172470482509255,1,30.0,1,1,-1.0962662013169446,-1.0962662013169446
2016-04-18,air_8c119d1f16049f20,0,1,0,0,0,0,0,0.4620774173961581,0.882079577965407,0.0,0.40593331386464304,0.2813827302633309,1,29.0,1,1,-1.4021879555937642,-1.4021879555937642
2016-04-19,air_8c119d1f16049f20,0,0,0,0,0,1,0,0.1236794960703259,0.27239376453711484,0.0,1.573341533737444,0.06546995441416288,1,30.0,1,1,-1.0806239322382472,-1.0806239322382472
2016-04-20,air_8c119d1f16049f20,0,0,0,0,0,0,1,-0.03925283641988951,-0.05111299360850918,0.0,1.5236645882109419,-0.1984234382903756,1,38.0,1,1,-0.9449721233426582,-0.9449721233426582
2016-04-21,air_8c119d1f16049f20,0,0,0,0,1,0,0,0.16127926510652957,0.06087011498036058,0.0,-1.3079213067996818,0.22140695919411757,1,19.0,1,1,-1.0529294230497337,-1.0529294230497337
2016-04-22,air_8c119d1f16049f20,1,0,0,0,0,0,0,0.2615453158697392,0.4963599817148548,0.0,0.8033488780766603,0.20941180498027473,1,29.0,1,1,-0.5464789077968261,-0.5464789077968261
2016-04-23,air_8c119d1f16049f20,0,0,1,0,0,0,0,0.33674485394214615,0.33460660264204256,0.0,-0.786313378771409,0.3053730386910161,1,49.0,1,1,-0.4477531111525883,-0.4477531111525883
2016-04-24,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.061013214343319924,-0.0759981288504802,0.0,-1.0098596336406689,0.0774651086280055,1,53.0,1,1,-1.074469596863022,-1.074469596863022
2016-04-25,air_8c119d1f16049f20,0,1,0,0,0,0,0,0.3618113666329489,0.4217045759889418,0.0,0.8530258236031623,0.2453972676218028,1,34.0,1,1,-1.2632025483699283,-1.2632025483699283
2016-04-26,air_8c119d1f16049f20,0,0,0,0,0,1,0,0.49967718643236175,0.6705559284086527,0.0,1.3994722243946864,0.32936334711870136,1,24.0,1,1,-0.9824109968752782,-0.9824109968752782
2016-04-27,air_8c119d1f16049f20,0,0,0,0,0,0,1,0.3618113666329489,0.25995119691612956,0.0,-1.2334058885099286,0.449314889257128,1,34.0,1,1,-0.9626658375464306,-0.9626658375464306
2016-04-28,air_8c119d1f16049f20,0,0,0,0,1,0,0,-0.10191911814689548,-0.5363731308269456,0.0,-1.3079213067996818,0.22140695919411757,1,20.0,1,1,-0.7170052838186911,-0.7170052838186911
2016-04-29,air_8c119d1f16049f20,1,0,0,0,0,0,0,0.07354647068872129,0.21018092643218708,1.0,1.0268951329459202,-0.006500970868893041,1,37.0,1,1,-0.5413502949841383,-0.5413502949841383
2016-04-30,air_8c119d1f16049f20,0,0,1,0,0,0,0,0.0986129833795236,0.24750862929514383,0.0,1.4243106971579373,-0.11445735879347703,1,51.0,1,1,-0.5862256570951555,-0.5862256570951555
2016-05-01,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.3743446229783498,0.658113360787667,0.0,0.9275412418929158,0.05347480020032026,1,52.0,1,1,-0.8711200988399557,-0.8711200988399557
2016-05-02,air_8c119d1f16049f20,0,1,0,0,0,0,0,0.27407857221514015,0.21018092643218708,0.0,-0.4385747600858939,0.20941180498027473,1,48.0,1,1,-1.01292624311077,-1.01292624311077
2016-05-03,air_8c119d1f16049f20,0,0,0,0,0,1,0,0.650076262577176,0.6207856579247103,1.0,0.18238705899538318,0.6772228193201388,1,61.0,1,1,-0.7226467579126475,-0.7226467579126475
2016-05-04,air_8c119d1f16049f20,0,0,0,0,0,0,1,0.8631416204489967,0.906964713207378,1.0,0.9772181874194177,0.8691452867416211,1,50.0,1,1,-0.7803436520553839,-0.7803436520553839
2016-05-05,air_8c119d1f16049f20,0,0,0,0,1,0,0,0.8631416204489967,0.95673498369132,1.0,1.7472108430802016,0.6772228193201388,1,45.0,1,1,-0.9757438002187843,-0.9757438002187843
2016-05-06,air_8c119d1f16049f20,1,0,0,0,0,0,0,0.3618113666329489,0.3470491702630283,0.0,-1.2830828340364309,0.449314889257128,1,27.0,1,1,-1.1329357829276614,-1.1329357829276614
2016-05-07,air_8c119d1f16049f20,0,0,1,0,0,0,0,0.7503423133403857,0.8323093074814646,0.0,1.5485030609741928,0.47330519768481344,1,57.0,1,1,-0.6980294164117468,-0.6980294164117468
2016-05-08,air_8c119d1f16049f20,0,0,0,1,0,0,0,0.7628755696857871,0.906964713207378,0.0,1.6478569520271973,0.6892179735339812,1,65.0,1,1,-1.0452365038307023,-1.0452365038307023
2016-05-09,air_8c119d1f16049f20,0,1,0,0,0,0,0,0.4119443920145535,0.25995119691612956,0.0,-1.3079213067996818,0.5692664313955546,1,19.0,1,1,-1.4816814541904233,-1.4816814541904233
2016-05-10,air_8c119d1f16049f20,0,0,0,0,0,1,0,0.3994111356691521,0.359491737884014,0.0,-1.2830828340364309,0.5572712771817122,1,36.0,1,1,-1.3160272603406113,-1.3160272603406113
2016-05-11,air_8c119d1f16049f20,0,0,0,0,0,0,1,0.775408826031188,0.9194072808283638,0.0,-0.8856672698244134,0.5452761229678693,1,29.0,1,1,-1.1221656960210173,-1.1221656960210173
