visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Fukuoka-ken Kitakyūshū-shi None,total_area_visitors,total_genre_visitors
2016-07-23,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.1709725072203259,1.4081993167444804,0.0,1.0502620049777356,0.9002967102635102,1,48.0,1,1,1.3670801391674885,1.3670801391674887
2016-07-24,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.2724230825596619,1.2548038418776906,0.0,0.227077769882815,1.2043730972892202,1,45.0,1,1,-0.3810769404860676,-0.3810769404860676
2016-07-25,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.2386062241132165,1.2438470222443483,0.0,0.0146431285679969,1.2586724521152397,1,22.0,1,1,-1.0110004883906123,-1.0110004883906125
2016-07-26,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.2611507964108466,1.2548038418776906,0.0,0.7581643731698604,1.1935132263240165,1,26.0,1,1,-0.2952283032061238,-0.2952283032061238
2016-07-27,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.3287845133037373,1.3862856774777967,0.0,1.3158053066212583,1.2586724521152397,1,37.0,1,1,-0.0960154397744594,-0.09601543977445938
2016-07-28,air_61b8d37c33617f21,0,0,0,0,1,0,0,1.3626013717501826,1.3315015793110858,0.0,0.041197458732349077,1.2912520650108514,1,24.0,1,1,0.1244761457180458,0.12447614571804583
2016-07-29,air_61b8d37c33617f21,1,0,0,0,0,0,0,1.418962802494258,1.3753288578444545,0.0,1.0768163351420876,1.3021119359760556,1,37.0,1,1,1.2992083532837722,1.2992083532837724
2016-07-30,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.3964182301966275,1.364372038211112,0.0,1.0768163351420876,1.334691548871667,1,54.0,1,1,1.4151407010635253,1.4151407010635255
2016-07-31,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.418962802494258,1.550637971977929,0.0,1.92655490040136,1.2586724521152397,1,49.0,1,1,-0.3370519982912246,-0.3370519982912246
2016-08-01,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.3738736578989974,1.3315015793110858,0.0,1.8734462400726557,1.3021119359760556,1,17.0,1,1,-1.0645641680610047,-1.0645641680610047
2016-08-02,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.3287845133037373,1.3205447596777435,0.0,1.2626966462925533,1.345551419836871,1,30.0,1,1,-0.7160333756851645,-0.7160333756851646
2016-08-03,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.3287845133037373,1.4081993167444804,0.0,0.7847187033342126,1.2912520650108514,1,31.0,1,1,-0.27394958114528306,-0.27394958114528306
2016-08-04,air_61b8d37c33617f21,0,0,0,0,1,0,0,1.3851459440478127,1.4739402345445336,0.0,1.528239947936076,1.2586724521152397,1,17.0,1,1,-0.14884537040827095,-0.14884537040827095
2016-08-05,air_61b8d37c33617f21,1,0,0,0,0,0,0,1.3964182301966275,1.4301129560111652,0.0,1.4751312876073717,1.2586724521152397,1,38.0,1,1,0.8890426418351519,0.889042641835152
2016-08-06,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.4076905163454427,1.4739402345445336,0.0,1.2626966462925533,1.3889909036976866,1,32.0,1,1,0.6498404559098385,0.6498404559098386
2016-08-07,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.3738736578989974,1.4739402345445336,0.0,0.5722840620193944,1.247812581150036,1,54.0,1,1,-0.5318623675034048,-0.5318623675034048
2016-08-08,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.4302350886430728,1.6711629879446928,0.0,1.6610115987578373,1.3672711617672788,1,30.0,1,1,-1.0462204421464867,-1.046220442146487
2016-08-09,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.3513290856013673,1.4081993167444804,0.0,1.7141202590865423,1.2912520650108514,1,23.0,1,1,-0.22442152117608472,-0.22442152117608472
2016-08-10,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.3964182301966275,1.4739402345445336,0.0,2.0858808813874736,1.2369527101848319,1,35.0,1,1,0.767240301762753,0.7672403017627532
2016-08-11,air_61b8d37c33617f21,0,0,0,0,1,0,0,1.4302350886430728,1.550637971977929,1.0,2.0593265512231214,1.1826533553588123,1,47.0,1,1,0.4605332044720138,0.46053320447201385
2016-08-12,air_61b8d37c33617f21,1,0,0,0,0,0,0,1.4302350886430728,1.5615947916112713,0.0,1.979663560730065,1.2369527101848319,1,45.0,1,1,0.033124390663746645,0.03312439066374666
2016-08-13,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.4753242332383334,1.5615947916112713,1.0,1.581348608264781,1.2912520650108514,1,35.0,1,1,0.1971173003395367,0.19711730033953673
2016-08-14,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.4865965193871484,1.5287243327112443,1.0,1.7141202590865423,1.4107106456280947,1,56.0,1,1,-0.8268294802088526,-0.8268294802088527
2016-08-15,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.418962802494258,1.4520265952778497,1.0,0.3067407603758718,1.4432902585237062,1,46.0,1,1,-1.3463237981079996,-1.3463237981079996
2016-08-16,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.2836953687084767,1.2438470222443483,0.0,-0.463334814390344,1.4215705165932984,1,39.0,1,1,-1.2300245758099562,-1.2300245758099562
2016-08-17,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.3062399410061072,1.298631120411059,0.0,0.9174903541559741,1.2803921940456475,1,30.0,1,1,-0.7336433525631016,-0.7336433525631018
2016-08-18,air_61b8d37c33617f21,0,0,0,0,1,0,0,1.452779660940703,1.5396811523445866,0.0,1.92655490040136,1.1826533553588123,1,29.0,1,1,-0.461422459991656,-0.46142245999165604
2016-08-19,air_61b8d37c33617f21,1,0,0,0,0,0,0,1.418962802494258,1.6711629879446928,0.0,1.3954682971143146,1.3564112908020751,1,28.0,1,1,0.8527220645244065,0.8527220645244066
2016-08-20,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.317512227154922,1.3424583989444283,0.0,1.6610115987578373,1.3564112908020751,1,50.0,1,1,0.7367897167446533,0.7367897167446534
2016-08-21,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.340056799452552,1.397242497111139,0.0,1.6344572685934853,1.1935132263240165,1,41.0,1,1,-0.7215364934595199,-0.7215364934595199
2016-08-22,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.3287845133037373,1.3205447596777435,0.0,1.7672289194152466,1.3021119359760556,1,36.0,1,1,-1.8937005793972137,-1.893700579397214
2016-08-23,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.3062399410061072,1.3753288578444545,0.0,1.900000570237008,1.3129718069412593,1,26.0,1,1,-0.5252586261741783,-0.5252586261741783
2016-08-24,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.317512227154922,1.419156136377823,0.0,1.183033655799497,1.0849145166719771,1,42.0,1,1,-0.33778574732780536,-0.33778574732780536
2016-08-25,air_61b8d37c33617f21,0,0,0,0,1,0,0,1.4076905163454427,1.4081993167444804,0.0,-0.569552135047753,1.3998507746628908,1,36.0,1,1,-0.21011341496276073,-0.21011341496276076
2016-08-26,air_61b8d37c33617f21,1,0,0,0,0,0,0,1.1033387903274356,1.0466242688441898,0.0,-0.7819867763625713,1.1609336134284045,1,36.0,1,1,1.1465885536749834,1.1465885536749834
2016-08-27,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.02443278728573,1.0247106295775055,0.0,0.2005234397184626,1.1500737424632004,1,33.0,1,1,1.2085903472660537,1.208590347266054
2016-08-28,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.7989870643094283,0.5864378442438194,0.0,-1.2865190494852643,0.8568572264026947,1,40.0,1,1,-0.17929595542637067,-0.17929595542637067
2016-08-29,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.5171799105890512,0.2577332552435547,0.0,-1.2068560589922077,0.5527808393769849,1,23.0,1,1,-1.3316488173763852,-1.3316488173763854
2016-08-30,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.5960859136307567,0.6302651227771878,0.0,0.0146431285679969,0.37902290393372234,1,20.0,1,1,-0.5513067169727938,-0.5513067169727938
2016-08-31,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.9004376396487639,0.9260992528774259,0.0,0.9971533446490307,0.9220164521939184,1,20.0,1,1,-0.1283003973840109,-0.1283003973840109
2016-09-01,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.9004376396487639,0.7179196798439251,0.0,-1.2865190494852643,1.0088954199155493,1,24.0,1,1,-0.515719888698629,-0.5157198886986291
2016-09-02,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.8553484950535037,0.575481024610477,0.0,-1.2865190494852643,0.9654559360547339,1,35.0,1,1,0.6696516798975178,0.669651679897518
2016-09-03,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.0807942180298056,0.8274878761773466,0.0,-1.2599647193209123,1.2043730972892202,1,23.0,1,1,1.2427096774670572,1.2427096774670572
2016-09-04,air_61b8d37c33617f21,0,0,0,1,0,0,0,1.02443278728573,0.7727037780106359,0.0,-1.2865190494852643,1.1609336134284045,1,47.0,1,1,-0.6554990801672554,-0.6554990801672554
2016-09-05,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.9455267842440241,0.7836605976439782,0.0,-0.2774545032398782,1.1174941295675886,1,37.0,1,1,-1.242131434913538,-1.242131434913538
2016-09-06,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.0018882149880997,1.0027969903108214,0.0,-0.09157419208941227,1.0088954199155493,1,25.0,1,1,-0.5513067169727938,-0.5513067169727938
2016-09-07,air_61b8d37c33617f21,0,0,0,0,0,0,1,1.035705073434545,1.1123651866442428,0.0,-0.8350954366912757,1.0849145166719771,1,13.0,1,1,-0.456286216735591,-0.456286216735591
2016-09-08,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.6862642028212774,0.6302651227771878,0.0,-0.03846553176070769,0.7048190328898399,1,36.0,1,1,-0.31137078201089957,-0.31137078201089957
2016-09-09,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.8102593504582432,0.8822719743440575,0.0,1.501685617771724,0.7482585167506555,1,42.0,1,1,0.9814950204443222,0.9814950204443222
2016-09-10,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.8778930673511338,0.9041856136107417,0.0,0.09430611906105366,0.7048190328898399,1,41.0,1,1,1.4811781143557898,1.48117811435579
2016-09-11,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.9793436426904695,1.0356674492108475,0.0,-0.0650198619250601,0.8894368392983065,1,32.0,1,1,-0.22405464665779434,-0.22405464665779434
2016-09-12,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.5397244828866813,0.5426105657104505,0.0,-1.2865190494852643,0.7156789038550436,1,16.0,1,1,-1.2212195873709875,-1.2212195873709877
2016-09-13,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.7313533474165377,0.6960060405772409,0.0,0.2005234397184626,0.6830992909594318,1,31.0,1,1,-0.7127315050205513,-0.7127315050205513
2016-09-14,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.765170205862983,0.6083514835105036,0.0,-1.2599647193209123,0.9328763231591221,1,35.0,1,1,-0.3249451391876428,-0.32494513918764284
2016-09-15,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.8440762089046885,0.8055742369106624,0.0,-0.19779151274682144,0.9111565812287142,1,18.0,1,1,-0.006131182793321668,-0.006131182793321655
2016-09-16,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.9793436426904695,1.0247106295775055,0.0,-0.2774545032398782,0.9871756779851416,1,24.0,1,1,0.9147238581154771,0.9147238581154771
2016-09-17,air_61b8d37c33617f21,0,0,1,0,0,0,0,1.0807942180298056,1.2876743007777174,0.0,0.0146431285679969,1.0088954199155493,1,36.0,1,1,1.36854763724065,1.36854763724065
2016-09-18,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.7313533474165377,0.4768696479103978,0.0,-1.2865190494852643,0.9763158070199379,1,48.0,1,1,0.21215915558944137,0.2121591555894414
2016-09-19,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.5960859136307567,0.35634463194363397,1.0,-1.2865190494852643,0.6939591619246359,1,31.0,1,1,-1.2241545835173104,-1.2241545835173104
2016-09-20,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.4270016213985304,0.11529460001010668,0.0,-1.2865190494852643,0.6179400651682085,1,23.0,1,1,-1.6992570847033241,-1.6992570847033241
2016-09-21,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.5509967690354961,0.40017191047700285,0.0,-0.9944214176773893,0.6939591619246359,1,32.0,1,1,0.41614138775888043,0.4161413877588805
2016-09-22,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.46081847984497576,0.3015605337769232,1.0,-1.2865190494852643,0.5527808393769849,1,29.0,1,1,-0.23762900383453758,-0.2376290038345376
2016-09-23,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.6411750582260168,0.7069628602105829,0.0,1.0502620049777356,0.6179400651682085,1,29.0,1,1,0.23490537572344355,0.2349053757234436
2016-09-24,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.765170205862983,0.7617469583772936,0.0,0.6785013826768036,0.6830992909594318,1,54.0,1,1,1.146221679156693,1.146221679156693
2016-09-25,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.7764424920117978,0.8165310565440044,0.0,-0.861649766855628,0.8134177425418792,1,20.0,1,1,-0.3194420214132874,-0.3194420214132875
2016-09-26,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.0131605011369147,0.9480128921441106,0.0,0.2536321000471672,1.0414750328111613,1,21.0,1,1,-0.9970592566955787,-0.9970592566955788
2016-09-27,air_61b8d37c33617f21,0,0,0,0,0,1,0,1.058249645732175,1.0466242688441898,0.0,0.1739691095541104,0.9545960650895298,1,26.0,1,1,-0.38474568566897116,-0.3847456856689712
2016-09-28,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.8328039227558732,0.48782646754373976,0.0,-1.2865190494852643,1.0414750328111613,1,16.0,1,1,-0.2717483340355409,-0.2717483340355409
2016-09-29,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.505907624440236,0.3015605337769232,0.0,-1.2865190494852643,0.6722394199942281,1,24.0,1,1,-0.15251411559117453,-0.15251411559117453
2016-09-30,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.6186304859283868,0.5535673853437928,0.0,-1.1006387383347984,0.7156789038550436,1,36.0,1,1,1.2133597160038285,1.2133597160038285
2016-10-01,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.7088087751189075,0.7946174172773202,0.0,-0.41022615406163954,0.8568572264026947,1,35.0,1,1,1.246745297168251,1.246745297168251
2016-10-02,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.9567990703928394,1.0466242688441898,0.0,0.6253927223480991,0.9328763231591221,1,23.0,1,1,-0.37447319915684113,-0.3744731991568412
2016-10-03,air_61b8d37c33617f21,0,1,0,0,0,0,0,1.035705073434545,1.1671492848109537,0.0,0.5988383921837467,0.9980355489503457,1,20.0,1,1,-1.4362080550891374,-1.4362080550891374
2016-10-04,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.9567990703928394,0.7179196798439251,0.0,-1.2334103891565598,1.1392138714979967,1,16.0,1,1,-0.6096397653809607,-0.6096397653809607
2016-10-05,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.8778930673511338,0.7836605976439782,0.0,-0.6226607953764577,0.8568572264026947,1,36.0,1,1,-0.7762007966847833,-0.7762007966847833
2016-10-06,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.629902772077202,0.5973946638771613,0.0,1.2892509764569056,0.6722394199942281,1,29.0,1,1,-0.3135720291206417,-0.31357202912064175
2016-10-07,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.6073581997795715,0.5426105657104505,0.0,-0.6226607953764577,0.6505196780638204,1,26.0,1,1,0.8380470837927922,0.8380470837927922
2016-10-08,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.6975364889700923,0.6850492209438986,0.0,-1.153747398663503,0.7373986457854514,1,42.0,1,1,1.0845867600839127,1.084586760083913
2016-10-09,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.2804619014639342,0.18103551781015975,0.0,0.28018643021151957,0.3573031620033142,1,42.0,1,1,0.38202205755787716,0.3820220575578772
2016-10-10,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.17901132612459858,0.1481650589101332,1.0,1.3954682971143146,0.10752612980362411,1,35.0,1,1,-0.7061277636913248,-0.7061277636913249
2016-10-11,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.04374389233881723,-0.00523041595665717,0.0,-1.2068560589922077,0.10752612980362411,1,8.0,1,1,-1.0891447607864586,-1.0891447607864586
2016-10-12,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.17901132612459858,0.24677643561021245,0.0,0.14741477938975825,0.09666625883842023,1,21.0,1,1,-0.3950181721811012,-0.39501817218110125
2016-10-13,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.1564667538269681,-0.04905769449002563,0.0,-1.2599647193209123,0.25956432331647905,1,18.0,1,1,-0.3616325910166786,-0.3616325910166786
2016-10-14,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.19028361227341342,0.26869007487689667,0.0,0.12086044922540583,0.16182548462964372,1,29.0,1,1,0.9914006324381619,0.991400632438162
2016-10-15,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.14519446767815325,0.1372082392767909,0.0,0.28018643021151957,-0.18569038625688167,1,38.0,1,1,1.4452244115633348,1.4452244115633348
2016-10-16,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.29173418761274944,0.17007869817681745,0.0,-1.2865190494852643,0.25956432331647905,1,36.0,1,1,-0.4060244077298119,-0.40602440772981196
2016-10-17,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.4946353382914207,0.433042369377029,0.0,-0.4898891445546963,0.5636407103421889,1,12.0,1,1,-1.3048669775411892,-1.3048669775411892
2016-10-18,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.505907624440236,0.49878328717708204,0.0,0.09430611906105366,0.5853604522725967,1,11.0,1,1,-0.5226905045461457,-0.5226905045461459
2016-10-19,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.3593679045056397,0.2358196159768705,0.0,-1.2865190494852643,0.5093413555161693,1,38.0,1,1,-0.38914817988845546,-0.3891481798884555
2016-10-20,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.29173418761274944,0.24677643561021245,0.0,-0.569552135047753,0.31386367814249866,1,32.0,1,1,-0.17415971217030565,-0.17415971217030565
2016-10-21,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.21282818457104352,-0.06001451412336794,0.0,-1.2865190494852643,0.36816303296851827,1,38.0,1,1,1.014146852572164,1.0141468525721642
2016-10-22,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.10010532308289266,-0.20245316935681562,0.0,-1.2865190494852643,0.32472354910770274,1,56.0,1,1,1.547949276684635,1.5479492766846352
2016-10-23,air_61b8d37c33617f21,0,0,0,1,0,0,0,0.19028361227341342,-0.01618723558999909,0.0,-1.1006387383347984,0.4007426458641301,1,40.0,1,1,-0.14627724878023843,-0.14627724878023843
2016-10-24,air_61b8d37c33617f21,0,1,0,0,0,0,0,0.03247160619000238,0.005726403676685139,0.0,1.3689139669499626,0.0640866459428084,1,5.0,1,1,-1.1427084404568508,-1.142708440456851
2016-10-25,air_61b8d37c33617f21,0,0,0,0,0,1,0,0.2579173291663041,0.3782582712103182,0.0,-0.64921512554081,-0.1096712895004543,1,21.0,1,1,-0.4867368017536907,-0.4867368017536907
2016-10-26,air_61b8d37c33617f21,0,0,0,0,0,0,1,0.3593679045056397,0.2358196159768705,0.0,-1.1006387383347984,0.4116025168293338,1,19.0,1,1,-0.10482042821342798,-0.10482042821342798
2016-10-27,air_61b8d37c33617f21,0,0,0,0,1,0,0,0.29173418761274944,0.18103551781015975,0.0,0.1739691095541104,0.3355834200729064,1,19.0,1,1,-0.0916129455549751,-0.09161294555497508
2016-10-28,air_61b8d37c33617f21,1,0,0,0,0,0,0,0.22410047071985878,0.19199233744350166,0.0,-1.2334103891565598,0.3355834200729064,1,31.0,1,1,0.918759477816671,0.9187594778166711
2016-10-29,air_61b8d37c33617f21,0,0,1,0,0,0,0,0.08883303693407782,-0.0271440552233414,0.0,1.0502620049777356,0.03150703304719675,1,55.0,1,1,1.7247827945005876,1.7247827945005878
2016-10-30,air_61b8d37c33617f21,0,0,0,1,0,0,0,-0.1366126860422239,-0.08192815339005217,0.0,0.5457297318550423,-0.12053116046565818,1,44.0,1,1,-0.06519798023806932,-0.0651979802380693
2016-10-31,air_61b8d37c33617f21,0,1,0,0,0,0,0,-0.3282415505720805,-0.37776228349029023,0.0,-1.2865190494852643,-0.19655025722208555,1,22.0,1,1,-0.9772480327078994,-0.9772480327078995
2016-11-01,air_61b8d37c33617f21,0,0,0,0,0,1,0,-0.4973258428043068,-0.6626395939571862,0.0,-0.41022615406163954,-0.47890690231738764,1,33.0,1,1,-0.7006246459169695,-0.7006246459169695
2016-11-02,air_61b8d37c33617f21,0,0,0,0,0,0,1,-0.5987764181436426,-0.4982872994570541,0.0,0.6785013826768036,-0.5875056119694269,1,22.0,1,1,0.4234788781246876,0.42347887812468765
2016-11-03,air_61b8d37c33617f21,0,0,0,0,1,0,0,-0.5762318458460123,-0.4982872994570541,1.0,0.7581643731698604,-0.5983654829346308,1,35.0,1,1,-0.029244277445614225,-0.029244277445614215
2016-11-04,air_61b8d37c33617f21,1,0,0,0,0,0,0,-0.4747812705066765,-0.1914963497234737,0.0,1.2626966462925533,-0.6092253538998346,1,32.0,1,1,0.09622680780968823,0.09622680780968824
2016-11-05,air_61b8d37c33617f21,0,0,1,0,0,0,0,-0.21551868908392963,0.0495536822100536,0.0,0.9174903541559741,-0.5983654829346308,1,27.0,1,1,1.265089023082769,1.2650890230827692
2016-11-06,air_61b8d37c33617f21,0,0,0,1,0,0,0,-0.10279582759577857,0.0495536822100536,0.0,0.9440446843203263,-0.08795154757004633,1,25.0,1,1,-0.4584874638453331,-0.4584874638453332
2016-11-07,air_61b8d37c33617f21,0,1,0,0,0,0,0,-0.4522366982090464,-0.4215895620236587,0.0,1.2626966462925533,-0.3160088378393288,1,16.0,1,1,-1.2113139753771478,-1.211313975377148
2016-11-08,air_61b8d37c33617f21,0,0,0,0,0,1,0,-0.44096441206023135,-0.6626395939571862,0.0,-1.2865190494852643,-0.4028878055609601,1,12.0,1,1,-1.0355810811160664,-1.0355810811160664
2016-11-09,air_61b8d37c33617f21,0,0,0,0,0,0,1,-0.4635089843578614,-0.585941856523791,0.0,0.1739691095541104,-0.38116806363055233,1,29.0,1,1,-0.7369452232277149,-0.7369452232277149
