visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hokkaidō Sapporo-shi Kotoni 2 Jō,total_area_visitors,total_genre_visitors
2016-07-18,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.184244229706325,1.1044543084231528,1.0,-0.7473420826672675,1.2095680674538722,1,6.0,1,1,-0.9928231354264491,-0.9928231354264494
2016-07-19,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.9928875758615667,0.7458689742995384,0.0,-1.1412607649531301,1.154315094090124,1,8.0,1,1,-0.819910668334676,-0.8199106683346763
2016-07-20,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.0748975703664634,1.0532278321197792,0.0,0.8545938919619062,1.1266886074082498,1,9.0,1,1,-0.34550979708288837,-0.34550979708288876
2016-07-21,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.1113464568130837,1.2752092294343977,0.0,0.7495489100190095,1.089853291832418,1,5.0,1,1,-0.1278913288840543,-0.12789132888405474
2016-07-22,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.065785348754808,1.0959165623725904,0.0,1.1172063468191475,1.099062120726376,1,14.0,1,1,1.0407457083195315,1.040745708319531
2016-07-23,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.065785348754808,1.2154450070804619,0.0,2.2201786572195625,1.0346003184686696,1,41.0,1,1,1.3522098317348408,1.35220983173484
2016-07-24,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.056673127143153,1.181294022878213,0.0,2.3777461301339073,1.0346003184686696,1,9.0,1,1,-0.4083198812828914,-0.40831988128289176
2016-07-25,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.1022342352014287,1.1215298005242773,0.0,2.0626111843052177,1.089853291832418,1,6.0,1,1,-1.042701731702922,-1.0427017317029224
2016-07-26,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.1933564513179802,1.2069072610298996,0.0,1.484863783619286,1.089853291832418,1,27.0,1,1,-0.3218636477370049,-0.32186364773700527
2016-07-27,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.056673127143153,0.762944466400663,0.0,-1.1675220104388542,1.2648210408176201,1,13.0,1,1,-0.12124084938052458,-0.121240849380525
2016-07-28,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.2571420025995663,1.0959165623725904,0.0,-1.0887382739816818,1.3753269875451164,1,17.0,1,1,0.10081127182066262,0.10081127182066217
2016-07-29,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.2935908890461867,1.181294022878213,0.0,-1.1675220104388542,1.4397887898028225,1,26.0,1,1,1.2838576812818963,1.2838576812818956
2016-07-30,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.421161991609359,1.3520489438894578,0.0,-0.6685583462100951,1.5595035654242768,1,12.0,1,1,1.400610543677196,1.4006105436771954
2016-07-31,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.4940597645025997,1.5228038649007027,0.0,0.2768464912759746,1.4674152764846966,1,30.0,1,1,-0.3639833512593598,-0.36398335125936027
2016-08-01,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.5942942022308064,1.5825680872546384,0.0,0.38189147321887135,1.6423830254698988,1,25.0,1,1,-1.0966445098982187,-1.0966445098982192
2016-08-02,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.4667230996676346,1.4203509122939557,0.0,1.2485125742477683,1.5410859076363606,1,7.0,1,1,-0.7456469805452606,-0.745646980545261
2016-08-03,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.4576108780559793,1.4801151346478914,0.0,-0.30090090940995695,1.5963388810001087,1,4.0,1,1,-0.30043432489229793,-0.3004343248922984
2016-08-04,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.448498656444324,1.4459641504456426,0.0,0.7232876645332854,1.5134594209544867,1,13.0,1,1,-0.17444468540876243,-0.17444468540876287
2016-08-05,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.3209275538811522,1.2239827531310241,0.0,0.8020714009904578,1.31086518528741,1,12.0,1,1,0.870789009895994,0.8707890098959934
2016-08-06,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.2935908890461867,1.463039642546767,0.0,2.167656166248114,1.154315094090124,1,12.0,1,1,0.6298938634348058,0.6298938634348054
2016-08-07,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.5396208725608755,1.6252568175074495,0.0,2.325223639162459,1.31086518528741,1,26.0,1,1,-0.560172496613487,-0.5601724966134873
2016-08-08,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.5942942022308064,1.5142661188501403,0.0,1.7212149929908034,1.5963388810001087,1,6.0,1,1,-1.0781709557217471,-1.0781709557217476
2016-08-09,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.2753664458228764,1.1642185307770885,0.0,0.9859001193905268,1.2924475274994942,1,7.0,1,1,-0.2505557286158249,-0.25055572861582537
2016-08-10,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.2115808945412905,1.1129920544737149,0.0,1.6949537475050793,1.3200740141813683,1,24.0,1,1,0.7481246101642233,0.7481246101642228
2016-08-11,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.311815332269497,1.394737674142269,1.0,1.7474762384765274,1.17273275187804,1,9.0,1,1,0.43924678433362013,0.4392467843336197
2016-08-12,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.3756008835510831,1.4801151346478914,0.0,1.4586025381335619,1.2648210408176201,1,9.0,1,1,0.008812972021834644,0.008812972021834209
2016-08-13,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.3847131051627382,1.4886528806984538,1.0,2.2201786572195625,1.3292828430753265,1,9.0,1,1,0.1739665463594897,0.17396654635948924
2016-08-14,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.4029375483860484,1.3861999280917066,1.0,2.2201786572195625,1.2740298697115782,1,23.0,1,1,-0.8572272477711483,-0.8572272477711488
2016-08-15,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.4393864348326693,1.4118131662433935,1.0,-0.03828845455271534,1.5502947365303186,1,4.0,1,1,-1.3803983020488206,-1.380398302048821
2016-08-16,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.3847131051627382,1.2325204991815866,0.0,-0.799864573638716,1.4766241053786544,1,21.0,1,1,-1.2632759685699915,-1.263275968569992
2016-08-17,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.2024686729296352,0.9080861492602211,0.0,-1.1675220104388542,1.4029534742269902,1,11.0,1,1,-0.7633815925546732,-0.7633815925546736
2016-08-18,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.4120497699977037,1.4203509122939557,0.0,0.6182426825903886,1.3661181586511584,1,9.0,1,1,-0.48923404857583647,-0.48923404857583686
2016-08-19,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.3938253267743934,1.2666714833838353,0.0,-1.1149995194674058,1.4397887898028225,1,8.0,1,1,0.8342113726265804,0.8342113726265799
2016-08-20,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.311815332269497,1.1898317689287752,0.0,-1.1149995194674058,1.5042505920605285,1,25.0,1,1,0.7174585102312806,0.7174585102312802
2016-08-21,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.430274213221014,1.394737674142269,0.0,0.040495281904457094,1.5134594209544867,1,14.0,1,1,-0.7511890467982021,-0.7511890467982024
2016-08-22,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.3573764403277726,1.044690086069217,0.0,-1.1675220104388542,1.5595035654242768,1,6.0,1,1,-1.9316491586747297,-1.93164915867473
2016-08-23,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.2480297809879108,1.1642185307770885,0.0,-0.1958559274670602,1.3292828430753265,1,12.0,1,1,-0.5535220171099572,-0.5535220171099576
2016-08-24,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.2844786674345317,1.36058668994002,0.0,1.6949537475050793,1.154315094090124,1,18.0,1,1,-0.3647222934264187,-0.3647222934264191
2016-08-25,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.3391519971044623,1.4032754201928315,0.0,1.957566202362321,1.200359238559914,1,13.0,1,1,-0.23614635635817718,-0.2361463563581776
2016-08-26,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.0475609055314978,1.0276145939680925,0.0,-1.1412607649531301,1.071435634044502,1,32.0,1,1,1.1301577105336535,1.1301577105336529
2016-08-27,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.0293364623081875,0.9934636097658436,0.0,2.115133675276666,0.8964678850592994,1,40.0,1,1,1.1925983236501272,1.1925983236501265
2016-08-28,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.0475609055314978,1.1386052926254018,0.0,1.5373862745907345,0.8688413983774254,1,27.0,1,1,-0.2051107853417051,-0.20511078534170551
2016-08-29,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.5305086509492207,1.642332309608574,0.0,1.8787824659051482,1.2648210408176201,1,17.0,1,1,-1.3656194587076436,-1.3656194587076438
2016-08-30,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.6489675319007375,1.565492595153514,0.0,0.25058524579025054,1.6608006832578148,1,8.0,1,1,-0.5797544640405468,-0.5797544640405471
2016-08-31,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.3756008835510831,1.326435705737771,0.0,0.22432400030452626,1.4766241053786544,1,24.0,1,1,-0.15375430473111437,-0.15375430473111482
2016-09-01,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,1.5305086509492207,1.5740303412040764,0.0,1.1959900832763202,1.4766241053786544,1,7.0,1,1,-0.543915768938192,-0.5439157689381925
2016-09-02,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.3847131051627382,1.5057283727995783,0.0,-0.11707219100988778,1.3937446453330324,1,16.0,1,1,0.649845301945395,0.6498453019453946
2016-09-03,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,1.3209275538811522,1.1642185307770885,0.0,0.1718015093330779,1.4858329342726126,1,2.0,1,1,1.2269591344183641,1.2269591344183635
2016-09-05,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.3391519971044623,1.2922847215355222,0.0,1.143467592304872,1.3845358164390744,1,3.0,1,1,-1.2754685143264626,-1.275468514326463
2016-09-06,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,1.302703110657842,1.0617655781703417,0.0,-1.1675220104388542,1.5042505920605285,1,9.0,1,1,-0.5797544640405468,-0.5797544640405471
2016-09-07,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,1.238917559376256,1.2837469754849598,0.0,0.1980627548188022,1.2740298697115782,1,7.0,1,1,-0.4840614534064244,-0.48406145340642487
2016-09-08,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.8653164732983948,0.7202557361478519,0.0,-1.0624770284959575,0.8780502272713835,1,12.0,1,1,-0.3381203754122998,-0.33812037541230017
2016-09-09,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,0.8106431436284638,0.7202557361478519,0.0,-1.1675220104388542,0.7951707672257614,1,22.0,1,1,0.9638957229454101,0.9638957229454097
2016-09-10,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.8744286949100502,0.8227086887545987,0.0,-0.8261258191244402,0.9793473451049217,1,18.0,1,1,1.4671153387124933,1.4671153387124927
2016-09-11,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,0.8470920300750846,0.7885577045523495,0.0,0.9859001193905268,0.9240943717411735,1,25.0,1,1,-0.2501862575322955,-0.25018625753229595
2016-09-12,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,0.8379798084634293,0.8397841808557232,0.0,1.0384226103619754,0.7951707672257614,1,8.0,1,1,-1.2544086625652853,-1.2544086625652855
2016-09-13,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.9017653597450153,0.7714822124512252,0.0,-0.8261258191244402,1.0622268051505437,1,12.0,1,1,-0.7423217407934958,-0.7423217407934961
2016-09-14,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.9382142461916361,0.8568596729568476,0.0,-0.327162154895681,1.0161826606807536,1,28.0,1,1,-0.35179080550288866,-0.35179080550288905
2016-09-15,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.9837753542499118,0.9934636097658436,0.0,0.25058524579025054,1.0161826606807536,1,15.0,1,1,-0.030720433915814326,-0.030720433915814756
2016-09-16,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,1.0931220135897735,1.1898317689287752,0.0,1.0909451013334235,0.8964678850592994,1,9.0,1,1,0.8966519857430539,0.8966519857430535
2016-09-17,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.8288675868517743,0.7800199585017875,0.0,-0.22211717295278438,0.7767531094378451,1,11.0,1,1,1.3536877160689584,1.353687716068958
2016-09-18,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,0.5737253817254302,0.4726611006815466,0.0,-1.1149995194674058,0.629411847134517,1,21.0,1,1,0.1891148607841963,0.18911486078419584
2016-09-19,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,0.5372764952788095,0.549500815136607,1.0,0.11927901836162975,0.5465323870888948,1,17.0,1,1,-1.2573644312335206,-1.257364431233521
2016-09-20,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.6466231546186714,0.797095450602912,0.0,0.8545938919619062,0.35314698031577657,1,6.0,1,1,-1.735829484404132,-1.7358294844041322
2016-09-21,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.6648475978419817,0.762944466400663,0.0,1.8262599749337,0.564950044876811,1,35.0,1,1,0.39454078322655917,0.39454078322655867
2016-09-22,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.6739598194536366,0.6348782756422294,1.0,-0.3534234003814052,0.5189059004070209,1,31.0,1,1,-0.2638566876228844,-0.26385668762288483
2016-09-23,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,0.6648475978419817,0.4385101164792977,0.0,-1.1675220104388542,0.8780502272713835,1,15.0,1,1,0.21202206796302092,0.21202206796302048
2016-09-24,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.8744286949100502,0.9849258637152812,0.0,0.8020714009904578,0.6938736493922231,1,27.0,1,1,1.129788239450124,1.1297882394501235
2016-09-25,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,1.0840097919781182,1.1898317689287752,0.0,1.4586025381335619,0.9701385162109636,1,19.0,1,1,-0.3462487392499472,-0.34624873924994765
2016-09-26,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,1.0293364623081875,1.1215298005242773,0.0,1.6686925020193553,0.8780502272713835,1,2.0,1,1,-1.0286618305288038,-1.028661830528804
2016-09-27,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.9928875758615667,1.1727562768276505,0.0,0.6182426825903886,0.8043795961197193,1,29.0,1,1,-0.4120145921181857,-0.4120145921181861
2016-09-28,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.9108775813566705,0.8910106571590968,0.0,-0.9311708010673367,0.9148855428472153,1,25.0,1,1,-0.2982174983911214,-0.29821749839112177
2016-09-29,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.6466231546186714,0.5665763072377314,0.0,0.11927901836162975,0.7215001360740971,1,12.0,1,1,-0.17813939624405672,-0.17813939624405717
2016-09-30,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,0.6921842626769471,0.8397841808557232,0.0,1.51112502910501,0.35314698031577657,1,26.0,1,1,1.1974014477360098,1.197401447736009
2016-10-01,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.7833064787934986,0.9166238953107833,0.0,1.5636475200764586,0.6570383338163911,1,43.0,1,1,1.2310233163371878,1.2310233163371873
2016-10-02,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,0.8562042516867395,1.0276145939680925,0.0,1.169728837790596,0.592576531558685,1,5.0,1,1,-0.40166940177936167,-0.40166940177936206
2016-10-03,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,0.8288675868517743,0.7373312282489762,0.0,-1.1675220104388542,0.8872590561653416,1,6.0,1,1,-1.470918717513531,-1.4709187175135312
2016-10-04,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.5919498249487404,0.6690292598444783,0.0,0.7495489100190095,0.6017853604526429,1,16.0,1,1,-0.638500366321726,-0.6385003663217265
2016-10-05,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.3914809494923272,0.36167040202423734,0.0,0.48693645516176787,0.46365292704327266,1,6.0,1,1,-0.8062402382440871,-0.8062402382440874
2016-10-06,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.3368076198223962,0.3104439257208641,0.0,0.1718015093330779,0.2978940069520285,1,25.0,1,1,-0.34033720191347633,-0.3403372019134768
2016-10-07,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,0.17278763081260365,0.17383998891186805,0.0,-0.24837841843850858,0.2702675202701544,1,17.0,1,1,0.8194325292854032,0.8194325292854027
2016-10-08,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.3914809494923272,0.3275194178219885,0.0,-1.1412607649531301,0.34393815142181855,1,27.0,1,1,1.06771709741718,1.0677170974171795
2016-10-09,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,0.3550320630457066,0.3445949099231129,0.0,0.38189147321887135,0.3163116647399445,1,46.0,1,1,0.3601799724583222,0.36017997245832173
2016-10-10,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,0.008767641802810934,-0.15913210706005934,1.0,-0.9049095555816126,0.13213508686078415,1,27.0,1,1,-0.735671261289966,-0.7356712612899664
2016-10-11,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.20923651725922426,0.22506646521524165,0.0,0.040495281904457094,0.15976157354265827,1,12.0,1,1,-1.1213990724946905,-1.121399072494691
2016-10-12,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.10900207953101752,0.02016056000174775,0.0,-0.1958559274670602,0.2702675202701544,1,18.0,1,1,-0.4223597824570097,-0.4223597824570101
2016-10-13,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,0.15456318758929327,0.18237773496243043,0.0,0.43441396419031947,0.16897040243661623,1,24.0,1,1,-0.3887379138558316,-0.388737913855832
2016-10-14,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,0.14545096597763815,0.1396890047096192,0.0,1.5373862745907345,0.08609094239099407,1,25.0,1,1,0.9738714422007048,0.9738714422007043
2016-10-15,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,0.20923651725922426,0.489736592782671,0.0,1.4060800471621138,-0.08887680659420817,1,47.0,1,1,1.4309071725266092,1.4309071725266087
2016-10-16,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,0.5646131601137749,0.8312464348051608,0.0,1.0909451013334235,0.27947634916411235,1,16.0,1,1,-0.4334439149628926,-0.433443914962893
2016-10-17,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,0.6466231546186714,0.5665763072377314,0.0,-1.1412607649531301,0.7583354516499292,1,33.0,1,1,-1.3386480696099952,-1.3386480696099954
2016-10-18,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,0.3276953982107411,0.24214195731636606,0.0,1.0646838558476994,0.1873880602245323,1,29.0,1,1,-0.5509357195252512,-0.5509357195252516
2016-10-19,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.2274609604825345,0.46412335463098453,0.0,1.4586025381335619,0.0032114823453719835,1,20.0,1,1,-0.41644824512053885,-0.41644824512053924
2016-10-20,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,-0.10969123914870596,0.13115125865905683,0.0,-0.983693292038785,-0.43881230456461273,1,24.0,1,1,-0.19993819017229308,-0.1999381901722935
2016-10-21,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,-0.32838455782842946,-0.4408777267286135,0.0,-1.0099545375245091,-0.35593284451899065,1,14.0,1,1,0.9967786493795294,0.9967786493795289
2016-10-22,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,-0.1552523472069817,-0.25304731361624416,0.0,-1.1675220104388542,-0.015206175442544064,1,37.0,1,1,1.5343590759148495,1.5343590759148489
2016-10-23,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,-0.22815012010022287,-0.21035858336343294,0.0,-0.0645497000384394,-0.18096509553378834,1,37.0,1,1,-0.17185838782405644,-0.17185838782405685
2016-10-24,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,-0.22815012010022287,-0.3128115359701798,0.0,-0.0645497000384394,-0.1533386088519143,1,16.0,1,1,-1.1753418506899873,-1.1753418506899875
2016-10-25,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,-0.05501790947877504,-0.0054526781499390446,0.0,0.4081527187045954,-0.3375151867310746,1,11.0,1,1,-0.5147275533393671,-0.5147275533393675
2016-10-26,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,0.13633874436598303,0.4299723704287354,0.0,0.30310773676169867,0.030837969027246014,1,23.0,1,1,-0.13010815538523088,-0.13010815538523132
2016-10-27,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,-0.21903789848856775,-0.21035858336343294,0.0,0.040495281904457094,-0.13492095106399826,1,12.0,1,1,-0.11680719637817143,-0.11680719637817184
2016-10-28,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,-0.07324235270208543,-0.10790563075668591,0.0,-0.5109908732957502,0.0032114823453719835,1,37.0,1,1,0.9007161676618777,0.9007161676618772
2016-10-29,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,-0.42861899555663613,-0.5518684253859226,0.0,0.43441396419031947,-0.23621806889753644,1,34.0,1,1,1.7124441381760345,1.712444138176034
2016-10-30,air_04cae7c1bc9b2a0b,0,0,0,1,0,0,0,-0.547077876508153,-0.7311610924477298,0.0,-1.1675220104388542,-0.4480211334585708,1,26.0,1,1,-0.0902052783640525,-0.09020527836405293
2016-10-31,air_04cae7c1bc9b2a0b,0,1,0,0,0,0,0,-0.42861899555663613,-0.36403801227355326,0.0,-1.0887382739816818,-0.4756476201404448,1,27.0,1,1,-1.0087103920182146,-1.0087103920182148
2016-11-01,air_04cae7c1bc9b2a0b,0,0,0,0,0,1,0,-0.5744145413431184,-0.7567743305994165,0.0,-1.1675220104388542,-0.3651416734129486,1,16.0,1,1,-0.7301291950370246,-0.730129195037025
2016-11-02,air_04cae7c1bc9b2a0b,0,0,0,0,0,0,1,-0.5561900981198081,-0.5518684253859226,0.0,-0.4584683823243018,-0.4756476201404448,1,28.0,1,1,0.40193020489714776,0.40193020489714726
2016-11-03,air_04cae7c1bc9b2a0b,0,0,0,0,1,0,0,-0.6017512061780839,-0.7653120766499788,1.0,-1.1675220104388542,-0.46643879124648685,1,40.0,1,1,-0.05399711217816839,-0.05399711217816882
2016-11-04,air_04cae7c1bc9b2a0b,1,0,0,0,0,0,0,-0.5653023197314634,-0.7311610924477298,0.0,-1.0887382739816818,-0.4203946467766967,1,31.0,1,1,0.07236199838889654,0.07236199838889609
2016-11-05,air_04cae7c1bc9b2a0b,0,0,1,0,0,0,0,-0.6564245358480149,-0.7226233463971676,0.0,-1.1675220104388542,-0.46643879124648685,1,34.0,1,1,1.2494968705136593,1.2494968705136587
