visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Hyōgo-ken Kōbe-shi Motomachidōri,total_area_visitors,total_genre_visitors
2016-01-21,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.2985220602829335,-1.3121682747884562,0.0,-0.6353283148550487,-1.281383906501921,1,24.0,1,1,-1.0192459743377649,-1.0192459743377649
2016-01-22,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-1.2866825527859704,-1.2888115342160602,0.0,-0.0036870923038869992,-1.1420782935711327,1,31.0,1,1,-0.7107137726925294,-0.7107137726925293
2016-01-23,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-1.393238120258637,-1.487343829081426,0.0,-1.3427664841123497,-1.281383906501921,1,37.0,1,1,-0.6374596308344687,-0.6374596308344685
2016-01-24,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-2.0207320175976733,-2.0479056028189295,0.0,0.12264115220634533,-1.9082591646904679,1,8.0,1,1,-1.3346457517821935,-1.3346457517821935
2016-01-25,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.7602628526644883,-1.6391626428019999,0.0,0.6532197791493213,-1.9895207722334276,1,2.0,1,1,-1.3593181537274432,-1.359318153727443
2016-01-26,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-1.3813986127616742,-1.2654547936436642,0.0,0.24896939671657767,-1.4555159226654062,1,16.0,1,1,-1.1866113401106955,-1.1866113401106955
2016-01-27,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.0617319103436744,-1.1486710907816844,0.0,-0.2816092302263983,-1.0375990838730418,1,24.0,1,1,-1.0350159632099862,-1.0350159632099862
2016-01-28,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-0.9670158503679711,-0.9968522770611103,0.0,-0.761656559365281,-1.0724254871057386,1,19.0,1,1,-1.0406117657130327,-1.0406117657130325
2016-01-29,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.8367812679013787,-1.1136359799230904,0.0,-1.4438290797205358,-0.6080734440031113,1,30.0,1,1,-0.8976644472261223,-0.8976644472261222
2016-01-30,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.8841392978892303,-1.0786008690644964,0.0,-1.2922351863082568,-0.6893350515460711,1,38.0,1,1,-0.5962541760393094,-0.5962541760393093
2016-01-31,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.9788553578649339,-0.9851739067749125,0.0,0.8300793214636464,-0.9215110730973848,1,31.0,1,1,-1.1510016878185827,-1.1510016878185825
2016-02-01,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.0025343728588598,-1.1136359799230904,0.0,-1.191172590700071,-0.8518582666319907,1,13.0,1,1,-1.4053563470479606,-1.4053563470479604
2016-02-02,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-1.1327689553254523,-1.1720278313540802,0.0,-0.20581228352025868,-0.991163879562779,1,21.0,1,1,-1.2573219353764626,-1.2573219353764624
2016-02-03,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.2748430452890076,-1.2070629422126742,0.0,0.09737550330429873,-1.281383906501921,1,13.0,1,1,-1.1825416655630254,-1.1825416655630254
2016-02-04,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.1564479703193782,-1.1603494610678824,0.0,0.29950069452067063,-1.17690469680383,1,21.0,1,1,-1.1448971759970776,-1.1448971759970774
2016-02-05,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-1.0262133878527857,-1.0085306473473086,0.0,0.8300793214636464,-1.0143814817179102,1,29.0,1,1,-0.770995826929892,-0.770995826929892
2016-02-06,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-1.1209294478284892,-1.1486710907816844,0.0,-0.25634358132435164,-1.0259902827954759,1,32.0,1,1,-0.5479267907857276,-0.5479267907857275
2016-02-07,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-1.3813986127616742,-1.3705601262194462,0.0,-0.5090000703448163,-1.2465575032692238,1,21.0,1,1,-1.1583779729362347,-1.1583779729362345
2016-02-08,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.2511640302950817,-1.1253143502092884,0.0,1.1332671082882038,-1.4206895194327092,1,2.0,1,1,-1.3539767058836263,-1.353976705883626
2016-02-09,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-1.0380528953497488,-1.0435657582059024,0.0,0.02157855659815938,-1.0724254871057386,1,12.0,1,1,-1.1362491175832787,-1.1362491175832787
2016-02-10,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.2630035377920448,-1.1953845719264764,0.0,-0.0036870923038869992,-1.200122298958961,1,41.0,1,1,-0.8124556363842806,-0.8124556363842805
2016-02-11,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.1090899403315264,-1.0318873879197044,1.0,1.1332671082882038,-1.2349487021916583,1,20.0,1,1,-0.8857097782423414,-0.8857097782423414
2016-02-12,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.5171145654833791,-0.33118517074782505,0.0,0.42582893903090296,-0.7473790569338995,1,48.0,1,1,-0.8294973985526489,-0.8294973985526488
2016-02-13,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.18560835556841676,-0.17936635702725112,0.0,-1.4438290797205358,-0.10889499766778707,1,21.0,1,1,-0.639748822767533,-0.639748822767533
2016-02-14,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.09089229559271311,-0.004190802734281279,0.0,-0.33214052803049104,-0.29463581490883795,1,29.0,1,1,-1.1759284444230618,-1.1759284444230615
2016-02-15,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.168287477816341,-1.0552441284921004,0.0,-0.9890473994836994,-1.1885134978813954,1,15.0,1,1,-1.3575376711128375,-1.3575376711128375
2016-02-16,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-1.393238120258637,-1.4172736073642382,0.0,0.4510945879329494,-1.3742543151224464,1,27.0,1,1,-1.1970398811391,-1.1970398811390999
2016-02-17,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.2274850153011558,-1.2187413124988722,0.0,0.02157855659815938,-1.1420782935711327,1,7.0,1,1,-1.028148387410793,-1.028148387410793
2016-02-18,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.2156455078041928,-1.1369927204954864,0.0,1.1332671082882038,-1.3278191108121837,1,22.0,1,1,-1.0378138644615096,-1.0378138644615094
2016-02-19,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.777583730416564,-0.6698579090475668,0.0,0.6026884813452281,-0.9447286752525161,1,35.0,1,1,-0.7188531217878695,-0.7188531217878694
2016-02-20,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.7420652079256751,-0.8567118336267346,0.0,-1.4438290797205358,-0.49198543322745447,1,39.0,1,1,-0.7529366461246062,-0.7529366461246061
2016-02-21,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-1.0025343728588598,-0.9851739067749125,0.0,0.3500319923247634,-0.9215110730973848,1,25.0,1,1,-1.1214965473479748,-1.1214965473479748
2016-02-22,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.180126985313304,-1.3822384965056442,0.0,-1.039578697287792,-1.1536870946486986,1,14.0,1,1,-1.3445655834921393,-1.344565583492139
2016-02-23,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.9551763428710082,-1.1720278313540802,0.0,-1.2164382396021174,-0.7589878580114653,1,8.0,1,1,-1.128364123147168,-1.128364123147168
2016-02-24,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.2866825527859704,-1.34720338564705,0.0,0.04684420550020598,-1.130469492493567,1,21.0,1,1,-1.0843607671004856,-1.0843607671004856
2016-02-25,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.393238120258637,-1.3121682747884562,0.0,1.0574701615820647,-1.351036712967315,1,17.0,1,1,-0.9800753568164406,-0.9800753568164406
2016-02-26,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-1.2630035377920448,-1.1953845719264764,0.0,0.6026884813452281,-1.2929927075794867,1,45.0,1,1,-0.5700556461386834,-0.5700556461386834
2016-02-27,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.9551763428710082,-0.7749632416233487,0.0,0.02157855659815938,-1.130469492493567,1,37.0,1,1,-0.40192721638806467,-0.4019272163880646
2016-02-28,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.6828676704408604,-0.5997876873303789,0.0,1.0069388637779715,-0.8750758687871221,1,23.0,1,1,-0.9854168046602576,-0.9854168046602575
2016-02-29,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.8722997903922675,-0.8099983524819426,0.0,-0.9890473994836994,-1.3626455140448808,1,30.0,1,1,-1.2967469075570162,-1.2967469075570162
2016-03-01,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-1.5234727027252295,-1.5223789399400198,0.0,-0.0036870923038869992,-1.4439071215878405,1,8.0,1,1,-1.187628758747613,-1.1876287587476129
2016-03-02,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-1.1564479703193782,-1.0318873879197044,0.0,1.183798406092297,-1.2697751054243553,1,6.0,1,1,-1.057653527881401,-1.0576535278814008
2016-03-03,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-0.777583730416564,-0.6465011684751707,0.0,1.259595352798436,-1.0259902827954759,1,10.0,1,1,-1.07444093539054,-1.0744409353905398
2016-03-04,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.528954072980342,-0.3662202816064191,0.0,0.24896939671657767,-0.7705966590890309,1,9.0,1,1,-0.7013026503010424,-0.7013026503010424
2016-03-05,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.06721328059878731,-0.03922591359287533,0.0,0.6784854280513677,-0.21337420736587803,1,36.0,1,1,-0.47797925949764863,-0.4779792594976486
2016-03-06,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.09853982435869418,-0.015869173020479434,0.0,-1.1153756439939317,0.030410615263001258,1,19.0,1,1,-1.1128484889341759,-1.1128484889341759
2016-03-07,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,0.1695768693404716,0.13594964070009452,0.0,-0.6858596126591416,0.2277602335816178,1,9.0,1,1,-1.4012866725002906,-1.4012866725002904
2016-03-08,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.15008983307752782,-0.08593939473766712,0.0,0.09737550330429873,-0.10889499766778707,1,3.0,1,1,-1.0652841676582823,-1.0652841676582823
2016-03-09,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-0.7894232379135269,-0.7165713901923588,0.0,-1.4438290797205358,-0.7357702558563339,1,15.0,1,1,-1.1118310702972585,-1.1118310702972583
2016-03-10,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-1.0262133878527857,-1.1486710907816844,0.0,-1.1659069417980243,-0.8518582666319907,1,12.0,1,1,-0.991012607163304,-0.9910126071633039
2016-03-11,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-1.0617319103436744,-0.8917469444853287,0.0,-0.0289527412059336,-0.8982934709422534,1,33.0,1,1,-0.6514491370920844,-0.6514491370920843
2016-03-12,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-1.0854109253376005,-1.1019576096368924,0.0,1.4364548951127616,-1.0840342881833043,1,44.0,1,1,-0.46093749732928035,-0.46093749732928024
2016-03-13,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.8604602828953045,-0.8450334633405366,0.0,-0.43320312363867697,-0.9099022720198191,1,23.0,1,1,-1.0624862664067591,-1.0624862664067591
2016-03-14,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-1.0735714178406377,-1.2888115342160602,0.0,-1.3932977819164427,-0.8402494655544249,1,9.0,1,1,-1.2921685236908873,-1.2921685236908873
2016-03-15,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.9314973278770822,-0.8099983524819426,0.0,0.9564075659738787,-0.8866846698646877,1,15.0,1,1,-1.0164480730862417,-1.0164480730862417
2016-03-16,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-0.8367812679013787,-0.6348227981889728,0.0,-0.2310779324223053,-1.0259902827954759,1,23.0,1,1,-0.9269152330375007,-0.9269152330375006
2016-03-17,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-0.42239850550767566,-0.17936635702725112,0.0,1.4111892462107152,-0.7009438526236369,1,16.0,1,1,-0.8793509117616071,-0.879350911761607
2016-03-18,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.15008983307752782,-0.06258265416527123,0.0,-0.43320312363867697,-0.21337420736587803,1,37.0,1,1,-0.5029060161021277,-0.5029060161021276
2016-03-19,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.2684849080471573,-0.4129337627512109,0.0,-1.241703888504164,-0.32946221814153487,1,37.0,1,1,-0.4853555446153006,-0.48535554461530056
2016-03-20,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.5999911179621198,-0.447968873609805,1.0,0.7542823747575068,-0.49198543322745447,1,37.0,1,1,-0.6982503943902899,-0.6982503943902899
2016-03-21,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.7657442229196009,-0.6114660576165769,1.0,1.4869861929168544,-0.7009438526236369,1,16.0,1,1,-1.1448971759970776,-1.1448971759970774
2016-03-22,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.7420652079256751,-0.5881093170441808,0.0,1.3606579484066221,-0.991163879562779,1,7.0,1,1,-1.0123783985385717,-1.0123783985385717
2016-03-23,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-0.39871949051374966,-0.14433124616865708,0.0,1.0574701615820647,-0.5384206375377173,1,15.0,1,1,-0.9108908895060499,-0.9108908895060498
2016-03-24,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-0.8367812679013787,-0.8450334633405366,0.0,-0.2816092302263983,-0.8286406644768594,1,15.0,1,1,-0.9706642344249538,-0.9706642344249536
2016-03-25,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-1.0735714178406377,-1.0202090176335066,0.0,-0.33214052803049104,-0.9795550784852133,1,33.0,1,1,-0.3642827268221167,-0.36428272682211665
2016-03-26,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.9670158503679711,-0.9734955364887145,0.0,1.4111892462107152,-1.0724254871057386,1,51.0,1,1,-0.3701328839843924,-0.37013288398439237
2016-03-27,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,-0.7657442229196009,-0.6698579090475668,0.0,-0.3574061769325376,-0.8170318633992937,1,32.0,1,1,-0.930476198266712,-0.9304761982667119
2016-03-28,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.6828676704408604,-0.6348227981889728,0.0,0.6532197791493213,-0.6428998472358084,1,22.0,1,1,-1.048242405489914,-1.048242405489914
2016-03-29,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.5052750579864161,-0.48300398446839904,0.0,0.4005632901288564,-0.7241614547787681,1,42.0,1,1,-0.7722676002260389,-0.7722676002260388
2016-03-30,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-0.19744786306537965,-0.14433124616865708,0.0,0.27423504561862405,-0.29463581490883795,1,8.0,1,1,-0.8579851203863393,-0.8579851203863392
2016-03-31,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,-0.019855250610935272,0.030844308124312773,0.0,0.4510945879329494,-0.143721400900484,1,25.0,1,1,-0.822121113434997,-0.8221211134349969
2016-04-01,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.10273180308967601,-0.35454191132022095,0.0,-1.3680321330143963,0.1464986260386581,1,23.0,1,1,-0.6143133568445952,-0.6143133568445951
2016-04-02,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,0.13405834684958268,0.13594964070009452,0.0,0.9816732148759251,0.15810742711622372,1,35.0,1,1,-0.6316094736721929,-0.6316094736721929
2016-04-03,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.20509539183136052,0.17098475155868856,0.0,-1.3680321330143963,0.34384824435727485,1,14.0,1,1,-1.158632327595464,-1.158632327595464
2016-04-04,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.00801574311397258,-0.015869173020479434,0.0,-1.191172590700071,0.018801814185435615,1,12.0,1,1,-1.271820150952537,-1.271820150952537
2016-04-05,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.22112687805930548,-0.27279331931683515,0.0,-0.15528098571616594,-0.0392421912023928,1,12.0,1,1,-1.0663015862951999,-1.0663015862951997
2016-04-06,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,0.0038237643829905337,0.019165937838114617,0.0,0.3500319923247634,-0.21337420736587803,1,17.0,1,1,-0.9988976015994147,-0.9988976015994145
2016-04-07,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,0.11037933185565688,0.042522678410510516,0.0,-1.4438290797205358,0.030410615263001258,1,10.0,1,1,-1.1153920355264697,-1.1153920355264697
2016-04-08,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.09089229559271311,-0.24943657874443922,0.0,-0.6353283148550487,-0.0392421912023928,1,26.0,1,1,-0.5537769479480033,-0.5537769479480033
2016-04-09,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,0.03934228687387945,0.08923615955530272,0.0,0.5016258857370424,-0.09728619659022121,1,17.0,1,1,-0.46093749732928035,-0.46093749732928024
2016-04-10,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.12221883935261998,0.15930638127249042,0.0,-1.3175008352103033,0.1464986260386581,1,21.0,1,1,-1.0439183762830146,-1.0439183762830144
2016-04-11,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.5999911179621198,-0.447968873609805,0.0,0.8048136725616,-0.6777262504685054,1,2.0,1,1,-1.2942033609647225,-1.2942033609647223
2016-04-12,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.5171145654833791,-0.4362905033236068,0.0,1.2090640549943434,-0.7938142612441623,1,19.0,1,1,-1.1298902511025444,-1.1298902511025442
2016-04-13,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,0.0038237643829905337,-0.08593939473766712,0.0,-1.4438290797205358,0.07684581957326403,1,11.0,1,1,-1.0413748296907208,-1.0413748296907206
2016-04-14,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,0.27613243681313837,0.591406081861816,0.0,0.17317245001043832,0.27419543789188056,1,19.0,1,1,-1.0080543693316724,-1.0080543693316721
2016-04-15,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.09089229559271311,-0.004190802734281279,0.0,1.562783139622994,-0.1205037987453527,1,41.0,1,1,-0.5817559604632349,-0.5817559604632347
2016-04-16,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.00801574311397258,0.12427127041389635,0.0,1.4869861929168544,-0.31785341706396925,1,44.0,1,1,-0.36479143614057546,-0.3647914361405754
2016-04-17,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.4655645567645452,0.591406081861816,0.0,0.5268915346390887,0.4947626583656284,1,26.0,1,1,-1.0807998018712743,-1.0807998018712743
2016-04-18,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,-0.03169475810789839,-0.20272309759964702,0.0,-1.3932977819164427,0.030410615263001258,1,24.0,1,1,-1.3842449103319223,-1.384244910331922
2016-04-19,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,-0.09089229559271311,0.11259290012769861,0.0,1.3859235973086685,-0.2830270138312723,1,20.0,1,1,-1.0652841676582823,-1.0652841676582823
2016-04-20,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,-0.05537377310182419,0.07755778926910456,0.0,1.5880487885250403,-0.3410710192191007,1,29.0,1,1,-0.9307305529259414,-0.9307305529259413
2016-04-21,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,0.015663271879953228,-0.15600961645485523,0.0,-1.4438290797205358,0.11167222280596095,1,18.0,1,1,-1.0378138644615096,-1.0378138644615094
2016-04-22,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,0.3590089892918789,0.26441171384827256,0.0,1.183798406092297,0.3670658465124061,1,39.0,1,1,-0.535463412483488,-0.5354634124834879
2016-04-23,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,0.24061391432224943,0.2994468247068662,0.0,-0.2816092302263983,0.2858042389694462,1,35.0,1,1,-0.43753686868017755,-0.4375368686801775
2016-04-24,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.18141637683743472,0.13594964070009452,0.0,-0.2816092302263983,0.25097783573674926,1,23.0,1,1,-1.0591796558367772,-1.0591796558367772
2016-04-25,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,0.28797194431010104,0.4863007492860342,0.0,0.17317245001043832,0.05362821741813254,1,19.0,1,1,-1.2463846850295994,-1.2463846850295992
2016-04-26,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,0.4655645567645452,0.533014230430826,0.0,1.5122518418189008,0.43671865297779994,1,27.0,1,1,-0.9678663331734305,-0.9678663331734304
2016-04-27,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,0.29981145180706414,0.10091452984150046,0.0,-1.4438290797205358,0.4715450562104971,1,15.0,1,1,-0.9482810244127684,-0.9482810244127684
2016-04-28,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,0.02750277937691634,-0.06258265416527123,0.0,-1.4438290797205358,-0.027633390124827156,1,35.0,1,1,-0.7046092608710244,-0.7046092608710243
2016-04-29,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,-0.3395219530289349,-0.22607983817204333,1.0,0.09737550330429873,-0.24820061059857518,1,31.0,1,1,-0.5303763192989005,-0.5303763192989004
2016-04-30,air_7cf5a02c0e01b647,0,0,1,0,0,0,0,-0.15008983307752782,-0.10929613531006344,0.0,1.7649083308393654,-0.4339414278396261,1,32.0,1,1,-0.5748883846640417,-0.5748883846640416
2016-05-01,air_7cf5a02c0e01b647,0,0,0,1,0,0,0,0.3826880042858047,0.62644119272041,0.0,0.8806106192677391,0.23936903465918344,1,42.0,1,1,-0.8574764110678805,-0.8574764110678804
2016-05-02,air_7cf5a02c0e01b647,0,1,0,0,0,0,0,0.5010830792554342,0.9184004498753597,0.0,1.4364548951127616,0.3090218411245777,1,28.0,1,1,-0.9981345376217265,-0.9981345376217264
2016-05-03,air_7cf5a02c0e01b647,0,0,0,0,0,1,0,0.5129225867523972,0.3811954167102525,1.0,-1.2922351863082568,0.40189224974510324,1,42.0,1,1,-0.7102050633740707,-0.7102050633740706
2016-05-04,air_7cf5a02c0e01b647,0,0,0,0,0,0,1,0.4300460342736563,0.5563709710032223,1.0,1.7649083308393654,0.33223944327970895,1,40.0,1,1,-0.7674348617006808,-0.7674348617006806
2016-05-05,air_7cf5a02c0e01b647,0,0,0,0,1,0,0,0.5484411092432857,0.49797911957223234,1.0,1.3606579484066221,0.5295890615983255,1,15.0,1,1,-0.9612531120334668,-0.9612531120334666
2016-05-06,air_7cf5a02c0e01b647,1,0,0,0,0,0,0,0.20509539183136052,0.13594964070009452,0.0,-1.4438290797205358,0.34384824435727485,1,21.0,1,1,-1.1171725181410754,-1.1171725181410752
