visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-01-21,air_539d693f7317c62d,0,0,0,0,1,0,0,-1.216368832939322,-1.2907876066080015,0.0,-0.37902489786626437,-1.1847006318843722,1,20.0,1,1,-1.1006162198734084,-1.1006162198734084
2016-01-22,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.2994995065495378,-1.2792886053136838,0.0,0.6983424568354396,-1.1847006318843722,1,16.0,1,1,-0.7963202697117687,-0.7963202697117687
2016-01-23,air_539d693f7317c62d,0,0,1,0,0,0,0,-1.3232511275810277,-1.4287756221398147,0.0,-1.2461742321383675,-1.2078481249158162,1,25.0,1,1,-0.7240719319982055,-0.7240719319982055
2016-01-24,air_539d693f7317c62d,0,0,0,1,0,0,0,-1.525139906348694,-1.6127596428488988,0.0,-0.06369786722186327,-1.3004380970415905,1,12.0,1,1,-1.4116854516956945,-1.4116854516956945
2016-01-27,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.9194735700456952,-0.8308275548352911,0.0,0.25162916342253794,-1.034241927179989,1,12.0,1,1,-1.1161696814645226,-1.1161696814645226
2016-01-28,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.9669768121086756,-0.8653245587182443,0.0,-0.37902489786626437,-1.0110944341485453,1,9.0,1,1,-1.121688651706531,-1.121688651706531
2016-01-29,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.3826301801597531,-1.6012606415545811,0.0,-1.403837747460568,-1.1615531388529288,1,9.0,1,1,-0.9807040482515916,-0.9807040482515916
2016-01-30,air_539d693f7317c62d,0,0,1,0,0,0,0,-1.4895124748014588,-1.6932526519091233,0.0,-1.114787969369867,-1.2425693644629814,1,22.0,1,1,-0.6834322420343263,-0.6834322420343263
2016-01-31,air_539d693f7317c62d,0,0,0,1,0,0,0,-1.2638720750023025,-1.1987955962534595,0.0,0.5932334466206391,-1.1847006318843722,1,14.0,1,1,-1.2305628828443311,-1.2305628828443311
2016-02-02,air_539d693f7317c62d,0,0,0,0,0,1,0,-1.3470027486125178,-1.3252846104909548,0.0,-0.32647039275886425,-1.3004380970415905,1,8.0,1,1,-1.3354233174424888,-1.3354233174424888
2016-02-03,air_539d693f7317c62d,0,0,0,0,0,0,1,-1.3113753170652827,-1.3367836117852727,0.0,0.12024290065403745,-1.2309956179472596,1,13.0,1,1,-1.2616698060265596,-1.2616698060265596
2016-02-04,air_539d693f7317c62d,0,0,0,0,1,0,0,-1.1569897803605966,-1.1068035858989176,0.0,-0.011143362114463033,-1.2888643505258686,1,6.0,1,1,-1.2245421880348675,-1.2245421880348675
2016-02-05,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.0026042436559106,-1.0033125742500575,0.0,0.46184718385213863,-0.8953569689913271,1,14.0,1,1,-0.8557746309552219,-0.8557746309552219
2016-02-06,air_539d693f7317c62d,0,0,1,0,0,0,0,-1.2282446434550671,-1.3827796169625437,0.0,-1.1936197270309674,-1.022668180664267,1,17.0,1,1,-0.6357684081260727,-0.6357684081260727
2016-02-07,air_539d693f7317c62d,0,0,0,1,0,0,0,-1.4182576117069885,-1.4862706286114036,0.0,0.5669561940669391,-1.265716857494425,1,13.0,1,1,-1.2378378890724329,-1.2378378890724329
2016-02-09,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.9669768121086756,-0.7963305509523378,0.0,-0.06369786722186327,-1.0573894202114325,1,9.0,1,1,-1.2160128703881274,-1.2160128703881274
2016-02-10,air_539d693f7317c62d,0,0,0,0,0,0,1,-1.2282446434550671,-1.3942786182568616,0.0,0.33046092108363817,-1.0110944341485453,1,11.0,1,1,-0.8966651832028288,-0.8966651832028288
2016-02-11,air_539d693f7317c62d,0,0,0,0,1,0,0,-1.1332381593291068,-1.1068035858989176,1.0,0.3567381736373384,-1.1152581527900416,1,15.0,1,1,-0.968913520916392,-0.968913520916392
2016-02-12,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.0026042436559106,-0.88832256130688,0.0,1.1450557502483412,-1.2888643505258686,1,18.0,1,1,-0.9134729562125814,-0.9134729562125814
2016-02-13,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.49194439147887264,-0.07189346941031896,0.0,-0.6417974234032653,-0.5597183200353947,1,5.0,1,1,-0.7263296925517544,-0.7263296925517544
2016-02-14,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.040663591880559735,0.5260545978942045,0.0,-1.141065221923567,-0.18935843153229667,1,9.0,1,1,-1.2551473866496408,-1.2551473866496408
2016-02-16,air_539d693f7317c62d,0,0,0,0,0,1,0,-1.2282446434550671,-1.1068035858989176,0.0,-0.11625237232926328,-1.335159336588756,1,11.0,1,1,-1.2759689561990357,-1.2759689561990357
2016-02-17,air_539d693f7317c62d,0,0,0,0,0,0,1,-1.2519962644865574,-1.2217935988420952,0.0,-0.06369786722186327,-1.1615531388529288,1,10.0,1,1,-1.109396399803876,-1.109396399803876
2016-02-18,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.9551010015929305,-0.6353445328318891,0.0,1.2764420130168415,-1.2425693644629814,1,19.0,1,1,-1.1189291665855268,-1.1189291665855268
2016-02-19,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.6107024966363234,-0.46285951341712267,0.0,1.118778497694641,-0.9995206876328234,1,11.0,1,1,-0.8043478627910535,-0.8043478627910535
2016-02-20,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.6700815492150487,-0.8768235600125622,0.0,-1.403837747460568,-0.47870209442534195,1,19.0,1,1,-0.8379634088105586,-0.8379634088105586
2016-02-21,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.6225783071520684,-0.5663505250659826,0.0,-0.011143362114463033,-0.7564720108026655,1,11.0,1,1,-1.2014628579319238,-1.2014628579319238
2016-02-23,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.8482187069512248,-0.7273365431864313,0.0,0.14652015320773767,-0.9879469411171017,1,12.0,1,1,-1.2082361395925703,-1.2082361395925703
2016-02-24,air_539d693f7317c62d,0,0,0,0,0,0,1,-1.3232511275810277,-1.3252846104909548,0.0,-0.08997511977556327,-1.1847006318843722,1,5.0,1,1,-1.1648369645076868,-1.1648369645076868
2016-02-25,air_539d693f7317c62d,0,0,0,0,1,0,0,-1.3826301801597531,-1.2447916014307305,0.0,0.6195106991743393,-1.3467330831044777,1,15.0,1,1,-1.06198342817935,-1.06198342817935
2016-02-26,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.168865590876342,-1.1183025871932353,0.0,0.6983424568354396,-1.138405645821485,1,9.0,1,1,-0.6575934268103782,-0.6575934268103782
2016-02-27,air_539d693f7317c62d,0,0,1,0,0,0,0,-1.038231675203146,-1.072306582015964,0.0,-0.08997511977556327,-1.080536913242876,1,19.0,1,1,-0.4917734572664016,-0.4917734572664016
2016-02-28,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.9551010015929305,-0.9573165690727865,0.0,0.33046092108363817,-0.9763731946013798,1,3.0,1,1,-1.067251536137631,-1.067251536137631
2016-03-01,air_539d693f7317c62d,0,0,0,0,0,1,0,-1.358878559128263,-1.5207676324943569,0.0,-0.4053021504199645,-1.1847006318843722,1,5.0,1,1,-1.2666870517011126,-1.2666870517011126
2016-03-02,air_539d693f7317c62d,0,0,0,0,0,0,1,-1.1807414013920867,-1.0838055833102818,0.0,0.43556993129843863,-1.219421871431538,1,9.0,1,1,-1.1384964247162834,-1.1384964247162834
2016-03-04,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.88384613849846,-0.78483154965802,0.0,0.7246197093891397,-0.8837832224756053,1,8.0,1,1,-0.7870383652138457,-0.7870383652138457
2016-03-05,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.8244670859197347,-0.7733325483637024,0.0,0.0676883955466372,-0.9763731946013798,1,21.0,1,1,-0.566781280100969,-0.566781280100969
2016-03-06,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.4444411494158923,-0.359368501768263,0.0,-1.088510716816167,-0.31666964320523655,1,13.0,1,1,-1.1929335402851835,-1.1929335402851835
2016-03-07,air_539d693f7317c62d,0,1,0,0,0,0,0,-0.13567007600652042,-0.08339247070463668,0.0,-1.377560494906868,-0.050473473343635035,1,5.0,1,1,-1.4774113700323388,-1.4774113700323388
2016-03-08,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.14754588652226544,0.03159754223854114,0.0,-0.7469064336180656,-0.1777846850165749,1,6.0,1,1,-1.146022293228113,-1.146022293228113
2016-03-09,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.8363428964354798,-1.0148115755443754,0.0,-1.403837747460568,-0.59443955958256,1,7.0,1,1,-1.191930091150273,-1.191930091150273
2016-03-10,air_539d693f7317c62d,0,0,0,0,1,0,0,-1.0026042436559106,-1.0838055833102818,0.0,0.015133890439237204,-0.8490619829284399,1,11.0,1,1,-1.072770506379639,-1.072770506379639
2016-03-11,air_539d693f7317c62d,1,0,0,0,0,0,0,-1.0976107277818714,-1.0033125742500575,0.0,0.0676883955466372,-1.022668180664267,1,14.0,1,1,-0.7378693576032263,-0.7378693576032263
2016-03-12,air_539d693f7317c62d,0,0,1,0,0,0,0,-1.0857349172661264,-0.9918135729557399,0.0,0.33046092108363817,-1.1731268853686505,1,9.0,1,1,-0.5499735070912164,-0.5499735070912164
2016-03-13,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.9075977595299503,-0.980314571661422,0.0,-0.03742061466816304,-0.9416519550542144,1,19.0,1,1,-1.1432628081071088,-1.1432628081071088
2016-03-15,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.7532122228252642,-0.8308275548352911,0.0,0.8297287196039401,-0.652308292161169,1,6.0,1,1,-1.0978567347524042,-1.0978567347524042
2016-03-16,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.4444411494158923,-0.4053645069455339,0.0,0.3830154261910384,-0.7564720108026655,1,16.0,1,1,-1.0095532108802714,-1.0095532108802714
2016-03-17,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.21880074961673585,0.14658755518171876,0.0,1.5129372860001424,-0.5018495874567855,1,3.0,1,1,-0.9626419638232008,-0.9626419638232008
2016-03-18,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.08816683394354008,0.0660945461214941,0.0,0.8297287196039401,-0.42083336184673287,1,15.0,1,1,-0.5913657839062787,-0.5913657839062787
2016-03-19,air_539d693f7317c62d,0,0,1,0,0,0,0,0.078094513276891,0.19258356035898963,0.0,-0.8257381912791659,0.12313272439219212,1,12.0,1,1,-0.5740562863290708,-0.5740562863290708
2016-03-20,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.4206895283844022,-0.46285951341712267,1.0,-0.19508412999036376,-0.4555546013938983,1,21.0,1,1,-0.7840280178091139,-0.7840280178091139
2016-03-21,air_539d693f7317c62d,0,1,0,0,0,0,0,-0.6819573597307937,-0.6008475289489359,1.0,0.6983424568354396,-0.6175870526140037,1,13.0,1,1,-1.2245421880348675,-1.2245421880348675
2016-03-23,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.5750750650890881,-0.5663505250659826,0.0,0.25162916342253794,-0.5134233339725074,1,11.0,1,1,-0.9937488870054294,-0.9937488870054294
2016-03-24,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.7888396543724995,-0.7158375418921136,0.0,0.14652015320773767,-0.7333245177712218,1,4.0,1,1,-1.0527015236814272,-1.0527015236814272
2016-03-25,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.8600945174669699,-0.78483154965802,0.0,0.8822832247113401,-0.9416519550542144,1,11.0,1,1,-0.45464583927470936,-0.45464583927470936
2016-03-26,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.7175847912780291,-0.5088555185943938,0.0,0.8297287196039401,-0.9763731946013798,1,16.0,1,1,-0.46041567180044535,-0.46041567180044535
2016-03-27,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.6344541176678136,-0.46285951341712267,0.0,1.4341055283390425,-0.9647994480856579,1,8.0,1,1,-1.0130652828524584,-1.0130652828524584
2016-03-29,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.40881371786865717,-0.2443784888250854,0.0,1.328996518124242,-0.6638820386768909,1,17.0,1,1,-0.8570289423738601,-0.8570289423738601
2016-03-30,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.14754588652226544,0.03159754223854114,0.0,0.7246197093891397,-0.24722716411090573,1,20.0,1,1,-0.9415695319900782,-0.9415695319900782
2016-03-31,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.08816683394354008,0.15808655647603626,0.0,1.618046296214943,-0.35139088275240205,1,19.0,1,1,-0.9061979499844796,-0.9061979499844796
2016-04-01,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.4444411494158923,-0.38236650435689845,0.0,0.6195106991743393,-0.3745383757838456,1,14.0,1,1,-0.7012434641789894,-0.7012434641789894
2016-04-02,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.539447633541853,-0.8653245587182443,0.0,-1.403837747460568,-0.293522150173793,1,15.0,1,1,-0.7183020994724696,-0.7183020994724696
2016-04-03,air_539d693f7317c62d,0,0,0,1,0,0,0,0.2206042394658318,0.34207057718512063,0.0,0.12024290065403745,-0.01575223379646952,1,16.0,1,1,-1.2380887513561605,-1.2380887513561605
2016-04-05,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.3613104758056769,-0.2558774901194031,0.0,1.381551023231642,-0.42083336184673287,1,10.0,1,1,-1.1470257423630237,-1.1470257423630237
2016-04-06,air_539d693f7317c62d,0,0,0,0,0,0,1,0.030591271213910663,0.3075735733021672,0.0,1.6968780538760435,-0.3282433897209584,1,4.0,1,1,-1.0805472371751963,-1.0805472371751963
2016-04-07,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.29005561271120645,-0.5778495263603003,0.0,-1.403837747460568,-0.10834220592224399,1,11.0,1,1,-1.19544216312246,-1.19544216312246
2016-04-08,air_539d693f7317c62d,1,0,0,0,0,0,0,0.19685261843434174,-0.00289946164441223,0.0,-0.6155201708495652,0.14628021742363587,1,18.0,1,1,-0.6415382406518086,-0.6415382406518086
2016-04-09,air_539d693f7317c62d,0,0,1,0,0,0,0,0.44624463926498825,0.7905316276635131,0.0,1.591769043661243,-0.15463719198513126,1,19.0,1,1,-0.5499735070912164,-0.5499735070912164
2016-04-10,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.19504912858524578,-0.23287948753076745,0.0,0.19907465831513768,-0.050473473343635035,1,17.0,1,1,-1.1249498613949904,-1.1249498613949904
2016-04-12,air_539d693f7317c62d,0,0,0,0,0,1,0,-0.49194439147887264,-0.3248714978853096,0.0,1.670600801322343,-0.7448982642869435,1,5.0,1,1,-1.2097413132949362,-1.2097413132949362
2016-04-13,air_539d693f7317c62d,0,0,0,0,0,0,1,0.042467081729655694,0.21558156294762507,0.0,0.9085604772650405,-0.36296462926812384,1,11.0,1,1,-1.1224412385577138,-1.1224412385577138
2016-04-14,air_539d693f7317c62d,0,0,0,0,1,0,0,0.23248004998157684,0.34207057718512063,0.0,-0.562965665742165,0.31988641515946303,1,2.0,1,1,-1.0895782793893918,-1.0895782793893918
2016-04-15,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.11191845497503035,-0.2558774901194031,0.0,1.4603827808927425,0.07683773832930504,1,15.0,1,1,-0.6691330918618502,-0.6691330918618502
2016-04-16,air_539d693f7317c62d,0,0,1,0,0,0,0,-0.13567007600652042,-0.1523864784705432,0.0,1.4866600334464426,-0.36296462926812384,1,15.0,1,1,-0.45514756384216465,-0.45514756384216465
2016-04-17,air_539d693f7317c62d,0,0,0,1,0,0,0,0.2206042394658318,0.34207057718512063,0.0,-0.8782926963865662,0.04211649878213953,1,23.0,1,1,-1.1613248925354995,-1.1613248925354995
2016-04-19,air_539d693f7317c62d,0,0,0,0,0,1,0,0.08997032379263603,0.1695855577703542,0.0,0.8297287196039401,-0.00417848728074775,1,15.0,1,1,-1.146022293228113,-1.146022293228113
2016-04-20,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.17129750755375572,0.10059155000444746,0.0,1.118778497694641,-0.36296462926812384,1,18.0,1,1,-1.013316145136186,-1.013316145136186
2016-04-21,air_539d693f7317c62d,0,0,0,0,1,0,0,0.10184613430838106,0.13508855388740082,0.0,-1.062233464262467,-0.11991595243796585,1,13.0,1,1,-1.1189291665855268,-1.1189291665855268
2016-04-22,air_539d693f7317c62d,1,0,0,0,0,0,0,0.17310099740285145,0.18108455906467172,0.0,-1.3512832423531678,0.3546076547066283,1,18.0,1,1,-0.6234761562234179,-0.6234761562234179
2016-04-23,air_539d693f7317c62d,0,0,1,0,0,0,0,0.1493493763713614,0.02009854094422321,0.0,-0.37902489786626437,0.2504439360651322,1,22.0,1,1,-0.5268941769882726,-0.5268941769882726
2016-04-24,air_539d693f7317c62d,0,0,0,1,0,0,0,0.3749897761705178,0.6525436121317001,0.0,0.6195106991743393,0.19257520348652316,1,23.0,1,1,-1.1400015984186493,-1.1400015984186493
2016-04-25,air_539d693f7317c62d,0,1,0,0,0,0,0,0.13747356585561638,0.2730765694192139,0.0,1.8019870640908435,-0.050473473343635035,1,2.0,1,1,-1.3246362392421998,-1.3246362392421998
2016-04-26,air_539d693f7317c62d,0,0,0,0,0,1,0,0.3156107235917925,0.5720506030714758,0.0,1.565491791107543,0.07683773832930504,1,5.0,1,1,-1.049942038560423,-1.049942038560423
2016-04-27,air_539d693f7317c62d,0,0,0,0,0,0,1,-0.040663591880559735,-0.00289946164441223,0.0,0.46184718385213863,0.08841148484502681,1,6.0,1,1,-1.030625642713394,-1.030625642713394
2016-04-28,air_539d693f7317c62d,0,0,0,0,1,0,0,-0.23067656013248108,-0.3708675030625807,0.0,-1.403837747460568,-0.03889972682791306,1,10.0,1,1,-0.7902995749023052,-0.7902995749023052
2016-04-29,air_539d693f7317c62d,1,0,0,0,0,0,0,-0.08816683394354008,-0.0948914719989544,1.0,0.12024290065403745,-0.050473473343635035,1,23.0,1,1,-0.6184589105488648,-0.6184589105488648
2016-04-30,air_539d693f7317c62d,0,0,1,0,0,0,0,0.030591271213910663,0.18108455906467172,0.0,1.0399467400335412,-0.24722716411090573,1,21.0,1,1,-0.6623598102012036,-0.6623598102012036
2016-05-01,air_539d693f7317c62d,0,0,0,1,0,0,0,-0.18317331806950074,-0.451360512122805,0.0,-1.377560494906868,0.11155897787647036,1,17.0,1,1,-0.9410678074226229,-0.9410678074226229
2016-05-02,air_539d693f7317c62d,0,1,0,0,0,0,0,-0.18317331806950074,-0.43986151082848723,0.0,-1.403837747460568,0.0536902452978613,1,22.0,1,1,-1.0797946503240134,-1.0797946503240134
2016-05-03,air_539d693f7317c62d,0,0,0,0,0,1,0,0.3393623446232825,0.4915575940112516,1.0,0.9348377298187406,0.11155897787647036,1,22.0,1,1,-0.7958185451443135,-0.7958185451443135
2016-05-04,air_539d693f7317c62d,0,0,0,0,0,0,1,0.422493018233498,0.45706059012829825,1.0,-0.8782926963865662,0.5976563315367865,1,26.0,1,1,-0.8522625589830347,-0.8522625589830347
2016-05-05,air_539d693f7317c62d,0,0,0,0,1,0,0,0.6481334180326547,0.5030565953055691,1.0,-0.37902489786626437,0.5745088385053427,1,19.0,1,1,-1.0434196191835041,-1.0434196191835041
2016-05-06,air_539d693f7317c62d,1,0,0,0,0,0,0,0.44624463926498825,0.6870406160146535,0.0,0.6720652042817397,0.19257520348652316,1,18.0,1,1,-1.1971981991085536,-1.1971981991085536
2016-05-07,air_539d693f7317c62d,0,0,1,0,0,0,0,0.6362576075169094,0.9975136509612329,0.0,0.09396564810033745,0.62080382456823,1,9.0,1,1,-0.7717357659064591,-0.7717357659064591
2016-05-08,air_539d693f7317c62d,0,0,0,1,0,0,0,0.70751247061138,0.8020306289578311,0.0,2.117314094735245,0.505066359411012,1,13.0,1,1,-1.1114032980736972,-1.1114032980736972
2016-05-10,air_539d693f7317c62d,0,0,0,0,0,1,0,0.2562316710130671,-0.02589746423304767,0.0,-1.403837747460568,0.562935091989621,1,10.0,1,1,-1.3763138696900958,-1.3763138696900958
2016-05-11,air_539d693f7317c62d,0,0,0,0,0,0,1,0.24435586049732186,0.19258356035898963,0.0,-1.403837747460568,0.5166401059267337,1,14.0,1,1,-1.1866619831919922,-1.1866619831919922
2016-05-12,air_539d693f7317c62d,0,0,0,0,1,0,0,0.70751247061138,0.7330366211919244,0.0,2.117314094735245,0.5860825850210646,1,16.0,1,1,-1.0664989492864478,-1.0664989492864478
2016-05-13,air_539d693f7317c62d,1,0,0,0,0,0,0,0.6243817970011641,0.7790326263691956,0.0,1.933373326859344,0.3314601616751848,1,9.0,1,1,-0.7102745063931848,-0.7102745063931848
2016-05-14,air_539d693f7317c62d,0,0,1,0,0,0,0,0.48187207081222333,0.3075735733021672,0.0,0.09396564810033745,0.37775514773807206,1,20.0,1,1,-0.5499735070912164,-0.5499735070912164
2016-05-15,air_539d693f7317c62d,0,0,0,1,0,0,0,0.20872842895008678,0.26157756812489635,0.0,2.091036842181545,0.1694277104550794,1,12.0,1,1,-1.1635826530890485,-1.1635826530890485
2016-05-17,air_539d693f7317c62d,0,0,0,0,0,1,0,0.3393623446232825,0.19258356035898963,0.0,-1.2987287372457677,0.37775514773807206,1,15.0,1,1,-1.3055707056788983,-1.3055707056788983
2016-05-18,air_539d693f7317c62d,0,0,0,0,0,0,1,0.6718850390641447,1.1470006677873639,0.0,2.143591347288945,0.20414895000224492,1,15.0,1,1,-1.1031248427106848,-1.1031248427106848
2016-05-19,air_539d693f7317c62d,0,0,0,0,1,0,0,0.5887543654539292,0.7560346237805597,0.0,1.8545415691982439,0.3661814012223503,1,11.0,1,1,-1.0945955250639448,-1.0945955250639448
2016-05-20,air_539d693f7317c62d,1,0,0,0,0,0,0,0.422493018233498,0.45706059012829825,0.0,0.3567381736373384,0.43562388031668114,1,18.0,1,1,-0.7097727818257294,-0.7097727818257294
2016-05-21,air_539d693f7317c62d,0,0,1,0,0,0,0,0.5293753128752039,0.3995655836567094,0.0,-1.0359562117087668,0.48191886637956843,1,28.0,1,1,-0.4353294434276803,-0.4353294434276803
2016-05-22,air_539d693f7317c62d,0,0,0,1,0,0,0,0.8856496283475561,1.2274936768475881,0.0,1.7494325589834434,0.7712625292726136,1,21.0,1,1,-1.1675964496286908,-1.1675964496286908
2016-05-24,air_539d693f7317c62d,0,0,0,0,0,1,0,0.9569044914420263,1.2274936768475881,0.0,0.7771742144965401,0.8522787548826662,1,9.0,1,1,-1.2581577340543726,-1.2581577340543726
2016-05-25,air_539d693f7317c62d,0,0,0,0,0,0,1,0.8975254388633009,0.7445356224862423,0.0,-1.377560494906868,1.0143112061027715,1,4.0,1,1,-1.0539558351000653,-1.0539558351000653
2016-05-26,air_539d693f7317c62d,0,0,0,0,1,0,0,1.075662596599477,1.1125036639044106,0.0,-0.6417974234032653,1.1531961642914335,1,8.0,1,1,-1.0180825285270114,-1.0180825285270114
2016-05-27,air_539d693f7317c62d,1,0,0,0,0,0,0,0.7906431442215954,0.8825236380180553,0.0,-0.300193140205164,0.8175575153355007,1,10.0,1,1,-0.7260788302680268,-0.7260788302680268
2016-05-28,air_539d693f7317c62d,0,0,1,0,0,0,0,0.8025189547373403,1.0205116535498684,0.0,1.407828275785342,0.678672557146839,1,10.0,1,1,-0.5319114226628255,-0.5319114226628255
2016-05-29,air_539d693f7317c62d,0,0,0,1,0,0,0,0.8262705757688308,0.8940226393123732,0.0,1.565491791107543,0.6670988106311173,1,11.0,1,1,-1.0338868524018534,-1.0338868524018534
2016-05-31,air_539d693f7317c62d,0,0,0,0,0,1,0,0.8500221968003208,0.7905316276635131,0.0,0.12024290065403745,1.0721799386813804,1,9.0,1,1,-1.1294653825020882,-1.1294653825020882
2016-06-01,air_539d693f7317c62d,0,0,0,0,0,0,1,0.6718850390641447,0.5490526004828404,0.0,0.7508969619428396,0.6439513175996736,1,17.0,1,1,-1.1505378143352107,-1.1505378143352107
2016-06-02,air_539d693f7317c62d,0,0,0,0,1,0,0,0.4581204497807333,0.3880665823623915,0.0,0.7508969619428396,0.4587713733481247,1,9.0,1,1,-1.090080003956847,-1.090080003956847
2016-06-03,air_539d693f7317c62d,1,0,0,0,0,0,0,0.5174995023594586,0.7675336250748777,0.0,1.9859278319667444,0.26201768258085395,1,12.0,1,1,-0.7835262932416586,-0.7835262932416586
