visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Ōsaka-fu Higashiōsaka-shi Aramotokita,total_area_visitors,total_genre_visitors
2016-01-24,air_1c95a84924d72500,0,0,0,1,0,0,0,-2.0112231666908658,-2.043222021277884,0.0,0.5616819089654331,-1.928384388176318,1,22.0,1,1,-1.3437402770913278,-1.343740277091328
2016-01-25,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.770297144672625,-1.671401389108047,0.0,0.6147920466990737,-1.9169378942896913,1,7.0,1,1,-1.3684836580019346,-1.3684836580019348
2016-01-26,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.3916991100725329,-1.3433243607228968,0.0,0.29613122029723044,-1.4247386571647507,1,21.0,1,1,-1.195279991627687,-1.195279991627687
2016-01-27,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.0704644140482122,-1.1464781436918066,0.0,0.48201670236497235,-0.9554324078130633,1,10.0,1,1,-1.0432484965480822,-1.0432484965480824
2016-01-28,air_1c95a84924d72500,0,0,0,0,1,0,0,-0.8524837274602802,-0.9058883228760299,0.0,-0.23497015703917493,-0.840967468946798,1,2.0,1,1,-1.0488603973731683,-1.0488603973731683
2016-01-29,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.4968310282904967,-0.5559394925985364,0.0,-1.3237279805788058,-0.47467966457474914,1,16.0,1,1,-0.9055018399323328,-0.9055018399323329
2016-01-30,air_1c95a84924d72500,0,0,1,0,0,0,0,-1.0016284077572863,-1.1574140446379784,0.0,-1.0050671541769625,-0.840967468946798,1,18.0,1,1,-0.6032244545811052,-0.6032244545811053
2016-01-31,air_1c95a84924d72500,0,0,0,1,0,0,0,-1.0245737431875948,-0.938696025714545,0.0,1.0662282174350182,-0.9783253955863163,1,27.0,1,1,-1.1595678954680482,-1.1595678954680484
2016-02-01,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.1163550849088295,-1.2120935493688367,0.0,-1.244062773978345,-0.8981999383799305,1,8.0,1,1,-1.4146542966083249,-1.4146542966083249
2016-02-02,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.254027097490681,-1.2558371531535233,0.0,-0.5005208457073775,-1.1614692977723406,1,31.0,1,1,-1.2661940111446839,-1.2661940111446839
2016-02-03,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.3572811069270698,-1.2995807569382103,0.0,-0.4739657768405572,-1.2072552733188466,1,6.0,1,1,-1.1911986092094424,-1.1911986092094426
2016-02-04,air_1c95a84924d72500,0,0,0,0,1,0,0,-1.173718423484601,-1.1683499455841502,0.0,0.933452873100917,-1.1614692977723406,1,9.0,1,1,-1.1534458218406816,-1.1534458218406818
2016-02-05,air_1c95a84924d72500,1,0,0,0,0,0,0,-1.0589917463330578,-1.0371191342300898,0.0,0.9865630108345572,-0.9668789016996897,1,7.0,1,1,-0.7784688121644752,-0.7784688121644753
2016-02-06,air_1c95a84924d72500,0,0,1,0,0,0,0,-1.173718423484601,-1.1792858465303218,0.0,0.11024573822948873,-1.081343840565955,1,13.0,1,1,-0.5547580383644526,-0.5547580383644527
2016-02-07,air_1c95a84924d72500,0,0,0,1,0,0,0,-1.43758978093315,-1.3323884597767253,0.0,-0.15530495043871395,-1.2873807305252325,1,34.0,1,1,-1.1669654011011164,-1.1669654011011164
2016-02-08,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.2196090943452182,-1.0261832332839185,0.0,1.437999181570502,-1.390399175504871,1,7.0,1,1,-1.3631268435779889,-1.363126843577989
2016-02-09,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.104882417193675,-0.9715037285530601,0.0,-0.5801860523078384,-1.0927903344525816,1,11.0,1,1,-1.1447728842019123,-1.1447728842019123
2016-02-10,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.3228631037816068,-1.2339653512611801,0.0,0.26957615143041025,-1.2301482610921,1,17.0,1,1,-0.8200478955503402,-0.8200478955503403
2016-02-11,air_1c95a84924d72500,0,0,0,0,1,0,0,-0.9901557400421318,-0.7965293134143131,1.0,1.4114441127036819,-1.1385763099990875,1,15.0,1,1,-0.8935127790787398,-0.8935127790787399
2016-02-12,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.47388569286018806,-0.4575163840829913,0.0,0.004025462762207572,-0.646377072874147,1,9.0,1,1,-0.8371386844267387,-0.8371386844267389
2016-02-13,air_1c95a84924d72500,0,0,1,0,0,0,0,0.042384354321755774,0.012727356602390766,0.0,-1.0847323607774233,0.07475204198332389,1,23.0,1,1,-0.6468442291760924,-0.6468442291760925
2016-02-14,air_1c95a84924d72500,0,0,0,1,0,0,0,-0.09528765826009586,-0.09663165285932597,0.0,-1.244062773978345,-0.3716612195951105,1,15.0,1,1,-1.1845663627797953,-1.1845663627797955
2016-02-15,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.1851910911997552,-1.1902217474764936,0.0,-1.0581772919106032,-1.1843622855455935,1,6.0,1,1,-1.3666980531939528,-1.366698053193953
2016-02-16,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.43758978093315,-1.474555172076957,0.0,0.26957615143041025,-1.390399175504871,1,17.0,1,1,-1.2057385340744382,-1.2057385340744384
2016-02-17,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.3572811069270698,-1.4636192711307854,0.0,-0.2880802947728154,-1.1958087794322203,1,13.0,1,1,-1.0363611637172947,-1.036361163717295
2016-02-18,air_1c95a84924d72500,0,0,0,0,1,0,0,-1.1278277526239837,-0.9715037285530601,0.0,1.437999181570502,-1.2873807305252325,1,6.0,1,1,-1.0460544469606252,-1.0460544469606254
2016-02-19,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.6918663794481199,-0.6434267001679097,0.0,0.8272325976336358,-0.8295209750601714,1,17.0,1,1,-0.7261760999307184,-0.7261760999307185
2016-02-20,air_1c95a84924d72500,0,0,1,0,0,0,0,-0.6689210440178113,-0.6543626011140815,0.0,-1.3237279805788058,-0.5776981095543879,1,32.0,1,1,-0.7603576776835155,-0.7603576776835156
2016-02-21,air_1c95a84924d72500,0,0,0,1,0,0,0,-1.0475190786179034,-1.0371191342300898,0.0,0.747567391033175,-1.081343840565955,1,35.0,1,1,-1.1299778729357761,-1.1299778729357763
2016-02-22,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.1851910911997552,-1.2995807569382103,0.0,-1.1112874296442437,-1.1958087794322203,1,18.0,1,1,-1.3536886467357987,-1.353688646735799
2016-02-23,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.0016284077572863,-1.1136704408532918,0.0,-0.8722918098428613,-0.840967468946798,1,7.0,1,1,-1.1368652057665636,-1.1368652057665638
2016-02-24,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.3458084392119156,-1.36519616261524,0.0,-0.23497015703917493,-1.2873807305252325,1,13.0,1,1,-1.0927352583692957,-1.092735258369296
2016-02-25,air_1c95a84924d72500,0,0,0,0,1,0,0,-1.3916991100725329,-1.2120935493688367,0.0,1.3583339749700412,-1.3789526816182445,1,2.0,1,1,-0.9881498339017825,-0.9881498339017826
2016-02-26,air_1c95a84924d72500,1,0,0,0,0,0,0,-1.3343357714967614,-1.201157648422665,0.0,0.6944572532995344,-1.4018456693914978,1,27.0,1,1,-0.5769505552636567,-0.5769505552636568
2016-02-27,air_1c95a84924d72500,0,0,1,0,0,0,0,-0.8754290628905889,-0.6871703039525964,0.0,0.26957615143041025,-1.0241113711328225,1,14.0,1,1,-0.40833844410993386,-0.40833844410993403
2016-02-28,air_1c95a84924d72500,0,0,0,1,0,0,0,-0.5771397022965769,-0.41377278029830455,0.0,1.3848890438368613,-0.7951814934002919,1,23.0,1,1,-0.9935066483257282,-0.9935066483257283
2016-02-29,air_1c95a84924d72500,0,1,0,0,0,0,0,-0.8639563951754345,-0.5887471954370513,0.0,-1.0050671541769625,-1.390399175504871,1,5.0,1,1,-1.3057324033214266,-1.3057324033214268
2016-03-01,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.6096797966604648,-1.4636192711307854,0.0,0.057135600495848156,-1.5620965838042689,1,13.0,1,1,-1.196300337232248,-1.1963003372322483
2016-03-02,air_1c95a84924d72500,0,0,0,0,0,0,1,-1.1966637589149094,-1.0480550351762616,0.0,1.0927832863018385,-1.3102737182984854,1,14.0,1,1,-1.0659511862495668,-1.065951186249567
2016-03-03,air_1c95a84924d72500,0,0,0,0,1,0,0,-0.6918663794481199,-0.5559394925985364,0.0,1.5707745259046035,-0.8295209750601714,1,2.0,1,1,-1.082786888724825,-1.082786888724825
2016-03-04,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.2329596708419475,-0.0747598509669827,0.0,1.331778906103221,-0.38310771348173694,1,13.0,1,1,-0.7085751382520393,-0.7085751382520394
2016-03-05,air_1c95a84924d72500,0,0,1,0,0,0,0,0.03091168660660151,0.17676587079496586,0.0,0.48201670236497235,0.051859054210070914,1,30.0,1,1,-0.48460927805087656,-0.48460927805087667
2016-03-06,air_1c95a84924d72500,0,0,0,1,0,0,0,0.1915290346187619,0.14395816795645078,0.0,-0.2615252259059951,0.04041256032344443,1,24.0,1,1,-1.1213049352970068,-1.1213049352970068
2016-03-07,air_1c95a84924d72500,0,1,0,0,0,0,0,0.12269302832783606,-0.020080346236124334,0.0,-1.1643975673778844,0.3265749074891075,1,18.0,1,1,-1.4105729141900802,-1.4105729141900805
2016-03-08,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.02645165196917004,0.11115046511793568,0.0,-0.7129613966419397,-0.1312848479759534,1,13.0,1,1,-1.073603778283775,-1.0736037782837753
2016-03-09,air_1c95a84924d72500,0,0,0,0,0,0,1,-0.8295383920299717,-0.938696025714545,0.0,-1.3237279805788058,-0.8180744811735449,1,9.0,1,1,-1.1202845896924456,-1.1202845896924458
2016-03-10,air_1c95a84924d72500,0,0,0,0,1,0,0,-1.1163550849088295,-1.1792858465303218,0.0,-0.6864063277751195,-0.9668789016996897,1,4.0,1,1,-0.9991185491508143,-0.9991185491508144
2016-03-11,air_1c95a84924d72500,1,0,0,0,0,0,0,-1.1507730880542921,-0.9605678276068883,0.0,0.21646601369676965,-1.081343840565955,1,8.0,1,1,-0.6585782036285451,-0.6585782036285452
2016-03-12,air_1c95a84924d72500,0,0,1,0,0,0,0,-1.1163550849088295,-0.8402729171989999,0.0,1.2255586306359398,-1.1843622855455935,1,25.0,1,1,-0.467518489174478,-0.4675184891744782
2016-03-13,air_1c95a84924d72500,0,0,0,1,0,0,0,-0.7951203888845086,-0.6215548982755664,0.0,-0.6067411211746585,-0.9668789016996897,1,32.0,1,1,-1.070797827871232,-1.0707978278712322
2016-03-14,air_1c95a84924d72500,0,1,0,0,0,0,0,-1.1851910911997552,-1.2886448559920385,0.0,-1.3237279805788058,-0.9210929261531836,1,25.0,1,1,-1.3011408481009017,-1.301140848100902
2016-03-15,air_1c95a84924d72500,0,0,0,0,0,1,0,-1.0360464109027494,-0.8621447190913433,0.0,1.013118079701378,-0.9554324078130633,1,9.0,1,1,-1.024627189264842,-1.0246271892648422
2016-03-16,air_1c95a84924d72500,0,0,0,0,0,0,1,-0.6574483763026571,-0.5450035916523648,0.0,-0.39430057024009646,-1.0355578650194488,1,25.0,1,1,-0.9348367760634646,-0.9348367760634647
2016-03-17,air_1c95a84924d72500,0,0,0,0,1,0,0,-0.17559633226617594,0.10021456417176423,0.0,1.650439732505064,-0.32587524404860435,1,6.0,1,1,-0.887135619050233,-0.8871356190502331
2016-03-18,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.02645165196917004,0.06740686133324914,0.0,-0.39430057024009646,-0.08549887242944738,1,5.0,1,1,-0.5096077453626237,-0.5096077453626238
2016-03-19,air_1c95a84924d72500,0,0,1,0,0,0,0,-0.18706899998133042,-0.3044137708365878,0.0,-1.2706178428451653,-0.39455420736836355,1,36.0,1,1,-0.49200678368394457,-0.49200678368394474
2016-03-20,air_1c95a84924d72500,0,0,0,1,0,0,0,-0.7033390471632742,-0.501259987867678,1.0,0.5882369778322535,-0.623484085100894,1,23.0,1,1,-0.705514101438356,-0.7055141014383561
2016-03-21,air_1c95a84924d72500,0,1,0,0,0,0,0,-0.8639563951754345,-0.6762344030064248,1.0,1.1193383551686586,-0.8753069506066775,1,18.0,1,1,-1.1534458218406816,-1.1534458218406818
2016-03-22,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.6000850377268855,-0.31534967178275947,0.0,1.6238846636382438,-1.0012183833595691,1,8.0,1,1,-1.0205458068465976,-1.0205458068465976
2016-03-23,air_1c95a84924d72500,0,0,0,0,0,0,1,-0.3476863479934906,0.034599158494734036,0.0,1.1193383551686586,-0.5776981095543879,1,23.0,1,1,-0.9187663327916272,-0.9187663327916273
2016-03-24,air_1c95a84924d72500,0,0,0,0,1,0,0,-0.9442650691815148,-0.8949524219298582,0.0,-0.12874988157189377,-0.9210929261531836,1,2.0,1,1,-0.9787116370595922,-0.9787116370595923
2016-03-25,air_1c95a84924d72500,1,0,0,0,0,0,0,-1.139300420339138,-0.9605678276068883,0.0,0.5882369778322535,-1.150022803885714,1,21.0,1,1,-0.37058565674117294,-0.3705856567411731
2016-03-26,air_1c95a84924d72500,0,0,1,0,0,0,0,-0.9901557400421318,-0.6543626011140815,0.0,0.9600079419677371,-1.1614692977723406,1,12.0,1,1,-0.3764526439673993,-0.37645264396739947
2016-03-27,air_1c95a84924d72500,0,0,0,1,0,0,0,-0.6689210440178113,-0.47938818597533456,0.0,-0.20841508817235452,-0.8180744811735449,1,19.0,1,1,-0.9384079856794285,-0.9384079856794286
2016-03-28,air_1c95a84924d72500,0,1,0,0,0,0,0,-0.6803937117329656,-0.5887471954370513,0.0,0.24302108256359006,-0.5776981095543879,1,11.0,1,1,-1.0565129894073766,-1.0565129894073766
2016-03-29,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.3706316834237993,-0.31534967178275947,0.0,0.6679021844327142,-0.5090191462346287,1,15.0,1,1,-0.7797442441701765,-0.7797442441701766
2016-03-30,air_1c95a84924d72500,0,0,0,0,0,0,1,-0.12970566140555886,-0.15131115759018435,0.0,0.5085717712317928,-0.17707082352245956,1,22.0,1,1,-0.8657083613544497,-0.8657083613544498
2016-03-31,air_1c95a84924d72500,0,0,0,0,1,0,0,0.1112203606126818,0.29706078120285406,0.0,0.6413471155658941,0.006073078663564781,1,4.0,1,1,-0.8297411787936707,-0.8297411787936708
2016-04-01,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.2214870031267932,-0.44658048313681964,0.0,-1.3237279805788058,0.006073078663564781,1,23.0,1,1,-0.6213355890620648,-0.6213355890620649
2016-04-02,air_1c95a84924d72500,0,0,1,0,0,0,0,0.05385702203691025,0.2423812764719957,0.0,0.030580531629027744,-0.005373415223061702,1,16.0,1,1,-0.6386814643396036,-0.6386814643396037
2016-04-03,air_1c95a84924d72500,0,0,0,1,0,0,0,0.1800563669036076,0.14395816795645078,0.0,-1.2706178428451653,0.23500295639609525,1,20.0,1,1,-1.1672204875022565,-1.1672204875022567
2016-04-04,air_1c95a84924d72500,0,1,0,0,0,0,0,0.03091168660660151,0.0236632575485624,0.0,-1.2971729117119857,-0.14273134186258002,1,19.0,1,1,-1.2807339360096797,-1.2807339360096797
2016-04-05,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.18706899998133042,-0.16224705853635618,0.0,-0.20841508817235452,-0.17707082352245956,1,21.0,1,1,-1.074624123888336,-1.0746241238883363
2016-04-06,air_1c95a84924d72500,0,0,0,0,0,0,1,0.13416569604299033,0.23144537552582425,0.0,0.8537876665004559,0.006073078663564781,1,20.0,1,1,-1.0070262275861628,-1.007026227586163
2016-04-07,air_1c95a84924d72500,0,0,0,0,1,0,0,0.27183770862484197,0.2423812764719957,0.0,-1.3237279805788058,0.10909152364320354,1,5.0,1,1,-1.1238557993084095,-1.1238557993084097
2016-04-08,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.08381499054494158,-0.18411886042869943,0.0,-0.9254019475765017,-0.02826640299631477,1,13.0,1,1,-0.560625025590679,-0.5606250255906791
2016-04-09,air_1c95a84924d72500,0,0,1,0,0,0,0,0.24889237319453342,0.3954838897183994,0.0,0.6413471155658941,0.16632399307633616,1,32.0,1,1,-0.467518489174478,-0.4675184891744782
2016-04-10,air_1c95a84924d72500,0,0,0,1,0,0,0,0.2144743700490704,0.0892786632255924,0.0,-1.2706178428451653,0.2578959441693484,1,18.0,1,1,-1.0521765205879918,-1.052176520587992
2016-04-11,air_1c95a84924d72500,0,1,0,0,0,0,0,-0.6459757085875026,-0.5559394925985364,0.0,0.8537876665004559,-0.8180744811735449,1,7.0,1,1,-1.303181539310024,-1.3031815393100241
2016-04-12,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.4624130251450338,-0.09663165285932597,0.0,1.3583339749700412,-1.081343840565955,1,16.0,1,1,-1.1383957241734053,-1.1383957241734055
2016-04-13,air_1c95a84924d72500,0,0,0,0,0,0,1,0.1112203606126818,0.20957357363348098,0.0,-1.1643975673778844,0.10909152364320354,1,8.0,1,1,-1.0496256565765891,-1.0496256565765891
2016-04-14,air_1c95a84924d72500,0,0,0,0,1,0,0,0.31772837948545923,0.5595224039109745,0.0,0.21646601369676965,0.15487749918970967,1,5.0,1,1,-1.0162093380272128,-1.016209338027213
2016-04-15,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.16412366455102168,-0.06382395002081107,0.0,1.730104939105525,-0.19996381129571264,1,25.0,1,1,-0.5886845297161094,-0.5886845297161095
2016-04-16,air_1c95a84924d72500,0,0,1,0,0,0,0,0.3292010472006135,0.5267147010724593,0.0,1.5973295947714237,-0.08549887242944738,1,15.0,1,1,-0.3710958295434535,-0.37109582954345366
2016-04-17,air_1c95a84924d72500,0,0,0,1,0,0,0,0.5012910629279281,0.6798173143188626,0.0,0.349241358030871,0.5097188096751318,1,22.0,1,1,-1.0891640487533318,-1.089164048753332
2016-04-18,air_1c95a84924d72500,0,1,0,0,0,0,0,-0.14117832912071313,-0.24973426610572944,0.0,-1.0581772919106032,-0.06260588465619432,1,16.0,1,1,-1.3934821253136818,-1.393482125313682
2016-04-19,air_1c95a84924d72500,0,0,0,0,0,1,0,-0.16412366455102168,0.11115046511793568,0.0,1.331778906103221,-0.2800892685020983,1,9.0,1,1,-1.073603778283775,-1.0736037782837753
2016-04-20,air_1c95a84924d72500,0,0,0,0,0,0,1,0.01943901889144724,0.3736120878260561,0.0,1.7832150768391652,-0.40600070125499005,1,22.0,1,1,-0.9386630720805688,-0.9386630720805689
2016-04-21,air_1c95a84924d72500,0,0,0,0,1,0,0,0.0768023574672188,0.06740686133324914,0.0,-1.3237279805788058,0.2578959441693484,1,3.0,1,1,-1.0460544469606252,-1.0460544469606254
2016-04-22,air_1c95a84924d72500,1,0,0,0,0,0,0,0.4554003920673111,0.472035196341601,0.0,0.6679021844327142,0.5211653035617584,1,14.0,1,1,-0.542258804708579,-0.5422588047085792
2016-04-23,air_1c95a84924d72500,0,0,1,0,0,0,0,0.43245505663700234,0.5485865029648026,0.0,0.29613122029723044,0.360914389148987,1,24.0,1,1,-0.4440505402695726,-0.44405054026957275
2016-04-24,air_1c95a84924d72500,0,0,0,1,0,0,0,0.1800563669036076,0.26425307836433937,0.0,0.08369066936266832,0.18921698084958913,1,13.0,1,1,-1.0674817046564085,-1.0674817046564085
2016-04-25,air_1c95a84924d72500,0,1,0,0,0,0,0,0.37509171806123076,0.5157788001262875,0.0,0.40235149576451157,0.2578959441693484,1,9.0,1,1,-1.255225295895652,-1.255225295895652
2016-04-26,air_1c95a84924d72500,0,0,0,0,0,1,0,0.5586544015036997,0.8657276304037814,0.0,1.7035498702387049,0.31512841360248106,1,10.0,1,1,-0.9759056866470491,-0.9759056866470492
2016-04-27,air_1c95a84924d72500,0,0,0,0,0,0,1,0.28331037633999645,0.0017914556562189364,0.0,-1.3237279805788058,0.38380737692224015,1,21.0,1,1,-0.9562640337592478,-0.956264033759248
2016-04-28,air_1c95a84924d72500,0,0,0,0,1,0,0,0.06532968975206452,0.034599158494734036,0.0,-1.3237279805788058,-0.11983835408932694,1,2.0,1,1,-0.711891261466863,-0.7118912614668631
2016-04-29,air_1c95a84924d72500,1,0,0,0,0,0,0,-0.48535836057534243,-0.5121958888138497,1.0,-0.18186001930553436,-0.4288936890282431,1,13.0,1,1,-0.5371570766857735,-0.5371570766857736
2016-04-30,air_1c95a84924d72500,0,0,1,0,0,0,0,-0.02645165196917004,0.16582996984879406,0.0,1.9691005589069075,-0.39455420736836355,1,36.0,1,1,-0.5817971968853219,-0.581797196885322
2016-05-01,air_1c95a84924d72500,0,0,0,1,0,0,0,0.4783457274976196,0.5704583048571459,0.0,1.013118079701378,0.2922354258292279,1,13.0,1,1,-0.8651981885521691,-0.8651981885521692
2016-05-02,air_1c95a84924d72500,0,1,0,0,0,0,0,0.8339984266674033,1.084445649327215,0.0,1.7566600079723451,0.6127372546547706,1,17.0,1,1,-1.0062609683827421,-1.0062609683827421
2016-05-03,air_1c95a84924d72500,0,0,0,0,0,1,0,0.6045450723643172,0.46109929539542915,1.0,-1.244062773978345,0.6127372546547706,1,29.0,1,1,-0.717503162291949,-0.7175031622919492
2016-05-04,air_1c95a84924d72500,0,0,0,0,0,0,1,0.3980370534915395,0.41735569161074265,1.0,1.9956556277737276,0.24644945028272175,1,19.0,1,1,-0.7748976025485113,-0.7748976025485114
2016-05-05,air_1c95a84924d72500,0,0,0,0,1,0,0,0.4783457274976196,0.5595224039109745,1.0,1.650439732505064,0.4982723157885054,1,8.0,1,1,-0.9692734402174019,-0.9692734402174021
2016-05-06,air_1c95a84924d72500,1,0,0,0,0,0,0,0.2947830440551507,0.4064197906645708,0.0,-1.2971729117119857,0.30368191971585434,1,10.0,1,1,-1.1256414041163914,-1.1256414041163916
2016-05-07,air_1c95a84924d72500,0,0,1,0,0,0,0,0.3292010472006135,0.340804384987541,0.0,-1.1643975673778844,0.360914389148987,1,26.0,1,1,-0.6930148677824824,-0.6930148677824827
2016-05-08,air_1c95a84924d72500,0,0,0,1,0,0,0,0.4209823889218481,0.5704583048571459,0.0,1.6769948013718845,0.15487749918970967,1,22.0,1,1,-1.038401854926417,-1.0384018549264171
2016-05-09,air_1c95a84924d72500,0,1,0,0,0,0,0,0.20300170233391615,0.012727356602390766,0.0,-1.3237279805788058,0.338021401375734,1,9.0,1,1,-1.4725589096671676,-1.4725589096671676
2016-05-10,air_1c95a84924d72500,0,0,0,0,0,1,0,0.6848537463703973,0.42829159255691446,0.0,-1.3237279805788058,0.6585232302012768,1,15.0,1,1,-1.3077730945305488,-1.307773094530549
2016-05-11,air_1c95a84924d72500,0,0,0,0,0,0,1,0.31772837948545923,0.42829159255691446,0.0,-1.3237279805788058,0.15487749918970967,1,13.0,1,1,-1.1149277752684998,-1.1149277752685
2016-05-12,air_1c95a84924d72500,0,0,0,0,1,0,0,0.3980370534915395,0.7016891162112063,0.0,1.9691005589069075,0.006073078663564781,1,2.0,1,1,-0.9927413891223074,-0.9927413891223076
2016-05-13,air_1c95a84924d72500,1,0,0,0,0,0,0,0.6274904077946257,0.7235609181035496,0.0,1.7566600079723451,0.47537932801525223,1,15.0,1,1,-0.6305186995031148,-0.6305186995031149
2016-05-14,air_1c95a84924d72500,0,0,1,0,0,0,0,0.6733810786552428,0.8219840266190945,0.0,1.650439732505064,0.5097188096751318,1,23.0,1,1,-0.467518489174478,-0.4675184891744782
