visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-08-16,air_fee8dcf4d619598e,0,0,0,0,0,1,0,1.3038123229370862,1.315270088237908,0.0,1.2495466716803019,1.3704078731908755,1,31.0,1,1,-1.304110026617246,-1.3041100266172456
2016-08-17,air_fee8dcf4d619598e,0,0,0,0,0,0,1,1.2822305876486297,1.1665626209605882,0.0,-0.7945577898904196,1.3492073959057398,1,22.0,1,1,-0.7881601180575487,-0.7881601180575482
2016-08-18,air_fee8dcf4d619598e,0,0,0,0,1,0,0,1.411720999379368,1.4958434413603667,0.0,1.0398949320320225,1.2644054867651964,1,28.0,1,1,-0.5052075444054456,-0.505207544405445
2016-08-19,air_fee8dcf4d619598e,1,0,0,0,0,0,0,1.4225118670235963,1.5701971749990267,0.0,0.9874819971199531,1.4340093050462828,1,33.0,1,1,0.8607440982115803,0.8607440982115809
2016-08-20,air_fee8dcf4d619598e,0,0,1,0,0,0,0,1.4440936023120527,1.591441098895786,0.0,1.3281660740484063,1.3386071572631717,1,37.0,1,1,0.7402413849042156,0.7402413849042163
2016-08-21,air_fee8dcf4d619598e,0,0,0,1,0,0,0,1.5412114111101067,1.6870387564312064,0.0,1.6164372160647904,1.4658100209739866,1,11.0,1,1,-0.7755759739463365,-0.775575973946336
2016-08-23,air_fee8dcf4d619598e,0,0,0,0,0,1,0,1.4009301317351401,1.4852214794119867,0.0,0.5157655829113249,1.412808827761147,1,10.0,1,1,-0.5715603042645641,-0.5715603042645636
2016-08-24,air_fee8dcf4d619598e,0,0,0,0,0,0,1,1.3469757935139992,1.5383312891538863,0.0,0.6205914527354645,1.3492073959057398,1,15.0,1,1,-0.37669673939094594,-0.3766967393909454
2016-08-25,air_fee8dcf4d619598e,0,0,0,0,1,0,0,1.2930214552928583,1.3471359740830475,0.0,1.3805790089604764,1.3704078731908755,1,9.0,1,1,-0.24399121967270893,-0.24399121967270837
2016-08-26,air_fee8dcf4d619598e,1,0,0,0,0,0,0,1.2714397200044019,1.2834042023927676,0.0,1.0136884645759878,1.0948016684841095,1,38.0,1,1,1.1661955961837294,1.16619559618373
2016-08-27,air_fee8dcf4d619598e,0,0,1,0,0,0,0,1.0448314994756096,1.1134528112186888,0.0,-0.4014607780498963,1.0948016684841095,1,28.0,1,1,1.230641667541149,1.2306416675411496
2016-08-28,air_fee8dcf4d619598e,0,0,0,1,0,0,0,1.0448314994756096,0.9966112297865091,0.0,-0.5324931153300706,1.0205999979861342,1,28.0,1,1,-0.21195885284416896,-0.21195885284416838
2016-08-29,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.7534780730814485,0.6567084474383507,0.0,-1.4759259437473267,0.7237933159942327,1,22.0,1,1,-1.40974056961136,-1.4097405696113594
2016-08-30,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.7534780730814485,0.6779523713351105,0.0,0.935069062207883,0.6919926000665289,1,14.0,1,1,-0.5986352809886871,-0.5986352809886867
2016-08-31,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.9800862936102404,0.8797696483543298,0.0,1.7212630858889297,0.9569985661307266,1,31.0,1,1,-0.1589529124969421,-0.15895291249694155
2016-09-01,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.9908771612544687,1.049721039528409,0.0,1.2757531391363368,0.8933971342753194,1,13.0,1,1,-0.5616455240557303,-0.5616455240557298
2016-09-02,air_fee8dcf4d619598e,1,0,0,0,0,0,0,1.066413234764066,1.1346967351154484,0.0,1.5902307486087552,0.9675988047732947,1,31.0,1,1,0.6704565857420393,0.6704565857420399
2016-09-03,air_fee8dcf4d619598e,0,0,1,0,0,0,0,1.217485381783261,1.3577579360314276,0.0,-0.4014607780498963,1.179603577624653,1,28.0,1,1,1.2661060736727467,1.2661060736727474
2016-09-04,air_fee8dcf4d619598e,0,0,0,1,0,0,0,1.1851127788505762,1.2621602784960082,0.0,0.3323203107190808,1.1478028616969491,1,35.0,1,1,-0.7069351878851794,-0.706935187885179
2016-09-05,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.9800862936102404,0.8585257244575696,0.0,-1.2400677366430126,1.1054019071266776,1,22.0,1,1,-1.316694170728458,-1.3166941707284576
2016-09-06,air_fee8dcf4d619598e,0,0,0,0,0,1,0,1.0879949700525222,1.2515383165476281,0.0,0.3323203107190808,1.1054019071266776,1,33.0,1,1,-0.5986352809886871,-0.5986352809886867
2016-09-07,air_fee8dcf4d619598e,0,0,0,0,0,0,1,1.1851127788505762,1.2940261643411477,0.0,0.751623790015639,1.1584031003395172,1,23.0,1,1,-0.49986881660068894,-0.4998688166006884
2016-09-08,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.9477136906775561,0.7629280669221502,0.0,-1.2924806715550825,1.0205999979861342,1,29.0,1,1,-0.3492404249664831,-0.34924042496648255
2016-09-09,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.8505958818795022,0.8479037625091899,0.0,0.3061138432630458,0.9039973729178871,1,32.0,1,1,0.9945936310308365,0.9945936310308372
2016-09-10,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.8829684848121868,0.8691476864059497,0.0,1.4854048787846161,0.7449937932793684,1,37.0,1,1,1.5139755788935918,1.5139755788935925
2016-09-11,air_fee8dcf4d619598e,0,0,0,1,0,0,0,1.001668028898697,1.017855153683269,0.0,0.6205914527354645,0.946398327488159,1,37.0,1,1,-0.2584820522856199,-0.2584820522856193
2016-09-12,air_fee8dcf4d619598e,0,1,0,0,0,0,0,1.0772041024082943,1.0709649634251686,0.0,-0.9517965946266289,0.9675988047732947,1,32.0,1,1,-1.2949579218090919,-1.2949579218090912
2016-09-13,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.8937593524564151,0.7629280669221502,0.0,-1.449719476291292,0.9569985661307266,1,22.0,1,1,-0.7664238691381823,-0.7664238691381817
2016-09-14,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.8613867495237305,0.6567084474383507,0.0,-1.0828289319068034,0.9993995207009985,1,18.0,1,1,-0.3633499198790543,-0.36334991987905374
2016-09-15,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.8505958818795022,0.7310621810770103,0.0,-1.213861269186978,0.8827968956327513,1,14.0,1,1,-0.03196745828380151,-0.031967458283800924
2016-09-16,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.9261319553890994,0.9328794580962296,0.0,-0.32284137568179144,0.9357980888455909,1,34.0,1,1,0.925190169569,0.9251901695690007
2016-09-17,air_fee8dcf4d619598e,0,0,1,0,0,0,0,1.0556223671198381,0.9222574961478495,0.0,-0.6111125176981754,1.190203816267221,1,43.0,1,1,1.396904904889285,1.3969049048892856
2016-09-18,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.8290141465910459,0.6354645235415909,0.0,-1.4759259437473267,0.9675988047732947,1,36.0,1,1,0.19492847341835662,0.1949284734183572
2016-09-19,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.7318963377929922,0.5611107899029313,1.0,-1.4759259437473267,0.7449937932793684,1,33.0,1,1,-1.2980086234118098,-1.2980086234118093
2016-09-20,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.5160789849084284,0.3061837031418122,0.0,-1.4759259437473267,0.6919926000665289,1,14.0,1,1,-1.791840945351801,-1.7918409453518007
2016-09-21,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.5700333231295694,0.5080009801610315,0.0,-1.4235130088352568,0.6283911682111216,1,30.0,1,1,0.40695223480726406,0.40695223480726467
2016-09-22,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.6455693966391667,0.5398668660061711,1.0,-1.2924806715550825,0.797994986492208,1,30.0,1,1,-0.27259154719819106,-0.2725915471981905
2016-09-23,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.6347785289949384,0.5292449040577913,0.0,-1.2662742040990476,0.7555940319219364,1,25.0,1,1,0.21857141083942183,0.21857141083942244
2016-09-24,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.6239876613507104,0.45489117041913174,0.0,-0.4276672455059311,0.6495916454962574,1,27.0,1,1,1.1658142584833895,1.1658142584833902
2016-09-25,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.8721776171679585,0.8372818005608098,0.0,-0.7683513224343846,0.8827968956327513,1,25.0,1,1,-0.3576298543739579,-0.35762985437395733
2016-09-26,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.9045502201006431,0.9541233819929894,0.0,-0.29663490822575667,0.8509961797050475,1,35.0,1,1,-1.0619605869014974,-1.061960586901497
2016-09-27,air_fee8dcf4d619598e,0,0,0,0,0,1,0,1.0556223671198381,1.049721039528409,0.0,-0.191809038401617,0.9781990434158627,1,27.0,1,1,-0.42550796503443544,-0.4255079650344349
2016-09-28,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.9261319553890994,0.9116355341994694,0.0,-1.2662742040990476,1.0099997593435661,1,29.0,1,1,-0.30805595332978886,-0.3080559533297883
2016-09-29,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.6347785289949384,0.5186229421094112,0.0,-1.4759259437473267,0.6601918841388255,1,13.0,1,1,-0.18412120071936636,-0.1841212007193658
2016-09-30,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.5700333231295694,0.5823547137996911,0.0,-0.5062866478740358,0.4799878272151706,1,23.0,1,1,1.2355990576455658,1.2355990576455667
2016-10-01,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.7103146025045356,0.571732751851311,0.0,-1.3711000739231871,0.7661942705645045,1,35.0,1,1,1.270300788376484,1.270300788376485
2016-10-02,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.9369228230333277,0.8691476864059497,0.0,-0.060776701121442546,0.9675988047732947,1,15.0,1,1,-0.4148305094249221,-0.41483050942492156
2016-10-03,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.7642689407256765,0.7098182571802505,0.0,-1.4759259437473267,0.7343935546368007,1,15.0,1,1,-1.518421814208192,-1.5184218142081916
2016-10-04,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.6887328672160793,0.7204402191286305,0.0,-1.0566224644507682,0.7237933159942327,1,15.0,1,1,-0.6592679753427092,-0.6592679753427088
2016-10-05,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.7858506760141333,0.7098182571802505,0.0,-1.449719476291292,0.702592838709097,1,16.0,1,1,-0.832395291296961,-0.8323952912969604
2016-10-06,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.6563602642833947,0.7310621810770103,0.0,0.9874819971199531,0.5965904522834178,1,25.0,1,1,-0.35152845116852166,-0.3515284511685211
2016-10-07,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.5484515878411127,0.6567084474383507,0.0,0.6467979201914993,0.33158448621922,1,15.0,1,1,0.8454905901979898,0.8454905901979904
2016-10-08,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.8505958818795022,0.8266598386124301,0.0,-0.7421448549783498,0.8191954637773441,1,32.0,1,1,1.1017495248263096,1.1017495248263103
2016-10-09,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.4189611761103745,0.5292449040577913,0.0,-0.32284137568179144,0.342184724861788,1,33.0,1,1,0.3714878286756662,0.3714878286756668
2016-10-10,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.13839861736044173,0.17872015976125283,1.0,0.7254173225596041,0.22558209979354085,1,26.0,1,1,-0.7595597905320666,-0.759559790532066
2016-10-11,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.13839861736044173,0.06187857832907322,0.0,-0.6111125176981754,0.19378138386583704,1,12.0,1,1,-1.1576763496867777,-1.157676349686777
2016-10-12,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.170771220293126,0.3061837031418122,0.0,0.3061138432630458,0.09837923608272597,1,13.0,1,1,-0.4361854206439488,-0.4361854206439482
2016-10-13,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.008908205629703117,0.008768768587173459,0.0,-0.8731771922585243,0.13017995201042978,1,9.0,1,1,-0.40148368991303046,-0.4014836899130299
2016-10-14,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.04128080856238777,0.051256616380693495,0.0,-0.3490478431378265,0.05597828151245429,1,31.0,1,1,1.0048897489400102,1.0048897489400108
2016-10-15,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.213934690870039,0.4124033226256117,0.0,1.2495466716803019,-0.1772269686240399,1,39.0,1,1,1.4766044842602952,1.476604484260296
2016-10-16,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.47291551433151546,0.5080009801610315,0.0,0.0964621036147667,0.41638639535976335,1,36.0,1,1,-0.4476255516541416,-0.44762555165414103
2016-10-17,air_fee8dcf4d619598e,0,1,0,0,0,0,0,0.5160789849084284,0.4336472465223715,0.0,-0.4276672455059311,0.46938758857260293,1,15.0,1,1,-1.3819029174865574,-1.381902917486557
2016-10-18,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.5808241907737973,0.614220599644831,0.0,-0.1656025709455822,0.5859902136408497,1,26.0,1,1,-0.5688909403621858,-0.5688909403621852
2016-10-19,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.6024059260622536,0.571732751851311,0.0,-0.4014607780498963,0.5223887817854425,1,23.0,1,1,-0.43008401743851254,-0.430084017438512
2016-10-20,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.5376607201968847,0.5504888279545511,0.0,0.0964621036147667,0.4799878272151706,1,20.0,1,1,-0.2066201250394123,-0.20662012503941174
2016-10-21,air_fee8dcf4d619598e,1,0,0,0,0,0,0,0.1276077497162134,0.07250054027745333,0.0,-0.9517965946266289,0.22558209979354085,1,22.0,1,1,1.0285326863610753,1.028532686361076
2016-10-22,air_fee8dcf4d619598e,0,0,1,0,0,0,0,0.019699073273931462,-0.17180458453528566,0.0,-1.4759259437473267,0.09837923608272597,1,33.0,1,1,1.5833790403554284,1.583379040355429
2016-10-23,air_fee8dcf4d619598e,0,0,0,1,0,0,0,0.1276077497162134,-0.0443410411547263,0.0,-1.2400677366430126,0.1725809065807013,1,26.0,1,1,-0.17763845981359042,-0.17763845981358986
2016-10-24,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.055837000235665804,0.06187857832907322,0.0,1.2757531391363368,-0.08182482084092864,1,19.0,1,1,-1.213351653936383,-1.2133516539363822
2016-10-25,air_fee8dcf4d619598e,0,0,0,0,0,1,0,0.04128080856238777,-0.0443410411547263,0.0,-1.2400677366430126,-0.1348260140537682,1,23.0,1,1,-0.5315198457288891,-0.5315198457288886
2016-10-26,air_fee8dcf4d619598e,0,0,0,0,0,0,1,0.4189611761103745,0.47613509431589157,0.0,-0.8207642573464544,0.45878734993003484,1,14.0,1,1,-0.13454729967519735,-0.1345472996751968
2016-10-27,air_fee8dcf4d619598e,0,0,0,0,1,0,0,0.10602601442775707,0.12561035001935308,0.0,0.5419720503673598,0.07717875879759004,1,32.0,1,1,-0.12081914246296595,-0.12081914246296538
2016-10-28,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.023464397302981152,-0.19304850843204546,0.0,-1.4759259437473267,0.013577326942182605,1,34.0,1,1,0.9293848842727374,0.929384884272738
2016-10-29,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.0990004708125788,-0.19304850843204546,0.0,-0.008363766209372951,-0.1772269686240399,1,44.0,1,1,1.7671838119191934,1.7671838119191943
2016-10-30,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.3363995589855989,-0.34175597570936467,0.0,0.6467979201914993,-0.4104322187605339,1,32.0,1,1,-0.09336282803850311,-0.09336282803850254
2016-10-31,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.2177000148990887,-0.299268127915845,0.0,-0.899383659714559,-0.283229355049719,1,9.0,1,1,-1.0413683510831504,-1.0413683510831497
2016-11-01,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.3256086913413706,-0.2249143942771854,0.0,0.27990737580701097,-0.2938295936922869,1,13.0,1,1,-0.7538397250269702,-0.7538397250269696
2016-11-02,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.40114476485096806,-0.38424382350288466,0.0,1.2495466716803019,-0.38923174147539813,1,25.0,1,1,0.41457898881405925,0.41457898881405986
2016-11-03,air_fee8dcf4d619598e,0,0,0,0,1,0,0,-0.3903538972067399,-0.4161097093480246,1.0,0.7254173225596041,-0.38923174147539813,1,26.0,1,1,-0.05599173340520649,-0.055991733405205905
2016-11-04,air_fee8dcf4d619598e,1,0,0,0,0,0,0,-0.3687721619182834,-0.26740224207070507,0.0,1.0136884645759878,-0.4740336506159413,1,20.0,1,1,0.07442576011099196,0.07442576011099256
2016-11-05,air_fee8dcf4d619598e,0,0,1,0,0,0,0,-0.282445220764458,-0.17180458453528566,0.0,1.1447208018561623,-0.399831980117966,1,36.0,1,1,1.2893676733934722,1.289367673393473
2016-11-06,air_fee8dcf4d619598e,0,0,0,1,0,0,0,-0.4119356324951962,-0.36299989960612483,0.0,-1.135241866818873,-0.46343341197337345,1,34.0,1,1,-0.5021568428027275,-0.502156842802727
2016-11-07,air_fee8dcf4d619598e,0,1,0,0,0,0,0,-0.4335173677836525,-0.36299989960612483,0.0,1.0398949320320225,-0.5694357983990526,1,12.0,1,1,-1.2846618038999182,-1.2846618038999178
2016-11-08,air_fee8dcf4d619598e,0,0,0,0,0,1,0,-0.3687721619182834,-0.511707366883444,0.0,-1.4759259437473267,-0.2514286391220152,1,13.0,1,1,-1.1020010454371725,-1.1020010454371718
2016-11-09,air_fee8dcf4d619598e,0,0,0,0,0,0,1,-0.8327794706200957,-0.8516101492316024,0.0,-0.08698316857747758,-0.8450420031058182,1,8.0,1,1,-0.7915921573606065,-0.791592157360606
