visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,total_area_visitors,total_genre_visitors
2016-07-21,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.6631480995590066,0.4444602544462199,0.0,-1.363390465817884,0.9279757301383194,1,10.0,1,1,-0.1878733689336964,-0.18787336893369627
2016-07-22,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.6165794214738002,0.25800178016873604,0.0,-1.363390465817884,0.872437239914064,1,26.0,1,1,1.0298928997487522,1.0298928997487522
2016-07-23,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.7330011166868156,0.7707625844318166,0.0,-0.9910626479963602,0.8057910516449577,1,24.0,1,1,1.3544509030681653,1.3544509030681655
2016-07-24,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.9076336595063387,0.9921820226363283,0.0,0.5780331556800613,0.716929467286149,1,5.0,1,1,-0.4800910729899653,-0.4800910729899652
2016-07-25,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.000771015676751,0.863991821570558,0.0,-1.1506317127770134,0.9501911262280218,1,5.0,1,1,-1.1411421900711427,-1.1411421900711425
2016-07-26,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,0.8959914899850374,0.8057235483588444,0.0,-1.3367956216877752,0.9835142203625747,1,14.0,1,1,-0.3900002393283488,-0.39000023932834865
2016-07-27,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.9774866766341481,0.7940698937165019,0.0,-1.2836059334275576,1.0945912008110854,1,10.0,1,1,-0.18094330480587975,-0.1809433048058796
2016-07-28,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.2103300670601789,1.236908770125526,0.0,0.019541428947775743,1.1945604832147454,1,1.0,1,1,0.050443836350665155,0.05044383635066529
2016-07-29,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.2918252537092896,1.388406280475981,0.0,1.6950166091446326,1.150129691035341,1,19.0,1,1,1.2832252439767164,1.2832252439767167
2016-07-30,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.2918252537092896,1.4466745536876946,0.0,1.508852700233871,1.0612681066765326,1,24.0,1,1,1.4048863697761644,1.4048863697761644
2016-08-01,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.3151095927518928,1.2835233886948965,0.0,-0.858088427345816,1.3389605577978094,1,4.0,1,1,-1.197352710218989,-1.1973527102189887
2016-08-02,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.1404770499323695,1.038796641205699,0.0,-0.9112781156060337,1.1056988988559366,1,15.0,1,1,-0.8315993256953322,-0.831599325695332
2016-08-03,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.2452565756240837,1.3417916619066101,0.0,-0.2730018564834216,1.2056681812595962,1,9.0,1,1,-0.3676700326942729,-0.3676700326942728
2016-08-04,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.3966047794010037,1.4583282083300375,0.0,0.8971712852413675,1.316745161708107,1,1.0,1,1,-0.23638381782841297,-0.23638381782841286
2016-08-05,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.4664577965288128,1.5049428268994083,0.0,1.508852700233871,1.3389605577978094,1,11.0,1,1,0.852791260926771,0.8527912609267712
2016-08-06,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.5130264746140192,1.5981720640381507,0.0,0.9769558176316941,1.4722529343360224,1,24.0,1,1,0.6017689380747455,0.6017689380747457
2016-08-07,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,1.4548156270075114,1.528250136184094,0.0,1.615232076754306,1.3278528597529582,1,4.0,1,1,-0.6383275372417788,-0.6383275372417787
2016-08-10,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.5130264746140192,1.5748647547534649,0.0,-0.06024310344255073,1.4944683304257245,1,4.0,1,1,0.7249700781248194,0.7249700781248195
2016-08-11,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.3034674232305914,1.353445316548953,1.0,-0.06024310344255073,1.4056067460669157,1,5.0,1,1,0.4031070997440015,0.4031070997440016
2016-08-12,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.233614406102782,1.3301380072642672,0.0,0.09932596133810222,1.294529765618405,1,11.0,1,1,-0.04542205075079855,-0.04542205075079841
2016-08-13,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.2103300670601789,1.3184843526219248,1.0,0.5514383115499526,1.1945604832147454,1,19.0,1,1,0.12667454175664833,0.12667454175664847
2016-08-14,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,1.1521192194536711,1.1553331876291264,1.0,-0.35278638887374814,1.2167758793044474,1,2.0,1,1,-0.9478704016175894,-0.9478704016175892
2016-08-15,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.2219722365814807,1.2019478061984976,1.0,-1.177226556907122,1.316745161708107,1,7.0,1,1,-1.4930354463391662,-1.493035446339166
2016-08-16,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.256898745145385,1.4699818629723804,0.0,-0.8048987390855983,1.2389912753941497,1,2.0,1,1,-1.3709893169770617,-1.3709893169770615
2016-08-17,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.4664577965288128,1.6098257186804927,0.0,1.296093947193,1.1612373890801921,1,8.0,1,1,-0.8500794967028432,-0.8500794967028431
2016-08-18,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.256898745145385,1.2951770433372394,0.0,-1.0708471803866866,1.4056067460669157,1,7.0,1,1,-0.5644068532117346,-0.5644068532117344
2016-08-19,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.3383939317944962,1.376752625833638,0.0,0.4716537791596261,1.3833913499772137,1,9.0,1,1,0.8146759082237794,0.8146759082237796
2016-08-20,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.1171927108897666,1.1087185690597556,0.0,-0.9378729597361425,1.2834220675735541,1,9.0,1,1,0.6930147824243315,0.6930147824243316
2016-08-21,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,1.3733204403584003,1.5165964815417512,0.0,0.7376022204607144,1.2167758793044474,1,7.0,1,1,-0.8373743791351794,-0.8373743791351793
2016-08-22,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.1171927108897666,0.9106064401399292,0.0,-1.363390465817884,1.1834527851698942,1,4.0,1,1,-2.0674607618226353,-2.0674607618226353
2016-08-23,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.2452565756240837,1.1553331876291264,0.0,-0.9112781156060337,1.294529765618405,1,7.0,1,1,-0.6313974731139622,-0.6313974731139621
2016-08-24,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.2103300670601789,1.2485624247678684,0.0,-0.858088427345816,1.2167758793044474,1,25.0,1,1,-0.43466065259650055,-0.43466065259650044
2016-08-25,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.384962609879702,1.4233672444030097,0.0,1.801395985665068,1.2167758793044474,1,8.0,1,1,-0.30067941279204524,-0.30067941279204513
2016-08-26,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.4198891184436069,1.4350208990453517,0.0,1.3492836354532176,1.272314369528703,1,16.0,1,1,1.1230637619116204,1.1230637619116206
2016-08-27,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.9542023375915452,0.7591089297894736,0.0,-1.363390465817884,1.005729616452277,1,27.0,1,1,1.1881293640005657,1.188129364000566
2016-08-28,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.756285455729419,0.4794212183732482,0.0,-1.363390465817884,0.9724065223177238,1,1.0,1,1,-0.2683391135289009,-0.2683391135289008
2016-08-29,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.1055505413684652,1.1203722237020985,0.0,-0.6719245184350541,1.0612681066765326,1,8.0,1,1,-1.4776353038329069,-1.4776353038329066
2016-08-30,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.0473396937619575,0.8872991308552438,0.0,-1.203821401037231,1.1056988988559366,1,3.0,1,1,-0.6587327260625724,-0.6587327260625722
2016-08-31,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.2452565756240837,1.236908770125526,0.0,1.6418269208844152,1.1056988988559366,1,23.0,1,1,-0.21482361831965005,-0.21482361831964994
2016-09-01,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.2685409146666866,1.4000599351183238,0.0,1.3226887913231087,1.0501604086316814,1,20.0,1,1,-0.6213873804848937,-0.6213873804848936
2016-09-02,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.233614406102782,1.0854112597750702,0.0,-0.06024310344255073,1.1612373890801921,1,15.0,1,1,0.6225591304581956,0.6225591304581957
2016-09-03,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.2918252537092896,1.4000599351183238,0.0,0.6046279998101702,1.3389605577978094,1,18.0,1,1,1.2239346953276184,1.2239346953276184
2016-09-04,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,1.233614406102782,1.3301380072642672,0.0,-0.16662247996298618,1.272314369528703,1,14.0,1,1,-0.7680737378570128,-0.7680737378570127
2016-09-05,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.431531287964908,1.4583282083300375,0.0,1.1897145706725645,1.3611759538875117,1,4.0,1,1,-1.3836944345447255,-1.3836944345447255
2016-09-06,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.4780999660501144,1.388406280475981,0.0,1.1897145706725645,1.4833606323808732,1,3.0,1,1,-0.6587327260625724,-0.6587327260625722
2016-09-07,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.2801830841879884,1.143679532986784,0.0,-0.7517090508253808,1.4278221421566177,1,16.0,1,1,-0.5590168033345438,-0.5590168033345437
2016-09-08,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.1986878975388773,1.1553331876291264,0.0,-1.0176574921264692,1.3500682558426604,1,6.0,1,1,-0.40694039608523397,-0.4069403960852338
2016-09-09,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,1.2685409146666866,1.4000599351183238,0.0,0.04613627307788449,1.1168065969007879,1,8.0,1,1,0.9498121587162042,0.9498121587162043
2016-09-10,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.2219722365814807,1.2485624247678684,0.0,-0.2730018564834216,1.1945604832147454,1,34.0,1,1,1.474187011054331,1.474187011054331
2016-09-11,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.826138472857228,0.5376894915849618,0.0,-1.3102007775576663,0.9168680320934685,1,6.0,1,1,-0.31530954817299156,-0.3153095481729914
2016-09-12,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.000771015676751,0.8406845122858726,0.0,-1.2836059334275576,1.1056988988559366,1,4.0,1,1,-1.3617492314733062,-1.361749231473306
2016-09-13,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,0.756285455729419,0.39784563587684874,0.0,-1.363390465817884,0.9835142203625747,1,13.0,1,1,-0.8281342936314239,-0.8281342936314238
2016-09-14,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.8144963033359267,0.7124943112201029,0.0,-1.2836059334275576,0.8946526360037664,1,8.0,1,1,-0.42118552790352376,-0.4211855279035236
2016-09-15,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.9309179985489421,0.689187001935417,0.0,-1.3367956216877752,1.0723758047213834,1,9.0,1,1,-0.08661743195504198,-0.08661743195504185
2016-09-16,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.7912119642933233,0.4561139090885624,0.0,-1.363390465817884,1.0390527105868301,1,19.0,1,1,0.8797415103127246,0.8797415103127247
2016-09-17,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,1.0706240328045604,1.038796641205699,0.0,0.04613627307788449,1.005729616452277,1,18.0,1,1,1.3559909173187914,1.3559909173187914
2016-09-18,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.9891288461554498,0.7474552751471307,0.0,-1.363390465817884,1.0723758047213834,1,9.0,1,1,0.14245968782556406,0.14245968782556417
2016-09-19,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,0.6049372519524988,0.2813090894534214,1.0,-1.363390465817884,0.7391448633758511,1,3.0,1,1,-1.364829259974558,-1.364829259974558
2016-09-21,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.4652312176968804,0.31627005338044967,0.0,-1.3367956216877752,0.5614216946582341,1,12.0,1,1,0.35652166866256735,0.35652166866256746
2016-09-22,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.3837360310477693,0.048235996606566765,1.0,-1.363390465817884,0.6169601848824895,1,14.0,1,1,-0.3295546799912813,-0.3295546799912812
2016-09-23,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.5467264043459912,0.18807985231467989,0.0,-1.363390465817884,0.7613602594655532,1,10.0,1,1,0.16632990871026584,0.16632990871026598
2016-09-24,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.6631480995590066,0.39784563587684874,0.0,-1.363390465817884,0.9168680320934685,1,21.0,1,1,1.122678758348964,1.1226787583489641
2016-09-25,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.8727071509424343,0.9222600947822717,0.0,-0.45916576539418347,0.8613295418692131,1,15.0,1,1,-0.4154104744636765,-0.4154104744636764
2016-09-26,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,1.0822662023258618,1.1203722237020985,0.0,-0.53895029778451,1.0390527105868301,1,1.0,1,1,-1.1265120546901963,-1.1265120546901963
2016-09-27,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.1055505413684652,1.0854112597750702,0.0,-0.7517090508253808,1.1390219929904901,1,2.0,1,1,-0.4839411086165301,-0.48394110861652995
2016-09-28,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,1.2103300670601789,1.1786404969138122,0.0,-0.8048987390855983,1.272314369528703,1,3.0,1,1,-0.365360011318334,-0.3653600113183339
2016-09-29,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.9891288461554498,0.863991821570558,0.0,-1.177226556907122,1.016837314497128,1,2.0,1,1,-0.2402338534549778,-0.24023385345497766
2016-09-30,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.6165794214738002,0.49107487301559066,0.0,-0.7251142066952718,0.6947140711964469,1,5.0,1,1,1.1931344103151,1.1931344103151
2016-10-01,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.418662539611674,0.1531188883876516,0.0,-1.363390465817884,0.5614216946582341,1,24.0,1,1,1.2281697345168396,1.2281697345168399
2016-10-02,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.8144963033359267,0.8290308576435301,0.0,1.0567403500220203,0.6724986751067449,1,2.0,1,1,-0.4731610088621486,-0.4731610088621485
2016-10-03,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,0.7679276252507202,0.70084065657776,0.0,-1.363390465817884,0.839114145779511,1,3.0,1,1,-1.5873613191900038,-1.5873613191900038
2016-10-04,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,1.024055354719354,1.3417916619066101,0.0,0.28548987024886413,0.7946833536001064,1,8.0,1,1,-0.7199482925249527,-0.7199482925249526
2016-10-06,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,1.1521192194536711,1.260216079410211,0.0,0.8439815969811499,0.9835142203625747,1,12.0,1,1,-0.40925041746117286,-0.4092504174611727
2016-10-07,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.6165794214738002,0.5143821823002761,0.0,0.1791104937284287,0.716929467286149,1,10.0,1,1,0.7992757657175201,0.7992757657175203
2016-10-08,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.5932950824311971,0.5609968008696472,0.0,-1.3102007775576663,0.6280678829273403,1,31.0,1,1,1.0579981598226753,1.0579981598226753
2016-10-09,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.7213589471655143,0.607611419439018,0.0,-1.363390465817884,0.6724986751067449,1,23.0,1,1,0.32071633733551463,0.32071633733551475
2016-10-11,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,0.17417697966434187,-0.044993240532174766,0.0,-1.3102007775576663,0.40591392203031873,1,1.0,1,1,-1.223147948916973,-1.223147948916973
2016-10-12,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.20910348822824618,0.31627005338044967,0.0,0.8173867528510407,0.1282214709090418,1,11.0,1,1,-0.49472120837091155,-0.49472120837091144
2016-10-13,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.04611311493002475,-0.26641267873668695,0.0,-1.363390465817884,0.3059446396266592,1,8.0,1,1,-0.45968588416917183,-0.45968588416917167
2016-10-14,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,-0.05866641076168917,-0.11491516838623132,0.0,-0.2995967006135304,0.006036792415679985,1,14.0,1,1,0.9602072549079291,0.9602072549079292
2016-10-15,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.06939745397262775,0.25800178016873604,0.0,1.508852700233871,-0.08282479194312851,1,18.0,1,1,1.4364566619139958,1.4364566619139958
2016-10-16,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.15089264062173846,0.2813090894534214,0.0,0.019541428947775743,0.017144490460531025,1,10.0,1,1,-0.506271315250606,-0.5062713152506059
2016-10-17,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,0.16253481014304016,-0.11491516838623132,0.0,-1.363390465817884,0.35037543180606334,1,5.0,1,1,-1.4495300437589838,-1.4495300437589835
2016-10-18,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,0.5583685738672924,0.6775333472930746,0.0,0.20570533785853767,0.4614524122545741,1,2.0,1,1,-0.6287024481753668,-0.6287024481753667
2016-10-19,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.5467264043459912,0.39784563587684874,0.0,-0.858088427345816,0.6502832790170424,1,9.0,1,1,-0.4885611513684079,-0.4885611513684077
2016-10-20,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.6747902690803078,0.8406845122858726,0.0,1.296093947193,0.49477550638912743,1,9.0,1,1,-0.26294906365171017,-0.26294906365171
2016-10-21,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,0.24402999679215087,0.10650426981828043,0.0,-0.06024310344255073,0.31705233767151025,1,6.0,1,1,0.9840774757926309,0.984077475792631
2016-10-22,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,0.06939745397262775,-0.25475902409434403,0.0,-1.3367956216877752,0.23929845135755257,1,13.0,1,1,1.5442576594578103,1.5442576594578106
2016-10-23,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,0.23238782727084958,0.21138716159936527,0.0,-0.08683794757265971,0.23929845135755257,1,11.0,1,1,-0.23368879288981761,-0.23368879288981748
2016-10-24,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,-0.1401615974107999,-0.16152978695560208,0.0,1.2429042589327826,-0.07171709389827748,1,6.0,1,1,-1.2793584690648192,-1.2793584690648192
2016-10-25,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,-0.2449411231025138,-0.38294922516011426,0.0,-0.7251142066952718,-0.282763356750448,1,7.0,1,1,-0.5909720990350318,-0.5909720990350316
2016-10-26,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,0.348809522483865,0.607611419439018,0.0,1.1897145706725645,0.006036792415679985,1,8.0,1,1,-0.1901833903096353,-0.19018339030963516
2016-10-27,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,0.3371673529625633,0.3279237080227926,0.0,0.6578176880703878,0.07268298068478642,1,10.0,1,1,-0.17632326205400198,-0.17632326205400187
2016-10-28,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,-0.45450017448594165,-0.6626369365763397,0.0,-1.363390465817884,-0.27165565870559694,1,12.0,1,1,0.8839765495019459,0.883976549501946
2016-10-29,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,-0.07030858028299067,0.03658234196422428,0.0,-1.363390465817884,-0.10504018803283079,1,25.0,1,1,1.729829376658234,1.7298293766582342
2016-10-30,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,-0.48942668304984616,-0.8141344469267953,0.0,-1.363390465817884,-0.3271941489298523,1,6.0,1,1,-0.14860300554273537,-0.14860300554273526
2016-10-31,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,-0.2100146145386091,-0.16152978695560208,0.0,-0.32619154474363926,-0.3049787528401501,1,5.0,1,1,-1.1057218623067464,-1.1057218623067464
2016-11-01,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,-0.31479414023032304,-0.4761784622988562,0.0,-0.48576060952429234,-0.09393248998797975,1,4.0,1,1,-0.81542917606376,-0.8154291760637599
2016-11-02,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,-0.6058483782628615,-0.9656319572772509,0.0,-1.363390465817884,-0.4382711293783631,1,14.0,1,1,0.36422173991569695,0.36422173991569706
2016-11-03,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,-0.3730049878368307,-0.12656882302857422,1.0,1.1631197265424558,-0.4604865254680652,1,12.0,1,1,-0.11087265640240027,-0.11087265640240013
2016-11-04,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,-0.2449411231025138,-0.19649075088263038,0.0,1.0833351941521292,-0.44937882742321417,1,4.0,1,1,0.02079856202611614,0.020798562026116275
2016-11-05,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,-0.1750881059747046,-0.11491516838623132,0.0,0.4450589350295171,-0.14947098021223515,1,14.0,1,1,1.2474199126496637,1.247419912649664
2016-11-06,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,-0.15180376693210137,0.03658234196422428,0.0,1.1631197265424558,-0.293871054795299,1,3.0,1,1,-0.5613268247104827,-0.5613268247104826
2016-11-07,air_3bd49f98ab7f36ab,0,1,0,0,0,0,0,-0.59420620874156,-0.7092515551457106,0.0,0.8705764411112586,-0.4827019215577675,1,1.0,1,1,-1.3513541352815812,-1.351354135281581
2016-11-08,air_3bd49f98ab7f36ab,0,0,0,0,0,1,0,-0.722270073475877,-0.8024807922844526,0.0,-0.884683271475925,-0.71596358049964,1,12.0,1,1,-1.166937428769127,-1.1669374287691268
2016-11-09,air_3bd49f98ab7f36ab,0,0,0,0,0,0,1,-0.6640592258693693,-0.6859442458610252,0.0,0.2323001819886464,-0.5160250156923206,1,4.0,1,1,-0.8535445287667516,-0.8535445287667515
2016-11-10,air_3bd49f98ab7f36ab,0,0,0,0,1,0,0,-0.7571965820397817,-0.872402720138509,0.0,-1.2304162451673397,-0.5493481098268739,1,9.0,1,1,-0.5844270384698715,-0.5844270384698714
2016-11-11,air_3bd49f98ab7f36ab,1,0,0,0,0,0,0,-0.8270495991675909,-0.9772856119195936,0.0,-1.363390465817884,-0.7603943726790443,1,6.0,1,1,0.3792368788592997,0.37923687885929985
2016-11-12,air_3bd49f98ab7f36ab,0,0,1,0,0,0,0,-0.29150980118772,-0.19649075088263038,0.0,0.3120847143789729,-0.282763356750448,1,25.0,1,1,1.7933549644965534,1.7933549644965536
2016-11-13,air_3bd49f98ab7f36ab,0,0,0,1,0,0,0,-0.29150980118772,-0.21979806016731576,0.0,0.6578176880703878,-0.3827326391541077,1,2.0,1,1,-0.4231105457168061,-0.423110545716806
