visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,total_area_visitors,total_genre_visitors
2016-01-21,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.2141968789689497,-1.258550978326837,0.0,0.5172863445505281,-1.2384684301357993,1,4.0,1,1,-1.0088757013712542,-1.008875701371254
2016-01-22,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-1.1641379108498675,-1.1589712440334226,0.0,0.6915637010516981,-0.9989040381678367,1,7.0,1,1,-0.7003668320827342,-0.7003668320827341
2016-01-23,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-1.4019180094155084,-1.6444224487138175,0.0,-1.2752807508900792,-1.0468169165614292,1,5.0,1,1,-0.6271182299763091,-0.627118229976309
2016-01-24,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-1.477006461594132,-1.2958933786868676,0.0,0.9156345879817741,-1.501989261300558,1,9.0,1,1,-1.3242516271072513,-1.324251627107251
2016-01-25,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-1.5270654297132142,-1.3954731129802818,0.0,1.0650151792684912,-1.6696843356781321,1,12.0,1,1,-1.3489221632333737,-1.3489221632333734
2016-01-26,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.414432751445279,-1.2461035115401602,0.0,0.8160475271239624,-1.5139674808989565,1,6.0,1,1,-1.1762284103505172,-1.176228410350517
2016-01-27,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.1015642007010147,-0.7730997736464421,0.0,1.0152216488395858,-1.4900110417021601,1,2.0,1,1,-1.024644497658054,-1.0246444976580538
2016-01-28,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.9138430702544558,-0.6984149729263814,0.0,1.0152216488395858,-1.1067080145534198,1,7.0,1,1,-1.030239876985628,-1.0302398769856278
2016-01-29,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-1.2141968789689497,-1.4701579137003424,0.0,-1.325074281318985,-1.0468169165614292,1,4.0,1,1,-0.8873033687085068,-0.8873033687085066
2016-01-30,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-1.477006461594132,-1.8186869837272928,0.0,-1.325074281318985,-1.1785773321438087,1,3.0,1,1,-0.585915891291445,-0.5859158912914448
2016-01-31,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-1.1265936847605558,-1.0469440429533317,0.0,-0.055339255381888296,-1.2025337713406048,1,12.0,1,1,-1.140621450993227,-1.1406214509932269
2016-02-01,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-1.3018000731773436,-1.6070800483537873,0.0,-1.325074281318985,-1.0468169165614292,1,10.0,1,1,-1.39495687497387,-1.3949568749738699
2016-02-02,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.1391084267903262,-1.1091813768867156,0.0,0.7911507619095097,-1.0468169165614292,1,10.0,1,1,-1.246933658217136,-1.2469336582171355
2016-02-03,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.264255847088032,-1.2958933786868676,0.0,0.4425960489071693,-1.1785773321438087,1,8.0,1,1,-1.172159043566827,-1.1721590435668265
2016-02-04,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.2517411050582614,-1.258550978326837,0.0,0.1438348663337349,-1.2264902105374011,1,9.0,1,1,-1.1345174008176917,-1.1345174008176915
2016-02-05,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.9513872963437675,-0.7855472404331189,0.0,0.9156345879817741,-1.2863813085293918,1,8.0,1,1,-0.7606443275661466,-0.7606443275661464
2016-02-06,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-1.051505232581932,-1.2087611111801297,0.0,-1.0761066291744563,-0.8312089637902628,1,10.0,1,1,-0.5375921607351227,-0.5375921607351226
2016-02-07,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-1.264255847088032,-1.2709984451135137,0.0,0.8907378227673213,-1.1785773321438087,1,11.0,1,1,-1.1479971782886658,-1.1479971782886655
2016-02-08,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-1.3393442992666555,-1.2834459119001906,0.0,0.04424780547592331,-1.2025337713406048,1,9.0,1,1,-1.3435811193297802,-1.34358111932978
2016-02-09,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.0640199746117027,-0.6112827054196439,0.0,0.8160475271239624,-1.2863813085293918,1,7.0,1,1,-1.12586999640235,-1.1258699964023495
2016-02-10,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.1391084267903262,-1.0967339101000386,0.0,1.13970547491185,-1.1665991125454105,1,8.0,1,1,-0.8021010016749914,-0.8021010016749912
2016-02-11,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.1391084267903262,-1.0096016425933012,1.0,1.13970547491185,-1.1546208929470125,1,5.0,1,1,-0.8753496037814166,-0.8753496037814164
2016-02-12,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.9889315224330792,-0.959811775446594,0.0,-0.727551916172116,-1.1785773321438087,1,7.0,1,1,-0.8191414750816944,-0.8191414750816943
2016-02-13,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.13792906440867989,0.2724874364344084,0.0,-0.17982308145415268,-0.36405839945273555,1,8.0,1,1,-0.6294072487921348,-0.6294072487921347
2016-02-14,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.4252343269309962,0.4218570378745298,0.0,-0.2296166118830583,0.45046053323833735,1,7.0,1,1,-1.1655463225433302,-1.16554632254333
2016-02-15,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.8762988441651441,-0.5117029711262295,0.0,-1.2254872204611735,-0.9749475989710402,1,12.0,1,1,-1.3471418152655092,-1.347141815265509
2016-02-16,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.1891673949094086,-1.196313644393453,0.0,1.0152216488395858,-1.2145119909390032,1,9.0,1,1,-1.1866561627337235,-1.1866561627337233
2016-02-17,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.114078942730785,-0.7730997736464421,0.0,0.7911507619095097,-1.2025337713406048,1,3.0,1,1,-1.0177774412105767,-1.0177774412105765
2016-02-18,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.114078942730785,-1.1091813768867156,0.0,0.3679057532638107,-1.2264902105374011,1,10.0,1,1,-1.0274421873218411,-1.027442187321841
2016-02-19,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.6760629716888149,-0.3872283032594616,0.0,0.9903248836251329,-1.0707733557582253,1,6.0,1,1,-0.7085055656501148,-0.7085055656501147
2016-02-20,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.8888135861949147,-1.0469440429533317,0.0,-1.1756936900322679,-0.5796663522239021,1,9.0,1,1,-0.7425865124635209,-0.7425865124635208
2016-02-21,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.701092455748356,-0.48680803755287605,0.0,-0.3789972031697757,-0.6156010110190964,1,8.0,1,1,-1.1111185418114726,-1.1111185418114724
2016-02-22,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-1.051505232581932,-1.2212085779668065,0.0,-1.2005904552467206,-0.7713178657982721,1,7.0,1,1,-1.3341707086424965,-1.334170708642496
2016-02-23,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.051505232581932,-1.196313644393453,0.0,-1.3001775161045324,-0.7713178657982721,1,6.0,1,1,-1.11798559825895,-1.1179855982589497
2016-02-24,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.1641379108498675,-1.4826053804870194,0.0,-1.3001775161045324,-1.0587951361598273,1,12.0,1,1,-1.0739855699102987,-1.0739855699102985
2016-02-25,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.414432751445279,-1.3954731129802818,0.0,-0.8271389770299274,-1.310337747726188,1,10.0,1,1,-0.9697080460782351,-0.9697080460782349
2016-02-26,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-1.1641379108498675,-1.022049109379978,0.0,1.2890860661985672,-1.3462724065213825,1,16.0,1,1,-0.5597193426214386,-0.5597193426214385
2016-02-27,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.9138430702544558,-0.8851269747265332,0.0,1.2890860661985672,-1.034838696963031,1,14.0,1,1,-0.3916036273702337,-0.39160362737023363
2016-02-28,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.8012103919865207,-0.5739403050596135,0.0,1.1148087096973973,-0.9150565009790497,1,7.0,1,1,-0.9750490899818286,-0.9750490899818284
2016-02-29,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.8512693601056028,-0.598835238632967,0.0,-0.8022422118154746,-0.7832960853966703,1,2.0,1,1,-1.2863556489341355,-1.2863556489341352
2016-03-01,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-1.2392263630284908,-1.1589712440334226,0.0,1.3886731270563788,-1.1067080145534198,1,13.0,1,1,-1.1772457520464397,-1.1772457520464394
2016-03-02,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-1.1015642007010147,-0.8975744415132101,0.0,0.8409442923384153,-1.2264902105374011,1,11.0,1,1,-1.0472803503923311,-1.047280350392331
2016-03-03,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.7386366818376677,-0.3996757700461386,0.0,1.363776361841926,-1.0827515753566237,1,4.0,1,1,-1.0640664883750537,-1.0640664883750535
2016-03-04,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.5884597774804207,-0.46191310397952234,0.0,1.0899119444829442,-0.6874703286094852,1,7.0,1,1,-0.6909564213954504,-0.6909564213954503
2016-03-05,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.550915551391109,-0.4121232368328151,0.0,-0.6777583857432101,-0.4359277170431244,1,16.0,1,1,-0.46764991914044596,-0.46764991914044585
2016-03-06,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.2380470006468446,-0.2876485689660472,0.0,-0.5532745596709457,-0.2802108622639487,1,13.0,1,1,-1.1024711373961307,-1.1024711373961305
2016-03-07,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.12541432237890934,-0.5117029711262295,0.0,-1.325074281318985,0.17496148247518042,1,4.0,1,1,-1.3908875081901797,-1.3908875081901795
2016-03-08,air_232dcee6f7c51d37,0,0,0,0,0,1,0,0.08733629212719064,0.1480127685676405,0.0,0.6915637010516981,0.1629832628767821,1,5.0,1,1,-1.0549104131117504,-1.0549104131117502
2016-03-09,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.8012103919865207,-0.5863877718462902,0.0,-1.325074281318985,-0.9030782813806516,1,10.0,1,1,-1.1014537957002082,-1.101453795700208
2016-03-10,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.1265936847605558,-1.383025646193605,0.0,-1.325074281318985,-0.9270347205774478,1,5.0,1,1,-0.9806444693094027,-0.9806444693094025
2016-03-11,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-1.3143148152071145,-1.681764849073848,0.0,-1.325074281318985,-0.9989040381678367,1,5.0,1,1,-0.6411066782952444,-0.6411066782952443
2016-03-12,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-1.1641379108498675,-1.3954731129802818,0.0,-0.9765195683166448,-1.0108822577662346,1,20.0,1,1,-0.45060944573374284,-0.4506094457337428
2016-03-13,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-1.051505232581932,-1.2958933786868676,0.0,-1.3001775161045324,-0.8911000617822534,1,13.0,1,1,-1.0521127234479635,-1.0521127234479632
2016-03-14,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-1.176652652879638,-1.5821851147804336,0.0,-1.325074281318985,-0.8911000617822534,1,8.0,1,1,-1.281777611302484,-1.2817776113024837
2016-03-15,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-0.8762988441651441,-0.6859675061397047,0.0,1.5131569531286433,-0.8791218421838554,1,8.0,1,1,-1.006078011707467,-1.0060780117074668
2016-03-16,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.8012103919865207,-0.7108624397130582,0.0,-0.727551916172116,-1.0108822577662346,1,7.0,1,1,-0.9165519424662807,-0.9165519424662806
2016-03-17,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.25056174267661513,0.09822290142093308,0.0,1.5131569531286433,-0.5916445718223001,1,15.0,1,1,-0.8689912181819005,-0.8689912181819003
2016-03-18,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.03781112817051515,0.222697569287701,0.0,0.5670798749794337,-0.4479059366415226,1,7.0,1,1,-0.49257479069054894,-0.4925747906905488
2016-03-19,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.025296386140744618,-0.36233336968610813,0.0,-0.8520357422443804,0.27078723926236536,1,9.0,1,1,-0.4750256464358846,-0.47502564643588446
2016-03-20,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.2130175165873033,-0.07604163359254182,1.0,-0.030442490167435284,-0.36405839945273555,1,14.0,1,1,-0.6879043963076827,-0.6879043963076826
2016-03-21,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.701092455748356,-0.7233099064997349,1.0,-0.2047198466686055,-0.5317534738303095,1,15.0,1,1,-1.1345174008176917,-1.1345174008176915
2016-03-22,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-0.5133713253017973,-0.2627536353926937,0.0,0.8658410575528686,-0.7114267678062814,1,14.0,1,1,-1.0020086449237768,-1.0020086449237766
2016-03-23,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.45079761515294436,-0.20051630145930974,0.0,0.1438348663337349,-0.4598841562399207,1,9.0,1,1,-0.9005288107555002,-0.9005288107555001
2016-03-24,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-1.1015642007010147,-1.258550978326837,0.0,-0.9516228031021918,-0.8671436225854572,1,6.0,1,1,-0.9602976353909514,-0.9602976353909511
2016-03-25,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.8762988441651441,-0.6486251057796742,0.0,0.9654281184106797,-1.0587951361598273,1,11.0,1,1,-0.3539619846210985,-0.35396198462109846
2016-03-26,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.8888135861949147,-0.8851269747265332,0.0,0.2185251619770935,-0.7473614266014759,1,11.0,1,1,-0.35981169937265334,-0.3598116993726533
2016-03-27,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.5884597774804207,-0.4370181704061686,0.0,-0.030442490167435284,-0.6395574502158927,1,15.0,1,1,-0.9201126384020097,-0.9201126384020095
2016-03-28,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.47582709921248545,-0.34988590289943117,0.0,-0.6279648553143045,-0.2802108622639487,1,6.0,1,1,-1.0378699397050475,-1.0378699397050473
2016-03-29,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-0.26307648470638567,-0.1258315007392488,0.0,1.1148087096973973,-0.47186237583831875,1,4.0,1,1,-0.7619160046860498,-0.7619160046860497
2016-03-30,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.025296386140744618,0.04843303427422609,0.0,-0.42879073359868136,-0.23229798387035613,1,9.0,1,1,-0.8476270425675265,-0.8476270425675263
2016-03-31,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.025296386140744618,0.0733279678475796,0.0,0.9405313531962269,-0.29218908186234677,1,7.0,1,1,-0.8117657477862559,-0.8117657477862557
2016-04-01,air_232dcee6f7c51d37,1,0,0,0,0,0,0,-0.28810596876592676,-0.15072643431260274,0.0,-0.2545133770975113,-0.38801483864953196,1,11.0,1,1,-0.6039737063940706,-0.6039737063940704
2016-04-02,air_232dcee6f7c51d37,0,0,1,0,0,0,0,-0.5759450354506501,-0.7855472404331189,0.0,-1.325074281318985,-0.4359277170431244,1,11.0,1,1,-0.6212685152247542,-0.6212685152247541
2016-04-03,air_232dcee6f7c51d37,0,0,0,1,0,0,0,-0.25056174267661513,-0.3249909693260777,0.0,-1.325074281318985,-0.22031976427195804,1,6.0,1,1,-1.1482515137126466,-1.148251513712646
2016-04-04,air_232dcee6f7c51d37,0,1,0,0,0,0,0,0.06230680806764935,0.28493490322108495,0.0,-1.150796924817815,-0.19636332507516185,1,7.0,1,1,-1.2614307773840325,-1.2614307773840323
2016-04-05,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-0.5384008093613383,-0.8477845743665028,0.0,-1.325074281318985,-0.2682326426655506,1,15.0,1,1,-1.055927754807673,-1.0559277548076729
2016-04-06,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.06284061223005645,0.0733279678475796,0.0,0.7413572314806042,-0.483840595436717,1,11.0,1,1,-0.9885288674528027,-0.9885288674528024
2016-04-07,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.16295854846822094,0.060880501060903064,0.0,-1.2005904552467206,0.055179286491199096,1,9.0,1,1,-1.1050144916359372,-1.105014491635937
2016-04-08,air_232dcee6f7c51d37,1,0,0,0,0,0,0,0.12488051821650246,0.40940957108785286,0.0,-0.2296166118830583,0.019244627696004615,1,9.0,1,1,-0.5434418754866776,-0.5434418754866774
2016-04-09,air_232dcee6f7c51d37,0,0,1,0,0,0,0,0.25002793851420824,0.4840943718079138,0.0,0.5421831097649809,-0.05262468989438414,1,21.0,1,1,-0.45060944573374284,-0.4506094457337428
2016-04-10,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.26254268054397856,0.5338842389546208,0.0,-0.2794101423119641,0.10309216488479146,1,15.0,1,1,-1.0335462374973765,-1.0335462374973763
2016-04-11,air_232dcee6f7c51d37,0,1,0,0,0,0,0,-0.4382828731231738,-0.31254350253940066,0.0,0.2185251619770935,-0.47186237583831875,1,8.0,1,1,-1.2838122946943291,-1.283812294694329
2016-04-12,air_232dcee6f7c51d37,0,0,0,0,0,1,0,-0.5759450354506501,-0.5614928382729367,0.0,1.5131569531286433,-0.7473614266014759,1,5.0,1,1,-1.1195116108028338,-1.1195116108028336
2016-04-13,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.08787009628959751,-0.07604163359254182,0.0,-1.150796924817815,-0.08855934868957863,1,4.0,1,1,-1.03100288325757,-1.0310028832575697
2016-04-14,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.012781644110974082,-0.25030616860601673,0.0,-1.325074281318985,0.2108961412703747,1,4.0,1,1,-0.9976849427161059,-0.9976849427161056
2016-04-15,air_232dcee6f7c51d37,1,0,0,0,0,0,0,0.14991000227604354,0.222697569287701,0.0,1.6874343096298132,-0.040646470295986045,1,12.0,1,1,-0.5714187721245483,-0.5714187721245482
2016-04-16,air_232dcee6f7c51d37,0,0,1,0,0,0,0,0.08733629212719064,0.16046023535431705,0.0,-0.3541004379553228,-0.1484504466815693,1,7.0,1,1,-0.3544706554690598,-0.35447065546905976
2016-04-17,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.5128375211393902,0.4343045046612068,0.0,-0.5781713248853987,0.6301338272143095,1,7.0,1,1,-1.0704248739745696,-1.0704248739745694
2016-04-18,air_232dcee6f7c51d37,0,1,0,0,0,0,0,0.47529329505007833,0.8948607757682481,0.0,0.3928025184782637,0.2947436784591618,1,8.0,1,1,-1.3738470347834768,-1.3738470347834764
2016-04-19,air_232dcee6f7c51d37,0,0,0,0,0,1,0,0.13739526024627277,0.28493490322108495,0.0,1.562950483557549,0.07913572568799528,1,7.0,1,1,-1.0549104131117504,-1.0549104131117502
2016-04-20,air_232dcee6f7c51d37,0,0,0,0,0,0,1,-0.025296386140744618,-0.03869923323251136,0.0,1.5131569531286433,-0.18438510547676354,1,5.0,1,1,-0.9203669738259904,-0.9203669738259902
2016-04-21,air_232dcee6f7c51d37,0,0,0,0,1,0,0,0.17493948633558462,0.0733279678475796,0.0,-1.325074281318985,0.23485258046717108,1,5.0,1,1,-1.0274421873218411,-1.027442187321841
2016-04-22,air_232dcee6f7c51d37,1,0,0,0,0,0,0,0.2750574225737493,0.5089893053812673,0.0,0.7911507619095097,0.22287436086877277,1,8.0,1,1,-0.5251297249600713,-0.5251297249600712
2016-04-23,air_232dcee6f7c51d37,0,0,1,0,0,0,0,0.3501458747523725,0.34717223715446893,0.0,-0.8022422118154746,0.3187001176559579,1,8.0,1,1,-0.4272105867275237,-0.4272105867275236
2016-04-24,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.07482155009741988,-0.06359416680586485,0.0,-1.0263130987455504,0.09111394528639337,1,9.0,1,1,-1.048806362936215,-1.0488063629362148
2016-04-25,air_232dcee6f7c51d37,0,1,0,0,0,0,0,0.37517535881191405,0.4343045046612068,0.0,0.8409442923384153,0.25880901966396724,1,10.0,1,1,-1.2359972349859683,-1.235997234985968
2016-04-26,air_232dcee6f7c51d37,0,0,0,0,0,1,0,0.5128375211393902,0.6832538403947427,0.0,1.3886731270563788,0.3426565568527541,1,7.0,1,1,-0.9574999457271642,-0.957499945727164
2016-04-27,air_232dcee6f7c51d37,0,0,0,0,0,0,1,0.37517535881191405,0.2724874364344084,0.0,-1.2503839856756265,0.4624387528367354,1,10.0,1,1,-0.9379161180806548,-0.9379161180806546
2016-04-28,air_232dcee6f7c51d37,0,0,0,0,1,0,0,-0.08787009628959751,-0.5241504379129063,0.0,-1.325074281318985,0.23485258046717108,1,8.0,1,1,-0.6942627819071988,-0.6942627819071987
2016-04-29,air_232dcee6f7c51d37,1,0,0,0,0,0,0,0.08733629212719064,0.222697569287701,1.0,1.0152216488395858,0.007266408097606525,1,11.0,1,1,-0.5200430164804584,-0.5200430164804583
2016-04-30,air_232dcee6f7c51d37,0,0,1,0,0,0,0,0.11236577618673171,0.26003996964773146,0.0,1.4135698922708317,-0.1005375682879767,1,14.0,1,1,-0.5645517156770709,-0.5645517156770707
2016-05-01,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.38769010084168437,0.6708063736080657,0.0,0.9156345879817741,0.06715750608959718,1,15.0,1,1,-0.8471183717195652,-0.847118371719565
2016-05-02,air_232dcee6f7c51d37,0,1,0,0,0,0,0,0.28757216460351964,0.222697569287701,0.0,-0.4536874988131343,0.22287436086877277,1,4.0,1,1,-0.9877658611808607,-0.9877658611808605
2016-05-03,air_232dcee6f7c51d37,0,0,0,0,0,1,0,0.663014425496637,0.6334639732480353,1.0,0.1687316315481877,0.6900249252063002,1,9.0,1,1,-0.699858161234773,-0.6998581612347728
2016-05-04,air_232dcee6f7c51d37,0,0,0,0,0,0,1,0.8757650400027372,0.9197557093416016,1.0,0.9654281184106797,0.88167643878067,1,14.0,1,1,-0.7570836316304176,-0.7570836316304175
2016-05-05,air_232dcee6f7c51d37,0,0,0,0,1,0,0,0.8757650400027372,0.9695455764883085,1.0,1.7372278400587193,0.6900249252063002,1,10.0,1,1,-0.9508872247036675,-0.9508872247036673
2016-05-06,air_232dcee6f7c51d37,1,0,0,0,0,0,0,0.37517535881191405,0.3596197039411459,0.0,-1.3001775161045324,0.4624387528367354,1,8.0,1,1,-1.1067948396038017,-1.1067948396038014
2016-05-07,air_232dcee6f7c51d37,0,0,1,0,0,0,0,0.7631323617348017,0.8450709086215406,0.0,1.538053718343096,0.4863951920335318,1,9.0,1,1,-0.6754419605326312,-0.6754419605326311
2016-05-08,air_232dcee6f7c51d37,0,0,0,1,0,0,0,0.7756471037645725,0.9197557093416016,0.0,1.6376407792009078,0.702003144804698,1,10.0,1,1,-1.0198121246024217,-1.0198121246024214
