visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-14,air_f927b2da69a82341,0,0,0,0,1,0,0,1.2617387026395577,1.3687901054887939,0.0,0.2717107234808325,1.2713168189226642,1,13.0,1,1,0.3928785161162277,0.39287851611622737
2016-07-15,air_f927b2da69a82341,1,0,0,0,0,0,0,1.1121266567310268,1.1088325706750082,0.0,-1.1560331710922411,1.2261089705068595,1,21.0,1,1,1.1532442264473437,1.1532442264473435
2016-07-16,air_f927b2da69a82341,0,0,1,0,0,0,0,1.2502300837235165,1.1540425767295799,0.0,-0.7147305127696547,1.203505046298957,1,10.0,1,1,1.4440076889607938,1.4440076889607933
2016-07-18,air_f927b2da69a82341,0,1,0,0,0,0,0,1.422859367464129,1.3461851024615081,1.0,0.8168493014087335,1.4408462504819317,1,9.0,1,1,-0.1306401353463166,-0.13064013534631694
2016-07-19,air_f927b2da69a82341,0,0,0,0,0,1,0,1.4573852242122516,1.4140001115433651,0.0,1.9330854371658635,1.3391285915463713,1,5.0,1,1,-0.017993363445410523,-0.017993363445410845
2016-07-21,air_f927b2da69a82341,0,0,0,0,1,0,0,1.3998421296320473,1.4592101175979364,0.0,1.154316040126005,1.3617325157542737,1,14.0,1,1,0.43283442238877134,0.43283442238877096
2016-07-22,air_f927b2da69a82341,1,0,0,0,0,0,0,1.43436798638017,1.5496301297070796,0.0,1.5696597185472627,1.3391285915463713,1,8.0,1,1,1.1941629256421173,1.194162925642117
2016-07-23,air_f927b2da69a82341,0,0,1,0,0,0,0,1.3192817972197617,1.3800926070024369,0.0,1.4658237989419487,1.3617325157542737,1,9.0,1,1,1.3970715340020827,1.3970715340020825
2016-07-25,air_f927b2da69a82341,0,1,0,0,0,0,0,1.227212845891435,0.9732025525112942,0.0,-1.4675409299081845,1.4408462504819317,1,4.0,1,1,-0.16313439647157799,-0.1631343964715783
2016-07-28,air_f927b2da69a82341,0,0,0,0,1,0,0,1.4688938431282925,1.3687901054887939,0.0,1.3360288994353056,1.5425639094174923,1,8.0,1,1,0.5818266271038587,0.5818266271038584
2016-07-29,air_f927b2da69a82341,1,0,0,0,0,0,0,1.4688938431282925,1.4705126191115794,0.0,1.102398080323348,1.51995998520959,1,19.0,1,1,1.352542361348947,1.3525423613489465
2016-07-30,air_f927b2da69a82341,0,0,1,0,0,0,0,1.480402462044333,1.6174451387889368,0.0,1.5437007386459343,1.5425639094174923,1,7.0,1,1,1.4286030022051142,1.428603002205114
2016-08-01,air_f927b2da69a82341,0,1,0,0,0,0,0,1.5954886512047413,1.673957646357151,0.0,0.7908903215074045,1.5425639094174923,1,10.0,1,1,-0.19827633813297177,-0.19827633813297207
2016-08-02,air_f927b2da69a82341,0,0,0,0,0,1,0,1.5954886512047413,1.5835376342480079,0.0,0.6610954220007614,1.6442815683530532,1,3.0,1,1,0.030386980896645297,0.03038698089664497
2016-08-04,air_f927b2da69a82341,0,0,0,0,1,0,0,1.5724714133726598,1.6287476403025791,0.0,1.4139058391392911,1.6103756820411994,1,6.0,1,1,0.40250644533852736,0.40250644533852703
2016-08-05,air_f927b2da69a82341,1,0,0,0,0,0,0,1.5494541755405782,1.6852601478707934,0.0,1.4398648190406198,1.4521482125858831,1,14.0,1,1,1.0834417395856712,1.0834417395856708
2016-08-06,air_f927b2da69a82341,0,0,1,0,0,0,0,1.560962794456619,1.8095876645208648,0.0,0.9466442009153765,1.6216776441451508,1,10.0,1,1,0.9265064932621867,0.9265064932621863
2016-08-08,air_f927b2da69a82341,0,1,0,0,0,0,0,1.7220834592811907,2.0130326917664365,0.0,1.3619878793366342,1.51995998520959,1,11.0,1,1,-0.18624142660509718,-0.1862414266050975
2016-08-09,air_f927b2da69a82341,0,0,0,0,0,1,0,1.6645403647009864,1.8321926675481508,0.0,0.2197927636781752,1.6894894167688577,1,7.0,1,1,0.3529226098436841,0.35292260984368373
2016-08-11,air_f927b2da69a82341,0,0,0,0,1,0,0,1.5264369377084965,1.5496301297070796,1.0,1.6994546180539059,1.3843364399621758,1,21.0,1,1,0.802306206294521,0.8023062062945207
2016-08-12,air_f927b2da69a82341,1,0,0,0,0,0,0,1.5034196998764147,1.4140001115433651,0.0,1.8292495175605488,1.5312619473135414,1,4.0,1,1,0.5218927676950432,0.5218927676950429
2016-08-13,air_f927b2da69a82341,0,0,1,0,0,0,0,1.5494541755405782,1.4931176221388653,1.0,1.5437007386459343,1.5990737199372482,1,5.0,1,1,0.629484876754242,0.6294848767542416
2016-08-18,air_f927b2da69a82341,0,0,0,0,1,0,0,1.7335920781972312,1.8095876645208648,0.0,1.024521140619362,1.5877717578332973,1,20.0,1,1,0.1974315529035445,0.19743155290354417
2016-08-19,air_f927b2da69a82341,1,0,0,0,0,0,0,1.745100697113272,1.888705175116365,0.0,0.972603180816705,1.768603151496516,1,17.0,1,1,1.0596126147604796,1.0596126147604792
2016-08-20,air_f927b2da69a82341,0,0,1,0,0,0,0,1.7681179349453537,1.9113101781436503,0.0,1.3100699195339767,1.6668854925609553,1,11.0,1,1,0.9835519739043121,0.9835519739043118
2016-08-22,air_f927b2da69a82341,0,1,0,0,0,0,0,1.7911351727774354,2.058242697821008,0.0,0.8168493014087335,1.8251129620162718,1,7.0,1,1,-0.7422543391929028,-0.7422543391929032
2016-08-23,air_f927b2da69a82341,0,0,0,0,0,1,0,1.7220834592811907,1.7982851630072219,0.0,0.5053415425927898,1.7459992272886136,1,9.0,1,1,0.15555006078654096,0.15555006078654063
2016-08-25,air_f927b2da69a82341,0,0,0,0,1,0,0,1.6069972701207824,1.651352643329865,0.0,1.3619878793366342,1.700791378872809,1,11.0,1,1,0.3623098408354263,0.36230984083542594
