visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Hyōgo-ken Himeji-shi Yasuda,total_area_visitors,total_genre_visitors
2016-01-26,air_683371d9baabf410,0,0,0,0,0,1,0,-1.4350281031582899,-1.3193529887319597,0.0,-0.13858819077463239,-1.6123507738789356,1,52.0,1,1,-1.284873214456403,-1.284873214456403
2016-01-27,air_683371d9baabf410,0,0,0,0,0,0,1,-1.2278827296853432,-1.2124970699803328,0.0,-0.7378233853246622,-1.2589859417262104,1,8.0,1,1,-1.1340727014714498,-1.1340727014714498
2016-01-28,air_683371d9baabf410,0,0,0,0,1,0,0,-1.032245432516449,-1.0700225116448305,0.0,-1.0504678346551126,-1.0823035256498477,1,42.0,1,1,-1.1396391633601561,-1.1396391633601561
2016-01-29,air_683371d9baabf410,1,0,0,0,0,0,0,-0.8251000590435023,-1.295607229009376,0.0,-1.4673271004290462,-0.4970430223968962,1,16.0,1,1,-0.9974413642032035,-0.9974413642032036
2016-01-30,air_683371d9baabf410,0,0,1,0,0,0,0,-0.836608135347555,-1.1650055505351653,0.0,-1.0244141305442416,-0.5743415794303048,1,48.0,1,1,-0.6976114851978855,-0.6976114851978856
2016-01-31,air_683371d9baabf410,0,0,0,1,0,0,0,-0.9747050509961861,-0.9750394727544955,0.0,0.06984144211233471,-0.8504078545496215,1,33.0,1,1,-1.2494502751646355,-1.2494502751646355
2016-02-02,air_683371d9baabf410,0,0,0,0,0,1,0,-1.1012938903407647,-1.1768784303964575,0.0,-0.5293937524376952,-0.905621109573485,1,25.0,1,1,-1.3552130510500555,-1.3552130510500555
2016-02-03,air_683371d9baabf410,0,0,0,0,0,0,1,-1.3314554164218169,-1.1887513102577492,0.0,-0.008319670220278061,-1.303156545745301,1,65.0,1,1,-1.2808248785373437,-1.2808248785373437
2016-02-04,air_683371d9baabf410,0,0,0,0,1,0,0,-1.1358181192529224,-1.0700225116448305,0.0,0.06984144211233471,-1.1596020826832563,1,24.0,1,1,-1.2433777712860468,-1.2433777712860468
2016-02-05,air_683371d9baabf410,1,0,0,0,0,0,0,-1.1588342718610278,-0.9869123526157874,0.0,0.4867007078862684,-1.1706447336880288,1,21.0,1,1,-0.8714369087224876,-0.8714369087224877
2016-02-06,air_683371d9baabf410,0,0,1,0,0,0,0,-1.204866577077238,-1.0818953915061225,0.0,-0.2167493031072449,-1.1816873846928015,1,31.0,1,1,-0.6495374961590582,-0.6495374961590582
2016-02-07,air_683371d9baabf410,0,0,0,1,0,0,0,-1.3659796453339745,-1.378717388038419,0.0,0.17405625855581802,-1.2479432907214376,1,35.0,1,1,-1.25678788401793,-1.25678788401793
2016-02-09,air_683371d9baabf410,0,0,0,0,0,1,0,-1.0667696614286069,-1.0581496317835388,0.0,0.5388081161080102,-0.9939623176116662,1,26.0,1,1,-1.234775057458046,-1.234775057458046
2016-02-10,air_683371d9baabf410,0,0,0,0,0,0,1,-1.1473261955569751,-1.0106581123383713,0.0,0.14800255444494725,-1.0933461766546202,1,25.0,1,1,-0.9126793308979027,-0.9126793308979027
2016-02-11,air_683371d9baabf410,0,0,0,0,1,0,0,-1.1473261955569751,-0.773200515112534,1.0,1.1901507188797815,-1.3141991967500737,1,28.0,1,1,-0.9855493774409673,-0.9855493774409674
2016-02-12,air_683371d9baabf410,1,0,0,0,0,0,0,-0.5719223803543451,-0.33390396024473484,0.0,-0.2167493031072449,-0.9387490625878029,1,27.0,1,1,-0.9296317375589629,-0.9296317375589629
2016-02-13,air_683371d9baabf410,0,0,1,0,0,0,0,-0.12310740449629373,-0.47637851858023716,0.0,-1.4673271004290462,0.03300422583219197,1,41.0,1,1,-0.7408780753328301,-0.7408780753328302
2016-02-14,air_683371d9baabf410,0,0,0,1,0,0,0,-0.08858317558413606,-0.04895484357373029,0.0,-0.5293937524376952,-0.08846493522030753,1,66.0,1,1,-1.2742463326688727,-1.2742463326688727
2016-02-16,air_683371d9baabf410,0,0,0,0,0,1,0,-1.3429634927258691,-1.4024631477610026,0.0,-0.0864807825528906,-1.2810712437357556,1,26.0,1,1,-1.295247075248992,-1.295247075248992
2016-02-17,air_683371d9baabf410,0,0,0,0,0,0,1,-1.1933585007731855,-1.1768784303964575,0.0,0.5127544119971392,-1.1264741296689382,1,54.0,1,1,-1.1272411346080373,-1.1272411346080375
2016-02-18,air_683371d9baabf410,0,0,0,0,1,0,0,-1.2508988822934484,-1.1531326706738736,0.0,1.2422581271015236,-1.4135830557930276,1,33.0,1,1,-1.136855932415803,-1.136855932415803
2016-02-19,air_683371d9baabf410,1,0,0,0,0,0,0,-0.8481162116516076,-0.7375818755286583,0.0,0.5909155243297519,-1.0823035256498477,1,39.0,1,1,-0.8195676047595423,-0.8195676047595424
2016-02-20,air_683371d9baabf410,0,0,1,0,0,0,0,-0.8135919827394498,-1.3549716283158353,0.0,-1.4673271004290462,-0.40870181435871483,1,40.0,1,1,-0.8534724180816626,-0.8534724180816627
2016-02-21,air_683371d9baabf410,0,0,0,1,0,0,0,-0.9977212036042912,-1.022530992199663,0.0,0.2782710749993016,-0.9939623176116662,1,24.0,1,1,-1.2200998397514566,-1.2200998397514566
2016-02-23,air_683371d9baabf410,0,0,0,0,0,1,0,-0.9286727457799758,-1.0818953915061225,0.0,-1.102575242876854,-0.6847680894780316,1,23.0,1,1,-1.2269314066148689,-1.2269314066148689
2016-02-24,air_683371d9baabf410,0,0,0,0,0,0,1,-1.2163746533812907,-1.5211919463739212,0.0,-0.7117696812137912,-1.0823035256498477,1,24.0,1,1,-1.1831587744900418,-1.1831587744900418
2016-02-25,air_683371d9baabf410,0,0,0,0,1,0,0,-1.3544715690299218,-1.3074801088706678,0.0,0.564861820218881,-1.402540404788255,1,34.0,1,1,-1.0794201665641512,-1.0794201665641512
2016-02-26,air_683371d9baabf410,1,0,0,0,0,0,0,-1.2739150349015538,-1.1768784303964575,0.0,0.46064700377539763,-1.3583698007691642,1,29.0,1,1,-0.6715503227189423,-0.6715503227189423
2016-02-27,air_683371d9baabf410,0,0,1,0,0,0,0,-0.9286727457799758,-0.8444377942802851,0.0,-0.2167493031072449,-1.0933461766546202,1,42.0,1,1,-0.5043034450628113,-0.5043034450628113
2016-02-28,air_683371d9baabf410,0,0,0,1,0,0,0,-0.7675596775232394,-0.5238700380254049,0.0,0.7211840448841063,-0.9608343645973482,1,47.0,1,1,-1.0847336074579164,-1.0847336074579164
2016-03-01,air_683371d9baabf410,0,0,0,0,0,1,0,-1.4235200268542374,-1.4974461866513376,0.0,0.200109962666689,-1.225857988711892,1,39.0,1,1,-1.2858852984361677,-1.2858852984361677
2016-03-02,air_683371d9baabf410,0,0,0,0,0,0,1,-1.1818504244691328,-0.9987852324770794,0.0,0.7993451572167186,-1.336284498759619,1,40.0,1,1,-1.1565915700212162,-1.1565915700212162
2016-03-03,air_683371d9baabf410,0,0,0,0,1,0,0,-0.8826404405637652,-0.45263275885765347,0.0,1.3204192394341359,-1.1816873846928015,1,34.0,1,1,-1.1732909556873352,-1.1732909556873352
2016-03-04,air_683371d9baabf410,1,0,0,0,0,0,0,-0.5834304566583977,-0.28641244079956757,0.0,-0.5554474565485661,-0.8393652035448489,1,39.0,1,1,-0.8021091561085998,-0.8021091561085998
2016-03-05,air_683371d9baabf410,0,0,1,0,0,0,0,-0.03104279406387307,0.16475699392952334,0.0,0.6690766366623643,-0.1547208412489435,1,42.0,1,1,-0.5799567225502291,-0.5799567225502291
2016-03-06,air_683371d9baabf410,0,0,0,1,0,0,0,0.18761065571312635,-0.0608277234350219,0.0,-1.128628946987725,0.4415823130087806,1,21.0,1,1,-1.211497125923456,-1.211497125923456
2016-03-08,air_683371d9baabf410,0,0,0,0,0,1,0,-0.0770750992800835,-0.013336203989854611,0.0,-0.11253448666376137,-0.06637963321076208,1,27.0,1,1,-1.1641821998694522,-1.1641821998694522
2016-03-09,air_683371d9baabf410,0,0,0,0,0,0,1,-0.8481162116516076,-0.9631665928932037,0.0,-1.4673271004290462,-0.5191283244064415,1,21.0,1,1,-1.210485041943691,-1.2104850419436912
2016-03-10,air_683371d9baabf410,0,0,0,0,1,0,0,-0.9401808220840282,-1.2362428297029167,0.0,-1.3110048757638213,-0.7178960424923495,1,43.0,1,1,-1.0903000693466227,-1.0903000693466227
2016-03-11,air_683371d9baabf410,1,0,0,0,0,0,0,-0.9977212036042912,-0.9987852324770794,0.0,-0.7117696812137912,-0.9166637605782574,1,32.0,1,1,-0.7525170411001252,-0.7525170411001253
2016-03-12,air_683371d9baabf410,0,0,1,0,0,0,0,-1.0437535088205019,-0.8563106741415769,0.0,1.13804331065804,-1.2479432907214376,1,35.0,1,1,-0.563004315889169,-0.563004315889169
2016-03-13,air_683371d9baabf410,0,0,0,1,0,0,0,-0.8711323642597127,-0.6900903560834908,0.0,-0.7378233853246622,-0.9497917135925755,1,54.0,1,1,-1.161398968925099,-1.161398968925099
2016-03-15,air_683371d9baabf410,0,0,0,0,0,1,0,-0.8251000590435023,-0.7019632359447828,0.0,1.3204192394341359,-0.8724931565591669,1,32.0,1,1,-1.1156021688407423,-1.1156021688407425
2016-03-16,air_683371d9baabf410,0,0,0,0,0,0,1,-0.8941485168678179,-0.5832344373318642,0.0,-0.6596622729920495,-1.104388827659393,1,39.0,1,1,-1.026538778621441,-1.0265387786214413
2016-03-17,air_683371d9baabf410,0,0,0,0,1,0,0,-0.4798577699219244,-0.09644636301889757,0.0,1.4246340558776194,-0.8724931565591669,1,46.0,1,1,-0.9792238525674374,-0.9792238525674374
2016-03-18,air_683371d9baabf410,1,0,0,0,0,0,0,-0.2381881675368197,-0.03708196371243826,0.0,-0.6857159771029204,-0.40870181435871483,1,40.0,1,1,-0.6047527800544664,-0.6047527800544664
2016-03-19,air_683371d9baabf410,0,0,1,0,0,0,0,-0.03104279406387307,-0.13206500260277326,0.0,-0.9723067223224999,-0.13263553923939805,1,43.0,1,1,-0.5872943314035238,-0.5872943314035238
2016-03-20,air_683371d9baabf410,0,0,0,1,0,0,0,-0.5373981514421874,-0.2507938012156919,1.0,1.3985803517667486,-0.6737254384732588,1,35.0,1,1,-0.7990729041693054,-0.7990729041693054
2016-03-22,air_683371d9baabf410,0,0,0,0,0,1,0,-0.8020839064353971,-0.5476157977479885,0.0,0.9035599736602021,-1.1154314786641655,1,50.0,1,1,-1.1115538329216832,-1.1115538329216832
2016-03-23,air_683371d9baabf410,0,0,0,0,0,0,1,-0.5373981514421874,-0.12019212274148122,0.0,0.8514525654384606,-0.7068533914875769,1,36.0,1,1,-1.0105984559401457,-1.0105984559401457
2016-03-24,air_683371d9baabf410,0,0,0,0,1,0,0,-0.7560516012191867,-0.8563106741415769,0.0,-0.16464189488550315,-0.6185121834493955,1,47.0,1,1,-1.070058389751327,-1.070058389751327
2016-03-25,air_683371d9baabf410,1,0,0,0,0,0,0,-1.009229279908344,-0.9156750734480362,0.0,-0.4512326401050827,-0.9166637605782574,1,38.0,1,1,-0.46685633781151425,-0.46685633781151425
2016-03-26,air_683371d9baabf410,0,0,1,0,0,0,0,-0.9286727457799758,-0.6663445963609071,0.0,1.0077747901036858,-1.1706447336880288,1,22.0,1,1,-0.47267582069516173,-0.4726758206951618
2016-03-27,air_683371d9baabf410,0,0,0,1,0,0,0,-0.6409708381786606,-0.4645056387189455,0.0,0.6169692284406227,-0.9829196666068936,1,44.0,1,1,-1.030081072550618,-1.030081072550618
2016-03-28,air_683371d9baabf410,0,1,0,0,0,0,0,-0.6409708381786606,-0.42888699913506984,0.0,0.5909155243297519,-0.6074695324446229,1,31.0,1,1,-1.147229793208392,-1.147229793208392
2016-03-30,air_683371d9baabf410,0,0,0,0,0,0,1,-0.2727123964489776,-0.1558107623253569,0.0,0.30432477911017236,-0.5080856734016688,1,34.0,1,1,-0.9579700889923769,-0.9579700889923769
2016-03-31,air_683371d9baabf410,0,0,0,0,1,0,0,-0.054058946671978185,0.2359942730972747,0.0,0.2782710749993016,-0.29827530431098814,1,41.0,1,1,-0.9222941287056682,-0.9222941287056682
2016-04-01,air_683371d9baabf410,1,0,0,0,0,0,0,-0.019534717759820512,-0.2507938012156919,0.0,-1.3631122839855627,0.26489989693241794,1,6.0,1,1,-0.7155759758387105,-0.7155759758387106
2016-04-02,air_683371d9baabf410,0,0,1,0,0,0,0,0.18761065571312635,0.3428501918489013,0.0,1.1901507188797815,0.021961574827419148,1,36.0,1,1,-0.7327814034947119,-0.7327814034947119
2016-04-03,air_683371d9baabf410,0,0,0,1,0,0,0,0.16459450310502122,0.1291383543456477,0.0,-1.4673271004290462,0.34219845396582654,1,54.0,1,1,-1.2570409050128712,-1.2570409050128712
2016-04-04,air_683371d9baabf410,0,1,0,0,0,0,0,-0.03104279406387307,-0.09644636301889757,0.0,-1.4152196922073046,0.08821748085605531,1,39.0,1,1,-1.3696352477617038,-1.3696352477617038
2016-04-05,air_683371d9baabf410,0,0,0,0,0,1,0,-0.18064778601655673,-0.21517516163181621,0.0,-0.11253448666376137,-0.13263553923939805,1,21.0,1,1,-1.1651942838492169,-1.1651942838492169
2016-04-06,air_683371d9baabf410,0,0,0,0,0,0,1,-0.019534717759820512,0.283485792542442,0.0,1.1119896065471693,-0.3314032573253061,1,21.0,1,1,-1.0981437201897999,-1.0981437201897999
2016-04-07,air_683371d9baabf410,0,0,0,0,1,0,0,0.07252989267260035,-0.14393788246406528,0.0,-1.4673271004290462,0.15447338688469128,1,18.0,1,1,-1.214027335872868,-1.214027335872868
2016-04-08,air_683371d9baabf410,1,0,0,0,0,0,0,-0.06556702297603074,-0.08457348315760596,0.0,0.12194885033407625,-0.03325168019644419,1,20.0,1,1,-0.6553569790427057,-0.6553569790427057
2016-04-09,air_683371d9baabf410,0,0,1,0,0,0,0,0.04951374006449524,0.2359942730972747,0.0,0.3824858914427849,-0.11055023722985279,1,32.0,1,1,-0.563004315889169,-0.563004315889169
2016-04-10,air_683371d9baabf410,0,0,0,1,0,0,0,0.03800566376044248,0.010409555732729033,0.0,-1.3631122839855627,0.03300422583219197,1,25.0,1,1,-1.1429284362943917,-1.1429284362943917
2016-04-12,air_683371d9baabf410,0,0,0,0,0,1,0,-0.4798577699219244,-0.27453956093827553,0.0,1.4246340558776194,-0.9166637605782574,1,24.0,1,1,-1.2284495325845162,-1.2284495325845162
2016-04-13,air_683371d9baabf410,0,0,0,0,0,0,1,0.061021816368547796,0.04602819531660471,0.0,-1.2067900593203376,0.23177194391809988,1,17.0,1,1,-1.1403982263449797,-1.1403982263449797
2016-04-14,air_683371d9baabf410,0,0,0,0,1,0,0,0.39475602918607317,0.7109094675489492,0.0,0.7993451572167186,0.33115580296105396,1,31.0,1,1,-1.107252476007683,-1.107252476007683
2016-04-15,air_683371d9baabf410,1,0,0,0,0,0,0,-0.019534717759820512,0.10539259462306404,0.0,1.6330636887645864,-0.13263553923939805,1,15.0,1,1,-0.6831892884862374,-0.6831892884862374
2016-04-16,air_683371d9baabf410,0,0,1,0,0,0,0,0.061021816368547796,0.4497061106005279,0.0,1.3985803517667486,-0.5191283244064415,1,22.0,1,1,-0.4673623798013966,-0.46736237980139667
2016-04-17,air_683371d9baabf410,0,0,0,1,0,0,0,0.4522964107063362,0.6634179481037815,0.0,0.8253988613275898,0.33115580296105396,1,45.0,1,1,-1.179616480560865,-1.179616480560865
2016-04-19,air_683371d9baabf410,0,0,0,0,0,1,0,-0.12310740449629373,0.188502753652107,0.0,1.4767414640993615,-0.4197444653634875,1,37.0,1,1,-1.1641821998694522,-1.1641821998694522
2016-04-20,air_683371d9baabf410,0,0,0,0,0,0,1,-0.054058946671978185,0.24786715295856632,0.0,1.6330636887645864,-0.5191283244064415,1,45.0,1,1,-1.0303340935455592,-1.0303340935455592
2016-04-21,air_683371d9baabf410,0,0,0,0,1,0,0,0.0034814348482848072,-0.38139547968990256,0.0,-1.4673271004290462,0.25385724592764536,1,21.0,1,1,-1.136855932415803,-1.136855932415803
2016-04-22,air_683371d9baabf410,1,0,0,0,0,0,0,0.42928025809823106,0.5090705099069872,0.0,1.7633322093189407,0.4415823130087806,1,26.0,1,1,-0.6371394674069396,-0.6371394674069396
2016-04-23,air_683371d9baabf410,0,0,1,0,0,0,0,0.26816718984149446,0.29535867240373403,0.0,-0.37307152777247,0.2869851989419632,1,27.0,1,1,-0.5397263843545789,-0.5397263843545789
2016-04-24,air_683371d9baabf410,0,0,0,1,0,0,0,0.24515103723338932,0.35472307171019335,0.0,-0.0864807825528906,0.364283755975372,1,53.0,1,1,-1.1581096959908634,-1.1581096959908634
2016-04-26,air_683371d9baabf410,0,0,0,0,0,1,0,0.4638044870103885,0.6277993085199058,0.0,1.5549025764319737,0.22072929291332724,1,16.0,1,1,-1.0672751588069738,-1.0672751588069738
2016-04-27,air_683371d9baabf410,0,0,0,0,0,0,1,0.26816718984149446,-0.0014633241285625775,0.0,-1.4673271004290462,0.5630514740612799,1,43.0,1,1,-1.0477925421965018,-1.0477925421965018
2016-04-28,air_683371d9baabf410,0,0,0,0,1,0,0,0.03800566376044248,-0.14393788246406528,0.0,-1.4673271004290462,0.07717482985128249,1,31.0,1,1,-0.8053984290428353,-0.8053984290428353
2016-04-29,air_683371d9baabf410,1,0,0,0,0,0,0,-0.261204320144925,-0.21517516163181621,1.0,0.25221737088843055,-0.28723265330621545,1,28.0,1,1,-0.6320790475081156,-0.6320790475081156
2016-04-30,air_683371d9baabf410,0,0,1,0,0,0,0,-0.18064778601655673,-0.0014633241285625775,0.0,1.8154396175406824,-0.5853842304350775,1,38.0,1,1,-0.676357721622825,-0.676357721622825
2016-05-01,air_683371d9baabf410,0,0,0,1,0,0,0,0.2796752661455472,0.5209433897682793,0.0,1.2422581271015236,-0.09950758622508016,1,32.0,1,1,-0.9574640470024944,-0.9574640470024945
2016-05-03,air_683371d9baabf410,0,0,0,0,0,1,0,0.44078833440228343,0.15288411406823132,1.0,-1.4673271004290462,0.6072220780803707,1,42.0,1,1,-0.8109648909315417,-0.8109648909315417
2016-05-04,air_683371d9baabf410,0,0,0,0,0,0,1,0.5443610211387571,0.4497061106005279,1.0,1.841493321651553,0.41949701099923536,1,17.0,1,1,-0.8678946147933109,-0.8678946147933109
2016-05-05,air_683371d9baabf410,0,0,0,0,1,0,0,0.5558690974428094,0.6396721883811979,1.0,1.3464729435450071,0.26489989693241794,1,37.0,1,1,-1.0606966129385027,-1.0606966129385027
2016-05-06,air_683371d9baabf410,1,0,0,0,0,0,0,0.1415783504969161,-0.22704804149310825,0.0,-1.4673271004290462,0.3974117089896899,1,16.0,1,1,-1.2157984828374562,-1.2157984828374562
2016-05-07,air_683371d9baabf410,0,0,1,0,0,0,0,0.3602318002739153,0.24786715295856632,0.0,-0.6336085688811787,0.37532640698014463,1,12.0,1,1,-0.7866748754171867,-0.7866748754171868
2016-05-08,air_683371d9baabf410,0,0,0,1,0,0,0,0.29118334244959954,0.5446891494908629,0.0,1.5549025764319737,-0.03325168019644419,1,22.0,1,1,-1.129265302567567,-1.129265302567567
2016-05-10,air_683371d9baabf410,0,0,0,0,0,1,0,0.3717398765779681,0.010409555732729033,0.0,-1.4673271004290462,0.5851367760708254,1,23.0,1,1,-1.3964554732254706,-1.3964554732254706
2016-05-11,air_683371d9baabf410,0,0,0,0,0,0,1,0.4177721817941783,0.17662987379081538,0.0,-0.9723067223224999,0.33115580296105396,1,30.0,1,1,-1.205171601049926,-1.205171601049926
2016-05-12,air_683371d9baabf410,0,0,0,0,1,0,0,0.26816718984149446,0.46157899046181994,0.0,1.9978155463167786,-0.011166378186898737,1,32.0,1,1,-1.0839745444730928,-1.0839745444730928
2016-05-13,air_683371d9baabf410,1,0,0,0,0,0,0,0.47531256331444127,0.5684349092134465,0.0,0.7732914531058478,0.14343073587991864,1,22.0,1,1,-0.7246847316565936,-0.7246847316565936
2016-05-14,air_683371d9baabf410,0,0,1,0,0,0,0,0.60190140265902,0.6752908279650736,0.0,1.7112248010971989,0.40845435999446256,1,38.0,1,1,-0.563004315889169,-0.563004315889169
2016-05-15,air_683371d9baabf410,0,0,0,1,0,0,0,0.6479337078752303,0.6752908279650736,0.0,0.9035599736602021,0.5188808700421892,1,22.0,1,1,-1.181893669515336,-1.181893669515336
2016-05-17,air_683371d9baabf410,0,0,0,0,0,1,0,0.31419949505770506,0.5446891494908629,0.0,1.7112248010971989,0.16551603788946392,1,13.0,1,1,-1.3251035526520532,-1.3251035526520532
2016-05-18,air_683371d9baabf410,0,0,0,0,0,0,1,0.39475602918607317,0.6515450682424899,0.0,2.0499229545385202,-0.11055023722985279,1,14.0,1,1,-1.1209156097345074,-1.1209156097345074
2016-05-19,air_683371d9baabf410,0,0,0,0,1,0,0,0.5558690974428094,0.7702738668554086,0.0,1.6070099846537158,0.22072929291332724,1,38.0,1,1,-1.1123128959065067,-1.1123128959065067
2016-05-20,air_683371d9baabf410,1,0,0,0,0,0,0,0.659441784179283,0.7227823474102408,0.0,1.0338284942145564,0.4747102660230987,1,36.0,1,1,-0.7241786896667112,-0.7241786896667112
2016-05-21,air_683371d9baabf410,0,0,1,0,0,0,0,0.7399983183076512,0.9246213050522025,0.0,1.9457081380950367,0.4415823130087806,1,47.0,1,1,-0.4473737212010421,-0.44737372120104213
2016-05-22,air_683371d9baabf410,0,0,0,1,0,0,0,0.6479337078752303,0.7940196265779922,0.0,1.9717618422059073,0.23177194391809988,1,41.0,1,1,-1.185942005434395,-1.185942005434395
2016-05-24,air_683371d9baabf410,0,0,0,0,0,1,0,0.832062928740072,0.9721128244973702,0.0,0.4085395955536559,0.5520088230565073,1,26.0,1,1,-1.277282584608167,-1.277282584608167
2016-05-25,air_683371d9baabf410,0,0,0,0,0,0,1,0.7284902420035984,0.33097731198760927,0.0,-1.4673271004290462,0.9164163062140054,1,34.0,1,1,-1.071323494726033,-1.071323494726033
2016-05-26,air_683371d9baabf410,0,0,0,0,1,0,0,0.9011113865643874,0.9008755453296189,0.0,-1.3110048757638213,1.1151840242999136,1,36.0,1,1,-1.0351414924494418,-1.0351414924494418
2016-05-27,air_683371d9baabf410,1,0,0,0,0,0,0,0.9701598443887031,1.0077314640812458,0.0,0.5127544119971392,0.993714863247414,1,8.0,1,1,-0.7406250543378889,-0.740625054337889
2016-05-28,air_683371d9baabf410,0,0,1,0,0,0,0,0.5673771737468621,0.30723155226502563,0.0,-1.337058579874692,0.695563286118552,1,51.0,1,1,-0.5447868042534028,-0.5447868042534029
2016-05-29,air_683371d9baabf410,0,0,0,1,0,0,0,0.4983287159225464,0.5328162696295713,0.0,-0.7117696812137912,0.529923521046962,1,27.0,1,1,-1.0510818151307373,-1.0510818151307373
2016-05-31,air_683371d9baabf410,0,0,0,0,0,1,0,0.8550790813481771,0.8058925064392839,0.0,1.2422581271015236,0.8391177491805968,1,18.0,1,1,-1.147482814203333,-1.147482814203333
2016-06-01,air_683371d9baabf410,0,0,0,0,0,0,1,0.6364256315711775,0.7584009869941165,0.0,1.294365535323265,0.4747102660230987,1,10.0,1,1,-1.1687365777783936,-1.1687365777783936
2016-06-02,air_683371d9baabf410,0,0,0,0,1,0,0,0.4177721817941783,0.5921806689360306,0.0,1.8154396175406824,0.20968664190855463,1,25.0,1,1,-1.1077585179975653,-1.1077585179975653
2016-06-03,air_683371d9baabf410,1,0,0,0,0,0,0,0.47531256331444127,0.5921806689360306,0.0,1.9978155463167786,0.055089527841737235,1,24.0,1,1,-0.798566862179423,-0.7985668621794231
2016-06-04,air_683371d9baabf410,0,0,1,0,0,0,0,0.5903933263549673,0.5209433897682793,0.0,-0.9983604264333708,0.5409661720517347,1,30.0,1,1,-0.6239823756699974,-0.6239823756699974
2016-06-05,air_683371d9baabf410,0,0,0,1,0,0,0,0.5098367922265992,0.5090705099069872,0.0,-1.154682651098596,0.6403500310946887,1,36.0,1,1,-1.2150394198526326,-1.2150394198526326
