visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,total_area_visitors,total_genre_visitors
2016-01-26,air_500641aca4cf673c,0,0,0,0,0,1,0,-1.4515300823688628,-1.230617139040326,0.0,0.9224181189875024,-1.5266771844858502,1,23.0,1,1,-1.2343804689009514,-1.234380468900951
2016-01-27,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.186266437923179,-0.8333750377248257,0.0,1.0177076528184992,-1.5047016453053375,1,13.0,1,1,-1.0898854640958544,-1.089885464095854
2016-01-28,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.9812899853969692,-0.6889233645191893,0.0,0.9938852693607501,-1.0432153225145742,1,17.0,1,1,-1.095219172326915,-1.0952191723269147
2016-01-29,air_500641aca4cf673c,1,0,0,0,0,0,0,-1.2103813146909688,-1.5195204854515987,0.0,-1.2692411591254218,-0.8564232394802176,1,15.0,1,1,-0.9589671711516389,-0.9589671711516385
2016-01-30,air_500641aca4cf673c,0,0,1,0,0,0,0,-1.403300328833284,-1.7723109135614628,0.0,-1.2692411591254218,-0.9882764745632928,1,14.0,1,1,-0.6716742505240548,-0.6716742505240546
2016-02-02,air_500641aca4cf673c,0,0,0,0,0,1,0,-1.1139218076198112,-1.1463536630037046,0.0,0.6365495174945124,-0.8344477002997049,1,20.0,1,1,-1.3017791456388994,-1.301779145638899
2016-02-03,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.2224387530748635,-1.3269182545107503,0.0,-0.6260368057661939,-1.1860563271879059,1,14.0,1,1,-1.230501408369271,-1.2305014083692707
2016-02-04,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.2465536298426527,-1.194504220738917,0.0,0.08863469796628137,-1.120129709646368,1,18.0,1,1,-1.1946200984512267,-1.1946200984512263
2016-02-05,air_500641aca4cf673c,1,0,0,0,0,0,0,-1.0174623005486534,-0.8092997588572197,0.0,0.9700628859030009,-1.2519829447294433,1,11.0,1,1,-0.8382314121030846,-0.8382314121030843
2016-02-06,air_500641aca4cf673c,0,0,1,0,0,0,0,-1.0054048621647587,-1.242654778474129,0.0,-1.0071949410901806,-0.8783987786607301,1,23.0,1,1,-0.6256104067103494,-0.6256104067103492
2016-02-09,air_500641aca4cf673c,0,0,0,0,0,1,0,-1.077749492468127,-0.6768857250853861,0.0,1.0653524197339979,-1.3948239494027748,1,12.0,1,1,-1.1863770948214059,-1.1863770948214054
2016-02-10,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.1018643692359162,-1.1583913024375077,0.0,1.136819570107245,-1.1530930184171369,1,19.0,1,1,-0.8777493412695793,-0.8777493412695789
2016-02-11,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.1500941227714951,-1.0741278264008864,1.0,1.1606419535649941,-1.2080318663684182,1,21.0,1,1,-0.9475724308398276,-0.9475724308398271
2016-02-12,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.9692325470130746,-0.8333750377248257,0.0,-0.1495891366112104,-1.1530930184171369,1,10.0,1,1,-0.8939929072459912,-0.8939929072459908
2016-02-13,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.11315442175655036,0.18982431414843248,0.0,0.06481231450853207,-0.30703475996740404,1,20.0,1,1,-0.7131317099563897,-0.7131317099563894
2016-02-16,air_500641aca4cf673c,0,0,0,0,0,1,0,-1.2586110682265477,-1.2065418601727198,0.0,0.9700628859030009,-1.2300074055489307,1,10.0,1,1,-1.2443205615133826,-1.2443205615133823
2016-02-17,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.2224387530748635,-0.9296761531952501,0.0,0.5412599836635156,-1.3948239494027748,1,18.0,1,1,-1.0833395494486435,-1.0833395494486433
2016-02-18,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.2224387530748635,-1.0139396292318712,0.0,0.827128585156506,-1.4058117189930313,1,10.0,1,1,-1.0925523182113848,-1.0925523182113843
2016-02-19,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.7521986561029698,-0.315756542071295,0.0,0.9938852693607501,-1.1860563271879059,1,18.0,1,1,-0.7885309490409287,-0.7885309490409284
2016-02-20,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.9089453550936011,-1.0139396292318712,0.0,-1.2215963922099233,-0.5927167693140671,1,13.0,1,1,-0.8210180809937525,-0.8210180809937522
2016-02-23,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.9933474237808642,-1.194504220738917,0.0,-1.2692411591254218,-0.6916066956263734,1,17.0,1,1,-1.1788614150412748,-1.1788614150412744
2016-02-24,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.1380366843876006,-1.5074828460177958,0.0,-1.2692411591254218,-0.9663009353827804,1,16.0,1,1,-1.1369190730424799,-1.1369190730424796
2016-02-25,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.4153577672171789,-1.579708682620614,0.0,-1.150129241836676,-1.0981541704658555,1,18.0,1,1,-1.0375181469181682,-1.0375181469181678
2016-02-26,air_500641aca4cf673c,1,0,0,0,0,0,0,-1.2103813146909688,-1.0620901869670836,0.0,1.2082867204804928,-1.284946253500212,1,17.0,1,1,-0.6467027983513619,-0.6467027983513616
2016-02-27,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.8968879167097064,-0.8454126771586287,0.0,1.2082867204804928,-0.9223498570217552,1,19.0,1,1,-0.486449110136313,-0.4864491101363127
2016-03-01,air_500641aca4cf673c,0,0,0,0,0,1,0,-1.198323876307074,-1.218579499606523,0.0,1.27975387085374,-0.9333376266120115,1,11.0,1,1,-1.2353502340338716,-1.2353502340338711
2016-03-02,air_500641aca4cf673c,0,0,0,0,0,0,1,-1.1259792460037057,-0.869487956026235,0.0,0.8985957355297532,-1.3838361798125185,1,20.0,1,1,-1.1114627383033269,-1.1114627383033264
2016-03-03,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.6919114641834962,-0.30371890263749224,0.0,1.232109103938242,-1.2519829447294433,1,16.0,1,1,-1.1274638629965088,-1.1274638629965084
2016-03-04,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.5954519571123387,-0.4481705758431286,0.0,0.5650823671212649,-0.7795088523484236,1,16.0,1,1,-0.7718025004980568,-0.7718025004980564
2016-03-05,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.4989924500411809,-0.4722458547107346,0.0,-0.6736815726816924,-0.2960469903771478,1,12.0,1,1,-0.5589390538220915,-0.5589390538220913
2016-03-08,air_500641aca4cf673c,0,0,0,0,0,1,0,0.04359227723408093,0.1657490352808265,0.0,0.44597044983251904,-0.06530382898176605,1,14.0,1,1,-1.1187359768002278,-1.1187359768002274
2016-03-09,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.7521986561029698,-0.5444716913135528,0.0,-1.2692411591254218,-0.7245700043971423,1,7.0,1,1,-1.163102731631323,-1.1631027316313227
2016-03-10,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.077749492468127,-1.3630311728121594,0.0,-1.2692411591254218,-0.7465455435776549,1,17.0,1,1,-1.0479431220970594,-1.047943122097059
2016-03-11,air_500641aca4cf673c,1,0,0,0,0,0,0,-1.282725944994337,-1.7361979952600535,0.0,-1.2692411591254218,-0.8344477002997049,1,15.0,1,1,-0.7242840089849711,-0.7242840089849708
2016-03-12,air_500641aca4cf673c,0,0,1,0,0,0,0,-1.1139218076198112,-1.4472946488487806,0.0,-0.8880830238014349,-0.79049662193868,1,10.0,1,1,-0.5426954878456797,-0.5426954878456793
2016-03-15,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.8727730399419169,-0.7250362828205983,0.0,1.398865788142486,-0.9882764745632928,1,16.0,1,1,-1.0721872504200622,-1.0721872504200618
2016-03-16,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.8245432864063381,-0.7491115616882046,0.0,-0.9595501741746825,-1.076178631285343,1,22.0,1,1,-0.9868479187230922,-0.9868479187230919
2016-03-17,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.30607343589886565,0.1055608381118113,0.0,1.4226881716002355,-0.7245700043971423,1,14.0,1,1,-0.9415113987590769,-0.9415113987590764
2016-03-18,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.12521186014044502,-0.01481555622621907,0.0,0.27921376562827477,-0.5377779213627858,1,19.0,1,1,-0.5826982995786344,-0.5826982995786341
2016-03-19,air_500641aca4cf673c,0,0,1,0,0,0,0,0.04359227723408093,-0.09907903226284025,0.0,-0.6498591892239431,0.18741487159412804,1,23.0,1,1,-0.5659698510357624,-0.565969851035762
2016-03-22,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.5592796419606545,-0.4120576575417194,0.0,1.1129971866494959,-0.6696311564458609,1,18.0,1,1,-1.0683081898883817,-1.0683081898883815
2016-03-23,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.5231073268089704,-0.23149306603467384,0.0,-0.07812198623796292,-0.6476556172653485,1,17.0,1,1,-0.9715741178796004,-0.9715741178796
2016-03-24,air_500641aca4cf673c,0,0,0,0,1,0,0,-1.0295197389325481,-1.266730057341735,0.0,-0.7451487230549398,-0.6476556172653485,1,17.0,1,1,-1.028547819438657,-1.0285478194386568
2016-03-25,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.8968879167097064,-0.8333750377248257,0.0,0.6841942844100106,-1.1530930184171369,1,12.0,1,1,-0.4505678002182687,-0.4505678002182684
2016-03-26,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.8245432864063381,-0.8213373982910227,0.0,0.06481231450853207,-0.5707412301335546,1,27.0,1,1,-0.4561439497325594,-0.4561439497325591
2016-03-29,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.330188312666655,-0.21945542660087064,0.0,0.9462405024452519,-0.6037045389043234,1,22.0,1,1,-0.8394436185192348,-0.8394436185192344
2016-03-30,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.07698210660486615,0.033335001508992906,0.0,-0.5069248884774481,-0.4059246862797105,1,14.0,1,1,-0.9211463309677544,-0.921146330967754
2016-03-31,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.05286722983707682,-0.01481555622621907,0.0,0.9938852693607501,-0.263083681606379,1,12.0,1,1,-0.8869621100323204,-0.8869621100323201
2016-04-01,air_500641aca4cf673c,1,0,0,0,0,0,0,-0.2699011207471814,-0.17130486886565865,0.0,-1.0071949410901806,-0.21913260324535389,1,12.0,1,1,-0.6888875816333869,-0.6888875816333866
2016-04-02,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.4989924500411809,-0.8454126771586287,0.0,-1.2692411591254218,-0.186169294474585,1,19.0,1,1,-0.7053735888930289,-0.7053735888930286
2016-04-05,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.5110498884250756,-0.8574503165924318,0.0,-1.2692411591254218,-0.27407145119663523,1,17.0,1,1,-1.119705741933148,-1.1197057419331475
2016-04-06,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.12521186014044502,0.02129736207519013,0.0,0.6603719009522615,-0.49382684300176066,1,15.0,1,1,-1.0554588018771902,-1.05545880187719
2016-04-07,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.2699011207471814,-0.5565093307473558,0.0,-1.2692411591254218,0.07753717569156535,1,15.0,1,1,-1.1664969095965434,-1.166496909596543
2016-04-08,air_500641aca4cf673c,1,0,0,0,0,0,0,0.18828153784081755,0.2018619535822357,0.0,-0.7213263395971907,0.05556163651105288,1,17.0,1,1,-0.63118655622464,-0.6311865562246398
2016-04-12,air_500641aca4cf673c,0,0,0,0,0,1,0,-0.5592796419606545,-0.5565093307473558,0.0,1.27975387085374,-0.6146923084945796,1,15.0,1,1,-1.180316062740655,-1.1803160627406546
2016-04-13,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.11315442175655036,-0.0027779167924162898,0.0,-0.9595501741746825,-0.021352750620740938,1,15.0,1,1,-1.095946496176605,-1.0959464961766048
2016-04-14,air_500641aca4cf673c,0,0,0,0,1,0,0,0.07976459238576492,-0.03889083509382506,0.0,-0.9119054072591841,0.27531702831617827,1,24.0,1,1,-1.0641866880734714,-1.064186688073471
2016-04-15,air_500641aca4cf673c,1,0,0,0,0,0,0,0.15210922268913335,0.04537264094279612,0.0,1.5894448558044796,-0.263083681606379,1,51.0,1,1,-0.6578550973799433,-0.657855097379943
2016-04-16,air_500641aca4cf673c,0,0,1,0,0,0,0,-0.004637476301497948,0.2018619535822357,0.0,0.01716754759303388,-0.42790022546022305,1,47.0,1,1,-0.45105268278472876,-0.4510526827847285
2016-04-19,air_500641aca4cf673c,0,0,0,0,0,1,0,0.200338976224712,0.2620501507512509,0.0,1.3512210212269877,0.05556163651105288,1,20.0,1,1,-1.1187359768002278,-1.1187359768002274
2016-04-20,air_500641aca4cf673c,0,0,0,0,0,0,1,-0.02875235306928728,-0.05092847452762827,0.0,1.3750434046847368,-0.12024267693304741,1,19.0,1,1,-0.9904845379715426,-0.9904845379715422
2016-04-21,air_500641aca4cf673c,0,0,0,0,1,0,0,0.09182203076965981,0.1416737564132205,0.0,-1.1263068583789269,0.16543933241361558,1,14.0,1,1,-1.0925523182113848,-1.0925523182113843
2016-04-22,air_500641aca4cf673c,1,0,0,0,0,0,0,0.2967984832958698,0.5509534971625236,0.0,0.588904750579014,0.25334148913566584,1,18.0,1,1,-0.613730783832078,-0.6137307838320777
2016-04-23,air_500641aca4cf673c,0,0,1,0,0,0,0,0.32091336006365906,0.38242654508928126,0.0,-0.7689711065126891,0.4181580329895099,1,30.0,1,1,-0.520390889788517,-0.5203908897885167
2016-04-26,air_500641aca4cf673c,0,0,0,0,0,1,0,0.4656026206703955,0.69540517036816,0.0,1.5418000888889813,0.26432925872592206,1,23.0,1,1,-1.025880965323127,-1.0258809653231264
2016-04-27,air_500641aca4cf673c,0,0,0,0,0,0,1,0.3691431135992382,0.35835126622167485,0.0,-1.1024844749211775,0.4950724201213037,1,15.0,1,1,-1.0072129865144146,-1.0072129865144142
2016-04-28,air_500641aca4cf673c,0,0,0,0,1,0,0,-0.040809791453182157,-0.4722458547107346,0.0,-1.2692411591254218,0.36321918503822853,1,16.0,1,1,-0.7749542371800471,-0.7749542371800467
2016-04-29,air_500641aca4cf673c,1,0,0,0,0,0,0,0.164166661073028,0.15371139584702329,1.0,1.4226881716002355,0.27531702831617827,1,19.0,1,1,-0.6088819581674775,-0.6088819581674771
2016-04-30,air_500641aca4cf673c,0,0,1,0,0,0,0,0.09182203076965981,0.1657490352808265,0.0,1.4941553219734827,-0.14221821611356006,1,17.0,1,1,-0.6513091827327325,-0.6513091827327322
2016-05-06,air_500641aca4cf673c,1,0,0,0,0,0,0,0.40531542875092197,0.22593723244984168,0.0,-1.2215963922099233,0.45112134176027857,1,9.0,1,1,-1.1681939985791536,-1.1681939985791532
2016-05-07,air_500641aca4cf673c,0,0,1,0,0,0,0,0.8393832105711316,0.8639321224414027,0.0,1.4703329385157335,0.7258155815166856,1,23.0,1,1,-0.757013582221025,-0.7570135822210247
2016-05-10,air_500641aca4cf673c,0,0,0,0,0,1,0,0.5017749358220797,0.394464184523084,0.0,-0.9119054072591841,0.5939623464336101,1,11.0,1,1,-1.341297074805394,-1.3412970748053936
2016-05-11,air_500641aca4cf673c,0,0,0,0,0,0,1,0.7188088267321845,0.7315180886695691,0.0,-1.0786620914634284,0.6049501160238664,1,15.0,1,1,-1.1580114646834925,-1.158011464683492
2016-05-12,air_500641aca4cf673c,0,0,0,0,1,0,0,0.7790960186516581,0.9602332379118267,0.0,1.7323791565509745,0.7038400423361727,1,21.0,1,1,-1.0418820900163086,-1.0418820900163084
2016-05-13,air_500641aca4cf673c,1,0,0,0,0,0,0,0.658521634812711,0.8398568435737963,0.0,1.4226881716002355,0.45112134176027857,1,15.0,1,1,-0.697615467829668,-0.6976154678296677
2016-05-14,air_500641aca4cf673c,0,0,1,0,0,0,0,0.6464641964288161,0.7796686464047812,0.0,0.7794838182410074,0.50606018971156,1,24.0,1,1,-0.5426954878456797,-0.5426954878456793
2016-05-17,air_500641aca4cf673c,0,0,0,0,0,1,0,0.3691431135992382,0.02129736207519013,0.0,-1.2692411591254218,0.5719868072530975,1,16.0,1,1,-1.272928632934526,-1.2729286329345255
2016-05-18,air_500641aca4cf673c,0,0,0,0,0,0,1,0.5741195661254481,0.9000450407428116,0.0,1.780023923466473,0.16543933241361558,1,17.0,1,1,-1.077278517367893,-1.0772785173678925
2016-05-19,air_500641aca4cf673c,0,0,0,0,1,0,0,0.5500046893576588,0.7074428098019632,0.0,1.4465105550579844,0.29729256749669075,1,20.0,1,1,-1.0690355137380718,-1.0690355137380716
2016-05-20,air_500641aca4cf673c,1,0,0,0,0,0,0,0.27268360652808044,0.27408779018505364,0.0,-0.4354577381042006,0.28630479790643454,1,16.0,1,1,-0.6971305852632079,-0.6971305852632076
2016-05-21,air_500641aca4cf673c,0,0,1,0,0,0,0,0.5500046893576588,0.8278192041399935,0.0,1.5894448558044796,0.18741487159412804,1,27.0,1,1,-0.4318998214095565,-0.43189982140955624
2016-05-24,air_500641aca4cf673c,0,0,0,0,0,1,0,1.0443596630973415,1.2370989448892966,0.0,0.6841942844100106,0.758778890287454,1,24.0,1,1,-1.2271072304040507,-1.2271072304040502
2016-05-25,air_500641aca4cf673c,0,0,0,0,0,0,1,0.8514406489550265,0.5509534971625236,0.0,-1.2692411591254218,1.0774242084048862,1,18.0,1,1,-1.0297600258548072,-1.029760025854807
2016-05-26,air_500641aca4cf673c,0,0,0,0,1,0,0,1.0081873479456573,0.9602332379118267,0.0,0.588904750579014,0.8356932774192483,1,15.0,1,1,-0.9950909223529132,-0.9950909223529127
2016-05-27,air_500641aca4cf673c,1,0,0,0,0,0,0,0.5741195661254481,0.31020070848646286,0.0,-1.2454187756676727,0.4840846505310475,1,13.0,1,1,-0.7128892686731597,-0.7128892686731595
2016-05-28,air_500641aca4cf673c,0,0,1,0,0,0,0,0.5138323742059746,0.5268782182949177,0.0,-1.2215963922099233,0.4291458025797661,1,27.0,1,1,-0.5252397154531175,-0.5252397154531173
2016-05-31,air_500641aca4cf673c,0,0,0,0,0,1,0,0.6464641964288161,0.7194804492357659,0.0,-0.1972339035267088,0.550011268072585,1,17.0,1,1,-1.102734852107046,-1.1027348521070455
2016-06-01,air_500641aca4cf673c,0,0,0,0,0,0,1,0.7308662651160794,0.8880074013090088,0.0,0.01716754759303388,0.7368033511069416,1,16.0,1,1,-1.1230999198983682,-1.123099919898368
2016-06-02,air_500641aca4cf673c,0,0,0,0,1,0,0,0.6705790731966058,0.7676310069709784,0.0,1.8514910738397203,0.5939623464336101,1,14.0,1,1,-1.0646715706399315,-1.064671570639931
2016-06-03,air_500641aca4cf673c,1,0,0,0,0,0,0,0.525889812589869,0.5148405788611145,0.0,1.8514910738397203,0.11050048446233424,1,18.0,1,1,-0.7684083225328363,-0.768408322532836
2016-06-04,air_500641aca4cf673c,0,0,1,0,0,0,0,0.8393832105711316,0.9361579590442207,0.0,0.6127271340367633,0.4621091113505348,1,24.0,1,1,-0.6011238371041165,-0.6011238371041162
2016-06-07,air_500641aca4cf673c,0,0,0,0,0,1,0,0.537947250973764,0.18982431414843248,0.0,-1.2692411591254218,0.7697666598777104,1,5.0,1,1,-1.2089241341617984,-1.208924134161798
2016-06-08,air_500641aca4cf673c,0,0,0,0,0,0,1,0.8514406489550265,0.8759697618752056,0.0,0.6127271340367633,0.8027299686484793,1,13.0,1,1,-1.0506099762125898,-1.0506099762125893
2016-06-09,air_500641aca4cf673c,0,0,0,0,1,0,0,0.7670385802677632,0.49076529999350843,0.0,-1.2692411591254218,0.945570973321811,1,18.0,1,1,-1.0990982328585954,-1.099098232858595
2016-06-10,air_500641aca4cf673c,1,0,0,0,0,0,0,1.0925894166329206,1.225061305455494,0.0,1.255931487395991,0.9016198949607857,1,26.0,1,1,-0.6772504000383456,-0.6772504000383452
2016-06-11,air_500641aca4cf673c,0,0,1,0,0,0,0,1.032302224713447,1.2972871420583119,0.0,1.3750434046847368,0.7038400423361727,1,33.0,1,1,-0.5228153026208173,-0.522815302620817
2016-06-14,air_500641aca4cf673c,0,0,0,0,0,1,0,0.9358427176422893,0.9361579590442207,0.0,-0.1972339035267088,0.9235954341412981,1,23.0,1,1,-1.13740395560894,-1.1374039556089397
2016-06-15,air_500641aca4cf673c,0,0,0,0,0,0,1,0.658521634812711,0.23797487188364447,0.0,-1.2692411591254218,0.956558742912067,1,20.0,1,1,-1.0797029302001933,-1.0797029302001928
2016-06-16,air_500641aca4cf673c,0,0,0,0,1,0,0,0.8273257721872367,0.49076529999350843,0.0,-1.2454187756676727,1.0554486692243736,1,24.0,1,1,-1.1480713720710611,-1.148071372071061
2016-06-17,air_500641aca4cf673c,1,0,0,0,0,0,0,1.2252212388557622,1.2370989448892966,0.0,0.4221480663747697,0.9895220516828359,1,22.0,1,1,-0.6086395168842474,-0.6086395168842471
2016-06-18,air_500641aca4cf673c,0,0,1,0,0,0,0,1.430197691381972,1.5260022913005697,0.0,1.8753134572974695,1.2422407522587302,1,17.0,1,1,-0.520390889788517,-0.5203908897885167
2016-06-21,air_500641aca4cf673c,0,0,0,0,0,1,0,0.984072471177868,0.7917062858385844,0.0,-0.6260368057661939,1.0774242084048862,1,13.0,1,1,-1.170618411411454,-1.1706184114114535
2016-06-22,air_500641aca4cf673c,0,0,0,0,0,0,1,0.8996704024906051,0.5389158577287204,0.0,-1.2692411591254218,1.0554486692243736,1,14.0,1,1,-1.1104929731704067,-1.1104929731704065
2016-06-23,air_500641aca4cf673c,0,0,0,0,1,0,0,1.032302224713447,0.924120319610418,0.0,-0.4354577381042006,1.2202652130782177,1,12.0,1,1,-1.1063714713554964,-1.106371471355496
2016-06-24,air_500641aca4cf673c,1,0,0,0,0,0,0,0.9237852792583945,0.5991040548977355,0.0,-1.2692411591254218,1.2202652130782177,1,16.0,1,1,-0.62973190852526,-0.6297319085252596
2016-06-28,air_500641aca4cf673c,0,0,0,0,0,1,0,0.5620621277415533,0.25001251131744767,0.0,-1.2692411591254218,0.747791120697198,1,28.0,1,1,-1.1837102407058755,-1.183710240705875
2016-06-29,air_500641aca4cf673c,0,0,0,0,0,0,1,0.8273257721872367,0.5509534971625236,0.0,-1.2215963922099233,0.9895220516828359,1,18.0,1,1,-1.0125466947454753,-1.0125466947454749
2016-06-30,air_500641aca4cf673c,0,0,0,0,1,0,0,1.032302224713447,0.8518944830075995,0.0,-1.2215963922099233,1.0993997475853985,1,15.0,1,1,-0.9887874489889324,-0.988787448988932
2016-07-01,air_500641aca4cf673c,1,0,0,0,0,0,0,1.3337381843108147,1.4056258969625395,0.0,-0.1734115200689597,1.3301429089807804,1,21.0,1,1,1.4950234977027115,1.4950234977027115
2016-07-02,air_500641aca4cf673c,0,0,1,0,0,0,0,1.4060828146141828,1.574152849035782,0.0,-0.1734115200689597,1.3411306785710364,1,14.0,1,1,1.5963639540928634,1.5963639540928634
2016-07-05,air_500641aca4cf673c,0,0,0,0,0,1,0,0.8273257721872367,0.6231793337653421,0.0,-1.2692411591254218,1.0774242084048862,1,21.0,1,1,0.26439154402708587,0.26439154402708603
2016-07-06,air_500641aca4cf673c,0,0,0,0,0,0,1,1.0443596630973415,0.9843085167794331,0.0,-0.7213263395971907,1.0993997475853985,1,18.0,1,1,0.5572606141689606,0.5572606141689607
2016-07-07,air_500641aca4cf673c,0,0,0,0,1,0,0,1.550772075220919,2.0797337052555096,0.0,1.5179777054312318,1.1543385955366798,1,8.0,1,1,0.5145909483204755,0.5145909483204756
2016-07-08,air_500641aca4cf673c,1,0,0,0,0,0,0,1.2372786772396571,1.2009860265878876,0.0,-0.6736815726816924,1.286191830619755,1,2.0,1,1,1.363620322192036,1.363620322192036
2016-07-09,air_500641aca4cf673c,0,0,1,0,0,0,0,0.8996704024906051,0.5268782182949177,0.0,-1.2692411591254218,1.0554486692243736,1,22.0,1,1,1.5573309074928288,1.5573309074928288
2016-07-12,air_500641aca4cf673c,0,0,0,0,0,1,0,1.454312568149762,1.5500775701681755,0.0,0.5412599836635156,1.4180450657028303,1,18.0,1,1,0.274089195356287,0.2740891953562872
2016-07-13,air_500641aca4cf673c,0,0,0,0,0,0,1,1.32168074592692,0.9722708773456299,0.0,-1.2692411591254218,1.4839716832443681,1,7.0,1,1,0.32088036301968254,0.3208803630196827
2016-07-14,air_500641aca4cf673c,0,0,0,0,1,0,0,1.3699104994624987,1.730642161675221,0.0,-0.38781297118870217,1.286191830619755,1,19.0,1,1,0.4605265421601791,0.4605265421601792
2016-07-15,air_500641aca4cf673c,1,0,0,0,0,0,0,0.8876129641067103,0.46669002112590247,0.0,-1.2692411591254218,1.2422407522587302,1,9.0,1,1,1.2263985558838397,1.2263985558838397
2016-07-16,air_500641aca4cf673c,0,0,1,0,0,0,0,1.0925894166329206,0.8880074013090088,0.0,-1.1977740087521742,1.1763141347171924,1,20.0,1,1,1.5192676260257143,1.5192676260257143
2016-07-19,air_500641aca4cf673c,0,0,0,0,0,1,0,1.562829513604814,1.5260022913005697,0.0,-0.1734115200689597,1.5938493791469308,1,18.0,1,1,0.0466792716865201,0.046679271686520314
2016-07-20,air_500641aca4cf673c,0,0,0,0,0,0,1,1.3699104994624987,1.285249502624509,0.0,-0.6498591892239431,1.4619961440638556,1,12.0,1,1,0.3579738793538769,0.3579738793538771
