visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Hokkaidō Abashiri-shi Minami 6 Jōhigashi,total_area_visitors,total_genre_visitors
2016-01-17,air_1653a6c513865af3,0,0,0,1,0,0,0,-1.271939460321583,-1.173731147902319,0.0,-0.2574073305766996,-1.265360659390301,1,44.0,1,1,-1.209501537523243,-1.209501537523243
2016-01-18,air_1653a6c513865af3,0,1,0,0,0,0,0,-1.1100911959395519,-0.954389416215475,0.0,-0.452766285847927,-1.4831857724879212,1,26.0,1,1,-1.486726451193576,-1.486726451193576
2016-01-19,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.6447774358412122,-0.8971698340362985,0.0,-1.2342021069328368,-0.4138624900086949,1,2.0,1,1,-1.2554572803807802,-1.2554572803807802
2016-01-21,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.8167412167471202,-1.0211455954245143,0.0,-1.1121027598883195,-0.5425773295663795,1,26.0,1,1,-1.0140033233130707,-1.0140033233130707
2016-01-22,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.7358170845561046,-0.8018038637376708,0.0,-0.965583543434899,-0.6514898861151897,1,43.0,1,1,-0.7126826958201369,-0.712682695820137
2016-01-23,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.887549832414259,-0.9448528191856123,0.0,-1.2097822375239333,-0.8396115746994979,1,33.0,1,1,-0.6411407826148896,-0.6411407826148897
2016-01-24,air_1653a6c513865af3,0,0,0,1,0,0,0,-1.1404377455111827,-1.250023924141221,0.0,-0.013208636487665345,-0.9683264142571826,1,32.0,1,1,-1.3220310051689965,-1.3220310051689965
2016-01-25,air_1653a6c513865af3,0,1,0,0,0,0,0,-1.3832101420842293,-1.412146073648888,0.0,-0.3062470693945065,-1.265360659390301,1,17.0,1,1,-1.346126718991597,-1.346126718991597
2016-01-26,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.8369722497948742,-0.706437893439043,0.0,0.8903265316417613,-0.9980298387704943,1,13.0,1,1,-1.1774567222333927,-1.1774567222333927
2016-01-27,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.8369722497948742,-0.8399502518571217,0.0,-0.42834641643902366,-0.8594138577083725,1,27.0,1,1,-1.029404707405867,-1.029404707405867
2016-01-28,air_1653a6c513865af3,0,0,0,0,1,0,0,-1.1404377455111827,-1.173731147902319,0.0,-0.6237053717102511,-1.0772389708059926,1,37.0,1,1,-1.034869714664601,-1.034869714664601
2016-01-29,air_1653a6c513865af3,1,0,0,0,0,0,0,-1.3629791090364756,-1.4407558647384764,0.0,-0.06204837530547225,-1.2554595178858639,1,26.0,1,1,-0.8952636201460283,-0.8952636201460284
2016-01-30,air_1653a6c513865af3,0,0,1,0,0,0,0,-1.494480823846876,-1.3930728795891625,0.0,0.9147464010506651,-1.6911097440811038,1,44.0,1,1,-0.6008984564369381,-0.6008984564369382
2016-01-31,air_1653a6c513865af3,0,0,0,1,0,0,0,-1.3124015264170907,-1.2977069092905347,0.0,0.18215031878356205,-1.2554595178858639,1,39.0,1,1,-1.1426794033141752,-1.1426794033141752
2016-02-01,air_1653a6c513865af3,0,1,0,0,0,0,0,-1.5248273734185067,-1.4693656558280646,0.0,-0.4039265470301202,-1.512889197001233,1,22.0,1,1,-1.3910888241657282,-1.3910888241657282
2016-02-02,air_1653a6c513865af3,0,0,0,0,0,1,0,-1.3832101420842293,-1.173731147902319,0.0,-0.11088811412327915,-1.7109120270899787,1,32.0,1,1,-1.2465145412301244,-1.2465145412301244
2016-02-03,air_1653a6c513865af3,0,0,0,0,0,0,1,-1.3124015264170907,-1.3835362825592996,0.0,0.7438073151883409,-1.1960526688592399,1,23.0,1,1,-1.1734821714997679,-1.1734821714997679
2016-02-05,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.8268567332709971,-0.8208770577973963,0.0,0.5240284905082101,-1.0475355462926808,1,24.0,1,1,-0.771555728561955,-0.7715557285619551
2016-02-06,air_1653a6c513865af3,0,0,1,0,0,0,0,-1.231477394226075,-0.954389416215475,0.0,0.6949675763705342,-1.3148663669124874,1,49.0,1,1,-0.5537006664751429,-0.553700666475143
2016-02-07,air_1653a6c513865af3,0,0,0,1,0,0,0,-1.3022860098932139,-1.2977069092905347,0.0,0.865906662232858,-1.4336800649657346,1,31.0,1,1,-1.1498832765188702,-1.1498832765188702
2016-02-08,air_1653a6c513865af3,0,1,0,0,0,0,0,-1.3022860098932139,-1.412146073648888,0.0,-0.06204837530547225,-1.0673378293015554,1,27.0,1,1,-1.3409101211537144,-1.3409101211537144
2016-02-09,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.6144308862695812,-0.6206085201702781,0.0,-1.0632630210705127,-1.017832121779369,1,16.0,1,1,-1.128271656904785,-1.128271656904785
2016-02-10,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.7661636341277355,-0.8876332370064356,0.0,-0.11088811412327915,-0.5920830370885659,1,53.0,1,1,-0.8120464641607581,-0.8120464641607582
2016-02-11,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.9381274150336437,-1.0592919835439656,1.0,-0.2574073305766996,-0.7901058671773115,1,44.0,1,1,-0.8835883773660054,-0.8835883773660055
2016-02-12,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.7257015680322277,-0.5443157439313758,0.0,-0.3550868082123133,-1.1366458198326164,1,15.0,1,1,-0.8286898953578121,-0.8286898953578122
2016-02-13,air_1653a6c513865af3,0,0,1,0,0,0,0,0.06330872083017441,0.037416674890253084,0.0,-1.2342021069328368,0.021787736186545364,1,33.0,1,1,-0.6433764674025536,-0.6433764674025537
2016-02-14,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.7054705349844738,-0.6682915053195919,0.0,-1.2342021069328368,-0.6514898861151897,1,22.0,1,1,-1.1670235265576274,-1.1670235265576274
2016-02-15,air_1653a6c513865af3,0,1,0,0,0,0,0,-1.1303222289873056,-1.1069749686932793,0.0,-0.06204837530547225,-1.0475355462926808,1,26.0,1,1,-1.3443878530456363,-1.3443878530456361
2016-02-16,air_1653a6c513865af3,0,0,0,0,0,1,0,-1.2415929107499521,-1.2690971182009465,0.0,0.08447084114794845,-1.235657234876989,1,2.0,1,1,-1.1876415084883063,-1.1876415084883063
2016-02-17,air_1653a6c513865af3,0,0,0,0,0,0,1,-1.0291670637485362,-0.9829992073050633,0.0,-0.37950667762121676,-0.8693149992128099,1,7.0,1,1,-1.022697653042875,-1.022697653042875
2016-02-18,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.9077808654620128,-0.8971698340362985,0.0,0.5484483599171135,-1.0673378293015554,1,17.0,1,1,-1.032137211035234,-1.032137211035234
2016-02-19,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.5840843366979503,-0.2772910270952183,0.0,1.1345252257307956,-0.7207978766462506,1,38.0,1,1,-0.7206317972873866,-0.7206317972873867
2016-02-20,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.46269813841142693,-0.41080338551329715,0.0,0.4996086210993066,-0.344554499477634,1,50.0,1,1,-0.7539186596814947,-0.7539186596814947
2016-02-21,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.7863946671754893,-1.0116089983946517,0.0,-1.2342021069328368,-0.5227750465575051,1,6.0,1,1,-1.1138639104953951,-1.1138639104953951
2016-02-22,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.9077808654620128,-0.8876332370064356,0.0,0.23099005760136895,-1.0079309802749317,1,33.0,1,1,-1.331718972582207,-1.331718972582207
2016-02-23,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.9077808654620128,-0.5252425498716504,0.0,0.1577304493746587,-1.0871401123104298,1,30.0,1,1,-1.120570964858387,-1.120570964858387
2016-02-24,air_1653a6c513865af3,0,0,0,0,0,0,1,-1.5450584064662607,-1.5075120439475158,0.0,0.8170669234150513,-1.6416040365589175,1,34.0,1,1,-1.0775961350510683,-1.0775961350510683
2016-02-25,air_1653a6c513865af3,0,0,0,0,1,0,0,-1.484365307322999,-1.1451213568127305,0.0,0.03563110233014156,-1.7901211591254766,1,46.0,1,1,-0.9757482725019315,-0.9757482725019316
2016-02-26,air_1653a6c513865af3,1,0,0,0,0,0,0,-1.3124015264170907,-1.3549264914697112,0.0,0.25540992701027226,-1.2554595178858639,1,30.0,1,1,-0.5753122860892281,-0.5753122860892281
2016-02-27,air_1653a6c513865af3,0,0,1,0,0,0,0,-1.3225170429409678,-1.0116089983946517,0.0,0.3286695352369827,-1.5029880554967958,1,36.0,1,1,-0.41111365890635154,-0.41111365890635165
2016-02-28,air_1653a6c513865af3,0,0,0,1,0,0,0,-1.2820549768454599,-1.2690971182009465,0.0,1.0368457480951823,-1.403976640452423,1,37.0,1,1,-0.9809648703398142,-0.9809648703398142
2016-02-29,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.9077808654620128,-0.954389416215475,0.0,-1.2342021069328368,-1.0673378293015554,1,36.0,1,1,-1.285018001462115,-1.285018001462115
2016-03-01,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.9583584480813976,-0.9257796251258866,0.0,-1.2097822375239333,-0.8495127162039352,1,9.0,1,1,-1.1784503599167988,-1.1784503599167988
2016-03-02,air_1653a6c513865af3,0,0,0,0,0,0,1,-1.1100911959395519,-1.1546579538425932,0.0,-0.15972785294108582,-0.9188207067349962,1,9.0,1,1,-1.0515131458616553,-1.0515131458616553
2016-03-03,air_1653a6c513865af3,0,0,0,0,1,0,0,-1.2618239437977061,-1.2214141330516326,0.0,0.3775092740547894,-1.3841743574435483,1,12.0,1,1,-1.0679081676378577,-1.0679081676378577
2016-03-04,air_1653a6c513865af3,1,0,0,0,0,0,0,-1.1707842950828136,-1.0211455954245143,0.0,0.8414867928239547,-1.3841743574435483,1,23.0,1,1,-0.7034915472486295,-0.7034915472486295
2016-03-05,air_1653a6c513865af3,0,0,1,0,0,0,0,-1.0291670637485362,-0.9639260132453378,0.0,1.2322047033664094,-1.0772389708059926,1,42.0,1,1,-0.4853880757409659,-0.485388075740966
2016-03-06,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.5537377871263195,-0.372656997393846,0.0,-1.1121027598883195,-1.0475355462926808,1,42.0,1,1,-1.1054179901864423,-1.1054179901864423
2016-03-08,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.24015677488613404,-0.2105348478861789,0.0,-0.2574073305766996,-0.2455430844332612,1,22.0,1,1,-1.0589654284872019,-1.0589654284872019
2016-03-09,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.5941998532218273,-0.582462132050827,0.0,0.9147464010506651,-0.5722807540796915,1,37.0,1,1,-1.104424352503036,-1.104424352503036
2016-03-10,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.7762791506516125,-0.6969012964091802,0.0,1.37872391981983,-0.8198092916906234,1,20.0,1,1,-0.9864298775985484,-0.9864298775985484
2016-03-11,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.8369722497948742,-0.5919987290806897,0.0,0.3775092740547894,-0.8693149992128099,1,39.0,1,1,-0.6548033007617251,-0.6548033007617251
2016-03-12,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.857203282842628,-0.8018038637376708,0.0,1.1101053563218923,-0.8297104331950607,1,37.0,1,1,-0.46874464454391185,-0.46874464454391196
2016-03-13,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.654892952365089,-0.4775595647223365,0.0,1.500823266864347,-0.908919565230559,1,39.0,1,1,-1.0562329248578348,-1.0562329248578348
2016-03-14,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.3716584896965344,-0.3535838033341205,0.0,1.1101053563218923,-0.275246508946573,1,28.0,1,1,-1.280546631886787,-1.280546631886787
2016-03-15,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.654892952365089,-0.8113404607675335,0.0,0.7193874457794375,-0.4336647730175695,1,39.0,1,1,-1.0112708196837037,-1.0112708196837037
2016-03-16,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.21992574183838018,0.0755630630097042,0.0,1.30546431159312,-0.6217864616018778,1,38.0,1,1,-0.923830703543957,-0.923830703543957
2016-03-17,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.20981022531450322,-0.13424207164727675,0.0,1.0368457480951823,-0.15643281089332567,1,59.0,1,1,-0.8773781418447165,-0.8773781418447166
2016-03-18,air_1653a6c513865af3,1,0,0,0,0,0,0,0.01273113821078966,0.2853681976666851,0.0,-0.452766285847927,-0.2356419429288239,1,29.0,1,1,-0.5097321989844181,-0.5097321989844182
2016-03-19,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.05807747745634892,0.20907542142778301,0.0,-1.2342021069328368,-0.31485107496432213,1,86.0,1,1,-0.49259194894566094,-0.49259194894566105
2016-03-20,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.654892952365089,-0.7827306696779451,1.0,0.3286695352369827,-0.4138624900086949,1,36.0,1,1,-0.7005106341984109,-0.7005106341984109
2016-03-21,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.6245464027934582,-0.6301451172001409,1.0,0.6217079681438237,-0.5623796125752542,1,27.0,1,1,-1.136717577213738,-1.136717577213738
2016-03-22,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.4020050392681653,-0.17238845976672787,0.0,0.47518875169040325,-0.42376363151313223,1,24.0,1,1,-1.0072962689500788,-1.0072962689500788
2016-03-23,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.5233912375546887,-0.5919987290806897,0.0,-0.42834641643902366,-0.4435659145220067,1,35.0,1,1,-0.9081809100303091,-0.9081809100303092
2016-03-24,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.6751239854128429,-0.7922672667078079,0.0,-1.2097822375239333,-0.4435659145220067,1,2.0,1,1,-0.9665571239304241,-0.9665571239304241
2016-03-25,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.7155860515083508,-0.706437893439043,0.0,0.40192914346369296,-0.5821818955841287,1,39.0,1,1,-0.3743490646203217,-0.3743490646203218
2016-03-26,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.7257015680322277,-0.7922672667078079,0.0,0.1088907105568518,-0.6910944521329387,1,42.0,1,1,-0.3800624812999074,-0.38006248129990755
2016-03-27,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.11877057659961068,-0.04841269837851188,0.0,1.5985027444999609,-0.5326761880619423,1,45.0,1,1,-0.9273084354358787,-0.9273084354358787
2016-03-29,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.3615429731726575,-0.3631204003639833,0.0,1.5985027444999609,-0.47326933903531865,1,26.0,1,1,-0.7727977756662128,-0.7727977756662128
2016-03-30,air_1653a6c513865af3,0,0,0,0,0,0,1,0.053193204306297495,0.11370945112915531,0.0,0.6217079681438237,0.10099686822204358,1,44.0,1,1,-0.8565117504931861,-0.8565117504931862
2016-03-31,air_1653a6c513865af3,0,0,0,0,1,0,0,-0.1491171261712415,-0.2868276241250811,0.0,0.4996086210993066,-0.097025961866702,1,20.0,1,1,-0.8214860221531172,-0.8214860221531172
2016-04-01,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.4728136549353039,-0.5538523409612387,0.0,-0.5748656328924442,-0.21583965991994933,1,37.0,1,1,-0.6185355253173983,-0.6185355253173984
2016-04-02,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.21992574183838018,0.037416674890253084,0.0,1.427563658637637,-0.2356419429288239,1,46.0,1,1,-0.6354273659353039,-0.635427365935304
2016-04-03,air_1653a6c513865af3,0,0,0,1,0,0,0,0.12400181997343616,0.3044413917264107,0.0,-1.2097822375239333,-0.017816829831203765,1,32.0,1,1,-1.1501316859397217,-1.1501316859397217
2016-04-06,air_1653a6c513865af3,0,0,0,0,0,0,1,0.053193204306297495,0.09463625706942967,0.0,1.720602091544478,-0.03761911284007832,1,24.0,1,1,-0.9941305696449465,-0.9941305696449465
2016-04-07,air_1653a6c513865af3,0,0,0,0,1,0,0,0.4476983487374986,0.6477588848014704,0.0,0.7438073151883409,0.35842654733741286,1,9.0,1,1,-1.1079020843949579,-1.1079020843949579
2016-04-08,air_1653a6c513865af3,1,0,0,0,0,0,0,0.2656190513077134,0.4188805560847639,0.0,-0.6969649799369613,0.29901969831078923,1,50.0,1,1,-0.5594140831547287,-0.5594140831547288
2016-04-09,air_1653a6c513865af3,0,0,1,0,0,0,0,0.06330872083017441,0.19953882439792012,0.0,-0.03762850589656869,0.011886594682108077,1,43.0,1,1,-0.46874464454391185,-0.46874464454391196
2016-04-10,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.15923264269511847,-0.10563228055768846,0.0,1.427563658637637,-0.15643281089332567,1,35.0,1,1,-1.0380990371356713,-1.0380990371356713
2016-04-11,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.43235158883979613,-0.42987657957302267,0.0,-0.06204837530547225,-0.2356419429288239,1,28.0,1,1,-1.2825339072535995,-1.2825339072535995
2016-04-12,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.23004125836225708,-0.1819250567965906,0.0,1.1589450951396993,-0.22574080142438663,1,50.0,1,1,-1.1220614213834963,-1.1220614213834963
2016-04-13,air_1653a6c513865af3,0,0,0,0,0,0,1,0.18469491911669783,0.16139243627846916,0.0,-1.0632630210705127,0.10099686822204358,1,36.0,1,1,-1.035614942927156,-1.035614942927156
2016-04-14,air_1653a6c513865af3,0,0,0,0,1,0,0,0.01273113821078966,0.1709290333083319,0.0,-0.8434841963903819,0.0910957267176063,1,16.0,1,1,-1.0030733087956023,-1.0030733087956023
2016-04-15,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.3918895227442883,-0.5061693558119248,0.0,-1.2342021069328368,-0.1762350939022002,1,40.0,1,1,-0.5867391194483995,-0.5867391194483996
2016-04-16,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.10865506007573372,0.06602646597984146,0.0,1.2077848339575061,-0.07722367885782744,1,35.0,1,1,-0.3748458834620248,-0.3748458834620249
2016-04-17,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.04796196093247201,-0.1151688775875512,0.0,-1.2342021069328368,0.12079915123091815,1,33.0,1,1,-1.0741184031591466,-1.0741184031591466
2016-04-18,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.38177400622041135,-0.372656997393846,0.0,-1.2342021069328368,-0.19603737691107478,1,26.0,1,1,-1.3704708422350493,-1.3704708422350493
2016-04-21,air_1653a6c513865af3,0,0,0,0,1,0,0,0.5994310965956529,1.1150521392647461,0.0,1.5740828750910576,0.5168448114084093,1,23.0,1,1,-1.032137211035234,-1.032137211035234
2016-04-22,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.16934815921899543,-0.08655908649796291,0.0,0.25540992701027226,-0.12672938638001383,1,34.0,1,1,-0.5415286048534169,-0.541528604853417
2016-04-23,air_1653a6c513865af3,0,0,1,0,0,0,0,0.07342423735405142,0.23768521251737124,0.0,-0.013208636487665345,-0.12672938638001383,1,25.0,1,1,-0.44589097782556897,-0.4458909778255691
2016-04-24,air_1653a6c513865af3,0,0,0,1,0,0,0,0.022846654734666665,0.02788007786039035,0.0,0.03563110233014156,0.08119458521316905,1,25.0,1,1,-1.0530036023867646,-1.0530036023867646
2016-04-25,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.250272291410011,-0.33451060927439497,0.0,-1.1609424987061265,-0.08712482036226471,1,26.0,1,1,-1.2358329361335076,-1.2358329361335076
2016-04-26,air_1653a6c513865af3,0,0,0,0,0,1,0,-0.28061884098164186,-0.3917301914535716,0.0,-1.0388431516616095,-0.047520254344515594,1,33.0,1,1,-0.963824620301057,-0.9638246203010571
2016-04-27,air_1653a6c513865af3,0,0,0,0,0,0,1,-0.13900160964736455,-0.2677544300653556,0.0,0.7193874457794375,-0.06732253735339017,1,2.0,1,1,-0.9446970948954875,-0.9446970948954875
2016-04-28,air_1653a6c513865af3,0,0,0,0,1,0,0,0.2453880182599596,0.4665635412340777,0.0,0.792647054006148,0.21981056627529094,1,45.0,1,1,-0.7067208697196996,-0.7067208697196997
2016-04-29,air_1653a6c513865af3,1,0,0,0,0,0,0,-0.4424671053636731,-0.40126678848343433,1.0,-1.2342021069328368,-0.20593851841551208,1,30.0,1,1,-0.5365604164363859,-0.536560416436386
2016-04-30,air_1653a6c513865af3,0,0,1,0,0,0,0,-0.3210809070771497,-0.42987657957302267,0.0,0.13331057996575513,-0.1861362354066375,1,31.0,1,1,-0.5800320650854076,-0.5800320650854077
2016-05-01,air_1653a6c513865af3,0,0,0,1,0,0,0,-0.1491171261712415,-0.22960804194590445,0.0,0.5972880987349204,-0.03761911284007832,1,42.0,1,1,-0.856014931651483,-0.856014931651483
2016-05-02,air_1653a6c513865af3,0,1,0,0,0,0,0,-0.017615411360841174,-0.08655908649796291,0.0,1.5740828750910576,-0.15643281089332567,1,41.0,1,1,-0.9933853413823919,-0.9933853413823919
2016-05-03,air_1653a6c513865af3,0,0,0,0,0,1,0,1.0242827905984848,1.2962474828321386,1.0,0.9880060092773751,0.5168448114084093,1,38.0,1,1,-0.7121858769784338,-0.7121858769784338
2016-05-04,air_1653a6c513865af3,0,0,0,0,0,0,1,1.0748603732178694,0.9720031838168046,1.0,-1.2342021069328368,0.7742744905237785,1,36.0,1,1,-0.7680779966700332,-0.7680779966700333
2016-05-05,air_1653a6c513865af3,0,0,0,0,1,0,0,0.7107017783582993,1.038759363025844,1.0,-0.5504457634835408,0.5168448114084093,1,46.0,1,1,-0.9573659753589167,-0.9573659753589167
2016-05-06,air_1653a6c513865af3,1,0,0,0,0,0,0,0.21504146868832866,0.16139243627846916,0.0,0.6705477069616306,0.35842654733741286,1,11.0,1,1,-1.1096409503409186,-1.1096409503409186
2016-05-07,air_1653a6c513865af3,0,0,1,0,0,0,0,0.6500086792150376,0.8766372135181769,0.0,-0.5748656328924442,0.506943669903972,1,30.0,1,1,-0.6883385725766847,-0.6883385725766847
2016-05-08,air_1653a6c513865af3,0,0,0,1,0,0,0,0.5488535139762681,0.5142465263833916,0.0,0.4263490128725963,0.506943669903972,1,31.0,1,1,-1.0246849284096875,-1.0246849284096875
2016-05-09,air_1653a6c513865af3,0,1,0,0,0,0,0,0.5185069644046372,0.8575640194584515,0.0,1.7938616997711885,0.3881299718507247,1,5.0,1,1,-1.4474777626990307,-1.4474777626990307
2016-05-10,air_1653a6c513865af3,0,0,0,0,0,1,0,0.4578138652613755,0.6096124966820193,0.0,1.4031437892287337,0.35842654733741286,1,19.0,1,1,-1.2870052768289275,-1.2870052768289275
2016-05-11,air_1653a6c513865af3,0,0,0,0,0,0,1,0.3161966339270982,0.18046563033819463,0.0,-1.2342021069328368,0.4079322548595993,1,23.0,1,1,-1.0992077546651535,-1.0992077546651535
2016-05-12,air_1653a6c513865af3,0,0,0,0,1,0,0,0.2453880182599596,0.1041728540992924,0.0,-0.5504457634835408,0.35842654733741286,1,24.0,1,1,-0.9802196420772595,-0.9802196420772595
2016-05-13,air_1653a6c513865af3,1,0,0,0,0,0,0,0.8422034931686997,1.7253943491759636,0.0,1.8182815691800918,0.3188219813196637,1,34.0,1,1,-0.6274782644680542,-0.6274782644680543
2016-05-14,air_1653a6c513865af3,0,0,1,0,0,0,0,0.7208172948821762,0.8003444372792747,0.0,1.8915411774068023,0.5465482359217212,1,41.0,1,1,-0.46874464454391185,-0.46874464454391196
2016-05-15,air_1653a6c513865af3,0,0,0,1,0,0,0,0.9332431418835921,1.0959789452050208,0.0,0.9880060092773751,0.5168448114084093,1,28.0,1,1,-1.0763540879468105,-1.0763540879468105
2016-05-16,air_1653a6c513865af3,0,1,0,0,0,0,0,0.6398931626911607,0.619149093711882,0.0,1.3543040504109265,0.5861528019394703,1,49.0,1,1,-1.3871142734321034,-1.3871142734321034
2016-05-17,air_1653a6c513865af3,0,0,0,0,0,1,0,0.963589691455223,0.7908078402494118,0.0,-0.6481252411191545,1.0119018866302731,1,4.0,1,1,-1.2169538201487895,-1.2169538201487895
2016-05-18,air_1653a6c513865af3,0,0,0,0,0,0,1,0.8523190096925766,0.8766372135181769,0.0,1.6229226139088642,0.8336813395504024,1,9.0,1,1,-1.0164874175215863,-1.0164874175215863
