visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Tōkyō-to Minato-ku Akasaka,total_area_visitors,total_genre_visitors
2016-07-25,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.0002360900896121,0.8658668914200421,0.0,-1.146880672683179,0.9492241527123401,1,1.0,1,1,-1.1276859145221918,-1.1276859145221918
2016-07-26,air_d6b3e67261f07646,0,0,0,0,0,1,0,0.8965796346031257,0.8081424319920394,0.0,-1.3335173956146193,0.9821385957304848,1,2.0,1,1,-0.4090970842952808,-0.40909708429528086
2016-07-27,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.9772013222037262,0.796597540106439,0.0,-1.2801926176342078,1.091853405790968,1,12.0,1,1,-0.2091002955647771,-0.20910029556477722
2016-07-28,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.2075490010625851,1.2353034317592606,0.0,0.026264442885874272,1.1905967348454032,1,3.0,1,1,0.012258949420550154,0.012258949420550027
2016-07-29,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.2881706886631856,1.3853870262720676,0.0,1.7059949492688367,1.1467108108212096,1,8.0,1,1,1.1916138619713288,1.1916138619713283
2016-07-30,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.2881706886631856,1.4431114857000702,0.0,1.5193582263373966,1.0589389627728234,1,2.0,1,1,1.3080024167389883,1.3080024167389879
2016-08-02,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.1384446974049272,1.0390402697040506,0.0,-0.9069191717713271,1.1028248867970165,1,6.0,1,1,-0.8315580726449819,-0.8315580726449819
2016-08-03,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.2421011528914139,1.3392074587296654,0.0,-0.2670218360063892,1.2015682158514511,1,12.0,1,1,-0.3877346280404572,-0.3877346280404573
2016-08-04,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.3918271441496723,1.4546563775856711,0.0,0.9061232795626641,1.3112830259119344,1,21.0,1,1,-0.26213811799054604,-0.26213811799054615
2016-08-05,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.4609314478073296,1.500835945128073,0.0,1.5193582263373966,1.3332259879240314,1,4.0,1,1,0.7798341017490394,0.7798341017490391
2016-08-06,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.5070009835791016,1.593195080212878,0.0,0.9861104465332816,1.4648837599966111,1,7.0,1,1,0.539690627987919,0.5396906279879188
2016-08-08,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.4378966799214439,1.4777461613568725,0.0,-0.1337098910553604,1.4100263549663696,1,2.0,1,1,-1.1630444628060377,-1.1630444628060377
2016-08-09,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.8294877339815037,1.9972662962088978,0.0,0.799473723601841,1.4539122789905627,1,3.0,1,1,-0.33801166951629885,-0.3380116695162989
2016-08-10,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.5070009835791016,1.5701052964416766,0.0,-0.05372272408474294,1.4868267220087077,1,10.0,1,1,0.6575524556007388,0.6575524556007386
2016-08-11,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.2996880726061286,1.350752350615266,1.0,-0.05372272408474294,1.399054873960321,1,7.0,1,1,0.34963843096224695,0.3496384309622468
2016-08-12,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.2305837689484709,1.3276625668440647,0.0,0.10625160985649149,1.2893400638998378,1,5.0,1,1,-0.07945228519067529,-0.0794522851906754
2016-08-13,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.2075490010625851,1.3161176749584644,1.0,0.5595122226899893,1.1905967348454032,1,4.0,1,1,0.08518595525598244,0.0851859552559823
2016-08-15,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.219066385005528,1.2006687561024587,1.0,-1.1735430616733846,1.3112830259119344,1,11.0,1,1,-1.4643287596413084,-1.4643287596413084
2016-08-16,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.2536185368343566,1.4662012694712718,0.0,-0.8002696158105042,1.2344826588695963,1,5.0,1,1,-1.3475718866623587,-1.3475718866623587
2016-08-17,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.4609314478073296,1.604739972098478,0.0,1.3060591144157505,1.157682291827258,1,5.0,1,1,-0.8492373467869049,-0.8492373467869049
2016-08-18,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.2536185368343566,1.2930278911872632,0.0,-1.0668935057125617,1.399054873960321,1,12.0,1,1,-0.5759452340096789,-0.5759452340096789
2016-08-19,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.3342402244349576,1.3738421343864669,0.0,0.47952505571937215,1.3771119119482245,1,3.0,1,1,0.7433705988313233,0.7433705988313231
2016-08-20,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.1154099295190414,1.1083096210176542,0.0,-0.9335815607615329,1.2783685828937899,1,3.0,1,1,0.6269820440636636,0.6269820440636634
2016-08-23,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.2421011528914139,1.1544891885600563,0.0,-0.9069191717713271,1.2893400638998378,1,4.0,1,1,-0.6400326027741496,-0.6400326027741496
2016-08-24,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.2075490010625851,1.2468483236448609,0.0,-0.8535943937909157,1.2125396968574997,1,3.0,1,1,-0.45182199680492796,-0.451821996804928
2016-08-25,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.3803097602067291,1.4200217019288697,0.0,1.8126445052296598,1.2125396968574997,1,18.0,1,1,-0.3236472592759864,-0.3236472592759865
2016-08-26,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.4148619120355581,1.4315665938144695,0.0,1.3593838923961616,1.2673971018877412,1,9.0,1,1,1.0383934860746629,1.0383934860746626
2016-08-27,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.9541665543178405,0.7619628644496372,0.0,-1.360179784604825,1.0040815577425817,1,7.0,1,1,1.1006392637826834,1.1006392637826832
2016-08-29,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.1038925455760988,1.1198545129032549,0.0,-0.6669576708594753,1.0589389627728234,1,6.0,1,1,-1.449596031189706,-1.4495960311897058
2016-08-30,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.046305625861384,0.8889566751912437,0.0,-1.2002054506635906,1.1028248867970165,1,8.0,1,1,-0.666183195775744,-0.6661831957757441
2016-08-31,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.2421011528914139,1.2353034317592606,0.0,1.6526701712884255,1.1028248867970165,1,7.0,1,1,-0.24151229815830258,-0.24151229815830266
2016-09-01,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.2651359207772996,1.3969319181576683,0.0,1.332721503405956,1.0479674817667748,1,2.0,1,1,-0.630456329280608,-0.6304563292806081
2016-09-02,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.2305837689484709,1.0852198372464532,0.0,-0.05372272408474294,1.157682291827258,1,6.0,1,1,0.5595798113975823,0.5595798113975821
2016-09-05,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.4263792959785007,1.4546563775856711,0.0,1.1994095584549274,1.355168949936128,1,2.0,1,1,-1.3597263876349308,-1.3597263876349308
2016-09-06,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.4724488317502726,1.3853870262720676,0.0,1.1994095584549274,1.4758552410026593,1,11.0,1,1,-0.666183195775744,-0.6661831957757441
2016-09-07,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.2766533047202429,1.1429442966744559,0.0,-0.7469448378300927,1.4209978359724176,1,2.0,1,1,-0.5707887790516181,-0.5707887790516181
2016-09-08,air_d6b3e67261f07646,0,0,0,0,1,0,0,1.196031617119642,1.1544891885600563,0.0,-1.0135687277321503,1.3441974689300795,1,19.0,1,1,-0.4253030855920435,-0.42530308559204355
2016-09-09,air_d6b3e67261f07646,1,0,0,0,0,0,0,1.2651359207772996,1.3969319181576683,0.0,0.05292683187607993,1.113796367803065,1,8.0,1,1,0.872650290994135,0.8726502909941347
2016-09-10,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.219066385005528,1.2468483236448609,0.0,-0.2670218360063892,1.1905967348454032,1,9.0,1,1,1.3742996947711994,1.3742996947711992
2016-09-12,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.0002360900896121,0.8427771076488412,0.0,-1.2801926176342078,1.1028248867970165,1,3.0,1,1,-1.3387322495913974,-1.3387322495913971
2016-09-13,air_d6b3e67261f07646,0,0,0,0,0,1,0,0.7583710272878106,0.4040712159960197,0.0,-1.360179784604825,0.9821385957304848,1,4.0,1,1,-0.8282432087433713,-0.8282432087433713
2016-09-14,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.8159579470025252,0.7157832969072352,0.0,-1.2801926176342078,0.8943667476820986,1,9.0,1,1,-0.43893085940977583,-0.4389308594097759
2016-09-15,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.9311317864319547,0.6926935131360338,0.0,-1.3335173956146193,1.0699104437788713,1,7.0,1,1,-0.11886233379871193,-0.11886233379871203
2016-09-16,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.792923179116639,0.4617956754240225,0.0,-1.360179784604825,1.0369960007607264,1,10.0,1,1,0.8056163765393437,0.8056163765393435
2016-09-17,air_d6b3e67261f07646,0,0,1,0,0,0,0,1.0693403937472699,1.0390402697040506,0.0,0.05292683187607993,1.0040815577425817,1,8.0,1,1,1.2612260039051504,1.2612260039051502
2016-09-19,air_d6b3e67261f07646,0,1,0,0,0,0,0,0.6086450360295522,0.2886222971400141,1.0,-1.360179784604825,0.7407660135974218,1,5.0,1,1,-1.3416787952817177,-1.3416787952817177
2016-09-21,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.4704364287142371,0.3232569727968158,0.0,-1.3335173956146193,0.5652223175006489,1,7.0,1,1,0.30507192739614947,0.3050719273961493
2016-09-22,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.3898147411136362,0.05772445942800281,1.0,-1.360179784604825,0.6200797225308905,1,4.0,1,1,-0.35127112512274106,-0.3512711251227411
2016-09-23,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.5510581163148376,0.19626316205520988,0.0,-1.360179784604825,0.7627089756095183,1,4.0,1,1,0.12312273101885882,0.12312273101885868
2016-09-24,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.666231955744267,0.4040712159960197,0.0,-1.360179784604825,0.9163097096941951,1,7.0,1,1,1.038025167863373,1.0380251678633725
2016-09-26,air_d6b3e67261f07646,0,1,0,0,0,0,0,1.0808577776902126,1.1198545129032549,0.0,-0.5336457259084466,1.0369960007607264,1,6.0,1,1,-1.1136898224931695,-1.1136898224931693
2016-09-27,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.1038925455760988,1.0852198372464532,0.0,-0.7469448378300927,1.1357393298151615,1,5.0,1,1,-0.4989667278500559,-0.49896672785005597
2016-09-28,air_d6b3e67261f07646,0,0,0,0,0,0,1,1.2075490010625851,1.1775789723312577,0.0,-0.8002696158105042,1.2673971018877412,1,14.0,1,1,-0.3855247187727168,-0.3855247187727169
2016-09-29,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.9887187061466693,0.8658668914200421,0.0,-1.1735430616733846,1.0150530387486298,1,47.0,1,1,-0.2658213001034467,-0.26582130010344673
2016-09-30,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.620162419972495,0.4964303510808243,0.0,-0.7202824488398869,0.6968800895732287,1,5.0,1,1,1.1054274005294542,1.105427400529454
2016-10-01,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.42436689294246505,0.16162848639840813,0.0,-1.360179784604825,0.5652223175006489,1,5.0,1,1,1.1389443577568499,1.1389443577568494
2016-10-02,air_d6b3e67261f07646,0,0,0,1,0,0,0,0.8159579470025252,0.8312322157632408,0.0,1.0660976135038986,0.6749371275611321,1,2.0,1,1,-0.4886538179339342,-0.48865381793393425
2016-10-03,air_d6b3e67261f07646,0,1,0,0,0,0,0,0.7698884112307532,0.7042384050216345,0.0,-1.360179784604825,0.839509342651857,1,10.0,1,1,-1.5545667214073737,-1.5545667214073735
2016-10-04,air_d6b3e67261f07646,0,0,0,0,0,1,0,1.0232708579754979,1.3392074587296654,0.0,0.2928883327879318,0.7956234186276634,1,8.0,1,1,-0.7247457913708639,-0.7247457913708639
2016-10-05,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.9196144024890116,0.6926935131360338,0.0,-1.1735430616733846,0.9931100767365333,1,6.0,1,1,-0.8919622592965522,-0.891962259296552
2016-10-07,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.620162419972495,0.5195201348520253,0.0,0.1862387768271087,0.7188230515853252,1,2.0,1,1,0.7286378703797207,0.7286378703797205
2016-10-08,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.5971276520866091,0.5656997023944278,0.0,-1.3068550066244133,0.6310512035369386,1,4.0,1,1,0.9761477083666424,0.9761477083666421
2016-10-10,air_d6b3e67261f07646,0,1,0,0,0,0,0,0.2746409016842068,-0.09235913508480417,1.0,-1.360179784604825,0.5432793554885519,1,2.0,1,1,-0.8216134809401503,-0.8216134809401502
2016-10-12,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.21705398196949208,0.3232569727968158,0.0,0.8261361125920467,0.13733455826476412,1,7.0,1,1,-0.5092796377661777,-0.5092796377661777
2016-10-13,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.05581060676829108,-0.2539876214832123,0.0,-1.360179784604825,0.31287825436153743,1,9.0,1,1,-0.475762680538782,-0.47576268053878207
2016-10-14,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.047845848718195416,-0.10390402697040489,0.0,-0.2936842249965948,0.01664826719823263,1,2.0,1,1,0.8825948826989667,0.8825948826989665
2016-10-15,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.07884537465417688,0.265532513368813,0.0,1.5193582263373966,-0.07112358085015383,1,16.0,1,1,1.3382045100647735,1.338204510064773
2016-10-17,air_d6b3e67261f07646,0,1,0,0,0,0,0,0.1709844461977205,-0.10390402697040489,0.0,-1.360179784604825,0.35676417838573055,1,1.0,1,1,-1.4227088017655314,-1.4227088017655314
2016-10-18,air_d6b3e67261f07646,0,0,0,0,0,1,0,0.5625755002577802,0.6811486212504334,0.0,0.2129011658173146,0.46647898844621377,1,7.0,1,1,-0.6374543752951193,-0.6374543752951193
2016-10-19,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.5510581163148376,0.4040712159960197,0.0,-0.8535943937909157,0.6529941655490351,1,6.0,1,1,-0.5033865463855367,-0.5033865463855367
2016-10-20,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.6777493396872096,0.8427771076488412,0.0,1.3060591144157505,0.4993934314643588,1,7.0,1,1,-0.28755207456956033,-0.2875520745695604
2016-10-21,air_d6b3e67261f07646,1,0,0,0,0,0,0,0.251606133798321,0.11544891885600563,0.0,-0.05372272408474294,0.3238497353675857,1,7.0,1,1,0.9054306117989506,0.9054306117989502
2016-10-22,air_d6b3e67261f07646,0,0,1,0,0,0,0,0.07884537465417688,-0.24244272959761157,0.0,-1.3335173956146193,0.24704936832524732,1,12.0,1,1,1.4413336092259907,1.4413336092259905
2016-10-24,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.1284675363187959,-0.15008359451280698,0.0,1.2527343364353392,-0.06015209984410554,1,18.0,1,1,-1.259912152375324,-1.259912152375324
2016-10-25,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.2321239918052824,-0.3694365403392179,0.0,-0.7202824488398869,-0.2686102389590237,1,12.0,1,1,-0.6013591905886931,-0.6013591905886931
2016-10-26,air_d6b3e67261f07646,0,0,0,0,0,0,1,0.3552625892848077,0.6118792699368298,0.0,1.1994095584549274,0.01664826719823263,1,16.0,1,1,-0.2179399326357386,-0.2179399326357387
2016-10-27,air_d6b3e67261f07646,0,0,0,0,1,0,0,0.3437452053418646,0.3348018646824166,0.0,0.6661617786508123,0.08247715323452251,1,11.0,1,1,-0.20468047702929637,-0.20468047702929645
2016-10-28,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.4394369027782554,-0.6465139455936313,0.0,-1.360179784604825,-0.2576387579529754,1,9.0,1,1,0.8096678768635344,0.8096678768635341
2016-10-29,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.05936323266113831,0.046179567542402496,0.0,-1.360179784604825,-0.09306654286225058,1,11.0,1,1,1.6188629870678006,1.6188629870678002
2016-10-31,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.1975718399764535,-0.15008359451280698,0.0,-0.3203466139868006,-0.29055320097112025,1,12.0,1,1,-1.093800639083506,-1.093800639083506
2016-11-01,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.30122829546294,-0.4617956754240225,0.0,-0.48032094792803515,-0.0820950618562023,1,3.0,1,1,-0.8160887077707993,-0.8160887077707993
2016-11-02,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.5891628940365135,-0.9466811346192461,0.0,-1.360179784604825,-0.4222109730437002,1,12.0,1,1,0.3124382916219507,0.3124382916219505
2016-11-03,air_d6b3e67261f07646,0,0,0,0,1,0,0,-0.3588152151776547,-0.11544891885600563,1.0,1.1727471694647216,-0.44415393505579676,1,15.0,1,1,-0.14206638110998585,-0.14206638110998593
2016-11-04,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.2321239918052824,-0.18471827016960876,0.0,1.0927600024941042,-0.4331824540497485,1,6.0,1,1,-0.01610155284878462,-0.016101552848784742
2016-11-05,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.16301968814762482,-0.10390402697040489,0.0,0.45286266672916625,-0.1369524668864439,1,10.0,1,1,1.1573602683213529,1.1573602683213526
2016-11-08,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.7043367334659429,-0.7850526482208381,0.0,-0.8802567827811215,-0.6964979981949082,1,18.0,1,1,-1.152363234678626,-1.152363234678626
2016-11-09,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.6467498137512282,-0.6696037293648325,0.0,0.23956355480752026,-0.49901134008603837,1,16.0,1,1,-0.8525522106885155,-0.8525522106885154
2016-11-10,air_d6b3e67261f07646,0,0,0,0,1,0,0,-0.7388888852947718,-0.8543219995344414,0.0,-1.2268678396537962,-0.5319257831041835,1,27.0,1,1,-0.5950977809967621,-0.5950977809967621
2016-11-11,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.8079931889524294,-0.9582260265048466,0.0,-1.360179784604825,-0.7403839222191014,1,19.0,1,1,0.3268027018622631,0.32680270186226296
2016-11-12,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.27819352757705423,-0.18471827016960876,0.0,0.3195507217781375,-0.2686102389590237,1,4.0,1,1,1.6796354919306609,1.6796354919306604
2016-11-14,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.2666761436341113,-0.4271609997672207,0.0,-1.360179784604825,-0.10403802386829887,1,6.0,1,1,-1.4359682573719736,-1.4359682573719736
2016-11-15,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.08239800054702412,-0.12699381074160593,0.0,-0.9335815607615329,0.02761974820428091,1,9.0,1,1,-0.9490515820465117,-0.9490515820465116
2016-11-16,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.4048847509494265,-0.6465139455936313,0.0,-1.2002054506635906,-0.1918098719166855,1,6.0,1,1,-0.3836831277162665,-0.38368312771626656
2016-11-17,air_d6b3e67261f07646,0,0,0,0,1,0,0,-0.3933673670064836,-0.24244272959761157,0.0,0.799473723601841,-0.5099828210920868,1,21.0,1,1,-0.3354334420372684,-0.33543344203726844
2016-11-18,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.5430933582647417,-0.5426099186232264,0.0,1.0394352245136929,-0.6964979981949082,1,18.0,1,1,0.920531658461843,0.9205316584618428
2016-11-19,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.7158541174088858,-0.969770918390447,0.0,-1.360179784604825,-0.49901134008603837,1,26.0,1,1,1.412236470534076,1.4122364705340755
2016-11-21,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.3933673670064836,-0.658058837479232,0.0,-1.360179784604825,-0.2466672769469271,1,8.0,1,1,-1.3357857039010768,-1.3357857039010768
2016-11-22,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.2321239918052824,-0.12699381074160593,0.0,0.4262002777389606,-0.23569579594087864,1,26.0,1,1,0.5901502229346575,0.5901502229346572
2016-11-23,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.5315759743217988,-0.658058837479232,1.0,-1.3335173956146193,-0.4331824540497485,1,22.0,1,1,-0.2580866176663554,-0.25808661766635543
2016-11-24,air_d6b3e67261f07646,0,0,0,0,1,0,0,-1.5220709934148915,-1.3622972425008661,0.0,-1.360179784604825,-1.267015010509421,1,13.0,1,1,-1.1604662353270072,-1.1604662353270072
2016-11-25,air_d6b3e67261f07646,1,0,0,0,0,0,0,-1.1995842430124894,-1.1083096210176537,0.0,1.1194223914843104,-1.3328438965457108,1,18.0,1,1,0.7890420570312909,0.7890420570312907
2016-11-26,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.8886148765530298,-0.842777107648841,0.0,0.372875499758549,-1.0146709473703095,1,13.0,1,1,1.7227287226515982,1.7227287226515977
2016-11-28,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.5661281261506277,-0.7388730806784358,0.0,-0.48032094792803515,-0.3344391249953136,1,20.0,1,1,-1.2908508821236893,-1.2908508821236893
2016-11-29,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.6352324298082853,-0.704238405021634,0.0,0.15957638783690303,-0.5428972641102318,1,8.0,1,1,-0.6566069222822025,-0.6566069222822025
2016-11-30,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.8310279568383152,-0.9928607021616481,0.0,-0.05372272408474294,-0.8391272512735364,1,6.0,1,1,-0.4216199034791429,-0.42161990347914297
2016-12-01,air_d6b3e67261f07646,0,0,0,0,1,0,0,-0.692819349523,-0.4502507835384218,0.0,-0.5336457259084466,-0.7184409602070048,1,4.0,1,1,-0.5247490026403603,-0.5247490026403603
2016-12-02,air_d6b3e67261f07646,1,0,0,0,0,0,0,-0.5200585903788559,-0.5656997023944274,0.0,0.9061232795626641,-0.4112394920376519,1,22.0,1,1,1.0483380777794946,1.0483380777794944
2016-12-03,air_d6b3e67261f07646,0,0,1,0,0,0,0,-0.6006802779794564,-0.5195201348520251,0.0,0.4262002777389606,-0.7403839222191014,1,18.0,1,1,2.1643422579883826,2.164342257988382
2016-12-05,air_d6b3e67261f07646,0,1,0,0,0,0,0,-0.38184998306354073,-0.24244272959761157,0.0,0.6661617786508123,-0.4770683780739418,1,7.0,1,1,-1.2260268769366383,-1.2260268769366383
2016-12-06,air_d6b3e67261f07646,0,0,0,0,0,1,0,-0.6006802779794564,-0.38098143222481823,0.0,0.9061232795626641,-0.5977546691404733,1,17.0,1,1,-0.7520013390063285,-0.7520013390063285
2016-12-07,air_d6b3e67261f07646,0,0,0,0,0,0,1,-0.9807539480965735,-1.0621300534752516,0.0,-0.9602439497517387,-0.828155770267488,1,16.0,1,1,-0.22051816011476905,-0.22051816011476913
2016-12-08,air_d6b3e67261f07646,0,0,0,0,1,0,0,-0.8540627247242012,-0.7504179725640363,0.0,0.9327856685528698,-1.036613909382406,1,27.0,1,1,-0.056616556090691446,-0.05661655609069156
