visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Toshima-ku Mejiro,total_area_visitors,total_genre_visitors
2016-01-28,air_a563896da3777078,0,0,0,0,1,0,0,-0.9239627154103376,-0.7081962790912701,0.0,1.0137651972215669,-1.1128109086265785,1,32.0,1,1,-1.1174572492027128,-1.1174572492027128
2016-01-29,air_a563896da3777078,1,0,0,0,0,0,0,-1.2272998544507174,-1.4897159972811793,0.0,-1.3243441977781503,-1.052609177382701,1,38.0,1,1,-0.9757032295830405,-0.9757032295830406
2016-01-30,air_a563896da3777078,0,0,1,0,0,0,0,-1.4927198511110502,-1.8426603861411386,0.0,-1.3243441977781503,-1.1850529861192312,1,36.0,1,1,-0.6768090778938737,-0.6768090778938738
2016-01-31,air_a563896da3777078,0,0,0,1,0,0,0,-1.1388265222306067,-1.0611406679512294,0.0,-0.055795483469793204,-1.2091336786167821,1,45.0,1,1,-1.2269256558129225,-1.2269256558129225
2016-02-02,air_a563896da3777078,0,0,0,0,0,1,0,-1.1514655696906226,-1.124166451676222,0.0,0.789903659402445,-1.052609177382701,1,26.0,1,1,-1.3323583607969491,-1.3323583607969491
2016-02-03,air_a563896da3777078,0,0,0,0,0,0,1,-1.277856044290781,-1.3132438028512001,0.0,0.44167460057269975,-1.1850529861192312,1,24.0,1,1,-1.2582023434158394,-1.2582023434158396
2016-02-04,air_a563896da3777078,0,0,0,0,1,0,0,-1.2652169968307652,-1.2754283326162044,0.0,0.14319255014720417,-1.233214371114333,1,30.0,1,1,-1.220872103373648,-1.2208721033736483
2016-02-05,air_a563896da3777078,1,0,0,0,0,0,0,-0.9618798577903851,-0.7964323763062598,0.0,0.9142711804130682,-1.2934161023582105,1,21.0,1,1,-0.8500920164680995,-0.8500920164680995
2016-02-06,air_a563896da3777078,0,0,1,0,0,0,0,-1.0629922374705116,-1.22500770563621,0.0,-1.0756091557569036,-0.8358829449047426,1,39.0,1,1,-0.6288851210829525,-0.6288851210829525
2016-02-07,air_a563896da3777078,0,0,0,1,0,0,0,-1.277856044290781,-1.2880334893612029,0.0,0.8893976762109437,-1.1850529861192312,1,27.0,1,1,-1.2342403650103788,-1.2342403650103788
2016-02-09,air_a563896da3777078,0,0,0,0,0,1,0,-1.0756312849305276,-0.6199601818762805,0.0,0.8147771636045695,-1.2934161023582105,1,26.0,1,1,-1.2122962374180095,-1.2122962374180097
2016-02-10,air_a563896da3777078,0,0,0,0,0,0,1,-1.1514655696906226,-1.1115612949312232,0.0,1.13813271823219,-1.1730126398704557,1,33.0,1,1,-0.8912057267848372,-0.8912057267848372
2016-02-11,air_a563896da3777078,0,0,0,0,1,0,0,-1.1514655696906226,-1.0233251977162336,1.0,1.13813271823219,-1.1609722936216804,1,24.0,1,1,-0.9638483560561284,-0.9638483560561284
2016-02-12,air_a563896da3777078,1,0,0,0,0,0,0,-0.9997970001704326,-0.9729045707362394,0.0,-0.7273800969271587,-1.1850529861192312,1,27.0,1,1,-0.9081052273444778,-0.908105227344478
2016-02-13,air_a563896da3777078,0,0,1,0,0,0,0,-0.1403417728893561,0.27500594701861575,0.0,-0.18016300448041644,-0.3663094412024992,1,32.0,1,1,-0.7199406390237029,-0.7199406390237029
2016-02-14,air_a563896da3777078,0,0,0,1,0,0,0,0.4284153628113563,0.42626782795859813,0.0,-0.22991001288466556,0.4524341037142326,1,37.0,1,1,-1.2516443282732923,-1.2516443282732923
2016-02-16,air_a563896da3777078,0,0,0,0,0,1,0,-1.202021759530686,-1.2124025488912116,0.0,1.0137651972215669,-1.2211740248655576,1,35.0,1,1,-1.2725795304591159,-1.2725795304591159
2016-02-17,air_a563896da3777078,0,0,0,0,0,0,1,-1.1261874747705907,-0.7838272195612613,0.0,0.789903659402445,-1.2091336786167821,1,23.0,1,1,-1.1050979129725278,-1.105097912972528
2016-02-18,air_a563896da3777078,0,0,0,0,1,0,0,-1.1261874747705907,-1.124166451676222,0.0,0.3670540879663259,-1.233214371114333,1,32.0,1,1,-1.114682704334712,-1.114682704334712
2016-02-19,air_a563896da3777078,1,0,0,0,0,0,0,-0.6838208136700369,-0.39306736046630675,0.0,0.9888916930194424,-1.0766898698802518,1,31.0,1,1,-0.7983845893826318,-0.7983845893826319
2016-02-20,air_a563896da3777078,0,0,1,0,0,0,0,-0.898684620490306,-1.0611406679512294,0.0,-1.1751031725654024,-0.5830356736804577,1,33.0,1,1,-0.8321835905019132,-0.8321835905019132
2016-02-21,air_a563896da3777078,0,0,0,1,0,0,0,-0.7090989085900685,-0.49390861442629513,0.0,-0.3791510380974136,-0.6191567124267842,1,36.0,1,1,-1.1976668190230968,-1.1976668190230968
2016-02-23,air_a563896da3777078,0,0,0,0,0,1,0,-1.0629922374705116,-1.2124025488912116,0.0,-1.2994706935760256,-0.7756812136608652,1,27.0,1,1,-1.2044770655172803,-1.2044770655172805
2016-02-24,air_a563896da3777078,0,0,0,0,0,0,1,-1.1767436646106544,-1.502321154026178,0.0,-1.2994706935760256,-1.0646495236314766,1,28.0,1,1,-1.1608410416841783,-1.1608410416841783
2016-02-25,air_a563896da3777078,0,0,0,0,1,0,0,-1.429524613810971,-1.4140850568111882,0.0,-0.8268741137356572,-1.3174967948557614,1,37.0,1,1,-1.057426187513243,-1.0574261875132431
2016-02-26,air_a563896da3777078,1,0,0,0,0,0,0,-1.1767436646106544,-1.0359303544612322,0.0,1.287373743444938,-1.3536178336020879,1,45.0,1,1,-0.6508292486753217,-0.6508292486753218
2016-02-27,air_a563896da3777078,0,0,1,0,0,0,0,-0.9239627154103376,-0.8972736302662483,0.0,1.287373743444938,-1.0405688311339256,1,32.0,1,1,-0.484104325243643,-0.48410432524364305
2016-02-28,air_a563896da3777078,0,0,0,1,0,0,0,-0.8102112882701952,-0.5821447116412848,0.0,1.1132592140300657,-0.9201653686461708,1,32.0,1,1,-1.062723045897608,-1.062723045897608
2016-02-29,air_a563896da3777078,0,1,0,0,0,0,0,-0.8607674781102583,-0.6073550251312818,0.0,-0.8020006095335326,-0.7877215599096408,1,3.0,1,1,-1.3714542203005955,-1.3714542203005955
2016-03-01,air_a563896da3777078,0,0,0,0,0,1,0,-1.252577949370749,-1.174587078656216,0.0,1.3868677602534367,-1.1128109086265785,1,18.0,1,1,-1.263246970448568,-1.263246970448568
2016-03-02,air_a563896da3777078,0,0,0,0,0,0,1,-1.1135484273105751,-0.9098787870112467,0.0,0.8396506678066941,-1.233214371114333,1,44.0,1,1,-1.1343567497623535,-1.1343567497623535
2016-03-03,air_a563896da3777078,0,0,0,0,1,0,0,-0.747016050970116,-0.4056725172113055,0.0,1.361994256051312,-1.0887302161290273,1,23.0,1,1,-1.1510040189703576,-1.1510040189703576
2016-03-04,air_a563896da3777078,1,0,0,0,0,0,0,-0.595347481449926,-0.46869830093629794,0.0,1.0883857098279406,-0.691398789919437,1,33.0,1,1,-0.7809806261197183,-0.7809806261197184
2016-03-05,air_a563896da3777078,0,0,1,0,0,0,0,-0.5574303390698786,-0.4182776739563038,0.0,-0.6776330885229093,-0.4385515186951521,1,74.0,1,1,-0.5595214993829348,-0.5595214993829349
2016-03-06,air_a563896da3777078,0,0,0,1,0,0,0,-0.24145415256948283,-0.2922261065063184,0.0,-0.5532655675122861,-0.282027017461071,1,29.0,1,1,-1.1890909530674583,-1.1890909530674583
2016-03-08,air_a563896da3777078,0,0,0,0,0,1,0,0.08716108139092896,0.1489543795686304,0.0,0.6904096425939462,0.1634657937436213,1,19.0,1,1,-1.1419236903114462,-1.1419236903114462
2016-03-09,air_a563896da3777078,0,0,0,0,0,0,1,-0.8102112882701952,-0.5947498683862833,0.0,-1.3243441977781503,-0.9081250223973955,1,22.0,1,1,-1.1880820276609125,-1.1880820276609125
2016-03-10,air_a563896da3777078,0,0,0,0,1,0,0,-1.1388265222306067,-1.4014799000661897,0.0,-1.3243441977781503,-0.9322057148949464,1,37.0,1,1,-1.0682721356336093,-1.0682721356336096
2016-03-11,air_a563896da3777078,1,0,0,0,0,0,0,-1.3284122341308442,-1.7040036619461547,0.0,-1.3243441977781503,-1.0044477923875992,1,33.0,1,1,-0.7315432811989785,-0.7315432811989786
2016-03-12,air_a563896da3777078,0,0,1,0,0,0,0,-1.1767436646106544,-1.4140850568111882,0.0,-0.9761151389484052,-1.0164881386363747,1,61.0,1,1,-0.5426219988232942,-0.5426219988232942
2016-03-13,air_a563896da3777078,0,0,0,1,0,0,0,-1.0629922374705116,-1.3132438028512001,0.0,-1.2994706935760256,-0.8960846761486199,1,36.0,1,1,-1.1391491454434455,-1.1391491454434457
2016-03-15,air_a563896da3777078,0,0,0,0,0,1,0,-0.8860455730302902,-0.6955911223462717,0.0,1.51123528126406,-0.8840443298998445,1,26.0,1,1,-1.093495270797252,-1.0934952707972523
2016-03-16,air_a563896da3777078,0,0,0,0,0,0,1,-0.8102112882701952,-0.7208014358362687,0.0,-0.7273800969271587,-1.0164881386363747,1,35.0,1,1,-1.0047098350212296,-1.0047098350212298
2016-03-17,air_a563896da3777078,0,0,0,0,1,0,0,-0.2540932000294986,0.09853375258863598,0.0,1.51123528126406,-0.5950760199292332,1,19.0,1,1,-0.9575425722652177,-0.9575425722652178
2016-03-18,air_a563896da3777078,1,0,0,0,0,0,0,-0.03922939320922935,0.22458532003862133,0.0,0.566042121583323,-0.4505918649439276,1,44.0,1,1,-0.5842401718433048,-0.5842401718433048
2016-03-19,air_a563896da3777078,0,0,1,0,0,0,0,-0.026590345749213564,-0.3678570469763098,0.0,-0.8517476179377819,0.27182890998260056,1,28.0,1,1,-0.5668362085803912,-0.5668362085803913
2016-03-20,air_a563896da3777078,0,0,0,1,0,0,0,-0.21617605764945103,-0.07793844184134335,1.0,-0.03092197926766842,-0.3663094412024992,1,53.0,1,1,-0.7779538499000812,-0.7779538499000812
2016-03-21,air_a563896da3777078,0,1,0,0,0,0,0,-0.7090989085900685,-0.7334065925812672,1.0,-0.205036508682541,-0.5348742886853558,1,43.0,1,1,-1.220872103373648,-1.2208721033736483
2016-03-22,air_a563896da3777078,0,0,0,0,0,1,0,-0.519513196689831,-0.2670157930163214,0.0,0.864524172008819,-0.7154794824169879,1,51.0,1,1,-1.0894595691710693,-1.0894595691710693
2016-03-23,air_a563896da3777078,0,0,0,0,0,0,1,-0.45631795938975184,-0.2039900092913287,0.0,0.14319255014720417,-0.46263221119270304,1,32.0,1,1,-0.9888192598681347,-0.9888192598681348
2016-03-24,air_a563896da3777078,0,0,0,0,1,0,0,-1.1135484273105751,-1.2754283326162044,0.0,-0.9512416347462804,-0.872003983651069,1,30.0,1,1,-1.048093627502695,-1.0480936275026953
2016-03-25,air_a563896da3777078,1,0,0,0,0,0,0,-0.8860455730302902,-0.657775652111276,0.0,0.9640181888173173,-1.0646495236314766,1,33.0,1,1,-0.4467740852014517,-0.44677408520145173
2016-03-26,air_a563896da3777078,0,0,1,0,0,0,0,-0.898684620490306,-0.8972736302662483,0.0,0.21781306275357806,-0.7516005211633143,1,41.0,1,1,-0.4525754062890895,-0.4525754062890896
2016-03-27,air_a563896da3777078,0,0,0,1,0,0,0,-0.595347481449926,-0.44348798744630075,0.0,-0.03092197926766842,-0.6432374049243351,1,40.0,1,1,-1.0082410739441396,-1.0082410739441396
2016-03-28,air_a563896da3777078,0,1,0,0,0,0,0,-0.4815960543097834,-0.3552518902313111,0.0,-0.6278860801186601,-0.282027017461071,1,18.0,1,1,-1.1250241897518056,-1.1250241897518056
2016-03-29,air_a563896da3777078,0,0,0,0,0,1,0,-0.2667322474895144,-0.12835906882133732,0.0,1.1132592140300657,-0.47467255744147846,1,45.0,1,1,-0.8513531732262816,-0.8513531732262817
2016-03-30,air_a563896da3777078,0,0,0,0,0,0,1,-0.026590345749213564,0.04811312560864201,0.0,-0.4288980465016628,-0.2338656324659691,1,16.0,1,1,-0.9363551387277578,-0.9363551387277578
2016-03-31,air_a563896da3777078,0,0,0,0,1,0,0,-0.026590345749213564,0.07332343909863899,0.0,0.9391446846151927,-0.29406736370984643,1,55.0,1,1,-0.9007905181470214,-0.9007905181470215
2016-04-01,air_a563896da3777078,1,0,0,0,0,0,0,-0.292010342409546,-0.15356938231133477,0.0,-0.25478351708679037,-0.39039013370005027,1,36.0,1,1,-0.69471750386006,-0.6947175038600601
2016-04-02,air_a563896da3777078,0,0,1,0,0,0,0,-0.5827084339899101,-0.7964323763062598,0.0,-1.3243441977781503,-0.4385515186951521,1,73.0,1,1,-0.7118692357713371,-0.7118692357713372
2016-04-03,air_a563896da3777078,0,0,0,1,0,0,0,-0.2540932000294986,-0.33004157674131407,0.0,-1.3243441977781503,-0.22182528621719363,1,52.0,1,1,-1.2344925963620152,-1.2344925963620152
2016-04-05,air_a563896da3777078,0,0,0,0,0,1,0,-0.5447912916098626,-0.8594581600312525,0.0,-1.3243441977781503,-0.2699866712122956,1,37.0,1,1,-1.142932615717992,-1.142932615717992
2016-04-06,air_a563896da3777078,0,0,0,0,0,0,1,-0.06450748812926115,0.07332343909863899,0.0,0.7401566509981958,-0.486712903690254,1,33.0,1,1,-1.0760913075343386,-1.0760913075343388
2016-04-07,air_a563896da3777078,0,0,0,0,1,0,0,-0.16561986780938764,0.060718282353640726,0.0,-1.199976676767527,0.05510267750464223,1,15.0,1,1,-1.1916132665838226,-1.1916132665838226
2016-04-08,air_a563896da3777078,1,0,0,0,0,0,0,0.12507822377097655,0.4136626712135994,0.0,-0.22991001288466556,0.018981638758315742,1,27.0,1,1,-0.6346864421705902,-0.6346864421705903
2016-04-09,air_a563896da3777078,0,0,1,0,0,0,0,0.25146869837113484,0.4892936116835908,0.0,0.5411686173811985,-0.05326043873433703,1,48.0,1,1,-0.5426219988232942,-0.5426219988232942
2016-04-10,air_a563896da3777078,0,0,0,1,0,0,0,0.26410774583115043,0.5397142386635848,0.0,-0.2796570212889149,0.10326406249974394,1,42.0,1,1,-1.1207362567739863,-1.1207362567739865
2016-04-12,air_a563896da3777078,0,0,0,0,0,1,0,-0.5827084339899101,-0.5695395548962864,0.0,1.51123528126406,-0.7516005211633143,1,24.0,1,1,-1.205990453627099,-1.205990453627099
2016-04-13,air_a563896da3777078,0,0,0,0,0,0,1,-0.08978558304929272,-0.07793844184134335,0.0,-1.1502296683632776,-0.08938147748066352,1,17.0,1,1,-1.1182139432576221,-1.1182139432576221
2016-04-14,air_a563896da3777078,0,0,0,0,1,0,0,-0.013951298289197778,-0.2544106362713227,0.0,-1.3243441977781503,0.21162717873872322,1,14.0,1,1,-1.08517163619325,-1.0851716361932502
2016-04-15,air_a563896da3777078,1,0,0,0,0,0,0,0.1503563186910081,0.22458532003862133,0.0,1.6853498106789322,-0.041220092485561605,1,28.0,1,1,-0.6624318908505973,-0.6624318908505974
2016-04-16,air_a563896da3777078,0,0,1,0,0,0,0,0.08716108139092896,0.16155953631362865,0.0,-0.35427753389528893,-0.14958320872454087,1,49.0,1,1,-0.44727854790472454,-0.4472785479047246
2016-04-17,air_a563896da3777078,0,0,0,1,0,0,0,0.5168886950314671,0.4388729847035968,0.0,-0.5781390717144107,0.6330392974458648,1,30.0,1,1,-1.1573098027612683,-1.1573098027612685
2016-04-18,air_a563896da3777078,0,1,0,0,0,0,0,0.47897155265141944,0.9052637842685426,0.0,0.39192759216845063,0.29590960248015163,1,12.0,1,1,-1.4582218052635265,-1.4582218052635265
2016-04-19,air_a563896da3777078,0,0,0,0,0,1,0,0.1377172712309921,0.28761110376361404,0.0,1.560982289668309,0.0791833700021931,1,40.0,1,1,-1.1419236903114462,-1.1419236903114462
2016-04-20,air_a563896da3777078,0,0,0,0,0,0,1,-0.026590345749213564,-0.04012297160634766,0.0,1.51123528126406,-0.18570424747086714,1,31.0,1,1,-1.008493305295776,-1.008493305295776
2016-04-21,air_a563896da3777078,0,0,0,0,1,0,0,0.17563441361103968,0.07332343909863899,0.0,-1.3243441977781503,0.2357078712362743,1,49.0,1,1,-1.114682704334712,-1.114682704334712
2016-04-22,air_a563896da3777078,1,0,0,0,0,0,0,0.2767467932911664,0.5145039251735878,0.0,0.789903659402445,0.22366752498749864,1,32.0,1,1,-0.6165257848527674,-0.6165257848527675
2016-04-23,air_a563896da3777078,0,0,1,0,0,0,0,0.35258107805126115,0.3506368874886067,0.0,-0.8020006095335326,0.3199902949777025,1,41.0,1,1,-0.5194167144727428,-0.519416714472743
2016-04-24,air_a563896da3777078,0,0,0,1,0,0,0,0.07452203393091295,-0.06533328509634465,0.0,-1.0258621473526544,0.09122371625096852,1,18.0,1,1,-1.135870137872172,-1.135870137872172
2016-04-26,air_a563896da3777078,0,0,0,0,0,1,0,0.5168886950314671,0.6909761196035675,0.0,1.3868677602534367,0.34407098747525333,1,26.0,1,1,-1.0453190826346945,-1.0453190826346945
2016-04-27,air_a563896da3777078,0,0,0,0,0,0,1,0.3778591729712932,0.27500594701861575,0.0,-1.2497236851717763,0.464474449963008,1,29.0,1,1,-1.0258972685586896,-1.0258972685586896
2016-04-28,air_a563896da3777078,0,0,0,0,1,0,0,-0.08978558304929272,-0.5317240846612906,0.0,-1.3243441977781503,0.2357078712362743,1,11.0,1,1,-0.7842596336909918,-0.7842596336909919
2016-04-29,air_a563896da3777078,1,0,0,0,0,0,0,0.08716108139092896,0.22458532003862133,1.0,1.0137651972215669,0.006941292509540315,1,27.0,1,1,-0.611481157820039,-0.611481157820039
2016-04-30,air_a563896da3777078,0,0,1,0,0,0,0,0.11243917631096052,0.26240079027361707,0.0,1.4117412644555611,-0.10142182372943895,1,37.0,1,1,-0.6556216443564138,-0.6556216443564138
2016-05-01,air_a563896da3777078,0,0,0,1,0,0,0,0.3904982204313087,0.6783709628585688,0.0,0.9142711804130682,0.06714302375341766,1,23.0,1,1,-0.9358506760244849,-0.9358506760244849
2016-05-06,air_a563896da3777078,1,0,0,0,0,0,0,0.3778591729712932,0.3632420442336054,0.0,-1.2994706935760256,0.464474449963008,1,18.0,1,1,-1.1933788860452774,-1.1933788860452776
2016-05-07,air_a563896da3777078,0,0,1,0,0,0,0,0.7696696442317836,0.8548431572885482,0.0,1.5361087854661843,0.4885551424605591,1,46.0,1,1,-0.7655945136698962,-0.7655945136698963
2016-05-08,air_a563896da3777078,0,0,0,1,0,0,0,0.7823086916917996,0.9304740977585396,0.0,1.6356028022746831,0.7052813749385174,1,41.0,1,1,-1.1071157637856193,-1.1071157637856193
2016-05-09,air_a563896da3777078,0,1,0,0,0,0,0,0.4284153628113563,0.27500594701861575,0.0,-1.3243441977781503,0.5848779124507627,1,2.0,1,1,-1.536413524270819,-1.5364135242708192
2016-05-10,air_a563896da3777078,0,0,0,0,0,1,0,0.4157763153513403,0.37584720097860413,0.0,-1.2994706935760256,0.5728375662019876,1,20.0,1,1,-1.3734720711136867,-1.373472071113687
2016-05-11,air_a563896da3777078,0,0,0,0,0,0,1,0.7949477391518152,0.9430792545035382,0.0,-0.9014946263420311,0.5607972199532119,1,33.0,1,1,-1.1827851692765476,-1.1827851692765476
2016-05-12,air_a563896da3777078,0,0,0,0,1,0,0,0.8328648815318628,1.0565256652085249,0.0,1.9340848527001786,0.7414024136848439,1,30.0,1,1,-1.0619663518426987,-1.0619663518426987
2016-05-13,air_a563896da3777078,1,0,0,0,0,0,0,0.7696696442317836,0.8674483140335469,0.0,1.4366147686576858,0.6209989511970893,1,36.0,1,1,-0.7037978325189714,-0.7037978325189715
2016-05-14,air_a563896da3777078,0,0,1,0,0,0,0,0.5927229797915622,0.6531606493685719,0.0,0.8893976762109437,0.3681516799728044,1,81.0,1,1,-0.5426219988232942,-0.5426219988232942
2016-05-15,air_a563896da3777078,0,0,0,1,0,0,0,0.314663935671214,0.5145039251735878,0.0,1.784843827487431,0.13938510124607043,1,46.0,1,1,-1.1595798849259962,-1.1595798849259964
2016-05-17,air_a563896da3777078,0,0,0,0,0,1,0,0.4031372678913247,0.1111389093336347,0.0,-1.3243441977781503,0.42835341121668175,1,23.0,1,1,-1.3023428299522142,-1.3023428299522144
2016-05-18,air_a563896da3777078,0,0,0,0,0,0,1,0.6180010747115937,1.006105038228531,0.0,2.008705365306553,0.21162717873872322,1,16.0,1,1,-1.0987921291816172,-1.0987921291816172
2016-05-19,air_a563896da3777078,0,0,0,0,1,0,0,0.529527742491483,0.6909761196035675,0.0,1.560982289668309,0.4163130649679063,1,24.0,1,1,-1.0902162632259786,-1.0902162632259786
2016-05-20,air_a563896da3777078,1,0,0,0,0,0,0,0.26410774583115043,0.1489543795686304,0.0,-0.9014946263420311,0.3681516799728044,1,42.0,1,1,-0.7032933698156986,-0.7032933698156987
2016-05-21,air_a563896da3777078,0,0,1,0,0,0,0,0.5042496475714514,0.8422380005435499,0.0,1.6853498106789322,0.17550613999239692,1,51.0,1,1,-0.42735227112544677,-0.4273522711254468
2016-05-22,air_a563896da3777078,0,0,0,1,0,0,0,0.9213382137519736,1.220392702893506,0.0,1.9340848527001786,0.669160336192191,1,39.0,1,1,-1.1636155865521791,-1.1636155865521791
2016-05-24,air_a563896da3777078,0,0,0,0,0,1,0,1.0477286883521317,1.220392702893506,0.0,0.8396506678066941,0.8016041449287212,1,24.0,1,1,-1.2546711044929295,-1.2546711044929295
2016-05-25,air_a563896da3777078,0,0,0,0,0,0,1,0.8960601188319419,0.6153451791335761,0.0,-1.3243441977781503,1.102612801148108,1,38.0,1,1,-1.0493547842608772,-1.0493547842608775
2016-05-26,air_a563896da3777078,0,0,0,0,1,0,0,0.9971724985120687,0.9556844112485365,0.0,-0.4288980465016628,1.078532108650557,1,32.0,1,1,-1.013285700976868,-1.0132857009768683
2016-05-27,air_a563896da3777078,1,0,0,0,0,0,0,0.5421667899514986,0.3506368874886067,0.0,-1.2497236851717763,0.464474449963008,1,41.0,1,1,-0.7196884076720664,-0.7196884076720664
2016-05-28,air_a563896da3777078,0,0,1,0,0,0,0,0.529527742491483,0.5649245521535822,0.0,-1.2745971893739008,0.4524341037142326,1,36.0,1,1,-0.5244613415054714,-0.5244613415054714
2016-05-29,air_a563896da3777078,0,0,0,1,0,0,0,0.8328648815318628,1.0439205084635261,0.0,1.2625002392428133,0.5728375662019876,1,27.0,1,1,-1.0291762761299632,-1.0291762761299632
2016-05-31,air_a563896da3777078,0,0,0,0,0,1,0,0.6685572645516569,0.6657658061135702,0.0,-0.18016300448041644,0.5969182586995384,1,28.0,1,1,-1.125276421103442,-1.125276421103442
2016-06-01,air_a563896da3777078,0,0,0,0,0,0,1,0.8075867866118313,0.8548431572885482,0.0,0.09344554174295483,0.8016041449287212,1,36.0,1,1,-1.146463854640902,-1.146463854640902
2016-06-02,air_a563896da3777078,0,0,0,0,1,0,0,0.7064744069317045,0.8044225303085543,0.0,1.9092113484980542,0.5969182586995384,1,13.0,1,1,-1.0856760988965228,-1.085676098896523
2016-06-03,air_a563896da3777078,1,0,0,0,0,0,0,0.5421667899514986,0.5775297088985805,0.0,1.83459083589168,0.34407098747525333,1,33.0,1,1,-0.7774493871968083,-0.7774493871968085
