visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,total_area_visitors,total_genre_visitors
2016-01-22,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-1.1370295559300996,-1.1096811747947504,0.0,0.870874382064228,-0.9824435592726948,1,11.0,1,1,-0.6512573597459812,-0.6512573597459813
2016-01-23,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-1.4432379824501693,-1.6858765766718682,0.0,-1.351201624895248,-1.0695521512991313,1,19.0,1,1,-0.5791808128528347,-0.5791808128528347
2016-01-24,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-1.4432379824501693,-1.2034804262631182,0.0,0.6266902054752745,-1.4179865194048766,1,16.0,1,1,-1.2651593372768442,-1.2651593372768444
2016-01-25,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-1.4299245726014704,-1.2302802123969376,0.0,1.066221723335391,-1.4677628577056971,1,7.0,1,1,-1.2894351186957165,-1.2894351186957167
2016-01-26,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.3367307036605798,-1.1900805331962085,0.0,0.6511086231341698,-1.4802069422809025,1,12.0,1,1,-1.1195046487636104,-1.1195046487636107
2016-01-27,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-1.0038954574431127,-0.8550832065234656,0.0,1.0418033056764957,-1.4677628577056971,1,9.0,1,1,-0.9703462392208488,-0.970346239220849
2016-01-28,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-0.8574479491074274,-0.64068491745291,0.0,1.066221723335391,-1.0695521512991313,1,10.0,1,1,-0.9758520865529643,-0.9758520865529643
2016-01-29,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-1.203596605173593,-1.3776790361329447,0.0,-1.351201624895248,-1.0944403204495416,1,4.0,1,1,-0.835202713796199,-0.8352027137961991
2016-01-30,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-1.496491621844964,-1.8064756142740557,0.0,-1.351201624895248,-1.2064370816263883,1,1.0,1,1,-0.5386377552254398,-0.5386377552254398
2016-01-31,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-1.083775916535305,-1.163280747062389,0.0,-0.3012096655627485,-1.3059897582280298,1,24.0,1,1,-1.084467438468331,-1.084467438468331
2016-02-01,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-1.3101038839631824,-1.6590767905380488,0.0,-1.351201624895248,-0.9824435592726948,1,5.0,1,1,-1.3347332262917566,-1.3347332262917566
2016-02-02,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.1503429657787982,-1.0828813886609308,0.0,0.7487822937697513,-1.0197758129983103,1,9.0,1,1,-1.189078537778523,-1.189078537778523
2016-02-03,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-1.2701636544170865,-1.1766806401292988,0.0,0.7243638761108561,-1.1939929970511831,1,8.0,1,1,-1.1155003961584358,-1.1155003961584358
2016-02-04,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-1.1769697854761958,-1.1900805331962085,0.0,0.2848323582507399,-1.1317725741751572,1,10.0,1,1,-1.0784610595605688,-1.0784610595605688
2016-02-05,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.9107015885022219,-0.5870853451852711,0.0,0.9441296350409142,-1.1939929970511831,1,1.0,1,1,-0.7105703514601331,-0.7105703514601331
2016-02-06,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-1.0305222771405103,-1.2436801054638476,0.0,-0.7407411834228645,-0.8206704597950274,1,2.0,1,1,-0.49108725553898885,-0.4910872555389889
2016-02-07,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-1.2435368347196891,-1.2570799985307572,0.0,0.8464559644053328,-1.1317725741751572,1,18.0,1,1,-1.0917251463152102,-1.0917251463152104
2016-02-08,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-1.3234172938118811,-1.0962812817278405,0.0,0.04064818166178645,-1.1939929970511831,1,11.0,1,1,-1.2841795371514246,-1.2841795371514246
2016-02-09,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.0038954574431127,-0.6674847035867294,0.0,0.9685480526998095,-1.3433220119536453,1,12.0,1,1,-1.0699520227745722,-1.0699520227745722
2016-02-10,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-1.0970893263840034,-1.1364809609285698,0.0,1.1883138116298677,-0.9948876438479001,1,7.0,1,1,-0.7513636748753515,-0.7513636748753515
2016-02-11,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-1.0970893263840034,-0.9756822441256531,1.0,1.1883138116298677,-1.119328489599952,1,12.0,1,1,-0.8234402217684981,-0.8234402217684981
2016-02-12,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.9905820475944142,-1.0292818163932917,0.0,-0.7895780187406554,-1.119328489599952,1,5.0,1,1,-0.768131482659521,-0.768131482659521
2016-02-13,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.24503109606728807,-0.18508855317797923,0.0,0.3580876112274259,-0.39757158423805083,1,19.0,1,1,-0.5814332049432455,-0.5814332049432456
2016-02-14,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.18099801909106986,-0.03768972944197259,0.0,-0.22795441258606247,0.41129391315028657,1,14.0,1,1,-1.1089934856750268,-1.1089934856750268
2016-02-15,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.8840747688048246,-0.305687590780167,0.0,-1.326783207236353,-1.0322198975735157,1,9.0,1,1,-1.2876832581809525,-1.2876832581809525
2016-02-16,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.1503429657787982,-1.12308106786166,0.0,1.0173848880176,-1.1317725741751572,1,7.0,1,1,-1.129765546064371,-1.129765546064371
2016-02-17,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-1.0704625066866063,-0.6540848105198197,0.0,0.4801796995219026,-1.3308779273784401,1,9.0,1,1,-0.9635890629496164,-0.9635890629496164
2016-02-18,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-1.083775916535305,-1.015881923326382,0.0,0.3092507759096351,-1.3308779273784401,1,4.0,1,1,-0.9730991628869066,-0.9730991628869067
2016-02-19,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.6311199816795496,-0.31908748384707647,0.0,0.919711217382019,-0.9699994746974897,1,9.0,1,1,-0.6592658649563309,-0.6592658649563309
2016-02-20,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.8175077195613312,-0.9622823510587432,0.0,-1.2046911189418763,-0.5220124299901028,1,7.0,1,1,-0.6928014805246699,-0.6928014805246699
2016-02-21,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.5778663422847551,-0.3592871630478057,0.0,-0.6919043481050738,-0.5717887682909235,1,14.0,1,1,-1.0554366070808137,-1.0554366070808137
2016-02-22,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-1.0438356869892087,-1.216880319330028,0.0,-1.2291095366007714,-0.733561867768591,1,13.0,1,1,-1.274919703001958,-1.274919703001958
2016-02-23,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.0172088672918114,-0.9756822441256531,0.0,-0.7163227657639692,-0.7957822906446169,1,1.0,1,1,-1.062193783352046,-1.062193783352046
2016-02-25,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-1.3500441135092784,-1.2436801054638476,0.0,0.23599552293294915,-1.318433842803235,1,10.0,1,1,-0.916288829050989,-0.916288829050989
2016-02-26,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-1.0438356869892087,-0.9756822441256531,0.0,1.2859874822654491,-1.181548912475978,1,3.0,1,1,-0.5128603790796269,-0.5128603790796269
2016-02-27,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.8441345392587287,-0.8684830995903752,0.0,0.9685480526998095,-0.9699994746974897,1,13.0,1,1,-0.3474346933283426,-0.3474346933283426
2016-02-28,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.7376272604691392,-0.5468856659845419,0.0,1.0418033056764957,-1.0322198975735157,1,20.0,1,1,-0.9215444105952809,-0.9215444105952809
2016-02-29,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.8574479491074274,-0.6540848105198197,0.0,-1.0337621953296088,-0.7708941214942066,1,9.0,1,1,-1.2278697348911538,-1.2278697348911538
2016-03-01,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-1.2435368347196891,-1.2302802123969376,0.0,1.3348243175832397,-1.0819962358743362,1,8.0,1,1,-1.1205057119149042,-1.1205057119149042
2016-03-03,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-0.6976870309230431,-0.4128867353154447,0.0,1.3104058999243444,-1.0695521512991313,1,16.0,1,1,-1.0091374363334797,-1.00913743633348
2016-03-04,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.5911797521334538,-0.4262866283823543,0.0,0.9685480526998095,-0.6962296140429755,1,12.0,1,1,-0.6419975255965145,-0.6419975255965146
2016-03-05,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.5112992930412616,-0.3324873769139864,0.0,-0.5453938421517018,-0.39757158423805083,1,20.0,1,1,-0.42226416388754684,-0.42226416388754684
2016-03-06,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.3249115551594801,-0.47988620064999327,0.0,-1.0093437776707135,-0.24824256933558864,1,18.0,1,1,-1.046927570294817,-1.046927570294817
2016-03-07,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.018703128639410354,-0.4262866283823543,0.0,-1.351201624895248,0.249520813672619,1,9.0,1,1,-1.3307289736865817,-1.330728973686582
2016-03-08,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.007923691057986912,-0.05108962250888203,0.0,-0.08144390663269027,0.19974447537179818,1,12.0,1,1,-1.0001278679718366,-1.0001278679718366
2016-03-09,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-0.7775674900152353,-0.37268705611471564,0.0,-1.351201624895248,-0.9077790518214637,1,8.0,1,1,-1.0459265071435233,-1.0459265071435235
2016-03-10,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-1.1503429657787982,-1.4178787153336738,0.0,-1.351201624895248,-0.9451113055470792,1,1.0,1,1,-0.9270502579273963,-0.9270502579273964
2016-03-11,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-1.3101038839631824,-1.6590767905380488,0.0,-1.351201624895248,-0.9948876438479001,1,7.0,1,1,-0.592945431183123,-0.5929454311831232
2016-03-12,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-1.1503429657787982,-1.4178787153336738,0.0,-1.0825990306473994,-0.9575553901222844,1,23.0,1,1,-0.4054963561033773,-0.4054963561033773
2016-03-13,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-1.0172088672918114,-1.2570799985307572,0.0,-1.351201624895248,-0.7833382060694118,1,14.0,1,1,-0.9973749443057789,-0.9973749443057789
2016-03-14,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-1.1769697854761958,-1.5384777529358613,0.0,-1.351201624895248,-0.8953349672462585,1,9.0,1,1,-1.2233649507103321,-1.2233649507103321
2016-03-15,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-0.8041943097126326,-0.6808845966536391,0.0,1.4569164058777164,-0.8953349672462585,1,11.0,1,1,-0.9520768367097389,-0.9520768367097389
2016-03-16,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-0.7243138506204405,-0.6674847035867294,0.0,-1.058180612988504,-0.8828908826710533,1,15.0,1,1,-0.863983279395893,-0.863983279395893
2016-03-18,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.05864335818550649,-0.1046891947765212,0.0,0.5778533701574841,-0.07402538528271592,1,6.0,1,1,-0.44679021109424255,-0.44679021109424255
2016-03-19,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.021237100906685544,-0.2520880185125278,0.0,-1.0825990306473994,0.2744089828230295,1,9.0,1,1,-0.4295218717344262,-0.4295218717344262
2016-03-20,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.20509086652119193,-0.26548791157943774,1.0,-0.05702548897379501,-0.16113397730915216,1,21.0,1,1,-0.6389943361426333,-0.6389943361426335
2016-03-21,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.6843736210743444,-0.7746838481220073,1.0,0.0650665993206817,-0.4597920071140768,1,19.0,1,1,-1.0784610595605688,-1.0784610595605688
2016-03-22,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-0.44473224379776827,-0.4128867353154447,0.0,0.7732007114286465,-0.6215651065917444,1,9.0,1,1,-0.948072584104564,-0.9480725841045641
2016-03-23,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-0.3781651945542749,-0.06448951557579194,0.0,0.18715868761515841,-0.5220124299901028,1,17.0,1,1,-0.8482165347630172,-0.8482165347630173
2016-03-25,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.8840747688048246,-0.7210842758543683,0.0,0.919711217382019,-1.0695521512991313,1,12.0,1,1,-0.3103953567304756,-0.3103953567304756
2016-03-26,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.950641818048318,-1.015881923326382,0.0,-0.4477201715161204,-0.7584500369190014,1,21.0,1,1,-0.31615146985041437,-0.31615146985041437
2016-03-27,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.5778663422847551,-0.43968652144926423,0.0,-0.008188653656004281,-0.6091210220165391,1,28.0,1,1,-0.8674870004254209,-0.867487000425421
2016-03-28,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.45804565364646693,-0.47988620064999327,0.0,-0.8872516893762367,-0.27313073848599895,1,12.0,1,1,-0.983360060187667,-0.9833600601876671
2016-03-29,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-0.20509086652119193,0.029309735892576017,0.0,1.0418033056764957,-0.3104629922116146,1,16.0,1,1,-0.7118216803992502,-0.7118216803992503
2016-03-30,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,0.04786392060408305,-0.1046891947765212,0.0,-0.2523728302449577,0.013083206743720323,1,1.0,1,1,-0.7961612508957446,-0.7961612508957447
2016-04-01,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,-0.2583445059159867,-0.14488887397725045,0.0,-0.3012096655627485,-0.34779524593723005,1,9.0,1,1,-0.556406626160903,-0.556406626160903
2016-04-02,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,-0.5645529324360562,-0.7478840619881877,0.0,-1.351201624895248,-0.4349038379636665,1,17.0,1,1,-0.5734246997328959,-0.5734246997328959
2016-04-03,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,-0.24503109606728807,-0.3860869491816253,0.0,-1.2779463719185622,-0.14868989273394703,1,15.0,1,1,-1.0919754121030336,-1.0919754121030338
2016-04-04,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.021237100906685544,0.05610952202639537,0.0,-1.13143586596519,-0.13624580815874188,1,8.0,1,1,-1.203343687684458,-1.203343687684458
2016-04-05,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-0.4846724733438642,-0.828283420389646,0.0,-1.351201624895248,-0.26068665391079376,1,14.0,1,1,-1.0011289311231302,-1.0011289311231304
2016-04-07,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-0.018703128639410354,-0.07788940864270184,0.0,-1.326783207236353,0.13752405249577224,1,7.0,1,1,-1.0494302281730514,-1.0494302281730514
2016-04-08,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.20762483878846735,0.49830599323441627,0.0,-0.20353599492716698,0.07530362961974628,1,9.0,1,1,-0.49684336865892764,-0.4968433686589277
2016-04-09,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.22093824863716577,0.36430706256531903,0.0,0.4313428642041119,0.013083206743720323,1,28.0,1,1,-0.4054963561033773,-0.4054963561033773
2016-04-10,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.27419188803196076,0.48490610016750685,0.0,-0.3012096655627485,0.08774771419495164,1,18.0,1,1,-0.9791055417946688,-0.9791055417946688
2016-04-11,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,-0.41810542410037077,-0.27888780464634766,0.0,-0.008188653656004281,-0.4349038379636665,1,13.0,1,1,-1.2253670770129195,-1.2253670770129197
2016-04-12,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,-0.5246127028899603,-0.5066859867838128,0.0,1.4813348235366115,-0.7460059523437963,1,12.0,1,1,-1.0636953780789866,-1.0636953780789866
2016-04-13,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,-0.005389718790711722,0.06950941509330527,0.0,-1.1070174483062947,-0.036693131557100266,1,1.0,1,1,-0.9766028839164346,-0.9766028839164346
2016-04-14,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,0.12774437969627508,-0.010889943308153242,0.0,-1.0825990306473994,0.28685306739823463,1,11.0,1,1,-0.9438180657115658,-0.9438180657115658
2016-04-15,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.28750529788065915,0.20350834576240248,0.0,1.6034269118310882,0.16241222164618274,1,10.0,1,1,-0.5243726053195045,-0.5243726053195045
2016-04-16,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.12774437969627508,0.283907704163861,0.0,-0.3744649185394344,-0.01180496240668997,1,24.0,1,1,-0.31089588830612247,-0.31089588830612247
2016-04-17,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.43395280621634486,0.29730759723077044,0.0,-0.5453938421517018,0.622843350928775,1,11.0,1,1,-1.0153940810290656,-1.0153940810290656
2016-04-18,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.3940125766702487,0.458106314033687,0.0,0.16274026995626317,0.32418532112385007,1,5.0,1,1,-1.3139611659024122,-1.3139611659024124
2016-04-21,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,0.28750529788065915,0.08290930816021519,0.0,-1.351201624895248,0.41129391315028657,1,9.0,1,1,-0.9730991628869066,-0.9730991628869067
2016-04-22,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.3141321175780564,0.3911068486991384,0.0,0.5045981171807978,0.31174123654864494,1,13.0,1,1,-0.478824231935641,-0.47882423193564105
2016-04-23,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.3940125766702487,0.4179066348329582,0.0,-0.20353599492716698,0.31174123654864494,1,24.0,1,1,-0.38247190362362216,-0.38247190362362216
2016-04-24,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.18099801909106986,0.01590984282566658,0.0,-1.13143586596519,0.1499681370709776,1,22.0,1,1,-0.9941214890640743,-0.9941214890640744
2016-04-25,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.43395280621634486,0.5519055655020555,0.0,0.6755270407930655,0.32418532112385007,1,12.0,1,1,-1.1783171089021156,-1.1783171089021156
2016-04-26,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.6070271342494278,0.7663038545726107,0.0,1.237150646947658,0.3988498285750814,1,11.0,1,1,-0.9042760712354645,-0.9042760712354646
2016-04-28,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,-0.018703128639410354,-0.3860869491816253,0.0,-1.351201624895248,0.2744089828230295,1,10.0,1,1,-0.6452509808382191,-0.6452509808382191
2016-04-29,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.24756506833456302,0.20350834576240248,1.0,0.7243638761108561,0.19974447537179818,1,23.0,1,1,-0.4738189161791725,-0.47381891617917254
2016-04-30,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.23425165848586463,0.17670855962858315,0.0,1.7499374177844602,0.05041546046933598,1,37.0,1,1,-0.517615429048272,-0.517615429048272
2016-05-01,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.43395280621634486,0.5653054585689649,0.0,0.7487822937697513,0.26196489824782415,1,21.0,1,1,-0.7956607193200979,-0.7956607193200979
2016-05-02,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.34075893727545414,0.4179066348329582,0.0,-0.9849253600118181,0.26196489824782415,1,5.0,1,1,-0.9340576999864522,-0.9340576999864523
2016-05-03,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.633653953946825,0.6323049239035134,1.0,0.4801796995219026,0.6975078583800058,1,25.0,1,1,-0.6507568281703344,-0.6507568281703344
2016-05-04,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,0.806728281979908,0.6725046031042428,1.0,0.919711217382019,0.9215013807336994,1,41.0,1,1,-0.7070666304306051,-0.7070666304306052
2016-05-05,air_0e1eae99b8723bc1,0,0,0,0,1,0,0,0.8732953312234014,1.0477016089777151,1.0,1.7255190001255651,0.8592809578576733,1,36.0,1,1,-0.8977691607520555,-0.8977691607520555
2016-05-06,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.5537734948546328,0.458106314033687,0.0,-1.2535279542596667,0.6352874355039798,1,10.0,1,1,-1.0511820886878154,-1.0511820886878154
2016-05-07,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.6735941834929212,0.4447064209667776,0.0,1.2859874822654491,0.7348401121056215,1,27.0,1,1,-0.6267313125392855,-0.6267313125392856
2016-05-08,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.8333551016773053,1.141500860446083,0.0,1.5545900765132978,0.784616450406442,1,29.0,1,1,-0.9655911892522038,-0.9655911892522039
2016-05-09,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.5138332653085367,0.3911068486991384,0.0,-1.351201624895248,0.6601756046543902,1,14.0,1,1,-1.3915435601276742,-1.3915435601276742
2016-05-10,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.5271466751572355,0.5921052447027843,0.0,-1.2779463719185622,0.6601756046543902,1,21.0,1,1,-1.2298718611937411,-1.2298718611937414
2016-05-11,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,0.7934148721312091,0.7261041753718814,0.0,-0.6186490951283878,0.7223960275304161,1,8.0,1,1,-1.0406709255992315,-1.0406709255992315
2016-05-13,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.8333551016773053,0.8869028921747985,0.0,1.6034269118310882,0.7597282812560318,1,19.0,1,1,-0.5654161945225463,-0.5654161945225463
2016-05-15,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,0.3540723471241526,0.5251057793682357,0.0,1.4813348235366115,0.18730039079659302,1,26.0,1,1,-1.0176464731194763,-1.0176464731194763
2016-05-16,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.58040031455203,0.6859044961711527,0.0,-0.7407411834228645,0.3739616594246709,1,9.0,1,1,-1.3307289736865817,-1.330728973686582
2016-05-17,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.5271466751572355,0.24370802496313176,0.0,-1.351201624895248,0.4735143360263125,1,5.0,1,1,-1.1592969090275351,-1.1592969090275353
2016-05-18,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,0.6869075933416195,0.953902357509347,0.0,1.8964479237378327,0.3988498285750814,1,24.0,1,1,-0.9573324182540307,-0.9573324182540308
2016-05-20,air_0e1eae99b8723bc1,1,0,0,0,0,0,0,0.30081870772935804,0.16330866656167323,0.0,-0.838414854058446,0.4237379977254917,1,12.0,1,1,-0.5649156629468994,-0.5649156629468994
2016-05-21,air_0e1eae99b8723bc1,0,0,1,0,0,0,0,0.5670869047033317,0.8601031060409786,0.0,1.6278453294899835,0.28685306739823463,1,30.0,1,1,-0.2911248910680718,-0.2911248910680718
2016-05-22,air_0e1eae99b8723bc1,0,0,0,1,0,0,0,1.0197428395590866,1.3960988287173675,0.0,1.8231926707611465,0.8219487041320577,1,19.0,1,1,-1.0216507257246512,-1.0216507257246512
2016-05-23,air_0e1eae99b8723bc1,0,1,0,0,0,0,0,0.9664892001642921,1.1683006465799024,0.0,1.6522637471488792,0.38640574399987604,1,19.0,1,1,-1.222614153346862,-1.222614153346862
2016-05-24,air_0e1eae99b8723bc1,0,0,0,0,0,1,0,0.9931160198616893,0.9673022505762565,0.0,0.5778533701574841,1.083274480211367,1,12.0,1,1,-1.1119966751289079,-1.1119966751289079
2016-05-25,air_0e1eae99b8723bc1,0,0,0,0,0,0,1,0.8599819213747025,0.5787053516358748,0.0,-1.1802727012829808,1.108162649361777,1,18.0,1,1,-0.9082803238406393,-0.9082803238406394
