visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Miyagi-ken Sendai-shi Kamisugi,total_area_visitors,total_genre_visitors
2016-07-13,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.9398814451188972,0.789199944897023,0.0,-1.3035490710918445,1.1457974045413903,1,50.0,1,1,-0.4863243444027441,-0.4863243444027441
2016-07-14,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.0573666257587595,0.934965996205769,0.0,-1.0526353776274866,1.1770464246652463,1,14.0,1,1,-0.2665766869135351,-0.2665766869135351
2016-07-15,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.8651181483480759,0.747552501665953,0.0,-1.080514676901304,0.9583032837982536,1,31.0,1,1,0.9386018721288454,0.9386018721288454
2016-07-16,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.8437572064135556,0.747552501665953,0.0,-0.327773596508231,0.9062215835918267,1,36.0,1,1,1.399461542696492,1.399461542696492
2016-07-17,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,1.0146447418897189,0.8100236665125581,0.0,-1.2756697718180268,1.1562137445826757,1,2.0,1,1,0.45714085867158544,0.45714085867158544
2016-07-19,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.2175736902676624,1.2056743772077252,0.0,1.0661913671826457,1.0937157043349635,1,51.0,1,1,-0.9178080260352013,-0.9178080260352013
2016-07-20,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.9292009741516372,0.8933185529746985,0.0,-0.5508079906987712,0.9895523039221097,1,21.0,1,1,-0.42795387288217296,-0.42795387288217296
2016-07-21,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.7796743806099942,0.6226101719727425,0.0,-1.331428370365662,0.9270542636743977,1,21.0,1,1,-0.20324663284546446,-0.20324663284546446
2016-07-22,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.7903548515772545,0.7163169192426503,0.0,1.4565015570160906,0.8958052435505416,1,32.0,1,1,1.0034579515961466,1.0034579515961466
2016-07-23,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.7262720257736932,0.5080797030872992,0.0,-1.1641525747227568,0.8645562234266854,1,10.0,1,1,1.3250678044839994,1.3250678044839994
2016-07-25,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.036005683824239,1.0390846042834445,0.0,1.0661913671826457,1.020801324045966,1,6.0,1,1,-1.147856354969217,-1.147856354969217
2016-07-26,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.0680470967260198,0.8724948313591635,0.0,-1.331428370365662,1.2499608049542439,1,21.0,1,1,-0.4035374664944831,-0.4035374664944831
2016-07-27,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.1214494515623208,0.9974371610523741,0.0,-1.3035490710918445,1.3020425051606708,1,23.0,1,1,-0.19637951854892668,-0.19637951854892668
2016-07-28,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.2709760451039636,1.2160862380154929,0.0,-0.7180837863416764,1.3228751852432414,1,42.0,1,1,0.03290579768547366,0.03290579768547366
2016-07-29,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.3457393418747847,1.403499732555309,0.0,1.512260155563726,1.3957895655322392,1,40.0,1,1,1.2544891297695833,1.2544891297695833
2016-07-30,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.3243783999402645,1.403499732555309,0.0,1.735294549754266,1.2707934850368146,1,56.0,1,1,1.375045136308802,1.375045136308802
2016-07-31,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,1.3671002838093052,1.393087871747541,0.0,0.731639775896835,1.4062059055735243,1,3.0,1,1,-0.4470291903725557,-0.4470291903725557
2016-08-01,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.356419812842045,1.3410285677087033,0.0,-0.2998942972344134,1.447871265738666,1,29.0,1,1,-1.2035562820411345,-1.2035562820411345
2016-08-02,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.303017458005744,1.2785574028620978,0.0,-0.27201499796059586,1.447871265738666,1,25.0,1,1,-0.8411252497238628,-0.8411252497238628
2016-08-03,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.3457393418747847,1.3097929852854007,0.0,-0.27201499796059586,1.4374549256973805,1,53.0,1,1,-0.3814100982056391,-0.3814100982056391
2016-08-04,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.473904993481907,1.5388539230562868,0.0,1.8189324475757187,1.3749568854496683,1,36.0,1,1,-0.25131643292122896,-0.25131643292122896
2016-08-05,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.5593487612199888,1.65338439194173,0.0,2.2092426374091643,1.333291525284527,1,75.0,1,1,0.8279650306846256,0.8279650306846256
2016-08-06,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.527307348318208,1.6429725311339622,0.0,2.2092426374091643,1.447871265738666,1,76.0,1,1,0.5792228906100348,0.5792228906100348
2016-08-07,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,1.4311831096128664,1.4243234541708438,0.0,2.0419668417662593,1.4166222456148099,1,9.0,1,1,-0.6496090621204202,-0.6496090621204202
2016-08-08,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.3884612257438258,1.2681455420543306,0.0,-0.5229286914249536,1.447871265738666,1,32.0,1,1,-1.184480964550752,-1.184480964550752
2016-08-09,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.6554729999253308,1.7575030000194054,0.0,1.2613464620993682,1.3541242053670977,1,31.0,1,1,-0.3299067409816058,-0.3299067409816058
2016-08-10,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.2923369870384838,1.3410285677087033,0.0,-0.6344458885202237,1.2082954447891026,1,62.0,1,1,0.7013049225484843,0.7013049225484843
2016-08-11,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.1962127483331422,1.2160862380154929,1.0,1.9862082432186239,1.166630084623961,1,1.0,1,1,0.38236561410928516,0.38236561410928516
2016-08-12,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.1000885096278001,1.1744387947844224,0.0,2.2371219366829815,1.0520503441698221,1,46.0,1,1,-0.06208928341663231,-0.06208928341663231
2016-08-13,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.0253252128569788,1.0494964650912117,1.0,2.1256047395877116,0.9374706037156829,1,57.0,1,1,0.10844405494738925,0.10844405494738925
2016-08-15,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.206893219300402,1.1119676299378174,1.0,-0.41141149432968355,1.1457974045413903,1,29.0,1,1,-1.496553158693413,-1.496553158693413
2016-08-16,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.409822167678346,1.372264150132006,0.0,0.48072608243247744,1.4582876057799512,1,24.0,1,1,-1.3756156458043867,-1.3756156458043867
2016-08-17,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.473904993481907,1.6013250879028922,0.0,-0.5229286914249536,1.5312019860689488,1,32.0,1,1,-0.8594375545146302,-0.8594375545146302
2016-08-18,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.2923369870384838,1.1223794907455846,0.0,-1.219911173270392,1.447871265738666,1,26.0,1,1,-0.5763598429573505,-0.5763598429573505
2016-08-19,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.3777807547765655,1.351440428516471,0.0,0.8989155715397401,1.4791202858625219,1,33.0,1,1,0.7901959020536679,0.7901959020536679
2016-08-20,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.303017458005744,1.1536150731688875,0.0,-1.331428370365662,1.447871265738666,1,36.0,1,1,0.669639895514449,0.669639895514449
2016-08-21,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,1.6127511160562897,1.8407978864815455,0.0,0.5086053817062949,1.3645405454083832,1,30.0,1,1,-0.8468478449709775,-0.8468478449709775
2016-08-22,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.3777807547765655,1.351440428516471,0.0,-0.7180837863416764,1.4062059055735243,1,26.0,1,1,-2.0657606326064335,-2.0657606326064335
2016-08-23,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.260295574136703,1.445147175786379,0.0,-0.38353219505586594,1.2916261651193857,1,35.0,1,1,-0.6427419478238824,-0.6427419478238824
2016-08-24,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.1641713354313614,1.1744387947844224,0.0,-0.46717009287731864,1.1770464246652463,1,36.0,1,1,-0.447792203072171,-0.447792203072171
2016-08-25,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.3136979289730042,1.22649809882326,0.0,-0.02110130449623802,1.333291525284527,1,37.0,1,1,-0.31502799333910725,-0.31502799333910725
2016-08-26,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.3350588709075248,1.3097929852854007,0.0,-0.0489806037700557,1.2812098250781,1,34.0,1,1,1.095782488249599,1.095782488249599
2016-08-27,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.7903548515772545,0.5289034247028342,0.0,-1.387186968913297,0.9478869437569684,1,89.0,1,1,1.1602570613670926,1.1602570613670926
2016-08-28,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,0.8223962644790352,0.6434338935882775,0.0,-1.387186968913297,0.968719623839539,1,27.0,1,1,-0.28298145995526425,-0.28298145995526425
2016-08-29,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.1214494515623208,0.9766134394368391,0.0,-1.331428370365662,1.0728830242523928,1,46.0,1,1,-1.481292904701107,-1.481292904701107
2016-08-30,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.1855322773658818,1.0494964650912117,0.0,-1.3035490710918445,1.2395444649129588,1,6.0,1,1,-0.6698288986602259,-0.6698288986602259
2016-08-31,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.1748518063986217,1.18485065559219,0.0,1.0383120679088278,1.1249647244588197,1,56.0,1,1,-0.2299520773320003,-0.2299520773320003
2016-09-01,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.2496151031694431,1.2785574028620978,0.0,1.5680187541113608,1.2603771449955294,1,27.0,1,1,-0.6328227827288834,-0.6328227827288834
2016-09-02,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.1962127483331422,1.1744387947844224,0.0,0.03465729405139684,1.2187117848303877,1,40.0,1,1,0.5998242334996482,0.5998242334996482
2016-09-03,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.228254161234923,1.1640269339766551,0.0,0.8710362722659227,1.2916261651193857,1,53.0,1,1,1.1957371518992046,1.1957371518992046
2016-09-04,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,1.228254161234923,1.1744387947844224,0.0,-0.9689974798060341,1.333291525284527,1,7.0,1,1,-0.7781767020055997,-0.7781767020055997
2016-09-05,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,1.3884612257438258,1.3097929852854007,0.0,0.06253659332521452,1.4687039458212368,1,55.0,1,1,-1.3882053553480393,-1.3882053553480393
2016-09-06,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,1.527307348318208,1.6013250879028922,0.0,0.09041589259903195,1.5312019860689488,1,30.0,1,1,-0.6698288986602259,-0.6698288986602259
2016-09-07,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,1.228254161234923,1.2369099596310278,0.0,-0.6065665892464063,1.2812098250781,1,25.0,1,1,-0.5710187540600434,-0.5710187540600434
2016-09-08,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,1.0039642709224585,0.768376223281488,0.0,-1.2477904725442095,1.2291281248716732,1,4.0,1,1,-0.4203237458860199,-0.4203237458860199
2016-09-09,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,1.2496151031694431,1.3202048460931683,0.0,0.9825534693611929,1.1562137445826757,1,36.0,1,1,0.9241046308361546,0.9241046308361546
2016-09-10,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,1.1641713354313614,1.2681455420543306,0.0,1.3171050606470032,0.9478869437569684,1,34.0,1,1,1.44371627927418,1.44371627927418
2016-09-12,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,0.7476329677082139,0.4560203990484615,0.0,-1.387186968913297,0.968719623839539,1,17.0,1,1,-1.366459493409003,-1.366459493409003
2016-09-13,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.6301477870683515,0.3102543477397159,0.0,-1.387186968913297,0.8749725634679709,1,21.0,1,1,-0.8376916925755938,-0.8376916925755938
2016-09-14,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.8757986193153362,0.8724948313591635,0.0,-0.4950493921511361,0.8645562234266854,1,29.0,1,1,-0.4344394808289031,-0.4344394808289031
2016-09-15,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.9932837999551981,1.0911439083222823,0.0,0.06253659332521452,1.0728830242523928,1,32.0,1,1,-0.10291046284605133,-0.10291046284605133
2016-09-16,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.9612423870534178,0.747552501665953,0.0,-1.331428370365662,1.135381064500105,1,28.0,1,1,0.8546704751711615,0.8546704751711615
2016-09-17,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.9398814451188972,0.8724948313591635,0.0,-0.9968767790798516,0.9895523039221097,1,33.0,1,1,1.32659382988323,1.32659382988323
2016-09-20,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.3310945999850659,0.060369688353294454,0.0,-1.387186968913297,0.5416496821468391,1,28.0,1,1,-1.8635622672083767,-1.8635622672083767
2016-09-21,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.5447040193302699,0.5705508679339047,0.0,-0.10473920231769081,0.5104006620229828,1,44.0,1,1,0.33620334578255895,0.33620334578255895
2016-09-22,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.4913016644939689,0.42478481662515877,1.0,-1.387186968913297,0.7083111228074048,1,2.0,1,1,-0.3436409695746813,-0.3436409695746813
2016-09-23,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.7155915548064332,0.601786450357207,0.0,-1.2756697718180268,0.739560142931261,1,44.0,1,1,0.14773920897757767,0.14773920897757767
2016-09-24,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.8010353225445149,0.7996118057047907,0.0,-0.18837710013914336,0.7812255030964024,1,10.0,1,1,1.0954009818997914,1.0954009818997914
2016-09-26,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,0.9185205031843768,0.726728780050418,0.0,-1.387186968913297,1.0937157043349635,1,5.0,1,1,-1.1333591136765262,-1.1333591136765262
2016-09-27,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.9078400322171168,0.789199944897023,0.0,-1.219911173270392,0.9895523039221097,1,7.0,1,1,-0.49662501584755075,-0.49662501584755075
2016-09-28,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.9932837999551981,0.7787880840892557,0.0,-1.387186968913297,1.1457974045413903,1,5.0,1,1,-0.3791210601067932,-0.3791210601067932
2016-09-29,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.6408282580356119,0.5184915638950669,0.0,-1.219911173270392,0.5937313823532658,1,4.0,1,1,-0.2551314964193055,-0.2551314964193055
2016-09-30,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.44857978062492826,0.4872559814717642,0.0,0.7595190751706528,0.229159480908278,1,25.0,1,1,1.1652166439145921,1.1652166439145921
2016-10-01,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.6621891999701323,0.768376223281488,0.0,0.8710362722659227,0.6458130825596925,1,15.0,1,1,1.1999337217470887,1.1999337217470887
2016-10-02,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,0.7583134386754738,0.8412592489358608,0.0,1.6237773526589963,0.7083111228074048,1,16.0,1,1,-0.4859428380529364,-0.4859428380529364
2016-10-03,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,0.8330767354462951,0.6850813368193476,0.0,-1.2756697718180268,0.8437235433441147,1,4.0,1,1,-1.5900222143962885,-1.5900222143962885
2016-10-04,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.9932837999551981,1.0911439083222823,0.0,0.1740537904204845,0.6458130825596925,1,2.0,1,1,-0.730488408279643,-0.730488408279643
2016-10-05,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.41653836772314756,0.2686069045086455,0.0,-1.3035490710918445,0.343739221362417,1,14.0,1,1,-0.9036922910923181,-0.9036922910923181
2016-10-06,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.7903548515772545,0.768376223281488,0.0,0.9825534693611929,0.802058183178973,1,15.0,1,1,-0.4226127839848658,-0.4226127839848658
2016-10-07,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.3844969548213669,0.393549234201856,0.0,0.5364846809801126,0.3854045815275585,1,13.0,1,1,0.7749356480613616,0.7749356480613616
2016-10-08,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.24565083224698445,0.3102543477397159,0.0,-1.387186968913297,0.229159480908278,1,44.0,1,1,1.0313079151321054,1.0313079151321054
2016-10-09,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,0.4378993096576679,0.3102543477397159,0.0,-1.1641525747227568,0.145828760577995,1,2.0,1,1,0.30072325525044713,0.30072325525044713
2016-10-11,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,-1.8972327650708462e-16,-0.012513337301078334,0.0,0.11829519187284962,-0.010416340041285516,1,24.0,1,1,-1.2291172074782475,-1.2291172074782475
2016-10-12,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.010680470967259971,0.3831373733940887,0.0,-0.6623251877940413,-0.031249020123856178,1,10.0,1,1,-0.5073071936421651,-0.5073071936421651
2016-10-13,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,-0.0747632967708215,-0.05416078053214839,0.0,-0.10473920231769081,-0.20832680082570754,1,14.0,1,1,-0.47259011580966853,-0.47259011580966853
2016-10-14,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,0.053402354836300805,0.1957238788542727,0.0,1.2334671628255507,-0.23957582094956353,1,21.0,1,1,0.9344053022809612,0.9344053022809612
2016-10-15,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.22428989031246394,0.4143729558173914,0.0,0.6480018780753826,0.0729143802889975,1,21.0,1,1,1.4063286569930298,1.4063286569930298
2016-10-17,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,0.4806211935267089,0.42478481662515877,0.0,-1.331428370365662,0.5104006620229828,1,3.0,1,1,-1.4534429411651482,-1.4534429411651482
2016-10-18,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.6301477870683515,0.6954931976271153,0.0,-0.4950493921511361,0.47915164189912685,1,7.0,1,1,-0.6400714033752288,-0.6400714033752288
2016-10-19,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.3310945999850659,0.4143729558173914,0.0,1.512260155563726,0.20832680082570718,1,5.0,1,1,-0.5012030920452426,-0.5012030920452426
2016-10-20,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.40585789675588724,0.7787880840892557,0.0,1.512260155563726,0.20832680082570718,1,23.0,1,1,-0.2776403710579571,-0.2776403710579571
2016-10-21,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,-0.05340235483630118,0.008310384314456696,0.0,1.4007429584684559,-0.14582876057799518,1,21.0,1,1,0.9580586959690358,0.9580586959690358
2016-10-22,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,-0.1815680064434235,-0.08539636295545112,0.0,0.2855709875157547,-0.40623726161012946,1,37.0,1,1,1.5131504349391731,1.5131504349391731
2016-10-23,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,-0.03204141290178067,0.008310384314456696,0.0,0.42496748388484235,-0.11457974045413918,1,2.0,1,1,-0.24864588847257535,-0.24864588847257535
2016-10-24,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,-0.149526593541643,-0.05416078053214839,0.0,0.8710362722659227,-0.31249020123856114,1,10.0,1,1,-1.2848171345501649,-1.2848171345501649
2016-10-25,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,-0.02136094193452051,0.039545966737759425,0.0,0.42496748388484235,-0.31249020123856114,1,3.0,1,1,-0.6026837810940787,-0.6026837810940787
2016-10-26,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,0.5660649612647902,0.8204355273203258,0.0,1.2613464620993682,0.27082484107341953,1,3.0,1,1,-0.20553567094431038,-0.20553567094431038
2016-10-27,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,0.02136094193452032,0.08119340996882948,0.0,1.4286222577422734,-0.1562451006192807,1,4.0,1,1,-0.19180144235123484,-0.19180144235123484
2016-10-28,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,-0.24565083224698464,-0.3352810223418724,0.0,-1.3035490710918445,-0.18749412074313668,1,8.0,1,1,0.8588670450190456,0.8588670450190456
2016-10-29,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,-0.32041412901780614,-0.2728098574952671,0.0,-0.0489806037700557,-0.20832680082570754,1,8.0,1,1,1.6970364955464625,1.6970364955464625
2016-10-31,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,-0.32041412901780614,-0.21033869264866184,0.0,-1.3593076696394797,-0.5728987022706953,1,1.0,1,1,-1.1127577707869127,-1.1127577707869127
2016-11-01,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,-0.46994072255944896,-0.5018707952661532,0.0,-1.387186968913297,-0.4166536016514148,1,2.0,1,1,-0.8251019830319413,-0.8251019830319413
2016-11-02,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,-0.576745432232051,-0.6164012641515964,0.0,0.6480018780753826,-0.6249804024771222,1,12.0,1,1,0.34383347277871207,0.34383347277871207
2016-11-04,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,-0.39517742578862747,-0.4498114912273154,0.0,0.06253659332521452,-0.3854045815275587,1,10.0,1,1,0.0035298087502842624,0.0035298087502842624
2016-11-05,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,0.17088753547616295,0.32066620854748323,0.0,1.3728636591946384,-0.1562451006192807,1,26.0,1,1,1.2190090392374715,1.2190090392374715
2016-11-07,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,-0.7262720257736937,-0.6580487073826664,0.0,1.3171050606470032,-0.7499764829725466,1,3.0,1,1,-1.3561588219641962,-1.3561588219641962
2016-11-08,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,-0.43789930965766827,-0.42898776961178037,0.0,-0.46717009287731864,-0.708311122807405,1,34.0,1,1,-1.1734172804063299,-1.1734172804063299
2016-11-09,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,-0.7583134386754742,-0.7101080114215043,0.0,0.42496748388484235,-0.6978947827661197,1,9.0,1,1,-0.8628711116628991,-0.8628711116628991
2016-11-10,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,-0.7689939096427344,-0.8975215059613202,0.0,-1.2756697718180268,-0.708311122807405,1,1.0,1,1,-0.5961981731473486,-0.5961981731473486
2016-11-11,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,-0.8651181483480762,-1.0120519748467631,0.0,-1.387186968913297,-0.7499764829725466,1,22.0,1,1,0.3587122204212106,0.3587122204212106
2016-11-12,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,-0.27769224514876534,-0.05416078053214839,0.0,0.6758811773492002,-0.4166536016514148,1,21.0,1,1,1.7599850432647255,1.7599850432647255
2016-11-13,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,-0.25633130321424497,0.12284085319989992,0.0,1.0940706664564632,-0.56248236222941,1,4.0,1,1,-0.43634701257794134,-0.43634701257794134
2016-11-14,air_9efaa7ded03c5a71,0,1,0,0,0,0,0,-0.149526593541643,-0.21033869264866184,0.0,-0.3556528957820484,-0.23957582094956353,1,1.0,1,1,-1.4671771697582239,-1.4671771697582239
2016-11-15,air_9efaa7ded03c5a71,0,0,0,0,0,1,0,0.02136094193452032,0.372725512586321,0.0,-0.24413569868677845,-0.04166536016514151,1,12.0,1,1,-0.9628257753125046,-0.9628257753125046
2016-11-16,air_9efaa7ded03c5a71,0,0,0,0,0,0,1,-0.46994072255944896,-0.5331063776894559,0.0,0.9546741700873755,-0.5520660221881245,1,22.0,1,1,-0.3772135283577549,-0.3772135283577549
2016-11-17,air_9efaa7ded03c5a71,0,0,0,0,1,0,0,-0.6728696709373927,-0.6892842898059692,0.0,-1.1641525747227568,-0.6353967425184076,1,25.0,1,1,-0.32723619653295216,-0.32723619653295216
2016-11-18,air_9efaa7ded03c5a71,1,0,0,0,0,0,0,-0.5981063741665713,-0.5018707952661532,0.0,1.2892257613731857,-0.791641843137688,1,11.0,1,1,0.9737004563111497,0.9737004563111497
2016-11-19,air_9efaa7ded03c5a71,0,0,1,0,0,0,0,-0.6621891999701324,-0.8246384803069474,0.0,-1.387186968913297,-0.49998432198169773,1,25.0,1,1,1.4830114333043685,1.4830114333043685
2016-11-20,air_9efaa7ded03c5a71,0,0,0,1,0,0,0,-0.25633130321424497,-0.2728098574952671,0.0,-1.136273275448939,-0.3854045815275587,1,2.0,1,1,-0.18378980900527409,-0.18378980900527409
