visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Chiyoda-ku Kudanminami,total_area_visitors,total_genre_visitors
2016-07-29,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.280332115057709,1.3820690796580097,0.0,1.6965384105464645,1.1403949698192561,1,52.0,1,1,1.2794003918089147,1.2794003918089147
2016-07-30,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.280332115057709,1.4405371628518115,0.0,1.511437562735238,1.0515826049773727,1,35.0,1,1,1.4012964223829458,1.4012964223829458
2016-07-31,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,1.3152718224988804,1.1949712134378445,0.0,0.4801614106441189,1.306918153897788,1,14.0,1,1,-0.4410309257865884,-0.4410309257865884
2016-08-01,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.303625253351823,1.2768265299091668,0.0,-0.8419875022932135,1.3291212451082595,1,25.0,1,1,-1.2059670923318535,-1.2059670923318535
2016-08-02,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.1289267161459657,1.0312605804951995,0.0,-0.8948734588107068,1.0959887873983143,1,29.0,1,1,-0.8395075067453676,-0.8395075067453676
2016-08-03,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.2337458384694804,1.3352946131029686,0.0,-0.2602419806007874,1.1959026978454335,1,38.0,1,1,-0.3746824534488246,-0.3746824534488246
2016-08-04,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.3851512373812236,1.452230779490572,0.0,0.9032490627840651,1.306918153897788,1,36.0,1,1,-0.24314274956988594,-0.24314274956988594
2016-08-05,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.4550306522635663,1.4990052460456131,0.0,1.511437562735238,1.3291212451082595,1,50.0,1,1,0.8481353216134501,0.8481353216134501
2016-08-06,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.501616928851795,1.5925541791556963,0.0,0.9825779975603053,1.462339792371085,1,64.0,1,1,0.5966283218214617,0.5966283218214617
2016-08-08,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.4317375139694521,1.475618012768093,0.0,-0.12802708930705414,1.4068320643449077,1,35.0,1,1,-1.1866797457220386,-1.1866797457220386
2016-08-09,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.8277208649693952,2.0018307615123083,0.0,0.7974771497490785,1.4512382467658493,1,22.0,1,1,-0.32260661760232395,-0.32260661760232395
2016-08-10,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.501616928851795,1.5691669458781754,0.0,-0.04869815453081402,1.484542883581556,1,57.0,1,1,0.7200673401242781,0.7200673401242781
2016-08-11,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.2919786842047662,1.346988229741729,1.0,-0.04869815453081402,1.395730518739672,1,21.0,1,1,0.3975829048081703,0.3975829048081703
2016-08-13,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.198806131028309,1.311907379825448,1.0,0.5594903454203588,1.1848011522401982,1,36.0,1,1,0.12061660749122607,0.12061660749122607
2016-08-17,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.4550306522635663,1.604247795794456,0.0,1.2998937366652648,1.1514965154244916,1,28.0,1,1,-0.85802335949079,-0.85802335949079
2016-08-18,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.2453924076165375,1.2885201465479275,0.0,-1.0535313283631866,1.395730518739672,1,10.0,1,1,-0.5717991358011345,-0.5717991358011345
2016-08-19,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.3269183916459377,1.3703754630192493,0.0,0.4801614106441189,1.373527427529201,1,72.0,1,1,0.8099463753260162,0.8099463753260162
2016-08-20,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.1056335778518516,1.1014222803277618,0.0,-0.9213164370694534,1.2736135170820821,1,38.0,1,1,0.6880503447519851,0.6880503447519851
2016-08-21,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,1.361858099087109,1.5106988626843736,0.0,0.7445911932315854,1.2070042434506691,1,10.0,1,1,-0.845293710728312,-0.845293710728312
2016-08-22,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.1056335778518516,0.902630797468836,0.0,-1.3444040892093998,1.1736996066349625,1,49.0,1,1,-2.0777551590954944,-2.0777551590954944
2016-08-23,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.2337458384694804,1.148196746882803,0.0,-0.8948734588107068,1.2847150626873174,1,43.0,1,1,-0.6389191020032909,-0.6389191020032909
2016-08-24,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.198806131028309,1.2417456799928857,0.0,-0.8419875022932135,1.2070042434506691,1,48.0,1,1,-0.441802419650981,-0.441802419650981
2016-08-25,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.3735046682341663,1.4171499295742913,0.0,1.8023103235814513,1.2070042434506691,1,36.0,1,1,-0.30756248724666824,-0.30756248724666824
2016-08-26,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.4084443756753378,1.4288435462130509,0.0,1.352779693182758,1.2625119714768465,1,27.0,1,1,1.1189296680152534,1.1189296680152534
2016-08-27,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.9425816097930516,0.7506137811649515,0.0,-1.3444040892093998,0.9960748769511952,1,40.0,1,1,1.1841208995564283,1.1841208995564283
2016-08-28,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.74458993429308,0.46996698183470337,0.0,-1.3444040892093998,0.9627702401354888,1,10.0,1,1,-0.27515974494217893,-0.27515974494217893
2016-08-29,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.0939870087047947,1.1131158969665222,0.0,-0.6568866544819869,1.0515826049773727,1,34.0,1,1,-1.4867908589707608,-1.4867908589707608
2016-08-30,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.0357541629695088,0.8792435641913153,0.0,-1.18574621965692,1.0959887873983143,1,30.0,1,1,-0.6663071341892283,-0.6663071341892283
2016-08-31,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.2337458384694804,1.2300520633541256,0.0,1.6436524540289714,1.0959887873983143,1,34.0,1,1,-0.22154092136689305,-0.22154092136689305
2016-09-01,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.2570389767635948,1.3937626962967702,0.0,1.3263367149240113,1.040481059372137,1,37.0,1,1,-0.6288896817661871,-0.6288896817661871
2016-09-02,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.222099269322423,1.0780350470502411,0.0,-0.04869815453081402,1.1514965154244916,1,23.0,1,1,0.6174586561600619,0.6174586561600619
2016-09-03,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.280332115057709,1.3937626962967702,0.0,0.6123763019378521,1.3291212451082595,1,70.0,1,1,1.2199953642506844,1.2199953642506844
2016-09-04,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,1.222099269322423,1.3236009964642081,0.0,-0.1544700675658007,1.2625119714768465,1,3.0,1,1,-0.7758592629329778,-0.7758592629329778
2016-09-05,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.4200909448223948,1.452230779490572,0.0,1.1941218236302782,1.3513243363187302,1,27.0,1,1,-1.3926686075148633,-1.3926686075148633
2016-09-06,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.4666772214106236,1.3820690796580097,0.0,1.1941218236302782,1.4734413379763203,1,30.0,1,1,-0.6663071341892283,-0.6663071341892283
2016-09-07,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.268685545910652,1.136503130244043,0.0,-0.7362155892582269,1.417933609950143,1,38.0,1,1,-0.5663986787503863,-0.5663986787503863
2016-09-08,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.1871595618812516,1.148196746882803,0.0,-1.0006453718456934,1.3402227907134947,1,16.0,1,1,-0.4140286405328473,-0.4140286405328473
2016-09-09,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,1.2570389767635948,1.3937626962967702,0.0,0.05707375850417242,1.10709033300355,1,32.0,1,1,0.9453435485269179,0.9453435485269179
2016-09-10,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,1.2104527001753662,1.2417456799928857,0.0,-0.2602419806007874,1.1848011522401982,1,50.0,1,1,1.4707308701782802,1.4707308701782802
2016-09-11,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.8144693491754227,0.5284350650285051,0.0,-1.2915181326919065,0.9072625121093114,1,12.0,1,1,-0.32222087067012767,-0.32222087067012767
2016-09-12,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,0.9891678863812801,0.8324690976362737,0.0,-1.26507515443316,1.0959887873983143,1,29.0,1,1,-1.370681032379674,-1.370681032379674
2016-09-13,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,0.74458993429308,0.38811166536338065,0.0,-1.3444040892093998,0.973871785740724,1,39.0,1,1,-0.8360357843556008,-0.8360357843556008
2016-09-14,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.8028227800283657,0.7038393146099102,0.0,-1.26507515443316,0.8850594208988406,1,30.0,1,1,-0.42830127702411047,-0.42830127702411047
2016-09-15,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,0.9192884714989373,0.6804520813323892,0.0,-1.3179611109506533,1.062684150582608,1,46.0,1,1,-0.09308719294552477,-0.09308719294552477
2016-09-16,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,0.7795296417342511,0.44657974855718235,0.0,-1.3444040892093998,1.0293795137669013,1,53.0,1,1,0.8751376068671911,0.8751376068671911
2016-09-18,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.9775213172342231,0.7389201645261909,0.0,-1.3444040892093998,1.062684150582608,1,130.0,1,1,0.13643223171127442,0.13643223171127442
2016-09-19,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,0.5931845353813369,0.27117549897577725,1.0,-1.3444040892093998,0.7296377824255438,1,4.0,1,1,-1.3737670078372446,-1.3737670078372446
2016-09-20,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,0.33696001414607946,-0.05624576690951201,0.0,-1.3444040892093998,0.5520130527417765,1,32.0,1,1,-1.8733092850314546,-1.8733092850314546
2016-09-21,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.453425705616651,0.3062563488920583,0.0,-1.3179611109506533,0.5520130527417765,1,36.0,1,1,0.35090752601241787,0.35090752601241787
2016-09-23,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,0.5349516896460511,0.17762656586569484,0.0,-1.3444040892093998,0.7518408736360146,1,47.0,1,1,0.1603485415074451,0.1603485415074451
2016-09-24,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.6514173811166226,0.38811166536338065,0.0,-1.3444040892093998,0.9072625121093114,1,45.0,1,1,1.1185439210830572,1.1185439210830572
2016-09-25,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.8610556257636516,0.914324414107596,0.0,-0.44534282841201384,0.8517547840831341,1,14.0,1,1,-0.422515073041166,-0.422515073041166
2016-09-26,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,1.07069387041068,1.1131158969665222,0.0,-0.5246717631882537,1.0293795137669013,1,31.0,1,1,-1.1349896568077342,-1.1349896568077342
2016-09-27,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.0939870087047947,1.0780350470502411,0.0,-0.7362155892582269,1.129293424214021,1,37.0,1,1,-0.49117802697210755,-0.49117802697210755
2016-09-28,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,1.198806131028309,1.1715839801603238,0.0,-0.7891015457757202,1.2625119714768465,1,38.0,1,1,-0.3723679718556468,-0.3723679718556468
2016-09-29,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,0.9775213172342231,0.8558563309137943,0.0,-1.1593032413981732,1.0071764225564306,1,22.0,1,1,-0.24700021889184892,-0.24700021889184892
2016-09-30,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,0.6048311045283937,0.4816605984734635,0.0,-0.7097726109994803,0.685231600004602,1,59.0,1,1,1.1891356096749803,1.1891356096749803
2016-10-01,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.4068394290284222,0.14254571594941373,0.0,-1.3444040892093998,0.5520130527417765,1,49.0,1,1,1.2242385805048437,1.2242385805048437
2016-10-02,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.8028227800283657,0.8207754809975136,0.0,1.0619069323365449,0.6630285087941311,1,28.0,1,1,-0.48037711287061113,-0.48037711287061113
2016-10-03,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,0.7562365034401369,0.6921456979711498,0.0,-1.3444040892093998,0.8295516928726632,1,17.0,1,1,-1.5967287346467067,-1.5967287346467067
2016-10-04,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,1.0124610246753942,1.3352946131029686,0.0,0.29506056283289234,0.7851455104517211,1,29.0,1,1,-0.7276408964084402,-0.7276408964084402
2016-10-05,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.90764190235188,0.6804520813323892,0.0,-1.1593032413981732,0.9849733313459597,1,42.0,1,1,-0.9027700036255609,-0.9027700036255609
2016-10-06,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,1.140573285293023,1.2534392966316463,0.0,0.8503631062665721,0.973871785740724,1,48.0,1,1,-0.41634312212602514,-0.41634312212602514
2016-10-07,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,0.6048311045283937,0.5050478317509841,0.0,0.18928864979790566,0.7074346912150729,1,41.0,1,1,0.7945164980381642,0.7945164980381642
2016-10-08,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.5815379662342796,0.5518222983060257,0.0,-1.2915181326919065,0.618622326373189,1,27.0,1,1,1.0537384364740785,1.0537384364740785
2016-10-09,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.7096502268519084,0.5985967648610669,0.0,-1.3444040892093998,0.6630285087941311,1,8.0,1,1,0.31503306131816183,0.31503306131816183
2016-10-11,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,0.1622614769402221,-0.05624576690951201,0.0,-1.2915181326919065,0.3965914142684796,1,34.0,1,1,-1.2318121367890058,-1.2318121367890058
2016-10-12,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.19720118438139325,0.3062563488920583,0.0,0.823920128007825,0.11905277413759284,1,35.0,1,1,-0.501978941073604,-0.501978941073604
2016-10-13,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,0.034149216322593226,-0.27842448304595874,0.0,-1.3444040892093998,0.29667750382136054,1,33.0,1,1,-0.4668759702437406,-0.4668759702437406
2016-10-14,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,-0.07066990600092123,-0.12640746674207423,0.0,-0.28668495885953393,-0.0030642275199973075,1,41.0,1,1,0.9557587156962181,0.9557587156962181
2016-10-15,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.05744235461670746,0.24778826569825665,0.0,1.511437562735238,-0.09187659236188096,1,87.0,1,1,1.4329276708230425,1.4329276708230425
2016-10-16,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,0.13896833864610747,0.27117549897577725,0.0,0.03063078024542587,0.008037318085238124,1,4.0,1,1,-0.5135513490394931,-0.5135513490394931
2016-10-17,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,0.1506149077931648,-0.12640746674207423,0.0,-1.3444040892093998,0.34108368624230223,1,61.0,1,1,-1.4586313329204308,-1.4586313329204308
2016-10-18,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,0.546598258793108,0.6687584646936291,0.0,0.21573162805665244,0.452099142294657,1,39.0,1,1,-0.6362188734779168,-0.6362188734779168
2016-10-19,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.5349516896460511,0.38811166536338065,0.0,-0.8419875022932135,0.6408254175836599,1,39.0,1,1,-0.4958069901584632,-0.4958069901584632
2016-10-20,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,0.6630639502636796,0.8324690976362737,0.0,1.2998937366652648,0.4854037791103635,1,49.0,1,1,-0.2697592878914307,-0.2697592878914307
2016-10-21,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,0.2321408918225648,0.09577124939437211,0.0,-0.04869815453081402,0.30777904942659595,1,42.0,1,1,0.9796750254923887,0.9796750254923887
2016-10-22,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,0.05744235461670746,-0.26673086640719823,0.0,-1.3179611109506533,0.23006823018994754,1,67.0,1,1,1.540936811838007,1.540936811838007
2016-10-24,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,-0.15219589003032125,-0.17318193329711543,0.0,1.2470077801477717,-0.08077504675664553,1,14.0,1,1,-1.2881311888896658,-1.2881311888896658
2016-10-25,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,-0.2570150123538357,-0.3953606494335622,0.0,-0.7097726109994803,-0.2917044132561195,1,33.0,1,1,-0.5984156741226793,-0.5984156741226793
2016-10-26,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,0.33696001414607946,0.5985967648610669,0.0,1.1941218236302782,-0.0030642275199973075,1,32.0,1,1,-0.1968531177063298,-0.1968531177063298
2016-10-27,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,0.32531344499902215,0.31794996553081883,0.0,0.6652622584553453,0.06354504611141548,1,19.0,1,1,-0.18296622814726293,-0.18296622814726293
2016-10-28,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,-0.46665325700086463,-0.6760074487638102,0.0,-1.3444040892093998,-0.2806028676508841,1,34.0,1,1,0.8793808231213505,0.8793808231213505
2016-10-29,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,-0.08231647514797835,0.025609549561810305,0.0,-1.3444040892093998,-0.11407968357235201,1,36.0,1,1,1.7268668331566241,1.7268668331566241
2016-10-31,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,-0.22207530491266414,-0.17318193329711543,0.0,-0.3131279371182806,-0.3139075044665904,1,13.0,1,1,-1.114159322469134,-1.114159322469134
2016-11-01,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,-0.3268944272361786,-0.488909582543645,0.0,-0.4717858066707605,-0.10297813796711659,1,38.0,1,1,-0.8233061355931228,-0.8233061355931228
2016-11-02,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,-0.6180586559126076,-0.9800414813715793,0.0,-1.3444040892093998,-0.44712605172941616,1,43.0,1,1,0.3586224646563439,0.3586224646563439
2016-11-03,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,-0.3851272729714644,-0.13810108338083474,1.0,1.1676788453715317,-0.46932914293988703,1,12.0,1,1,-0.11738924967389175,-0.11738924967389175
2016-11-04,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,-0.2570150123538357,-0.20826278321339653,0.0,1.0883499105952914,-0.45822759733465157,1,27.0,1,1,0.01453620113724325,0.01453620113724325
2016-11-05,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,-0.1871355974714928,-0.12640746674207423,0.0,0.45371843238537213,-0.15848586599329395,1,79.0,1,1,1.2435259271146588,1.2435259271146588
2016-11-06,air_a85f0c0c889f6b7e,0,0,0,1,0,0,0,-0.16384245917737836,0.025609549561810305,0.0,1.1676788453715317,-0.3028059588613549,1,2.0,1,1,-0.5687131603435641,-0.5687131603435641
2016-11-07,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,-0.6064120867655505,-0.7227819153188516,0.0,0.8768060845253186,-0.49153223415035807,1,21.0,1,1,-1.360265865210374,-1.360265865210374
2016-11-08,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,-0.7345243473831791,-0.8163308484289344,0.0,-0.8684304805519601,-0.7246646918603029,1,17.0,1,1,-1.1754930846883458,-1.1754930846883458
2016-11-09,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,-0.6762915016478933,-0.699394682041331,0.0,0.242174606315399,-0.5248368709660644,1,21.0,1,1,-0.8614950818805567,-0.8614950818805567
2016-11-10,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,-0.7694640548243507,-0.8864925482614965,0.0,-1.2121891979156665,-0.5581415077817709,1,27.0,1,1,-0.5918579762753422,-0.5918579762753422
2016-11-11,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,-0.8393434697066936,-0.9917350980103395,0.0,-1.3444040892093998,-0.7690708742812448,1,24.0,1,1,0.3736665950119996,0.3736665950119996
2016-11-12,air_a85f0c0c889f6b7e,0,0,1,0,0,0,0,-0.3036012889420644,-0.20826278321339653,0.0,0.32150354109163887,-0.2917044132561195,1,38.0,1,1,1.7905150769690137,1.7905150769690137
2016-11-14,air_a85f0c0c889f6b7e,0,1,0,0,0,0,0,-0.29195471979500726,-0.4538287326273639,0.0,-1.3444040892093998,-0.12518122917758745,1,16.0,1,1,-1.4725182224794977,-1.4725182224794977
2016-11-15,air_a85f0c0c889f6b7e,0,0,0,0,0,1,0,-0.10560961344209258,-0.14979470001959483,0.0,-0.9213164370694534,0.008037318085238124,1,35.0,1,1,-0.9625607781159876,-0.9625607781159876
2016-11-16,air_a85f0c0c889f6b7e,0,0,0,0,0,0,1,-0.43171354955969304,-0.6760074487638102,0.0,-1.18574621965692,-0.2139935940194713,1,57.0,1,1,-0.3704392371946653,-0.3704392371946653
2016-11-17,air_a85f0c0c889f6b7e,0,0,0,0,1,0,0,-0.42006698041263596,-0.26673086640719823,0.0,0.7974771497490785,-0.5359384165712999,1,20.0,1,1,-0.31990638907694985,-0.31990638907694985
2016-11-18,air_a85f0c0c889f6b7e,1,0,0,0,0,0,0,-0.5714723793243789,-0.5707648990149673,0.0,1.0354639540777983,-0.7246646918603029,1,37.0,1,1,0.9954906497124371,0.9954906497124371
