visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Japanese food,Fukuoka-ken Fukuoka-shi Momochi,total_area_visitors,total_genre_visitors
2016-07-11,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.0104156657982648,0.8079521145125894,0.0,-1.3244831728099633,1.1501495835828353,1,10.0,1,1,-1.2593533496583849,-1.2593533496583849
2016-07-12,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.1355785740586217,1.214723209065399,0.0,-0.6105328490518137,1.1501495835828353,1,16.0,1,1,-0.5205515291294934,-0.5205515291294934
2016-07-13,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.0104156657982648,0.8299397412451737,0.0,-1.3773683819772335,1.062039118425424,1,19.0,1,1,-0.4465179095230158,-0.4465179095230158
2016-07-14,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.1014432354421606,1.0937912620361852,0.0,1.108236448884472,1.117108159148806,1,52.0,1,1,-0.22556783235549685,-0.22556783235549685
2016-07-15,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.8852527575379083,0.840933554611466,0.0,1.399105099304459,0.9959562695573658,1,48.0,1,1,0.9862052471101147,0.9862052471101147
2016-07-16,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.1242001278531346,1.3136675293620284,0.0,0.15630268387360619,0.9629148451233366,1,58.0,1,1,1.4495866589475503,1.4495866589475503
2016-07-17,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.0104156657982648,0.9288840615418033,0.0,0.2620731022081467,1.1060943510041295,1,73.0,1,1,0.5021097655382243,0.5021097655382243
2016-07-18,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.999037219592778,0.994846941739556,1.0,0.7380399847135797,0.9629148451233366,1,49.0,1,1,-1.0598845299932635,-1.0598845299932635
2016-07-19,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.0331725582092386,1.0058407551058484,0.0,1.5048755176389996,1.0400115021360714,1,43.0,1,1,-0.8803625922946545,-0.8803625922946545
2016-07-20,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.021794112003752,1.0168345684721405,0.0,1.0289086351335663,1.117108159148806,1,43.0,1,1,-0.38782804527539355,-0.38782804527539355
2016-07-21,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.9535234347708299,0.9398778749080952,0.0,1.7428589588917163,1.0179838858467185,1,14.0,1,1,-0.1618912476162466,-0.1618912476162466
2016-07-22,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.8966312037433951,0.9068964348092191,0.0,1.7428589588917163,0.9298734206893078,1,50.0,1,1,1.0514162073852504,1.0514162073852504
2016-07-23,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.0900647892366735,1.1377665155013545,0.0,1.901514586393527,0.9078458043999548,1,74.0,1,1,1.3747858515731297,1.3747858515731297
2016-07-24,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.2607414823189782,1.2257170224316913,0.0,0.15630268387360619,1.271301473174275,1,59.0,1,1,-0.45303900555052934,-0.45303900555052934
2016-07-25,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.2493630361134913,1.214723209065399,0.0,0.44717133429359296,1.3043428976083042,1,21.0,1,1,-1.1116697043294008,-1.1116697043294008
2016-07-26,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.1810923588805693,1.2367108357979837,0.0,0.42072872970995784,1.1501495835828353,1,19.0,1,1,-0.36327803670122477,-0.36327803670122477
2016-07-27,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.2721199285244653,1.3576427828271975,0.0,0.8966956122153906,1.172177199872188,1,46.0,1,1,-0.15498655770476163,-0.15498655770476163
2016-07-28,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.351769051962874,1.4236056630249498,0.0,1.1346790534681073,1.2823152813189516,1,53.0,1,1,0.07555336656204195,0.07555336656204195
2016-07-29,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,1.408661282990309,1.4785747298564107,0.0,1.1346790534681073,1.3153567057529807,1,80.0,1,1,1.303820983038423,1.303820983038423
2016-07-30,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.3745259443738478,1.4345994763912422,0.0,0.7644825892972147,1.3704257464763625,1,62.0,1,1,1.4250366503733816,1.4250366503733816
2016-07-31,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.385904390579335,1.4455932897575345,0.0,1.6106459359735403,1.3043428976083042,1,53.0,1,1,-0.4070077394739629,-0.4070077394739629
2016-08-01,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.408661282990309,1.5225499833215799,0.0,1.6106459359735403,1.359411938331686,1,33.0,1,1,-1.1676744113892235,-1.1676744113892235
2016-08-02,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.3745259443738478,1.4345994763912422,0.0,1.2140068672190127,1.3814395546210387,1,32.0,1,1,-0.8032602216164056,-0.8032602216164056
2016-08-03,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.3176337133464129,1.3466489694609052,0.0,0.3678435205426875,1.359411938331686,1,28.0,1,1,-0.34102959143088435,-0.34102959143088435
2016-08-04,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.3631474981683611,1.5115561699552875,0.0,1.3726624947208237,1.3153567057529807,1,37.0,1,1,-0.21022407699664136,-0.21022407699664136
2016-08-05,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,1.2721199285244653,1.4345994763912422,0.0,0.8702530076317555,1.271301473174275,1,46.0,1,1,0.8749630207584125,0.8749630207584125
2016-08-06,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.1810923588805693,1.5665252367867484,0.0,0.8173677984644854,1.0510253102807476,1,73.0,1,1,0.6248598084090682,0.6248598084090682
2016-08-07,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.3062552671409262,1.555531423420456,0.0,0.6058269617954039,1.117108159148806,1,55.0,1,1,-0.6106960918627694,-0.6106960918627694
2016-08-08,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.3631474981683611,1.401618036292366,0.0,1.7957441680589863,1.326370513897657,1,34.0,1,1,-1.148494717190654,-1.148494717190654
2016-08-09,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.3403906057573873,1.3466489694609052,0.0,1.848629377226257,1.3483981301870096,1,41.0,1,1,-0.2892444170947471,-0.2892444170947471
2016-08-10,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.3290121595519002,1.4345994763912422,0.0,1.9808424001444327,1.3043428976083042,1,64.0,1,1,0.747609851279912,0.747609851279912
2016-08-11,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.3972828367848222,1.4455932897575345,1.0,1.901514586393527,1.2602876650295989,1,64.0,1,1,0.42692536427983246,0.42692536427983246
2016-08-12,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,1.4427966216067698,1.5335437966878713,0.0,1.901514586393527,1.2823152813189516,1,61.0,1,1,-0.01996151054683341,-0.01996151054683341
2016-08-13,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.476931960223231,1.5665252367867484,1.0,1.8221867726426213,1.3704257464763625,1,50.0,1,1,0.1515049555883766,0.1515049555883766
2016-08-14,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.4883104064287176,1.5115561699552875,1.0,1.7957441680589863,1.4365085953444205,1,53.0,1,1,-0.9191055745757646,-0.9191055745757646
2016-08-15,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.476931960223231,1.4895685432227028,1.0,0.9760234259662962,1.3814395546210387,1,68.0,1,1,-1.4622745142792486,-1.4622745142792486
2016-08-16,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.294876820935439,1.2916799026294445,0.0,-0.2932215940481917,1.326370513897657,1,54.0,1,1,-1.340675253060319,-1.340675253060319
2016-08-17,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.3176337133464129,1.3246613427283207,0.0,1.240449471802648,1.3483981301870096,1,46.0,1,1,-0.8216727280470323,-0.8216727280470323
2016-08-18,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.351769051962874,1.4455932897575345,0.0,1.5313181222226346,1.2492738568849224,1,45.0,1,1,-0.5370460661402631,-0.5370460661402631
2016-08-19,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,1.408661282990309,1.3466489694609052,0.0,1.1611216580517423,1.4144809790550679,1,62.0,1,1,0.8369872262452451,0.8369872262452451
2016-08-20,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.3062552671409262,1.2806860892631522,0.0,1.5313181222226346,1.3814395546210387,1,69.0,1,1,0.7157715589102869,0.7157715589102869
2016-08-21,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,1.3176337133464129,1.3466489694609052,0.0,1.5313181222226346,1.271301473174275,1,34.0,1,1,-0.8090141298759765,-0.8090141298759765
2016-08-22,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.3176337133464129,1.3136675293620284,0.0,1.6899737497244456,1.359411938331686,1,31.0,1,1,-2.034596589164558,-2.034596589164558
2016-08-23,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.2721199285244653,1.3906242229260737,0.0,1.875071981809892,1.2492738568849224,1,23.0,1,1,-0.6037914019512844,-0.6037914019512844
2016-08-24,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,1.294876820935439,1.3796304095597813,0.0,1.3462198901371887,1.117108159148806,1,46.0,1,1,-0.40777492724190567,-0.40777492724190567
2016-08-25,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,1.3972828367848222,1.6105004902519167,0.0,0.473613938877228,1.3483981301870096,1,43.0,1,1,-0.274284255619863,-0.274284255619863
2016-08-26,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,1.1924708050860566,1.2916799026294445,0.0,-0.13456596654638078,1.172177199872188,1,60.0,1,1,1.1442459273063261,1.1442459273063261
2016-08-27,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.9762803271818038,0.9728593150069718,0.0,-0.7691884765536248,1.117108159148806,1,68.0,1,1,1.2090732936974906,1.2090732936974906
2016-08-28,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.7259545106610905,0.6100634739193306,0.0,-1.4038109865608688,0.7426386822298092,1,58.0,1,1,-0.2420623693662665,-0.2420623693662665
2016-08-29,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.46425024793489006,0.3901872065934875,0.0,-0.7956310811372599,0.5333763274809584,1,23.0,1,1,-1.446930758920393,-1.446930758920393
2016-08-30,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.6349269410171946,0.6540387273844994,0.0,0.5793843572117687,0.401210629744842,1,17.0,1,1,-0.6310265677132529,-0.6310265677132529
2016-08-31,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.9535234347708299,0.8739149947103425,0.0,1.399105099304459,0.8968319962552787,1,40.0,1,1,-0.1887428194942437,-0.1887428194942437
2016-09-01,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.8397389727159602,0.5990696605530387,0.0,-1.4038109865608688,0.9739286532680131,1,20.0,1,1,-0.5938179609680284,-0.5938179609680284
2016-09-02,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.6463053872226817,0.2912428862968583,0.0,-1.4038109865608688,0.874804379965926,1,32.0,1,1,0.6455738781435231,0.6455738781435231
2016-09-03,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.8624958651269341,0.687020167483376,0.0,-1.4038109865608688,0.874804379965926,1,39.0,1,1,1.2447475249068296,1.2447475249068296
2016-09-04,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.9421449885653432,0.7529830476811287,0.0,-1.3244831728099633,1.028997693991395,1,30.0,1,1,-0.7399672307611268,-0.7399672307611268
2016-09-05,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.9535234347708299,0.9398778749080952,0.0,-0.2667789894645566,0.9739286532680131,1,31.0,1,1,-1.3533338512313746,-1.3533338512313746
2016-09-06,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.9876587733872909,1.0058407551058484,0.0,0.473613938877228,1.0510253102807476,1,19.0,1,1,-0.6310265677132529,-0.6310265677132529
2016-09-07,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.9307665423598561,0.8849088080766344,0.0,-1.0864997315572467,0.7426386822298092,1,25.0,1,1,-0.5316757517646636,-0.5316757517646636
2016-09-08,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.7259545106610905,0.7090077942159602,0.0,1.293334680969918,0.6325006007830455,1,27.0,1,1,-0.3801561675959658,-0.3801561675959658
2016-09-09,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.8511174189214473,0.8959026214429268,0.0,1.266892076386283,0.7756801066638385,1,42.0,1,1,0.9716286795192021,0.9716286795192021
2016-09-10,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.8852527575379083,0.8629211813440502,0.0,-0.0023529436282049413,0.7866939148085149,1,68.0,1,1,1.4940835494882312,1.4940835494882312
2016-09-11,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.9421449885653432,0.8849088080766344,0.0,0.2620731022081467,0.9188596125446313,1,48.0,1,1,-0.2888608232107757,-0.2888608232107757
2016-09-14,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.7487114030720644,0.5441005937215779,0.0,-1.3509257773935983,0.9188596125446313,1,34.0,1,1,-0.39434914130290716,-0.39434914130290716
2016-09-15,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.8169820803049863,0.7859644877800052,0.0,-0.05523815279547532,0.8968319962552787,1,37.0,1,1,-0.06100605613177182,-0.06100605613177182
2016-09-16,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.8966312037433951,0.8739149947103425,0.0,0.024089660955430366,0.9298734206893078,1,43.0,1,1,0.9018145926364096,0.9018145926364096
2016-09-17,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,1.0786863430311868,1.1707479556002305,0.0,0.024089660955430366,1.0730529265701003,1,57.0,1,1,1.3763202271090154,1.3763202271090154
2016-09-18,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.7259545106610905,0.5001253402564091,0.0,-1.4038109865608688,0.9298734206893078,1,62.0,1,1,0.16723230483120347,0.16723230483120347
2016-09-19,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.5552778175787859,0.3022366996631506,1.0,-1.4038109865608688,0.6655420252170747,1,30.0,1,1,-1.3345377509167766,-1.3345377509167766
2016-09-20,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.39597957070196843,0.038385178872138666,0.0,-1.4038109865608688,0.5884453682043402,1,14.0,1,1,-1.8312918306597228,-1.8312918306597228
2016-09-21,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.5211424789623249,0.48913152689011713,0.0,-0.4518772215500027,0.5333763274809584,1,68.0,1,1,0.3805105043192946,0.3805105043192946
2016-09-22,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.498385586551351,0.32422432639573484,1.0,-1.4038109865608688,0.5443901356256349,1,50.0,1,1,-0.303053796917717,-0.303053796917717
2016-09-23,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.6349269410171946,0.6320511006519152,0.0,0.5793843572117687,0.6765558333617513,1,47.0,1,1,0.19101512563742945,0.19101512563742945
2016-09-24,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.7031976182501166,0.7090077942159602,0.0,0.8966956122153906,0.7206110659404565,1,57.0,1,1,1.1438623334223548,1.1438623334223548
2016-09-25,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.7714682954830386,0.6760263541170837,0.0,-1.1393849407245171,0.7646662985191622,1,42.0,1,1,-0.3885952330433363,-0.3885952330433363
2016-09-26,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.055929450620213,1.060809821937309,0.0,0.3678435205426875,0.9629148451233366,1,36.0,1,1,-1.0970931367384882,-1.0970931367384882
2016-09-27,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,1.0673078968256997,1.1047850754024775,0.0,0.6322695663790392,0.9739286532680131,1,28.0,1,1,-0.45687494439024323,-0.45687494439024323
2016-09-28,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.7600898492775515,0.3681995798609033,0.0,-1.4038109865608688,0.9408872288339839,1,21.0,1,1,-0.338728028127056,-0.338728028127056
2016-09-29,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.4870071403458643,0.19229856600022904,0.0,-1.4038109865608688,0.6655420252170747,1,19.0,1,1,-0.21406001583635523,-0.21406001583635523
2016-09-30,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.5780347099897598,0.5550944070878698,0.0,-1.2980405682263279,0.6545282170723986,1,45.0,1,1,1.2140600141891187,1.2140600141891187
2016-10-01,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.6804407258391427,0.7090077942159602,0.0,-0.6898606628027192,0.8087215310978676,1,69.0,1,1,1.2489670576305147,1.2489670576305147
2016-10-02,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.8738743113324212,0.9618655016406799,0.0,0.3149583113754171,0.8637905718212494,1,38.0,1,1,-0.4461343156390444,-0.4461343156390444
2016-10-03,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,1.0104156657982648,1.148760328867646,0.0,-0.16100857113001585,1.0069700777020423,1,9.0,1,1,-1.5562550158522384,-1.5562550158522384
2016-10-04,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.9876587733872909,0.8079521145125894,0.0,-1.1393849407245171,1.0840667347147768,1,31.0,1,1,-0.6920179952647034,-0.6920179952647034
2016-10-05,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.9080096499488822,0.840933554611466,0.0,-0.4518772215500027,0.874804379965926,1,32.0,1,1,-0.8661696185877131,-0.8661696185877131
2016-10-06,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.6463053872226817,0.6100634739193306,0.0,0.7115973801299446,0.6875696415064274,1,8.0,1,1,-0.3824577308997941,-0.3824577308997941
2016-10-07,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.6235484948117079,0.6100634739193306,0.0,-0.7427458719699895,0.6214867926383694,1,43.0,1,1,0.8216434708863897,0.8216434708863897
2016-10-08,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.6804407258391427,0.5990696605530387,0.0,-1.3244831728099633,0.5994591763490168,1,65.0,1,1,1.0794185609151619,1.0794185609151619
2016-10-09,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.25943821623612484,0.24726763283168982,0.0,0.44717133429359296,0.3241139727321075,1,69.0,1,1,0.3448362731099556,0.3448362731099556
2016-10-10,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.14565375418125512,0.20329237936652098,1.0,1.399105099304459,0.09282400169390363,1,44.0,1,1,-0.7929031867491783,-0.7929031867491783
2016-10-11,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.13427530797576798,0.17031093926764443,0.0,-0.7691884765536248,0.13687923427260895,1,13.0,1,1,-1.1933752016153063,-1.1933752016153063
2016-10-12,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.23668132382515059,0.25826144619798175,0.0,-0.08168075737911039,0.24701731571937263,1,11.0,1,1,-0.46761557314144203,-0.46761557314144203
2016-10-13,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.13427530797576798,-0.12652202162224366,0.0,-1.4038109865608688,0.3020863564427545,1,11.0,1,1,-0.43270852970004586,-0.43270852970004586
2016-10-14,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.1797890927977157,0.24726763283168982,0.0,-0.37254940779909723,0.20296208314066733,1,48.0,1,1,0.9819857143864295,0.9819857143864295
2016-10-15,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.16841064659222899,0.3132305130294425,0.0,0.18274528845724128,-0.11643835305494742,1,71.0,1,1,1.4564913488590352,1.4564913488590352
2016-10-16,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.16841064659222899,0.038385178872138666,0.0,-1.4038109865608688,0.18093446685131465,1,38.0,1,1,-0.47912338966058365,-0.47912338966058365
2016-10-17,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.4756286941403772,0.48913152689011713,0.0,-0.13456596654638078,0.5223625193362819,1,39.0,1,1,-1.4189284053904818,-1.4189284053904818
2016-10-18,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.4870071403458643,0.5001253402564091,0.0,0.7115973801299446,0.5223625193362819,1,20.0,1,1,-0.6011062447634847,-0.6011062447634847
2016-10-19,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.39597957070196843,0.18130475263393675,0.0,-1.4038109865608688,0.5994591763490168,1,20.0,1,1,-0.46147807099789984,-0.46147807099789984
2016-10-20,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.32770889346904647,0.26925525956427404,0.0,-0.5047624307172731,0.3241139727321075,1,32.0,1,1,-0.23669205499066706,-0.23669205499066706
2016-10-21,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.16841064659222899,-0.11552820825595134,0.0,-1.4038109865608688,0.3681692053108128,1,58.0,1,1,1.0057685351926555,1.0057685351926555
2016-10-22,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.08876152315382026,-0.19248490181999633,0.0,-1.4038109865608688,0.2690449320087257,1,52.0,1,1,1.5638976363710235,1.5638976363710235
2016-10-23,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,0.13427530797576798,0.027391365505846744,0.0,-1.2980405682263279,0.313100164587431,1,51.0,1,1,-0.20753891980884165,-0.20753891980884165
2016-10-24,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,0.031869292126385396,0.12633568580247598,0.0,1.3462198901371887,0.07079638540455097,1,11.0,1,1,-1.2493799086751287,-1.2493799086751287
2016-10-25,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,0.3049520010580726,0.21428619273281327,0.0,-0.9278441040554357,0.1919482749959908,1,38.0,1,1,-0.5635140441342888,-0.5635140441342888
2016-10-26,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,0.3390873396745336,0.26925525956427404,0.0,-1.0864997315572467,0.3791830134554894,1,27.0,1,1,-0.16419281092007493,-0.16419281092007493
2016-10-27,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,0.22530287761966386,0.17031093926764443,0.0,-0.2932215940481917,0.20296208314066733,1,23.0,1,1,-0.150383431097105,-0.150383431097105
2016-10-28,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,0.19116753900320285,0.24726763283168982,0.0,-1.3509257773935983,0.22498969943001998,1,40.0,1,1,0.9060341253600949,0.9060341253600949
2016-10-29,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,0.031869292126385396,-0.03857151469190634,0.0,0.6851547755463095,0.08181019354922729,1,56.0,1,1,1.7487898884452322,1.7487898884452322
2016-10-30,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,-0.16156429336689346,-0.10453439488965942,0.0,0.3149583113754171,-0.13846596934430008,1,55.0,1,1,-0.12276467145116512,-0.12276467145116512
2016-10-31,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,-0.30948409403822397,-0.4783240493435925,0.0,-1.4038109865608688,-0.1494797774889764,1,20.0,1,1,-1.0763790670040332,-1.0763790670040332
2016-11-01,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,-0.4687823409150417,-0.6212436231053906,0.0,-0.16100857113001585,-0.5349630625526494,1,43.0,1,1,-0.7871492784896075,-0.7871492784896075
2016-11-02,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,-0.6280805877918592,-0.5442869295413456,0.0,0.42072872970995784,-0.612059719565384,1,55.0,1,1,0.38818238199872235,0.38818238199872235
2016-11-03,air_67f87c159d9e2ee2,0,0,0,0,1,0,0,-0.5029176795315025,-0.434348795878424,1.0,0.9495808213826612,-0.6010459114207077,1,62.0,1,1,-0.0851724708219692,-0.0851724708219692
2016-11-04,air_67f87c159d9e2ee2,1,0,0,0,0,0,0,-0.4687823409150417,-0.3134168488492102,0.0,1.108236448884472,-0.6010459114207077,1,47.0,1,1,0.046016637496245155,0.046016637496245155
2016-11-05,air_67f87c159d9e2ee2,0,0,1,0,0,0,0,-0.21845652439432833,0.04937899223843097,0.0,0.8173677984644854,-0.4798940218292675,1,80.0,1,1,1.268146751829084,1.268146751829084
2016-11-06,air_67f87c159d9e2ee2,0,0,0,1,0,0,0,-0.15018584716140634,0.038385178872138666,0.0,0.44717133429359296,-0.21556262635703477,1,43.0,1,1,-0.533977315068492,-0.533977315068492
2016-11-07,air_67f87c159d9e2ee2,0,1,0,0,0,0,0,-0.43464700229858066,-0.291429222116626,0.0,1.1611216580517423,-0.4138111729612093,1,23.0,1,1,-1.321111964977778,-1.321111964977778
2016-11-08,air_67f87c159d9e2ee2,0,0,0,0,0,1,0,-0.4232685560930937,-0.6762126899368514,0.0,-1.4038109865608688,-0.34772832409315113,1,36.0,1,1,-1.1373704945554837,-1.1373704945554837
2016-11-09,air_67f87c159d9e2ee2,0,0,0,0,0,0,1,-0.4687823409150417,-0.5222993028087609,0.0,0.18274528845724128,-0.40279736481653294,1,13.0,1,1,-0.8251250730027747,-0.8251250730027747
