visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-02-13,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-0.40161824762365306,-0.4426818368898003,0.0,-1.2736920499600521,-0.5735150456954573,1,12.0,1,1,-0.6644091478743789,-0.6644091478743788
2016-02-15,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.9146021764787524,-1.0389299326180026,0.0,0.3042391679187552,-1.1198768709816311,1,6.0,1,1,-1.3769335754496952,-1.376933575449695
2016-02-16,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-1.477633317905081,-1.5233815103971668,0.0,0.8383081955085052,-1.381180352640236,1,8.0,1,1,-1.2176129114525214,-1.2176129114525212
2016-02-17,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-1.3650270896198151,-1.28736663917142,0.0,0.8868599252893918,-1.3574254906712722,1,4.0,1,1,-1.0499601049642115,-1.0499601049642115
2016-02-18,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-1.2524208613345498,-1.0761954386010153,0.0,0.42561849237097116,-1.2742834737798978,1,9.0,1,1,-1.0595546932873379,-1.0595546932873376
2016-02-19,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.8770667670503306,-0.6290093668048636,0.0,0.9596875199607212,-1.1911414568885235,1,6.0,1,1,-0.7429332786241746,-0.7429332786241745
2016-02-20,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-0.7394369324794501,-0.6786967081155473,0.0,-1.5164506988644841,-0.6922893555402778,1,4.0,1,1,-0.7767668269215142,-0.7767668269215141
2016-02-22,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-1.014696601621211,-1.1507264505670405,0.0,-1.4193472393027113,-0.9773476991678466,1,5.0,1,1,-1.3640566279633943,-1.364056627963394
2016-02-23,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.8019959481934866,-0.7656495554092433,0.0,-0.15700226499966552,-0.7041667865247597,1,14.0,1,1,-1.149440836525046,-1.149440836525046
2016-02-24,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-1.0772556173352474,-0.9519770853243065,0.0,0.37706676259008476,-1.1317543019661132,1,8.0,1,1,-1.105760210738182,-1.105760210738182
2016-02-25,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-1.3400034833342007,-1.2128356272053948,0.0,1.153894439084267,-1.5355869554385027,1,14.0,1,1,-1.0022396525149788,-1.0022396525149788
2016-02-26,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-1.3400034833342007,-1.2625229685160784,0.0,0.765480600837176,-1.2386511808264515,1,2.0,1,1,-0.5952271162813114,-0.5952271162813112
2016-02-27,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-1.1273028299064767,-1.0389299326180026,0.0,0.789756465727619,-1.381180352640236,1,10.0,1,1,-0.42833177729219585,-0.4283317772921957
2016-02-29,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.9020903733359451,-0.9643989206519773,0.0,-1.3222437797409385,-1.1317543019661132,1,5.0,1,1,-1.3165886646805596,-1.3165886646805596
2016-03-01,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-1.5527041367619248,-1.5482251810525087,0.0,1.153894439084267,-1.3930577836247182,1,8.0,1,1,-1.2082708122957933,-1.208270812295793
2016-03-02,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-1.3024680739057788,-1.200413791877724,0.0,1.153894439084267,-1.3574254906712722,1,4.0,1,1,-1.0792488482663862,-1.079248848266386
2016-03-03,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.7894841450506794,-0.5793220254941801,0.0,1.1053427093033807,-1.1792640259040414,1,26.0,1,1,-1.095913133248658,-1.0959131332486578
2016-03-04,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.5892952947657626,-0.41783816623445863,0.0,1.1296185741938238,-0.8229410963695801,1,10.0,1,1,-0.7255115261427086,-0.7255115261427085
2016-03-05,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-0.46417726333768955,-0.2563543069747371,0.0,-0.10845053521877909,-0.6685344935713137,1,14.0,1,1,-0.5038260380452149,-0.5038260380452146
2016-03-07,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.1638939879103143,-0.479947342872813,0.0,-1.5164506988644841,0.12725338238898318,1,1.0,1,1,-1.4203617120701608,-1.4203617120701608
2016-03-08,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.06131846866021702,0.29020644744278135,0.0,0.9839633848511647,-0.2647018400989243,1,12.0,1,1,-1.0868235232583279,-1.0868235232583279
2016-03-09,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.5392480821945334,-0.8153368967199268,0.0,-1.5164506988644841,-0.3003341330523703,1,5.0,1,1,-1.1330290407091723,-1.133029040709172
2016-03-10,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.8520431607647159,-1.0761954386010153,0.0,-1.4678989690835977,-0.7397990794782059,1,5.0,1,1,-1.0130966866700952,-1.0130966866700952
2016-03-11,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.9271139796215596,-0.9643989206519773,0.0,-0.7153471574798589,-0.8466959583385443,1,4.0,1,1,-0.6760236495286895,-0.6760236495286894
2016-03-12,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-1.139814633049284,-0.9643989206519773,0.0,0.37706676259008476,-1.381180352640236,1,17.0,1,1,-0.48690926389654504,-0.4869092638965449
2016-03-14,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-1.0772556173352474,-1.4861160044141544,0.0,-1.5164506988644841,-0.6922893555402778,1,8.0,1,1,-1.3120438596853945,-1.3120438596853945
2016-03-15,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.8019959481934866,-0.6041656961495218,0.0,1.2509978986460397,-0.8466959583385443,1,13.0,1,1,-1.038345603309901,-1.038345603309901
2016-03-16,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.7769723419078721,-0.7904932260645849,0.0,-1.006657536165177,-0.9298379752299186,1,5.0,1,1,-0.9494694167377851,-0.949469416737785
2016-03-17,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.42664185390926757,-0.1197141183703577,0.0,1.299549628426926,-0.8110636653850982,1,8.0,1,1,-0.9022539426213484,-0.9022539426213483
2016-03-18,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.2890120193383873,-0.05760494173200331,0.0,0.37706676259008476,-0.5616376147109753,1,17.0,1,1,-0.5285699763522244,-0.5285699763522242
2016-03-19,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.04880666551740998,0.30262828277045245,0.0,-0.13272640010922218,0.10349852042001917,1,15.0,1,1,-0.5111482238707584,-0.5111482238707583
2016-03-21,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.6268307041941846,-0.4675255075451424,1.0,0.012928789233436867,-0.5735150456954573,1,9.0,1,1,-1.1658526323409197,-1.1658526323409195
2016-03-22,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.6768779167654136,-0.5296346841834968,0.0,0.5955495466040733,-0.9060831132609545,1,11.0,1,1,-1.034305776647532,-1.034305776647532
2016-03-23,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.40161824762365306,-0.20666696566405376,0.0,0.37706676259008476,-0.6210247696333855,1,5.0,1,1,-0.9335625992547074,-0.9335625992547073
2016-03-24,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.5892952947657626,-0.49236917820048404,0.0,0.42561849237097116,-0.7041667865247597,1,11.0,1,1,-0.9928975533582508,-0.9928975533582507
2016-03-25,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.9396257827643671,-0.7780713907369141,0.0,1.299549628426926,-0.9179605442454365,1,11.0,1,1,-0.39096338066528347,-0.3909633806652833
2016-03-26,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-0.8520431607647159,-0.7035403787708889,0.0,1.17817030397471,-0.9773476991678466,1,14.0,1,1,-0.39677063149243874,-0.39677063149243863
2016-03-28,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.5392480821945334,-0.40541633090678797,0.0,0.23141157324742567,-0.5022504597885651,1,10.0,1,1,-1.069906749109658,-1.0699067491096579
2016-03-29,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.4892008696233041,-0.40541633090678797,0.0,0.6926530061658461,-0.8110636653850982,1,8.0,1,1,-0.7959560035677665,-0.7959560035677664
2016-03-30,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.23896480676715806,-0.032761271076661644,0.0,-0.10845053521877909,-0.41910844289719074,1,8.0,1,1,-0.8810448526439116,-0.8810448526439115
2016-03-31,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.15138218476750703,0.016926070234022136,0.0,0.8625840603989487,-0.41910844289719074,1,15.0,1,1,-0.8454438801817856,-0.8454438801817855
2016-04-01,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.3891064444808458,-0.7904932260645849,0.0,-1.5164506988644841,-0.07466294434721146,1,10.0,1,1,-0.6391602312345732,-0.6391602312345731
2016-04-02,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,-0.07631136591066326,-0.045183106404332256,0.0,-0.9338299414938476,-0.11029523730065767,1,20.0,1,1,-0.6563294945496411,-0.656329494549641
2016-04-04,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.08634207494583153,-0.08244861238734498,0.0,-1.128036860617393,0.18664053731139338,1,4.0,1,1,-1.29184472637355,-1.29184472637355
2016-04-05,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.17640579105312154,-0.2439324716470665,0.0,0.11003224879520972,-0.18155982320754988,1,13.0,1,1,-1.0878334799239202,-1.08783347992392
2016-04-06,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.13887038162469978,-0.09487044771501603,0.0,0.40134262748052807,-0.38347614994374474,1,12.0,1,1,-1.020923850828435,-1.020923850828435
2016-04-07,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.13887038162469978,-0.15697962435337043,0.0,-1.5164506988644841,-0.14592753025410388,1,5.0,1,1,-1.136563889038745,-1.136563889038745
2016-04-08,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.04880666551740998,-0.032761271076661644,0.0,-0.3754850490136541,0.07974365845105497,1,6.0,1,1,-0.5790678096318358,-0.5790678096318356
2016-04-09,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.01127125608898799,0.2653627767874397,0.0,0.64410127638496,-0.3003341330523703,1,20.0,1,1,-0.48690926389654504,-0.4869092638965449
2016-04-11,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,-0.18891759419592902,-0.08244861238734498,0.0,1.0810668444129372,-0.4547407358506369,1,2.0,1,1,-1.314063773016579,-1.314063773016579
2016-04-12,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,-0.526736279051726,-0.5917438608218509,0.0,0.012928789233436867,-0.6329022006178675,1,6.0,1,1,-1.1509557715234344,-1.1509557715234342
2016-04-13,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.1638939879103143,-0.07002677705967392,0.0,-0.9095540766034044,-0.06278551336272946,1,8.0,1,1,-1.0630895416169106,-1.0630895416169104
2016-04-14,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.2364837126595195,0.228097270804427,0.0,-0.25410572456143815,0.16288567534242937,1,4.0,1,1,-1.0300134608187652,-1.030013460818765
2016-04-15,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.24899551580232654,0.4641121420301735,0.0,1.420928952879142,0.13913081337346517,1,8.0,1,1,-0.606841617935622,-0.6068416179356219
2016-04-16,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.04880666551740998,0.10387891752771819,0.0,1.323825493317369,-0.2290695471454781,1,15.0,1,1,-0.3914683589980796,-0.3914683589980794
2016-04-18,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.0738302718030245,0.31505011809812306,0.0,-0.25410572456143815,-0.13405009926962166,1,3.0,1,1,-1.403444937921491,-1.403444937921491
2016-04-19,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.04880666551740998,0.24051910613209804,0.0,1.5180324124409148,-0.18155982320754988,1,10.0,1,1,-1.0868235232583279,-1.0868235232583279
2016-04-20,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,-0.10133497219627777,-0.045183106404332256,0.0,0.3285150328091983,-0.20531468517651408,1,3.0,1,1,-0.9532567542337559,-0.9532567542337558
2016-04-21,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,-0.07631136591066326,-0.20666696566405376,0.0,-1.5164506988644841,0.06786622746657296,1,7.0,1,1,-1.0595546932873379,-1.0595546932873376
2016-04-22,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.43667256294443607,0.5510649893238699,0.0,1.420928952879142,0.2935374161717318,1,10.0,1,1,-0.5608885896511756,-0.5608885896511755
2016-04-23,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.3365781378019776,0.2653627767874397,0.0,0.06148051901432329,0.5192086048768907,1,21.0,1,1,-0.4636802605879238,-0.46368026058792366
2016-04-25,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.261507318945134,0.3274719534257941,0.0,0.6926530061658461,0.2222728302648396,1,9.0,1,1,-1.2665958097337444,-1.2665958097337442
2016-04-26,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.32406633465917056,0.41442480071949017,0.0,1.2509978986460397,0.16288567534242937,1,16.0,1,1,-0.9901201725278722,-0.9901201725278721
2016-04-27,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,0.17392469694548301,-0.032761271076661644,0.0,-1.5164506988644841,0.19851796829587537,1,3.0,1,1,-0.9706785067152218,-0.9706785067152217
2016-04-28,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.09885387808863902,0.05419157621703486,0.0,-1.4678989690835977,0.2103953992803574,1,7.0,1,1,-0.7287938853058834,-0.7287938853058833
2016-04-29,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,-0.013752350196626526,0.10387891752771819,1.0,1.6394117368931307,0.00847907254416275,1,14.0,1,1,-0.5558388063232145,-0.5558388063232144
2016-04-30,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.01127125608898799,0.38958113006414846,0.0,1.566584142221801,-0.3122115640368523,1,13.0,1,1,-0.6000244104428745,-0.6000244104428744
2016-05-02,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.3741135472303996,0.35231562408113576,0.0,1.1296185741938238,0.2341502612493216,1,11.0,1,1,-1.020166383329241,-1.0201663833292407
2016-05-03,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.3991371535160141,0.29020644744278135,1.0,-1.1765885903982796,0.47169888093896223,1,15.0,1,1,-0.7343486469666407,-0.7343486469666405
2016-05-04,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,0.49923157865847256,0.5510649893238699,1.0,1.2752737635364828,0.5192086048768907,1,13.0,1,1,-0.7911587094062035,-0.7911587094062033
2016-05-05,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.549278791229702,0.6380178366175661,1.0,1.4694806826600286,0.2935374161717318,1,7.0,1,1,-0.9835554542015227,-0.9835554542015226
2016-05-06,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.12387748437425353,0.11630075285538925,0.0,-1.5164506988644841,0.2816599851872498,1,7.0,1,1,-1.1383313132035315,-1.1383313132035313
2016-05-07,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.299042728373556,0.5759086599792117,0.0,0.012928789233436867,0.06786622746657296,1,11.0,1,1,-0.7101096869924272,-0.710109686992427
2016-05-09,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.09885387808863902,-0.1197141183703577,0.0,-1.5164506988644841,0.2816599851872498,1,5.0,1,1,-1.4817165795048888,-1.4817165795048886
2016-05-10,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.32406633465917056,0.2777846121151103,0.0,-1.4193472393027113,0.4241891570010342,1,8.0,1,1,-1.318608578011744,-1.318608578011744
2016-05-11,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,0.41164895665882156,0.06661341154470547,0.0,-1.3950713744122683,0.388556864047588,1,8.0,1,1,-1.127726768214813,-1.127726768214813
2016-05-12,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.47420797237285806,0.6752833426005788,0.0,1.7607910613453466,0.2103953992803574,1,6.0,1,1,-1.006784457510144,-1.006784457510144
2016-05-13,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.42416075980162904,0.5013776480131862,0.0,0.668377141275403,0.31729227814069577,1,9.0,1,1,-0.6482498412249033,-0.6482498412249031
2016-05-14,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.5617905943725091,0.6504396719452367,0.0,1.5180324124409148,0.40043429503207023,1,9.0,1,1,-0.48690926389654504,-0.4869092638965449
2016-05-16,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.36160174408759255,0.4020029653918191,0.0,-1.2979679148504952,0.5310860358613724,1,6.0,1,1,-1.4203617120701608,-1.4203617120701608
2016-05-17,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.4616961692300506,0.41442480071949017,0.0,-0.7881747521511884,0.6023506217682648,1,9.0,1,1,-1.247406633087492,-1.247406633087492
2016-05-18,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,0.549278791229702,0.5137994833408572,0.0,1.299549628426926,0.5429634668458546,1,4.0,1,1,-1.0436478758042602,-1.04364787580426
2016-05-19,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.5117433818012801,0.6628615072729077,0.0,1.3481013582078125,0.31729227814069577,1,1.0,1,1,-1.0350632441467262,-1.0350632441467262
2016-05-20,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.31155453151636303,0.35231562408113576,0.0,-0.08417467032833577,0.34104714010966003,1,4.0,1,1,-0.6477448628921072,-0.6477448628921071
2016-05-21,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.41164895665882156,0.41442480071949017,0.0,1.445204817769585,0.3054148471562138,1,10.0,1,1,-0.3715217148526331,-0.3715217148526329
2016-05-23,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.8495620666570771,1.0603602377583758,0.0,1.3481013582078125,0.5548408978303369,1,5.0,1,1,-1.3112863921862004,-1.3112863921862004
2016-05-24,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.8370502635142697,0.9982510611200214,0.0,0.9354116550702781,0.6498603457061929,1,7.0,1,1,-1.1996861806382593,-1.1996861806382593
2016-05-25,air_41bbf6e1d9814c4b,0,0,0,0,0,0,1,0.7494676415146186,0.6007523306345534,0.0,-1.4436231041931546,0.9586735513027261,1,8.0,1,1,-0.9941599991902411,-0.994159999190241
2016-05-26,air_41bbf6e1d9814c4b,0,0,0,0,1,0,0,0.8370502635142697,0.7870798605496165,0.0,-0.8367264819320748,0.9467961203182439,1,7.0,1,1,-0.9580540483953189,-0.9580540483953188
2016-05-27,air_41bbf6e1d9814c4b,1,0,0,0,0,0,0,0.8495620666570771,1.0976257437413885,0.0,-0.739623022370302,0.8636541034268697,1,7.0,1,1,-0.6641566587079809,-0.6641566587079807
2016-05-28,air_41bbf6e1d9814c4b,0,0,1,0,0,0,0,0.5743023975153165,0.3274719534257941,0.0,-1.5164506988644841,0.7211249316130852,1,10.0,1,1,-0.4687300439158849,-0.4687300439158848
2016-05-30,air_41bbf6e1d9814c4b,0,1,0,0,0,0,0,0.32406633465917056,0.2777846121151103,0.0,-1.5164506988644841,0.47169888093896223,1,4.0,1,1,-1.2981569555335015,-1.2981569555335013
2016-05-31,air_41bbf6e1d9814c4b,0,0,0,0,0,1,0,0.6994204289433896,0.712548848583591,0.0,0.9596875199607212,0.6973700696441213,1,11.0,1,1,-1.070159238276056,-1.070159238276056
