visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,total_area_visitors,total_genre_visitors
2016-07-15,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.6996644136948262,0.48683720519964374,0.0,-1.4010778309716316,0.8944350497967903,1,28.0,1,1,1.0093509869541617,1.009350986954162
2016-07-16,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.9010312449533371,0.8955400441326778,0.0,-0.896685537310881,0.8057943813795765,1,43.0,1,1,1.4749231422594908,1.4749231422594908
2016-07-17,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.0313274298853143,0.7753333267994325,0.0,-1.4010778309716316,1.1825172221527354,1,25.0,1,1,0.5229668313288927,0.5229668313288928
2016-07-18,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.3748355537968922,1.436470272132282,1.0,0.49039327025618346,1.3265583083307075,1,35.0,1,1,-1.0464121557599315,-1.046412155759931
2016-07-19,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.3393002306336252,1.4004082569323086,0.0,1.1208836373321218,1.2046773892570388,1,29.0,1,1,-0.8660414863204497,-0.8660414863204493
2016-07-20,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.1260882916540256,1.1119121353325194,0.0,0.18775789405973298,1.0052358853183077,1,23.0,1,1,-0.3711783676018716,-0.3711783676018713
2016-07-21,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.6404388750893819,0.49885787693296807,0.0,-1.4010778309716316,0.8390346320360317,1,49.0,1,1,-0.14417340114919053,-0.14417340114919022
2016-07-22,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.6167486596472038,0.30652712919977576,0.0,-1.4010778309716316,0.8168744649317283,1,59.0,1,1,1.0748702472206402,1.0748702472206404
2016-07-23,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.6759741982526482,0.5709819073329154,0.0,-0.896685537310881,0.7282337965145145,1,40.0,1,1,1.3997686966597067,1.3997686966597067
2016-07-24,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.8418057063478926,0.9316020593326515,0.0,0.3895148115240332,0.6728333787537558,1,30.0,1,1,-0.43669762786835004,-0.4366976278683497
2016-07-25,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.9602567835587814,0.9556434027993005,0.0,-0.4175128583331678,0.861194799140335,1,29.0,1,1,-1.098442156559782,-1.0984421565597815
2016-07-26,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.8536508140689812,0.7392713115994588,0.0,-1.4010778309716316,1.0163159688704595,1,26.0,1,1,-0.34651229314860915,-0.3465122931486088
2016-07-27,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.889186137232248,0.7753333267994325,0.0,-1.0480032254091063,1.0606363030790662,1,31.0,1,1,-0.13723606770921046,-0.13723606770921015
2016-07-28,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.1260882916540256,1.0638294483992212,0.0,1.1965424813812346,1.1271168043919768,1,35.0,1,1,0.09439378770345735,0.0943937877034576
2016-07-29,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.2090040457016475,1.2681808678657385,0.0,1.9531309218723607,1.14927697149628,1,54.0,1,1,1.328468325193245,1.328468325193245
2016-07-30,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.3037649074703586,1.388387585198984,0.0,1.9026916925062853,1.027396052422611,1,26.0,1,1,1.4502570678062283,1.4502570678062283
2016-07-31,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.2563844765860033,1.1239328070658439,0.0,0.31385596747492067,1.2822379741221008,1,33.0,1,1,-0.3904487382684829,-0.3904487382684826
2016-08-01,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.3156100151914476,1.3042428830657118,0.0,-0.4679520876992428,1.2933180576742527,1,14.0,1,1,-1.154711638906287,-1.1547116389062866
2016-08-02,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.066862753048581,0.9436227310659757,0.0,-0.9723443813599935,1.027396052422611,1,24.0,1,1,-0.7885745962406724,-0.7885745962406719
2016-08-03,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.29191979974927,1.388387585198984,0.0,0.31385596747492067,1.2489977234656455,1,23.0,1,1,-0.32415866317534003,-0.3241586631753397
2016-08-04,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.362990446075803,1.4605116155989313,0.0,1.423519013528572,1.3597985589871628,1,53.0,1,1,-0.192734735229051,-0.19273473522905069
2016-08-05,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.3274551229125362,1.2681808678657385,0.0,1.801813233774135,1.393038809643618,1,33.0,1,1,0.8975828370878163,0.8975828370878164
2016-08-06,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.4103708769601588,1.424449600398957,0.0,1.6000563163098351,1.40411889319577,1,30.0,1,1,0.6462972035952049,0.646297203595205
2016-08-07,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.4103708769601588,1.4605116155989313,0.0,1.44873862821161,1.315478224778556,1,16.0,1,1,-0.595100074747895,-0.5951000747478945
2016-08-08,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.4577513078445141,1.436470272132282,0.0,-0.19053632618583002,1.381958726091466,1,26.0,1,1,-1.1354412682396757,-1.1354412682396753
2016-08-09,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.753879000871736,2.073565873998482,0.0,0.36429519684099576,1.40411889319577,1,33.0,1,1,-0.27212866237548955,-0.2721286623754892
2016-08-10,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.445906200123425,1.532635645998878,0.0,-0.06443825277064236,1.3597985589871628,1,12.0,1,1,0.7696275758615173,0.7696275758615174
2016-08-11,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.2208491534227366,1.1599948222658174,1.0,-0.5436109317483555,1.304398141226404,1,36.0,1,1,0.4474269783157763,0.44742697831577655
2016-08-12,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.1616236148172923,1.2681808678657385,0.0,0.31385596747492067,1.1714371386005835,1,21.0,1,1,-0.0015726582162669117,-0.0015726582162666422
2016-08-13,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.1497785070962032,1.232118852665765,1.0,1.045224793283009,1.116036720839825,1,12.0,1,1,0.1707044555432381,0.17070445554323832
2016-08-14,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.1260882916540256,1.2200981809324403,1.0,0.0112205912784702,1.0827964701833697,1,28.0,1,1,-0.9049676350670046,-0.9049676350670042
2016-08-15,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.2445393688649142,1.1720154939991423,1.0,-1.0227836107260686,1.304398141226404,1,34.0,1,1,-1.4507045323454366,-1.450704532345436
2016-08-16,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.2208491534227366,1.3523255699990102,0.0,-0.6949286198465807,1.2157574728091902,1,22.0,1,1,-1.328530382319121,-1.3285303823191204
2016-08-17,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.29191979974927,1.280201539599063,0.0,0.8939071051847839,1.14927697149628,1,30.0,1,1,-0.8070741520806192,-0.8070741520806187
2016-08-18,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.280074692028181,1.2922222113323876,0.0,-0.7705874638956933,1.3708786425393147,1,29.0,1,1,-0.5211018513881075,-0.5211018513881072
2016-08-19,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.3156100151914476,1.2922222113323876,0.0,0.3390755821579583,1.3487184754350112,1,34.0,1,1,0.8594275031679259,0.859427503167926
2016-08-20,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.1734687225383813,1.2200981809324403,0.0,-0.5183913170653179,1.226837556361342,1,18.0,1,1,0.7376387605549425,0.7376387605549426
2016-08-21,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.3748355537968922,1.4605116155989313,0.0,0.6921501877204839,1.2822379741221008,1,19.0,1,1,-0.7943557074406558,-0.7943557074406553
2016-08-22,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.1497785070962032,0.8835193723993531,0.0,-1.4010778309716316,1.1714371386005835,1,10.0,1,1,-2.0257323930371176,-2.025732393037117
2016-08-23,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.197158937980559,1.0518087766658968,0.0,-0.6697090051635431,1.2489977234656455,1,26.0,1,1,-0.5881627413079148,-0.5881627413079145
2016-08-24,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.197158937980559,1.388387585198984,0.0,0.4147344262070709,1.1603570550484317,1,22.0,1,1,-0.3912195530951474,-0.391219553095147
2016-08-25,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.3274551229125362,1.4004082569323086,0.0,1.7513740044080601,1.1935973057048868,1,18.0,1,1,-0.25709777325553274,-0.2570977732555324
2016-08-26,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.3393002306336252,1.3643462417323344,0.0,1.7513740044080601,1.2157574728091902,1,51.0,1,1,1.1681388412470388,1.168138841247039
2016-08-27,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.9365665681166038,0.9075607158660025,0.0,-0.997563996043031,0.8944350497967903,1,20.0,1,1,1.233272694100185,1.233272694100185
2016-08-28,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.7115095214159148,0.49885787693296807,0.0,-1.4010778309716316,0.8390346320360317,1,26.0,1,1,-0.22472355053562576,-0.22472355053562543
2016-08-29,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.1497785070962032,1.1840361657324665,0.0,-0.5183913170653179,1.0163159688704595,1,20.0,1,1,-1.4352882358121475,-1.435288235812147
2016-08-30,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.066862753048581,0.9796847462659495,0.0,-1.2245405281903687,1.071716386631218,1,14.0,1,1,-0.6155266676545029,-0.6155266676545025
2016-08-31,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.1379333993751146,1.027767433199248,0.0,1.6252759309928724,1.1825172221527354,1,27.0,1,1,-0.17115192008244634,-0.17115192008244604
2016-09-01,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.1379333993751146,1.0878707918658705,0.0,1.4991778575776848,1.116036720839825,1,13.0,1,1,-0.578142148561277,-0.5781421485612765
2016-09-02,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.1734687225383813,1.3643462417323344,0.0,0.31385596747492067,1.1271168043919768,1,17.0,1,1,0.6671092039151452,0.6671092039151453
2016-09-03,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.197158937980559,1.232118852665765,0.0,-0.06443825277064236,1.226837556361342,1,28.0,1,1,1.269115583540082,1.2691155835400822
2016-09-04,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,1.2682295843070919,1.388387585198984,0.0,0.31385596747492067,1.226837556361342,1,12.0,1,1,-0.7249823730408551,-0.7249823730408547
2016-09-05,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,1.3274551229125362,1.2922222113323876,0.0,1.373079784162497,1.2933180576742527,1,35.0,1,1,-1.3412488269590843,-1.3412488269590839
2016-09-06,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.29191979974927,1.0878707918658705,0.0,1.2722013254303468,1.4262790603000732,1,48.0,1,1,-0.6155266676545029,-0.6155266676545025
2016-09-07,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.2208491534227366,1.3643462417323344,0.0,-0.6697090051635431,1.3265583083307075,1,16.0,1,1,-0.5157061476014564,-0.5157061476014559
2016-09-08,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.2326942611438256,1.2080775091991158,0.0,-0.3166343996010177,1.3597985589871628,1,32.0,1,1,-0.3634702193352271,-0.3634702193352268
2016-09-09,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,1.3037649074703586,1.3763669134656593,0.0,0.9695659492338967,1.2157574728091902,1,37.0,1,1,0.9947055052475372,0.9947055052475373
2016-09-10,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.1734687225383813,1.3403048982656856,0.0,0.21297750874277066,1.0938765537355215,1,49.0,1,1,1.519630402206029,1.519630402206029
2016-09-11,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.7351997368580925,0.5469405638662664,0.0,-1.4010778309716316,0.9165952169010937,1,13.0,1,1,-0.27174325496215734,-0.271743254962157
2016-09-12,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.9365665681166038,0.8474573571993799,0.0,-1.0480032254091063,0.938755384005397,1,29.0,1,1,-1.3192806043991474,-1.319280604399147
2016-09-13,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.7588899523002706,0.4267338465330211,0.0,-1.4010778309716316,0.9609155511097008,1,40.0,1,1,-0.7851059295206823,-0.7851059295206819
2016-09-14,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.7944252754635369,0.6431059377328624,0.0,-1.3758582162885942,0.861194799140335,1,25.0,1,1,-0.37773029362851945,-0.3777302936285191
2016-09-15,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.9247214603955147,0.7633126550661077,0.0,-1.3001993722394813,0.9830757182140042,1,30.0,1,1,-0.04281125144281509,-0.042811251442814814
2016-09-16,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.7944252754635369,0.49885787693296807,0.0,-1.4010778309716316,0.9719956346618523,1,36.0,1,1,0.9245613560210721,0.9245613560210721
2016-09-17,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,1.0194823221642257,0.9917054179992741,0.0,0.49039327025618346,0.949835467557549,1,10.0,1,1,1.4013103263130355,1.4013103263130355
2016-09-18,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.97210189127987,0.679167952932836,0.0,-1.4010778309716316,1.0495562195269144,1,14.0,1,1,0.18650615948985935,0.1865061594898596
2016-09-19,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.5930584442050261,0.3666304878663984,1.0,-1.4010778309716316,0.6839134623059077,1,18.0,1,1,-1.3223638637058053,-1.3223638637058048
2016-09-20,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.33246607434107095,0.006010335866662353,0.0,-1.4010778309716316,0.50663212547148,1,44.0,1,1,-1.8214664639710378,-1.8214664639710374
2016-09-21,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.4390720438308706,0.3786511595997227,0.0,-1.3506386016055565,0.50663212547148,1,20.0,1,1,0.400792681302577,0.40079268130257717
2016-09-22,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.34431118206216,0.01803100759998663,1.0,-1.4010778309716316,0.5398723761279351,1,11.0,1,1,-0.2860033292554497,-0.28600332925544936
2016-09-23,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.5219877978784931,0.24642377053315306,0.0,-1.4010778309716316,0.661753295201604,1,21.0,1,1,0.21040141911645738,0.2104014191164576
2016-09-24,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.6404388750893819,0.4507751899996701,0.0,-1.4010778309716316,0.8501147155881836,1,33.0,1,1,1.1677534338337068,1.1677534338337068
2016-09-25,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.806270383184626,0.9556434027993005,0.0,-0.24097555555190514,0.8057943813795765,1,29.0,1,1,-0.3719491824285361,-0.37194918242853575
2016-09-26,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.9957921067220481,1.0397881049325721,0.0,-0.16531671150279237,0.949835467557549,1,28.0,1,1,-1.0837966748531573,-1.083796674853157
2016-09-27,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,1.066862753048581,1.1720154939991423,0.0,-0.06443825277064236,1.071716386631218,1,18.0,1,1,-0.4405517020016723,-0.44055170200167193
2016-09-28,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,1.1260882916540256,0.9676640745326252,0.0,-0.5436109317483555,1.1935973057048868,1,49.0,1,1,-0.3218462186953467,-0.32184621869534635
2016-09-29,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.983946999000959,0.9917054179992741,0.0,-1.0984424547751812,0.9719956346618523,1,21.0,1,1,-0.19658880936237325,-0.19658880936237294
2016-09-30,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.6285937673682929,0.6310852659995381,0.0,-0.6444893904805056,0.7171537129623625,1,29.0,1,1,1.238282990473504,1.238282990473504
2016-10-01,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.3798465052254263,0.1863204118665304,0.0,-1.4010778309716316,0.46231179126287314,1,25.0,1,1,1.2733550650867367,1.2733550650867367
2016-10-02,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.7588899523002706,0.703209296399485,0.0,0.49039327025618346,0.6395931280973005,1,28.0,1,1,-0.42976029442836994,-0.4297602944283696
2016-10-03,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.7115095214159148,0.6190645942662134,0.0,-1.4010778309716316,0.8390346320360317,1,31.0,1,1,-1.5451293486118318,-1.5451293486118314
2016-10-04,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.9602567835587814,1.3763669134656593,0.0,0.2381971234258081,0.794714297827425,1,42.0,1,1,-0.6768064463743269,-0.6768064463743264
2016-10-05,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.889186137232248,0.6551266094661871,0.0,-0.9219051519939185,0.9609155511097008,1,23.0,1,1,-0.8517814120271574,-0.851781412027157
2016-10-06,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,1.1616236148172923,1.3763669134656593,0.0,0.7425894170865588,0.949835467557549,1,26.0,1,1,-0.36578266381522045,-0.3657826638152201
2016-10-07,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.5930584442050261,0.5469405638662664,0.0,0.2886363527918832,0.6728333787537558,1,24.0,1,1,0.8440112066346369,0.844011206634637
2016-10-08,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.6049035519261151,0.522899220399617,0.0,-1.2497601428734064,0.5731126267843905,1,42.0,1,1,1.1030049883938928,1.1030049883938928
2016-10-09,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.7233546291370039,0.5709819073329154,0.0,-1.3758582162885942,0.6506732116494525,1,10.0,1,1,0.36494979186268,0.3649497918626802
2016-10-10,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.22586010485127123,-0.10217570973325872,1.0,-1.4010778309716316,0.4512317077107213,1,44.0,1,1,-0.7781685960807022,-0.7781685960807018
2016-10-11,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.13109924308256013,0.006010335866662353,0.0,-1.4010778309716316,0.34043087218920404,1,17.0,1,1,-1.1805339355995461,-1.1805339355995457
2016-10-12,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.22586010485127123,0.22238242706650366,0.0,0.7678090317695963,0.14098936825047287,1,30.0,1,1,-0.45134310957497464,-0.45134310957497425
2016-10-13,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,-0.02288715729159533,-0.29450645746645104,0.0,-1.4010778309716316,0.25179020377199013,1,47.0,1,1,-0.41627103496174206,-0.4162710349617417
2016-10-14,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,-0.02288715729159533,-0.10217570973325872,0.0,-0.24097555555190514,0.04126861628110748,1,30.0,1,1,1.0051115054075073,1.0051115054075075
2016-10-15,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.11925413536147109,0.3305684726664247,0.0,1.2974209401133843,-0.09169238634471336,1,22.0,1,1,1.4818604756994709,1.4818604756994709
2016-10-16,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.23770521257235985,0.5349198921329418,0.0,0.2886363527918832,0.04126861628110748,1,39.0,1,1,-0.4629053319749414,-0.46290533197494105
2016-10-17,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,0.21401499713018218,0.01803100759998663,0.0,-1.4010778309716316,0.2739503708762937,1,23.0,1,1,-1.407153494638895,-1.4071534946388944
2016-10-18,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,0.5693682287628484,0.7392713115994588,0.0,0.2381971234258081,0.46231179126287314,1,33.0,1,1,-0.5854648894145893,-0.5854648894145889
2016-10-19,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.5338329055995817,0.3546098161330737,0.0,-0.8714659226278434,0.628513044545149,1,24.0,1,1,-0.445176590961659,-0.4451765909616586
2016-10-20,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.6522839828104705,0.6190645942662134,0.0,1.221762096064272,0.5620325432322385,1,37.0,1,1,-0.2193278467489746,-0.21932784674897426
2016-10-21,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,0.23770521257235985,0.10217570973325829,0.0,0.03644020596150787,0.31827070508490063,1,28.0,1,1,1.0290067650341053,1.0290067650341055
2016-10-22,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,0.03633838131384905,-0.23440309879982835,0.0,-1.4010778309716316,0.1853097024590798,1,34.0,1,1,1.5897745514324941,1.5897745514324941
2016-10-23,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,0.17847967396691547,0.1502583966665567,0.0,-0.11487748213671747,0.24071012021983842,1,45.0,1,1,-0.1900368833357254,-0.1900368833357251
2016-10-24,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,-0.09395780361812854,-0.1262170531999077,0.0,1.221762096064272,-0.16925297120977537,1,76.0,1,1,-1.2368034179460512,-1.2368034179460505
2016-10-25,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,-0.22425398855010611,-0.3786511595997231,0.0,-0.5436109317483555,-0.30221397383559623,1,22.0,1,1,-0.5476949629080311,-0.5476949629080308
2016-10-26,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,0.2969307511778042,0.40269250306637167,0.0,1.1713228666981967,0.04126861628110748,1,14.0,1,1,-0.14648584562918388,-0.14648584562918357
2016-10-27,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,0.3798465052254263,0.3666304878663984,0.0,0.6921501877204839,0.20746986956338337,1,23.0,1,1,-0.13261117874922373,-0.13261117874922346
2016-10-28,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,-0.48484635841406154,-0.5469405638662664,0.0,-1.4010778309716316,-0.3132940573877479,1,27.0,1,1,0.9288008375677266,0.9288008375677267
2016-10-29,air_5dea8a7a5bf5eb71,0,0,1,0,0,0,0,-0.10580291133921738,0.030051679333311338,0.0,-1.4010778309716316,-0.1360127205533203,1,25.0,1,1,1.7755409246586271,1.775540924658627
2016-10-30,air_5dea8a7a5bf5eb71,0,0,0,1,0,0,0,-0.5559170047405947,-0.8835193723993535,0.0,-1.4010778309716316,-0.3243741409398996,1,45.0,1,1,-0.10486184498930347,-0.10486184498930318
2016-10-31,air_5dea8a7a5bf5eb71,0,1,0,0,0,0,0,-0.23609909627119516,-0.22238242706650407,0.0,-0.34185401428405515,-0.3132940573877479,1,42.0,1,1,-1.0629846745332172,-1.0629846745332168
2016-11-01,air_5dea8a7a5bf5eb71,0,0,0,0,0,1,0,-0.33085995803990603,-0.4627958617329948,0.0,-0.5940501611144305,-0.12493263700116843,1,46.0,1,1,-0.7723874848807188,-0.7723874848807184
2016-11-02,air_5dea8a7a5bf5eb71,0,0,0,0,0,0,1,-0.6625229742303946,-0.9796847462659497,0.0,-1.4010778309716316,-0.4573351435657202,1,19.0,1,1,0.4085008295692215,0.40850082956922174
2016-11-03,air_5dea8a7a5bf5eb71,0,0,0,0,1,0,0,-0.3663952812031728,-0.10217570973325872,1.0,1.0200051785999715,-0.5016554777743272,1,25.0,1,1,-0.06709191848274533,-0.06709191848274504
2016-11-04,air_5dea8a7a5bf5eb71,1,0,0,0,0,0,0,-0.20056377310792847,-0.17429974013320568,0.0,1.070444407966047,-0.29113389028344433,1,16.0,1,1,0.06471741687687596,0.06471741687687621
