visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,total_area_visitors,total_genre_visitors
2016-08-18,air_81c2600146d07d16,0,0,0,0,1,0,0,1.2851011838697062,1.3494461274834986,0.0,0.09724986213211483,1.2264114679495748,1,3.0,1,1,-0.7877730986365518,-0.7877730986365521
2016-08-19,air_81c2600146d07d16,1,0,0,0,0,0,0,1.3584756397187105,1.5569924045975567,0.0,0.48330791596470635,1.3414659893344283,1,2.0,1,1,0.6608011075435707,0.66080110754357
2016-08-20,air_81c2600146d07d16,0,0,1,0,0,0,0,1.4213680304464287,1.5075766243323048,0.0,1.25542402362989,1.3205469854462732,1,5.0,1,1,0.5330095248654806,0.5330095248654799
2016-08-21,air_81c2600146d07d16,0,0,0,1,0,0,0,1.3899218350825697,1.438394531960952,0.0,1.4208774752724291,1.372844495166661,1,1.0,1,1,-1.07449535217695,-1.0744953521769505
2016-08-23,air_81c2600146d07d16,0,0,0,0,0,1,0,1.2851011838697062,1.339562971430448,0.0,-0.09577916478418107,1.3414659893344283,1,4.0,1,1,-0.8581393498580318,-0.8581393498580321
2016-08-24,air_81c2600146d07d16,0,0,0,0,0,0,1,1.1907625977781289,1.3000303472182466,0.0,-0.5369883691642858,1.2264114679495748,1,5.0,1,1,-0.6514890373627658,-0.6514890373627662
2016-08-25,air_81c2600146d07d16,0,0,0,0,1,0,0,1.222208793141988,1.339562971430448,0.0,0.8142148192497852,1.1950329621173426,1,3.0,1,1,-0.5107565349198059,-0.5107565349198062
2016-08-27,air_81c2600146d07d16,0,0,1,0,0,0,0,0.9916033604736885,0.9738861974675844,0.0,0.06967428685835814,1.090437942676567,1,3.0,1,1,1.0530727379161888,1.0530727379161882
2016-08-28,air_81c2600146d07d16,0,0,0,1,0,0,0,0.9077468395033976,0.9640030414145339,0.0,-0.8127441219018514,0.9335454135154033,1,7.0,1,1,-0.47678662053702237,-0.4767866205370228
2016-08-31,air_81c2600146d07d16,0,0,0,0,0,0,1,1.002085425594975,0.9244704172023321,0.0,1.7793599538312646,1.0485999349002564,1,5.0,1,1,-0.42057450030836885,-0.4205745003083693
2016-09-02,air_81c2600146d07d16,1,0,0,0,0,0,0,1.0544957512014066,1.1616661624755416,0.0,1.3933018999986726,0.9021669076831705,1,1.0,1,1,0.45900363996013094,0.4590036399601303
2016-09-03,air_81c2600146d07d16,0,0,1,0,0,0,0,1.1488343372929837,1.1418998503694404,0.0,-0.09577916478418107,1.090437942676567,1,11.0,1,1,1.090682285982842,1.0906822859828413
2016-09-04,air_81c2600146d07d16,0,0,0,1,0,0,0,1.1802805326568429,1.2308482548468938,0.0,0.48330791596470635,1.1427354523969546,1,5.0,1,1,-1.001702678499557,-1.0017026784995573
2016-09-05,air_81c2600146d07d16,0,1,0,0,0,0,0,0.9916033604736885,0.9244704172023321,0.0,-0.8954708477231209,1.090437942676567,1,13.0,1,1,-1.6483442630003988,-1.648344263000399
2016-09-07,air_81c2600146d07d16,0,0,0,0,0,0,1,1.127870207050411,1.2209650987938439,0.0,0.703912518154759,1.038140432956179,1,10.0,1,1,-0.7821114462394212,-0.7821114462394215
2016-09-08,air_81c2600146d07d16,0,0,0,0,1,0,0,0.8867827092608249,0.6378588916638712,0.0,-1.3091044768294693,0.9440049154594807,1,8.0,1,1,-0.6223719678918086,-0.6223719678918089
2016-09-10,air_81c2600146d07d16,0,0,1,0,0,0,0,0.7819620580479615,0.894820949043181,0.0,1.476028625819942,0.6615983629693865,1,10.0,1,1,1.3535447187067615,1.3535447187067609
2016-09-11,air_81c2600146d07d16,0,0,0,1,0,0,0,0.9391930348672567,1.052951445891987,0.0,0.3454300395959236,0.8603288999068601,1,3.0,1,1,-0.5261238771405888,-0.5261238771405893
2016-09-14,air_81c2600146d07d16,0,0,0,0,0,0,1,0.7505158626841024,0.5686767992925187,0.0,-1.3642556273769821,0.9021669076831705,1,7.0,1,1,-0.6373349063699394,-0.6373349063699397
2016-09-15,air_81c2600146d07d16,0,0,0,0,1,0,0,0.7505158626841024,0.5884431113986194,0.0,-1.0884998746394168,0.8498693979627827,1,3.0,1,1,-0.28590805400519165,-0.2859080540051921
2016-09-18,air_81c2600146d07d16,0,0,0,1,0,0,0,0.7819620580479615,0.5489104871864177,0.0,-1.6124358048407912,0.8917074057390929,1,12.0,1,1,-0.04528782712714227,-0.04528782712714278
2016-09-19,air_81c2600146d07d16,0,1,0,0,0,0,0,0.6247310812286663,0.4006631463906619,1.0,-1.6124358048407912,0.6511388610253087,1,13.0,1,1,-1.6285284796104418,-1.6285284796104422
2016-09-21,air_81c2600146d07d16,0,0,0,0,0,0,1,0.49894629977323024,0.4303126145498131,0.0,-1.5572846542932781,0.6093008532489986,1,5.0,1,1,0.17956065378747194,0.17956065378747138
2016-09-22,air_81c2600146d07d16,0,0,0,0,1,0,0,0.5303924951370893,0.4500789266559138,1.0,-1.4745579284720085,0.7138958726897743,1,3.0,1,1,-0.5410868156187196,-0.5410868156187201
2016-09-24,air_81c2600146d07d16,0,0,1,0,0,0,0,0.4675001044093711,0.31171474191320864,0.0,-1.2815289015557125,0.5674628454726885,1,6.0,1,1,0.9843241016653177,0.984324101665317
2016-09-25,air_81c2600146d07d16,0,0,0,1,0,0,0,0.8238903185331068,0.8256388566718283,0.0,-0.48183721861677287,0.8080313901864723,1,14.0,1,1,-0.6312688502301566,-0.631268850230157
2016-09-28,air_81c2600146d07d16,0,0,0,0,0,0,1,0.8658185790182523,0.7070409840352239,0.0,-1.4745579284720085,0.9649239193476358,1,7.0,1,1,-0.5786963636853727,-0.5786963636853731
2016-09-29,air_81c2600146d07d16,0,0,0,0,1,0,0,0.5199104300158028,0.39077999033761174,0.0,-1.6124358048407912,0.6093008532489986,1,4.0,1,1,-0.447265147323413,-0.44726514732341344
2016-10-01,air_81c2600146d07d16,0,0,1,0,0,0,0,0.6561772765925254,0.529144175080317,0.0,-1.0884998746394168,0.6825173668575415,1,37.0,1,1,1.095130727152016,1.0951307271520154
2016-10-02,air_81c2600146d07d16,0,0,0,1,0,0,0,0.9287109697459702,0.8750546369370803,0.0,0.262703313774654,0.9544644174035584,1,2.0,1,1,-0.6919294116279842,-0.6919294116279846
2016-10-05,air_81c2600146d07d16,0,0,0,0,0,0,1,0.7295517324415298,0.6576252037699719,0.0,-1.391831202650739,0.6302198571371537,1,13.0,1,1,-1.1347515098321255,-1.1347515098321257
2016-10-08,air_81c2600146d07d16,0,0,1,0,0,0,0,0.8658185790182523,0.8651714808840301,0.0,-0.4266860680692597,0.7452743785220071,1,9.0,1,1,0.9163842728997508,0.9163842728997501
2016-10-09,air_81c2600146d07d16,0,0,0,1,0,0,0,0.3836435834390803,0.479728394815065,0.0,-0.6748662455330686,0.28505629298259394,1,5.0,1,1,0.14195110572081882,0.1419511057208183
2016-10-10,air_81c2600146d07d16,0,1,0,0,0,0,0,0.05869956467920378,0.044869528480848436,1.0,0.8693659697972982,0.11770426187735311,1,5.0,1,1,-1.0575103949855584,-1.0575103949855587
2016-10-12,air_81c2600146d07d16,0,0,0,0,0,0,1,0.09014576004306252,0.26229896164795674,0.0,0.3454300395959236,0.04448774826881003,1,11.0,1,1,-0.7145760212165064,-0.7145760212165069
2016-10-13,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.0775672818975188,-0.0934946562618571,0.0,-0.7851685466280948,0.1072447599332754,1,4.0,1,1,-0.6777752806351578,-0.6777752806351581
2016-10-14,air_81c2600146d07d16,1,0,0,0,0,0,0,-0.03563902141237356,0.015220060321697227,0.0,-0.5645639444380425,-0.007809761451577799,1,3.0,1,1,0.8136657222660961,0.8136657222660955
2016-10-15,air_81c2600146d07d16,0,0,1,0,0,0,0,0.0796636949217764,0.25241580559490623,0.0,1.2829995989036465,-0.13332378478050852,1,14.0,1,1,1.3139131519268474,1.3139131519268468
2016-10-16,air_81c2600146d07d16,0,0,0,1,0,0,0,0.3941256485603668,0.5192610190272667,0.0,0.262703313774654,0.28505629298259394,1,1.0,1,1,-0.726708133496072,-0.7267081334960723
2016-10-19,air_81c2600146d07d16,0,0,0,0,0,0,1,0.5199104300158028,0.4500789266559138,0.0,-0.28880819170047695,0.46286782603191284,1,8.0,1,1,-0.7081055613340715,-0.7081055613340719
2016-10-21,air_81c2600146d07d16,1,0,0,0,0,0,0,0.04821749955791728,-0.0440788759966052,0.0,-0.8127441219018514,0.13862326576550815,1,15.0,1,1,0.8387387543105316,0.8387387543105309
2016-10-22,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.05660315165494618,-0.20220937284541107,0.0,-1.5572846542932781,-0.007809761451577799,1,7.0,1,1,1.427146199869459,1.4271461998694581
2016-10-23,air_81c2600146d07d16,0,0,0,1,0,0,0,0.04821749955791728,-0.1626767486332097,0.0,-1.391831202650739,0.1072447599332754,1,46.0,1,1,-0.44039028369832584,-0.4403902836983263
2016-10-26,air_81c2600146d07d16,0,0,0,0,0,0,1,0.3102691275900759,0.34136421007235984,0.0,-0.5369883691642858,0.2641372890944389,1,8.0,1,1,-0.3946926607786291,-0.3946926607786295
2016-10-27,air_81c2600146d07d16,0,0,0,0,1,0,0,0.027253369315344663,0.08440215269304982,0.0,0.924517120344811,-0.06010727117196563,1,5.0,1,1,-0.38013412604315044,-0.38013412604315094
2016-10-30,air_81c2600146d07d16,0,0,0,1,0,0,0,-0.33961890992967747,-0.2812746212698142,0.0,0.5936102170597327,-0.436649341158758,1,10.0,1,1,-0.35101705657219323,-0.3510170565721937
2016-11-02,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.4549216262638274,-0.33069040153506607,0.0,1.25542402362989,-0.5830823683758439,1,11.0,1,1,0.1876487286405156,0.18764872864051504
2016-11-03,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.4234754308999683,-0.4295219620655699,1.0,0.7314880934285154,-0.42618983921468045,1,2.0,1,1,-0.3113854897922792,-0.3113854897922797
2016-11-04,air_81c2600146d07d16,1,0,0,0,0,0,0,-0.40251130065739565,-0.36033986969421733,0.0,1.0348194214398374,-0.4994063528232233,1,3.0,1,1,-0.17307940980523234,-0.17307940980523284
2016-11-05,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.3710651052935366,-0.20220937284541107,0.0,1.17269729780862,-0.5517038625436111,1,21.0,1,1,1.1153509142846252,1.1153509142846245
2016-11-06,air_81c2600146d07d16,0,0,0,1,0,0,0,-0.4968498867489726,-0.5876524589143761,0.0,-1.0609242993656602,-0.5203253567113786,1,4.0,1,1,-0.7845378686953343,-0.7845378686953347
2016-11-07,air_81c2600146d07d16,0,1,0,0,0,0,0,-0.5073319518702591,-0.3998724939064187,0.0,1.0623949967135937,-0.6772178858725421,1,2.0,1,1,-1.6143743486176154,-1.6143743486176156
2016-11-09,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.8008297752662767,-0.8446145162936858,0.0,0.01452313631084523,-0.7504343994810849,1,7.0,1,1,-1.0914803093683418,-1.091480309368342
2016-11-11,air_81c2600146d07d16,1,0,0,0,0,0,0,-0.40251130065739565,-0.380106181800318,0.0,0.6487613676072456,-0.4994063528232233,1,8.0,1,1,0.20342047460395077,0.2034204746039502
2016-11-12,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.3291368448083911,-0.27139146521676366,0.0,1.0072438461660809,-0.42618983921468045,1,42.0,1,1,1.688795421365422,1.688795421365421
2016-11-14,air_81c2600146d07d16,0,1,0,0,0,0,0,-0.23479825871681398,-0.34057355758811664,0.0,-1.5297090790195216,-0.01826926339565533,1,3.0,1,1,-1.7320558377294009,-1.732055837729401
2016-11-16,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.6121526030831226,-0.6370682391796278,0.0,0.6763369428810025,-0.5412443605995336,1,3.0,1,1,-0.5766743449721118,-0.5766743449721122
2016-11-17,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.6016705379618361,-0.380106181800318,0.0,0.703912518154759,-0.7504343994810849,1,7.0,1,1,-0.5236974546846757,-0.5236974546846761
2016-11-18,air_81c2600146d07d16,1,0,0,0,0,0,0,-0.4444395611425409,-0.27139146521676366,0.0,0.8969415450710546,-0.6981368897606971,1,5.0,1,1,0.855319307759271,0.8553193077592705
2016-11-20,air_81c2600146d07d16,0,0,0,1,0,0,0,-0.06708521677623268,-0.1923262167923609,0.0,-1.2815289015557125,-0.007809761451577799,1,7.0,1,1,-0.3716416474474546,-0.37164164744745504
2016-11-24,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.8742042311152812,-0.7358997997101316,0.0,-0.7024418208068252,-0.8654889208659381,1,8.0,1,1,-1.4295618382255675,-1.4295618382255677
2016-11-26,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.6645629286895544,-0.5283535225960737,0.0,0.4557323406909499,-0.8131914111455503,1,48.0,1,1,1.7361106592557274,1.7361106592557265
2016-11-27,air_81c2600146d07d16,0,0,0,1,0,0,0,-0.6331167333256952,-0.9137966086650385,0.0,-1.6124358048407912,-0.3634328275502151,1,17.0,1,1,-0.7639132778200729,-0.7639132778200732
2016-11-30,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.811311840387563,-0.9236797647180889,0.0,-0.013052438962911465,-0.7399748975370074,1,9.0,1,1,-0.6183279304652867,-0.6183279304652871
2016-12-01,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.4654036913851137,-0.6074187710204768,0.0,-1.446982353198252,-0.436649341158758,1,3.0,1,1,-0.7315609784078981,-0.7315609784078986
2016-12-02,air_81c2600146d07d16,1,0,0,0,0,0,0,-0.6645629286895544,-0.7062503315509806,0.0,0.924517120344811,-0.6562988819843868,1,3.0,1,1,0.9956474064595788,0.9956474064595782
2016-12-03,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.716973254295986,-0.5678861468082751,0.0,0.952092695618568,-0.9073269286422484,1,8.0,1,1,2.220990746695696,2.220990746695695
2016-12-04,air_81c2600146d07d16,0,0,0,1,0,0,0,-0.6540808635682679,-0.6568345512857288,0.0,-0.8678952724493644,-0.6667583839284643,1,36.0,1,1,-0.5475572755011545,-0.547557275501155
2016-12-07,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.926614556721713,-0.9039134526119882,0.0,0.9796682708923244,-1.0223814500271016,1,9.0,1,1,-0.39752348697719436,-0.3975234869771948
2016-12-08,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.7903477101449904,-0.8446145162936858,0.0,0.7866392439760284,-0.7608939014251624,1,4.0,1,1,-0.21756382149697256,-0.21756382149697306
2016-12-10,air_81c2600146d07d16,0,0,1,0,0,0,0,-0.989506947449431,-0.9928618570894415,0.0,-0.04062801423666792,-0.9805434422507915,1,18.0,1,1,2.4599933586031364,2.4599933586031355
2016-12-11,air_81c2600146d07d16,0,0,0,1,0,0,0,-1.1572199893900126,-1.1213428857790966,0.0,0.09724986213211483,-1.1060574655797222,1,3.0,1,1,-0.008082682803141363,-0.008082682803141877
2016-12-14,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.989506947449431,-1.0620439494607943,0.0,-1.3366800521032258,-1.0746789597474895,1,15.0,1,1,0.04570301496959908,0.04570301496959856
2016-12-16,air_81c2600146d07d16,1,0,0,0,0,0,0,-1.293486835966735,-1.3980712552645074,0.0,0.17997658795338442,-1.1897334811323428,1,11.0,1,1,1.856218570823426,1.8562185708234251
2016-12-17,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.0943275986622945,-1.002745013142492,0.0,-0.013052438962911465,-1.3047880025171958,1,9.0,1,1,2.9396161973886263,2.9396161973886255
2016-12-18,air_81c2600146d07d16,0,0,0,1,0,0,0,-1.0209531428132899,-0.9335629207711392,0.0,0.8969415450710546,-1.1478954733560323,1,34.0,1,1,0.09989311648499172,0.09989311648499118
2016-12-21,air_81c2600146d07d16,0,0,0,0,0,0,1,-0.7589015147811313,-0.6370682391796278,0.0,0.5660346417859762,-0.844569916977783,1,12.0,1,1,0.6891093695292235,0.6891093695292229
2016-12-22,air_81c2600146d07d16,0,0,0,0,1,0,0,-0.2767265192019594,-0.11326096836795779,0.0,-1.5848602295670349,-0.35297332560613737,1,2.0,1,1,1.8732035280148176,1.873203528014817
2016-12-24,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.0314352079345765,-1.1114597297260462,0.0,-0.5369883691642858,-0.8968674266981709,1,11.0,1,1,1.6006354054672458,1.6006354054672451
2016-12-25,air_81c2600146d07d16,0,0,0,1,0,0,0,-1.0104710776920036,-0.9632123889302905,0.0,0.5660346417859762,-0.9805434422507915,1,31.0,1,1,-0.20826253541597234,-0.20826253541597284
2016-12-28,air_81c2600146d07d16,0,0,0,0,0,0,1,-1.3563792266944532,-1.447487035529759,0.0,-0.3163837669742334,-1.2211119869645755,1,9.0,1,1,1.7344930442851187,1.7344930442851179
2016-12-29,air_81c2600146d07d16,0,0,0,0,1,0,0,-1.3039689010880213,-1.3585386310523058,1.0,-0.7024418208068252,-1.2943285005731184,1,7.0,1,1,1.2771124113454988,1.2771124113454981
2016-12-30,air_81c2600146d07d16,1,0,0,0,0,0,0,-1.2515585754815897,-1.2695902265748522,1.0,-0.1509303153316942,-1.1792739791882652,1,5.0,1,1,0.44201868276873924,0.4420186827687386
2016-12-31,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.1886661847538715,-1.0719271055138446,1.0,0.952092695618568,-1.3675450141816614,1,8.0,1,1,-2.678764999278163,-2.6787649992781635
2017-01-06,air_81c2600146d07d16,1,0,0,0,0,0,0,-1.1677020545112988,-1.1411091978851973,0.0,0.42815676541719344,-1.0746789597474895,1,6.0,1,1,-0.22079905143819004,-0.22079905143819054
2017-01-07,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.2096303149964442,-1.131226041832147,0.0,0.4557323406909499,-1.3884640180698165,1,22.0,1,1,0.6369412867270918,0.6369412867270912
2017-01-08,air_81c2600146d07d16,0,0,0,1,0,0,0,-1.2201123801177305,-1.4771365036889101,0.0,-1.6124358048407912,-0.9491649364185587,1,4.0,1,1,-0.5762699412294596,-0.5762699412294601
2017-01-10,air_81c2600146d07d16,0,0,0,0,0,1,0,-0.8846862962365676,-0.9236797647180889,0.0,0.48330791596470635,-0.8968674266981709,1,1.0,1,1,-1.4598921189244811,-1.4598921189244816
2017-01-11,air_81c2600146d07d16,0,0,0,0,0,0,1,-1.0943275986622945,-1.1114597297260462,0.0,-0.28880819170047695,-0.9700839403067139,1,3.0,1,1,-1.10967847778769,-1.1096784777876905
2017-01-12,air_81c2600146d07d16,0,0,0,0,1,0,0,-1.1677020545112988,-1.2794733826279026,0.0,0.262703313774654,-1.0433004539152566,1,2.0,1,1,-1.124641416265821,-1.1246414162658211
2017-01-13,air_81c2600146d07d16,1,0,0,0,0,0,0,-1.1886661847538715,-1.1806418220973989,0.0,0.262703313774654,-1.0537599558593345,1,6.0,1,1,0.5787071477851773,0.5787071477851767
2017-01-14,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.5136102035137484,-1.496902815795011,0.0,0.5384590665122195,-1.524437543342825,1,32.0,1,1,1.0676312726516675,1.0676312726516668
2017-01-15,air_81c2600146d07d16,0,0,0,1,0,0,0,-1.6813232454543299,-1.7044490929090688,0.0,0.42815676541719344,-1.5976540569513678,1,2.0,1,1,-1.0926935205962984,-1.0926935205962987
2017-01-17,air_81c2600146d07d16,0,0,0,0,0,1,0,-1.3144509662093078,-1.3684217871053561,0.0,-0.06820358951042461,-1.2420309908527307,1,2.0,1,1,-1.1076564590744291,-1.1076564590744296
2017-01-18,air_81c2600146d07d16,0,0,0,0,0,0,1,-1.293486835966735,-1.1608755099912982,0.0,0.7314880934285154,-1.4512210297342818,1,5.0,1,1,-0.6539154598186789,-0.6539154598186793
2017-01-19,air_81c2600146d07d16,0,0,0,0,1,0,0,-1.2096303149964442,-1.1905249781504492,0.0,-0.5369883691642858,-1.1897334811323428,1,5.0,1,1,-0.6644299571276356,-0.6644299571276361
2017-01-20,air_81c2600146d07d16,1,0,0,0,0,0,0,-1.3983074871795986,-1.2695902265748522,0.0,-1.0884998746394168,-1.3780045161257388,1,5.0,1,1,0.6175299070797869,0.6175299070797864
2017-01-21,air_81c2600146d07d16,0,0,1,0,0,0,0,-1.3563792266944532,-1.3881880992114568,0.0,0.042098711584601683,-1.2524904927968081,1,5.0,1,1,1.605488250379072,1.6054882503790713
