visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chūō-ku Tsukiji,total_area_visitors,total_genre_visitors
2016-01-30,air_546b353cbea4a45b,0,0,1,0,0,0,0,-1.5150164018948475,-1.8347886559088404,0.0,-1.2287339408575138,-1.2165364873776063,1,5.0,1,1,-0.5908882452590054,-0.5908882452590053
2016-02-01,air_546b353cbea4a45b,0,1,0,0,0,0,0,-1.3396137395889556,-1.624228517077494,0.0,-1.2287339408575138,-1.084860749620637,1,15.0,1,1,-1.3819384077810566,-1.3819384077810564
2016-02-02,air_546b353cbea4a45b,0,0,0,0,0,1,0,-1.1767398388763415,-1.1287928962978553,0.0,0.8464494739611459,-1.084860749620637,1,12.0,1,1,-1.237206815644045,-1.2372068156440448
2016-02-03,air_546b353cbea4a45b,0,0,0,0,0,0,1,-1.3020274548091215,-1.3145812540902198,0.0,0.5046545585792489,-1.2165364873776063,1,11.0,1,1,-1.1640949804408125,-1.1640949804408123
2016-02-04,air_546b353cbea4a45b,0,0,0,0,1,0,0,-1.2894986932158436,-1.2774235825317468,0.0,0.21168748825190895,-1.2644185738346863,1,20.0,1,1,-1.1272903831276204,-1.1272903831276202
2016-02-05,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.9888084149771715,-0.8067597427910899,0.0,0.9685190865975377,-1.324271181906036,1,17.0,1,1,-0.7617312071114573,-0.761731207111457
2016-02-06,air_546b353cbea4a45b,0,0,1,0,0,0,0,-1.0890385077233957,-1.2278800204537828,0.0,-0.9845947155847302,-0.8693913605637779,1,9.0,1,1,-0.5436391000596373,-0.5436391000596372
2016-02-08,air_546b353cbea4a45b,0,1,0,0,0,0,0,-1.3772000243687894,-1.3021953635707286,0.0,0.11403179814279546,-1.2404775306061462,1,13.0,1,1,-1.3317051060427811,-1.331705106042781
2016-02-09,air_546b353cbea4a45b,0,0,0,0,0,1,0,-1.1015672693166736,-0.6333572755182165,0.0,0.8708633964884241,-1.324271181906036,1,15.0,1,1,-1.1188352729340494,-1.1188352729340492
2016-02-10,air_546b353cbea4a45b,0,0,0,0,0,0,1,-1.1767398388763415,-1.1164070057783642,0.0,1.188244389343043,-1.2045659657633365,1,16.0,1,1,-0.8022660000982835,-0.8022660000982833
2016-02-12,air_546b353cbea4a45b,1,0,0,0,0,0,0,-1.0263946997570057,-0.9801622100639635,0.0,-0.6427998002028333,-1.2165364873776063,1,29.0,1,1,-0.8189275407738501,-0.81892754077385
2016-02-13,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.17443891141410145,0.24604095136564239,0.0,-0.10569350460270976,-0.4025410176072499,1,4.0,1,1,-0.6334124759384366,-0.6334124759384365
2016-02-15,air_546b353cbea4a45b,0,1,0,0,0,0,0,-0.9136358454175035,-0.5342701513622887,0.0,-1.1310782507484003,-1.0130376199350173,1,22.0,1,1,-1.3351866220048398,-1.3351866220048396
2016-02-16,air_546b353cbea4a45b,0,0,0,0,0,1,0,-1.2268548852494536,-1.2154941299342918,0.0,1.0661747767066512,-1.2524480522204164,1,25.0,1,1,-1.1782697240006228,-1.1782697240006226
2016-02-17,air_546b353cbea4a45b,0,0,0,0,0,0,1,-1.1516823156897855,-0.794373852271599,0.0,0.8464494739611459,-1.2404775306061462,1,18.0,1,1,-1.0131463955144102,-1.0131463955144102
2016-02-18,air_546b353cbea4a45b,0,0,0,0,1,0,0,-1.1516823156897855,-1.1287928962978553,0.0,0.4314127909974139,-1.2644185738346863,1,14.0,1,1,-1.022596224554284,-1.0225962245542837
2016-02-19,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.7131756599250556,-0.410411246167379,0.0,1.0417608541793728,-1.108801792849177,1,20.0,1,1,-0.7107518662384549,-0.7107518662384548
2016-02-20,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.9261646070107815,-1.0668634437004003,0.0,-1.0822504056938438,-0.618010406664109,1,3.0,1,1,-0.7440749475895881,-0.7440749475895879
2016-02-22,air_546b353cbea4a45b,0,1,0,0,0,0,0,-1.0890385077233957,-1.2402659109732739,0.0,-1.106664328221122,-0.8095387524924281,1,6.0,1,1,-1.3225039567144832,-1.322503956714483
2016-02-23,air_546b353cbea4a45b,0,0,0,0,0,1,0,-1.0890385077233957,-1.2154941299342918,0.0,-1.2043200183302354,-0.8095387524924281,1,30.0,1,1,-1.111126201875205,-1.1111262018752048
2016-02-24,air_546b353cbea4a45b,0,0,0,0,0,0,1,-1.2017973620628974,-1.5003696118825842,0.0,-1.2043200183302354,-1.0968312712349069,1,13.0,1,1,-1.0681046117726225,-1.0681046117726225
2016-02-25,air_546b353cbea4a45b,0,0,0,0,1,0,0,-1.4523725939284575,-1.4136683782461474,0.0,-0.7404554903119468,-1.3482122251345758,1,16.0,1,1,-0.9661459300266179,-0.9661459300266177
2016-02-26,air_546b353cbea4a45b,1,0,0,0,0,0,0,-1.2017973620628974,-1.0420916626614183,0.0,1.334727924506713,-1.3841237899773857,1,32.0,1,1,-0.5652742349667165,-0.5652742349667162
2016-02-27,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.9512221301973376,-0.9058468669470178,0.0,1.334727924506713,-1.072890228006367,1,10.0,1,1,-0.40089694561523076,-0.40089694561523065
2016-02-29,air_546b353cbea4a45b,0,1,0,0,0,0,0,-0.8885783222309475,-0.6209713849987254,0.0,-0.7160415677846684,-0.8215092741066982,1,10.0,1,1,-1.2757521709382664,-1.2757521709382662
2016-03-01,air_546b353cbea4a45b,0,0,0,0,0,1,0,-1.2769699316225656,-1.178336458375819,0.0,1.4323836146158264,-1.1447133576919868,1,16.0,1,1,-1.1690685746723248,-1.1690685746723246
2016-03-02,air_546b353cbea4a45b,0,0,0,0,0,0,1,-1.1391535540965074,-0.9182327574665087,0.0,0.8952773190157024,-1.2644185738346863,1,23.0,1,1,-1.0419932420571825,-1.0419932420571822
2016-03-03,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.7758194678914456,-0.42279713668687013,0.0,1.407969692088548,-1.120772314463447,1,18.0,1,1,-1.0584061030211733,-1.058406103021173
2016-03-04,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.6254743287721094,-0.48472658928432477,0.0,1.1394165442884858,-0.7257451011925387,1,29.0,1,1,-0.693592966139737,-0.6935929661397369
2016-03-05,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.5878880439922756,-0.4351830272063609,0.0,-0.5939719551482766,-0.47436414729286963,1,9.0,1,1,-0.4752521793763415,-0.4752521793763414
2016-03-07,air_546b353cbea4a45b,0,1,0,0,0,0,0,-0.1619101498208235,-0.5342701513622887,0.0,-1.2287339408575138,0.13613245503489776,1,22.0,1,1,-1.3779595323958467,-1.3779595323958465
2016-03-08,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.05107879726490266,0.1221820461707327,0.0,0.7487937838520324,0.12416193342062765,1,18.0,1,1,-1.049453633404451,-1.0494536334044509
2016-03-09,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.8384632758578356,-0.6085854944792345,0.0,-1.2287339408575138,-0.9412144902493976,1,17.0,1,1,-1.0949620206227897,-1.0949620206227895
2016-03-10,air_546b353cbea4a45b,0,0,0,0,1,0,0,-1.1642110772830636,-1.4012824877266565,0.0,-1.2287339408575138,-0.9651555334779376,1,26.0,1,1,-0.9768391576243696,-0.9768391576243695
2016-03-11,air_546b353cbea4a45b,1,0,0,0,0,0,0,-1.3521425011822337,-1.6985438601944398,0.0,-1.2287339408575138,-1.0369786631635571,1,19.0,1,1,-0.6448517426709153,-0.644851742670915
2016-03-12,air_546b353cbea4a45b,0,0,1,0,0,0,0,-1.2017973620628974,-1.4136683782461474,0.0,-0.8869390254756169,-1.0489491847778272,1,3.0,1,1,-0.45859063870077493,-0.45859063870077477
2016-03-14,air_546b353cbea4a45b,0,1,0,0,0,0,0,-1.2143261236561755,-1.599456736038512,0.0,-1.2287339408575138,-0.9292439686351277,1,17.0,1,1,-1.271275936129905,-1.2712759361299049
2016-03-15,air_546b353cbea4a45b,0,0,0,0,0,1,0,-0.9136358454175035,-0.7076726186351623,0.0,1.554453227252218,-0.9172734470208578,1,13.0,1,1,-1.0017071287819317,-1.0017071287819315
2016-03-16,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.8384632758578356,-0.7324443996741441,0.0,-0.6427998002028333,-1.0489491847778272,1,16.0,1,1,-0.9141718703073131,-0.9141718703073128
2016-03-17,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.2871977657536035,0.07263848409276856,0.0,1.554453227252218,-0.6299809282783789,1,20.0,1,1,-0.8676687642426718,-0.8676687642426717
2016-03-18,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.07420881866787735,0.19649738928767824,0.0,0.6267241712156407,-0.48633466890713967,1,14.0,1,1,-0.4996227911107524,-0.4996227911107523
2016-03-19,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.06168005707459939,-0.3856394651283972,0.0,-0.7648694128392252,0.23189662794905722,1,5.0,1,1,-0.4824638910120346,-0.4824638910120344
2016-03-22,air_546b353cbea4a45b,0,0,0,0,0,1,0,-0.5503017592124415,-0.28655234097246934,0.0,0.9196912415429811,-0.7496861444210784,1,16.0,1,1,-0.9977282533967218,-0.9977282533967217
2016-03-23,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.4876579512460515,-0.22462288837501448,0.0,0.21168748825190895,-0.4983051905214096,1,12.0,1,1,-0.8985050484780489,-0.8985050484780488
2016-03-24,air_546b353cbea4a45b,0,0,0,0,1,0,0,-1.1391535540965074,-1.2774235825317468,0.0,-0.8625251029483385,-0.9053029254065879,1,15.0,1,1,-0.9569447806983199,-0.9569447806983197
2016-03-25,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.9136358454175035,-0.6705149470766893,0.0,1.0173469316520942,-1.0968312712349069,1,21.0,1,1,-0.36409234830203885,-0.36409234830203874
2016-03-26,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.9261646070107815,-0.9058468669470178,0.0,0.28492925583374396,-0.7855977092638884,1,4.0,1,1,-0.3698119816682781,-0.369811981668278
2016-03-28,air_546b353cbea4a45b,0,1,0,0,0,0,0,-0.5127154744326073,-0.373253574608906,0.0,-0.54514411009372,-0.31874736630736034,1,8.0,1,1,-1.0327920927288843,-1.0327920927288843
2016-03-29,air_546b353cbea4a45b,0,0,0,0,0,1,0,-0.29972652734688143,-0.15030754525806853,0.0,1.1638304668157646,-0.5102757121356795,1,14.0,1,1,-0.7629746056693353,-0.7629746056693352
2016-03-30,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.06168005707459939,0.023094922014804863,0.0,-0.34983272987549313,-0.2708652798502805,1,16.0,1,1,-0.8467796684703197,-0.8467796684703195
2016-03-31,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.06168005707459939,0.04786670305378671,0.0,0.992933009124816,-0.33071788792163026,1,29.0,1,1,-0.8117158291381571,-0.811715829138157
2016-04-01,air_546b353cbea4a45b,1,0,0,0,0,0,0,-0.3247840505334374,-0.1750793262970508,0.0,-0.17893527218454477,-0.42648206083578993,1,23.0,1,1,-0.6085445047808745,-0.6085445047808744
2016-04-02,air_546b353cbea4a45b,0,0,1,0,0,0,0,-0.6129455671788315,-0.8067597427910899,0.0,-1.2287339408575138,-0.47436414729286963,1,12.0,1,1,-0.6254547251680168,-0.6254547251680166
2016-04-04,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.026021274078346524,0.2584268418851331,0.0,-1.0578364831665652,-0.2349537150074708,1,20.0,1,1,-1.2513815592038555,-1.2513815592038553
2016-04-05,air_546b353cbea4a45b,0,0,0,0,0,1,0,-0.5753592823989974,-0.8686891953885447,0.0,-1.2287339408575138,-0.30677684469309047,1,24.0,1,1,-1.0504483522507535,-1.0504483522507533
2016-04-06,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.09926634185443349,0.04786670305378671,0.0,0.7976216289065894,-0.5222462337499495,1,23.0,1,1,-0.9845482286832139,-0.9845482286832137
2016-04-07,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.19949643460065736,0.035480812534296004,0.0,-1.106664328221122,0.01642723889219828,1,24.0,1,1,-1.0984435365848484,-1.0984435365848482
2016-04-08,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.08866508204473675,0.38228574708004276,0.0,-0.1545213496572663,-0.01948432595061165,1,29.0,1,1,-0.5493587334258767,-0.5493587334258765
2016-04-09,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.21395269797751676,0.45660109019698875,0.0,0.6023102486883625,-0.0913074556362313,1,12.0,1,1,-0.45859063870077493,-0.45859063870077477
2016-04-11,air_546b353cbea4a45b,0,1,0,0,0,0,0,-0.4751291896527735,-0.336095903050433,0.0,0.28492925583374396,-0.5102757121356795,1,19.0,1,1,-1.2732653738225101,-1.27326537382251
2016-04-12,air_546b353cbea4a45b,0,0,0,0,0,1,0,-0.6129455671788315,-0.5838137134402526,0.0,1.554453227252218,-0.7855977092638884,1,12.0,1,1,-1.1126182801446587,-1.1126182801446587
2016-04-13,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.1243238650409894,-0.10076398318010482,0.0,-1.0578364831665652,-0.1272190204790412,1,13.0,1,1,-1.0260777405163426,-1.0260777405163424
2016-04-14,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.04915129548132144,-0.2741664504529782,0.0,-1.2287339408575138,0.17204401987770748,1,23.0,1,1,-0.9935006982999363,-0.993500698299936
2016-04-15,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.11372260523129267,0.19649738928767824,0.0,1.7253506849431663,-0.07933693402196139,1,22.0,1,1,-0.576713501699195,-0.5767135016991949
2016-04-16,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.05107879726490266,0.1345679366902234,0.0,-0.27659096229365815,-0.18707162855039097,1,4.0,1,1,-0.36458970772519006,-0.36458970772518995
2016-04-18,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.43947040665652043,0.8653354773401908,0.0,0.45582671352469245,0.25583767117759726,1,8.0,1,1,-1.36129799172028,-1.3612979917202799
2016-04-19,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.10119384363801448,0.2584268418851331,0.0,1.6032810723067747,0.04036828212073809,1,13.0,1,1,-1.049453633404451,-1.0494536334044509
2016-04-20,air_546b353cbea4a45b,0,0,0,0,0,0,1,-0.06168005707459939,-0.06360631162163183,0.0,1.554453227252218,-0.2229831933932007,1,20.0,1,1,-0.9179020659809474,-0.9179020659809471
2016-04-21,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.1387801284178486,0.04786670305378671,0.0,-1.2287339408575138,0.1959850631062475,1,10.0,1,1,-1.022596224554284,-1.0225962245542837
2016-04-22,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.23901022116407267,0.4813728712359706,0.0,0.8464494739611459,0.18401454149197738,1,23.0,1,1,-0.5314537941924319,-0.5314537941924318
2016-04-25,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.3392403139102968,0.40705752811902507,0.0,0.8952773190157024,0.21992610633478732,1,21.0,1,1,-1.2265135880462934,-1.2265135880462932
2016-04-26,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.47705669143635454,0.6547753385088444,0.0,1.4323836146158264,0.30371975763467685,1,22.0,1,1,-0.954209303870988,-0.9542093038709879
2016-04-27,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.3392403139102968,0.24604095136564239,0.0,-1.1554921732756787,0.42342497377737637,1,24.0,1,1,-0.9350609660796653,-0.935060966079665
2016-04-28,air_546b353cbea4a45b,0,0,0,0,1,0,0,-0.1243238650409894,-0.5466560418817796,0.0,-1.2287339408575138,0.1959850631062475,1,28.0,1,1,-0.6968258023902201,-0.69682580239022
2016-04-30,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.07613632045145857,0.23365506084615123,0.0,1.4567975371431046,-0.13918954209331114,1,4.0,1,1,-0.5699991494866532,-0.5699991494866531
2016-05-02,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.2515389827573504,0.19649738928767824,0.0,-0.3742466524027715,0.18401454149197738,1,20.0,1,1,-0.983802189548487,-0.9838021895484869
2016-05-06,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.3392403139102968,0.3327421850020791,0.0,-1.2043200183302354,0.42342497377737637,1,18.0,1,1,-1.1001842945658777,-1.1001842945658775
2016-05-07,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.7276319233019145,0.8157919152622266,0.0,1.5788671497794964,0.4473660170059164,1,7.0,1,1,-0.6784235037336241,-0.6784235037336239
2016-05-09,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.3893553602834086,0.24604095136564239,0.0,-1.2287339408575138,0.5431301899200758,1,21.0,1,1,-1.4383887023087227,-1.4383887023087225
2016-05-11,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.7526894464884705,0.9024931488986637,0.0,-0.8136972578937818,0.519189146691536,1,22.0,1,1,-1.0897397466797016,-1.0897397466797014
2016-05-12,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.7902757312683045,1.0139661635740822,0.0,1.9694899102159498,0.6987469709055852,1,19.0,1,1,-0.9706221648349791,-0.9706221648349789
2016-05-13,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.7276319233019145,0.8281778057817177,0.0,1.481211459670383,0.5790417547628858,1,21.0,1,1,-0.6174969743975969,-0.6174969743975968
2016-05-14,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.5522292609960227,0.6176176669503715,0.0,0.9441051640702594,0.32766080086321686,1,9.0,1,1,-0.45859063870077493,-0.45859063870077477
2016-05-16,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.45199916824979863,0.4318293091580069,0.0,-0.7892833353665035,0.30371975763467685,1,15.0,1,1,-1.3779595323958467,-1.3779595323958465
2016-05-17,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.3642978370968527,0.0850243746122597,0.0,-1.2287339408575138,0.38751340893456665,1,20.0,1,1,-1.207613929966546,-1.207613929966546
2016-05-18,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.5772867841825786,0.9644226014961186,0.0,2.042731677797785,0.17204401987770748,1,13.0,1,1,-1.0069294027250197,-1.0069294027250195
2016-05-19,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.4895854530296327,0.6547753385088444,0.0,1.6032810723067747,0.3755428873202967,1,25.0,1,1,-0.9984742925314486,-0.9984742925314485
2016-05-20,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.2264814595707945,0.1221820461707327,0.0,-0.8136972578937818,0.32766080086321686,1,27.0,1,1,-0.6169996149744457,-0.6169996149744456
2016-05-21,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.4645279298430768,0.8034060247427359,0.0,1.7253506849431663,0.13613245503489776,1,13.0,1,1,-0.344944010510716,-0.3449440105107159
2016-05-23,air_546b353cbea4a45b,0,1,0,0,0,0,0,1.0157934399473088,1.3731569886393202,0.0,1.8230063750522798,0.41145445216310644,1,15.0,1,1,-1.2705298969951784,-1.2705298969951782
2016-05-24,air_546b353cbea4a45b,0,0,0,0,0,1,0,1.0032646783540304,1.1749827403274649,0.0,0.8952773190157024,0.758599578976935,1,16.0,1,1,-1.1606134644787538,-1.1606134644787536
2016-05-25,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.8529195392346945,0.5804599953918984,0.0,-1.2287339408575138,1.0578626193336838,1,15.0,1,1,-0.958188179256198,-0.9581881792561978
2016-05-26,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.9531496319809186,0.9148790394181545,0.0,-0.34983272987549313,1.033921576105144,1,21.0,1,1,-0.9226269805008842,-0.922626980500884
2016-05-27,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.5021142146229104,0.3203562944825879,0.0,-1.1554921732756787,0.42342497377737637,1,21.0,1,1,-0.633163796226861,-0.6331637962268609
2016-05-28,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.4895854530296327,0.5309164333139347,0.0,-1.179906095802957,0.41145445216310644,1,5.0,1,1,-0.44068569946733016,-0.44068569946733005
2016-05-30,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.2515389827573504,0.18411149876818753,0.0,-1.2287339408575138,0.4473660170059164,1,9.0,1,1,-1.257598551993246,-1.2575985519932458
2016-05-31,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.6274018305556904,0.6300035574698621,0.0,-0.10569350460270976,0.5551007115343459,1,26.0,1,1,-1.03304077244046,-1.0330407724404598
2016-06-01,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.7652182080817487,0.8157919152622266,0.0,0.1628596431973522,0.758599578976935,1,29.0,1,1,-1.0539298682128122,-1.053929868212812
2016-06-02,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.6649881153355245,0.766248353184263,0.0,1.9450759876886716,0.5551007115343459,1,11.0,1,1,-0.9939980577230875,-0.9939980577230872
2016-06-03,air_546b353cbea4a45b,1,0,0,0,0,0,0,0.5021142146229104,0.5433023238334255,0.0,1.8718342201068363,0.30371975763467685,1,27.0,1,1,-0.6901114501776783,-0.6901114501776782
2016-06-04,air_546b353cbea4a45b,0,0,1,0,0,0,0,0.7902757312683045,0.9148790394181545,0.0,0.7243798613247542,0.5551007115343459,1,8.0,1,1,-0.5185224491904996,-0.5185224491904995
2016-06-06,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.5772867841825786,0.5061446522749524,0.0,-1.106664328221122,0.5551007115343459,1,19.0,1,1,-1.2849533202665644,-1.2849533202665642
2016-06-07,air_546b353cbea4a45b,0,0,0,0,0,1,0,0.5271717378094668,0.1345679366902234,0.0,-1.2287339408575138,0.8064816654340146,1,29.0,1,1,-1.1419624861105822,-1.141962486110582
2016-06-08,air_546b353cbea4a45b,0,0,0,0,0,0,1,0.8153332544548605,0.9272649299376456,0.0,0.1628596431973522,0.5790417547628858,1,11.0,1,1,-0.9795746344517015,-0.9795746344517012
2016-06-09,air_546b353cbea4a45b,0,0,0,0,1,0,0,0.7276319233019145,0.4813728712359706,0.0,-1.2287339408575138,0.9501279248052543,1,21.0,1,1,-1.0293105767668256,-1.0293105767668256
2016-06-10,air_546b353cbea4a45b,1,0,0,0,0,0,0,1.0157934399473088,1.11305328773001,0.0,1.2614861569248776,0.926186881576714,1,21.0,1,1,-0.5966078786252447,-0.5966078786252446
2016-06-11,air_546b353cbea4a45b,0,0,1,0,0,0,0,1.0157934399473088,1.150210959288483,0.0,1.3835557695612695,0.7466290573626648,1,10.0,1,1,-0.438198902351574,-0.4381989023515738
2016-06-13,air_546b353cbea4a45b,0,1,0,0,0,0,0,0.5522292609960227,0.3575139660410609,0.0,-1.2287339408575138,0.7945111438197449,1,15.0,1,1,-1.3453824901794402,-1.34538249017944
