visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Shibuya-ku Jingūmae,total_area_visitors,total_genre_visitors
2016-01-25,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-1.522666467964154,-1.3936881007729296,0.0,1.062167649303101,-1.6624575739688674,1,43.0,1,1,-1.3424988524719679,-1.3424988524719683
2016-01-26,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.4098423327427692,-1.2440516856128436,0.0,0.812377847971466,-1.5065968620096695,1,23.0,1,1,-1.1704146782572296,-1.17041467825723
2016-01-27,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.096441957127811,-0.7702030376059043,0.0,1.012209689036774,-1.4826182909390233,1,38.0,1,1,-1.019365830198343,-1.0193658301983435
2016-01-28,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.9084017317588363,-0.6953848300258612,0.0,1.012209689036774,-1.0989611538086899,1,37.0,1,1,-1.0249414588179664,-1.0249414588179668
2016-01-29,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-1.209266092349196,-1.4685063083529726,0.0,-1.3358144434805939,-1.0390147261320752,1,13.0,1,1,-0.8825094913530432,-0.8825094913530436
2016-01-30,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-1.4725224078657606,-1.817657943726507,0.0,-1.3358144434805939,-1.1708968670206275,1,84.0,1,1,-0.5821858588869685,-0.5821858588869687
2016-01-31,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-1.121513987177008,-1.0445364653993956,0.0,-0.06188645668925609,-1.1948754380912732,1,84.0,1,1,-1.134933405223263,-1.1349334052232634
2016-02-01,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-1.2970181975213844,-1.6056730222497184,0.0,-1.3358144434805939,-1.0390147261320752,1,64.0,1,1,-1.388371069751596,-1.3883710697515965
2016-02-02,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.134050002201606,-1.106884971716098,0.0,0.7873988678383026,-1.0390147261320752,1,37.0,1,1,-1.2408703489961062,-1.2408703489961066
2016-02-03,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.2594101524475894,-1.2939304906662057,0.0,0.43769314597401365,-1.1708968670206275,1,21.0,1,1,-1.1663596756247763,-1.1663596756247767
2016-02-04,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.246874137422991,-1.2565213868761842,0.0,0.137945384376052,-1.218854009161919,1,46.0,1,1,-1.128850901274583,-1.1288509012745833
2016-02-05,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.9460097768326313,-0.7826727388692447,0.0,0.91229376850412,-1.2788004368385337,1,50.0,1,1,-0.7562975344179333,-0.7562975344179337
2016-02-06,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-1.046297897029418,-1.206642581822822,0.0,-1.086024642148959,-0.8232075864962625,1,94.0,1,1,-0.5340327026265852,-0.5340327026265854
2016-02-07,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-1.2594101524475894,-1.2689910881395245,0.0,0.8873147883709567,-1.1708968670206275,1,92.0,1,1,-1.1422830974945846,-1.142283097494585
2016-02-08,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-1.3346262425951791,-1.2814607894028651,0.0,0.03802946384339795,-1.1948754380912732,1,31.0,1,1,-1.3371766615168728,-1.3371766615168732
2016-02-09,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.0588339120540162,-0.6080969211824777,0.0,0.812377847971466,-1.2788004368385337,1,64.0,1,1,-1.1202340206806196,-1.12023402068062
2016-02-10,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.134050002201606,-1.0944152704527574,0.0,1.1371045897025915,-1.1589075814853045,1,81.0,1,1,-0.7976078737360516,-0.7976078737360519
2016-02-11,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.134050002201606,-1.0071273616093739,1.0,1.1371045897025915,-1.1469182959499815,1,78.0,1,1,-0.8705979211202115,-0.870597921120212
2016-02-12,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.9836178219064262,-0.9572485565560118,0.0,-0.7363189202846702,-1.1708968670206275,1,51.0,1,1,-0.81458819725945,-0.8145881972594503
2016-02-13,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.1311688002337404,0.2772518685146986,0.0,-0.18678135735507354,-0.35562545061866824,1,87.0,1,1,-0.6255236995213135,-0.6255236995213137
2016-02-14,air_d97dabf7aae60da5,0,0,0,1,0,0,0,0.43295187587318407,0.4268882836747846,0.0,-0.23673931762140032,0.45964596578329064,1,52.0,1,1,-1.1597702963470395,-1.15977029634704
2016-02-15,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.8707936866850414,-0.5083393110757536,0.0,-1.2358985229479398,-0.9670790129201374,1,37.0,1,1,-1.3407247888202696,-1.34072478882027
2016-02-16,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.1841940622999994,-1.1941728805594816,0.0,1.012209689036774,-1.2068647236265961,1,37.0,1,1,-1.1808056225028913,-1.1808056225028918
2016-02-17,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.1089779721524096,-0.7702030376059043,0.0,0.7873988678383026,-1.1948754380912732,1,44.0,1,1,-1.012523013256078,-1.0125230132560785
2016-02-18,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.1089779721524096,-1.106884971716098,0.0,0.36275620557452326,-1.218854009161919,1,44.0,1,1,-1.0221536445081547,-1.0221536445081552
2016-02-19,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.6702174462914683,-0.3836422984423485,0.0,0.9872307089036106,-1.062993297202721,1,53.0,1,1,-0.704342813189625,-0.7043428131896253
2016-02-20,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.8833297017096396,-1.0445364653993956,0.0,-1.185940562681613,-0.571432590254481,1,53.0,1,1,-0.7383034602364217,-0.738303460236422
2016-02-21,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.6952894763406648,-0.4833999085490726,0.0,-0.3866131984203814,-0.6074004468604498,1,85.0,1,1,-1.1055346361379763,-1.1055346361379768
2016-02-22,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-1.046297897029418,-1.2191122830861625,0.0,-1.2109195428147765,-0.7632611588196478,1,25.0,1,1,-1.3277994679293246,-1.327799467929325
2016-02-23,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.046297897029418,-1.1941728805594816,0.0,-1.3108354633474304,-0.7632611588196478,1,42.0,1,1,-1.1123774530802413,-1.1123774530802417
2016-02-24,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.1591220322508027,-1.4809760096163134,0.0,-1.3108354633474304,-1.051004011667398,1,49.0,1,1,-1.0685327371168398,-1.06853273711684
2016-02-25,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.4098423327427692,-1.3936881007729296,0.0,-0.8362348408173241,-1.3027790079091794,1,49.0,1,1,-0.9646232946602231,-0.9646232946602236
2016-02-26,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-1.1591220322508027,-1.0195970628727145,0.0,1.2869784705015723,-1.3387468645151483,1,59.0,1,1,-0.5560817794405502,-0.5560817794405505
2016-02-27,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.9084017317588363,-0.8824303489759688,0.0,1.2869784705015723,-1.027025440596752,1,113.0,1,1,-0.388559483187322,-0.38855948318732225
2016-02-28,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.7955775965374515,-0.5706878173924561,0.0,1.112125609569428,-0.9071325852435229,1,79.0,1,1,-0.9699454856153181,-0.9699454856153185
2016-02-29,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.8457216566358446,-0.595627219919137,0.0,-0.8112558606841607,-0.7752504443549708,1,32.0,1,1,-1.2801531869979978,-1.2801531869979983
2016-03-01,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-1.2343381223983927,-1.1567637767694599,0.0,1.3868943910342264,-1.0989611538086899,1,37.0,1,1,-1.171428428915343,-1.1714284289153434
2016-03-02,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-1.096441957127811,-0.8949000502393093,0.0,0.8373568281046294,-1.218854009161919,1,21.0,1,1,-1.0419217823413647,-1.0419217823413651
2016-03-03,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.73289752141446,-0.39611199970568917,0.0,1.361915410901063,-1.0749825827380441,1,28.0,1,1,-1.0586486682002347,-1.0586486682002352
2016-03-04,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.58246534111928,-0.45846050602239147,0.0,1.0871466294362642,-0.6793361600723874,1,44.0,1,1,-0.68685561433717,-0.6868556143371704
2016-03-05,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.544857296045485,-0.4085817009690294,0.0,-0.6863609600183431,-0.4275611638306059,1,91.0,1,1,-0.4643373448812936,-0.46433734488129386
2016-03-06,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.23145692043052704,-0.2838846883356243,0.0,-0.5614660593525257,-0.27170045187140784,1,81.0,1,1,-1.096917755544013,-1.0969177555440135
2016-03-07,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.11863278520914211,-0.5083393110757536,0.0,-1.3358144434805939,0.18389239847086344,1,24.0,1,1,-1.3843160671191428,-1.3843160671191432
2016-03-08,air_d97dabf7aae60da5,0,0,0,0,0,1,0,0.09447947020902948,0.1525548558812935,0.0,0.6874829473056485,0.17190311293554036,1,52.0,1,1,-1.0495249122772148,-1.049524912277215
2016-03-09,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.7955775965374515,-0.5831575186557966,0.0,-1.3358144434805939,-0.8951432997082001,1,26.0,1,1,-1.0959040048858997,-1.0959040048859001
2016-03-10,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.121513987177008,-1.3812183995095892,0.0,-1.3358144434805939,-0.919121870778846,1,38.0,1,1,-0.9755211142349415,-0.9755211142349418
2016-03-11,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-1.3095542125459827,-1.6804912298297614,0.0,-1.3358144434805939,-0.9910575839907835,1,25.0,1,1,-0.6371818320896168,-0.6371818320896171
2016-03-12,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-1.1591220322508027,-1.3936881007729296,0.0,-0.986108721616305,-1.0030468695261063,1,96.0,1,1,-0.44735702135789523,-0.4473570213578955
2016-03-13,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-1.046297897029418,-1.2939304906662057,0.0,-1.3108354633474304,-0.8831540141728771,1,79.0,1,1,-1.046737097967403,-1.0467370979674036
2016-03-14,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-1.1716580472754012,-1.5807336197230373,0.0,-1.3358144434805939,-0.8831540141728771,1,37.0,1,1,-1.2755913090364879,-1.2755913090364883
2016-03-15,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-0.8707936866850414,-0.6829151287625207,0.0,1.5117892917000437,-0.8711647286375542,1,43.0,1,1,-1.0008648806877747,-1.0008648806877751
2016-03-16,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.7955775965374515,-0.7078545312892016,0.0,-0.7363189202846702,-1.0030468695261063,1,36.0,1,1,-0.9116548227738015,-0.9116548227738018
2016-03-17,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.24399293545512532,0.1026760508279312,0.0,1.5117892917000437,-0.5834218757898039,1,43.0,1,1,-0.8642619795070032,-0.8642619795070036
2016-03-18,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.030880680036953732,0.2273730634613363,0.0,0.5625880466398311,-0.43955044936592885,1,30.0,1,1,-0.4891742360050702,-0.4891742360050705
2016-03-19,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.018344665012355457,-0.3587028959156675,0.0,-0.8612138209504876,0.2798066827534467,1,79.0,1,1,-0.47168703715261523,-0.4716870371526155
2016-03-20,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.2063848903813303,-0.07189976685883574,1.0,-0.03690747655609247,-0.35562545061866824,1,118.0,1,1,-0.6838143623628301,-0.6838143623628303
2016-03-21,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.6952894763406648,-0.7203242325525421,1.0,-0.21176033748823692,-0.5234754481131892,1,82.0,1,1,-1.128850901274583,-1.1288509012745833
2016-03-22,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-0.50724925097169,-0.2589452858089434,0.0,0.8623358082377932,-0.7033147311430332,1,44.0,1,1,-0.9968098780553214,-0.9968098780553218
2016-03-23,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.44456917584869843,-0.19659677949224083,0.0,0.137945384376052,-0.45153973490125177,1,60.0,1,1,-0.8956882499085166,-0.8956882499085169
2016-03-24,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-1.096441957127811,-1.2565213868761842,0.0,-0.9611297414831416,-0.8591754431022313,1,72.0,1,1,-0.9552461010726748,-0.9552461010726752
2016-03-25,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.8707936866850414,-0.6455060249724991,0.0,0.9622517287704468,-1.051004011667398,1,49.0,1,1,-0.3510507088371287,-0.3510507088371289
2016-03-26,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.8833297017096396,-0.8824303489759688,0.0,0.21288232477554242,-0.739282587749002,1,109.0,1,1,-0.35687977512128033,-0.3568797751212806
2016-03-27,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.58246534111928,-0.4335211034957103,0.0,-0.03690747655609247,-0.6313790179310956,1,79.0,1,1,-0.9152029500771982,-0.9152029500771985
2016-03-28,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.469641205897895,-0.3462331946523268,0.0,-0.6364029997520163,-0.27170045187140784,1,50.0,1,1,-1.0325445887538165,-1.0325445887538167
2016-03-29,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-0.2565289504797236,-0.1217785719121976,0.0,1.112125609569428,-0.4635290204365746,1,70.0,1,1,-0.757564722740575,-0.7575647227405753
2016-03-30,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.018344665012355457,0.052797245774569346,0.0,-0.4365711586867083,-0.2237433097301161,1,43.0,1,1,-0.8429732156866232,-0.8429732156866236
2016-03-31,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.018344665012355457,0.07773664830125028,0.0,0.9372727486372834,-0.28368973740673076,1,49.0,1,1,-0.8072385049881283,-0.8072385049881287
2016-04-01,air_d97dabf7aae60da5,1,0,0,0,0,0,0,-0.2816009805289202,-0.14671797443887896,0.0,-0.26171829775456396,-0.37960402168931423,1,48.0,1,1,-0.6001799330684802,-0.6001799330684804
2016-04-02,air_d97dabf7aae60da5,0,0,1,0,0,0,0,-0.5699293260946816,-0.7826727388692447,0.0,-1.3358144434805939,-0.4275611638306059,1,103.0,1,1,-0.6174136942564068,-0.6174136942564071
2016-04-03,air_d97dabf7aae60da5,0,0,0,1,0,0,0,-0.24399293545512532,-0.3212937921256459,0.0,-1.3358144434805939,-0.21175402419479322,1,96.0,1,1,-1.142536535159113,-1.1425365351591135
2016-04-04,air_d97dabf7aae60da5,0,1,0,0,0,0,0,0.0694074401598327,0.2897215697780388,0.0,-1.1609615825484494,-0.18777545312414745,1,32.0,1,1,-1.2553162958742212,-1.2553162958742217
2016-04-05,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-0.5323212810208866,-0.8450212451859472,0.0,-1.3358144434805939,-0.259711166336085,1,34.0,1,1,-1.0505386629353282,-1.0505386629353284
2016-04-06,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.055952710086150506,0.07773664830125028,0.0,0.7374409075719758,-0.47551830597189765,1,40.0,1,1,-0.9833776818353198,-0.9833776818353201
2016-04-07,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.15624083028293695,0.06526694703791003,0.0,-1.2109195428147765,0.06399954311763419,1,32.0,1,1,-1.0994521321892963,-1.0994521321892967
2016-04-08,air_d97dabf7aae60da5,1,0,0,0,0,0,0,0.13208751528282453,0.4144185824114439,0.0,-0.23673931762140032,0.028031686511665314,1,38.0,1,1,-0.5398617689107369,-0.5398617689107371
2016-04-09,air_d97dabf7aae60da5,0,0,1,0,0,0,0,0.25744766552880777,0.4892367899914872,0.0,0.5376090665066677,-0.0439040267002722,1,94.0,1,1,-0.44735702135789523,-0.4473570213578955
2016-04-10,air_d97dabf7aae60da5,0,0,0,1,0,0,0,0.2699836805534058,0.5391155950448491,0.0,-0.28669727788772736,0.11195668525892571,1,77.0,1,1,-1.0282361484568348,-1.0282361484568352
2016-04-11,air_d97dabf7aae60da5,0,1,0,0,0,0,0,-0.43203316082410015,-0.3088240908623052,0.0,0.21288232477554242,-0.4635290204365746,1,20.0,1,1,-1.2776188103527146,-1.2776188103527149
2016-04-12,air_d97dabf7aae60da5,0,0,0,0,0,1,0,-0.5699293260946816,-0.5582181161291156,0.0,1.5117892917000437,-0.739282587749002,1,18.0,1,1,-1.1138980790674113,-1.1138980790674118
2016-04-13,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.08102474013534706,-0.07189976685883574,0.0,-1.1609615825484494,-0.07987188330624106,1,27.0,1,1,-1.0257017718115515,-1.0257017718115518
2016-04-14,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.005808649987757178,-0.2464755845456027,0.0,-1.3358144434805939,0.2198602550768321,1,23.0,1,1,-0.9925014377583398,-0.9925014377583401
2016-04-15,air_d97dabf7aae60da5,1,0,0,0,0,0,0,0.1571595453320211,0.2273730634613363,0.0,1.686642152632188,-0.03191474116494932,1,52.0,1,1,-0.5677399120088535,-0.5677399120088538
2016-04-16,air_d97dabf7aae60da5,0,0,1,0,0,0,0,0.09447947020902948,0.16502455714463374,0.0,-0.36163421828721787,-0.13981831098285571,1,117.0,1,1,-0.3515575841661853,-0.3515575841661856
2016-04-17,air_d97dabf7aae60da5,0,0,0,1,0,0,0,0.5207039810453722,0.4393579849381253,0.0,-0.5864450394856893,0.6394852488131347,1,85.0,1,1,-1.064984609813443,-1.0649846098134435
2016-04-18,air_d97dabf7aae60da5,0,1,0,0,0,0,0,0.4830959359715772,0.9007369316817241,0.0,0.3877351857076869,0.3037852538240927,1,24.0,1,1,-1.3673357435957445,-1.367335743595745
2016-04-19,air_d97dabf7aae60da5,0,0,0,0,0,1,0,0.1446235303074226,0.2897215697780388,0.0,1.5617472519663707,0.08797811418827994,1,40.0,1,1,-1.0495249122772148,-1.049524912277215
2016-04-20,air_d97dabf7aae60da5,0,0,0,0,0,0,1,-0.018344665012355457,-0.034490663068814126,0.0,1.5117892917000437,-0.17578616758882434,1,22.0,1,1,-0.9154563877417266,-0.9154563877417269
2016-04-21,air_d97dabf7aae60da5,0,0,0,0,1,0,0,0.18223157538121765,0.07773664830125028,0.0,-1.3358144434805939,0.2438388261474781,1,30.0,1,1,-1.0221536445081547,-1.0221536445081552
2016-04-22,air_d97dabf7aae60da5,1,0,0,0,0,0,0,0.2825196955780043,0.514176192518168,0.0,0.7873988678383026,0.231849540612155,1,21.0,1,1,-0.5216142570646969,-0.5216142570646971
2016-04-23,air_d97dabf7aae60da5,0,0,1,0,0,0,0,0.35773578572559395,0.3520700760947414,0.0,-0.8112558606841607,0.3277638248947385,1,109.0,1,1,-0.4240407562212886,-0.4240407562212889
2016-04-24,air_d97dabf7aae60da5,0,0,0,1,0,0,0,0.08194345518443098,-0.05943006559549505,0.0,-1.036066681882632,0.09996739972360283,1,97.0,1,1,-1.0434424083285347,-1.0434424083285352
2016-04-25,air_d97dabf7aae60da5,0,1,0,0,0,0,0,0.38280781577479095,0.4393579849381253,0.0,0.8373568281046294,0.26781739721812386,1,27.0,1,1,-1.229972529421388,-1.2299725294213883
2016-04-26,air_d97dabf7aae60da5,0,0,0,0,0,1,0,0.5207039810453722,0.6887520102049355,0.0,1.3868943910342264,0.35174239596538426,1,34.0,1,1,-0.9524582867628631,-0.9524582867628635
2016-04-27,air_d97dabf7aae60da5,0,0,0,0,0,0,1,0.38280781577479095,0.2772518685146986,0.0,-1.2608775030811035,0.4716352513186135,1,17.0,1,1,-0.9329435865941815,-0.9329435865941819
2016-04-28,air_d97dabf7aae60da5,0,0,0,0,1,0,0,-0.08102474013534706,-0.520809012339094,0.0,-1.3358144434805939,0.2438388261474781,1,19.0,1,1,-0.6901503039760384,-0.6901503039760387
2016-04-29,air_d97dabf7aae60da5,1,0,0,0,0,0,0,0.09447947020902948,0.2273730634613363,1.0,1.012209689036774,0.016042400976342432,1,139.0,1,1,-0.5165455037741302,-0.5165455037741304
2016-04-30,air_d97dabf7aae60da5,0,0,1,0,0,0,0,0.11955150025822604,0.2647821672513579,0.0,1.4118733711673899,-0.09186116884156395,1,88.0,1,1,-0.5608970950665885,-0.5608970950665888
2016-05-01,air_d97dabf7aae60da5,0,0,0,1,0,0,0,0.395343830799389,0.6762823089415948,0.0,0.91229376850412,0.07598882865295707,1,115.0,1,1,-0.8424663403575666,-0.842466340357567
2016-05-02,air_d97dabf7aae60da5,0,1,0,0,0,0,0,0.2950557106026024,0.2273730634613363,0.0,-0.4615501388198718,0.231849540612155,1,43.0,1,1,-0.9826173688417348,-0.9826173688417351
2016-05-03,air_d97dabf7aae60da5,0,0,0,0,0,1,0,0.671136161340552,0.6388732051515732,1.0,0.16292436450921538,0.6994316764897494,1,117.0,1,1,-0.6957259325956617,-0.6957259325956621
2016-05-04,air_d97dabf7aae60da5,0,0,0,0,0,0,1,0.8842484167587238,0.925676334208405,1.0,0.9622517287704468,0.891260245054916,1,79.0,1,1,-0.7527494071145366,-0.752749407114537
2016-05-05,air_d97dabf7aae60da5,0,0,0,0,1,0,0,0.8842484167587238,0.9755551392617668,1.0,1.7366001128985153,0.6994316764897494,1,95.0,1,1,-0.9458689074851265,-0.9458689074851269
2016-05-06,air_d97dabf7aae60da5,1,0,0,0,0,0,0,0.38280781577479095,0.3645397773580821,0.0,-1.3108354633474304,0.4716352513186135,1,32.0,1,1,-1.1012261958409948,-1.101226195840995
2016-05-07,air_d97dabf7aae60da5,0,0,1,0,0,0,0,0.7714242815373387,0.8508581266283617,0.0,1.5367682718332072,0.4956138223892595,1,90.0,1,1,-0.6713959168009417,-0.671395916800942
