visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Shizuoka-ken Hamamatsu-shi Motoshirochō,total_area_visitors,total_genre_visitors
2016-01-12,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.0309903359203407,-1.2464572475085398,0.0,-1.4169849944166713,-0.8031382188938933,1,27.0,1,1,-1.3417692328398614,-1.3417692328398614
2016-01-13,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.1938994900094013,-1.184141821341486,0.0,0.47814359136723034,-1.1235269022165286,1,8.0,1,1,-1.1367035624067099,-1.1367035624067099
2016-01-14,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.2314939101838,-1.358625014609237,0.0,0.6012038891454058,-1.1709918923384004,1,21.0,1,1,-1.0436078289389235,-1.0436078289389235
2016-01-15,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-1.2440253835752662,-1.2339941622751291,0.0,0.5765918295897707,-1.0760619120946568,1,49.0,1,1,-0.7661060261637135,-0.7661060261637135
2016-01-16,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.1938994900094013,-1.1218263951744323,0.0,0.896548603813027,-1.3608518528258882,1,50.0,1,1,-0.6179180230273191,-0.6179180230273191
2016-01-17,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-1.1061791762691382,-1.0595109690073783,0.0,-0.1617699570792819,-1.337119357764952,1,56.0,1,1,-1.2236779325779843,-1.2236779325779843
2016-01-18,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.8430182350483478,-1.034584798540557,0.0,-1.0970282201934152,-0.6844757435892136,1,12.0,1,1,-1.5083213258657915,-1.5083213258657915
2016-01-19,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.5823751651448534,-1.7449806568449706,0.0,-0.1863820166349169,-1.3964505954172919,1,21.0,1,1,-1.2708634413219309,-1.2708634413219309
2016-01-20,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.6450325321021844,-1.6452759749776844,0.0,-0.33405437396872734,-1.479514328130568,1,20.0,1,1,-1.145375493743435,-1.145375493743435
2016-01-21,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.3818715908813943,-1.396014270309469,0.0,0.1089626980327042,-1.2659218725821444,1,27.0,1,1,-1.0229482278131954,-1.0229482278131954
2016-01-22,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-1.2690883303581986,-1.0844371394741998,0.0,0.45353153181159533,-1.1116606546860606,1,52.0,1,1,-0.7135643245353189,-0.7135643245353189
2016-01-23,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.419466011055793,-1.4209404407762907,0.0,-1.5400452921948469,-1.0997944071555927,1,39.0,1,1,-0.640107964977175,-0.640107964977175
2016-01-24,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-1.8831305265400422,-2.143799384314115,0.0,0.7734883060348516,-1.7287055262703954,1,37.0,1,1,-1.339218664799648,-1.339218664799648
2016-01-25,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-1.8956619999315083,-1.7948329977786137,0.0,0.896548603813027,-1.8829667441664788,1,18.0,1,1,-1.3639591747897173,-1.3639591747897173
2016-01-26,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.5071863247960562,-1.4583296964765229,0.0,0.896548603813027,-1.4676480806000998,1,16.0,1,1,-1.1907756048592324,-1.1907756048592324
2016-01-27,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.1688365432264691,-1.1592156508746645,0.0,0.7734883060348516,-1.2777881201126122,1,24.0,1,1,-1.038761749662518,-1.038761749662518
2016-01-28,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.8806126552227465,-0.9099539462064492,0.0,0.7488762464792167,-0.8862019516071691,1,18.0,1,1,-1.0443729993509874,-1.0443729993509874
2016-01-29,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.9683329689630098,-1.358625014609237,0.0,-1.5400452921948469,-0.6607432485282777,1,34.0,1,1,-0.9010310754909984,-0.9010310754909984
2016-01-30,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.043521809311807,-1.4334035260097013,0.0,-1.5400452921948469,-0.7319407337110855,1,78.0,1,1,-0.5987887627257192,-0.5987887627257192
2016-01-31,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-1.0685847560947395,-0.9847324576069137,0.0,0.8473244847017567,-1.0285969219727849,1,49.0,1,1,-1.1550676522962458,-1.1550676522962458
2016-02-01,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-1.1563050698350028,-1.445866611243112,0.0,-1.5400452921948469,-0.8743357040767012,1,5.0,1,1,-1.4101244563175785,-1.4101244563175785
2016-02-02,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.1437735964435365,-0.9971955428403245,0.0,0.6012038891454058,-1.0760619120946568,1,32.0,1,1,-1.261681396377163,-1.261681396377163
2016-02-03,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.294151277141131,-1.134289480407843,0.0,0.05973857892143398,-1.2065906349298043,1,14.0,1,1,-1.186694695994891,-1.186694695994891
2016-02-04,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.2440253835752662,-1.1592156508746645,0.0,0.8473244847017567,-1.34898560529542,1,14.0,1,1,-1.1489462889997337,-1.1489462889997337
2016-02-05,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.9432700221800775,-0.8351754348059844,0.0,0.7981003655904867,-0.8862019516071691,1,43.0,1,1,-0.7740127870883747,-0.7740127870883747
2016-02-06,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.1437735964435365,-1.1592156508746645,0.0,-0.4571146717469028,-1.2184568824602724,1,75.0,1,1,-0.550327969961666,-0.550327969961666
2016-02-07,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-1.2816198037496647,-1.1467525656412536,0.0,0.9949968420355675,-1.2896543676430803,1,50.0,1,1,-1.1624642996128645,-1.1624642996128645
2016-02-08,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-1.3818715908813943,-1.0470478837739676,0.0,0.9703847824799321,-1.7049730312094593,1,24.0,1,1,-1.3586029819052692,-1.3586029819052692
2016-02-09,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.2690883303581986,-1.184141821341486,0.0,0.1089626980327042,-1.2659218725821444,1,27.0,1,1,-1.1402743576630086,-1.1402743576630086
2016-02-10,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.3693401174899282,-1.2838465032087722,0.0,1.0442209611468376,-1.2896543676430803,1,26.0,1,1,-0.815587046143852,-0.815587046143852
2016-02-11,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.1563050698350028,-0.9348801166732706,1.0,1.0196089015912024,-1.4913805756610359,1,52.0,1,1,-0.8890434057019958,-0.8890434057019958
2016-02-12,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.9432700221800775,-1.2090679918083074,0.0,-1.5400452921948469,-0.8387369614852973,1,41.0,1,1,-0.8326758520132812,-0.8326758520132812
2016-02-13,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-0.37935371956409863,-0.423893622103429,0.0,-1.2939246966384959,-0.5420807732235979,1,59.0,1,1,-0.6424034762133671,-0.6424034762133671
2016-02-14,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.003409517820112767,-0.2369473436022675,0.0,-1.4169849944166713,0.015632860708396968,1,61.0,1,1,-1.1800632190903364,-1.1800632190903364
2016-02-15,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.8931441286142127,-1.0221217133071459,0.0,0.3058591744777849,-1.0879281596251247,1,28.0,1,1,-1.3621737771615678,-1.3621737771615678
2016-02-16,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.4570604312301914,-1.508182037410166,0.0,0.8473244847017567,-1.34898560529542,1,23.0,1,1,-1.201232933824107,-1.201232933824107
2016-02-17,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.3442771707069956,-1.2713834179753614,0.0,0.896548603813027,-1.3252531102344842,1,31.0,1,1,-1.0318752159539422,-1.0318752159539422
2016-02-18,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.2314939101838,-1.0595109690073783,0.0,0.42891947225596033,-1.2421893775212085,1,12.0,1,1,-1.0415673745067526,-1.0415673745067526
2016-02-19,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.8555497084398141,-0.6108399006045907,0.0,0.9703847824799321,-1.1591256448079326,1,40.0,1,1,-0.7217261422640016,-0.7217261422640016
2016-02-20,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-0.7177035011336859,-0.6606922415382339,0.0,-1.5400452921948469,-0.6607432485282777,1,53.0,1,1,-0.7559037540028601,-0.7559037540028601
2016-02-21,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.8555497084398141,-0.9847324576069137,0.0,1.0442209611468376,-0.8743357040767012,1,55.0,1,1,-1.1254810630297711,-1.1254810630297711
2016-02-22,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.9933959157459423,-1.134289480407843,0.0,-1.4415970539723064,-0.945533189259509,1,14.0,1,1,-1.3491658801564799,-1.3491658801564799
2016-02-23,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.7803608680910168,-0.7479338381721091,0.0,-0.1617699570792819,-0.6726094960587456,1,23.0,1,1,-1.132367596738347,-1.132367596738347
2016-02-24,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.0560532827032734,-0.9348801166732706,0.0,0.3796953531446901,-1.0997944071555927,1,21.0,1,1,-1.0882427696426566,-1.0882427696426566
2016-02-25,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-1.3192142239240634,-1.1966049065748967,0.0,1.167281258925013,-1.5032468231915037,1,36.0,1,1,-0.9836694799939102,-0.9836694799939102
2016-02-26,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-1.3192142239240634,-1.2464572475085398,0.0,0.7734883060348516,-1.2065906349298043,1,47.0,1,1,-0.5725179119115219,-0.5725179119115219
2016-02-27,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.1061791762691382,-1.0221217133071459,0.0,0.7981003655904867,-1.34898560529542,1,91.0,1,1,-0.40392536445342103,-0.40392536445342103
2016-02-28,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.6675776075678213,-0.5235983039707153,0.0,0.9703847824799321,-0.8862019516071691,1,40.0,1,1,-0.9890256728783582,-0.9890256728783582
2016-02-29,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.8806126552227465,-0.9473432019066814,0.0,-1.3431488157497662,-1.0997944071555927,1,12.0,1,1,-1.3012152010004694,-1.3012152010004694
2016-03-01,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-1.5322492715789886,-1.5331082078769875,0.0,1.167281258925013,-1.3608518528258882,1,35.0,1,1,-1.1917958320753177,-1.1917958320753177
2016-03-02,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-1.2816198037496647,-1.184141821341486,0.0,1.167281258925013,-1.3252531102344842,1,18.0,1,1,-1.0614618052204168,-1.0614618052204168
2016-03-03,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.7678293946995507,-0.5609875596709476,0.0,1.1180571398137429,-1.1472593972774645,1,29.0,1,1,-1.0782955542858246,-1.0782955542858246
2016-03-04,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.5673258204360916,-0.3989674516366076,0.0,1.142669199369378,-0.7912719713634253,1,45.0,1,1,-0.7041272227865296,-0.7041272227865296
2016-03-05,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-0.4420110865214296,-0.2369473436022675,0.0,-0.1125458379680117,-0.6370107534673417,1,49.0,1,1,-0.4801873488557995,-0.4801873488557995
2016-03-06,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.14125572512624088,-0.224484258368857,0.0,-0.8509076246370644,-0.1860933473095587,1,46.0,1,1,-1.116809131693046,-1.116809131693046
2016-03-07,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.14125572512624088,-0.4612828778036614,0.0,-1.5400452921948469,0.15802783107401258,1,18.0,1,1,-1.4060435474532371,-1.4060435474532371
2016-03-08,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,0.08431079592015052,0.31142840666780613,0.0,0.9949968420355675,-0.23355833743143065,1,49.0,1,1,-1.0691135093410566,-1.0691135093410566
2016-03-09,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.5171999268702268,-0.7977861791057522,0.0,-1.5400452921948469,-0.26915708002283445,1,19.0,1,1,-1.1157889044769604,-1.1157889044769604
2016-03-10,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.8304867616568816,-1.0595109690073783,0.0,-1.4908211730835765,-0.7082082386501495,1,31.0,1,1,-0.9946369225668276,-0.9946369225668276
2016-03-11,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.9056756020056788,-0.9473432019066814,0.0,-0.7278473268588889,-0.8150044664243613,1,42.0,1,1,-0.6541360891983484,-0.6541360891983484
2016-03-12,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-1.1187106496606043,-0.9473432019066814,0.0,0.3796953531446901,-1.34898560529542,1,68.0,1,1,-0.4630985429863702,-0.4630985429863702
2016-03-13,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.8931441286142127,-0.6482291563048229,0.0,-0.1863820166349169,-1.1709918923384004,1,33.0,1,1,-1.066307884496822,-1.066307884496822
2016-03-14,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-1.0560532827032734,-1.4707927817099338,0.0,-1.5400452921948469,-0.6607432485282777,1,17.0,1,1,-1.2966241785280854,-1.2966241785280854
2016-03-15,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.7803608680910168,-0.585913730137769,0.0,1.2657294971475535,-0.8150044664243613,1,27.0,1,1,-1.0201426029689609,-1.0201426029689609
2016-03-16,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.7552979213080845,-0.7728600086389306,0.0,-1.0231920415265099,-0.8980681991376371,1,32.0,1,1,-0.9303626079534517,-0.9303626079534517
2016-03-17,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.40441666634703094,-0.0998534060347493,0.0,1.3149536162588233,-0.7794057238329575,1,36.0,1,1,-0.8826669856014625,-0.8826669856014625
2016-03-18,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.2665704590409028,-0.03753797986769547,0.0,0.3796953531446901,-0.5302145256931299,1,41.0,1,1,-0.5051829156498902,-0.5051829156498902
2016-03-19,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,0.07177932252868459,0.3238914919012171,0.0,-0.13715789752364668,0.13429533601307672,1,72.0,1,1,-0.48758399617241815,-0.48758399617241815
2016-03-20,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.31669635260676765,-0.21202117313544605,1.0,0.18279887669960942,-0.3522208127361104,1,70.0,1,1,-0.7010665411382736,-0.7010665411382736
2016-03-21,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.6049202406104902,-0.4488197925702509,1.0,0.010514459810163754,-0.5420807732235979,1,49.0,1,1,-1.1489462889997337,-1.1489462889997337
2016-03-22,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.6550461341763548,-0.5111352187373047,0.0,0.6012038891454058,-0.8743357040767012,1,9.0,1,1,-1.0160616941046194,-1.0160616941046194
2016-03-23,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.37935371956409863,-0.18709500266862458,0.0,0.3796953531446901,-0.5895457633454698,1,33.0,1,1,-0.9142940293001077,-0.9142940293001077
2016-03-24,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.5673258204360916,-0.47374596303707234,0.0,0.42891947225596033,-0.6726094960587456,1,26.0,1,1,-0.9742323782451209,-0.9742323782451209
2016-03-25,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.9182070753971452,-0.7603969234055199,0.0,1.3149536162588233,-0.8862019516071691,1,60.0,1,1,-0.3661769574582638,-0.3661769574582638
2016-03-26,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-0.8304867616568816,-0.6856184120050554,0.0,1.191893318480648,-0.945533189259509,1,79.0,1,1,-0.37204326395075443,-0.37204326395075443
2016-03-27,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,-0.6675776075678213,-0.43635670733683996,0.0,0.3796953531446901,-0.921800694198573,1,48.0,1,1,-0.9339334032097504,-0.9339334032097504
2016-03-28,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.5171999268702268,-0.3865043664031971,0.0,0.23202299581087965,-0.47088328804079016,1,36.0,1,1,-1.0520247034716275,-1.0520247034716275
2016-03-29,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.4670740333043619,-0.3865043664031971,0.0,0.6996521273679462,-0.7794057238329575,1,33.0,1,1,-0.7752880711084814,-0.7752880711084814
2016-03-30,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.21644456547503801,-0.012611809400874021,0.0,-0.1125458379680117,-0.3878195553275142,1,29.0,1,1,-0.8612422140636705,-0.8612422140636705
2016-03-31,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.12872425173477473,0.037240531532769315,0.0,0.8719365442573921,-0.3878195553275142,1,31.0,1,1,-0.8252792046966626,-0.8252792046966626
2016-04-01,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,-0.3668222461726325,-0.7728600086389306,0.0,-1.5400452921948469,-0.0436983769439429,1,43.0,1,1,-0.6168977958112338,-0.6168977958112338
2016-04-02,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,-0.053535411385977595,-0.025074894634284525,0.0,-0.9493558628596047,-0.0792971195353469,1,81.0,1,1,-0.6342416584846844,-0.6342416584846844
2016-04-03,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,0.03418490235428591,-0.06246415033451692,0.0,-1.2693126370828607,0.20549282119588452,1,49.0,1,1,-1.1627193564168858,-1.1627193564168858
2016-04-04,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,0.10937374270308282,-0.06246415033451692,0.0,-1.1462523393046853,0.21735906872635244,1,20.0,1,1,-1.2762196342063787,-1.2762196342063787
2016-04-05,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.15378719851770703,-0.224484258368857,0.0,0.1089626980327042,-0.1504946047181547,1,26.0,1,1,-1.070133736557142,-1.070133736557142
2016-04-06,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.11619277834330857,-0.07492723556792787,0.0,0.40430741270032533,-0.3522208127361104,1,9.0,1,1,-1.002543683491489,-1.002543683491489
2016-04-07,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.11619277834330857,-0.1372426617349817,0.0,-1.5400452921948469,-0.11489586212675092,1,14.0,1,1,-1.119359699733259,-1.119359699733259
2016-04-08,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,0.07177932252868459,-0.012611809400874021,0.0,-0.38327849307999756,0.11056284095214064,1,43.0,1,1,-0.5561942764541566,-0.5561942764541566
2016-04-09,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,0.03418490235428591,0.2865022362009847,0.0,0.6504280082566762,-0.26915708002283445,1,82.0,1,1,-0.4630985429863702,-0.4630985429863702
2016-04-10,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,0.04671637574575184,0.23664989526734134,0.0,-1.1954764584159556,-0.12676210965721885,1,48.0,1,1,-1.0476887378032647,-1.0476887378032647
2016-04-11,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,-0.1663186719091734,-0.06246415033451692,0.0,1.0934450802581075,-0.4234182979189182,1,22.0,1,1,-1.298664632960256,-1.298664632960256
2016-04-12,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,-0.5046684534787607,-0.5734506449043584,0.0,0.010514459810163754,-0.6014120108759378,1,18.0,1,1,-1.1338979375624751,-1.1338979375624751
2016-04-13,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.14125572512624088,-0.05000106510110597,0.0,-0.9247438033039695,-0.03183212941347497,1,19.0,1,1,-1.0451381697630513,-1.0451381697630513
2016-04-14,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,0.25975142340067753,0.24911298050075228,0.0,-0.26021819530182216,0.19362657366541658,1,17.0,1,1,-1.0117257284362569,-1.0117257284362569
2016-04-15,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,0.27228289679214346,0.4859115999355567,0.0,1.438013914036999,0.1698940786044805,1,43.0,1,1,-0.5842505248965032,-0.5842505248965032
2016-04-16,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,0.07177932252868459,0.1244821281666446,0.0,1.3395656758144585,-0.19795959484002665,1,77.0,1,1,-0.36668707106630644,-0.36668707106630644
2016-04-17,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,0.19709405644334654,-0.025074894634284525,0.0,-1.5400452921948469,0.20549282119588452,1,65.0,1,1,-1.084671974386358,-1.084671974386358
2016-04-18,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,0.0968422693116169,0.3363545771346276,0.0,-0.26021819530182216,-0.10302961459628278,1,20.0,1,1,-1.388954741583808,-1.388954741583808
2016-04-19,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,0.07177932252868459,0.2615760657341632,0.0,1.5364621522595394,-0.1504946047181547,1,39.0,1,1,-1.0691135093410566,-1.0691135093410566
2016-04-20,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,-0.0785983581689099,-0.025074894634284525,0.0,0.3304712340334199,-0.1742270997790908,1,32.0,1,1,-0.9341884600137716,-0.9341884600137716
2016-04-21,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,-0.053535411385977595,-0.18709500266862458,0.0,-1.5400452921948469,0.0986965934216727,1,18.0,1,1,-1.0415673745067526,-1.0415673745067526
2016-04-22,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,0.4602549976641364,0.5731531965694324,0.0,1.438013914036999,0.32415529650056424,1,51.0,1,1,-0.5378301865646207,-0.5378301865646207
2016-04-23,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,0.36000321053240675,0.2865022362009847,0.0,0.05973857892143398,0.5496139995794558,1,85.0,1,1,-0.4396333170164076,-0.4396333170164076
2016-04-24,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,0.19709405644334654,0.41113308853509234,0.0,-0.6293990886363485,0.3360215440310322,1,41.0,1,1,-1.0629921460445446,-1.0629921460445446
2016-04-25,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,0.28481437018360983,0.3488176623680385,0.0,0.6996521273679462,0.25295781131775646,1,20.0,1,1,-1.2507139538042455,-1.2507139538042455
2016-04-26,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,0.3474717371409408,0.4360592590019138,0.0,1.2657294971475535,0.19362657366541658,1,20.0,1,1,-0.9714267534008862,-0.9714267534008862
2016-04-27,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,0.19709405644334654,-0.012611809400874021,0.0,-1.5400452921948469,0.22922531625682038,1,25.0,1,1,-0.9517873794912436,-0.9517873794912436
2016-04-28,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,0.1219052160945492,0.0746297872330017,0.0,-1.4908211730835765,0.2410915637872883,1,28.0,1,1,-0.7074429612388069,-0.7074429612388069
2016-04-29,air_6b15edd1b4fbb96a,1,0,0,0,0,0,0,0.009121955571353606,0.1244821281666446,1.0,1.6595224500377148,0.03936535576933283,1,78.0,1,1,-0.532729050484194,-0.532729050484194
2016-04-30,air_6b15edd1b4fbb96a,0,0,1,0,0,0,0,0.03418490235428591,0.41113308853509234,0.0,1.5856862713708093,-0.2810233275533024,1,72.0,1,1,-0.5773639911879273,-0.5773639911879273
2016-05-01,air_6b15edd1b4fbb96a,0,0,0,1,0,0,0,0.4727864710556028,0.7600994750705939,0.0,0.9211606633686621,-0.0792971195353469,1,58.0,1,1,-0.8607321004556279,-0.8607321004556279
2016-05-02,air_6b15edd1b4fbb96a,0,1,0,0,0,0,0,0.3975976307068054,0.37374383283485996,0.0,1.142669199369378,0.2648240588482244,1,53.0,1,1,-1.0017785130794248,-1.0017785130794248
2016-05-03,air_6b15edd1b4fbb96a,0,0,0,0,0,1,0,0.42266057748973773,0.31142840666780613,1.0,-1.1954764584159556,0.5021490094575837,1,81.0,1,1,-0.7130542109272763,-0.7130542109272763
2016-05-04,air_6b15edd1b4fbb96a,0,0,0,0,0,0,1,0.5229123646214674,0.5731531965694324,1.0,1.2903415567031884,0.5496139995794558,1,73.0,1,1,-0.7704419918320761,-0.7704419918320761
2016-05-05,air_6b15edd1b4fbb96a,0,0,0,0,1,0,0,0.5730382581873324,0.6603947932033077,1.0,1.4872380331482693,0.32415529650056424,1,44.0,1,1,-0.9647952764963316,-0.9647952764963316
