visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-01-16,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-1.2240432777103818,-1.1063586311973597,0.0,0.6993313162665088,-1.3203115141765156,1,30.0,1,1,-0.6100276379755165,-0.6100276379755166
2016-01-18,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.1199298864789429,-1.0016088659949884,0.0,-0.0028128859105285725,-1.2414407903108622,1,8.0,1,1,-1.4984061219446623,-1.4984061219446623
2016-01-19,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.7214739247050348,-1.851245850414222,0.0,0.022263692738651246,-1.4667857156413007,1,8.0,1,1,-1.2614882277666977,-1.2614882277666977
2016-01-20,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.513247142242157,-1.4089690640042098,0.0,0.5237952657222493,-1.545656439506954,1,17.0,1,1,-1.136285645666205,-1.136285645666205
2016-01-21,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-1.3744292872669048,-1.4788022408057906,0.0,-0.4792678802449469,-1.3315787604430374,1,15.0,1,1,-1.0141367850803584,-1.0141367850803586
2016-01-22,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-1.1893388139665688,-1.1179974939976232,0.0,0.14764658598455077,-1.1851045589782525,1,18.0,1,1,-0.7054564353082091,-0.7054564353082091
2016-01-23,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-1.362861132685634,-1.513718829206581,0.0,-0.9306462959301851,-1.252708036577384,1,13.0,1,1,-0.6321671189567012,-0.6321671189567013
2016-01-24,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-2.068518562143165,-2.200411734422126,0.0,0.047340271387831284,-1.8048031036369583,1,26.0,1,1,-1.3296880082604619,-1.3296880082604619
2016-01-25,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.7214739247050348,-1.6301074572092158,0.0,0.5488718443714294,-1.7371996260378268,1,17.0,1,1,-1.3543722571705183,-1.3543722571705183
2016-01-26,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.3512929781043628,-1.5486354176073716,0.0,-1.2566418183695238,-1.2752425291104277,1,23.0,1,1,-1.181582514800123,-1.181582514800123
2016-01-27,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.0967935773164008,-1.0132477287952517,0.0,0.047340271387831284,-1.1175010813791209,1,13.0,1,1,-1.0299143462393636,-1.0299143462393638
2016-01-28,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-1.1893388139665688,-1.4206079268044733,0.0,-1.3067949756678838,-1.1287683276456428,1,8.0,1,1,-1.0355128356828815,-1.0355128356828818
2016-01-29,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.9579757223411487,-1.3158581616021021,0.0,-1.3067949756678838,-0.6893457232512877,1,22.0,1,1,-0.8924968780802864,-0.8924968780802865
2016-01-30,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.8191578673658968,-1.0714420427965692,0.0,-1.3067949756678838,-0.6555439844517219,1,39.0,1,1,-0.5909418785089781,-0.5909418785089781
2016-01-31,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-1.0042483406662328,-1.1296363567978864,0.0,-0.454191301595767,-0.9710268799143358,1,10.0,1,1,-1.145955763795918,-1.145955763795918
2016-02-01,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.0158164952475037,-1.2227472591999944,0.0,-1.3067949756678838,-0.779483693383463,1,6.0,1,1,-1.400432556683098,-1.400432556683098
2016-02-02,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.0967935773164008,-1.14127521959815,0.0,-0.2285020937531478,-1.1287683276456428,1,22.0,1,1,-1.252327063222759,-1.2523270632227592
2016-02-03,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.1083617318976717,-1.1761918079989404,0.0,-0.1281957791564281,-0.9597596336478139,1,15.0,1,1,-1.177510886113928,-1.1775108861139283
2016-02-04,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-1.1662025048040268,-1.0947197683970962,0.0,0.5237952657222493,-1.2977770216434716,1,9.0,1,1,-1.1398483207666255,-1.1398483207666255
2016-02-05,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-1.177770659385298,-1.1296363567978864,0.0,0.047340271387831284,-1.1963718052447743,1,30.0,1,1,-0.7657674352224707,-0.7657674352224708
2016-02-06,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-1.3050203597792789,-1.1529140823984136,0.0,0.12257000733537096,-1.263975282843906,1,25.0,1,1,-0.5425912878604138,-0.5425912878604139
2016-02-07,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-1.270315896035466,-1.2693027104010484,0.0,0.24795290058127048,-1.1625700664452085,1,40.0,1,1,-1.153335590789646,-1.153335590789646
2016-02-08,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.177770659385298,-1.164552945198677,0.0,-0.1031192005072483,-1.263975282843906,1,28.0,1,1,-1.3490282445198876,-1.3490282445198876
2016-02-09,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.9464075677598778,-0.9783311403944616,0.0,0.6241015803189691,-0.9710268799143358,1,10.0,1,1,-1.1311961098084613,-1.1311961098084615
2016-02-10,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.1083617318976717,-0.8270259239910364,0.0,1.2760926251976468,-1.2977770216434716,1,24.0,1,1,-0.8072471524630811,-0.8072471524630812
2016-02-11,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.9579757223411487,-0.768831609989719,1.0,1.200862889250107,-1.1625700664452085,1,7.0,1,1,-0.880536468814589,-0.880536468814589
2016-02-12,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.7497489398782707,-0.7571927471894555,0.0,-1.206488661071164,-0.8808889097821605,1,17.0,1,1,-0.8242970975865221,-0.8242970975865223
2016-02-13,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.4489769207652245,-0.7804704727899824,0.0,-1.3067949756678838,-0.21612138005736686,1,47.0,1,1,-0.6344574100926859,-0.6344574100926859
2016-02-14,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-0.37956799327759855,-0.44294345158234166,0.0,-1.1061823464744445,-0.3738628277886737,1,8.0,1,1,-1.1708944894988615,-1.1708944894988615
2016-02-15,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.2240432777103818,-1.3042192988018386,0.0,-0.05296604320888843,-1.1287683276456428,1,19.0,1,1,-1.352590919620308,-1.352590919620308
2016-02-16,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.328156668941821,-1.3507747500028926,0.0,-0.05296604320888843,-1.2977770216434716,1,22.0,1,1,-1.1920160633084975,-1.1920160633084975
2016-02-17,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.2124751231291109,-1.2925804360015751,0.0,-0.07804262185806825,-1.2076390515112962,1,4.0,1,1,-1.0230434728314097,-1.02304347283141
2016-02-18,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-1.2818840506167368,-1.1063586311973597,0.0,1.2760926251976468,-1.4667857156413007,1,11.0,1,1,-1.0327135909611227,-1.0327135909611227
2016-02-19,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.9001349494347937,-0.7571927471894555,0.0,-0.0028128859105285725,-1.1738373127117305,1,22.0,1,1,-0.7135996926805989,-0.7135996926805989
2016-02-20,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.9117031040160648,-1.2343861220002579,0.0,-1.281718397018704,-0.5992077531191123,1,22.0,1,1,-0.747699582927481,-0.7476995829274811
2016-02-21,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-1.0967935773164008,-1.1529140823984136,0.0,0.8748673668107679,-1.0386303575134674,1,11.0,1,1,-1.116436455821005,-1.116436455821005
2016-02-22,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.1546343502227558,-1.1761918079989404,0.0,-0.9306462959301851,-1.2189062977778182,1,11.0,1,1,-1.339612603183062,-1.339612603183062
2016-02-23,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.0042483406662328,-0.9084979635928805,0.0,-0.9557228745793651,-0.8358199247160727,1,2.0,1,1,-1.1233073292289588,-1.1233073292289588
2016-02-24,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.2471795868729239,-1.4788022408057906,0.0,-1.281718397018704,-1.1062338351125989,1,21.0,1,1,-1.0792828440594766,-1.0792828440594766
2016-02-25,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-1.3397248235230919,-1.3507747500028926,0.0,-0.0028128859105285725,-1.2414407903108622,1,20.0,1,1,-0.9749473589757328,-0.9749473589757328
2016-02-26,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-1.270315896035466,-1.1296363567978864,0.0,1.0504034173550276,-1.4329839768417347,1,30.0,1,1,-0.5647307688415985,-0.5647307688415986
2016-02-27,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-1.0620891135725878,-1.0132477287952517,0.0,-0.7551102453859257,-1.0611648500465114,1,27.0,1,1,-0.39652160874317244,-0.3965216087431725
2016-02-28,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-0.7034763215531867,-0.57097094238524,0.0,-0.17834893645478797,-0.7344147083173754,1,12.0,1,1,-0.9802913716263636,-0.9802913716263636
2016-02-29,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-1.1199298864789429,-1.14127521959815,0.0,-0.5544976161924866,-1.3653804992426033,1,32.0,1,1,-1.291770966120272,-1.291770966120272
2016-03-01,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-1.54795160598597,-1.7464960852118505,0.0,-1.0560291891760847,-1.3541132529760813,1,25.0,1,1,-1.1826004219716717,-1.1826004219716717
2016-03-02,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-1.1893388139665688,-0.9201368263931442,0.0,1.4014755184435463,-1.399182238042169,1,11.0,1,1,-1.0525627808063227,-1.0525627808063227
2016-03-03,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.8885667948535227,-0.6175263935862938,0.0,1.4265520970927261,-1.2076390515112962,1,29.0,1,1,-1.0693582491368767,-1.0693582491368767
2016-03-04,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.5993629303217476,-0.5476932167847129,0.0,-1.0309526105269047,-0.5879405068525904,1,3.0,1,1,-0.6960407939713834,-0.6960407939713835
2016-03-05,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.18290936539599156,-0.0006666651723296965,0.0,0.29810605787963035,-0.4189318128547614,1,19.0,1,1,-0.4726101698164393,-0.4726101698164394
2016-03-06,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.02531741706688657,-0.14033301877549167,0.0,-1.1814120824219843,0.1444305004713349,1,25.0,1,1,-1.1077842448628408,-1.1077842448628408
2016-03-07,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,0.1409989628795964,0.2786660420339934,0.0,1.175786310600927,0.133163254204813,1,13.0,1,1,-1.396360927996903,-1.3963609279969031
2016-03-08,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.20604567455853348,-0.3731102747807611,0.0,-1.1061823464744445,-0.03584543979301588,1,5.0,1,1,-1.060197084592938,-1.0601970845929383
2016-03-09,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.7381807852969996,-0.8503036495915631,0.0,-1.281718397018704,-0.5654060143195465,1,11.0,1,1,-1.1067663376912922,-1.1067663376912922
2016-03-10,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.8075897127846258,-0.989970003194725,0.0,-1.005876031877725,-0.5992077531191123,1,4.0,1,1,-0.9858898610698815,-0.9858898610698816
2016-03-11,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.9348394131786067,-0.9434145519936711,0.0,-0.0028128859105285725,-0.8470871709825947,1,33.0,1,1,-0.6461633425654961,-0.6461633425654962
2016-03-12,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.9926801860849618,-0.9084979635928805,0.0,1.200862889250107,-1.0724320963130332,1,32.0,1,1,-0.45556022469299823,-0.4555602246929983
2016-03-13,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-0.9117031040160648,-0.989970003194725,0.0,-0.9557228745793651,-0.8470871709825947,1,27.0,1,1,-1.0573978398711792,-1.0573978398711792
2016-03-14,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-0.8538623311097097,-0.7455538843891921,0.0,-0.42911472294658703,-0.7344147083173754,1,7.0,1,1,-1.2871903838483028,-1.2871903838483028
2016-03-15,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.7728852490408127,-0.6058875307860303,0.0,1.526858411689446,-0.8583544172491165,1,16.0,1,1,-1.0113375403585996,-1.0113375403585996
2016-03-16,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.6340673940655608,-0.4545823143826053,0.0,0.24795290058127048,-0.7231474620508535,1,23.0,1,1,-0.9217617092623122,-0.9217617092623123
2016-03-17,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.37956799327759855,-0.10541643037470119,0.0,1.4265520970927261,-0.7344147083173754,1,16.0,1,1,-0.8741745489924094,-0.8741745489924095
2016-03-18,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.41427245702141163,-0.6989984331881381,0.0,-1.3067949756678838,-0.15978514872475724,1,26.0,1,1,-0.4975488955193829,-0.497548895519383
2016-03-19,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.14820490165217848,0.09244423722977774,0.0,-0.5294210375433066,-0.13725065619171326,1,26.0,1,1,-0.4799899968101675,-0.4799899968101676
2016-03-20,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-0.5068176936715796,-0.19852733277680903,1.0,1.4767052543910857,-0.4414663053878054,1,21.0,1,1,-0.6929870724567373,-0.6929870724567373
2016-03-21,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-0.6687718578093736,-0.3498325491802338,1.0,1.6522413049353455,-0.8132854321830288,1,18.0,1,1,-1.1398483207666255,-1.1398483207666255
2016-03-22,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.5877947757404767,-0.3149159607794437,0.0,1.6020881476369853,-0.948492387381292,1,7.0,1,1,-1.0072659116724048,-1.0072659116724048
2016-03-23,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.4258406116026826,-0.24508278397786276,0.0,0.7996376308632285,-0.6217422456521562,1,25.0,1,1,-0.9057296713104198,-0.9057296713104198
2016-03-24,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.7266126307157287,-0.6058875307860303,0.0,1.0002502600566674,-0.6555439844517219,1,20.0,1,1,-0.9655317176389071,-0.9655317176389072
2016-03-25,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.8885667948535227,-0.6873595703878748,0.0,1.0504034173550276,-1.0048286187139017,1,29.0,1,1,-0.35885904339586977,-0.3588590433958699
2016-03-26,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,-0.8654304856909808,-0.7571927471894555,0.0,1.5519349903386257,-1.1287683276456428,1,31.0,1,1,-0.3647120096322749,-0.364712009632275
2016-03-27,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,-0.7728852490408127,-0.6873595703878748,0.0,0.24795290058127048,-0.6668112307182438,1,2.0,1,1,-0.9253243843627327,-0.9253243843627328
2016-03-28,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-0.6224992394842895,-0.46622117718286854,0.0,0.8999439454599482,-0.8921561560486824,1,14.0,1,1,-1.043147139469497,-1.043147139469497
2016-03-29,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.5068176936715796,-0.3614714119804975,0.0,0.22287632193209045,-0.8808889097821605,1,12.0,1,1,-0.7670398191869067,-0.7670398191869067
2016-03-30,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.19447751997726254,-0.12869415597522804,0.0,0.17272316463373083,-0.3851300740551958,1,12.0,1,1,-0.8527984983898863,-0.8527984983898864
2016-03-31,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.17134121081472062,-0.12869415597522804,0.0,-0.4040381442974071,-0.2611903651234544,1,43.0,1,1,-0.816917270592794,-0.8169172705927941
2016-04-01,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.055659665002010576,-0.22180505837733588,0.0,-1.2566418183695238,0.11062876167176904,1,24.0,1,1,-0.6090097308039678,-0.6090097308039679
2016-04-02,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.15256711746086757,0.1506385512310951,0.0,0.6742547376173289,0.09936151540524715,1,20.0,1,1,-0.6263141527202961,-0.6263141527202961
2016-04-03,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.11786265371705447,0.034249923228460384,0.0,-1.231565239720344,0.2796374556695979,1,16.0,1,1,-1.1535900675825332,-1.1535900675825332
2016-04-04,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,0.06002188081069946,0.13899968843083188,0.0,-1.1061823464744445,0.09936151540524715,1,15.0,1,1,-1.2668322404173284,-1.2668322404173284
2016-04-05,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.17134121081472062,-0.29163823517891646,0.0,0.24795290058127048,-0.21612138005736686,1,24.0,1,1,-1.0612149917644869,-1.0612149917644869
2016-04-06,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.0787959741645525,0.06916651162925089,0.0,0.47364210842388954,-0.317526596456064,1,8.0,1,1,-0.9937786416493841,-0.9937786416493842
2016-04-07,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.09036412874582346,0.10408310003004138,0.0,-1.3067949756678838,-0.058379932326059855,1,33.0,1,1,-1.1103290127917127,-1.1103290127917127
2016-04-08,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.03252335583946844,-0.058860979173647056,0.0,0.047340271387831284,-0.04711268605953797,1,26.0,1,1,-0.548444254096819,-0.5484442540968191
2016-04-09,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.10629449913578372,0.17391627683162236,0.0,1.200862889250107,-0.06964717859258174,1,20.0,1,1,-0.45556022469299823,-0.4555602246929983
2016-04-10,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.07159003539197062,0.1855551396318856,0.0,-0.9557228745793651,0.031758037806115635,1,35.0,1,1,-1.038821033990415,-1.0388210339904151
2016-04-11,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-0.19447751997726254,-0.12869415597522804,0.0,1.3011692038468265,-0.4189318128547614,1,13.0,1,1,-1.2892261981914002,-1.2892261981914002
2016-04-12,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.47211322992776666,-0.3149159607794437,0.0,0.8497907881615882,-0.7231474620508535,1,29.0,1,1,-1.124834189986282,-1.124834189986282
2016-04-13,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,-0.11350043790836559,-0.058860979173647056,0.0,-0.6548039307892062,-0.2724576113899765,1,4.0,1,1,-1.0362762660615432,-1.0362762660615432
2016-04-14,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,0.45333913657391384,0.7325816912442686,0.0,1.3513223611451863,0.3134391944691638,1,21.0,1,1,-1.0029398061933226,-1.0029398061933226
2016-04-15,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,0.1757034266234095,0.38341580723636454,0.0,1.6020881476369853,0.1444305004713349,1,20.0,1,1,-0.5764367013144087,-0.5764367013144088
2016-04-16,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.09472634455451255,0.2670271792337298,0.0,1.0253268387058476,-0.22738862632388876,1,35.0,1,1,-0.3593679969816441,-0.35936799698164423
2016-04-17,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.37236205450501647,0.4532489840379455,0.0,1.2760926251976468,0.3134391944691638,1,10.0,1,1,-1.075720168959056,-1.075720168959056
2016-04-18,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,-0.11350043790836559,-0.12869415597522804,0.0,-1.281718397018704,-0.13725065619171326,1,15.0,1,1,-1.379310982873462,-1.379310982873462
2016-04-19,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,-0.14820490165217848,0.16227741403135873,0.0,1.2510160465484665,-0.5203370292534588,1,11.0,1,1,-1.060197084592938,-1.0601970845929383
2016-04-20,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,0.036885571648157534,0.3368603560353108,0.0,1.451628675741906,-0.4076645665882395,1,20.0,1,1,-0.9255788611556198,-0.9255788611556199
2016-04-21,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,-0.04409151042073941,-0.24508278397786276,0.0,-1.3067949756678838,0.15569774673785677,1,10.0,1,1,-1.0327135909611227,-1.0327135909611227
2016-04-22,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,0.3492257453424745,0.418332395637155,0.0,1.7274710408828848,0.2345684706035102,1,27.0,1,1,-0.530121925008942,-0.5301219250089421
2016-04-23,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.16413527204213874,0.23211059083293972,0.0,-0.6297273521400263,0.2345684706035102,1,33.0,1,1,-0.43214835974737764,-0.43214835974737775
2016-04-24,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.22197604494849374,0.2786660420339934,0.0,-0.027889464559708612,0.21203397807046642,1,25.0,1,1,-1.0540896415636458,-1.0540896415636458
2016-04-25,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,0.1757034266234095,0.38341580723636454,0.0,-0.07804262185806825,0.031758037806115635,1,15.0,1,1,-1.2413845611286103,-1.2413845611286105
2016-04-26,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,0.4186346728301007,0.6627485144426881,0.0,1.1005565746533872,0.07682702287220337,1,29.0,1,1,-0.9627324729171481,-0.9627324729171483
2016-04-27,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,0.29138497243611955,-0.10541643037470119,0.0,-1.3067949756678838,0.5162496272665583,1,6.0,1,1,-0.9431377598648353,-0.9431377598648354
2016-04-28,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,0.09472634455451255,0.13899968843083188,0.0,-1.206488661071164,0.05429253033915941,1,21.0,1,1,-0.6993489922789168,-0.6993489922789168
2016-04-29,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,-0.06722781958328154,0.11572196283030502,1.0,1.5017818330402657,-0.28372485765649835,1,36.0,1,1,-0.5250323891511984,-0.5250323891511984
2016-04-30,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.06002188081069946,0.34849921883557444,0.0,1.8277773554796046,-0.3851300740551958,1,31.0,1,1,-0.5695658279064549,-0.5695658279064549
2016-05-01,air_e270aff84ac7e4c8,0,0,0,1,0,0,0,0.40706651824882956,0.6511096516424244,0.0,1.7776241981812448,0.04302528407263752,1,42.0,1,1,-0.852289544804112,-0.852289544804112
2016-05-02,air_e270aff84ac7e4c8,0,1,0,0,0,0,0,0.5227480640615396,0.7325816912442686,0.0,1.8277773554796046,0.21203397807046642,1,33.0,1,1,-0.9930152112707226,-0.9930152112707227
2016-05-03,air_e270aff84ac7e4c8,0,0,0,0,0,1,0,0.32608943617993263,0.10408310003004138,1.0,-1.3067949756678838,0.5049823810000367,1,23.0,1,1,-0.7049474817224347,-0.7049474817224348
2016-05-04,air_e270aff84ac7e4c8,0,0,0,0,0,0,1,0.5227480640615396,0.7209428284440055,1.0,1.6773178835845253,0.29090470193611984,1,35.0,1,1,-0.7622047601220502,-0.7622047601220503
2016-05-05,air_e270aff84ac7e4c8,0,0,0,0,1,0,0,0.5227480640615396,0.5114432980392629,1.0,1.1507097319517472,0.29090470193611984,1,27.0,1,1,-0.9561160763020815,-0.9561160763020815
2016-05-06,air_e270aff84ac7e4c8,1,0,0,0,0,0,0,0.07159003539197062,-0.26836050957838964,0.0,-1.3067949756678838,0.33597368700220753,1,19.0,1,1,-1.112110350341923,-1.112110350341923
2016-05-07,air_e270aff84ac7e4c8,0,0,1,0,0,0,0,0.3492257453424745,0.4532489840379455,0.0,-0.2786552510515077,0.3810426720682953,1,23.0,1,1,-0.6805177096052655,-0.6805177096052655
