visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,total_area_visitors,total_genre_visitors
2016-01-26,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-1.316615825475482,-1.338549928153509,0.0,0.33898845903842983,-1.376523906379691,1,7.0,1,1,-1.1848204702284464,-1.1848204702284462
2016-01-27,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.9445220214608017,-1.0524932203684243,0.0,0.36443458812576246,-0.7754341148099374,1,14.0,1,1,-1.0362206634843658,-1.0362206634843658
2016-01-28,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-0.9561499528362604,-0.920467047544539,0.0,-0.6279644462802141,-1.1684543631440072,1,6.0,1,1,-1.041705891250087,-1.041705891250087
2016-01-29,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-1.0026616783380955,-1.2945412038788806,0.0,-1.493132835249527,-0.6829587622607446,1,12.0,1,1,-0.9015832546893937,-0.9015832546893936
2016-01-30,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.9561499528362604,-1.1075041257117098,0.0,-1.1368870280268686,-0.7060776003980428,1,26.0,1,1,-0.6061289409448714,-0.6061289409448711
2016-01-31,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.921266158709884,-0.9864801339564816,0.0,0.8479110407850842,-0.8910283054964285,1,19.0,1,1,-1.1499144753556758,-1.1499144753556756
2016-02-01,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-1.0491734038399305,-1.2175259363982809,0.0,-1.1623331571142015,-0.8447906292218321,1,6.0,1,1,-1.39924301016118,-1.3992430101611797
2016-02-03,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-1.3282437568509406,-1.2175259363982809,0.0,-0.449841542668885,-1.272489134761849,1,7.0,1,1,-1.1808312136715584,-1.1808312136715582
2016-02-04,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-1.223592374471812,-1.1405106689176812,0.0,0.6443420080864226,-1.4112021635856382,1,6.0,1,1,-1.1439305905203436,-1.1439305905203436
2016-02-05,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-1.0956851293417655,-1.0634954014370812,0.0,0.8224649116977516,-1.1106572678007616,1,15.0,1,1,-0.7774176443562526,-0.7774176443562525
2016-02-06,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-1.1654527175945182,-1.1625150310549952,0.0,-0.22082638088289033,-1.0990978487321126,1,24.0,1,1,-0.5587565193318255,-0.5587565193318254
2016-02-07,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-1.3514996196018585,-1.327547747084852,0.0,0.135419426339768,-1.2262514584872526,1,3.0,1,1,-1.1571450028650354,-1.1571450028650352
2016-02-08,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-1.2584761685981882,-1.03048885823111,0.0,1.1278184607457447,-1.5152369352034802,1,10.0,1,1,-1.348878646130468,-1.348878646130468
2016-02-09,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-0.9445220214608017,-0.9974823150251386,0.0,-0.11904186453355932,-0.925706562702376,1,19.0,1,1,-1.1354534203369566,-1.1354534203369564
2016-02-10,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-1.177080648969977,-1.2175259363982809,0.0,0.36443458812576246,-1.0066224961829195,1,19.0,1,1,-0.8180581955295498,-0.8180581955295496
2016-02-11,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-1.072429266590848,-0.821447417926625,1.0,1.1023723316584115,-1.3071673919677962,1,14.0,1,1,-0.889864813553535,-0.8898648135535349
2016-02-12,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.6421958056988738,-0.4033645373176549,0.0,0.2880962008637643,-0.8216717910845339,1,12.0,1,1,-0.8347632073615185,-0.8347632073615184
2016-02-13,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.32824165856148707,-0.2713383644937693,0.0,-1.1623331571142015,-0.20902258044613115,1,13.0,1,1,-0.6487641203966125,-0.6487641203966124
2016-02-14,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.0840550996768531,-0.029290380983313005,0.0,-0.5770721881055485,-0.2205819995147804,1,6.0,1,1,-1.1743486717666152,-1.174348671766615
2016-02-15,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-1.0608013352153893,-1.0744975825057383,0.0,-0.8824257371535413,-1.0181819152515685,1,2.0,1,1,-1.3523692456177452,-1.352369245617745
2016-02-16,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-1.2933599627245647,-1.349552109222166,0.0,0.9496955571344152,-1.1684543631440072,1,3.0,1,1,-1.195042940155472,-1.1950429401554719
2016-02-17,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-1.223592374471812,-1.2065237553296237,0.0,-0.24627250997022296,-1.145335525006709,1,9.0,1,1,-1.0294887930446173,-1.0294887930446173
2016-02-18,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-1.177080648969977,-0.9974823150251386,0.0,1.1787107189204098,-1.3534050682423928,1,12.0,1,1,-1.0389632773672264,-1.0389632773672264
2016-02-19,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.7584751194534615,-0.6674168829654255,0.0,0.5680036208244242,-1.0181819152515685,1,9.0,1,1,-0.7263052947211243,-0.7263052947211242
2016-02-20,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.8514985704571315,-1.1625150310549952,0.0,-1.493132835249527,-0.5095674762310081,1,7.0,1,1,-0.7597153183850618,-0.7597153183850617
2016-02-21,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.9561499528362604,-0.9644757718191672,0.0,0.31354232995109693,-0.8910283054964285,1,2.0,1,1,-1.1209923653182374,-1.1209923653182372
2016-02-22,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-1.1305689234681418,-1.2945412038788806,0.0,-1.2895638025508651,-1.0990978487321126,1,3.0,1,1,-1.3396534903426645,-1.3396534903426642
2016-02-23,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-0.932894090085343,-1.1845193931923095,0.0,-1.111440898939536,-0.7407558576039901,1,3.0,1,1,-1.127724235757986,-1.1277242357579857
2016-02-24,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-1.2352203058472708,-1.2725368417415663,0.0,-0.24627250997022296,-1.1222166868694106,1,4.0,1,1,-1.0845903992366337,-1.0845903992366335
2016-02-25,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-1.3282437568509406,-1.2725368417415663,0.0,1.1532645898330773,-1.2493702966245508,1,10.0,1,1,-0.982365699966377,-0.9823656999663769
2016-02-26,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-1.2701040999736468,-1.2065237553296237,0.0,0.5934497499117569,-1.272489134761849,1,6.0,1,1,-0.5804481018599044,-0.5804481018599043
2016-02-27,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.9561499528362604,-0.733429969377368,0.0,0.059081039077769626,-1.2031326203499546,1,18.0,1,1,-0.41564194035346613,-0.415641940353466
2016-02-28,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.6654516684497913,-0.5243885290728829,0.0,1.0260339443964137,-0.8101123720158848,1,11.0,1,1,-0.9876015991972926,-0.9876015991972925
2016-02-29,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.932894090085343,-0.9424714096818532,0.0,-1.3659021898128632,-1.2840485538304982,1,7.0,1,1,-1.2927797257992297,-1.2927797257992295
2016-03-01,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-1.5026627274828221,-1.4595739199087372,0.0,0.21175781360176615,-1.3649644873110418,1,2.0,1,1,-1.1858177843676685,-1.1858177843676683
2016-03-02,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-1.1189409920926832,-1.0414910392997672,0.0,1.280495235269741,-1.3418456491737436,1,17.0,1,1,-1.0584109030820559,-1.0584109030820557
2016-03-03,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-0.8514985704571315,-0.6784190640340825,0.0,1.280495235269741,-1.156894944075358,1,5.0,1,1,-1.074866586379219,-1.0748665863792188
2016-03-04,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.4794047664424511,-0.26033618342511244,0.0,0.9751416862217479,-0.7985529529472356,1,18.0,1,1,-0.7091016258195445,-0.7091016258195444
2016-03-05,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.07242716830139438,-0.029290380983313005,0.0,0.41532684630042793,-0.16278490417153488,1,14.0,1,1,-0.4901911722603119,-0.4901911722603118
2016-03-07,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,0.1136197337059458,0.02572052435997254,0.0,-0.9587641244155395,0.24179476323118385,1,1.0,1,1,-1.395253753604292,-1.3952537536042917
2016-03-09,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.8398706390816727,-0.8544539611325962,0.0,-1.493132835249527,-0.6598399241234464,1,9.0,1,1,-1.111517880995628,-1.111517880995628
2016-03-10,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-1.025917541089013,-1.1185063067803669,0.0,-0.9078718662408741,-0.8101123720158848,1,6.0,1,1,-0.9930868269630136,-0.9930868269630135
2016-03-11,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-1.0608013352153893,-0.920467047544539,0.0,-0.017257348184228524,-0.9603848199083231,1,12.0,1,1,-0.6602332329976657,-0.6602332329976656
2016-03-12,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-1.072429266590848,-0.9094648664758818,0.0,1.2296029770950752,-1.1337761059380598,1,11.0,1,1,-0.47348616042834313,-0.47348616042834296
2016-03-13,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.8863823645835078,-0.6894212451027395,0.0,-0.8569796080662087,-0.9835036580456215,1,2.0,1,1,-1.0631481452433604,-1.0631481452433602
2016-03-14,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-1.1189409920926832,-1.338549928153509,0.0,-1.493132835249527,-0.8679094673591303,1,5.0,1,1,-1.2882918121727305,-1.2882918121727305
2016-03-15,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-0.8863823645835078,-0.7554343315146823,0.0,1.1278184607457447,-0.8216717910845339,1,2.0,1,1,-1.0180196804435642,-1.018019680443564
2016-03-16,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.8747544332080491,-0.6234081586907969,0.0,-0.348057026319554,-1.0875384296634634,1,13.0,1,1,-0.9302560361920267,-0.9302560361920266
2016-03-17,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-0.36312545268786345,-0.051294743120627144,0.0,1.382279751619072,-0.7407558576039901,1,17.0,1,1,-0.8836316001833974,-0.8836316001833973
2016-03-18,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.20033441343144073,-0.09530346739525582,0.0,-0.5770721881055485,-0.393973285544517,1,8.0,1,1,-0.5146253686712513,-0.5146253686712512
2016-03-19,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.2352182075578171,-0.4033645373176549,0.0,-1.3659021898128632,-0.20902258044613115,1,13.0,1,1,-0.4974216997696715,-0.4974216997696714
2016-03-20,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.572428217446121,-0.48037980479825465,1.0,0.41532684630042793,-0.4055327046131661,1,36.0,1,1,-0.7061096834018784,-0.7061096834018783
2016-03-21,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.7468471880780025,-0.6454125208281113,1.0,1.2296029770950752,-0.7176370194666919,1,11.0,1,1,-1.1439305905203436,-1.1439305905203436
2016-03-23,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.43289304094061604,-0.10630564846391269,0.0,1.1023723316584115,-0.5558051525056045,1,10.0,1,1,-0.9145483384992799,-0.9145483384992797
2016-03-24,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-0.8398706390816727,-0.7884408747206536,0.0,-0.449841542668885,-0.7407558576039901,1,23.0,1,1,-0.9731405441785733,-0.9731405441785732
2016-03-25,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-1.0026616783380955,-0.9094648664758818,0.0,0.8224649116977516,-0.925706562702376,1,14.0,1,1,-0.3787413172022515,-0.3787413172022514
2016-03-26,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.921266158709884,-0.7114256072400539,0.0,1.1023723316584115,-1.052860172457516,1,11.0,1,1,-0.3844758735027781,-0.384475873502778
2016-03-27,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,-0.7235913253270851,-0.5463928912101973,0.0,-0.09359573544622667,-0.925706562702376,1,13.0,1,1,-0.9337466356793037,-0.9337466356793036
2016-03-28,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.6538237370743326,-0.6014037965534828,0.0,0.46621910447509346,-0.6598399241234464,1,3.0,1,1,-1.049185747294252,-1.049185747294252
2016-03-30,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.1305668251786882,-0.18332091594451277,0.0,0.3898807172130953,-0.30149793299532407,1,5.0,1,1,-0.862688003259735,-0.8626880032597349
2016-03-31,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,0.032224214077734535,0.15774669718385775,0.0,0.5934497499117569,-0.1512254851028856,1,17.0,1,1,-0.827532679852159,-0.8275326798521588
2016-04-01,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.20033441343144073,-0.4583754426609405,0.0,-1.493132835249527,0.045284639064149125,1,12.0,1,1,-0.623831266916062,-0.6238312669160619
2016-04-02,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.07873593957956943,0.10273579184057222,0.0,-0.14448799362089218,0.06840347720144725,1,15.0,1,1,-0.6407856072828364,-0.6407856072828363
2016-04-03,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.18338732195869856,0.21275760252714332,0.0,-1.4167944479875287,0.1955570869565876,1,2.0,1,1,-1.157394331399841,-1.1573943313998407
2016-04-04,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.02591544279955928,0.11373797290922949,0.0,-1.3404560607255307,0.01060638185820172,1,16.0,1,1,-1.2683455293882901,-1.2683455293882901
2016-04-06,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,0.032224214077734535,0.19075324038982916,0.0,0.5680036208244242,-0.2205819995147804,1,3.0,1,1,-1.0008160115419844,-1.0008160115419842
2016-04-09,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.09036387095502836,0.23476196466445745,0.0,0.2626500717764317,-0.11654722789693842,1,10.0,1,1,-0.47348616042834313,-0.47348616042834296
2016-04-10,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.13687559645686326,0.04772488649728668,0.0,-1.4167944479875287,0.10308173440739465,1,2.0,1,1,-1.0449471622025586,-1.0449471622025583
2016-04-11,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.5608002860706623,-0.4583754426609405,0.0,0.6443420080864226,-0.6367210859861482,1,1.0,1,1,-1.2902864404511747,-1.2902864404511745
2016-04-12,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-0.4794047664424511,-0.2823405455624266,0.0,1.1278184607457447,-0.8216717910845339,1,3.0,1,1,-1.129220206966819,-1.129220206966819
2016-04-14,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,0.25315491021145087,0.30077505107640023,0.0,0.8479110407850842,0.24179476323118385,1,4.0,1,1,-1.0097918387949825,-1.0097918387949822
2016-04-15,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.07242716830139438,0.014718343291315272,0.0,1.560402655230401,-0.1512254851028856,1,14.0,1,1,-0.5919172144609576,-0.5919172144609575
2016-04-16,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.008968351326817092,0.33378159428237164,0.0,1.4840642679684024,-0.4402109618191133,1,21.0,1,1,-0.37923997427186257,-0.3792399742718624
2016-04-17,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.47408560634516766,0.5868317588614849,0.0,0.33898845903842983,0.4036266301922716,1,17.0,1,1,-1.0810997997493565,-1.0810997997493565
2016-04-18,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,-0.049171305550476725,-0.18332091594451277,0.0,-1.2386715443761995,0.02216580092685099,1,10.0,1,1,-1.378548741772323,-1.378548741772323
2016-04-19,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,-0.15382268792960563,-0.029290380983313005,0.0,1.1787107189204098,-0.24370083765207856,1,4.0,1,1,-1.065890759126221,-1.0658907591262208
2016-04-20,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,-0.049171305550476725,0.15774669718385775,0.0,1.5858487843177336,-0.35929502833856963,1,12.0,1,1,-0.9339959642141092,-0.9339959642141091
2016-04-21,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,-0.07242716830139438,-0.4253688994549691,0.0,-1.493132835249527,0.20711650602523665,1,3.0,1,1,-1.0389632773672264,-1.0389632773672264
2016-04-22,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,0.36943422396603853,0.3557859564196858,0.0,0.41532684630042793,0.3689483729863242,1,18.0,1,1,-0.5465394211263558,-0.5465394211263557
2016-04-23,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.3112945670887447,0.43280122390028547,0.0,0.0845271681651025,0.20711650602523665,1,22.0,1,1,-0.4505479352262367,-0.4505479352262366
2016-04-24,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.20664318470961598,0.33378159428237164,0.0,-0.11904186453355932,0.28803243950578034,1,11.0,1,1,-1.0599068742908888,-1.0599068742908886
2016-04-25,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,0.3229224984642036,0.5208186724495424,0.0,0.23720394268909878,0.11464115347604373,1,2.0,1,1,-1.2434126759077397,-1.2434126759077397
2016-04-27,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,0.2647828415869098,-0.01828819991465613,0.0,-1.493132835249527,0.4845425636728153,1,6.0,1,1,-0.951199633115689,-0.9511996331156889
2016-04-28,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,0.055480076828651984,-0.1283100106012272,0.0,-1.493132835249527,0.10308173440739465,1,10.0,1,1,-0.712342896772016,-0.7123428967720159
2016-04-29,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,-0.32824165856148707,-0.32634926983705487,1.0,0.23720394268909878,-0.2321414185834295,1,23.0,1,1,-0.5415528504302457,-0.5415528504302456
2016-04-30,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,-0.049171305550476725,0.15774669718385775,0.0,1.7385255588417299,-0.48644863809370975,1,16.0,1,1,-0.5851853440212089,-0.5851853440212088
2016-05-01,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.3926900867169564,0.48781212924357104,0.0,0.8479110407850842,0.0915223153387456,1,16.0,1,1,-0.862189346190124,-0.8621893461901239
2016-05-02,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,0.5787369887242964,0.9499037341271696,0.0,1.4840642679684024,0.24179476323118385,1,21.0,1,1,-1.0000680259375678,-1.0000680259375676
2016-05-03,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,0.5903649200997553,0.4768099481749138,1.0,-1.4422405770748614,0.46142372553551714,1,7.0,1,1,-0.7178281245377371,-0.717828124537737
2016-05-04,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,0.49734146909608506,0.4988143103122283,1.0,1.7385255588417299,0.4036266301922716,1,14.0,1,1,-0.7739270448689756,-0.7739270448689755
2016-05-05,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,0.5671090573488379,0.5098164913808851,1.0,1.382279751619072,0.6463744306339025,1,10.0,1,1,-0.9639153883907697,-0.9639153883907696
2016-05-06,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,0.14850352783232218,0.10273579184057222,0.0,-1.493132835249527,0.41518604926092045,1,17.0,1,1,-1.1167537802265437,-1.1167537802265437
2016-05-07,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.3112945670887447,0.24576414573311473,0.0,-0.6279644462802141,0.3920672111236223,1,17.0,1,1,-0.6938925851964087,-0.6938925851964086
2016-05-08,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.4508297435942502,0.575829577792828,0.0,1.4077258807064046,0.14931941068199112,1,4.0,1,1,-1.0314834213230613,-1.0314834213230613
2016-05-09,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,0.055480076828651984,-0.1283100106012272,0.0,-1.493132835249527,0.24179476323118385,1,7.0,1,1,-1.4558405875620293,-1.4558405875620293
2016-05-10,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,0.2647828415869098,0.06972924863460082,0.0,-1.4676867061621943,0.34582953484902584,1,1.0,1,1,-1.2947743540776737,-1.2947743540776735
2016-05-11,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,0.3461783612151211,0.41079686176297137,0.0,-1.493132835249527,0.3342701157803768,1,1.0,1,1,-1.1062819817647125,-1.1062819817647125
2016-05-12,air_5e70fe82f9e4fab6,0,0,0,0,1,0,0,0.38106215534149745,0.6198383020674563,0.0,1.8657562042783935,0.03372521999550006,1,7.0,1,1,-0.986853613592876,-0.9868536135928759
2016-05-13,air_5e70fe82f9e4fab6,1,0,0,0,0,0,0,0.5787369887242964,0.6088361209987994,0.0,1.4840642679684024,0.46142372553551714,1,21.0,1,1,-0.6328070941690602,-0.6328070941690601
2016-05-14,air_5e70fe82f9e4fab6,0,0,1,0,0,0,0,0.695016302478884,0.8288797423719416,0.0,1.5349565261430682,0.4961019827414641,1,24.0,1,1,-0.47348616042834313,-0.47348616042834296
2016-05-15,air_5e70fe82f9e4fab6,0,0,0,1,0,0,0,0.7182721652298014,0.7408622938226846,0.0,1.1278184607457447,0.6116961734279552,1,10.0,1,1,-1.0833437565626063,-1.083343756562606
2016-05-16,air_5e70fe82f9e4fab6,0,1,0,0,0,0,0,0.6601325083525076,0.806875380234627,0.0,-0.3989492844942195,0.1262005725446928,1,10.0,1,1,-1.395253753604292,-1.3952537536042917
2016-05-17,air_5e70fe82f9e4fab6,0,0,0,0,0,1,0,0.18338732195869856,0.41079686176297137,0.0,1.3059413643570736,-0.10498780882828936,1,1.0,1,1,-1.2244637072625215,-1.2244637072625213
2016-05-18,air_5e70fe82f9e4fab6,0,0,0,0,0,0,1,0.41594594946787383,0.773868837028656,0.0,1.9166484624530593,0.03372521999550006,1,13.0,1,1,-1.0232555796744798,-1.0232555796744796
