visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Taitō-ku Higashiueno,total_area_visitors,total_genre_visitors
2016-07-14,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.1469573833470812,1.4739767476161099,0.0,-0.2992383121180113,0.9639651063670821,1,14.0,1,1,-0.4101943841546746,-0.4101943841546746
2016-07-15,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.7081727942379176,0.41140607137021173,0.0,-1.3445950588562623,0.9301860265562997,1,20.0,1,1,0.8104499983306797,0.8104499983306797
2016-07-16,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.9334946102669478,0.8531489367758098,0.0,-0.9157307525021079,0.8288487871239526,1,11.0,1,1,1.2772237919496439,1.2772237919496439
2016-07-17,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,1.1469573833470812,0.9844778967612581,0.0,-1.3177910397091277,1.2229380515830806,1,12.0,1,1,0.32281048877179486,0.32281048877179486
2016-07-19,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.3129839846316298,1.402342769442229,0.0,0.3172541282660855,1.2341977448533412,1,16.0,1,1,-1.0697828491443864,-1.0697828491443864
2016-07-20,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.1943935551426665,1.1158068567467059,0.0,-0.11161017808806886,1.1891589717722981,1,13.0,1,1,-0.5736424923507192,-0.5736424923507192
2016-07-21,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.6607366224423324,0.4472230604571522,0.0,-1.3445950588562623,0.9189263332860387,1,14.0,1,1,-0.34605162774677056,-0.34605162774677056
2016-07-22,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.613300450646747,0.25619911866013656,0.0,-1.3445950588562623,0.8626278669347347,1,10.0,1,1,0.8761383633267259,0.8761383633267259
2016-07-23,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.7318908801357101,0.7815149586019293,0.0,-0.9693387907963773,0.7950697073131701,1,29.0,1,1,1.2018753732777083,1.2018753732777083
2016-07-26,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,0.8979174814202587,0.8173319476888693,0.0,-1.3177910397091277,0.9752247996373427,1,19.0,1,1,-0.5489127549404429,-0.5489127549404429
2016-07-27,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.9809307820625328,0.8053929513265561,0.0,-1.2641830014148583,1.0878217323399506,1,18.0,1,1,-0.33909638910013035,-0.33909638910013035
2016-07-28,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.218111641040459,1.2590748130944678,0.0,0.049213936794739115,1.1891589717722981,1,23.0,1,1,-0.10686869873175496,-0.10686869873175496
2016-07-29,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.3011249416827333,1.4142817658045426,0.0,1.7378671430642214,1.1441201986912548,1,15.0,1,1,1.1303909760761286,1.1303909760761286
2016-07-30,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.3011249416827333,1.4739767476161099,0.0,1.550239009034279,1.0540426525291686,1,27.0,1,1,1.2524940545393677,1.2524940545393677
2016-07-31,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,1.3367020705294224,1.2232578240075274,0.0,0.5048822622960281,1.3130155977451667,1,37.0,1,1,-0.5929625997024974,-0.5929625997024974
2016-08-02,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.1469573833470812,1.0561118749351386,0.0,-0.8889267333549733,1.0990814256102117,1,9.0,1,1,-0.9921160175902376,-0.9921160175902376
2016-08-03,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.2536887698871482,1.3665257803552888,0.0,-0.24563027382374206,1.2004186650425588,1,18.0,1,1,-0.5265014304123801,-0.5265014304123801
2016-08-04,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.4078563282228003,1.4859157439784236,0.0,0.9337465686501821,1.3130155977451667,1,9.0,1,1,-0.3947382982732519,-0.3947382982732519
2016-08-05,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.479010585916178,1.5336717294276772,0.0,1.550239009034279,1.3355349842856887,1,18.0,1,1,0.6983933756903654,0.6983933756903654
2016-08-11,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.3129839846316298,1.3784647767176026,1.0,-0.03119812064666476,1.4030931439072531,1,20.0,1,1,0.24707566795282385,0.24707566795282385
2016-08-12,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.2418297269382517,1.3545867839929753,0.0,0.129625994236143,1.2904962112046452,1,19.0,1,1,-0.203082833343611,-0.203082833343611
2016-08-13,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.218111641040459,1.342647787630662,1.0,0.585294319737432,1.1891589717722981,1,27.0,1,1,-0.030361073618712816,-0.030361073618712816
2016-08-14,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,1.1588164262959775,1.1755018385582732,1.0,-0.3260423312651459,1.2116783583128197,1,14.0,1,1,-1.1088094659949785,-1.1088094659949785
2016-08-18,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.2655478128360442,1.3187697949060353,0.0,-1.049750848237781,1.4030931439072531,1,14.0,1,1,-0.7239529275475545,-0.7239529275475545
2016-08-19,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.3485611134783189,1.402342769442229,0.0,0.5048822622960281,1.3805737573667316,1,21.0,1,1,0.6601395631338444,0.6601395631338444
2016-08-20,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.1232392974492886,1.1277458531090196,0.0,-0.9157307525021079,1.2792365179343848,1,15.0,1,1,0.5380364846706054,0.5380364846706054
2016-08-21,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,1.3841382423250075,1.545610725789991,0.0,0.7729224537673745,1.2116783583128197,1,19.0,1,1,-0.9979120497957711,-0.9979120497957711
2016-08-23,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.2536887698871482,1.1755018385582732,0.0,-0.8889267333549733,1.2904962112046452,1,20.0,1,1,-0.7911869011317431,-0.7911869011317431
2016-08-24,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.218111641040459,1.271013809456781,0.0,-0.8353186950607041,1.2116783583128197,1,29.0,1,1,-0.5937354039965687,-0.5937354039965687
2016-08-25,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.3959972852739038,1.4500987548914834,0.0,1.84508321965276,1.2116783583128197,1,18.0,1,1,-0.45926745682819153,-0.45926745682819153
2016-08-26,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.4315744141205928,1.4620377512537963,0.0,1.3894148941514708,1.2679768246641236,1,22.0,1,1,0.969647682909333,0.969647682909333
2016-08-27,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.9572126961647404,0.7695759622396157,0.0,-1.3445950588562623,0.9977441861778646,1,13.0,1,1,1.0349496457583438,1.0349496457583438
2016-08-28,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.755608966033503,0.4830400495440927,0.0,-1.3445950588562623,0.9639651063670821,1,16.0,1,1,-0.4268096764772039,-0.4268096764772039
2016-08-30,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.052085039755911,0.9009049222250639,0.0,-1.1837709439734545,1.0990814256102117,1,19.0,1,1,-0.8186214535712683,-0.8186214535712683
2016-08-31,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.2536887698871482,1.2590748130944678,0.0,1.6842591047699522,1.0990814256102117,1,18.0,1,1,-0.3730997780392602,-0.3730997780392602
2016-09-01,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.2774068557849407,1.4262207621668561,0.0,1.3626108750043364,1.0427829592589077,1,8.0,1,1,-0.7811404453088183,-0.7811404453088183
2016-09-02,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.2418297269382517,1.1038678603843928,0.0,-0.03119812064666476,1.1553798919615157,1,19.0,1,1,0.4673248917630967,0.4673248917630967
2016-09-03,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.3011249416827333,1.4262207621668561,0.0,0.6389023580317013,1.3355349842856887,1,28.0,1,1,1.0708850454326515,1.0708850454326515
2016-09-04,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,1.2418297269382517,1.3545867839929753,0.0,-0.1384141972352034,1.2679768246641236,1,26.0,1,1,-0.9283596633293691,-0.9283596633293691
2016-09-06,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.4908696288650745,1.4142817658045426,0.0,1.2285907792686632,1.4819109967990787,1,24.0,1,1,-0.8186214535712683,-0.8186214535712683
2016-09-07,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.2892658987338372,1.16356284219596,0.0,-0.7281026184721655,1.4256125304477747,1,25.0,1,1,-0.7185432974890565,-0.7185432974890565
2016-09-08,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.2062525980915626,1.1755018385582732,0.0,-0.9961428099435119,1.3467946775559492,1,27.0,1,1,-0.5659144494100078,-0.5659144494100078
2016-09-09,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,1.2774068557849407,1.4262207621668561,0.0,0.07601795594187366,1.1103411188804726,1,12.0,1,1,0.7957667167433281,0.7957667167433281
2016-09-10,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.2299706839893556,1.271013809456781,0.0,-0.24563027382374206,1.1891589717722981,1,24.0,1,1,1.3220464410057695,1.3220464410057695
2016-09-11,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.8267632237268807,0.54273503135566,0.0,-1.2909870205619929,0.9076666400157781,1,19.0,1,1,-0.473950738415543,-0.473950738415543
2016-09-14,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.8149041807779847,0.7218199767903619,0.0,-1.2641830014148583,0.8851472534752566,1,18.0,1,1,-0.5802113288503238,-0.5802113288503238
2016-09-15,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.9334946102669478,0.6979419840657347,0.0,-1.3177910397091277,1.0653023457994293,1,17.0,1,1,-0.2444278630764166,-0.2444278630764166
2016-09-16,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.7911860948801916,0.4591620568194654,0.0,-1.3445950588562623,1.0315232659886466,1,19.0,1,1,0.725441525982855,0.725441525982855
2016-09-17,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,1.0758031256537035,1.0561118749351386,0.0,0.07601795594187366,0.9977441861778646,1,29.0,1,1,1.2034209818658506,1.2034209818658506
2016-09-18,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.9927898250114293,0.757636965877302,0.0,-1.3445950588562623,1.0653023457994293,1,23.0,1,1,-0.014518585590254594,-0.014518585590254594
2016-09-20,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,0.340542462822132,-0.05421478676001325,0.0,-1.3445950588562623,0.5473564553674325,1,8.0,1,1,-2.0276737716455555,-2.0276737716455555
2016-09-21,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.45913289231109516,0.3158941004717039,0.0,-1.3177910397091277,0.5473564553674325,1,22.0,1,1,0.20032100816152032,0.20032100816152032
2016-09-22,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.37611959166882064,0.041297184138494133,1.0,-1.3445950588562623,0.6036549217187366,1,15.0,1,1,-0.48824761785585896,-0.48824761785585896
2016-09-23,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.5421461929533693,0.18456514048625605,0.0,-1.3445950588562623,0.7500309342321266,1,18.0,1,1,0.009438347525950522,0.009438347525950522
2016-09-24,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.6607366224423324,0.3994670750078981,0.0,-1.3445950588562623,0.9076666400157781,1,20.0,1,1,0.9692612807622975,0.9692612807622975
2016-09-25,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.8741993955224662,0.936721911312004,0.0,-0.43325840785368447,0.8513681736644741,1,27.0,1,1,-0.5744152966447903,-0.5744152966447903
2016-09-27,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.1113802545003926,1.1038678603843928,0.0,-0.7281026184721655,1.1328605054209941,1,19.0,1,1,-0.6431948788171211,-0.6431948788171211
2016-09-28,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,1.218111641040459,1.1993798312829005,0.0,-0.7817106567664347,1.2679768246641236,1,24.0,1,1,-0.5241830175301667,-0.5241830175301667
2016-09-29,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.9927898250114293,0.8770269295004367,0.0,-1.1569669248263197,1.009003879448125,1,27.0,1,1,-0.3986023197436076,-0.3986023197436076
2016-09-30,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.613300450646747,0.4949790459064059,0.0,-0.7012985993250309,0.6824727746105621,1,30.0,1,1,1.0399728736698062,1.0399728736698062
2016-10-01,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.41169672051550965,0.14874815139931558,0.0,-1.3445950588562623,0.5473564553674325,1,36.0,1,1,1.0751354690500425,1.0751354690500425
2016-10-02,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.8149041807779847,0.8412099404134966,0.0,1.09457068353299,0.6599533880700406,1,25.0,1,1,-0.6323756187001253,-0.6323756187001253
2016-10-04,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,1.028366953858118,1.3665257803552888,0.0,0.3172541282660855,0.7838100140429092,1,19.0,1,1,-0.8800593949499234,-0.8800593949499234
2016-10-05,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.9216355673180513,0.6979419840657347,0.0,-1.1569669248263197,0.9864844929076036,1,20.0,1,1,-1.0554859697040704,-1.0554859697040704
2016-10-06,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,1.1588164262959775,1.2829528058190947,0.0,0.880138530355913,0.9752247996373427,1,16.0,1,1,-0.5682328622922213,-0.5682328622922213
2016-10-07,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.613300450646747,0.5188570386310327,0.0,0.21003805167754686,0.7049921611510837,1,24.0,1,1,0.6446834772524217,0.6446834772524217
2016-10-08,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.5895823647489544,0.5666130240802868,0.0,-1.2909870205619929,0.6149146149889971,1,24.0,1,1,0.9043457200603223,0.9043457200603223
2016-10-09,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.7200318371868141,0.6143690095295405,0.0,-1.3445950588562623,0.6599533880700406,1,22.0,1,1,0.16438560848721265,0.16438560848721265
2016-10-11,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,0.1626568185886873,-0.05421478676001325,0.0,-1.2909870205619929,0.38972074958378106,1,16.0,1,1,-1.3850870011254086,-1.3850870011254086
2016-10-12,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.19823394743537592,0.3158941004717039,0.0,0.8533345112087781,0.10822841782726102,1,26.0,1,1,-0.654014138934117,-0.654014138934117
2016-10-13,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.03220734615082768,-0.2810557176439693,0.0,-1.3445950588562623,0.288383510151434,1,17.0,1,1,-0.6188515435538804,-0.6188515435538804
2016-10-14,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.0745240403892392,-0.1258487649338942,0.0,-0.2724342929708766,-0.015628208145607763,1,15.0,1,1,0.8061995747132884,0.8061995747132884
2016-10-15,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.05592543204862023,0.25619911866013656,0.0,1.550239009034279,-0.10570575430769405,1,23.0,1,1,1.2841790305962841,1.2841790305962841
2016-10-16,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,0.13893873269089435,0.28007711138476343,0.0,0.049213936794739115,-0.004368514875346999,1,19.0,1,1,-0.6656062033451839,-0.6656062033451839
2016-10-18,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,0.5540052359022654,0.6860029877034215,0.0,0.23684207082468164,0.4460192159350851,1,19.0,1,1,-0.788482086102494,-0.788482086102494
2016-10-19,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.5421461929533693,0.3994670750078981,0.0,-0.8353186950607041,0.6374340015295187,1,20.0,1,1,-0.6478317045815479,-0.6478317045815479
2016-10-21,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,0.23381107628206493,0.10099216595006145,0.0,-0.03119812064666476,0.29964320342169476,1,19.0,1,1,0.8301565078294936,0.8301565078294936
2016-10-22,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,0.05592543204862023,-0.2691167212816557,0.0,-1.3177910397091277,0.22082535052986904,1,24.0,1,1,1.3923716317662427,1.3923716317662427
2016-10-25,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.2642687275715802,-0.400445681267104,0.0,-0.7012985993250309,-0.30838023317238855,1,15.0,1,1,-0.7506146756930085,-0.7506146756930085
2016-10-26,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,0.340542462822132,0.6143690095295405,0.0,1.2285907792686632,-0.015628208145607763,1,24.0,1,1,-0.34837004062898397,-0.34837004062898397
2016-10-27,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,0.32868341987323557,0.32783309683401757,0.0,0.6925103963259703,0.05192995147595701,1,11.0,1,1,-0.3344595633357036,-0.3344595633357036
2016-10-28,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.47773150065171394,-0.6869815939626269,0.0,-1.3445950588562623,-0.29712053990212783,1,18.0,1,1,0.7296919496002463,0.7296919496002463
2016-10-29,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.08638308333813546,0.029358187776180922,0.0,-1.3445950588562623,-0.1282251408482158,1,43.0,1,1,1.5786174666373856,1.5786174666373856
2016-10-30,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.5133086294984027,-0.842188546672702,0.0,-1.3445950588562623,-0.3534190062534318,1,39.0,1,1,-0.3066386087491428,-0.3066386087491428
2016-11-02,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,-0.6318990589873659,-0.9973954993827772,0.0,-1.3445950588562623,-0.4660159389560398,1,14.0,1,1,0.20804905110223165,0.20804905110223165
2016-11-03,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-0.3947182000094396,-0.13778776129620784,1.0,1.2017867601215286,-0.48853532549656137,1,28.0,1,1,-0.2687711983396573,-0.2687711983396573
2016-11-04,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.2642687275715802,-0.20942173947008838,0.0,1.1213747026801244,-0.4772756322263006,1,17.0,1,1,-0.13662166405349357,-0.13662166405349357
2016-11-05,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.19311446987820233,-0.1258487649338942,0.0,0.47807824314889324,-0.17326391392925902,1,30.0,1,1,1.094455576401821,1.094455576401821
2016-11-06,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.16939638398040957,0.029358187776180922,0.0,1.2017867601215286,-0.3196399264426493,1,28.0,1,1,-0.72086171037127,-0.72086171037127
2016-11-08,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.750489488476329,-0.8302495503103887,0.0,-0.8621227142078387,-0.7475082707125599,1,13.0,1,1,-1.328672287658216,-1.328672287658216
2016-11-09,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,-0.6911942737318475,-0.710859586687254,0.0,0.2636460899718162,-0.5448337918478654,1,27.0,1,1,-1.0141409399712649,-1.0141409399712649
2016-11-10,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-0.7860666173230181,-0.9018835284842694,0.0,-1.210574963120589,-0.5786128716586478,1,16.0,1,1,-0.744045839193404,-0.744045839193404
2016-11-11,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.8572208750163959,-1.0093344957450907,0.0,-1.3445950588562623,-0.7925470437936031,1,18.0,1,1,0.22311873483661873,0.22311873483661873
2016-11-12,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.3117048993671655,-0.20942173947008838,0.0,0.34405814741322005,-0.30838023317238855,1,29.0,1,1,1.6423738208982541,1.6423738208982541
2016-11-13,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.3117048993671655,-0.23329973219471523,0.0,0.6925103963259703,-0.40971747260473584,1,20.0,1,1,-0.5821433395855016,-0.5821433395855016
2016-11-15,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.11010116923592801,-0.14972675765852106,0.0,-0.9157307525021079,-0.004368514875346999,1,21.0,1,1,-1.1153783024945831,-1.1153783024945831
2016-11-16,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,-0.4421543718050249,-0.6869815939626269,0.0,-1.1837709439734545,-0.22956238028056303,1,18.0,1,1,-0.5222510067949888,-0.5222510067949888
2016-11-17,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-0.43029532885612864,-0.2691167212816557,0.0,0.8265304920616435,-0.5560934851181263,1,24.0,1,1,-0.4716323255333296,-0.4716323255333296
2016-11-18,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.5844628871917806,-0.579530626701806,0.0,1.0677666643858554,-0.7475082707125599,1,17.0,1,1,0.8459989958579518,0.8459989958579518
2016-11-19,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.7623485314252253,-1.021273492107404,0.0,-1.3445950588562623,-0.5448337918478654,1,12.0,1,1,1.3618458621504328,1.3618458621504328
2016-11-20,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.3117048993671655,-0.01839779767307319,0.0,0.5048822622960281,-0.43223685914525733,1,25.0,1,1,-0.32634511824795664,-0.32634511824795664
2016-11-22,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.2642687275715802,-0.14972675765852106,0.0,0.4512742240017587,-0.27460115336160607,1,14.0,1,1,0.4993962699670487,0.4993962699670487
2016-11-23,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,-0.5726038442428844,-0.6989205903249406,1.0,-1.3177910397091277,-0.4772756322263006,1,19.0,1,1,-0.3904878746558607,-0.3904878746558607
2016-11-24,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-1.5924815378479673,-1.427199368426062,0.0,-1.3445950588562623,-1.3330123207661215,1,17.0,1,1,-1.3371731348929983,-1.3371731348929983
2016-11-25,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-1.2604283352788708,-1.1645414484551655,0.0,1.1481787218272594,-1.4005704803876862,1,16.0,1,1,0.7080534293662546,0.7080534293662546
2016-11-26,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.9402341756586701,-0.889944532121956,0.0,0.3976661857074894,-1.074039375550123,1,18.0,1,1,1.6875828721014154,1.6875828721014154
2016-11-27,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.6674761878340549,-0.8063715575857616,0.0,-1.210574963120589,-0.4660159389560398,1,19.0,1,1,-0.7011552008724561,-0.7011552008724561
2016-11-29,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.6793352307829512,-0.7466765757741943,0.0,0.18323403253041232,-0.5898725649289086,1,11.0,1,1,-0.8085749977483435,-0.8085749977483435
2016-11-30,air_ad60f6b76c9df7ed,0,0,0,0,0,0,1,-0.8809389609141884,-1.045151484832031,0.0,-0.03119812064666476,-0.8938842832259503,1,20.0,1,1,-0.5620504279396522,-0.5620504279396522
2016-12-01,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-0.7386304455274327,-0.48401865580329817,0.0,-0.5136704652950883,-0.7700276572530814,1,11.0,1,1,-0.6702430291096108,-0.6702430291096108
2016-12-02,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.5607448012939881,-0.6034086194264328,0.0,0.9337465686501821,-0.45475624568577905,1,23.0,1,1,0.9800805408792933,0.9800805408792933
2016-12-03,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.6437581019362622,-0.5556526339771789,0.0,0.4512742240017587,-0.7925470437936031,1,22.0,1,1,2.1508790463970593,2.1508790463970593
2016-12-04,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-0.5488857583450918,-0.5437136376148655,0.0,0.585294319737432,-0.6123919514694303,1,26.0,1,1,-0.49443005220842806,-0.49443005220842806
2016-12-06,air_ad60f6b76c9df7ed,0,0,0,0,0,1,0,-0.6437581019362622,-0.41238467762941716,0.0,0.9337465686501821,-0.6461710312802126,1,6.0,1,1,-0.9086531538305552,-0.9086531538305552
2016-12-08,air_ad60f6b76c9df7ed,0,0,0,0,1,0,0,-0.9046570468119812,-0.7944325612234482,0.0,0.9605505877973167,-1.0965587620906447,1,26.0,1,1,-0.17912590022740588,-0.17912590022740588
2016-12-09,air_ad60f6b76c9df7ed,1,0,0,0,0,0,0,-0.6081809730895733,-0.37656768854247713,0.0,1.0409626452387208,-1.0064812159285583,1,29.0,1,1,1.6253721264286891,1.6253721264286891
2016-12-10,air_ad60f6b76c9df7ed,0,0,1,0,0,0,0,-0.9165160897608775,-0.9973954993827772,0.0,0.9873546069444513,-0.8038067370638639,1,40.0,1,1,2.3792427152950792,2.3792427152950792
2016-12-11,air_ad60f6b76c9df7ed,0,0,0,1,0,0,0,-1.1181198198921147,-1.1526024520928522,0.0,1.0141586260915862,-1.0402602957393408,1,19.0,1,1,0.021030411937017515,0.021030411937017515
