visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Italian/French,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-08-09,air_8e492076a1179383,0,0,0,0,0,1,0,1.1472403519571464,1.2675973487412242,0.0,0.7973959994993333,0.99631286091416,1,43.0,1,1,-0.14029547621313038,-0.14029547621313082
2016-08-10,air_8e492076a1179383,0,0,0,0,0,0,1,1.076199699393646,1.2167075965662404,0.0,1.861324915958388,0.8043001948857198,1,28.0,1,1,0.9115652884629564,0.911565288462956
2016-08-14,air_8e492076a1179383,0,0,0,1,0,0,0,1.1675376812610037,1.2472414478712304,1.0,1.3293604577288607,1.0872662290328947,1,11.0,1,1,-0.7792726776922774,-0.7792726776922779
2016-08-20,air_8e492076a1179383,0,0,1,0,0,0,0,1.1878350105648607,1.3286650513512046,0.0,1.481350302937297,1.0367365800780421,1,13.0,1,1,0.8792661972797838,0.8792661972797835
2016-08-21,air_8e492076a1179383,0,0,0,1,0,0,0,1.1878350105648607,1.2879532496112178,0.0,1.3800237394650063,1.0872662290328947,1,114.0,1,1,-0.6675878684203437,-0.6675878684203442
2016-08-25,air_8e492076a1179383,0,0,0,0,1,0,0,1.0863483640455747,1.1861737452612506,0.0,0.7973959994993333,1.056948439659983,1,12.0,1,1,-0.1251187948138084,-0.12511879481380883
2016-09-07,air_8e492076a1179383,0,0,0,0,0,0,1,0.8326317477473596,0.7078100748164037,0.0,-1.2797985516826313,0.8649357736315432,1,45.0,1,1,-0.386235544017528,-0.3862355440175285
2016-09-08,air_8e492076a1179383,0,0,0,0,1,0,0,0.6702531133165018,0.6874541739464103,0.0,-0.34252783956393995,0.6931349671850442,1,1.0,1,1,-0.23252300163977951,-0.23252300163977996
2016-09-16,air_8e492076a1179383,1,0,0,0,0,0,0,0.7615910951838595,0.7586998269913874,0.0,-0.6465075299808128,0.7941942650947496,1,87.0,1,1,1.0680018505790447,1.0680018505790445
2016-09-18,air_8e492076a1179383,0,0,0,1,0,0,0,0.6195097900568588,0.29051410698153735,0.0,-1.3557934742868494,0.8144061246766905,1,133.0,1,1,0.32278787930464364,0.32278787930464325
2016-09-20,air_8e492076a1179383,0,0,0,0,0,1,0,0.2034145393277863,0.046243296541615866,0.0,-1.1784719882103403,0.33942742450107577,1,8.0,1,1,-1.7046610973740142,-1.7046610973740148
2016-09-22,air_8e492076a1179383,0,0,0,0,1,0,0,0.2744551918912865,0.025887395671622467,1.0,-1.3557934742868494,0.460698581992722,1,34.0,1,1,-0.1543047205817353,-0.15430472058173578
2016-10-01,air_8e492076a1179383,0,0,1,0,0,0,0,0.38609050306250126,0.14802280089158323,0.0,-1.305130192550704,0.501122301156604,1,84.0,1,1,1.4201786881786964,1.4201786881786962
2016-10-05,air_8e492076a1179383,0,0,0,0,0,0,1,0.5890637961010733,0.65692032264142,0.0,-1.1278087064741946,0.5617578799024273,1,15.0,1,1,-0.7255705742792918,-0.7255705742792924
2016-10-08,air_8e492076a1179383,0,0,1,0,0,0,0,0.3049011858470723,0.20909050350156377,0.0,-1.3557934742868494,0.28889777554622315,1,10.0,1,1,1.2481762989863803,1.24817629898638
2016-10-10,air_8e492076a1179383,0,1,0,0,0,0,0,-0.05030207697042875,0.025887395671622467,1.0,1.0507124081800605,-0.0648097671377455,1,10.0,1,1,-0.6512437499903045,-0.6512437499903051
2016-10-13,air_8e492076a1179383,0,0,0,0,1,0,0,-0.10104540023007176,-0.10642595998333516,0.0,-0.8491606569253947,-0.014280118182892683,1,62.0,1,1,-0.28583595937585937,-0.2858359593758598
2016-10-16,air_8e492076a1179383,0,0,0,1,0,0,0,-0.07059940627428589,-0.10642595998333516,0.0,-1.305130192550704,-0.05470383734677501,1,39.0,1,1,-0.33292258628144816,-0.3329225862814486
2016-11-06,air_8e492076a1179383,0,0,0,1,0,0,0,-0.5272893156110732,-0.3710526712932504,0.0,0.746732717763188,-0.5802121864772424,1,118.0,1,1,-0.3885704180789622,-0.38857041807896264
2016-11-09,air_8e492076a1179383,0,0,0,0,0,0,1,-0.8216005905170027,-0.8188824904331067,0.0,0.34142646387402403,-0.9440256589521814,1,64.0,1,1,-0.6839319868503828,-0.6839319868503833
2016-11-10,air_8e492076a1179383,0,0,0,0,1,0,0,-1.0042765542517174,-1.0122635486980447,0.0,-1.1531403473422677,-0.9642375185341225,1,8.0,1,1,-0.41191915869330376,-0.4119191586933042
2016-11-22,air_8e492076a1179383,0,0,0,0,0,1,0,-0.2532753700090008,-0.2183834147682994,0.0,0.5187479499505332,-0.3073520821210382,1,19.0,1,1,0.8403516295892146,0.8403516295892143
2016-11-23,air_8e492076a1179383,0,0,0,0,0,0,1,-0.6693706207380736,-0.8392383913031001,1.0,-1.3557934742868494,-0.5701062566862719,1,18.0,1,1,-0.05585086432459512,-0.05585086432459556
2016-11-27,air_8e492076a1179383,0,0,0,1,0,0,0,-0.8013032612131453,-1.1242210034830087,0.0,-1.3557934742868494,-0.5802121864772424,1,82.0,1,1,-0.36872398855677185,-0.36872398855677235
2016-12-11,air_8e492076a1179383,0,0,0,1,0,0,0,-1.1565065240306465,-1.0224414991330413,0.0,0.2907631821378785,-1.1966739037264444,1,82.0,1,1,0.35858928157996733,0.35858928157996695
2016-12-18,air_8e492076a1179383,0,0,0,1,0,0,0,-1.298587829157647,-1.1343989539180055,0.0,0.9240542038396969,-1.4594280782916782,1,30.0,1,1,0.46249117731378725,0.46249117731378686
2016-12-20,air_8e492076a1179383,0,0,0,0,0,1,0,-0.7607086026054309,-0.7985265895631133,0.0,-0.7478340934531037,-0.6711655545959772,1,26.0,1,1,0.4344726885765774,0.434472688576577
2017-01-01,air_8e492076a1179383,0,0,0,1,0,0,0,-1.298587829157647,-1.1242210034830087,1.0,1.0000491264439153,-1.4594280782916782,1,135.0,1,1,-3.307941286225467,-3.307941286225468
2017-01-02,air_8e492076a1179383,0,1,0,0,0,0,0,-1.2782904998537898,-1.0835092017430217,1.0,-0.36785948043201266,-1.3583687803819728,1,199.0,1,1,-2.576736559319671,-2.576736559319672
2017-01-15,air_8e492076a1179383,0,0,0,1,0,0,0,-1.887210378969506,-2.040236542632715,0.0,-0.6718391708488854,-1.8030296911846764,1,80.0,1,1,-0.6850994238810998,-0.6850994238811003
2017-01-20,air_8e492076a1179383,1,0,0,0,0,0,0,-1.5523044454558619,-1.419381566097914,0.0,-0.44385440303623086,-1.4998517974555603,1,15.0,1,1,0.9605976437530735,0.9605976437530733
2017-01-21,air_8e492076a1179383,0,0,1,0,0,0,0,-1.5320071161520048,-1.572050822622865,0.0,-0.2918645578277944,-1.5099577272465308,1,24.0,1,1,1.9112805324336803,1.9112805324336801
2017-01-25,air_8e492076a1179383,0,0,0,0,0,0,1,-1.5421557808039335,-1.5211610704478815,0.0,-0.03854814914706704,-1.4998517974555603,1,35.0,1,1,-0.17921004390369963,-0.17921004390370007
2017-02-03,air_8e492076a1179383,1,0,0,0,0,0,0,-1.3087364938095756,-1.0427974000030347,0.0,1.1773706125204242,-1.5604873762013836,1,40.0,1,1,0.932190009338958,0.9321900093389578
2017-02-05,air_8e492076a1179383,0,0,0,1,0,0,0,-1.1768038533345038,-1.388847714792924,0.0,-1.3557934742868494,-1.014767167488975,1,56.0,1,1,-0.4796305064748942,-0.4796305064748947
2017-02-12,air_8e492076a1179383,0,0,0,1,0,0,0,-1.6639397566270768,-1.541516971317875,0.0,0.16410497779751482,-1.6918644634840003,1,52.0,1,1,-0.139517184859319,-0.13951718485931944
