visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Okonomiyaki/Monja/Teppanyaki,Hyōgo-ken Kōbe-shi Kumoidōri,total_area_visitors,total_genre_visitors
2016-07-12,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.2012427017158156,1.03505218699811,0.0,-1.2223479117050575,1.290671696228813,1,24.0,1,1,-0.49706976823996213,-0.49706976823996196
2016-07-14,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.0896125247084023,1.2111742175216493,0.0,0.343027779981576,1.0922703682061248,1,15.0,1,1,-0.22004989044833212,-0.22004989044833195
2016-07-15,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.9444932945987647,0.9579987986440616,0.0,-1.1162207461669806,1.048181184201083,1,22.0,1,1,0.9179290353562962,0.9179290353562964
2016-07-16,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.0784495070076607,1.0020293062749466,0.0,-0.6651802926301541,1.026136592198562,1,25.0,1,1,1.353091600209728,1.3530916002097282
2016-07-17,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.2682208079202635,1.200166590613928,0.0,-1.169284328936019,1.2576048082250315,1,42.0,1,1,0.46331383929252895,0.4633138392925291
2016-07-18,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.2458947725187808,1.189158963706207,1.0,0.9001953990564796,1.2576048082250315,1,27.0,1,1,-1.003558647531291,-1.0035586475312908
2016-07-19,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.2793838256210048,1.255204725152534,0.0,2.0410624285908052,1.1584041442136876,1,9.0,1,1,-0.8349691770417162,-0.8349691770417161
2016-07-21,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.2235687371172983,1.2992352327834187,0.0,1.245108687055229,1.1804487362162084,1,9.0,1,1,-0.1602510611721155,-0.16025106117211532
2016-07-22,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.2570577902195224,1.387296248045189,0.0,1.6696173492075363,1.1584041442136876,1,22.0,1,1,0.9791688002777229,0.9791688002777231
2016-07-23,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.1454276132121088,1.2221818444293706,0.0,1.56349018366946,1.1804487362162084,1,31.0,1,1,1.2828459875057387,1.2828459875057387
2016-07-24,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.0672864893069196,1.0130369331826676,0.0,-0.6651802926301541,1.1253372562099062,1,25.0,1,1,-0.4336685998507204,-0.43366859985072026
2016-07-25,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.056123471606178,0.8259072757514071,0.0,-1.434602242781211,1.2576048082250315,1,23.0,1,1,-1.0521902255571296,-1.0521902255571296
2016-07-26,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.9779823477009888,0.7378462604896374,0.0,-1.3815386600121726,1.1253372562099062,1,11.0,1,1,-0.3493738646059331,-0.34937386460593295
2016-07-28,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.2905468433217464,1.2111742175216493,0.0,1.430831226746864,1.3568054722363754,1,16.0,1,1,0.06273372992413806,0.06273372992413823
2016-07-29,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.2905468433217464,1.31024285969114,0.0,1.1920451042861908,1.3347608802338544,1,4.0,1,1,1.2162027139147744,1.2162027139147746
2016-07-30,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.3017098610224875,1.4533420094915162,0.0,1.6430855578230172,1.3568054722363754,1,35.0,1,1,1.3300366298863675,1.3300366298863677
2016-07-31,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.3017098610224875,1.3212504865988615,0.0,1.085917938748114,1.301693992230073,1,32.0,1,1,-0.39044053049441924,-0.39044053049441907
2016-08-01,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.413340038029901,1.5083801440301223,0.0,0.87366360767196,1.3568054722363754,1,21.0,1,1,-1.1047843766072962,-1.104784376607296
2016-08-02,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.413340038029901,1.420319128768352,0.0,0.741004650749364,1.4560061362477197,1,19.0,1,1,-0.7625621608699118,-0.7625621608699117
2016-08-04,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.3910140026284183,1.4643496363992368,0.0,1.5104266009004212,1.4229392482439382,1,19.0,1,1,-0.20564053399623172,-0.20564053399623156
2016-08-05,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.3686879672269356,1.5193877709378427,0.0,1.5369583922849404,1.268627104226292,1,23.0,1,1,0.8134612010785685,0.8134612010785686
2016-08-06,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.3798509849276768,1.6404716669227764,0.0,1.0328543559790757,1.4339615442451987,1,16.0,1,1,0.5785886909093321,0.5785886909093322
2016-08-07,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.4356660734313835,1.574425905476449,0.0,1.6696173492075363,1.46702843224898,1,31.0,1,1,-0.5817247373960519,-0.5817247373960518
2016-08-08,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.536133232738056,1.8386089512617585,0.0,1.457363018131383,1.3347608802338544,1,29.0,1,1,-1.0867726810421707,-1.0867726810421705
2016-08-09,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.4803181442343492,1.662486920738219,0.0,0.2899641972125376,1.5000953202527614,1,24.0,1,1,-0.2798487197245487,-0.27984871972454856
2016-08-11,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.3463619318254532,1.387296248045189,1.0,1.8022763061301323,1.2024933282187291,1,26.0,1,1,0.392707992677237,0.39270799267723716
2016-08-12,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.3240358964239702,1.255204725152534,0.0,1.9349352630527283,1.3457831762351151,1,6.0,1,1,-0.026964513990186876,-0.02696451399018671
2016-08-16,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.4356660734313835,1.4533420094915162,0.0,1.3247040612087868,1.5111176162540219,1,118.0,1,1,-1.267249870604728,-1.267249870604728
2016-08-18,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.547296250438797,1.6404716669227764,0.0,1.112449730132633,1.4008946562414173,1,35.0,1,1,-0.5125598264259701,-0.5125598264259699
2016-08-28,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.1677536486135915,1.1231132022598795,0.0,-0.47945775293851955,1.147381848212427,1,20.0,1,1,-0.23553994863434002,-0.23553994863433989
2016-08-29,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.8663521706935754,0.770869141212801,0.0,-1.434602242781211,0.8387575601771342,1,23.0,1,1,-1.3670346640355233,-1.367034664035523
2016-08-30,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.8663521706935754,0.7928843950282434,0.0,1.0063225645945562,0.8056906721733528,1,21.0,1,1,-0.6008171346950849,-0.6008171346950848
2016-09-01,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.1119385601098848,1.1781513367984857,0.0,1.351235852593306,1.0151142961973016,1,9.0,1,1,-0.5658744452987415,-0.5658744452987413
2016-09-02,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.1900796840150742,1.2662123520602553,0.0,1.6696173492075363,1.0922703682061248,1,16.0,1,1,0.5980413221196675,0.5980413221196678
2016-09-03,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.3463619318254532,1.4973725171224008,0.0,-0.3467987960159236,1.3127162882313337,1,19.0,1,1,1.1607266915741878,1.160726691574188
2016-09-04,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.312872878723229,1.3983038749529102,0.0,0.3960913627506145,1.2796494002275522,1,25.0,1,1,-0.7031235655049978,-0.7031235655049975
2016-09-05,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.1007755424091434,0.9800140524595039,0.0,-1.1958161203205382,1.2355602162225106,1,9.0,1,1,-1.2791375896777109,-1.2791375896777106
2016-09-06,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.2124057194165567,1.387296248045189,0.0,0.3960913627506145,1.2355602162225106,1,21.0,1,1,-0.6008171346950849,-0.6008171346950848
2016-09-08,air_694571ea13fb9e0e,0,0,0,0,1,0,0,1.0672864893069196,0.8809454102900132,0.0,-1.2488797030895766,1.147381848212427,1,22.0,1,1,-0.36522415670324354,-0.3652241567032434
2016-09-09,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.9668193300002473,0.9690064255517828,0.0,0.36955957136609513,1.026136592198562,1,10.0,1,1,0.9042401467268009,0.9042401467268011
2016-09-10,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.0003083831024715,0.9910216793672252,0.0,1.56349018366946,0.8608021521796551,1,37.0,1,1,1.3948787339208193,1.3948787339208193
2016-09-11,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.1231015778106264,1.1451284560753219,0.0,0.6879410679803257,1.0702257762036038,1,19.0,1,1,-0.2794884858132462,-0.2794884858132461
2016-09-12,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.2012427017158156,1.200166590613928,0.0,-0.903966415090827,1.0922703682061248,1,16.0,1,1,-1.2586042567334679,-1.2586042567334677
2016-09-13,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.0114714008032129,0.8809454102900132,0.0,-1.408070451396692,1.081248072204864,1,25.0,1,1,-0.7593200556681893,-0.759320055668189
2016-09-15,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.9668193300002473,0.8479225295668494,0.0,-1.169284328936019,1.004092000196041,1,29.0,1,1,-0.06550954249955543,-0.06550954249955526
2016-09-16,air_694571ea13fb9e0e,1,0,0,0,0,0,0,1.0449604539054367,1.0570674408135525,0.0,-0.2672034218623658,1.0592034802023433,1,30.0,1,1,0.8386775748697441,0.8386775748697443
2016-09-17,air_694571ea13fb9e0e,0,0,1,0,0,0,0,1.1789166663143331,1.0460598139058312,0.0,-0.5590531270920772,1.3237385842325944,1,45.0,1,1,1.2842869231509486,1.2842869231509488
2016-09-18,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.9444932945987647,0.7488538873973587,0.0,-1.434602242781211,1.0922703682061248,1,23.0,1,1,0.1488296347254379,0.14882963472543806
2016-09-19,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.8440261352920928,0.6718004990433104,1.0,-1.434602242781211,0.8608021521796551,1,22.0,1,1,-1.2614861280238878,-1.2614861280238878
2016-09-20,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.620765781277266,0.4076174532580012,0.0,-1.434602242781211,0.8056906721733528,1,10.0,1,1,-1.727989043160638,-1.727989043160638
2016-09-22,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.754721993686162,0.6497852452278676,1.0,-1.2488797030895766,0.9159136321859573,1,28.0,1,1,-0.2928171405314391,-0.2928171405314389
2016-09-23,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.7435589759854205,0.6387776183201467,0.0,-1.2223479117050575,0.8718244481809156,1,11.0,1,1,0.1711641372261935,0.17116413722619367
2016-09-24,air_694571ea13fb9e0e,0,0,1,0,0,0,0,0.7323959582846794,0.5617242299660983,0.0,-0.3733305874004427,0.7616014881683112,1,22.0,1,1,1.0659851729016279,1.0659851729016279
2016-09-25,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.9891453654017299,0.9579987986440616,0.0,-0.7182438753991924,1.004092000196041,1,22.0,1,1,-0.3731493027518988,-0.3731493027518986
2016-09-26,air_694571ea13fb9e0e,0,1,0,0,0,0,0,1.022634418503954,1.0790826946289949,0.0,-0.24067163047784668,0.9710251121922595,1,22.0,1,1,-1.0385013369276344,-1.0385013369276341
2016-09-27,air_694571ea13fb9e0e,0,0,0,0,0,1,0,1.1789166663143331,1.1781513367984857,0.0,-0.13454446493976974,1.1032926642073853,1,27.0,1,1,-0.4372709389637455,-0.43727093896374536
2016-09-29,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.7435589759854205,0.6277699914124253,0.0,-1.434602242781211,0.7726237841695718,1,16.0,1,1,-0.20924287310925682,-0.20924287310925666
2016-09-30,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.6765808697809728,0.6938157528587527,0.0,-0.4529259615540003,0.5852447521481438,1,29.0,1,1,1.131907978669987,1.1319079786699873
2016-10-01,air_694571ea13fb9e0e,0,0,1,0,0,0,0,0.8217000998906099,0.6828081259510314,0.0,-1.3284750772431342,0.8828467441821762,1,29.0,1,1,1.1646892645985154,1.1646892645985156
2016-10-02,air_694571ea13fb9e0e,0,0,0,1,0,0,0,1.056123471606178,0.9910216793672252,0.0,-0.001885508017173671,1.0922703682061248,1,38.0,1,1,-0.4271843894472752,-0.4271843894472751
2016-10-03,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.8775151883943165,0.8259072757514071,0.0,-1.434602242781211,0.8497798561783948,1,25.0,1,1,-1.4697013287567384,-1.4697013287567384
2016-10-04,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.7993740644891273,0.8369149026591285,0.0,-1.0100935806289038,0.8387575601771342,1,19.0,1,1,-0.658094326592184,-0.6580943265921838
2016-10-06,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.7658850113869031,0.8479225295668494,0.0,1.0593861473635948,0.7064900081620089,1,17.0,1,1,-0.3673855601710586,-0.36738556017105845
2016-10-07,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.6542548343794897,0.770869141212801,0.0,0.7144728593648448,0.43093260813049766,1,18.0,1,1,0.7633886874075195,0.7633886874075198
2016-10-08,air_694571ea13fb9e0e,0,0,1,0,0,0,0,0.9668193300002473,0.9469911717363405,0.0,-0.6917120840146733,0.9379582241884785,1,39.0,1,1,1.005465875802806,1.0054658758028063
2016-10-09,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.5202986219705937,0.6387776183201467,0.0,-0.2672034218623658,0.44195490413175825,1,34.0,1,1,0.31561793565849994,0.3156179356585001
2016-10-10,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.23006016175131916,0.2755259303653468,1.0,0.7940682335184026,0.32070964811789315,1,19.0,1,1,-0.7528358452647441,-0.7528358452647439
2016-10-11,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.23006016175131916,0.15444203438041337,0.0,-0.5590531270920772,0.2876427601141117,1,8.0,1,1,-1.1289200486645643,-1.128920048664564
2016-10-13,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.09610394934242275,0.09940389984180732,0.0,-0.8243710409372693,0.22150898410654923,1,26.0,1,1,-0.41457620255168737,-0.41457620255168726
2016-10-14,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.12959300244464686,0.1434344074726924,0.0,-0.2937352132468851,0.14435291209772597,1,18.0,1,1,0.9139664623319687,0.9139664623319689
2016-10-15,air_694571ea13fb9e0e,0,0,1,0,0,0,0,0.30820128565650845,0.5176937223352133,0.0,1.3247040612087868,-0.09813759993000407,1,30.0,1,1,1.3595758106131732,1.3595758106131735
2016-10-16,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.5761137104743005,0.6167623645047043,0.0,0.1573052402899415,0.5191109761405813,1,37.0,1,1,-0.4581645058192911,-0.4581645058192909
2016-10-17,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.620765781277266,0.5397089761506556,0.0,-0.3733305874004427,0.5742224561468836,1,31.0,1,1,-1.34073758851044,-1.3407375885104398
2016-10-18,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.6877438874817139,0.7268386335819165,0.0,-0.10801267355525061,0.6954677121607483,1,32.0,1,1,-0.5727188896134892,-0.572718889613489
2016-10-20,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.6430918166787486,0.660792872135589,0.0,0.1573052402899415,0.5852447521481438,1,23.0,1,1,-0.2304966738761049,-0.23049667387610473
2016-10-21,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.21889714405057764,0.16544966128813474,0.0,-0.903966415090827,0.32070964811789315,1,28.0,1,1,0.9363009648327243,0.9363009648327244
2016-10-22,air_694571ea13fb9e0e,0,0,1,0,0,0,0,0.10726696704316425,-0.08772575758945311,0.0,-1.434602242781211,0.1884420961027678,1,33.0,1,1,1.460441305777876,1.4604413057778762
2016-10-23,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.21889714405057764,0.04436576530320129,0.0,-1.1958161203205382,0.26559816811159087,1,30.0,1,1,-0.20311889661711416,-0.203118896617114
2016-10-24,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.029125843137974956,0.15444203438041337,0.0,1.351235852593306,0.0010630640813400235,1,34.0,1,1,-1.1815141997147307,-1.1815141997147305
2016-10-25,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.12959300244464686,0.04436576530320129,0.0,-1.1958161203205382,-0.05404841592496223,1,23.0,1,1,-0.5374159663058432,-0.5374159663058431
2016-10-27,air_694571ea13fb9e0e,0,0,0,0,1,0,0,0.19657110864909505,0.22048779582674075,0.0,0.6083456938267682,0.16639750410024678,1,33.0,1,1,-0.1494440438330402,-0.14944404383304002
2016-10-28,air_694571ea13fb9e0e,1,0,0,0,0,0,0,0.06261489624019906,-0.10974101140489544,0.0,-1.434602242781211,0.10026372809268412,1,21.0,1,1,0.8426401478940717,0.8426401478940719
2016-10-29,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.01552622766499064,-0.10974101140489544,0.0,0.05117807475186456,-0.09813759993000407,1,29.0,1,1,1.6340740510256857,1.634074051025686
2016-10-30,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-0.2611126170813,-0.2638477881129922,0.0,0.7144728593648448,-0.3406281119577339,1,33.0,1,1,-0.1235072022192595,-0.12350720221925933
2016-10-31,air_694571ea13fb9e0e,0,1,0,0,0,0,0,-0.13831942237314515,-0.2198172804821075,0.0,-0.8509028323217884,-0.20836055994260858,1,24.0,1,1,-1.0190487057172988,-1.0190487057172986
2016-11-01,air_694571ea13fb9e0e,0,0,0,0,0,1,0,-0.24994959938055855,-0.14276389212805915,0.0,0.343027779981576,-0.219382855943869,1,27.0,1,1,-0.7474323365952065,-0.7474323365952062
2016-11-03,air_694571ea13fb9e0e,0,0,0,0,1,0,0,-0.3169277055850067,-0.34090117646704093,1.0,0.7940682335184026,-0.3185835199552131,1,28.0,1,1,-0.08820427891161353,-0.08820427891161338
2016-11-04,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.29460167018352396,-0.1867943997589438,0.0,1.085917938748114,-0.40676188796529655,1,14.0,1,1,0.0349957187538448,0.034995718753844975
2016-11-05,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.20529752857759334,-0.08772575758945311,0.0,1.21857689567071,-0.3296058159564735,1,42.0,1,1,1.182700960163641,1.1827009601636411
2016-11-06,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-0.33925374098648936,-0.2858630419284349,0.0,-1.0896889547824615,-0.3957395919640362,1,38.0,1,1,-0.5096779551355499,-0.5096779551355498
2016-11-07,air_694571ea13fb9e0e,0,1,0,0,0,0,0,-0.36157977638797195,-0.2858630419284349,0.0,1.112449730132633,-0.5059625519766406,1,28.0,1,1,-1.2488779411283,-1.2488779411283
2016-11-08,air_694571ea13fb9e0e,0,0,0,0,0,1,0,-0.29460167018352396,-0.4399698186365316,0.0,-1.434602242781211,-0.17529367193882714,1,24.0,1,1,-1.076325897614398,-1.0763258976143977
2016-11-10,air_694571ea13fb9e0e,0,0,0,0,1,0,0,-0.7076333251109537,-0.7151604913295618,0.0,-1.1958161203205382,-0.8256091360131937,1,29.0,1,1,-0.5312919898137005,-0.5312919898137004
2016-11-11,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.22762356397907593,-0.23082490738982886,0.0,0.6348774852112873,-0.29653892795269204,1,36.0,1,1,0.3703734901764814,0.3703734901764816
2016-11-12,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.18297149317611053,-0.1647791459435015,0.0,1.0593861473635948,-0.2304051519451294,1,33.0,1,1,1.6935126463905998,1.6935126463906
2016-11-13,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-0.06017829846795584,-0.010672369235404738,0.0,0.44915494551965274,-0.20836055994260858,1,24.0,1,1,-0.380353980977949,-0.3803539809779488
2016-11-14,air_694571ea13fb9e0e,0,1,0,0,0,0,0,0.0067998077364923555,-0.1867943997589438,0.0,-1.408070451396692,0.19946439210402822,1,24.0,1,1,-1.3537060093173303,-1.3537060093173303
2016-11-15,air_694571ea13fb9e0e,0,0,0,0,0,1,0,-0.026689245365731744,0.1984725420112984,0.0,-0.5855849184765963,-0.16427137593756674,1,29.0,1,1,-0.8774767785754124,-0.8774767785754123
2016-11-17,air_694571ea13fb9e0e,0,0,0,0,1,0,0,-0.4955359887968681,-0.3739240571902042,0.0,0.5552821110577296,-0.5720963279842033,1,37.0,1,1,-0.2773270823454312,-0.277327082345431
2016-11-18,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.28343865248278266,-0.2198172804821075,0.0,1.0063225645945562,-0.6272078079905056,1,30.0,1,1,0.9510705551961272,0.9510705551961274
2016-11-19,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.004363209964249143,-0.17578677285122285,0.0,-1.434602242781211,0.10026372809268412,1,39.0,1,1,1.4319828267849777,1.431982826784978
2016-11-20,air_694571ea13fb9e0e,0,0,0,1,0,0,0,0.16308205554687094,0.1434344074726924,0.0,-1.169284328936019,0.21048668810528862,1,31.0,1,1,-0.1418791316956875,-0.14187913169568733
2016-11-21,air_694571ea13fb9e0e,0,1,0,0,0,0,0,-0.01552622766499064,-0.24183253429754983,0.0,-1.434602242781211,0.06719684008890268,1,30.0,1,1,-1.2557223854430477,-1.2557223854430475
2016-11-22,air_694571ea13fb9e0e,0,0,0,0,0,1,0,0.09610394934242275,0.022350511487758958,0.0,0.7144728593648448,0.22150898410654923,1,31.0,1,1,0.6279407367577758,0.6279407367577761
2016-11-23,air_694571ea13fb9e0e,0,0,0,0,0,0,1,-0.6406552189065055,-0.4289621917288103,1.0,-1.434602242781211,-0.5059625519766406,1,23.0,1,1,-0.20167796097190413,-0.20167796097190396
2016-11-25,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.6629812543079883,-0.6381071029755134,0.0,0.1838370316744606,-0.6823192879968079,1,25.0,1,1,0.8224670488611312,0.8224670488611313
2016-11-26,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.529025041899092,-0.450977445544253,0.0,0.47568673690417207,-0.7153861760005893,1,33.0,1,1,1.7356600140129934,1.7356600140129936
2016-11-27,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-0.47320995339538535,-0.7701986258681678,0.0,-1.434602242781211,-0.20836055994260858,1,29.0,1,1,-0.49130602565912196,-0.4913060256591218
2016-11-28,air_694571ea13fb9e0e,0,1,0,0,0,0,0,-0.6294922012057641,-0.6711299836986769,0.0,-0.8774346237063076,-0.49494025597538027,1,31.0,1,1,-1.2117738482641416,-1.2117738482641414
2016-11-29,air_694571ea13fb9e0e,0,0,0,0,0,1,0,-0.6741442720087295,-0.6711299836986769,0.0,-0.3733305874004427,-0.5169848479779011,1,26.0,1,1,-0.5914510530012197,-0.5914510530012196
2016-12-01,air_694571ea13fb9e0e,0,0,0,0,1,0,0,-0.32809072328574806,-0.4399698186365316,0.0,-0.9570299978598654,-0.24142744794638982,1,32.0,1,1,-0.4624873127549212,-0.46248731275492105
2016-12-02,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.5736771127020575,-0.5830689684369074,0.0,1.0328543559790757,-0.5500517359816826,1,28.0,1,1,1.076071722418098,1.0760717224180982
2016-12-03,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.6294922012057641,-0.5830689684369074,0.0,0.9267271904409987,-0.6823192879968079,1,39.0,1,1,2.1675804736647026,2.167580473664703
2016-12-04,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-0.45088391799390276,-0.36291643028248327,0.0,-0.47945775293851955,-0.5500517359816826,1,27.0,1,1,-0.29858088311227926,-0.2985808831122791
2016-12-05,air_694571ea13fb9e0e,0,1,0,0,0,0,0,-0.23878658167981723,-0.3188859226515982,0.0,0.4226231541351336,-0.16427137593756674,1,28.0,1,1,-1.1483726798748999,-1.1483726798748997
2016-12-06,air_694571ea13fb9e0e,0,0,0,0,0,1,0,-0.6294922012057641,-0.6381071029755134,0.0,-0.13454446493976974,-0.7704976560068916,1,34.0,1,1,-0.6847516360285697,-0.6847516360285696
2016-12-08,air_694571ea13fb9e0e,0,0,0,0,1,0,0,-0.7411223782131775,-0.836244387314495,0.0,0.9267271904409987,-0.759475360005631,1,33.0,1,1,-0.0046300114894312705,-0.004630011489431103
2016-12-09,air_694571ea13fb9e0e,1,0,0,0,0,0,0,-0.6183291835050229,-0.46198507245197395,0.0,-0.21413983909332754,-0.660274695994287,1,33.0,1,1,1.6776623542932894,1.6776623542932896
2016-12-10,air_694571ea13fb9e0e,0,0,1,0,0,0,0,-0.9420566968265217,-1.0013587909303132,0.0,0.5818139024422487,-0.8917429120207564,1,40.0,1,1,2.380478715244486,2.380478715244486
2016-12-11,air_694571ea13fb9e0e,0,0,0,1,0,0,0,-1.0425238561331938,-0.9793435371148708,0.0,0.2899641972125376,-0.9468543920270587,1,33.0,1,1,0.1819711545652688,0.18197115456526897
