visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,total_area_visitors,total_genre_visitors
2016-07-11,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.3727437137053131,1.50196392154711,0.0,1.9686319207326906,1.0754128741158155,1,24.0,1,1,-1.296294962538738,-1.2962949625387383
2016-07-12,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.2685415515568894,1.3052793572804986,0.0,0.31663953126772215,1.330011707084536,1,11.0,1,1,-0.5443521363097987,-0.5443521363097988
2016-07-13,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.0369811912270588,0.819352786739459,0.0,-1.3619978967370037,1.2082470478386262,1,29.0,1,1,-0.46900168695248545,-0.4690016869524855
2016-07-14,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.1296053353589905,1.432545840041247,0.0,-0.32284139368645914,0.9647177293468067,1,29.0,1,1,-0.24412158938869047,-0.24412158938869052
2016-07-15,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.7012186687488039,0.4028442977042819,0.0,-1.3619978967370037,0.931509185916104,1,58.0,1,1,0.9892051956877476,0.9892051956877477
2016-07-16,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.9212010110621434,0.8309224669904359,0.0,-0.9356772801008829,0.8318835556239961,1,31.0,1,1,1.4608287336340398,1.46082873363404
2016-07-17,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.1296053353589905,0.9581889497511846,0.0,-1.3353528581972463,1.2193165623155273,1,19.0,1,1,0.49649914859484956,0.4964991485948496
2016-07-19,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.2916975875898724,1.363127758535384,0.0,0.2899944927279647,1.230386076792428,1,35.0,1,1,-0.9105631285230621,-0.9105631285230622
2016-07-20,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.175917407424957,1.0854554325119328,0.0,-0.13632612390815635,1.1861080188848245,1,29.0,1,1,-0.4092679110371024,-0.40926791103710247
2016-07-21,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.654906596682838,0.4375533384572134,0.0,-1.3619978967370037,0.9204396714392029,1,68.0,1,1,-0.17931239460468013,-0.17931239460468015
2016-07-22,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.6085945246168716,0.25243845444157903,0.0,-1.3619978967370037,0.8650920990546984,1,51.0,1,1,1.055576057815951,1.055576057815951
2016-07-23,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.7243747047817869,0.7615043854845733,0.0,-0.988967357180398,0.7986750121932933,1,31.0,1,1,1.3846974506046301,1.3846974506046301
2016-07-24,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.8980449750291599,0.9813283102531387,0.0,0.5830899166652976,0.7101188963780861,1,29.0,1,1,-0.4756387731653058,-0.4756387731653059
2016-07-25,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,0.9906691191610923,0.8540618274923901,0.0,-1.1488375884189435,0.942578700393005,1,14.0,1,1,-1.14598448066016,-1.14598448066016
2016-07-26,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,0.8864669570126686,0.7962134262375044,0.0,-1.3353528581972463,0.9757872438237073,1,31.0,1,1,-0.3842812335300141,-0.38428123353001414
2016-07-27,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.9675130831281094,0.7846437459865275,0.0,-1.2820627811177312,1.0864823885927162,1,36.0,1,1,-0.17228489155581153,-0.17228489155581156
2016-07-28,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.19907344345794,1.2242915955236588,0.0,0.023544107330389127,1.1861080188848245,1,17.0,1,1,0.062355626909189825,0.06235562690918981
2016-07-29,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.2801195695733807,1.3746974387863613,0.0,1.702181535335115,1.1418299609772207,1,97.0,1,1,1.3124703359357028,1.312470335935703
2016-07-30,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.2801195695733807,1.432545840041247,0.0,1.5156662655568123,1.0532738451620138,1,29.0,1,1,1.4358420561269516,1.4358420561269516
2016-07-31,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.3148536236228554,1.1895825547707273,0.0,0.4765097625062676,1.3078726781307342,1,20.0,1,1,-0.4287887528395152,-0.42878875283951523
2016-08-01,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.3032756056063637,1.2705703165275672,0.0,-0.8557421644816102,1.330011707084536,1,9.0,1,1,-1.2029853387232052,-1.2029853387232052
2016-08-02,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.1296053353589905,1.027607031257047,0.0,-0.9090322415611253,1.0975519030696173,1,18.0,1,1,-0.8320893444773627,-0.8320893444773628
2016-08-03,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.2338074975074147,1.328418717782453,0.0,-0.2695513166069441,1.1971775333617252,1,60.0,1,1,-0.3616370570392153,-0.36163705703921534
2016-08-04,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.3843217317218046,1.4441155202922242,0.0,0.9028303791423884,1.3078726781307342,1,31.0,1,1,-0.22850491594676028,-0.2285049159467603
2016-08-05,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.4537898398207536,1.4903942412961326,0.0,1.5156662655568123,1.330011707084536,1,84.0,1,1,0.8759843132337536,0.8759843132337537
2016-08-06,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.50010191188672,1.5829516833039503,0.0,0.9827654947616612,1.4628458808073468,1,44.0,1,1,0.6214325361302913,0.6214325361302913
2016-08-07,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.4422118218042623,1.5135336017980872,0.0,1.6222464197158422,1.3189421926076352,1,12.0,1,1,-0.6361000927811387,-0.6361000927811388
2016-08-08,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.4306338037877706,1.467254880794179,0.0,-0.13632612390815635,1.4074983084228423,1,21.0,1,1,-1.1834644969207924,-1.1834644969207926
2016-08-09,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.8242864163484827,1.9878904920881502,0.0,0.7962502249833581,1.4517763663304457,1,12.0,1,1,-0.3089307841727008,-0.30893078417270087
2016-08-10,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.50010191188672,1.5598123228019956,0.0,-0.056391008288883486,1.4849849097611485,1,32.0,1,1,0.7463659236657328,0.746365923665733
2016-08-11,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.2916975875898724,1.3399883980334302,1.0,-0.056391008288883486,1.3964287939459412,1,58.0,1,1,0.4199774487293916,0.4199774487293916
2016-08-12,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.222229479490923,1.3168490375314756,0.0,0.10347922294966175,1.2857336491769324,1,7.0,1,1,-0.03485816526682571,-0.03485816526682574
2016-08-13,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.19907344345794,1.3052793572804986,1.0,0.5564448781255402,1.1861080188848245,1,21.0,1,1,0.13965816044674434,0.13965816044674434
2016-08-14,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.1411833533754823,1.1433038337668184,1.0,-0.3494864322262167,1.2082470478386262,1,5.0,1,1,-0.9499952289639358,-0.949995228963936
2016-08-15,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.2106514614744317,1.1895825547707273,1.0,-1.1754826269587009,1.3078726781307342,1,7.0,1,1,-1.5028254688082652,-1.5028254688082654
2016-08-16,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.245385515523906,1.4556852005432015,0.0,-0.8024520874020951,1.230386076792428,1,43.0,1,1,-1.3790633317809682,-1.3790633317809684
2016-08-17,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.4537898398207536,1.5945213635549267,0.0,1.3025059572387516,1.1528994754541217,1,66.0,1,1,-0.850829352607679,-0.8508293526076791
2016-08-18,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.245385515523906,1.2821399967785445,0.0,-1.0689024727996708,1.3964287939459412,1,63.0,1,1,-0.5611400602598736,-0.5611400602598737
2016-08-19,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.3264316416393471,1.363127758535384,0.0,0.4765097625062676,1.3742897649921395,1,67.0,1,1,0.8373330464649763,0.8373330464649764
2016-08-20,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.1064492993260076,1.09702511276291,0.0,-0.9356772801008829,1.2746641347000318,1,16.0,1,1,0.7139613262737277,0.7139613262737278
2016-08-21,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.3611656956888214,1.50196392154711,0.0,0.7429601479038431,1.2082470478386262,1,8.0,1,1,-0.8379455970180866,-0.8379455970180867
2016-08-22,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.1064492993260076,0.9003405484962989,0.0,-1.3619978967370037,1.1750385044079235,1,46.0,1,1,-2.085327388192262,-2.0853273881922623
2016-08-23,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.2338074975074147,1.1433038337668184,0.0,-0.9090322415611253,1.2857336491769324,1,7.0,1,1,-0.6290725897322701,-0.6290725897322702
2016-08-24,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.19907344345794,1.2358612757746357,0.0,-0.8557421644816102,1.2082470478386262,1,23.0,1,1,-0.4295695865116117,-0.42956958651161176
2016-08-25,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.3727437137053131,1.409406479539293,0.0,1.8087616894941454,1.2082470478386262,1,28.0,1,1,-0.29370452756681886,-0.2937045275668189
2016-08-26,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.4074777677547876,1.4209761597902697,0.0,1.3557960343182667,1.2635946202231307,1,67.0,1,1,1.1500569321396288,1.1500569321396288
2016-08-27,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.9443570470951264,0.7499347052335961,0.0,-1.3619978967370037,0.9979262727775094,1,34.0,1,1,1.2160373774317839,1.2160373774317839
2016-08-28,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.7475307408147703,0.47226237921014486,0.0,-1.3619978967370037,0.9647177293468067,1,21.0,1,1,-0.26090951333876544,-0.2609095133387655
2016-08-29,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.0948712813095163,1.1085947930138875,0.0,-0.6692268947033073,1.0532738451620138,1,33.0,1,1,-1.4872087953663349,-1.487208795366335
2016-08-30,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.0369811912270588,0.8772011879943447,0.0,-1.2021276654984585,1.0975519030696173,1,44.0,1,1,-0.6567921850916962,-0.6567921850916962
2016-08-31,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.2338074975074147,1.2242915955236588,0.0,1.6488914582556,1.0975519030696173,1,62.0,1,1,-0.20664157312805798,-0.20664157312805803
2016-09-01,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.2569635335403977,1.3862671190373386,0.0,1.3291509957785093,1.0422043306851128,1,23.0,1,1,-0.6189217519950154,-0.6189217519950155
2016-09-02,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.222229479490923,1.073885752260956,0.0,-0.056391008288883486,1.1528994754541217,1,24.0,1,1,0.642515045276897,0.6425150452768971
2016-09-03,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.2801195695733807,1.3862671190373386,0.0,0.6097349552050554,1.330011707084536,1,32.0,1,1,1.2523461431842715,1.2523461431842717
2016-09-04,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,1.222229479490923,1.3168490375314756,0.0,-0.1629711624479138,1.2635946202231307,1,16.0,1,1,-0.7676705665294007,-0.7676705665294008
2016-09-06,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.4653678578372453,1.3746974387863613,0.0,1.1959258030797213,1.4739153952842474,1,14.0,1,1,-0.6567921850916962,-0.6567921850916962
2016-09-07,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.2685415515568894,1.1317341535158416,0.0,-0.74916201032258,1.418567822899743,1,50.0,1,1,-0.5556742245551981,-0.5556742245551982
2016-09-08,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.1874954254414483,1.1433038337668184,0.0,-1.0156123957201555,1.341081221561437,1,62.0,1,1,-0.4014595743161373,-0.4014595743161374
2016-09-09,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,1.2569635335403977,1.3862671190373386,0.0,0.05018914587014659,1.1086214175465183,1,4.0,1,1,0.9743693559179138,0.974369355917914
2016-09-12,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,0.9906691191610923,0.8309224669904359,0.0,-1.2820627811177312,1.0975519030696173,1,12.0,1,1,-1.36969332771581,-1.3696933277158103
2016-09-13,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,0.7475307408147703,0.3912746174533046,0.0,-1.3619978967370037,0.9757872438237073,1,18.0,1,1,-0.8285755929529285,-0.8285755929529286
2016-09-14,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.805420830897228,0.7036559842296877,0.0,-1.2820627811177312,0.8872311280085006,1,24.0,1,1,-0.41590499724992275,-0.4159049972499228
2016-09-15,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.9212010110621434,0.680516623727733,0.0,-1.3353528581972463,1.0643433596389145,1,25.0,1,1,-0.07663276672398901,-0.07663276672398904
2016-09-16,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.7822647948642446,0.44912301870819027,0.0,-1.3619978967370037,1.031134816208212,1,28.0,1,1,0.9033134917571315,0.9033134917571315
2016-09-17,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,1.0601372272600416,1.027607031257047,0.0,0.05018914587014659,0.9979262727775094,1,22.0,1,1,1.386259117948823,1.3862591179488233
2016-09-18,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.979091101144601,0.7383650249826187,0.0,-1.3619978967370037,1.0643433596389145,1,13.0,1,1,0.15566525072472281,0.15566525072472281
2016-09-21,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.45808029040248194,0.3102868556964647,0.0,-1.3353528581972463,0.5551456937014738,1,7.0,1,1,0.3727370115675527,0.3727370115675527
2016-09-22,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.3770341642870409,0.044184209923990456,1.0,-1.3619978967370037,0.6104932660859782,1,36.0,1,1,-0.322985790270438,-0.32298579027043806
2016-09-23,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.5391264165179226,0.18302037293571644,0.0,-1.3619978967370037,0.7543969542856895,1,23.0,1,1,0.17987109455971464,0.17987109455971462
2016-09-24,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.654906596682838,0.3912746174533046,0.0,-1.3619978967370037,0.9093701569623023,1,24.0,1,1,1.1496665153035805,1.1496665153035805
2016-09-25,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.8633109209796856,0.9119102287472758,0.0,-0.45606658638524694,0.8540225845777978,1,3.0,1,1,-0.41004874470919894,-0.410048744709199
2016-09-26,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,1.071715245276533,1.1085947930138875,0.0,-0.5360017020045196,1.031134816208212,1,8.0,1,1,-1.1311486408903262,-1.1311486408903264
2016-09-27,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.0948712813095163,1.073885752260956,0.0,-0.74916201032258,1.13076044650032,1,17.0,1,1,-0.47954294152578836,-0.4795429415257884
2016-09-28,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,1.19907344345794,1.1664431942687732,0.0,-0.8024520874020951,1.2635946202231307,1,55.0,1,1,-0.35929455602292576,-0.3592945560229258
2016-09-29,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.979091101144601,0.8540618274923901,0.0,-1.1754826269587009,1.0089957872544102,1,30.0,1,1,-0.23240908430724283,-0.23240908430724286
2016-09-30,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.6085945246168716,0.4838320594611218,0.0,-0.7225169717828225,0.6879798674242844,1,74.0,1,1,1.2211127963004111,1.2211127963004114
2016-10-01,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.41176821833651556,0.14831133218278494,0.0,-1.3619978967370037,0.5551456937014738,1,43.0,1,1,1.2566407283808023,1.2566407283808025
2016-10-02,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.805420830897228,0.819352786739459,0.0,1.0627006103809336,0.6658408384704827,1,18.0,1,1,-0.4686112701164372,-0.4686112701164373
2016-10-03,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,0.7591087588312616,0.6920863039787103,0.0,-1.3619978967370037,0.8318835556239961,1,39.0,1,1,-1.5984775936400877,-1.598477593640088
2016-10-04,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,1.0138251551940753,1.328418717782453,0.0,0.2899944927279647,0.7876054977163922,1,11.0,1,1,-0.7188684620233687,-0.7188684620233688
2016-10-05,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.9096229930456516,0.680516623727733,0.0,-1.1754826269587009,0.9868567583006084,1,20.0,1,1,-0.8961177055892766,-0.8961177055892767
2016-10-06,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,1.1411833533754823,1.247430956025613,0.0,0.8495403020628735,0.9757872438237073,1,9.0,1,1,-0.40380207533242685,-0.4038020753324269
2016-10-07,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.6085945246168716,0.5069714199630759,0.0,0.18341433856893435,0.7101188963780861,1,55.0,1,1,0.8217163730230461,0.8217163730230462
2016-10-08,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.5854384885838886,0.5532501409669848,0.0,-1.3087078196574886,0.621562780562879,1,39.0,1,1,1.0840764868474735,1.0840764868474737
2016-10-09,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.7127966867652956,0.5995288619708932,0.0,-1.3619978967370037,0.6658408384704827,1,5.0,1,1,0.336428245815065,0.336428245815065
2016-10-10,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,0.2612539841221255,-0.106221633338712,1.0,-1.3619978967370037,0.5330066647476717,1,8.0,1,1,-0.8215480899040599,-0.82154808990406
2016-10-11,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,0.1686298399901936,-0.048373232083826316,0.0,-1.3087078196574886,0.4001724910248611,1,29.0,1,1,-1.2291432667384383,-1.2291432667384383
2016-10-12,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.20336389403966787,0.3102868556964647,0.0,0.8228952635231155,0.12343462910233877,1,29.0,1,1,-0.4904746129351395,-0.49047461293513955
2016-10-13,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.041271641808786556,-0.26819715685239215,0.0,-1.3619978967370037,0.3005468607327532,1,15.0,1,1,-0.45494668085474826,-0.4549466808547483
2016-10-14,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,-0.0629305203396373,-0.1177913135896893,0.0,-0.29619635514670156,0.0016699698564290003,1,59.0,1,1,0.9849106104912168,0.9849106104912169
2016-10-15,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.06442767784176955,0.25243845444157903,0.0,1.5156662655568123,-0.08688614595877801,1,95.0,1,1,1.4678562366829084,1.4678562366829087
2016-10-16,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.1454738039572102,0.27557781494353323,0.0,0.023544107330389127,0.012739484333329852,1,2.0,1,1,-0.5021871180165871,-0.5021871180165872
2016-10-17,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,0.1570518219737019,-0.1177913135896893,0.0,-1.3619978967370037,0.3448249186403566,1,13.0,1,1,-1.4587083663348124,-1.4587083663348124
2016-10-18,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,0.5507044345344139,0.6689469434767561,0.0,0.21005937710869205,0.4555200634093655,1,2.0,1,1,-0.6263396718799323,-0.6263396718799323
2016-10-19,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.5391264165179226,0.3912746174533046,0.0,-0.8557421644816102,0.6437018095166805,1,22.0,1,1,-0.4842279435583674,-0.48422794355836746
2016-10-20,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.6664846146993293,0.8309224669904359,0.0,1.3025059572387516,0.48872860684006825,1,13.0,1,1,-0.25544367763408987,-0.2554436776340899
2016-10-21,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,0.23809794808914256,0.10203261117887615,0.0,-0.056391008288883486,0.311616375209654,1,60.0,1,1,1.0091164543262086,1.0091164543262088
2016-10-22,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,0.06442767784176955,-0.2566274766014149,0.0,-1.3353528581972463,0.23412977387134767,1,49.0,1,1,1.5771729507764198,1.57717295077642
2016-10-23,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,0.22651993007265128,0.20615973343767063,0.0,-0.08303604682864119,0.23412977387134767,1,4.0,1,1,-0.22577199809442247,-0.22577199809442253
2016-10-24,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,-0.14397664645507796,-0.1640700345935977,0.0,1.2492158801592368,-0.07581663148187716,1,6.0,1,1,-1.2861441248014835,-1.2861441248014838
2016-10-25,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,-0.2481788086035018,-0.38389395936216353,0.0,-0.7225169717828225,-0.28613740654299413,1,31.0,1,1,-0.5880788219472033,-0.5880788219472034
2016-10-26,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,0.3423001102375666,0.5995288619708932,0.0,1.1959258030797213,0.0016699698564290003,1,53.0,1,1,-0.18165489562096965,-0.1816548956209697
2016-10-27,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,0.3307220922210749,0.321856535947442,0.0,0.6630250322845703,0.06808705671783431,1,20.0,1,1,-0.16759988952323246,-0.16759988952323251
2016-10-28,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,-0.4565831329003495,-0.6615662853856147,0.0,-1.3619978967370037,-0.2750678920660933,1,68.0,1,1,0.9076080769536623,0.9076080769536623
2016-10-29,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,-0.07450853835612879,0.032614529673013565,0.0,-1.3619978967370037,-0.10902517491257992,1,17.0,1,1,1.765353865751679,1.765353865751679
2016-10-30,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,-0.49131718694982396,-0.8119721286483176,0.0,-1.3619978967370037,-0.3304154644505978,1,14.0,1,1,-0.13948987732775808,-0.13948987732775814
2016-10-31,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,-0.21344475455402712,-0.1640700345935977,0.0,-0.32284139368645914,-0.30827643549679584,1,39.0,1,1,-1.1100661317437204,-1.1100661317437206
2016-11-01,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,-0.317646916702451,-0.4764514013699807,0.0,-0.4827116249250045,-0.09795566043567906,1,11.0,1,1,-0.8156918373633361,-0.8156918373633362
2016-11-02,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,-0.6070973671147394,-0.9623779719110205,0.0,-1.3619978967370037,-0.44111060921960665,1,44.0,1,1,0.38054534828851777,0.3805453482885178
2016-11-03,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,-0.37553700678490864,-0.1293609938406666,1.0,1.1692807645399639,-0.46324963817340836,1,33.0,1,1,-0.10122902739502909,-0.10122902739502912
2016-11-04,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,-0.2481788086035018,-0.1987790753465292,0.0,1.089345648920691,-0.4521801236965075,1,14.0,1,1,0.03229353053347418,0.03229353053347416
2016-11-05,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,-0.17871070050455265,-0.1177913135896893,0.0,0.4498647239665099,-0.15330323282018352,1,44.0,1,1,1.2761615701832152,1.2761615701832152
2016-11-06,air_32b02ba5dc2027f4,0,0,0,1,0,0,0,-0.15555466447156946,0.032614529673013565,0.0,1.1692807645399639,-0.297206921019895,1,3.0,1,1,-0.5580167255714876,-0.5580167255714877
2016-11-07,air_32b02ba5dc2027f4,0,1,0,0,0,0,0,-0.5955193490982479,-0.7078450063895233,0.0,0.8761853406026309,-0.4853886671272103,1,61.0,1,1,-1.3591520731425073,-1.3591520731425073
2016-11-08,air_32b02ba5dc2027f4,0,0,0,0,0,1,0,-0.7228775472796547,-0.8004024483973404,0.0,-0.8823872030213679,-0.7178484711421289,1,9.0,1,1,-1.172142408675393,-1.172142408675393
2016-11-09,air_32b02ba5dc2027f4,0,0,0,0,0,0,1,-0.664987457197197,-0.6847056458875691,0.0,0.23670441564844952,-0.5185972105579129,1,34.0,1,1,-0.8543431041321133,-0.8543431041321135
2016-11-10,air_32b02ba5dc2027f4,0,0,0,0,1,0,0,-0.7576116013291293,-0.8698205299032032,0.0,-1.228772704038216,-0.5518057539886155,1,9.0,1,1,-0.581441735734383,-0.5814417357343831
2016-11-11,air_32b02ba5dc2027f4,1,0,0,0,0,0,0,-0.8270797094280785,-0.9739476521619975,0.0,-1.3619978967370037,-0.7621265290497324,1,31.0,1,1,0.3957716048943997,0.3957716048943998
2016-11-12,air_32b02ba5dc2027f4,0,0,1,0,0,0,0,-0.294490880669468,-0.1987790753465292,0.0,0.31663953126772215,-0.28613740654299413,1,49.0,1,1,1.8297726436996409,1.829772643699641
