visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Dining bar,Hiroshima-ken Hiroshima-shi Kokutaijimachi,total_area_visitors,total_genre_visitors
2016-08-10,air_e657ca554b0c008c,0,0,0,0,0,0,1,1.376284292536933,1.5201350136217648,0.0,2.0795724944164453,1.1048577050847288,1,39.0,1,1,0.6297414569983633,0.6297414569983633
2016-08-12,air_e657ca554b0c008c,1,0,0,0,0,0,0,1.4293589506556537,1.6054115022235291,0.0,1.8622164144849398,1.2611984365422158,1,11.0,1,1,-0.1679962920333403,-0.1679962920333403
2016-08-13,air_e657ca554b0c008c,0,0,1,0,0,0,0,1.439973882279398,1.4881563303961034,1.0,1.7535383745191868,1.2611984365422158,1,33.0,1,1,0.010208992233112226,0.010208992233112226
2016-08-14,air_e657ca554b0c008c,0,0,0,1,0,0,0,1.4718186771506305,1.5521136968474263,1.0,1.5090127845962429,1.3966937371387047,1,31.0,1,1,-1.1024776931979146,-1.1024776931979146
2016-08-16,air_e657ca554b0c008c,0,0,0,0,0,1,0,1.248905113052003,1.338922475343015,0.0,-0.9090736046417577,1.3133120136947114,1,25.0,1,1,-1.5406155173787452,-1.5406155173787452
2016-08-17,air_e657ca554b0c008c,0,0,0,0,0,0,1,1.365669360913189,1.5840923800730884,0.0,0.25921532499008537,1.20908485938972,1,2.0,1,1,-1.001215630102436,-1.001215630102436
2016-08-18,air_e657ca554b0c008c,0,0,0,0,1,0,0,1.376284292536933,1.4455180860952206,0.0,1.8622164144849398,1.2195075748202193,1,16.0,1,1,-0.7054028316109197,-0.7054028316109197
2016-08-19,air_e657ca554b0c008c,1,0,0,0,0,0,0,1.4612037455268863,1.6267306243739705,0.0,1.40033474463049,1.3237347291252106,1,35.0,1,1,0.7226314597591763,0.7226314597591763
2016-08-20,air_e657ca554b0c008c,0,0,1,0,0,0,0,1.4930485403981186,1.6373901854491912,0.0,1.672029844544872,1.3445801599862088,1,15.0,1,1,0.596651885199447,0.596651885199447
2016-08-21,air_e657ca554b0c008c,0,0,0,1,0,0,0,1.4930485403981186,1.594751941148309,0.0,1.5633518045791197,1.3966937371387047,1,30.0,1,1,-0.9880595352908187,-0.9880595352908187
2016-08-23,air_e657ca554b0c008c,0,0,0,0,0,1,0,1.3975141557844215,1.5414541357722062,0.0,1.536182294587681,1.271621151972715,1,11.0,1,1,-0.77477133152672,-0.77477133152672
2016-08-24,air_e657ca554b0c008c,0,0,0,0,0,0,1,1.3125947027944682,1.328262914267795,0.0,-0.28417487483867887,1.3445801599862088,1,19.0,1,1,-0.5710511967165248,-0.5710511967165248
2016-08-25,air_e657ca554b0c008c,0,0,0,0,1,0,0,1.3868992241606772,1.4881563303961034,0.0,0.9384530747760406,1.365425590847207,1,16.0,1,1,-0.43231419688492423,-0.43231419688492423
2016-08-26,air_e657ca554b0c008c,1,0,0,0,0,0,0,1.2382901814282592,1.4241989639447798,0.0,-0.012479774924296753,1.271621151972715,1,34.0,1,1,1.0419657610957054,1.0419657610957054
2016-08-27,air_e657ca554b0c008c,0,0,1,0,0,0,0,1.03660648057712,1.0830930095377216,0.0,-0.3928529148044317,1.1465485668067255,1,36.0,1,1,1.1093409133127758,1.1093409133127758
2016-08-28,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.8667675745972139,0.6673701276041198,0.0,-1.3709552744962072,1.0214759816407355,1,22.0,1,1,-0.398825955546262,-0.398825955546262
2016-08-30,air_e657ca554b0c008c,0,0,0,0,0,1,0,0.750003326736028,0.6886892497545609,0.0,0.5852494448873439,0.8025989576002539,1,21.0,1,1,-0.8030768688486845,-0.8030768688486845
2016-08-31,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.962301959210911,0.9231995934094133,0.0,1.0743006247332316,0.8338671038917513,1,16.0,1,1,-0.34341088952157095,-0.34341088952157095
2016-09-01,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.7818481216072605,0.8379231048076491,0.0,-1.2351077245390163,0.6879490878647632,1,19.0,1,1,-0.7644059234933246,-0.7644059234933246
2016-09-02,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.9941467540821436,1.0617738873872806,0.0,0.20487630500720888,0.8755579656137478,1,29.0,1,1,0.5236953594259329,0.5236953594259329
2016-09-03,air_e657ca554b0c008c,0,0,1,0,0,0,0,1.110911001943329,1.1683694981394865,0.0,-0.36568340481299344,0.896403396474746,1,33.0,1,1,1.1464171805091519,1.1464171805091519
2016-09-04,air_e657ca554b0c008c,0,0,0,1,0,0,0,1.153370728438306,0.9018804712589722,0.0,-1.343785764504769,1.271621151972715,1,26.0,1,1,-0.9162990181365425,-0.9162990181365425
2016-09-06,air_e657ca554b0c008c,0,0,0,0,0,1,0,1.153370728438306,1.2643055478164715,0.0,-0.012479774924296753,1.0631668433627324,1,17.0,1,1,-0.8030768688486845,-0.8030768688486845
2016-09-07,air_e657ca554b0c008c,0,0,0,0,0,0,1,1.1215259335670733,0.9871569598607367,0.0,-1.2894467445218927,1.1673939976677237,1,25.0,1,1,-0.699821458054476,-0.699821458054476
2016-09-08,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.9516870275871667,0.9658378377102957,0.0,-0.28417487483867887,0.9902078353492384,1,27.0,1,1,-0.5423469898548143,-0.5423469898548143
2016-09-09,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.898612369468446,0.9445187155598547,0.0,1.536182294587681,0.7921762421697546,1,24.0,1,1,0.8625644682100149,0.8625644682100149
2016-09-10,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.898612369468446,0.9658378377102957,0.0,0.06902875505001783,0.7713308113087564,1,32.0,1,1,1.405552381344038,1.405552381344038
2016-09-11,air_e657ca554b0c008c,0,0,0,1,0,0,0,1.0472214122008643,1.0724334484625013,0.0,1.1558091547075464,0.9485169736272416,1,41.0,1,1,-0.4474636393952714,-0.4474636393952714
2016-09-12,air_e657ca554b0c008c,0,1,0,0,0,0,0,0.7287734634885398,0.49681715040059077,0.0,-1.3709552744962072,0.8025989576002539,1,1.0,1,1,-1.5310474484248418,-1.5310474484248418
2016-09-13,air_e657ca554b0c008c,0,0,0,0,0,1,0,0.898612369468446,0.955178276635075,0.0,-0.06681879490717323,0.8025989576002539,1,13.0,1,1,-0.9784914663369152,-0.9784914663369152
2016-09-14,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.8561526429734695,0.6673701276041198,0.0,-1.207938214547578,0.9797851199187391,1,32.0,1,1,-0.5570977628254156,-0.5570977628254156
2016-09-15,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.9941467540821436,0.976497398785516,0.0,-0.7732260546845666,1.0423214125017342,1,15.0,1,1,-0.21065393278616001,-0.21065393278616001
2016-09-16,air_e657ca554b0c008c,1,0,0,0,0,0,0,1.0472214122008643,1.0404547652368397,0.0,-0.6102089947359374,1.0944349896542298,1,31.0,1,1,0.7900066119762468,0.7900066119762468
2016-09-17,air_e657ca554b0c008c,0,0,1,0,0,0,0,1.0472214122008643,0.9871569598607367,0.0,-0.555869974753061,1.0735895587932311,1,47.0,1,1,1.2831608326420225,1.2831608326420225
2016-09-18,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.898612369468446,0.5501149557766936,0.0,-1.3709552744962072,1.115280420515228,1,14.0,1,1,0.026554443362697355,0.026554443362697355
2016-09-19,air_e657ca554b0c008c,0,1,0,0,0,0,0,0.6863137369935629,0.6034127611527964,1.0,-1.3709552744962072,0.7192172341562607,1,6.0,1,1,-1.5342368047428097,-1.5342368047428097
2016-09-21,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.5907793523798657,0.49681715040059077,0.0,-1.1807687045561397,0.6566809415732657,1,26.0,1,1,0.24821470746146157,0.24821470746146157
2016-09-22,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.537704694261145,0.2729663678209592,1.0,-1.3709552744962072,0.7504853804477581,1,20.0,1,1,-0.46221441236587263,-0.46221441236587263
2016-09-23,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.750003326736028,0.8699017880333104,0.0,0.041859245058579714,0.7504853804477581,1,14.0,1,1,0.05127195482694804,0.05127195482694804
2016-09-24,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.8030779848547488,0.8485826658828693,0.0,0.8297750348102877,0.760908095878257,1,25.0,1,1,1.0415670915559594,1.0415670915559594
2016-09-25,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.7393883951122837,0.6993488108297816,0.0,-1.072090664590387,0.8755579656137478,1,32.0,1,1,-0.5511177197292259,-0.5511177197292259
2016-09-27,air_e657ca554b0c008c,0,0,0,0,0,1,0,1.0790662070720969,1.200348181365148,0.0,0.8569445448017258,0.9485169736272416,1,3.0,1,1,-0.6220808978040101,-0.6220808978040101
2016-09-28,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.9729168908346554,0.6567105665288991,0.0,-1.3709552744962072,1.1778167130982227,1,17.0,1,1,-0.49929067956224865,-0.49929067956224865
2016-09-29,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.6226241472510983,0.4328597839492676,0.0,-1.3709552744962072,0.7087945187257614,1,8.0,1,1,-0.36972307914480557,-0.36972307914480557
2016-09-30,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.4952449677661685,0.30494505104662095,0.0,-1.3709552744962072,0.667103657003765,1,36.0,1,1,1.1145236173294735,1.1145236173294735
2016-10-01,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.6544689421223308,0.40088110072360583,0.0,-1.3166162545133309,0.7921762421697546,1,40.0,1,1,1.1508025454463575,1.1508025454463575
2016-10-02,air_e657ca554b0c008c,0,0,0,1,0,0,0,1.0047616857058874,1.0297952041616187,0.0,0.28638483498152345,0.9485169736272416,1,13.0,1,1,-0.6109181506911228,-0.6109181506911228
2016-10-04,air_e657ca554b0c008c,0,0,0,0,0,1,0,1.0047616857058874,0.8485826658828693,0.0,-1.2894467445218927,1.1465485668067255,1,11.0,1,1,-0.8664653256682951,-0.8664653256682951
2016-10-05,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.8667675745972139,0.933859154484634,0.0,-1.1264296845732633,0.8547125347527496,1,14.0,1,1,-1.0474612967129695,-1.0474612967129695
2016-10-06,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.7075436002410516,0.7633061772811048,0.0,1.1014701347246698,0.6775263724342643,1,10.0,1,1,-0.5447390070932903,-0.5447390070932903
2016-10-07,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.45278524127119163,0.34758329534750304,0.0,-0.20266634486436427,0.40653577124128654,1,3.0,1,1,0.7066846781693372,0.7066846781693372
2016-10-08,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.5695494891323775,0.4648384671749294,0.0,-1.3709552744962072,0.5732992181292729,1,32.0,1,1,0.9745906088786349,0.9745906088786349
2016-10-11,air_e657ca554b0c008c,0,0,0,0,0,1,0,0.0812626344401463,-0.11077783088698119,0.0,-1.3709552744962072,0.2085041780618029,1,14.0,1,1,-1.3875264141162893,-1.3875264141162893
2016-10-12,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.1767970190538439,0.3689024174979441,0.0,0.23204581499864724,0.03131801574331765,1,1.0,1,1,-0.6332436449168976,-0.6332436449168976
2016-10-13,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.14495222418261136,0.1343920738430918,0.0,-0.827565074667443,0.2606177552142988,1,14.0,1,1,-0.5969647168000135,-0.5969647168000135
2016-10-14,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.14495222418261136,0.39022153964838513,0.0,0.44940189493015287,0.07300887746531423,1,25.0,1,1,0.8733285457831563,0.8733285457831563
2016-10-15,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.14495222418261136,0.34758329534750304,0.0,0.9927920947589168,-0.07290913856167372,1,51.0,1,1,1.366482766448932,1.366482766448932
2016-10-16,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.1767970190538439,0.1343920738430918,0.0,-1.3166162545133309,0.21892689349230202,1,44.0,1,1,-0.6452037311092769,-0.6452037311092769
2016-10-19,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.5801644207561214,0.34758329534750304,0.0,-1.343785764504769,0.667103657003765,1,15.0,1,1,-0.6268649322809619,-0.6268649322809619
2016-10-20,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.4952449677661685,0.5074767114758114,0.0,0.5852494448873439,0.47949477925478046,1,8.0,1,1,-0.3932445819898183,-0.3932445819898183
2016-10-21,air_e657ca554b0c008c,1,0,0,0,0,0,0,0.2404866087963086,0.0384560241661069,0.0,-1.343785764504769,0.3439994786582916,1,13.0,1,1,0.8980460572474069,0.8980460572474069
2016-10-22,air_e657ca554b0c008c,0,0,1,0,0,0,0,-0.046116545044783464,-0.37726685776749525,0.0,-1.3709552744962072,0.1980814626313038,1,35.0,1,1,1.4781102375778061,1.4781102375778061
2016-10-23,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.13433729255886706,-0.06813958658609871,0.0,-1.1807687045561397,0.2397723243533004,1,49.0,1,1,-0.36294569696912393,-0.36294569696912393
2016-10-25,air_e657ca554b0c008c,0,0,0,0,0,1,0,0.06003277119265806,0.0384560241661069,0.0,-0.9634126246246341,-0.09375456942267212,1,12.0,1,1,-0.7329110298533922,-0.7329110298533922
2016-10-26,air_e657ca554b0c008c,0,0,0,0,0,0,1,0.37848071990498267,0.25164724567051816,0.0,-1.207938214547578,0.5420310718377754,1,31.0,1,1,-0.3178960389778283,-0.3178960389778283
2016-10-27,air_e657ca554b0c008c,0,0,0,0,1,0,0,0.2511015404200529,0.25164724567051816,0.0,0.8297750348102877,0.1980814626313038,1,8.0,1,1,-0.30354393554697306,-0.30354393554697306
2016-10-28,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.06734640829227169,-0.33462861346661277,0.0,-1.3709552744962072,0.09385430832631243,1,19.0,1,1,0.7943919769134525,0.7943919769134525
2016-10-29,air_e657ca554b0c008c,0,0,1,0,0,0,0,0.038802907945169836,-0.07879914766131943,0.0,0.06902875505001783,-0.031218276839677137,1,52.0,1,1,1.6702689557353678,1.6702689557353678
2016-10-30,air_e657ca554b0c008c,0,0,0,1,0,0,0,-0.1628807929059691,-0.07879914766131943,0.0,0.6939274848530966,-0.2084044391581626,1,9.0,1,1,-0.27483972868526263,-0.27483972868526263
2016-10-31,air_e657ca554b0c008c,0,1,0,0,0,0,0,-0.25841517751966653,-0.37726685776749525,0.0,-1.343785764504769,-0.2084044391581626,1,16.0,1,1,-1.265932204493766,-1.265932204493766
2016-11-01,air_e657ca554b0c008c,0,0,0,0,0,1,0,-0.3221047672621314,-0.33462861346661277,0.0,0.3678933649558383,-0.38559060147664787,1,19.0,1,1,-0.9653353715252979,-0.9653353715252979
2016-11-02,air_e657ca554b0c008c,0,0,0,0,0,0,1,-0.42825408349957295,-0.34528817454183347,0.0,-0.17549683487292592,-0.5419313329341349,1,28.0,1,1,0.2561880982563811,0.2561880982563811
2016-11-03,air_e657ca554b0c008c,0,0,0,0,1,0,0,-0.4919436732420378,-0.32396905239139245,1.0,0.9384530747760406,-0.5315086175036358,1,22.0,1,1,-0.2357701137901567,-0.2357701137901567
2016-11-04,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.4494839467470613,-0.2600116859400689,0.0,1.264487194673299,-0.6357357718086272,1,10.0,1,1,-0.09942513119703195,-0.09942513119703195
2016-11-05,air_e657ca554b0c008c,0,0,1,0,0,0,0,-0.3327196988858755,-0.11077783088698119,0.0,1.2916567046647376,-0.5419313329341349,1,26.0,1,1,1.1707360224336565,1.1707360224336565
2016-11-06,air_e657ca554b0c008c,0,0,0,1,0,0,0,-0.3008749040146432,-0.14275651411264295,0.0,0.8841140547931644,-0.32305430889365305,1,30.0,1,1,-0.7022134752929519,-0.7022134752929519
2016-11-08,air_e657ca554b0c008c,0,0,0,0,0,1,0,-0.3433346305096198,-0.5584793960462447,0.0,-1.3709552744962072,-0.21882715458866167,1,5.0,1,1,-1.3293206613133766,-1.3293206613133766
2016-11-09,air_e657ca554b0c008c,0,0,0,0,0,0,1,-0.6087079211032236,-0.6117772014223475,0.0,0.44940189493015287,-0.6982720643916219,1,16.0,1,1,-1.0048036559601499,-1.0048036559601499
2016-11-10,air_e657ca554b0c008c,0,0,0,0,1,0,0,-0.7997766903306183,-0.8143088618515383,0.0,-1.1535991945647017,-0.7191174952526203,1,11.0,1,1,-0.7261336476777106,-0.7261336476777106
2016-11-11,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.4176391518758288,-0.164075636263084,0.0,0.15053728502433242,-0.4793950403511401,1,31.0,1,1,0.2717362103064743,0.2717362103064743
2016-11-12,air_e657ca554b0c008c,0,0,1,0,0,0,0,-0.3539495621333639,-0.11077783088698119,0.0,1.0199616047503555,-0.5002404712121383,1,22.0,1,1,1.7360494297934543,1.7360494297934543
2016-11-13,air_e657ca554b0c008c,0,0,0,1,0,0,0,-0.226570382648434,-0.22803300271440716,0.0,-0.03964928491573486,-0.31263159346315395,1,20.0,1,1,-0.5590911105241455,-0.5590911105241455
2016-11-15,air_e657ca554b0c008c,0,0,0,0,0,1,0,-0.024886681797295234,0.10241339061743004,0.0,-0.3385138948215553,-0.09375456942267212,1,13.0,1,1,-1.1092550753735961,-1.1092550753735961
2016-11-16,air_e657ca554b0c008c,0,0,0,0,0,0,1,-0.42825408349957295,-0.3026499302409514,0.0,1.2373176846818608,-0.5002404712121383,1,2.0,1,1,-0.49729733186351877,-0.49729733186351877
2016-11-17,air_e657ca554b0c008c,0,0,0,0,1,0,0,-0.4070242202520847,-0.17473519733830434,0.0,0.8841140547931644,-0.5836221946561315,1,15.0,1,1,-0.4450716221567956,-0.4450716221567956
2016-11-18,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.4070242202520847,-0.4838624685197009,0.0,-1.1807687045561397,-0.41685874776814535,1,29.0,1,1,0.9143915083769921,0.9143915083769921
2016-11-19,air_e657ca554b0c008c,0,0,1,0,0,0,0,-0.01427175017355093,0.0384560241661069,0.0,-1.0177516446075106,-0.052063707700675525,1,47.0,1,1,1.4466153439378737,1.4466153439378737
2016-11-20,air_e657ca554b0c008c,0,0,0,1,0,0,0,0.0812626344401463,0.0384560241661069,0.0,-1.0992601745818251,0.14596788547880812,1,26.0,1,1,-0.29517187521230753,-0.29517187521230753
2016-11-22,air_e657ca554b0c008c,0,0,0,0,0,1,0,-0.01427175017355093,0.017136902015665475,0.0,0.6395884648702204,-0.041640992270176425,1,26.0,1,1,0.5567849312248492,0.5567849312248492
2016-11-23,air_e657ca554b0c008c,0,0,0,0,0,0,1,-0.4494839467470613,-0.6330963235727886,1.0,-1.3709552744962072,-0.31263159346315395,1,25.0,1,1,-0.36135101881014,-0.36135101881014
2016-11-24,air_e657ca554b0c008c,0,0,0,0,1,0,0,-0.640552715974456,-0.6863941289488914,0.0,-0.36568340481299344,-0.4481268940596426,1,5.0,1,1,-1.338091391187788,-1.338091391187788
2016-11-25,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.7148572373406652,-0.7077132510993326,0.0,1.0199616047503555,-0.6670039181001246,1,15.0,1,1,0.7720664826876776,0.7720664826876776
2016-11-26,air_e657ca554b0c008c,0,0,1,0,0,0,0,-0.7573169638356416,-0.6863941289488914,0.0,0.5037409149130293,-0.9379945192931022,1,38.0,1,1,1.7826937659437339,1.7826937659437339
2016-11-27,air_e657ca554b0c008c,0,0,0,1,0,0,0,-0.5874780578557353,-0.9315640336789643,0.0,-1.3709552744962072,-0.32305430889365305,1,34.0,1,1,-0.6818813287659069,-0.6818813287659069
2016-11-29,air_e657ca554b0c008c,0,0,0,0,0,1,0,-0.8103916219543624,-0.6650750067984503,0.0,0.09619826504145618,-0.9379945192931022,1,10.0,1,1,-0.7927114608152891,-0.7927114608152891
2016-11-30,air_e657ca554b0c008c,0,0,0,0,0,0,1,-0.7467020322118975,-0.8782662283028616,0.0,-0.9362431146331959,-0.7086947798221211,1,24.0,1,1,-0.5383602944573546,-0.5383602944573546
2016-12-01,air_e657ca554b0c008c,0,0,0,0,1,0,0,-0.43886901512331705,-0.4518837852940391,0.0,-0.9905821346160724,-0.4272814631986444,1,19.0,1,1,-0.6499877655862286,-0.6499877655862286
2016-12-02,air_e657ca554b0c008c,1,0,0,0,0,0,0,-0.6299377843507119,-0.6437558846480093,0.0,1.1014701347246698,-0.6253130563781281,1,27.0,1,1,1.0527298386688468,1.0527298386688468
