visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Izakaya,Tōkyō-to Suginami-ku Asagayaminami,total_area_visitors,total_genre_visitors
2016-07-20,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.1643482141744175,1.0497801910869133,0.0,-0.7424055572281217,1.212575369647827,1,33.0,1,1,-0.6739750165272363,-0.6739750165272363
2016-07-21,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.6416463828137599,0.38285681506091446,0.0,-1.38875204429695,0.9302078278457848,1,11.0,1,1,-0.4252978012362973,-0.4252978012362973
2016-07-22,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.5860398050094345,0.21612597105441472,0.0,-1.38875204429695,0.8465433710155501,1,6.0,1,1,0.9101283990442465,0.9101283990442465
2016-07-23,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,0.6972529606180852,0.4828953214648141,0.0,-1.3618209406690822,0.7628789141853153,1,33.0,1,1,1.266045024664385,1.266045024664385
2016-07-24,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.864072694031061,0.8830493470804136,0.0,0.3079074842587245,0.7001305715626391,1,21.0,1,1,-0.7457494250152833,-0.7457494250152833
2016-07-26,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,0.886315325152791,0.760780061475647,0.0,-1.3618209406690822,0.9720400562609021,1,6.0,1,1,-0.6469540627435011,-0.6469540627435011
2016-07-27,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.9085579562745211,0.694087723873047,0.0,-1.38875204429695,0.9824981133646815,1,21.0,1,1,-0.41769815798462173,-0.41769815798462173
2016-07-28,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.2199547919787426,1.1498186974908131,0.0,-0.06912796653142529,1.212575369647827,1,8.0,1,1,-0.1639545138592323,-0.1639545138592323
2016-07-29,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.2866826853439333,1.3943572687003463,0.0,1.1697028003504957,1.1602850841289303,1,17.0,1,1,1.1879375801332752,1.1879375801332752
2016-07-30,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.3089253164656631,1.5055111647046795,0.0,1.7621870801635882,1.0557045130911369,1,14.0,1,1,1.3213535394404683,1.3213535394404683
2016-07-31,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,1.2755613697830679,1.194280255892546,0.0,0.3617696915144602,1.2962398264780617,1,16.0,1,1,-0.6950851366707795,-0.6950851366707795
2016-08-02,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,1.253318738661338,1.3276649310977462,0.0,-0.5538878318330467,1.243949540959165,1,19.0,1,1,-1.1312202188363825,-1.1312202188363825
2016-08-03,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.2088334764178774,1.2276264246938462,0.0,-0.6616122463445181,1.1498270270251507,1,25.0,1,1,-0.6224663233769909,-0.6224663233769909
2016-08-04,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.3756532098308534,1.4388188271020794,0.0,0.6580118314210065,1.2857817693742821,1,10.0,1,1,-0.4784953039980262,-0.4784953039980262
2016-08-05,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.4423811031960438,1.5944342815081456,0.0,0.981185074955421,1.2753237122705026,1,28.0,1,1,0.7159152937236489,0.7159152937236489
2016-08-06,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.520230312122099,1.6166650607090125,0.0,0.4964252096537995,1.4321945688271926,1,9.0,1,1,0.4406393270518454,0.4406393270518454
2016-08-07,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,1.453502418756909,1.4388188271020794,0.0,1.519807147512778,1.400820397515855,1,10.0,1,1,-0.9192746125952085,-0.9192746125952085
2016-08-09,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,1.8093845167045903,1.861203631918545,0.0,1.0081161785832888,1.400820397515855,1,10.0,1,1,-0.5654689989894243,-0.5654689989894243
2016-08-10,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.4868663654395038,1.4610496063029457,0.0,0.5502874169095352,1.4844848543460893,1,18.0,1,1,0.5757440959705219,0.5757440959705219
2016-08-11,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.2755613697830679,1.2498572038947127,1.0,-0.1768523810428968,1.3903623404120755,1,1.0,1,1,0.2227828871704794,0.2227828871704794
2016-08-12,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.1977121608570127,1.2609725934951461,0.0,-0.5808189354609146,1.2753237122705026,1,12.0,1,1,-0.2690829121740775,-0.2690829121740775
2016-08-13,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.2088334764178774,1.2609725934951461,1.0,-0.41923231369370745,1.2648656551667234,1,9.0,1,1,-0.08035843809080116,-0.08035843809080116
2016-08-14,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,1.1309842674918222,1.116472528689513,1.0,-0.6346811427166503,1.1916592554402683,1,18.0,1,1,-1.2587253445033835,-1.2587253445033835
2016-08-18,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.153226898613552,1.00531863268518,0.0,-1.3079587334133467,1.3589881691007375,1,17.0,1,1,-0.8382117512440026,-0.8382117512440026
2016-08-19,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.320046632026528,1.3498957102986124,0.0,0.4964252096537995,1.3276139977893993,1,3.0,1,1,0.6741172558394333,0.6741172558394333
2016-08-20,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.0308924274440368,0.9386262950825802,0.0,-1.2002343189018752,1.212575369647827,1,11.0,1,1,0.5407012965322402,0.5407012965322402
2016-08-21,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,1.3534105787091233,1.5388573335059792,0.0,0.6849429350488745,1.1707431412327094,1,6.0,1,1,-1.1375532548794454,-1.1375532548794454
2016-08-24,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.153226898613552,1.194280255892546,0.0,-0.500025624577311,1.1498270270251507,1,17.0,1,1,-0.6959295414765213,-0.6959295414765213
2016-08-25,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.3534105787091233,1.4388188271020794,0.0,0.765736245932478,1.2021173125440474,1,18.0,1,1,-0.5490031052774605,-0.5490031052774605
2016-08-26,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.4090171565134486,1.494395775104246,0.0,1.681393769279985,1.2021173125440474,1,25.0,1,1,1.0123013805389955,1.0123013805389955
2016-08-28,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.6527676983746247,0.3939722046613475,0.0,-1.38875204429695,0.8360853139117707,1,31.0,1,1,-0.5135381034363079,-0.5135381034363079
2016-08-31,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.1754695297352826,1.3165495414973127,0.0,1.842980391047192,0.7942530854966534,1,12.0,1,1,-0.4548519694372578,-0.4548519694372578
2016-09-01,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.1977121608570127,1.3165495414973127,0.0,1.2235650076062312,0.8465433710155501,1,18.0,1,1,-0.9006977068688905,-0.9006977068688905
2016-09-02,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.1865908452961473,1.183164866292113,0.0,0.5233563132816672,1.087078684402475,1,9.0,1,1,0.46343825680687206,0.46343825680687206
2016-09-03,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.2421974231004727,1.2720879830955796,0.0,0.6310807277931387,1.2753237122705026,1,13.0,1,1,1.122918410091162,1.122918410091162
2016-09-04,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,1.2088334764178774,1.3054341518968793,0.0,0.011665344352178208,1.1812011983364887,1,16.0,1,1,-1.0615568223626897,-1.0615568223626897
2016-09-06,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,1.475745049878639,1.4388188271020794,0.0,1.304358318489835,1.400820397515855,1,1.0,1,1,-0.9416513399473643,-0.9416513399473643
2016-09-07,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.2866826853439333,1.2609725934951461,0.0,-0.5808189354609146,1.3485301119969584,1,10.0,1,1,-0.8323009176038104,-0.8323009176038104
2016-09-08,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.1198629519309573,1.0275494118860464,0.0,-1.1463721116461394,1.1916592554402683,1,14.0,1,1,-0.6655309684698191,-0.6655309684698191
2016-09-09,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,1.253318738661338,1.2609725934951461,0.0,-0.500025624577311,1.1184528557138127,1,6.0,1,1,0.8223102992471066,0.8223102992471066
2016-09-10,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.1865908452961473,1.1498186974908131,0.0,0.20018306974725322,1.212575369647827,1,17.0,1,1,1.3973499719572238,1.3973499719572238
2016-09-13,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,0.7417382228615452,0.3939722046613475,0.0,-1.38875204429695,0.9302078278457848,1,8.0,1,1,-1.1274203972105445,-1.1274203972105445
2016-09-14,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.7751021695441405,0.6607415550717474,0.0,-1.1463721116461394,0.8570014281193292,1,13.0,1,1,-0.681152457376041,-0.681152457376041
2016-09-15,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.864072694031061,0.6496261654713139,0.0,-1.38875204429695,1.066162570194916,1,12.0,1,1,-0.31425856928126,-0.31425856928126
2016-09-16,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.7751021695441405,0.4495491526635141,0.0,-1.38875204429695,0.9720400562609021,1,10.0,1,1,0.7454694619246094,0.7454694619246094
2016-09-17,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,1.0420137430049017,1.0386648014864799,0.0,-0.31150789918223604,0.9824981133646815,1,8.0,1,1,1.2677338342758686,1.2677338342758686
2016-09-18,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.8529513784701958,0.694087723873047,0.0,-1.38875204429695,1.0347883988835782,1,22.0,1,1,-0.06304813957309573,-0.06304813957309573
2016-09-20,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,0.3302495471095382,-0.08398954815728511,0.0,-1.38875204429695,0.5641758292135081,1,8.0,1,1,-2.262722658530299,-2.262722658530299
2016-09-21,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.4637053338399188,0.29393369825744786,0.0,-1.3618209406690822,0.5746338863172872,1,23.0,1,1,0.1716963964231048,0.1716963964231048
2016-09-22,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.37473480935299824,0.004933568646181489,1.0,-1.38875204429695,0.6164661147324048,1,8.0,1,1,-0.5806682854927754,-0.5806682854927754
2016-09-23,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.5415545427659741,0.14943363345181468,0.0,-1.38875204429695,0.7733369712890948,1,11.0,1,1,-0.036871590595102144,-0.036871590595102144
2016-09-24,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,0.6416463828137599,0.3272798670587479,0.0,-1.38875204429695,0.8674594852231087,1,27.0,1,1,1.0118791781361247,1.0118791781361247
2016-09-25,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.8529513784701958,0.9163955158817133,0.0,-0.2576456919265003,0.815169199704212,1,11.0,1,1,-0.6748194213329781,-0.6748194213329781
2016-09-27,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,1.097620320809227,1.0386648014864799,0.0,-0.6346811427166503,1.1079947986100336,1,9.0,1,1,-0.7499714490439919,-0.7499714490439919
2016-09-28,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,1.1309842674918222,1.1609340870912466,0.0,-0.688543349972386,1.1916592554402683,1,13.0,1,1,-0.6199331089597657,-0.6199331089597657
2016-09-29,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.9641645340788463,0.8163570094778136,0.0,-1.2810276297854786,1.087078684402475,1,28.0,1,1,-0.48271732802673484,-0.48271732802673484
2016-09-30,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.6416463828137599,0.3939722046613475,0.0,-0.9039921789953288,0.815169199704212,1,16.0,1,1,1.089142217861493,1.089142217861493
2016-10-01,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,0.474826649400784,0.12720285425094813,0.0,-1.38875204429695,0.658298343147522,1,26.0,1,1,1.1275626365227416,1.1275626365227416
2016-10-02,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.7973448006658704,0.8719339574799801,0.0,1.1966339039783636,0.6687564002513015,1,20.0,1,1,-0.7381497817636077,-0.7381497817636077
2016-10-05,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.7751021695441405,0.5718184382682807,0.0,-1.2002343189018752,0.815169199704212,1,19.0,1,1,-1.2004614129072042,-1.2004614129072042
2016-10-06,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,1.1087416363700922,1.1498186974908131,0.0,0.8195984531882134,0.8465433710155501,1,2.0,1,1,-0.6680641828870443,-0.6680641828870443
2016-10-07,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.5749184894485694,0.4495491526635141,0.0,0.22711417337512096,0.6792144573550806,1,7.0,1,1,0.6572291597245987,0.6572291597245987
2016-10-08,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,0.3413708626704034,0.371741425460481,0.0,-1.3618209406690822,0.4909694294870524,1,14.0,1,1,0.9409491744538195,0.9409491744538195
2016-10-11,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,0.1300658670139671,-0.0951049377577182,0.0,-1.254096526157611,0.37593080134547996,1,19.0,1,1,-1.5606000625560514,-1.5606000625560514
2016-10-12,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.16342981369656234,0.30504908785788093,0.0,0.7118740386767423,0.11447937375099655,1,18.0,1,1,-0.7617931163243761,-0.7617931163243761
2016-10-13,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.04109534252704657,-0.29518195056551794,0.0,-1.38875204429695,0.3340985729303626,1,12.0,1,1,-0.7233726976631275,-0.7233726976631275
2016-10-14,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.10348175976419903,-0.1840280545611848,0.0,-0.31150789918223604,-0.05284953990947298,1,18.0,1,1,0.8337097641246201,0.8337097641246201
2016-10-15,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.03675386639900874,0.2272413606548478,0.0,1.3582205257455704,-0.24109456777750093,1,15.0,1,1,1.355974136475879,1.355974136475879
2016-10-16,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.08558060477050704,0.3161644774583144,0.0,0.14632086249151746,-0.12605593963592826,1,25.0,1,1,-0.7744591884105021,-0.7744591884105021
2016-10-18,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,0.5749184894485694,0.6385107758708803,0.0,0.6580118314210065,0.53280165790217,1,19.0,1,1,-0.908719552523437,-0.908719552523437
2016-10-19,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.5415545427659741,0.42731837346264756,0.0,-0.14992127741502903,0.6373822289399633,1,22.0,1,1,-0.7550378778784423,-0.7550378778784423
2016-10-20,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.6527676983746247,0.8608185678795467,0.0,1.304358318489835,0.4595952581757147,1,3.0,1,1,-0.5076272697961158,-0.5076272697961158
2016-10-21,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,0.24127902262261766,0.12720285425094813,0.0,0.03859644798004596,0.32364051582658326,1,11.0,1,1,0.8598863131026137,0.8598863131026137
2016-10-22,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,0.007731395844451723,-0.32852811936681797,0.0,-1.38875204429695,0.20860188768501042,1,15.0,1,1,1.4741908092797211,1.4741908092797211
2016-10-23,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,0.1967937603791576,0.17166441265268123,0.0,-0.04219686290355754,0.20860188768501042,1,15.0,1,1,-0.47553988717793017,-0.47553988717793017
2016-10-25,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.40375727990755544,-0.4952589633733177,0.0,-0.7693366608559895,-0.39796542433419096,1,5.0,1,1,-0.8673437170420922,-0.8673437170420922
2016-10-26,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,0.3524921782312682,0.6496261654713139,0.0,1.2504961112340995,-0.000559254390576298,1,12.0,1,1,-0.4278310156535225,-0.4278310156535225
2016-10-27,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,0.29688560042694295,0.20501058145398124,0.0,0.7388051423046103,0.030814916920761784,1,16.0,1,1,-0.4126317291501714,-0.4126317291501714
2016-10-28,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.5260917510770711,-0.7509129241832838,0.0,-1.38875204429695,-0.272468739088839,1,17.0,1,1,0.7501136883561889,0.7501136883561889
2016-10-29,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.014511235277278507,0.14943363345181468,0.0,-1.0925099043904039,-0.12605593963592826,1,16.0,1,1,1.6776923674634778,1.6776923674634778
2016-10-30,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.5260917510770711,-0.8064898721854504,0.0,-1.38875204429695,-0.272468739088839,1,5.0,1,1,-0.38223315614346914,-0.38223315614346914
2016-11-01,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.31478675542063517,-0.41745123617028457,0.0,-0.47309452094944315,-0.08422371122081088,1,8.0,1,1,-1.113487717915806,-1.113487717915806
2016-11-02,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-0.5928196444422615,-0.9843361057923834,0.0,-1.38875204429695,-0.36659125302285306,1,17.0,1,1,0.1801404444805221,0.1801404444805221
2016-11-03,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,-0.3370293865423652,-0.10622032735815166,1.0,1.0081161785832888,-0.39796542433419096,1,16.0,1,1,-0.34085732066212443,-0.34085732066212443
2016-11-04,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.31478675542063517,-0.2284896129629179,0.0,1.088909489466892,-0.39796542433419096,1,11.0,1,1,-0.19646409888028885,-0.19646409888028885
2016-11-05,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.2146949153728496,-0.017297210554685062,0.0,0.4694941060259317,-0.18880428225860424,1,4.0,1,1,1.1486727566662849,1.1486727566662849
2016-11-06,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.17020965312938932,-0.08398954815728511,0.0,1.142771696722628,-0.3561331959190736,1,15.0,1,1,-0.8348341320210356,-0.8348341320210356
2016-11-08,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.7930033245378324,-0.9954514953928169,0.0,-1.0925099043904039,-0.7849135371740265,1,12.0,1,1,-1.498958511736905,-1.498958511736905
2016-11-09,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-0.6373049066857216,-0.7620283137837172,0.0,0.3348385878865925,-0.492087938268205,1,20.0,1,1,-1.1552857558000216,-1.1552857558000216
2016-11-10,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,-0.7373967467335072,-0.9954514953928169,0.0,-1.2810276297854786,-0.492087938268205,1,15.0,1,1,-0.8601662761932874,-0.8601662761932874
2016-11-11,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.7930033245378324,-1.0176822745936835,0.0,-1.38875204429695,-0.7117071374475711,1,14.0,1,1,0.1966063381924858,0.1966063381924858
2016-11-12,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.2925441242989049,-0.11733571695858475,0.0,0.927322867699685,-0.3038429104001769,1,10.0,1,1,1.7473557639371704,1.7473557639371704
2016-11-13,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.3036654398597699,-0.0951049377577182,0.0,0.8465295568160818,-0.42933959564552904,1,18.0,1,1,-0.6832634693903954,-0.6832634693903954
2016-11-15,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.10348175976419903,-0.12845110655901823,0.0,-0.9578543862510644,0.020356859816982487,1,9.0,1,1,-1.265902785352188,-1.265902785352188
2016-11-16,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-0.4259999110292857,-0.6508744177793839,0.0,-1.3348898370412143,-0.16788816805104564,1,7.0,1,1,-0.6178220969454115,-0.6178220969454115
2016-11-17,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,-0.43712122659015074,-0.3174127297663845,0.0,0.7388051423046103,-0.6175846235135571,1,16.0,1,1,-0.5625135821693282,-0.5625135821693282
2016-11-18,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.6150622755639916,-0.4730281841724511,0.0,0.9003917640718172,-0.7430813087589091,1,5.0,1,1,0.877196611620319,0.877196611620319
2016-11-19,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.7373967467335072,-1.00656688499325,0.0,-1.38875204429695,-0.47117182406064634,1,23.0,1,1,1.4408368194529229,1.4408368194529229
2016-11-20,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.3481507021032302,-0.006181820954251589,0.0,-0.3653701064379718,-0.47117182406064634,1,12.0,1,1,-0.4037654786898832,-0.4037654786898832
2016-11-22,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.2703014931771749,-0.061758768956418165,0.0,0.4964252096537995,-0.2515526248812802,1,21.0,1,1,0.49848105624515376,0.49848105624515376
2016-11-23,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-0.5705770133205313,-0.7286821449824172,1.0,-1.3618209406690822,-0.46071376695686705,1,23.0,1,1,-0.4738510775664467,-0.4738510775664467
2016-11-24,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,-1.5381314671157913,-1.428951689809716,0.0,-1.38875204429695,-1.234609992636538,1,19.0,1,1,-1.5082469646000642,-1.5082469646000642
2016-11-25,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-1.3601904181419502,-1.1844131186001832,0.0,1.0081161785832888,-1.391480849193228,1,15.0,1,1,0.7264703537954205,0.7264703537954205
2016-11-26,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.9931870046334035,-0.9065283785893503,0.0,0.4964252096537995,-1.1614035929100825,1,23.0,1,1,1.7967534450730616,1.7967534450730616
2016-11-27,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.6706688533683168,-0.8509514305871837,0.0,-1.1194410080182715,-0.47117182406064634,1,11.0,1,1,-0.8133018094746216,-0.8133018094746216
2016-11-29,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.6706688533683168,-0.7509129241832838,0.0,0.4694941060259317,-0.523462109579543,1,9.0,1,1,-0.9306740774727218,-0.9306740774727218
2016-11-30,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-0.881973849024753,-1.10660539139715,0.0,-0.04219686290355754,-0.9522424508344959,1,11.0,1,1,-0.6613089444411104,-0.6613089444411104
2016-12-01,air_229d7e508d9f1b5e,0,0,0,0,1,0,0,-0.7040328000509121,-0.6064128593776509,0.0,-0.31150789918223604,-0.7012490803437917,1,3.0,1,1,-0.7795256172449524,-0.7795256172449524
2016-12-02,air_229d7e508d9f1b5e,1,0,0,0,0,0,0,-0.5372130666379362,-0.5508359113754843,0.0,0.8465295568160818,-0.48162988116442573,1,7.0,1,1,1.0237008454165089,1.0237008454165089
2016-12-03,air_229d7e508d9f1b5e,0,0,1,0,0,0,0,-0.6929114844900469,-0.5174897425741842,0.0,0.7388051423046103,-0.8162877084853645,1,10.0,1,1,2.302974126115228,2.302974126115228
2016-12-04,air_229d7e508d9f1b5e,0,0,0,1,0,0,0,-0.5594556977596663,-0.46191279457201767,0.0,0.41563189877019596,-0.6803329661362331,1,6.0,1,1,-0.5874235239387092,-0.5874235239387092
2016-12-06,air_229d7e508d9f1b5e,0,0,0,0,0,1,0,-0.6817901689291819,-0.4730281841724511,0.0,0.8734606604439494,-0.6594168519286744,1,11.0,1,1,-1.0400244998162758,-1.0400244998162758
2016-12-07,air_229d7e508d9f1b5e,0,0,0,0,0,0,1,-1.0043083201942686,-1.2733362354036497,0.0,-1.3079587334133467,-0.8476618797967025,1,31.0,1,1,-0.43078643247361853,-0.43078643247361853
