visit_date,air_store_id,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,avg_temperature1,high_temperature1,holiday_flg,hours_sunlight1,low_temperature1,train_ind,visitors,Cafe/Sweets,Tōkyō-to Kita-ku Ōjihonchō,total_area_visitors,total_genre_visitors
2016-01-26,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-1.4006973864072745,-1.2283095559693966,0.0,0.8002726048065655,-1.4902960684594984,1,16.0,1,1,-1.2958017332199012,-1.295801733219901
2016-01-27,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.082505189259715,-0.7479663131030903,0.0,0.9984197138180542,-1.4660475794140155,1,25.0,1,1,-1.145229559187855,-1.1452295591878547
2016-01-28,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-0.8915898709711794,-0.6721226431768315,0.0,0.9984197138180542,-1.078071754686291,1,19.0,1,1,-1.1507875924574942,-1.1507875924574942
2016-01-29,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-1.1970543802328364,-1.4558405657481732,0.0,-1.3298088170669367,-1.0174505320725842,1,18.0,1,1,-1.0088051062057994,-1.0088051062057994
2016-01-30,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-1.4643358258367865,-1.809777692070715,0.0,-1.3298088170669367,-1.1508172218227393,1,23.0,1,1,-0.7094292232729558,-0.7094292232729557
2016-01-31,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-1.1079605650315199,-1.026059769499373,0.0,-0.0666209971186971,-1.175065710868222,1,24.0,1,1,-1.260432430594924,-1.2604324305949237
2016-02-02,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-1.1206882529174222,-1.0892628277712555,0.0,0.7755042161801294,-1.0174505320725842,1,27.0,1,1,-1.3660350627180704,-1.3660350627180704
2016-02-03,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.247965131776446,-1.2788720025869027,0.0,0.42874677541002437,-1.1508172218227393,1,19.0,1,1,-1.291759527205618,-1.291759527205618
2016-02-04,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.2352374438905436,-1.240950167623773,0.0,0.13152611189279165,-1.199314199913705,1,25.0,1,1,-1.2543691215734991,-1.2543691215734991
2016-02-05,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.9297729346288865,-0.7606069247574667,0.0,0.8993461593123098,-1.259935422527412,1,28.0,1,1,-0.8829914440112373,-0.8829914440112372
2016-02-06,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-1.0315944377161055,-1.1903877210062672,0.0,-1.082124930802576,-0.799214130663239,1,31.0,1,1,-0.6614280268533437,-0.6614280268533436
2016-02-07,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-1.247965131776446,-1.2535907792781495,0.0,0.8745777706858738,-1.1508172218227393,1,33.0,1,1,-1.267758928995812,-1.267758928995812
2016-02-09,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-1.0443221256020079,-0.5836383615961962,0.0,0.8002726048065655,-1.259935422527412,1,25.0,1,1,-1.2457794337931476,-1.2457794337931474
2016-02-10,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.1206882529174222,-1.0766222161168788,0.0,1.1222616569502346,-1.138692977299998,1,14.0,1,1,-0.9241714177817466,-0.9241714177817465
2016-02-11,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.1206882529174222,-0.9881379345362435,1.0,1.1222616569502346,-1.1265687327772567,1,35.0,1,1,-0.9969311260388428,-0.9969311260388427
2016-02-12,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.9679559982865936,-0.9375754879187376,0.0,-0.7353674900324709,-1.1508172218227393,1,27.0,1,1,-0.9410981554665572,-0.9410981554665571
2016-02-13,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.10247322204523206,0.31384506586453426,0.0,-0.19046294025087745,-0.32636859427632475,1,43.0,1,1,-0.7526303000506066,-0.7526303000506065
2016-02-14,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.47027273282037485,0.46553240571705196,0.0,-0.23999971750374943,0.4980800332700896,1,45.0,1,1,-1.285190942432408,-1.285190942432408
2016-02-17,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.0952328771456172,-0.7479663131030903,0.0,0.7755042161801294,-1.175065710868222,1,21.0,1,1,-1.138408336538752,-1.138408336538752
2016-02-18,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.0952328771456172,-1.0892628277712555,0.0,0.3544416095307162,-1.199314199913705,1,25.0,1,1,-1.1480085758226746,-1.1480085758226743
2016-02-19,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.6497638011390343,-0.35610735181741937,0.0,0.9736513251916182,-1.0416990211180668,1,29.0,1,1,-0.8312006794532348,-0.8312006794532347
2016-02-20,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.8661344951993747,-1.026059769499373,0.0,-1.1811984853083204,-0.5446049956856699,1,12.0,1,1,-0.865054154822856,-0.8650541548228559
2016-02-21,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.675219176910839,-0.4572322450524313,0.0,-0.388610049262366,-0.580977729253894,1,36.0,1,1,-1.2311264369913713,-1.2311264369913713
2016-02-23,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-1.0315944377161055,-1.1777471093518908,0.0,-1.3050404284405006,-0.738592908049532,1,20.0,1,1,-1.237947659640474,-1.237947659640474
2016-02-24,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.146143628689227,-1.46848117740255,0.0,-1.3050404284405006,-1.0295747765953254,1,19.0,1,1,-1.1942413071110378,-1.1942413071110376
2016-02-25,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.4006973864072745,-1.3799968958219144,0.0,-0.8344410445382152,-1.2841839115728946,1,25.0,1,1,-1.0906597779950327,-1.0906597779950327
2016-02-26,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-1.146143628689227,-1.00077854619062,0.0,1.2708719887088509,-1.3205566451411188,1,21.0,1,1,-0.6834075220560082,-0.6834075220560081
2016-02-27,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.8915898709711794,-0.8617318179924787,0.0,1.2708719887088509,-1.0053262875498428,1,39.0,1,1,-0.5164138860909366,-0.5164138860909365
2016-02-28,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.7770406799980581,-0.5457165266330666,0.0,1.0974932683237986,-0.8840838423224288,1,39.0,1,1,-1.0959651733887794,-1.0959651733887792
2016-03-01,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-1.222509756004641,-1.1398252743887611,0.0,1.3699455432145953,-1.078071754686291,1,30.0,1,1,-1.296812284723472,-1.296812284723472
2016-03-02,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-1.082505189259715,-0.8743724296468551,0.0,0.8250409934330014,-1.199314199913705,1,28.0,1,1,-1.1677143301423047,-1.1677143301423047
2016-03-03,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-0.7134022405685462,-0.36874796347179606,0.0,1.3451771545881592,-1.0538232656408082,1,41.0,1,1,-1.1843884299512226,-1.1843884299512226
2016-03-04,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.5606699859377176,-0.4319510217436782,0.0,1.072724879697362,-0.6537231963903424,1,30.0,1,1,-0.8137686660166389,-0.8137686660166388
2016-03-05,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.5224869222800106,-0.38138857512617225,0.0,-0.6858307127795988,-0.39911406141277317,1,40.0,1,1,-0.5919526109828525,-0.5919526109828525
2016-03-06,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.20429472513245117,-0.2549824585824074,0.0,-0.5619887696474184,-0.24149888261713512,1,39.0,1,1,-1.2225367492110195,-1.2225367492110195
2016-03-08,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.1266251599010108,0.18743894932076943,0.0,0.676430661674385,0.2070981647242962,1,20.0,1,1,-1.1752934664190855,-1.1752934664190855
2016-03-09,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-0.7770406799980581,-0.558357138287443,0.0,-1.3298088170669367,-0.8719595977996875,1,10.0,1,1,-1.2215261977074487,-1.2215261977074487
2016-03-10,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.1079605650315199,-1.367356284167538,0.0,-1.3298088170669367,-0.8962080868451702,1,27.0,1,1,-1.1015232066584186,-1.1015232066584186
2016-03-11,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-1.2988758833200555,-1.6707309638725736,0.0,-1.3298088170669367,-0.9689535539816185,1,24.0,1,1,-0.7642516423416705,-0.7642516423416705
2016-03-12,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-1.146143628689227,-1.3799968958219144,0.0,-0.9830513762968317,-0.9810777985043598,1,48.0,1,1,-0.5750258732980419,-0.5750258732980419
2016-03-13,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-1.0315944377161055,-1.2788720025869027,0.0,-1.3050404284405006,-0.8598353532769459,1,64.0,1,1,-1.1725144497842659,-1.1725144497842659
2016-03-14,air_26c5bbeb7bb82bf1,0,1,0,0,0,0,0,-1.1588713165751292,-1.5696060706375616,0.0,-1.3298088170669367,-0.8598353532769459,1,28.0,1,1,-1.4006464517153696,-1.4006464517153696
2016-03-16,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-0.7770406799980581,-0.6847632548312079,0.0,-0.7353674900324709,-0.9810777985043598,1,21.0,1,1,-1.0378584619334594,-1.0378584619334594
2016-03-17,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-0.21702241301835348,0.13687650270326324,0.0,1.4937874863467757,-0.5567292402084112,1,23.0,1,1,-0.9906151791415254,-0.9906151791415254
2016-03-18,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.0006517189580129629,0.26328261924702806,0.0,0.5525887185422047,-0.41123830593551464,1,17.0,1,1,-0.6167111228203366,-0.6167111228203366
2016-03-19,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.012075968927889369,-0.3308261285086665,0.0,-0.8592094331646514,0.31621636542896875,1,35.0,1,1,-0.5992791093837406,-0.5992791093837406
2016-03-20,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.17883934936064627,-0.04009206045800733,1.0,-0.04185260849226089,-0.32636859427632475,1,36.0,1,1,-0.8107370115059265,-0.8107370115059264
2016-03-23,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-0.4206654191927915,-0.16649817700177216,0.0,0.13152611189279165,-0.423362550458256,1,13.0,1,1,-1.0219422757522196,-1.0219422757522196
2016-03-24,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-1.082505189259715,-1.240950167623773,0.0,-0.9582829876703957,-0.8355868642314632,1,20.0,1,1,-1.081312176587003,-1.0813121765870028
2016-03-25,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.8534068073134723,-0.6215601965593255,0.0,0.9488829365651817,-1.0295747765953254,1,22.0,1,1,-0.47902348045881776,-0.4790234804588177
2016-03-26,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.8661344951993747,-0.8617318179924787,0.0,0.20583127777209984,-0.7143444190040493,1,27.0,1,1,-0.4848341516043498,-0.4848341516043497
2016-03-27,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.5606699859377176,-0.4066697984349251,0.0,-0.04185260849226089,-0.6052262182993768,1,38.0,1,1,-1.0413953921959571,-1.0413953921959571
2016-03-29,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-0.22975010090425582,-0.09065450707551309,0.0,1.0974932683237986,-0.4354867949809973,1,28.0,1,1,-0.8842546333907008,-0.8842546333907007
2016-03-30,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.012075968927889369,0.08631405608575748,0.0,-0.43814682651523806,-0.19300190452616953,1,21.0,1,1,-0.9693935975665391,-0.969393597566539
2016-03-31,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.012075968927889369,0.11159527939451036,0.0,0.9241145479387458,-0.25362312713987645,1,27.0,1,1,-0.933771657065669,-0.933771657065669
2016-04-01,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,-0.25520547667606047,-0.11593573038426641,0.0,-0.26476810613018564,-0.3506170833218077,1,28.0,1,1,-0.7273665124613371,-0.727366512461337
2016-04-02,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,-0.5479422980518153,-0.7606069247574667,0.0,-1.3298088170669367,-0.39911406141277317,1,39.0,1,1,-0.7445458880220404,-0.7445458880220402
2016-04-03,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,-0.21702241301835348,-0.292904293545537,0.0,-1.3298088170669367,-0.18087766000342817,1,37.0,1,1,-1.2680115668717047,-1.2680115668717047
2016-04-05,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-0.509759234394108,-0.8238099830293492,0.0,-1.3298088170669367,-0.2293746380943938,1,17.0,1,1,-1.1763040179226563,-1.1763040179226563
2016-04-06,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-0.02610709472981785,0.11159527939451036,0.0,0.7259674389272575,-0.44761103950373876,1,30.0,1,1,-1.109354980811092,-1.109354980811092
2016-04-07,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-0.12792859781703672,0.09895466774013414,0.0,-1.2059668739347564,0.09797996401962387,1,21.0,1,1,-1.2250631279699464,-1.2250631279699464
2016-04-08,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.16480822355871802,0.45289179406267527,0.0,-0.23999971750374943,0.06160723045139962,1,29.0,1,1,-0.6672386979988757,-0.6672386979988756
2016-04-09,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.29208510241774177,0.5287354639889343,0.0,0.5278203299157688,-0.011138236685048677,1,36.0,1,1,-0.5750258732980419,-0.5750258732980419
2016-04-10,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.3048127903036439,0.5792979106064401,0.0,-0.28953649475662163,0.14647694211058926,1,50.0,1,1,-1.1540718848440992,-1.1540718848440992
2016-04-12,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,-0.5479422980518153,-0.5330759149786902,0.0,1.4937874863467757,-0.7143444190040493,1,22.0,1,1,-1.23946348689583,-1.23946348689583
2016-04-13,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,-0.051562470501622513,-0.04009206045800733,0.0,-1.1564300966818841,-0.04751097025327293,1,20.0,1,1,-1.1515455060851723,-1.1515455060851723
2016-04-14,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.024803656813791698,-0.21706062361927791,0.0,-1.3298088170669367,0.2555951428152618,1,17.0,1,1,-1.1184499443432292,-1.1184499443432292
2016-04-15,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.19026359933052267,0.26328261924702806,0.0,1.667166206731828,0.0009860078376926693,1,26.0,1,1,-0.6950288643470721,-0.695028864347072
2016-04-16,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.1266251599010108,0.20007956097514565,0.0,-0.3638416606359299,-0.10813219286697988,1,38.0,1,1,-0.47952875621060315,-0.4795287562106031
2016-04-17,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.5593665480216914,0.4781730173714286,0.0,-0.5867571582738546,0.6799437011112106,1,34.0,1,1,-1.19070437684854,-1.19070437684854
2016-04-20,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.012075968927889369,-0.002170225494877799,0.0,1.4937874863467757,-0.14450492643520393,1,19.0,1,1,-1.0416480300718498,-1.0416480300718498
2016-04-21,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.21571897510232735,0.11159527939451036,0.0,-1.3298088170669367,0.27984363186074473,1,15.0,1,1,-1.1480085758226746,-1.1480085758226743
2016-04-22,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.31754047818954645,0.5540166872976873,0.0,0.7755042161801294,0.26771938733800316,1,17.0,1,1,-0.6490487709346016,-0.6490487709346016
2016-04-23,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.3939066055049604,0.3896887357907929,0.0,-0.8096726559117792,0.36471334351993434,1,39.0,1,1,-0.551783188715914,-0.5517831887159139
2016-04-24,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.11389747201510825,-0.027451448803630672,0.0,-1.0325881535497037,0.1343526975878479,1,34.0,1,1,-1.169230157397661,-1.169230157397661
2016-04-26,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.5593665480216914,0.7309852504589582,0.0,1.3699455432145953,0.38896183256541705,1,19.0,1,1,-1.0785331599521832,-1.0785331599521832
2016-04-27,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.41936198127676555,0.31384506586453426,0.0,-1.2555036511876285,0.510204277792831,1,22.0,1,1,-1.0590800435084458,-1.0590800435084458
2016-04-28,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,-0.051562470501622513,-0.49515408001556066,0.0,-1.3298088170669367,0.27984363186074473,1,18.0,1,1,-0.8170529584032439,-0.8170529584032438
2016-04-29,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.1266251599010108,0.26328261924702806,1.0,0.9984197138180542,0.04948298592865827,1,33.0,1,1,-0.6439960134167477,-0.6439960134167476
2016-04-30,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.15208053567281546,0.30120445421015757,0.0,1.3947139318410313,-0.05963521477601428,1,25.0,1,1,-0.6882076416979693,-0.6882076416979692
2016-05-01,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.43208966916266767,0.7183446388045815,0.0,0.8993461593123098,0.11010420854236522,1,54.0,1,1,-0.9688883218147536,-0.9688883218147536
2016-05-04,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.9284694967128606,0.9711568718921112,1.0,0.9488829365651817,0.9345528360887796,1,30.0,1,1,-0.8794545137487396,-0.8794545137487395
2016-05-05,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.9284694967128606,1.021719318509617,1.0,1.7167029839847003,0.7405649237249176,1,47.0,1,1,-1.0719645751789733,-1.0719645751789733
2016-05-06,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.41936198127676555,0.4023293474451695,0.0,-1.3050404284405006,0.510204277792831,1,12.0,1,1,-1.2268315931011955,-1.2268315931011953
2016-05-07,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.813920305739739,0.8953132019658522,0.0,1.5185558749732115,0.5344527668383139,1,45.0,1,1,-0.7983577555871845,-0.7983577555871844
2016-05-08,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.8266479936256415,0.9711568718921112,0.0,1.617629429478956,0.7526891682476587,1,61.0,1,1,-1.1404294395458936,-1.1404294395458936
2016-05-10,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.4575450449344723,0.4149699590995462,0.0,-1.3050404284405006,0.6193224784975037,1,23.0,1,1,-1.4072150364885798,-1.4072150364885796
2016-05-11,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.8393756815115436,0.9837974835464879,0.0,-0.9087462104175235,0.6071982339747621,1,20.0,1,1,-1.2162208023137022,-1.2162208023137022
2016-05-12,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.8775587451692508,1.097562988435876,0.0,1.9148500929961887,0.789061901815883,1,14.0,1,1,-1.0952072597611011,-1.0952072597611011
2016-05-13,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.813920305739739,0.9079538136202289,0.0,1.4194823204674671,0.6678194565884691,1,13.0,1,1,-0.7364614759934741,-0.736461475993474
2016-05-14,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.6357326753371059,0.6930634154958287,0.0,0.8745777706858738,0.41321032161089993,1,34.0,1,1,-0.5750258732980419,-0.5750258732980419
2016-05-15,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.3557235418472537,0.5540166872976873,0.0,1.7662397612375724,0.18284967567881352,1,39.0,1,1,-1.1929781177315741,-1.1929781177315741
2016-05-17,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.4448173570485702,0.1495171143576399,0.0,-1.3298088170669367,0.4738315442246069,1,17.0,1,1,-1.3359711554868396,-1.3359711554868396
2016-05-18,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.6611880511089105,1.0470005418183703,0.0,1.9891552588754973,0.2555951428152618,1,29.0,1,1,-1.1320923896414348,-1.1320923896414345
2016-05-19,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.572094235907594,0.7309852504589582,0.0,1.5433242635996476,0.4617072997018656,1,20.0,1,1,-1.123502701861083,-1.123502701861083
2016-05-20,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.3048127903036439,0.18743894932076943,0.0,-0.9087462104175235,0.41321032161089993,1,25.0,1,1,-0.7359562002416887,-0.7359562002416886
2016-05-21,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.5466388601357893,0.8826725903114759,0.0,1.667166206731828,0.21922240924703776,1,32.0,1,1,-0.4595703640150802,-0.45957036401508017
2016-05-22,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.9666525603705673,1.2618909399427705,0.0,1.9148500929961887,0.7163164346794345,1,30.0,1,1,-1.1970203237458574,-1.1970203237458572
2016-05-25,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.9411971845987627,0.6551415805326992,0.0,-1.3298088170669367,1.1527892374981248,1,23.0,1,1,-1.0825753659664665,-1.0825753659664663
2016-05-26,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,1.0430186876859817,0.9964380952008641,0.0,-0.43814682651523806,1.128540748452642,1,19.0,1,1,-1.046448149713811,-1.046448149713811
2016-05-27,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.5848219237934961,0.3896887357907929,0.0,-1.2555036511876285,0.510204277792831,1,15.0,1,1,-0.7523776621747139,-0.7523776621747138
2016-05-28,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.572094235907594,0.6045791339151935,0.0,-1.2802720398140646,0.4980800332700896,1,38.0,1,1,-0.5568359462337679,-0.5568359462337678
2016-05-29,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.8775587451692508,1.0849223767814995,0.0,1.2461036000824148,0.6193224784975037,1,53.0,1,1,-1.0623643358950507,-1.0623643358950507
2016-05-31,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.7120988026525198,0.705704027150205,0.0,-0.19046294025087745,0.6435709675429864,1,22.0,1,1,-1.1586193666101676,-1.1586193666101676
2016-06-01,air_26c5bbeb7bb82bf1,0,0,0,0,0,0,1,0.8521033693974461,0.8953132019658522,0.0,0.08198933463991948,0.8496831244295899,1,27.0,1,1,-1.1798409481851542,-1.179840948185154
2016-06-02,air_26c5bbeb7bb82bf1,0,0,0,0,1,0,0,0.7502818663102271,0.8447507553483464,0.0,1.8900817043697526,0.6435709675429864,1,17.0,1,1,-1.1189552200950146,-1.1189552200950146
2016-06-03,air_26c5bbeb7bb82bf1,1,0,0,0,0,0,0,0.5848219237934961,0.6172197455695696,0.0,1.8157765384904443,0.38896183256541705,1,20.0,1,1,-0.8102317357541411,-0.810231735754141
2016-06-04,air_26c5bbeb7bb82bf1,0,0,1,0,0,0,0,0.8775587451692508,0.9964380952008641,0.0,0.6516622730479491,0.6435709675429864,1,35.0,1,1,-0.6359116013881815,-0.6359116013881814
2016-06-05,air_26c5bbeb7bb82bf1,0,0,0,1,0,0,0,0.572094235907594,0.5160948523345577,0.0,-0.6362939355267268,0.6556952120657276,1,44.0,1,1,-1.2260736794735172,-1.2260736794735172
2016-06-07,air_26c5bbeb7bb82bf1,0,0,0,0,0,1,0,0.6102772995653012,0.20007956097514565,0.0,-1.3298088170669367,0.8981801025205554,1,21.0,1,1,-1.2692747562511681,-1.2692747562511681
